"code","iso","country","BTO.ind.1996","BTO.ind.1997","BTO.ind.1998","BTO.ind.1999","BTO.ind.2000","BTO.ind.2001","BTO.ind.2002","BTO.ind.2003","BTO.ind.2004","BTO.ind.2005","BTO.ind.2006","BTO.ind.2007","BTO.ind.2008","BTO.ind.2009","BTO.ind.2010","BTO.ind.2011","BTO.ind.2012","BTO.ind.2013","BTO.ind.2014","BTO.ind.2015","BTO.ind.2016","BTO.ind.2017","BTO.ind.2018","BTO.ind.2019","BTO.ind.2020","BTO.ind.2021","BTO.ind.2022","BTO.ind.2023","BTO.ind.2024","BTO.ind.2025"
48,"BHR","Bahrain",17.7708950585182,19.3947417259671,21.9319204310212,50.9993938023437,50.0326724258497,50.1778221139946,51.2155119204348,53.7457757253962,56.1548357954822,57.2330745457792,59.9076422114532,65.6748894331105,62.2661004918447,69.6826637061994,65.773857782962,63.8522387792228,73.9189603160212,67.3050178768643,67.9508470498218,67.5624145721962,67.1735858643029,67.7937804505294,67.7937804503742,67.7937804502828,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",59.9555023990903,60.666427758031,59.9111303117378,61.0099529026484,62.1803278766322,64.1756878110966,65.5601303780182,65.3465524846949,67.2625033561507,69.1206718092929,63.3723440417191,63.5837274011592,64.5085251414176,67.6886305964006,71.4038480471314,66.4181482724829,57.0667687210836,58.5361759510437,59.7400466510491,59.8168172984557,58.9962813307882,60.9695696338088,60.9904059730912,60.6269870230931,NA,NA,NA,NA,NA,NA
52,"BRB","Barbados",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.95318711922354,3.82676393536192,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",95.7340451170936,99.2190811960703,98.1434685819899,96.0124382479267,94.9947482893798,97.6633065909384,99.5933187424641,99.2319387675231,97.5190832755544,99.7175860027917,99.8393238113012,99.9027564162029,99.9355046878026,99.8468370354608,99.6878275533231,98.2182974525275,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",93.7442405621818,93.5709270494543,93.805653596591,94.2797826603387,95.0681244079088,95.3663608522615,95.842216984156,94.7652711645848,93.8235879900245,93.1546002293616,91.4562333767206,90.2643035063456,92.0196325974417,93.7160800080205,97.4496417775858,98.3579409321299,85.4903476666658,83.7659554172691,94.0261638478038,96.5827984182411,99.3328574391258,99.6881398199095,98.9254535766448,97.9356009034996,NA,NA,NA,NA,NA,NA
60,"BMU","Bermuda",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",59.595242492777,62.3092747221658,58.132075289684,60.2025049284769,54.3114429788184,58.943140650232,56.5958397132136,56.990218820538,61.0128472431884,61.2269543947131,59.5780038577998,57.478410570593,58.1732417763243,60.5260645714069,61.2318115460622,54.6912946805071,58.3360216934329,59.1583239833002,56.3314949538693,56.8217094613058,56.2140030088416,57.5680470453022,56.0331167009429,57.0871292586942,NA,NA,NA,NA,NA,NA
92,"VGB","British Virgin Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",15.511235938249,9.58410648427679,19.374780935219,28.9609391731438,17.3209694865975,27.3304522177443,41.8995698459925,42.2712946905991,44.462683116601,42.6745901720172,48.4143600761043,38.8491836179079,39.0332346353537,42.830475749799,32.180035035729,35.3012681132619,35.2753191596271,35.3231784292204,34.8570219552642,48.0199888251134,44.6119793290023,62.4080304852156,44.5726782740959,49.0553484254475,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",9.38847832855478,8.73892615748308,16.1011657962319,9.30254522665064,9.41204025379967,4.46056605709849,25.454523399081,20.174423622687,14.6309689370507,13.6814761839169,12.5917451827052,3.68645323011576,9.20429983899253,13.7058919448759,17.0830229429363,24.6943859004326,19.0235555450973,16.1835210093529,13.0351043256192,6.78562234320651,6.9825783486454,6.8205951166366,9.16446001043992,9.43271694485784,NA,NA,NA,NA,NA,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",100,100,100,100,49.9730170440006,83.9296949819004,100,73.4578664890232,100,100,89.352266562609,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",25.5216947693888,24.6961093671279,26.6504032529588,22.3496643969361,22.418213291011,19.084815858904,18.3502903861991,17.2992461661212,17.6461235799347,16.053571062234,15.8647609265737,15.7906806428844,18.5772245565431,16.0595226524731,16.0099582845251,16.787986086497,16.4137905908995,16.2560443182657,14.0661476889039,15.5112255576319,15.4810436062967,15.5265346755961,16.1990175394134,16.0225866340653,NA,NA,NA,NA,NA,NA
120,"CMR","Cameroon",53.5111324992436,55.7848463397657,55.7092399536934,53.3007473796104,52.8943146591484,54.5550193578584,60.4981334622343,63.0172703246369,60.6272510160954,67.9348219044719,74.2787402042117,62.955503308403,63.0560131871031,71.2973112785585,75.1855149789026,75.7369896798284,82.2030055042449,82.2317197421675,82.7468902312008,83.3495836447917,74.4750039920182,86.6664628994009,87.3707611844564,88.0578039905793,NA,NA,NA,NA,NA,NA
124,"CAN","Canada",41.9784005958081,39.3791100469733,39.0068538973783,37.8932524490216,33.2549768665303,35.0302002859535,34.1593670071328,34.3311114407318,35.4771815996328,35.2645095107636,34.3428884440555,33.8303903526141,33.4798559447695,36.0521042747571,36.3420764290344,34.9395691786526,34.8836647077364,35.0774169996821,35.2553512051799,30.9976634006528,31.131878828728,29.589754903373,34.4607098415114,34.4746781124722,NA,NA,NA,NA,NA,NA
136,"CYM","Cayman Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",93.9643117931786,93.3314151706532,91.0698857806233,94.5842373215907,94.743216437679,94.8937665471395,95.6162079088239,96.1277660290519,96.5909043585408,96.8378557665933,96.5499175222222,96.1238417737399,96.5765638380823,96.6527641254225,96.5228637919594,97.2162129823666,95.4650045731918,94.342527212769,95.271077742726,96.0141226681231,95.5429988005222,98.687039666713,97.2970311746996,94.3353025415375,NA,NA,NA,NA,NA,NA
156,"CHN","China",24.6738735688863,27.9002255920558,26.7956815317497,25.8571294707149,26.1283120616164,26.8924085452152,27.4493387522532,29.6801179499237,28.9448502593055,28.9606520353475,28.3629490605046,29.2859604864055,29.5707028329341,28.9849843560622,29.1701386718167,28.5802022424859,30.6172510158122,30.0032536449851,24.7384483001516,24.8304157335719,23.7600028648456,23.5836975887815,23.4301861578633,24.6660548145712,NA,NA,NA,NA,NA,NA
170,"COL","Colombia",51.5950888179961,48.9065704777006,37.6973936325932,43.2790952385898,43.1249065462676,50.1731849261981,78.3671368478021,48.486217519935,40.765151703736,64.9079291742577,56.1638590929896,58.2823695787803,48.5005967970184,41.7139920834137,66.3424940894057,74.2963142432672,73.2714710499601,67.2499815773463,71.3415054170103,67.589642799868,77.2612492007209,60.9809536276217,73.5771377197309,63.1733058279476,NA,NA,NA,NA,NA,NA
174,"COM","Comoros",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",14.3085386247348,28.6620458504134,30.1886076290634,34.1203455800855,39.5937068542662,56.6098648840908,53.8640268196078,46.2182295856933,39.2228901449106,39.9469158267352,39.2803296439248,40.390446238486,51.1208326494566,56.741784415971,51.7885043708534,53.8348067702698,59.1522055977376,55.627631622446,57.8849495004753,58.2176564123548,57.567366464476,49.0995092249936,51.1838870073172,50.5803427896036,NA,NA,NA,NA,NA,NA
384,"CIV","Cote d'Ivoire",44.1585860616934,46.5613208591475,48.9869589455393,52.036898758392,54.5279979940896,55.5309504524018,54.9588868336708,70.4022109644374,70.7386245978715,54.7111000930087,72.7635283094096,72.8155918756949,75.3851088035974,73.494791147923,74.0755782502025,74.0935963428485,77.4221767741794,74.9392360194075,64.2174945121183,64.3461156760452,63.505750878425,69.4191141715809,56.6390385125024,69.4065447167377,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",39.8007485264076,42.2670295460315,42.9405922924885,47.0012069616133,48.9856394131563,48.2338397643423,53.0818355267776,49.7647113014058,48.1890571131964,46.225741168732,42.0193605960765,43.2042193320839,43.6843658764546,47.9382863922406,48.1838799155712,56.4422015887389,55.0871243625089,56.291983653568,54.5818918460131,57.082028470148,57.9627334080474,63.6954590354365,64.6110436159873,63.2954336328683,NA,NA,NA,NA,NA,NA
192,"CUB","Cuba",32.0035509237673,45.9446223712774,58.4865710036058,62.2952814314208,87.175412641506,88.2923568693541,84.518757302184,83.7615578923458,83.1152463101727,80.5704042543229,80.9092582101983,93.0524571624335,92.0714689364016,91.2511954932214,87.995319843908,70.101094914688,73.8602001999232,89.227538844118,89.2079418137621,89.3239125812382,90.4695146760561,90.5278198435456,86.073264830433,89.8688381964715,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",100,100,100,100,100,100,100,100,100,100,100,100,100,100,89.6923981305957,90.7725658830306,91.0094349590626,24.0428438881201,36.0211001206758,24.6560475481912,30.0656558380479,33.4613990172432,39.6625024477841,25.632119867775,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",89.354074519629,87.4792823911691,96.4102338237953,96.5261026095305,97.4545366298363,97.18058981974,98.2961845929151,97.8434687715751,98.5879261803351,97.9824786806072,96.7604433420066,97.7238220380678,98.0707888354867,98.4121803698057,98.5972105468494,88.4364279008749,52.8306350325363,48.5343776052236,50.0738567962633,52.0906235526089,47.6256683057978,45.9302568818353,50.6659312052665,51.6651104791283,NA,NA,NA,NA,NA,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",20.2731837943082,17.664037510613,23.6640170137181,25.5106596116067,23.8799690579607,22.3817007043832,21.2783152402469,35.6721368146188,36.1514959409207,47.852171257062,32.5058527552531,39.8034760583484,29.5288320108649,28.392465092859,25.032250713581,30.6934469181132,38.489976741759,30.773837101468,41.3083207940743,47.5968425283352,59.3851920179876,31.5894658341995,40.1440293728474,41.6182567068002,NA,NA,NA,NA,NA,NA
262,"DJI","Djibouti",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",100,100,100,100,100,100,2.19564234240777,4.9108917346614,10.1344685858206,4.18780085604752,2.19303181787015,1.35829389265277,1.17633363491595,0.891686052739644,0.638590009185734,0.729925980078278,0.580018257688977,0.701750375403265,4.1089281429138,6.68580765811984,25.9114594017698,30.1687135476933,38.362402219207,25.4026877566179,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
218,"ECU","Ecuador",91.4959709686763,90.8289373744787,89.7300653387617,96.6626011630282,95.5290287051888,95.5251335055626,92.5071624850342,93.4738414134864,93.5456800378198,93.2471102554995,93.5676357770388,87.4813391092058,87.5473200883754,84.9617541264867,80.9142364296869,84.9211839444393,83.9734003681205,82.9388750071747,82.4601724276001,80.42333640056,91.7793867617778,97.4095505375337,89.504358305837,91.6129273470945,NA,NA,NA,NA,NA,NA
818,"EGY","Egypt",27.2184786397993,28.258593432149,27.593036758603,27.7677116559911,24.5417654959213,24.5703548790958,24.4448749325891,22.2073078055896,22.3405357600042,22.5733975973385,22.6572124138646,30.358426409006,28.893959267189,28.1915269588196,27.2963142261857,23.1739743468627,21.1179544868191,21.3221200469271,21.7843183761915,21.7378034362324,22.9407576381973,22.7021668610061,24.1923124698569,23.8173516721334,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",2.76957231526862,6.88051485163126,3.05767945259916,7.40801701819188,12.3321339868186,13.8864633787384,26.323745583989,10.7465117590875,21.704228042918,19.2908921203474,13.8163894016498,17.1360758917462,30.6301647836051,36.3260074343649,30.5231780895146,58.0121010634906,59.0161104508096,62.5687795019516,66.4779022593797,27.5394025347979,15.4589653186711,16.5562693755023,20.1360663483133,19.3932017882625,NA,NA,NA,NA,NA,NA
226,"GNQ","Equatorial Guinea",49.3919756188082,49.4060020716391,49.9733273359838,50.5341513025065,51.0555044106061,51.536508698382,51.9756057974356,52.3707885368252,53.8182696564293,55.2648193750588,56.7101579257189,40.1303389272085,45.9347882406438,52.0787487273767,52.538658688945,49.2588761581991,46.5957017184145,45.5410616171831,43.2857042801556,44.5109219147232,44.4071781526667,44.0790300778624,44.2396053538208,44.287496051935,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",90.8281417511033,89.5954579012031,83.523179452631,72.3536116257087,63.0694856615676,67.3964444342788,61.0873105911685,53.2996299594062,55.7778668948434,61.3987490150703,68.7566502416754,63.8456161742488,64.3048508276052,77.3858434787617,74.3061496136395,59.7711143637343,70.9231811600362,66.0301558534641,71.8433947773001,71.0525190507236,73.5932585525917,69.3205916254766,69.3002824553926,69.2595279121046,NA,NA,NA,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",38.3152730951077,39.6232683553728,42.1236842125645,43.9533495922393,49.3959652754443,52.0278308505542,46.547943421962,55.1425227545906,56.2961976555277,52.4244322205997,56.3450870893385,54.6202605451317,50.0310727434903,38.8807834579136,46.5756517527501,50.7688700716274,51.7247435133016,63.3471619406745,65.2875848730691,64.7541366348277,63.3033005941814,70.5170098684571,70.6574359931055,64.8567126638697,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",0,0.180149487876861,0.967383891342081,3.48747325734668,0.795415443960565,1.12435240999018,0.577037262066241,0.137342414523602,0.528254369349398,0.146309436640692,0.806487963416345,0.421637453869621,0.244152697232238,0.068969551883157,0,2.10173706363697,0.155250452317688,1.11003567596578,1.5512260626208,9.96212244656782,0.813251586245613,0,0.0116827487136106,0,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
250,"FRA","France",36.8827595039772,36.0688391943762,36.8489823138241,37.6308657611568,35.8704550846762,34.9049056892362,36.4069298395787,37.9842649068763,39.168530100674,39.1635438291329,38.0537511701685,36.9396497397083,38.2252600998437,40.415367971057,38.2636492359243,36.0172255353526,44.3152009227556,44.3323679681705,44.5032036822547,52.455161405435,53.2006795667187,52.7554301319906,51.1275759150995,49.2797750805008,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",32.8964015295125,39.3549073482523,33.7400041104006,34.8184245384395,30.8131531727218,37.1268703210221,32.4479736794561,35.3531770393278,34.457806786104,36.3669953746619,30.7632836884709,28.7576306504744,25.3207688572381,34.2036257008684,36.2153935052021,38.0093473151303,35.6549733387213,33.5361205657333,31.5061123651247,34.7041895523857,34.9629782812264,35.170562578028,35.2058822930006,35.4964873933547,NA,NA,NA,NA,NA,NA
270,"GMB","Gambia",39.5894894462519,47.434127566344,55.9991397454175,63.0224591263859,30.6356168118079,46.5578845709704,48.7972632623607,34.9224967794091,39.1077227060484,57.4549598781171,79.4868095365698,86.6698000519114,87.3390509229046,97.410845643797,95.7988514501952,94.7713195391086,90.5643759836364,97.130220636087,94.576305744964,100,100,100,100,100,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",66.7763067649011,82.9353429430893,74.8070675988222,86.3159183875618,81.1194128429866,73.5381544035633,71.2534360464121,75.9511082901682,80.7315345122404,79.2919859275898,76.8268294550312,75.2264799276633,76.5533734128415,74.1238129650228,81.0882368768034,81.8510292132181,80.0622130281503,80.9411281214217,83.370896231117,82.4562532025997,83.5244218527115,84.2609887777456,76.1848431681999,76.1872063837549,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",35.8126279526118,36.1201649305383,41.7997825504109,36.0147975835746,36.3602782127783,39.6493501439957,39.7822854666399,43.6772864082227,43.3359510584601,42.8899775584901,42.3288617961404,44.0927460770792,40.9556128549659,37.9142058890221,36.1072519217684,38.0583813934813,42.1310144108894,40.4064157670908,42.5610401817753,50.4255805382971,51.3878445162714,49.5997000477627,47.5785094962661,49.986918039005,NA,NA,NA,NA,NA,NA
288,"GHA","Ghana",78.6319326793143,79.7449551317947,79.854483248248,78.0854725635937,85.4753196995207,81.5466091957361,76.7813944349436,72.6667390743088,75.6138575475597,73.8801454167379,73.6499769247254,66.656791159108,69.8945930218724,70.2658180398695,74.0361187715161,76.6529852328117,76.7431506596999,73.5593998411275,75.2329125977097,74.3765725214315,74.2980890680012,77.4173745139192,80.0123589440275,78.5654519144841,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",32.2141708855344,29.776110588625,32.3527299924251,33.5622936163433,30.5231557501997,30.967691057382,30.3766611910211,30.7677825578125,31.5176857985142,33.0432013587287,34.0735405061951,31.9070546423418,33.4769399099043,38.3499880083914,37.8723480333542,35.1183418131141,38.9717782598566,38.8439357822436,45.1914749643509,42.603954677817,51.6659745739093,40.5110893670247,40.3709292067395,51.4624144103864,NA,NA,NA,NA,NA,NA
304,"GRL","Greenland",12.3937002593054,10.9422925940627,8.85634664049451,13.983680291837,15.1802217306219,13.1951545318491,14.0915859692276,14.069094922046,12.3827081303502,13.4589234749499,15.2792620877992,15.2704621111007,12.9239587350111,10.6798305237384,11.8779008251375,12.9241804856433,15.4081071077181,24.9276216989791,26.7726529881951,25.5448730621873,22.4609109115139,26.2089098764343,26.3329502589359,19.3379134307185,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",6.85175872746441,22.4206459254302,12.5932859555151,19.813660771702,39.037424662007,32.19104552922,42.0307256693835,23.3194993040913,41.1544216286419,43.7937617145015,51.3991387964048,38.802350820771,41.0085088284597,54.8213778703337,31.6780153198224,30.944461178647,43.6611675164966,36.219889020677,39.786107160102,35.6319842474117,38.3815066295211,42.8063580292777,39.9343289015171,38.6171683946563,NA,NA,NA,NA,NA,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",37.3871400868066,37.281610653446,35.0878157843857,36.7670212872039,38.3155446679539,47.4254000123985,43.8640271915158,46.8798329766653,45.6567191404657,47.3858018446917,48.3894428499517,48.7484224846377,49.7058940902201,51.1688716432639,53.1384053306312,46.2862208425212,48.4403396883029,45.731083927064,51.1012613126099,53.6629530239127,55.6190005619821,49.2122205216136,46.3682089017993,44.0578555634248,NA,NA,NA,NA,NA,NA
624,"GNB","Guinea-Bissau",100,100,78.6977323432257,79.2407832078145,100,100,100,95.3323049846564,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
328,"GUY","Guyana",39.0832723599113,35.4055922866166,39.6072131042849,41.9442702899896,25.7109619761903,16.0613258428369,22.4252719157358,27.3387058790377,32.2601797100884,30.8330221660652,29.5032440767789,25.6956613839792,25.8292662528485,25.3148087180133,23.4381699924452,19.3130209929981,19.1897550650618,18.1420559472199,20.1675516898392,17.8564094140393,17.6322429138005,17.8603690377144,18.6427251266157,26.3727749809756,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
