"code","iso","country","RCY.ind.1996","RCY.ind.1997","RCY.ind.1998","RCY.ind.1999","RCY.ind.2000","RCY.ind.2001","RCY.ind.2002","RCY.ind.2003","RCY.ind.2004","RCY.ind.2005","RCY.ind.2006","RCY.ind.2007","RCY.ind.2008","RCY.ind.2009","RCY.ind.2010","RCY.ind.2011","RCY.ind.2012","RCY.ind.2013","RCY.ind.2014","RCY.ind.2015","RCY.ind.2016","RCY.ind.2017","RCY.ind.2018","RCY.ind.2019","RCY.ind.2020","RCY.ind.2021","RCY.ind.2022","RCY.ind.2023","RCY.ind.2024","RCY.ind.2025"
76,"BRA","Brazil",NA,NA,100,NA,NA,NA,NA,NA,NA,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,100,100,NA,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103891608294625,5.42386510260759e-05,0,0,0.000696230197635564,0.000211257831342748,0.000155124233564079,0.000118501669009116,0,0.000834655546382215,0.000958620501355056,0.00057292883051298,0.000725312282119075,0.000623717136335571,NA
100,"BGR","Bulgaria",2.58639088808812,3.58160377853045,3.19600221726708,3.23340165162454,3.04737854642686,3.16042757780252,3.57042702735283,2.25258275590123,4.35278674260413,3.36878273975846,3.75031917941491,2.25670117851373,3.6729078891251,3.92298915316314,3.98137783221599,4.57783415051257,3.76837840013184,4.7340930569344,5.60092581247035,5.03421233832173,4.69265047665636,4.88761905581244,4.88564032429498,5.10025175667338,4.12742978699558,5.16990939185027,4.68327149244366,4.52163587285256,4.29087028702223,NA
854,"BFA","Burkina Faso",74.9342382016103,58.4760645460326,80.5156152744804,79.5567422785128,65.1634312424615,87.0169695672012,87.4216437866846,99.8479530870633,84.606989622463,100,100,86.2805182426624,100,75.2480345702296,91.3694289280883,69.8312950595446,67.8032018605993,66.998923632497,70.9322835050444,58.5787849177785,67.4736731942575,51.7291593250807,58.7593535123441,47.2060809204671,45.1893256329412,33.3646847749493,33.8713541074996,37.7333509860521,39.3011943108734,NA
108,"BDI","Burundi",0.477356497801943,0.520718343554894,0.467159131995839,0.431616491056665,0.460145656071175,0.488358951474595,0.501826457084938,0.432670158192506,0.455431036176773,0.39193738160052,0.358055776121106,0.349268406526794,0.335418474188116,0.327527474939071,0.321269282197177,0.28652539993327,0.370606036181386,0.553631388856719,0.532119661539638,0.627048323527465,0.613807130526511,0.549028574761638,0.599619537930644,0.634649183621797,0.7184344441622,0.769071226088083,0.860963315600356,0.717651662203476,0.67696980895424,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",4.14707372857478,4.34332567823591,4.09420504833816,6.92960782484277,6.31785077388714,5.78966925171878,4.71267158144551,5.78679781240506,4.9958803356204,7.09653739279402,7.40871285336846,7.46538745364938,8.05060262435086,7.94000341656955,7.75796184788384,8.59291151015986,8.19197563221685,8.56996414370397,8.54010081288945,7.95161574920285,8.16688975442507,9.41787561345063,9.08029856497945,8.97519965709377,8.93365266990395,9.29685359101365,9.08466314116264,10.1929818934741,10.8606556504306,NA
120,"CMR","Cameroon",0.320018166109636,0.288415547614089,0.324474692816115,0.302553174659699,0.32259858481773,0.361662428886412,0.44494575766619,0.392545019444259,0.425580779559989,0.518156225957773,0.561508862189196,0.589132391915648,0.575481450077492,0.642959868104817,0.775294056482021,0.744156849920816,0.705647366983448,0.705161783214124,0.741893848959507,0.78111361138444,0.835395018725667,0.787758496807869,0.836839866870789,0.876304165481045,0.861936740277132,0.810088096093033,0.832582647977782,0.811367523230885,0.828918804114476,NA
124,"CAN","Canada",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",0.0324170074613226,0.0381957212788917,0.0394144972858728,0.0302909450787065,0.0357894891518017,0.0430733356160098,0.0445238782759188,0.0458744031642564,0.0473708562276829,0.0487002235832124,0.0419068547961977,0.0316174068947445,0.0357052718250282,0.0332907089023259,0.0383106512992904,0.042640394813219,0.0367554306518071,0.0419277427755312,0.0366372875736418,0.0404157253338734,0.0427915451960297,0.0360752739961261,0.0415727595748395,0.038308387677982,0.0319458579649807,0.0325741343225538,0.0264537608914497,0.0281031147318758,0.028172665692549,NA
156,"CHN","China",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
170,"COL","Colombia",89.9041923452504,85.9375419537892,85.5911137646066,85.1100873727119,82.2261022668204,77.7710318274431,78.954525740091,84.2012394423476,84.1042460183865,76.9355684392791,69.3202866121945,69.9848364962486,68.0487174169114,66.9212008312877,62.1510797365828,65.3685491137598,65.2553718730397,65.0365882950582,59.9133796109444,60.2915388653081,62.1443593175442,59.1235415953553,62.3355815978808,64.2813950270833,64.7235909548503,65.8778852456041,67.5200118819177,67.9505970037172,62.4784394184645,NA
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",1.64715409602862,1.77772789675533,1.5360604703945,1.68415034869729,1.95726480422658,1.8697053461553,1.64941103209552,1.78711052002247,1.98806973863773,1.94012601328915,2.12292682416874,2.18541606869784,2.18701274350778,2.40826231726701,2.44213540125369,2.56504946102208,2.36801009193543,2.55096778855628,2.62927346361093,2.31137562530321,2.40359848604163,2.37245468200461,2.4065816123166,2.26710034687857,2.08950340290509,2.16683783697089,2.08325513737545,1.86215960906631,1.97680862468152,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",0.736534454732751,0.863083735870002,0.918484726500384,0.862576248009963,0.716360074121723,0.865713749445919,0.99153580051501,0.66968386555044,0.940586081881508,0.952655704260834,0.99637384112055,0.832516104104759,1.16900027251929,1.09674591355685,0.545654000170639,0.520751164540496,0.478419380917187,0.547784485410029,0.487323263062798,0.473680273824901,0.601067819040381,0.472671788178434,0.538774829252487,0.54328979271981,0.572958188531888,0.539410907385851,0.451781594956605,0.451873428068408,0.466788729120173,NA
192,"CUB","Cuba",4.47949925107761,4.43945015440832,3.69650518441296,4.15550361432864,4.58864208317348,4.37795769178459,4.71346705919354,3.96083431462861,3.81733018118743,2.53236263322891,2.40353704875683,2.49000483637376,2.67553252922017,2.80889012335762,2.37630550244333,2.63321155622651,3.00971559261617,3.32639051212333,3.25185697320559,3.14336236429205,3.31334315573334,3.2791983695557,2.83402270834215,3.03747336566111,2.42590405982732,2.00240856673722,1.4974245722212,1.21757030438361,1.77220538395365,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",5.30949241089511,4.98427140799928,5.32745861787098,5.1422177250912,5.02074627856437,4.93914258873945,4.67131830762683,4.73245222817813,4.58635973279056,4.31864739571305,4.39661330385274,4.4375733804233,4.22806990597938,4.24329437163164,7.9772677361357,7.96711412660138,7.74029576077081,7.99135143891753,8.18258390901235,8.33095811994988,8.94449627667161,9.42192451188664,11.0453823776222,8.62819926741291,10.1447986038142,10.0586365322159,10.2884420865031,10.1544921390034,10.613558035486,NA
208,"DNK","Denmark",32.5048483149803,30.3586088244737,31.3256991007601,31.7453579768291,34.9992504134467,32.5652811339713,36.5904104044873,37.6283948439147,37.1721636719832,37.1822928847246,35.150312436654,35.0951190322205,35.4873051519678,38.4094282441597,34.4030558223987,33.1048016573383,33.5113111998767,33.928508324311,34.630414532389,38.2593093109784,32.793612173563,39.9409169617709,28.8410031983239,40.651120323677,39.3410265633822,37.6392707943281,42.2141447703306,33.8199289916195,35.2852027510701,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"ECU","Ecuador",17.0694457089464,14.296006367527,9.7160690731443,12.2826752977247,16.8482673244289,15.4452384248745,16.4114240953538,14.2953095953259,17.822924857581,14.6300995854013,13.2524721662176,14.9758267252987,16.8700773029997,16.4590358139499,17.2267720204288,14.4106069373382,17.9203603379417,16.5568520418397,19.7287420895705,21.6569144886862,16.472670208913,18.4930839316833,15.8750433307145,15.7951505643774,16.387048306183,18.5588626531501,17.5245166062268,15.8968411527445,16.6683194660717,NA
818,"EGY","Egypt",55.1859234322305,50.9613473733312,45.9926498061459,50.9508561394296,48.0443992064664,58.9439637354686,61.9594593886267,58.4318991721341,62.4401595227481,63.0724264741753,60.7542374925934,52.1220295386573,50.5994256729953,51.7435026151529,47.2726846909012,53.8216965889093,55.355786726345,56.2817166421928,50.168553211535,51.7996534519759,50.8553056605591,50.029986434398,48.7646665541166,47.0657711059932,49.1856005843517,53.3184831364529,52.3719602055895,51.2549539593746,56.6889108523722,NA
222,"SLV","El Salvador",0.532284033386944,0.525520736479421,0.621414702522848,0.551054847448652,0.54152337546802,0.457758441633469,0.573059270397133,0.468225917498242,0.491551415272413,0.470716620035123,0.521306532383868,0.40646973872596,0.468094285068879,0.434812378961984,0.394351419824586,0.385907088124142,0.441498889984284,0.446933253516564,0.425593501146611,0.352988752300008,0.416914071804815,0.389773037375053,0.32631245165635,0.367096080464395,0.356965610453697,0.352061906482951,0.364252189752704,0.348076575835539,0.347299596833354,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",0.42016343276475,0.460808669071737,2.0321537129251,1.44733523803691,0.522528021939534,0.940242874035811,0.253549500898148,0.482016503112796,0.441670460578788,1.36334520724432,1.5250967373588,2.08609591361606,0.424200573636809,0.779468840443994,0.919773782462749,1.32250933737256,1.37717664558424,1.29306266722933,1.2270970347531,1.33883142619461,1.41513436473914,1.62886884309395,1.59530065840059,1.56587311057013,1.63920303096694,1.59443757475011,1.61298339857944,1.6683750957988,1.7571316159423,NA
233,"EST","Estonia",0.137561003751524,0.132169394160065,0.114998230195152,0.0950122261009241,0.153715137774196,0.125331566005281,0.120712226137171,0.122109906840335,0.130704826802185,0.165943148233989,0.140199748499901,0.201649212214701,0.182955026770477,0.189150235302819,0.159774008123981,0.178062496519598,0.216567044505698,0.21723119926355,0.258424655356667,0.319225197179845,0.188055059089216,0.271997965876984,0.19016679649345,0.348205576111652,0.35555702958039,0.290940478528953,0.331156683182601,0.253430924662384,0.25601534293507,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",46.8281859437196,44.319326631141,31.6825341881825,28.6231549883448,32.4034389480697,25.5033312717251,30.1517295536239,27.0515811453622,25.2612792763132,29.8841666039791,26.7095683424983,28.7125599223142,23.9915787964681,21.4825714987437,15.1529116191698,24.0340423113264,20.4588848079674,24.5971712480413,27.6343876808686,23.5329532023254,23.6921741355844,25.6313730238451,28.1365853796565,33.4276054303667,28.8944285112317,29.0240177646112,36.8050588051915,32.9361161417878,32.5258509271402,NA
250,"FRA","France",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.0396363692293795,0.0369083036447289,0.0401442386646856,0.0407086659400747,0.0419771131416915,0.0399873713627491,0.0398324051177848,0.0435873568317402,0.0424508697870861,0.0445969721501763,0.0450692121596639,0.0465258769565508,0.0482806070478418,0.0490566944692714,0.0542961455001737,0.0591010810328979,0.0632514888710452,0.0650239616063677,0.0681256253308787,0.0701461251727866,0.0707994005359633,0.07476561285896,0.0757731678653768,0.0796324247005805,0.0867199015900559,0.0967828932072056,0.104529320864237,0.104178539462978,0.108856364511269,NA
270,"GMB","Gambia",0.442491657403321,0.543890870833399,0.491891409704503,0.742764438783479,0.832691747375632,0.872577318127074,0.462709583864295,0.653271403691021,0.807395466008527,0.716752635877428,0.698477551569677,0.537129917963106,0.712235767474376,0.788474597097677,0.87967592166011,0.474752368055169,0.629939112128356,0.570518762535785,0.455828717037795,0.568316581639699,0.436894325429026,0.324138592451132,0.19993443386718,0.196095107276414,0.205495149572326,0.210441599950245,0.21611445498739,0.215006274144806,0.211052760583267,NA
268,"GEO","Georgia",0.455420288375226,0.752167735849536,0.503336055637486,0.716117635001732,0.343723545759367,0.732181276353203,0.606676340624989,0.682835216809419,0.627423940476921,0.65005593923035,0.311614705461012,0.409457860047361,0.453158689215694,0.32668786261745,0.231445541767783,0.402258655055639,0.372351697265349,0.480683414248724,0.373842975109229,0.425252079789285,0.522032893313995,0.399070263076252,0.52858696937704,0.520107618093244,0.559063822130152,0.613713359946353,0.561671965552926,0.567574502151513,0.842822296775593,NA
276,"DEU","Germany",74.3973708690588,83.761843299669,77.6652387299477,84.0296867152239,82.2731594708413,92.8356416265002,79.030633559942,71.3566542579198,94.8905121895593,87.7782267674422,83.2740362037848,69.6967194163325,68.9465593637502,72.725370889039,63.8427184021619,56.1284377119514,59.7432955193679,61.9347076597163,66.2233483101788,58.5628980659445,54.9522171467464,53.951162343215,43.8438939898475,49.9881979562448,47.029571001798,44.4986051125218,43.2337264933675,43.136681392873,44.4253715336344,NA
288,"GHA","Ghana",9.09105295784549,8.22045995901299,8.58596177452317,7.95230755963228,7.88789886021442,8.27720451914777,9.96842747353894,9.44817154265255,8.30324361221182,8.22193219849406,8.04386639760501,6.56535889947322,8.10349818256766,9.65273143001288,7.88155179146795,7.53173500401124,6.96706987421969,6.80083469880507,6.58256171031766,6.26374732770498,6.25160214015321,6.37380800512205,6.9386279959399,8.45971782209209,8.85590353604712,8.26798567533752,8.13115942477193,7.93362559015372,8.23594475925419,NA
