"code","iso","country","USD.ind.1996","USD.ind.1997","USD.ind.1998","USD.ind.1999","USD.ind.2000","USD.ind.2001","USD.ind.2002","USD.ind.2003","USD.ind.2004","USD.ind.2005","USD.ind.2006","USD.ind.2007","USD.ind.2008","USD.ind.2009","USD.ind.2010","USD.ind.2011","USD.ind.2012","USD.ind.2013","USD.ind.2014","USD.ind.2015","USD.ind.2016","USD.ind.2017","USD.ind.2018","USD.ind.2019","USD.ind.2020","USD.ind.2021","USD.ind.2022","USD.ind.2023","USD.ind.2024","USD.ind.2025"
40,"AUT","Austria",72.1410738013426,72.4693050334823,72.7430528314503,72.9745428634587,73.1759368715743,73.342898313327,73.2560975367365,73.0914738393598,73.0461467984159,73.163516527804,73.529093347115,74.1624401842123,75.131256147881,76.1562430856596,77.2084711832229,78.3621395797354,79.3453987670229,80.3132231474972,81.2623325009292,82.0009696156575,82.8092352987237,83.6878484404421,84.6123377560861,85.4294452977087,85.9615507742725,86.0740188428574,86.2570031167332,87.4048390880654,NA,NA
31,"AZE","Azerbaijan",23.9728246373764,24.9153395285082,26.0027696007486,27.2334413441476,28.6116467686647,30.3163840640984,32.0430621585854,33.4804791180691,34.793612614303,36.1916606356505,37.6180992341719,38.7587873100393,39.695476001566,40.2228095910742,40.5175215672023,40.6316601600848,40.7142809812358,40.7759233483952,40.7941925473471,40.7993367056253,40.8375407273141,41.0643922590059,41.5387005579307,42.1079127930618,41.747603662903,42.2245774405929,42.1974393167879,39.8540480965914,NA,NA
44,"BHS","Bahamas",53.3235142894305,54.8996064965099,56.3371590942942,57.6587219558444,59.0765054639374,60.6988064997197,61.5500528638683,61.8603185381757,62.1273268840576,62.1710843550532,62.5670108552788,63.10757548052,63.7745208262242,64.404722258432,65.0283066668836,65.3069806152797,65.9446332235437,66.3397180116772,66.8143823909431,67.9441439363494,68.3612012798704,68.9714921699982,69.6442038480248,70.1400166154389,70.2987640624789,70.5222525820293,70.5324370638186,70.8218795242469,NA,NA
48,"BHR","Bahrain",53.2350253054553,53.9929525489948,54.8176457251334,55.8722820884104,56.8349833484341,57.8097731904385,58.504689832243,59.1155520026844,59.6719176219931,60.1479173542884,60.7054313283852,61.2617756484468,62.0441603344379,63.1147684687749,63.7798735645443,64.3541353267998,65.0733793375128,66.0667284083175,66.9262592636345,67.8408015379606,68.3647343942863,69.088304216999,69.9098878476817,70.5603719633386,71.1354262788226,71.6271786565165,71.8806172604737,72.3128196872304,NA,NA
50,"BGD","Bangladesh",11.913265315265,13.3199610742537,14.7425665778701,15.9929926866998,17.2193740449541,18.4215553944351,19.458016316171,20.5344351601466,21.6063455254547,22.6393378637136,23.5587504637847,23.8060537362913,24.5504338906971,25.2233422507833,25.8464187489166,26.7548785605281,27.7776326474554,28.3039965359723,28.789187359822,28.9279705448614,29.3623024535811,29.7189144358445,30.3492991692171,30.8542331363067,31.4641705669741,32.2112014848581,32.2080328828942,32.9110770049756,NA,NA
52,"BRB","Barbados",50.5741217685636,51.6646962682816,54.1590843413224,55.1182658786534,55.2732250620159,56.4027689096788,57.0635203455587,57.2156133253312,57.4553963557514,57.3595141166201,57.7387074793445,58.0625884559964,58.4575649051153,59.0285292480521,59.5919724522671,59.8268822792352,60.2775920418276,60.5743816706942,60.7940292090271,61.001212642807,61.2708917331203,61.6818336059553,62.178219721149,62.5921420009774,62.7970089121102,62.5605138334356,62.2460605608193,62.3274311013126,NA,NA
112,"BLR","Belarus",54.5937665292589,55.8645639451502,55.7606220114261,55.9712852946056,57.629632180867,58.9161283767819,61.3656295050089,62.8135482399861,63.8349234023494,65.5092113419706,66.9107503637964,67.6489220766141,68.5478924881688,69.2278643298444,69.7538058476107,69.9705120967902,69.9756753639088,69.9759275231819,70.077796385334,70.2944469339335,70.5061270428753,70.7794978393713,71.1219544610081,71.4439148109564,71.510486060502,71.2426228447245,70.99231344283,71.0076244495712,NA,NA
56,"BEL","Belgium",83.2478169329873,83.7274743587535,83.907153516588,83.9548961651217,83.5371597701973,83.4290019995439,83.3475945482867,82.6775597745805,82.2146046117306,82.0401740508528,81.9720257422055,82.0526504939568,82.3586336406858,82.6728176773562,83.5833961603323,85.1225556474027,85.9781432740386,86.1452432695069,86.7617238275406,86.9665246995029,87.6339447931485,87.9917956216428,88.5411764380032,89.2726873769325,90.5025441634939,90.9098093925509,91.2579165432034,91.6697042813556,NA,NA
84,"BLZ","Belize",32.5094703575879,33.2379981440913,34.119558982268,35.5556485071052,37.2165045782201,39.4908557862352,40.9702937622298,40.9418742179163,41.3127438111704,41.0191982671967,41.9340480372812,42.9150427648868,43.8059825618921,44.5988012161309,45.7576549115644,46.2658868994429,47.1847776049307,47.8750681243216,48.6740329732302,49.4825140856128,49.9182766273666,50.528906777188,51.1663862537481,51.752668908665,52.1676944747844,52.7704599732881,52.9941738910643,53.3340333125858,NA,NA
204,"BEN","Benin",5.90348693791495,6.5551977886394,6.96422652732976,7.39695396727549,7.79173708392607,8.45093176603265,8.95763751197715,9.72098439647961,10.2902319528812,11.0243908983368,11.5642023631979,12.5061063080888,13.3301222505063,14.0865606860949,14.8164151329258,15.6293984500466,15.4482273973457,15.1837879351798,15.139691371886,14.8177315858975,14.7578854464612,14.7987435541706,15.5138529654382,16.0787863118175,16.2261785535906,16.8259191350369,17.5300376138281,18.4912925743747,NA,NA
60,"BMU","Bermuda",59.2073984517735,60.0673199386124,60.9488424143676,62.1847283837635,63.291517819543,64.1961767078692,64.8452929213562,65.3461159048086,65.7279319166012,66.0359618527751,66.4880670268339,66.9281605660125,67.4316693475038,68.0064844661757,68.4629007356575,68.7259798204565,69.0725517383033,69.5135754323094,69.9020590280473,70.1519389121533,70.4885390350238,71.1656182797327,71.888080070106,72.4924277457497,72.8102678521962,72.8022928104419,72.5532192132157,72.5671505428672,NA,NA
64,"BTN","Bhutan",4.76463168002402,5.22075517884899,6.42405955189241,8.66089865096858,8.2732709597358,9.23365940728345,10.0765228308228,10.5399739257385,11.2184170542518,11.9824948092999,12.964734567514,13.9313260128667,14.9771066318197,16.1666323501308,17.2480939246056,18.1426216358735,19.0256557189298,19.8081589277038,20.5362764300019,21.1745741229208,21.8501099687767,22.5400579373645,23.2600647970025,23.9289768700756,24.4199077324213,24.7063035971687,25.1539842580521,25.8817960448996,NA,NA
68,"BOL","Bolivia",23.7237744147213,24.5497318677022,25.1588934136041,25.7662053646732,26.3464284708132,27.1557339460026,28.122426483791,29.1445588562316,30.2361795039317,31.3569029569386,32.5702433829125,33.7185622648814,34.959229004213,36.1997137432164,37.521143345165,38.8554413795744,40.2492726418248,41.5191835657769,42.716357966369,43.7939105182938,44.8599715834025,45.9639144577077,46.996136263361,47.9938135356034,48.8292679928358,49.3352303335088,50.0082875105522,50.8122394113166,NA,NA
70,"BIH","Bosnia and Herzegovina",56.7669221937515,58.2173668723038,59.6174998147288,61.0004195628548,61.8784266311265,62.8782347035621,63.4520391006567,63.6581641391341,63.9363045577103,64.2643797117109,64.746451158089,64.8875115795844,65.384025864907,65.8373148785023,66.2176321580678,66.674303774336,67.1831915197789,67.7508650338877,68.2998484208989,68.5698925088793,69.0305163190811,69.6296160366028,70.3838412816359,71.0010832406679,71.3086855483963,71.7142054521937,71.9368022418465,72.4826317267875,NA,NA
72,"BWA","Botswana",13.0315439612264,13.4398901431676,13.7322091185041,15.2040676894846,15.7957772033244,15.1679309262461,15.5541332008304,16.1992816844328,16.6466948600529,16.6624067972802,10.6626754318427,17.1108619931891,17.3079741235482,17.4807568774579,17.9472399482607,18.2597826266519,18.7138262850516,19.5311320882314,20.4020065366306,21.0516480089348,21.918193493716,22.5292922679856,23.0089502631253,23.5449527063502,23.7387097568553,24.1516686261108,25.6180768817796,26.9424139230544,NA,NA
76,"BRA","Brazil",26.8449933025289,28.5391891058189,29.3578616528862,30.9613091433898,32.9244269350516,34.3258093536164,35.3418408899558,36.3265849080459,37.4801764575798,38.5888824495281,39.8684890235018,41.7052792922035,43.3456697742021,45.0505106853794,46.9064297811759,48.7772447007099,49.498893094215,49.9863033486847,51.2064816087283,52.1233593477769,52.6016248460856,53.481087332631,54.6831645607603,55.5703778514633,56.7552967760271,56.5256673142348,56.037537540337,56.3312994565638,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",77.3108495257188,77.8990843812002,78.5090847966846,79.2513821026647,80.0002692650826,80.790507919775,81.511715494902,81.7542033736398,82.0354760109596,82.3421082798793,82.6535757553306,82.5950623520263,82.7268651558817,82.8761531526632,83.0728114417637,83.2711354678715,83.7100088077992,84.0671391028796,84.5282844136644,85.0087681700081,85.4282576798336,85.9891102934959,86.6367162965252,87.2668400326159,87.5399906618704,87.6430746096116,87.7189055670053,87.7872632363211,NA,NA
100,"BGR","Bulgaria",83.7100661327255,83.3934442012933,84.0987354974665,85.9625722833642,84.7694594492981,86.2973390018462,85.9764631295797,86.8878003878393,87.8280163168049,88.3335166780376,89.0107229096917,89.4135443494255,88.9228975583915,89.7177615306277,88.606246385319,86.4981569668616,85.1568568656969,84.3536608355554,84.0299559573523,84.5031610288959,85.0464257804295,84.8793403251888,85.165855198296,85.4079961219051,85.5949583618616,84.8570507838563,85.684677020042,86.374026808195,NA,NA
854,"BFA","Burkina Faso",4.46416054246458,4.89365915813416,5.27299596781849,5.66113443739687,5.6767983989055,6.4611098338393,6.81738284370608,7.74971809197953,8.51495536023336,9.17955666100474,9.9143528371217,11.3398966795163,12.1857117054515,13.1173924420279,13.9242572299844,14.6907476941935,15.3371138988558,16.1045920082194,17.1247650008249,17.5124048450818,17.8553132239592,18.5035283009,19.1996333591953,19.7051687748622,20.5728334533624,20.7489229371852,21.2430378895426,21.970934128323,NA,NA
108,"BDI","Burundi",0.899110017830694,0.90454683485892,1.2807894392638,1.69776912592688,1.97381024588529,2.39615935584941,2.4310079241647,2.64821122778075,2.76798150124476,3.17438371881246,4.15696943547836,5.15321466147086,6.37987624833301,7.60334337700675,8.64596872800674,9.02943421037014,9.60343268422807,9.9264459882798,10.4988341852101,11.2753269935145,12.1308855309429,12.673149014867,13.0707016554657,13.2337615229543,13.7594707408203,14.1057615748081,14.0179137974402,14.1944501100437,NA,NA
132,"CPV","Cabo Verde",14.1751516216708,15.0769112075607,15.9121930263903,16.8424301686457,17.7071459277858,18.5399565688848,19.440712197937,20.4040337175368,21.3730002873592,22.3135927963173,22.6840916065102,23.5015457951656,24.6538056580257,25.4637621000695,25.7837451191213,26.5491978854357,27.377100982582,27.9848271163144,28.1017712192404,28.624025488369,29.0381998530632,29.8331452441721,30.1709525649584,31.2089000604567,32.297504542283,32.8515866733745,33.0249157158061,33.5237131578534,NA,NA
116,"KHM","Cambodia",10.9705595920064,11.3607119685461,11.7292855502703,12.6295738093652,13.9721710616316,15.3386808871485,16.9811370292811,18.965160440381,20.7411202681168,22.4902591542996,24.1581737746678,25.4048943110435,26.724153713924,27.9856290819841,29.1311080959382,30.2390622672901,31.2834510875346,32.5430320538076,33.6160896989138,34.6963363338668,35.7335312190958,36.8021067570781,37.7690192027416,38.741195612865,39.3978434097949,39.8653678128437,40.0670300502093,40.9566556466381,NA,NA
120,"CMR","Cameroon",4.35479862808165,4.58400923342819,4.71054967132281,4.7311571350775,4.57870285510823,4.92781623320373,4.69179394981803,4.79074752803584,5.03466048384882,5.23537001891576,5.30070126440076,5.84804741441273,6.19898105334424,6.4007926237889,6.3916529367762,6.88782838935684,7.76770563472004,8.28812754351729,8.99570235489021,9.89912561069417,10.4452481862746,11.2460631667523,12.0276030408674,12.9135496142685,13.8964629199289,14.7455741118336,15.0832390516783,15.7778659778895,NA,NA
124,"CAN","Canada",82.7913193724221,82.6559223140531,82.3391322353124,81.8740823754225,80.6967104319981,80.3585171054294,79.859204653836,78.9656945372035,77.9150115829138,77.6202162561776,77.6689918759728,77.5850131883429,77.9253025869424,78.1180608851108,78.2940360736015,78.6126746751778,79.3616193392332,80.6672287830854,81.517577371548,82.2429664754343,83.0678519406972,83.9253826615172,84.7879615396028,85.7176487631267,86.3008351874412,86.7415245965934,86.562917272022,86.7421257314296,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",1.87099748391452,1.68513942536326,1.57688927212014,1.44992439248234,1.50222015976837,1.46719502559972,1.39696341341164,1.58195833794227,1.70213667975337,1.91583447648389,1.65484962201478,1.6687854813656,1.83613647097081,1.92889006249852,2.04583568441178,2.43407252732618,2.95356039123487,3.04991619100826,3.14767548990051,3.16076516107205,3.30984680908617,3.21784096528268,3.3636343336328,3.6193736848173,3.09013973104453,3.02517968341398,3.85272855448895,4.54454687854735,NA,NA
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109789084477143,0.1426095217995,0.303553725566033,1.10175056645932,1.53913104486831,NA,NA
152,"CHL","Chile",51.4017535873279,52.1352337580501,53.3071409909153,54.4008701919256,55.5283795912153,56.6456780458492,57.5680116298194,58.2818663233766,59.228226962574,60.1392987088208,61.0610604448965,62.2001675102454,63.0006256568792,64.1079017248374,65.1674551811403,66.225191322502,67.0129500542656,67.4956332612676,67.8226263931757,69.054108629171,70.5460677022031,71.2517036472367,72.0812048983383,72.5206902107144,73.7325990321509,74.4061343123842,74.2181400013271,73.5224071680049,NA,NA
156,"CHN","China",33.942913465705,35.001124366698,35.776409145189,36.7071324574554,37.5669720513769,38.7674821491156,40.1925862916656,41.6950399880025,43.2879139836768,45.1476599628443,47.2427204347262,49.6299331222252,52.1801878306472,54.6366225462072,56.9125797204187,58.8260568056781,60.1572005974944,61.6336886139733,63.0046849360462,64.0843288231486,65.132567319279,66.5513133497541,67.9517532037135,69.2262662825077,70.0834241664475,70.8510772606837,71.2299782473375,66.7065445610295,NA,NA
170,"COL","Colombia",38.2047069971966,38.620923901996,38.6255392775961,39.529770594974,40.4004588414157,41.8793641177655,41.6610718244473,42.1077282908505,43.5146717361283,44.9019492565431,46.5628177110775,47.9853560645694,50.1633944186912,52.0254931278457,54.2547183576498,56.3016133922246,57.5366523456028,58.1978714266855,58.8372732310272,59.2288923924678,59.8960739249168,60.8512720755013,60.9181347151731,60.2973598621634,61.194798097092,61.0837503618406,60.8837496552968,61.627822006187,NA,NA
174,"COM","Comoros",8.8479518475048,9.17354136851745,8.36174598453161,9.21878890613134,7.71875420042998,10.0565245772503,9.39507959483409,11.1465365568841,12.0633700251678,12.557091820953,13.1567853039532,12.2571404907314,13.5289740070496,14.3341746230613,16.2790567067506,16.7490271783318,17.658917013723,18.4266862230491,17.4636554835172,18.0085111565598,18.6573678124852,19.0362641794857,19.7282025771369,20.2610650802206,20.4004636052378,20.4916869818047,21.0603579352279,21.6725433837541,NA,NA
184,"COK","Cook Islands",52.4664914741284,53.3125985850453,53.9515103122728,54.459168060528,55.1895822984061,56.0343025505212,56.8178544634528,57.5357866334232,58.1901034601328,58.6419622878613,59.2517615284922,59.7305505880322,60.6602285583009,60.9612377738807,61.1712606944726,61.3674994656561,61.6739755271094,61.9776621074631,62.2455463668395,62.6260206070992,62.937664612412,64.1637099030072,65.2713918556866,66.0943008537144,66.936246806297,67.9434935644339,68.0354155019254,68.3362685280541,NA,NA
188,"CRI","Costa Rica",50.0109699082368,51.1997440171081,52.2638040386908,53.6784558863617,55.0799056687039,56.3944794246909,57.774448315083,58.7141272263003,60.2007541733836,61.6211314760372,63.3514760572982,63.9726463508,64.7498943824416,65.1830201290819,65.9666701028938,66.9562376807546,67.5299852160673,68.3399257236508,68.6775246764131,69.4879710646525,70.2053079628422,71.4018542927261,72.6263667775624,73.4860497832555,75.2018548650004,75.9664020050376,76.352671537336,76.9267324934284,NA,NA
384,"CIV","Cote d'Ivoire",10.1141242429134,10.6703497253879,11.1871847413984,11.4913242386715,11.7039874513224,12.0938819612611,12.5815546341384,12.9749603379808,12.9671158663909,12.896366783475,12.4825942958529,12.6945977388483,13.0679476243189,13.5734479554512,14.235673771548,14.8816024447016,14.4962770342883,14.2284292110852,14.5939841089395,14.7623618582644,15.2245731579701,16.0210647894365,17.0390126699713,17.9784086939243,18.7620437572815,19.7379360403508,20.4819785841089,21.2490709857954,NA,NA
191,"HRV","Croatia",82.631847708656,83.7991138914137,85.51386133744,88.1456928085531,89.0266313169971,90.4903958957226,91.5350914578262,92.7522450296739,93.5247732045422,93.8476371793095,94.2935938496179,94.3158790190018,93.5991221475086,92.5096303163636,90.6050705757555,88.4557052570382,87.0249800734973,86.144894946458,85.4324581088838,84.9598681478763,84.989116019183,84.5891267202401,84.5660657929714,84.7164958648751,84.6381227284846,84.164477613012,84.7520488447264,85.4998293802899,NA,NA
192,"CUB","Cuba",44.3130550334045,45.5043877304494,46.5584494396583,47.9994476835465,49.8928353578575,51.470370693399,52.947042632447,53.6527528136252,54.2753673688139,54.0371610163677,54.8876138334534,55.4728005506476,55.7143023608246,56.2810266146731,56.5367450813318,57.0111521978071,57.0398964363979,57.4117798421106,58.2219752926306,59.4183407109105,59.9097824227901,60.1184412352643,60.4286948411141,60.3564672469941,59.8694384268345,59.2607699742213,59.4084565277155,59.4992340387761,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",70.6198966434496,71.8119574358099,73.0365566359632,74.3299729214698,75.5050479973403,76.4972268454159,77.5628148206493,78.0382643334046,78.5130540254353,78.9422756951386,79.4942871507541,80.3128095277972,81.1325906754008,81.7776477802377,82.4253847066263,83.0275009677977,83.5667473520305,84.0502846245476,84.439989909829,84.750247531496,85.171891493033,85.5917776766481,86.0633168124583,86.572730526407,87.0440947694452,87.3976949696629,87.5800439582795,87.9913189803685,NA,NA
203,"CZE","Czechia",88.4327312362714,89.6333976976521,91.6298800709626,94.5696955864556,95.47875317332,96.8172953505272,97.8613214954014,98.6704688269294,99.3062853404808,99.419546590226,99.5293945596001,98.9388618268912,97.8201505217174,96.2040756637293,93.7044415882935,91.0074329825734,89.403103833707,88.6629268551327,88.0320807181929,87.5118911880374,87.587293903978,87.3533050482962,87.3901500755269,87.4997887045235,87.3193585738294,86.8356819949833,87.2108338467331,87.7892552261413,NA,NA
180,"COD","Dem. Rep. Congo",8.67318480796744,8.62372117382169,8.23144395179538,8.17054764566683,7.89691402940508,7.97884469928246,8.46557817503648,8.8803527264636,9.82097790892625,10.6602631073405,11.4111125184975,12.1136323659412,12.8315864225273,13.5456892343082,14.3665725954858,15.4516530136357,16.6635998909151,17.9244547510194,18.9397358401512,20.2041499700982,21.4102641219514,22.7424027233828,23.512894840555,24.2507895006669,25.1896436206648,25.8166985864183,27.0797855987622,27.8437856817327,NA,NA
208,"DNK","Denmark",88.1380912630382,88.9395000667939,89.25888570482,89.2548399707079,89.073499704226,88.9230887752705,88.6201249480775,88.1562860252983,87.955932273459,87.5142990405973,86.9088992494235,86.62745515464,87.0079768591873,87.239023373559,87.8142761302623,88.9395576743884,89.3475656852837,89.5032970461273,89.7922870989646,90.09402835557,90.6580422254698,91.1101779443481,91.5822575070856,91.9759198321508,92.4669262476562,92.4190586746125,92.6897725659192,93.003039901238,NA,NA
262,"DJI","Djibouti",3.76593765427637,3.73905447837188,4.329194817941,4.8408672419226,5.19792609366303,5.7052610077194,6.17126506934088,6.8882597138025,7.06642087781995,7.72171629568625,8.13415079903102,8.42296305166121,8.89803361254643,9.29143251321166,9.34383046978583,10.1941577270227,10.6796136297807,11.1451110258167,12.0335469428097,12.6359944737461,13.2557884735342,13.9529484454194,15.123294093991,15.7634615360101,16.580700470245,17.2632226062561,17.5443496910157,18.1385428956296,NA,NA
212,"DMA","Dominica",41.5646615099003,43.0337029196664,44.2087936138529,45.3540046769098,46.3531871469171,47.3818726126656,48.3863992711032,49.2277134713804,50.054705418159,50.8314370144378,51.5329550469735,52.2014976188417,52.9390753765492,53.5609714407206,54.0954514805189,54.5798898273988,55.062306683008,55.8720169804202,56.64095286102,57.4828956569872,58.3617790331169,59.0117727120139,59.5179341719804,59.9927829106851,60.1389099544672,60.2069182352762,60.0102279372665,60.3376372023129,NA,NA
214,"DOM","Dominican Republic",24.4640585874463,25.8726147748899,27.3878626476043,28.8512600638943,30.0291306523991,31.2734330602798,32.7590176362527,33.7884688335248,34.4647308750727,35.1956674651533,36.0478390906433,37.1420646865346,38.3181853413644,39.4411390705637,40.2439529987783,38.7661977579894,38.5864626422467,42.2215569262255,43.5592832032539,44.15107298148,44.6525983170377,46.3709755369993,47.2555252002375,48.3557703604394,48.2001892678665,48.73847074716,49.6937701104464,49.9719159808221,NA,NA
218,"ECU","Ecuador",28.6310113526977,29.7298518673005,30.4467283088522,31.851832106658,32.551656561319,33.335069123405,34.682653691606,35.8906167693863,37.4950093492681,38.8191685242227,39.8739241637885,40.9926551014619,42.8554842538761,44.1086782133855,46.4179170355601,48.0477480183471,49.8357075368844,52.0022762689024,53.4463814334355,53.309442044375,55.0926186227751,56.7290818212904,57.7733574437279,58.0690871718145,57.5251139492824,57.6628700789762,57.6817154815777,57.0478147843315,NA,NA
818,"EGY","Egypt",23.9190904406061,24.6635601184497,25.4735173323164,26.3869150658793,27.540761615115,28.7137712729829,29.9905259388864,31.528044821857,33.1127652047498,34.6011283191736,35.5180397174577,36.1475961181413,36.5815008357965,36.7416054970235,36.9495473240348,37.3823403341071,38.192586540958,39.4876650967787,40.8427280854964,42.1245372109124,43.3272126135599,44.7048766272419,46.1059783128875,47.3979521730615,48.5223775293921,49.2530874695145,50.2521392624201,50.5757506742398,NA,NA
222,"SLV","El Salvador",21.8239697394014,22.8296007626297,24.1069289809456,25.8444913438383,27.465358486081,28.9991429012049,30.4222002699584,31.603180209226,32.6043366350454,33.6236828663266,34.7216185983854,35.8880074671112,37.1317558196235,38.0615245222647,39.2585313685923,40.2890434978748,41.0290508197249,41.6744538739087,42.3379571795945,42.8364821632795,43.6692941121578,44.2919684401221,45.0211690982392,45.5765381521508,45.9200789650568,46.65527339637,47.238750977927,47.9283130825975,NA,NA
