"code","iso","country","NOD.ind.1996","NOD.ind.1997","NOD.ind.1998","NOD.ind.1999","NOD.ind.2000","NOD.ind.2001","NOD.ind.2002","NOD.ind.2003","NOD.ind.2004","NOD.ind.2005","NOD.ind.2006","NOD.ind.2007","NOD.ind.2008","NOD.ind.2009","NOD.ind.2010","NOD.ind.2011","NOD.ind.2012","NOD.ind.2013","NOD.ind.2014","NOD.ind.2015","NOD.ind.2016","NOD.ind.2017","NOD.ind.2018","NOD.ind.2019","NOD.ind.2020","NOD.ind.2021","NOD.ind.2022","NOD.ind.2023","NOD.ind.2024","NOD.ind.2025"
36,"AUS","Australia",0,0.0186154772510037,0.00936593681758779,0,0.100153642251115,0.457269872614049,1.04206572842816,1.88428384610265,2.6967376524659,3.31695687578734,3.7201866959733,4.21544760650121,4.7122904737724,5.34180506606255,6.12524911646155,7.59254002694307,9.97730415747299,12.6870710241003,15.2148480736655,16.7616703686293,17.1341504773765,16.9838361738442,16.7895699296456,16.7189458754401,17.2791171799916,19.3441937864408,20.9115080118217,16.8491660447542,NA,NA
40,"AUT","Austria",20.3918636695637,21.9659146449935,23.8434568006655,25.6560222002599,27.0875679849772,28.0292032260196,28.5452562726536,29.0726969200542,29.5445386220772,30.1883323089273,31.0062667798301,31.7947078756159,32.5613843707662,33.2385652684892,33.8515332814963,34.1262259554863,33.9460023015006,33.8066784488387,33.8223816872375,34.3174678319961,35.845713153252,38.4075465459077,41.5819413929917,44.5188586174413,46.1736443081699,46.5608512982629,46.8426501205958,49.2793236343615,NA,NA
31,"AZE","Azerbaijan",77.1580468540927,78.3198847212615,79.3213140034489,80.4288820315416,81.1707428583853,81.850245213986,82.6687647983452,83.2290218359964,83.7753719468014,83.9080675099096,83.4213393431282,82.2169816079196,80.6916909470835,79.5322829616458,78.8427054355994,78.405586725878,77.9093172715539,77.4928808422665,77.2343489902902,77.0293828461813,76.8026141900664,76.7785622715523,76.6626530055237,76.6814330010459,76.4797053335015,73.7122100715929,70.9395974475102,70.1602876805693,NA,NA
44,"BHS","Bahamas",35.9782586875628,35.9126706287721,35.7416271282744,35.6700126599467,35.5107786477515,29.90118076545,20.1270900511323,11.8901511290287,6.60944070285194,4.63829036985973,5.01598082444214,5.8666654741106,6.90169848068543,7.8563150444776,8.21988353823249,7.78881640098346,6.87513149067367,5.81604209213532,4.91057425271606,4.49752222996948,5.25407996271554,7.13234511998776,9.45823500340661,11.6015958502883,12.5375795237841,12.5401621791494,12.5080817355269,11.5160311872552,NA,NA
48,"BHR","Bahrain",100,100,100,100,100,69.3667333281726,38.0558869030013,22.1013481664303,13.7327109062513,10.9284749678508,11.4729495742005,12.872318523452,14.5740416371056,16.1269959360703,16.8147501728857,16.5232788400411,15.800664230408,14.9431886902802,14.2992914733075,14.0303242025943,14.4563942127305,15.5287559358892,17.0058479290188,18.3458383659393,19.2999375565687,19.5643522532307,19.7608261521587,20.793854081612,NA,NA
50,"BGD","Bangladesh",82.7375502285065,81.9771873678827,81.1580288431809,80.6689702753099,80.3817137361938,81.0270432078322,82.9240277753795,85.4185501756131,87.9602047319701,89.162015015427,88.1000198231854,85.8867538233655,84.220972691465,83.3783516754583,82.9158634282305,82.2176863148043,81.7188707965356,81.2708622971253,80.9655931567196,80.6069776530552,80.3839302176146,80.1660566091345,79.862775993428,79.4241941397747,78.9499117862225,76.3923505189033,73.9966585713337,80.3026192437744,NA,NA
52,"BRB","Barbados",100,100,100,100,100,90.0966178135765,59.5829500481535,43.728324067202,35.2109099641342,32.4715446372093,32.4166064759567,32.4593685267728,32.4484799909188,32.514773280828,32.5263138905877,32.6841050047296,33.0704138159443,33.4710939170191,33.8354341092975,33.9794401364874,33.7182152797753,33.0539736778622,32.2467526495513,31.6323619499566,31.3793264358578,31.5346399224133,31.6159709670143,31.3532714747888,NA,NA
112,"BLR","Belarus",44.9876764063624,46.4449743282661,48.1993808262779,50.2010134928898,52.2711205993168,54.8945795553762,58.5858913045707,62.3477404527802,65.662326038872,67.0052272384343,66.7303286458276,66.2251726409912,65.4300862185322,64.9467871374194,64.2209888006266,63.5008788210818,62.6954705758199,62.1238047425018,61.5586552772164,61.4541373140044,62.2899144232532,64.1665470009012,66.3136633284729,68.2608291542814,69.0558895949957,68.5561342391876,67.8627005930483,72.3083924108553,NA,NA
56,"BEL","Belgium",9.48740084461637,9.52288831553436,9.54048411817787,9.75147744954305,10.424808833677,11.3010236870993,12.4988846328086,13.7769422163681,14.8365908281698,15.5376222868947,15.9184294699655,16.1312481235016,16.3105847856209,16.5439066957831,16.9036579088993,17.1676370434137,17.4887182143346,18.0287244224612,18.9620577984678,20.3290899426749,23.3776813225423,28.2093583820681,33.8935584923263,39.0494236745483,41.4768168303966,40.2954975690464,39.0416462837779,45.0402130872644,NA,NA
84,"BLZ","Belize",43.986247980956,44.001960729952,44.0830966901647,44.1438526340197,44.1740048371269,42.7966832323068,40.0880627854012,37.1547579223176,34.9865125963756,34.062221573498,34.3656948053006,34.8814062287159,35.6664584695877,36.5194214794576,37.2200891772619,37.9851418234868,38.8814396310322,39.6884321108982,40.3596584552106,40.6134675573754,40.3836124758525,39.8053975177863,39.1543306722016,38.6110047913264,38.3674637261856,38.4345446575968,38.3568862552012,38.1364682334064,NA,NA
204,"BEN","Benin",82.9910986031124,84.1513560195469,85.1104811316118,86.0270982783019,86.1907811425429,84.8746282184538,82.0883383453915,79.0639059600873,76.6478438111771,75.7939689667229,76.7660367906887,78.966240235822,81.8069268247021,84.5171344905607,85.7368176135227,85.075326828198,83.8066766393886,82.385994795656,81.1078234514845,80.458461528874,80.1911613779843,79.9850630512541,80.05149250507,79.8589823946923,79.7670418261962,79.2601953180113,78.5457030866997,77.7775816157628,NA,NA
60,"BMU","Bermuda",35.1853668351775,35.1305644659594,35.0301370004665,34.9264166094157,34.8796976636088,29.2319006682415,19.4887523897573,11.1387712137061,5.82744805966591,3.85495273566065,4.16946844832323,4.98019422359654,6.00175574920064,6.91055669747183,7.27641895920586,6.90948513996983,6.04311751645272,4.98022675028972,4.19518278094012,3.85724785047184,4.54788295312137,6.35312540098224,8.63286861407566,10.7301083808531,11.6121433812947,11.6734296431117,11.6749122575788,11.0119780110295,NA,NA
64,"BTN","Bhutan",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
68,"BOL","Bolivia",49.1134880228813,49.4191810122987,49.8492418341863,50.3617933136528,51.1546919250603,53.3183432989556,57.8993935629048,64.0927471227453,70.5852013507741,73.8053947556098,71.275508700254,66.0855705963108,60.669066855952,56.54712638688,54.22987467521,52.9587291978827,51.7901999938675,50.8336378171358,50.3541463200134,49.999921537519,50.1568262351795,50.5016614658406,50.9160052944837,51.4424811861381,51.5208974701289,47.9531858070768,42.5831098171543,38.3931194312691,NA,NA
70,"BIH","Bosnia and Herzegovina",65.2376842319061,65.5765621125416,65.8254471381078,66.206783919842,66.6181698811713,67.6967041334713,69.9200824841213,72.3365427982585,74.4420673922391,75.7127471710959,76.0995631553228,76.2266062306106,76.3604996143112,76.3870064389578,76.4539225716515,76.0295513384847,74.9766624643498,73.6431481310093,72.781847459153,72.3159995126126,72.6019153016138,73.4597856897384,74.4565622937382,75.45457057817,76.6820129821858,77.1482761369382,77.9247631317778,79.9436120007876,NA,NA
72,"BWA","Botswana",100,100,100,100,100,100,100,100,100,100,100,100,100,99.8471297085801,98.9811244999208,98.9420512974598,99.2254133614566,99.5000966504131,99.772191481415,99.9999415123598,99.7723356913483,99.4805951494844,99.1493775595023,98.8726285232763,98.7012249014861,99.0972895970263,99.531498206834,99.445049914199,NA,NA
76,"BRA","Brazil",28.7268313643939,28.4980022558896,28.1632518377227,27.8443933425481,27.7103170230769,27.6663895196863,27.6433276653323,27.5810734545233,27.5383263340619,27.5009438973006,27.2863818948768,26.9082144612729,26.4613925081366,26.0734978069446,25.8630679811299,25.7361517040776,25.5523309682917,25.4417031400441,25.431867178639,25.595599856479,25.9893343465438,26.6495629021119,27.5055070272555,28.311619368634,28.7999702773642,29.2099232518888,29.4297134632277,28.4164633950853,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",61.2804522458828,60.2799393690164,59.517679585087,58.9183876580456,58.6967508499308,58.6886440576174,58.7797107024365,58.8724485766067,58.8685943429324,58.9025986021111,58.7559620183035,58.2518865848014,57.555827375983,56.7746659830248,56.0252047598103,54.9641336761063,53.5317555383748,52.1998477790045,51.1099416461391,50.7331958830562,50.9017510655079,51.0999975499481,51.4828210215259,51.8103320463785,51.9340299432138,51.9424439779446,52.0840357260569,51.6521928629667,NA,NA
100,"BGR","Bulgaria",57.0765409881255,56.8894483680828,56.4411238382805,56.1391522741597,56.0690013245704,56.0846491337727,56.1288298340998,56.2155793137381,56.1880846122406,56.2905895219627,56.6568040781968,57.7265167720363,59.0452641760737,60.3913147546925,61.3546163224658,61.892592160325,62.4923997485866,62.9723670744946,63.4505717910817,64.014772398902,64.9587923454404,66.4635111491854,68.0120525129408,69.3033488168118,69.900696902826,69.8003458798151,69.5946258669424,70.7647503848559,NA,NA
854,"BFA","Burkina Faso",94.3185591674097,95.4359245892058,96.6077478980928,97.423317947899,97.6901969290295,97.5869653962116,97.3669239339126,97.0540666041449,96.8555952844468,96.5238848155787,96.4985079275223,96.5587751750634,96.8126480776616,96.8197839099022,96.5282621006969,95.3223477099212,93.0250211435035,90.8485861507786,89.0357051592508,88.2434536017355,88.3491823455816,88.4722261353729,88.8307425814174,89.1249321449805,89.2581757094559,87.4543062204721,85.1501146258465,84.4505190891213,NA,NA
108,"BDI","Burundi",89.1364888526728,90.512448154041,91.7835315232916,92.7131031542427,93.159287186881,92.8514147262066,92.0939421552279,91.0917101641539,90.0857994953835,89.2933377290171,88.6873887454049,87.8553422996885,87.22036500525,86.5886307743114,86.1611639229857,86.0426053470212,85.882701931537,85.7395921789854,85.64099074418,85.417779756496,85.0003834742656,83.9715086973082,82.887332351611,81.7645545346561,80.8133464152135,80.1049127567844,79.6373867602386,79.1024795845172,NA,NA
132,"CPV","Cabo Verde",100,100,100,100,100,100,89.105649269748,74.5279021317237,66.5797573937846,63.9869125985739,64.3911371300298,65.0260387931607,65.89567144187,66.5217410505158,66.7533453895788,66.4982336057465,66.1254216622471,65.5671288603491,65.066668028907,64.8934340080099,65.061324310431,65.3508410179802,65.8232586038193,66.1963929004168,66.3398478030784,66.5320512559373,66.5479036776319,66.2595452067068,NA,NA
116,"KHM","Cambodia",71.4703679213716,70.5323575163337,69.5529187040545,68.8838261273575,68.6697370711563,68.6620829465407,68.721566804645,68.6521522744109,68.8438441583439,68.7889232449861,68.2435065038892,67.2452792572126,65.9664974534568,64.7156164682642,63.9048729826246,63.3751634917476,63.0626553708273,62.8916229959847,62.4350497482535,62.1859310203395,61.5939046992312,60.9964989732631,60.4515444551206,60.0984619935871,60.1159997297945,61.8075490490409,64.3208785498103,65.0357599660733,NA,NA
120,"CMR","Cameroon",73.843897867941,74.7161233321271,75.6835892218179,76.5723757111304,77.3455873432019,78.080885102146,78.8268356671788,79.4087860773936,79.8511790447458,80.1156376661774,80.31355760614,80.8040273076325,81.2691461573522,81.7064408292183,81.6672757018468,80.9736700947454,80.0644700541589,78.8563272136585,77.9959584724691,77.1566439430794,76.5695416800349,76.0750871100457,75.5352931437111,74.8141667223545,74.096696396172,72.6073760139601,71.3435194061919,70.9893386916517,NA,NA
124,"CAN","Canada",0,0,0,0,0,0,0,0,0,0.102216243215452,1.76039132647823,3.52500369591561,5.25455802900956,6.90335465378153,8.18167382161354,9.10236164730279,9.84539513013476,10.5601599102646,11.2251999762207,12.0278903587828,13.0950181171729,14.4068683912739,15.741479701097,16.7727338218871,17.2424417331699,16.7769801432229,16.4953004881149,16.75899299438,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",52.9438246002019,53.6691290021718,54.4282621416986,55.295724662529,56.3044689160614,57.8365441245519,59.8608232028373,62.0325857389978,63.8631734057317,64.611315734688,64.5219364363394,63.9903038287084,63.5316215129386,63.0330532222781,62.8881052544284,63.2476475142473,64.2983334093007,65.7056583602333,66.9357957137293,67.4348991946045,67.4380076030129,67.3210638370934,67.2347543886071,67.2368951597645,67.1284672789595,66.1631265032559,65.3676168977408,70.3779206504903,NA,NA
148,"TCD","Chad",95.5874038419284,96.6727744176952,97.5018497577776,98.3461697306116,98.6561755537241,98.7963854192324,98.90761495036,99.0310907823749,99.0359396286169,99.0159348286635,98.9550459580987,98.6656349534263,98.3803781824801,98.0070038549464,97.5371937397803,96.8255688078023,95.6927617585508,94.5344783386184,93.6295654347706,93.2900071797492,93.4626791132703,94.0483714445498,94.8360374408613,95.562923709727,95.8872501476734,95.9782842161268,95.8944539160639,94.664148697422,NA,NA
152,"CHL","Chile",23.2194316006482,22.5911010449134,22.0336333973555,21.5675798968582,21.3646338731737,22.2331390262105,24.219456407435,26.7547508072043,29.1236597557543,30.198918008775,29.254463367925,27.1299735490156,24.8121850740028,23.0917197646822,22.3856166064734,22.3597361735719,22.4425047788654,22.4337797268972,22.578196274771,22.72230289997,23.6273546774943,25.6660297165337,28.3294624629405,30.6784740027739,31.7830087337227,24.5627427130981,18.9218054909002,26.8373457434063,NA,NA
156,"CHN","China",44.8932897425859,45.6204891690766,46.6032642612224,47.5612112738866,47.9556243732049,47.8499666195632,47.5568116872505,47.2438498916373,47.0030405350605,46.8832379399429,46.1890595997132,44.6936843346243,43.1271422258245,42.0313008338606,41.6843884517874,42.0939546364039,43.0764134298415,44.3754619648613,45.8992114848764,47.2245118486274,48.1823899883988,48.9287708962291,49.7513025542768,50.86311726854,52.4841784362979,55.8920021531761,58.5530534582413,56.1663502441514,NA,NA
170,"COL","Colombia",14.3965974809722,14.9885394463975,15.6803736595769,16.3418663245526,16.8291637411718,18.254809888492,21.4341942082828,25.7979790005159,30.4380539994388,32.6825655813923,31.8493138642653,29.9764219062028,27.8665070190913,26.1365828147401,24.882413250238,24.1486172879927,23.308742877277,22.5386337807519,21.938375294429,21.7900865424188,23.2280921937978,26.7148000501552,31.3390018239576,35.5967347435007,37.5287228981766,35.3809803368549,33.1202804830487,33.7354389800854,NA,NA
174,"COM","Comoros",100,100,100,100,100,99.7681056368621,70.8402490853963,55.5580745363211,47.3384871164821,44.6752863555303,45.1274171729739,46.2196564194484,47.6022143953137,48.8006990301677,49.347613735244,48.8546846518134,47.9634267555653,46.8257506560418,45.8226696721745,45.2525926738786,45.0896014755504,44.868564457245,44.6490895861756,44.5193950035038,44.6159265139867,44.5447311054401,44.5289613521056,44.5418911947152,NA,NA
184,"COK","Cook Islands",80.9039498804697,80.3537625383309,79.6016744655224,78.8321961646844,77.8098839382676,75.7031745495687,72.5189613255658,69.4955035786681,67.2958843669482,66.4794744577757,66.4561693427434,66.6055591650751,66.7149648385232,66.845357167749,66.799167677672,66.5956549918405,65.9541954340985,65.1938010315274,64.4237976473569,63.7434349578056,63.1626431600965,62.6470754526798,62.0244426934284,61.6451947396411,61.4147665964898,61.3907832262877,61.3538020012614,61.4973974132707,NA,NA
188,"CRI","Costa Rica",37.6072969099125,37.5212921960912,37.4659802137396,37.4004161617953,37.3697987792095,37.3650228429279,37.5164003138768,37.685342563152,37.803318395065,37.7395681447093,36.7868256939234,34.7933733763466,32.529047873911,30.7635413400162,30.0672365819823,30.3271220062886,31.1341339248154,32.1897462557652,33.4395453975136,34.5771932028714,35.9711574815388,37.9195342530716,39.9961389910075,41.7535715559034,42.5449613696292,41.1522983831195,39.7980138615903,40.9793839278515,NA,NA
384,"CIV","Cote d'Ivoire",80.3795009310352,81.4067601333712,82.3967711937977,83.1925032509284,83.4585494389419,81.8188306596902,78.4589570469682,74.8370763773926,72.3384347769195,71.2531021303713,72.5011040604222,75.424642793767,79.0617992016562,82.4660788466137,83.8847501229967,82.9534768954564,80.7381263696572,78.2216636526813,75.8212280547768,74.2217930749242,73.4035697774782,72.7188192880724,72.0309832495845,71.2839934073499,70.3275917740606,68.4151210963432,65.8086343134766,62.3556346892508,NA,NA
191,"HRV","Croatia",39.208907138654,40.9699383382604,42.7369856599925,44.3480698891835,45.3424843742141,45.7073490421758,45.900408110727,45.8671717786432,46.1382912102118,46.3046630023414,46.9712454951087,47.8905526132692,48.8900887136675,49.8794550468617,50.3419396114786,50.4702720134032,50.5418122651043,50.5030789097732,50.5687719468042,50.8545547882521,51.7679295659833,53.661279927849,55.8391151225193,57.8959089076136,58.7116972254086,58.0420145534915,57.3493996092231,58.2262514940594,NA,NA
192,"CUB","Cuba",38.3826048971405,38.864871233754,39.5620959542831,40.1228498951838,40.4010583454996,40.1035798339047,39.3620018382056,38.5466366286493,37.8729023004326,37.5183843410668,37.4577328116132,37.4394439836224,37.3974004535571,37.3119663490121,37.35124262777,37.4951161200661,37.880579197817,38.3706552660723,38.7209818449489,38.9171516354496,39.1648404901501,39.5788056150411,40.0813578765768,40.5267417942778,40.7427742612916,38.7641191255434,35.1028778001964,30.7532068694839,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",33.1791889889077,32.9429310259822,32.5760118971403,32.3873264364083,32.3538766271038,33.0483635140316,34.7294587956062,37.040247897907,39.0884483796209,40.0634746651834,40.0093983356075,39.7307453499781,39.5716355482282,39.3869893751889,39.3262539814798,39.3928550399468,39.6800476270357,40.0606689704866,40.8107228074216,41.4101361254578,42.2682110759065,43.5274245634363,44.8825796888379,45.9016786297214,46.3844737502717,45.0998072218515,43.3195923357974,42.3570978149919,NA,NA
203,"CZE","Czechia",41.4449985934795,43.0174713587347,44.9767991256169,46.8418007088875,48.763478025986,50.625433021343,52.6410656853534,54.4324896487623,56.0807525181571,57.2475948090854,57.9573545074667,58.4246342936929,59.0069040866121,59.4042538442925,59.6947286616972,60.0445470876691,60.3975923157232,60.7287650516879,61.0156680710367,61.5597238099385,63.3514463591216,66.5223378340509,70.3759010905402,74.3566242044164,75.8308634207109,75.1273362350652,74.2003729040031,79.2909478129134,NA,NA
180,"COD","Dem. Rep. Congo",65.2296889695648,66.0355350923038,66.9080401583114,67.6546841577312,68.2713561307256,68.9384466710007,69.5682869322982,70.2859566062922,70.7708621033693,71.0710552669451,70.4735778139412,69.1167880268696,67.6315866599527,66.4638721988467,65.8734083453415,65.678807873947,65.2775459133578,64.9788110583423,64.5380535201647,64.3338310496759,64.1839810605463,63.7093117082628,63.0742003028075,62.1896855877972,61.3537009512481,59.4371439802793,58.038895300506,58.2341936716868,NA,NA
208,"DNK","Denmark",17.8871862431814,17.5033020548483,17.2344292896037,16.8207358729132,16.5597682802635,16.3876246853566,16.1989198952424,16.1171552921361,15.9801870362358,15.7902432935244,15.6485800128004,15.6527727090607,16.02865034431,16.7651090155706,17.3232810591288,17.7846631786812,17.9986881359435,18.2561104970605,18.5563549683614,19.0941020488919,21.228870877669,25.5073967386652,30.6935325983549,35.6843994340267,38.2268175355382,37.8738876353426,37.2309757141961,39.5149106741562,NA,NA
262,"DJI","Djibouti",100,100,100,100,100,100,84.1143778512145,70.1976667552573,62.2279757420437,59.4326667223829,59.544777320025,59.6276461387901,59.7525664672887,59.8949659359044,60.0068104992713,59.8419062097865,59.6062609092974,59.1455263633752,58.5362922536034,57.860406903611,56.3225642979658,53.9649658003665,51.6664393617909,49.7966082644565,49.0848208632061,49.3635080102415,49.6391775548443,48.4885260467929,NA,NA
212,"DMA","Dominica",100,100,100,100,100,67.0979116935216,35.7624459656724,19.9179491102114,11.5435935063805,8.78111052293455,9.05445796379061,9.70891464441003,10.528028974262,11.1954434236663,11.5831381516338,11.3890002566326,11.0654232498958,10.7613194233309,10.4122846938384,10.2194380599158,10.185707981705,10.102613121785,10.0463948631735,9.97339413792214,9.93729318792168,9.88799555584512,9.8642825245191,9.86499629107401,NA,NA
214,"DOM","Dominican Republic",43.1421589874203,43.0449100212608,43.1033157346867,43.0092312262215,42.8311090575834,41.4563942387757,38.2355792325765,34.7455563500178,31.868329622697,30.6025636757687,30.5807987492805,30.7813483193014,31.0489153104966,31.2511161162364,31.2995296936191,30.8576825201766,30.0501184470116,29.1094325262665,28.3852368205482,28.0184288950934,29.2731952135129,32.382795249184,36.7262528049976,40.9877321025252,43.0029415246026,41.4481831171738,40.0167836517384,39.9567394879717,NA,NA
218,"ECU","Ecuador",21.4109770942388,21.2217652327659,21.0012786100351,20.9083524221182,20.9393808158873,22.1673136967105,25.0106204591824,28.9073857243938,32.6313268455684,34.3259782384252,33.0278627646745,30.2083381343161,27.0699156570093,24.7343417891168,23.7648238188638,23.9909987379544,24.6117277448601,25.640466192188,27.0198408223992,28.5171473419234,30.4029824887348,33.0419113623859,35.8771433940876,38.2314517291148,39.2783202084601,35.4336603258736,32.1218610041326,33.9969573513889,NA,NA
818,"EGY","Egypt",28.2903462766252,28.2269132964397,28.1348066431743,27.9639036021785,27.9363324771484,28.6892343661426,30.6229725589061,33.0651991734423,35.3071225276802,36.3628754488572,35.4280107764744,33.3062529411837,31.0086353087451,29.108024215147,28.0774965648174,27.5437153404129,26.7818119777545,26.0480808192835,25.4785640761921,25.1433835466626,25.5662423415394,26.7168530577327,28.1293351652511,29.2914445801442,29.9692986395571,28.908168806012,27.7294484516687,27.4049414113924,NA,NA
222,"SLV","El Salvador",43.9551164965303,43.8196466511889,43.7687188678961,43.5917044097153,43.5067429277979,43.4096755850368,43.1742943929714,42.9243001520059,42.7305083006003,42.7308116891459,42.6827912727755,42.6253962235081,42.6705504642633,42.6797741678082,42.8359460642977,43.3297512926707,44.483632434904,45.9227234835393,47.4305948951277,48.6539752075876,50.4808216706068,53.9824288992073,58.2803396046053,62.688760633267,64.9251155333455,65.3002657114182,65.3288147686099,61.796452488563,NA,NA
226,"GNQ","Equatorial Guinea",97.9176932366862,98.8077495041054,99.6574441352251,100,100,98.1645980918347,93.2700847090344,88.5963622237807,85.1434959926812,83.7815070222284,83.9441292338705,84.3952837977129,84.8873034427978,85.401587723569,85.5657503463255,85.1857080070591,84.2814061662987,83.4086791652273,82.676904283844,82.3691155151511,82.5662035074874,83.0923966446206,83.6479822283626,84.1508185018537,84.4092733087566,83.6846413996596,82.8267390490044,82.9613594082431,NA,NA
232,"ERI","Eritrea",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.8004521068063,99.4968803566622,99.285059642564,98.9142538545699,98.5747002659934,98.2567946288058,97.8438874526513,97.5237854460961,97.5080307709209,97.3880841139766,97.2415952845023,93.8188435706568,NA,NA
