"code","iso","country","CHA.ind.1996","CHA.ind.1997","CHA.ind.1998","CHA.ind.1999","CHA.ind.2000","CHA.ind.2001","CHA.ind.2002","CHA.ind.2003","CHA.ind.2004","CHA.ind.2005","CHA.ind.2006","CHA.ind.2007","CHA.ind.2008","CHA.ind.2009","CHA.ind.2010","CHA.ind.2011","CHA.ind.2012","CHA.ind.2013","CHA.ind.2014","CHA.ind.2015","CHA.ind.2016","CHA.ind.2017","CHA.ind.2018","CHA.ind.2019","CHA.ind.2020","CHA.ind.2021","CHA.ind.2022","CHA.ind.2023","CHA.ind.2024","CHA.ind.2025"
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1.03133043054756,15.112415520501,14.346127731239,13.4217684037313,12.9181558907893,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.6498093671351,50.1159390484441,49.850248271762,49.0196513624356,49.478957259979,51.4000934373495,50.7418300289965,50.8808062390446,53.843515344421,57.079822319171,59.7293462465178,NA
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6393175998935,42.2698897833303,39.7494931603986,37.4559589499404,34.2782926011469,32.6776166618823,31.9385366850259,31.400339446841,30.2777120609381,29.3497325471914,29.4362444282949,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.550688967673,39.8884775714268,40.6464229671104,44.2158253678593,45.286886260132,46.4674203349231,48.6855771045633,49.1966795481053,48.7754635341105,48.1458537956226,47.5897492945467,NA
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5165864766467,25.1549195561104,31.4192788008115,33.2574382820878,34.4149924309784,34.6659247314212,33.6363231882467,31.8772639149208,30.257690151081,29.6531625319028,29.6471008473307,NA
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4406788650449,33.7437226325192,37.8706999222376,44.5558313514766,52.6506280686422,55.9816139037718,58.1211410677482,59.2879145577496,59.6707820095991,58.2891491446339,56.7815898982598,NA
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.1656923893935,51.5017651449758,52.804335855979,52.8680072219673,51.3952838301632,55.3335007712743,61.593881690202,65.1148966769882,66.2811888052742,66.1010956465717,64.7879312430351,NA
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7870732183561,63.8115888134465,62.8218105642891,62.6280576810868,61.4559849843462,59.1823620215681,54.6305286033524,52.0048920405469,45.4617649085291,45.4912496525375,41.2453373270039,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0630686905342,76.144683534186,78.0810126667814,60.9199531145009,57.8293115415191,57.8495627811943,54.8885152866536,55.0542761530294,56.9117332616282,57.7778463726526,53.750628073218,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3053160321911,30.5698390151168,36.8209377212861,40.5609357565318,42.8594488075301,55.1140878328285,75.705807209786,92.2496884400974,100,100,100,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.6432406875315,71.7245712663639,68.3834953549262,63.647996930199,57.8736051614638,52.494057581259,49.8731132893598,50.6323601757568,49.0937551585383,49.3665985874639,49.726310287267,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5789447450644,18.8771334121729,23.2686607618168,24.7937068230372,25.3464735684766,23.0978328461722,18.5750496726285,19.8920767712416,21.3702548977727,21.8483003170258,22.6457250153564,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.8417031046608,41.192938990105,41.366041752179,41.9968751683994,42.8705639952645,44.6316096071958,46.2542095318941,46.3210864452784,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.14431628298,89.3533980706339,100,100,100,96.603878018063,87.9494589319094,78.8803777210602,61.9613855625746,33.9553716608979,31.0525488710084,NA
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.7509375883994,59.0049895740084,56.3349329659939,62.5137632366317,62.6002113004192,64.7573651918716,64.5194849628185,54.3310604871538,38.7175989742372,23.7785480226441,8.92937664116764,NA
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3546401738009,55.2002675289523,56.1258701573093,56.5626764563375,56.4645918747015,56.6637902822378,56.7287447085,58.2066742519032,59.7549308806841,61.356423630484,62.7575988679134,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1319832110982,61.4132743408532,54.0771200504826,59.5212514150621,64.0489489331363,61.9019642809466,59.4894781071432,60.030826249706,57.9257933827028,49.9655558607158,43.0687925329414,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.2386740868652,24.7358612024598,28.7339019690989,37.0365102195673,46.6184111124016,47.24907715806,46.0846338762317,55.4424402689756,60.5030764061951,60.2135124303283,57.0624870192281,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.2981830053777,41.3417489459368,41.6232426228505,44.6372118489686,50.1028074890768,56.5767906197225,62.0296513027068,65.0310187008258,63.6339164442183,60.5990633221649,54.9689887868841,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.2378615008517,66.7527020552521,67.1336905299959,65.8789051360475,65.1725801296027,66.2613321205038,67.6634160415137,68.3312782363942,68.9430411409285,70.3106492020825,70.5762320077933,NA
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,7.70492762349754,14.3215920644015,20.6862959974146,24.9364428130889,29.3351350913256,NA
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7576109132853,50.9670593284611,51.8542603591656,52.0902888993689,53.3265162105392,55.9325297196642,57.3865518395683,61.604305063379,59.9359277087626,58.1760544622029,56.4737578782476,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8276752752655,49.0752642358286,49.4090342758615,49.5803508992049,49.7498408876361,50.0380027035801,50.1455906259119,50.0460143289829,49.9325437793115,49.7589037456791,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.3415266188093,46.3763658969836,45.5145940231747,44.0510958893955,41.9870786452071,39.7842377865523,38.2620800184819,37.5676768392658,35.9503754431518,32.2813151516271,28.9899096296855,NA
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2099609927906,20.255131273717,21.7011177347094,22.9286995522944,23.7183884215531,23.6487651197977,23.095256247924,23.7622525811712,24.4712539276102,26.1268466053535,27.6629264627242,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53534878170538,2.65561763188829,3.5349911888066,5.4526009281267,7.98702205356162,11.6167978419444,10.0797225491101,10.08198712031,8.7634879032733,8.84984313376924,10.6338998046241,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6030202960464,22.9115934525227,27.8011095879408,33.704707875597,37.3153461543742,38.1950348039998,36.9609266451939,36.7555867472274,34.8774855042281,31.4330129812463,34.1437555989624,NA
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.94351851236736,3.05043530975331,10.6736651492917,15.6363767780063,22.1391380983572,26.7800225192553,20.2503890627226,14.3529846965253,0,0,0,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7818309802035,33.4833758144182,34.839999909146,36.4724212640631,36.900177139075,38.6963096999902,41.5108867573311,43.9665045121079,45.4988519302677,46.3776248417086,47.5017097765974,NA
