"code","iso","country","SDA.ind.1996","SDA.ind.1997","SDA.ind.1998","SDA.ind.1999","SDA.ind.2000","SDA.ind.2001","SDA.ind.2002","SDA.ind.2003","SDA.ind.2004","SDA.ind.2005","SDA.ind.2006","SDA.ind.2007","SDA.ind.2008","SDA.ind.2009","SDA.ind.2010","SDA.ind.2011","SDA.ind.2012","SDA.ind.2013","SDA.ind.2014","SDA.ind.2015","SDA.ind.2016","SDA.ind.2017","SDA.ind.2018","SDA.ind.2019","SDA.ind.2020","SDA.ind.2021","SDA.ind.2022","SDA.ind.2023","SDA.ind.2024","SDA.ind.2025"
246,"FIN","Finland",NA,NA,NA,100,99.8222114167452,84.4723608602386,75.5986523373621,63.5911710120167,60.0222805627248,65.6907431134242,61.851160269119,59.9579927392111,65.7138287980483,73.3635105186357,78.6613569988961,79.3943569583575,84.6864490032502,83.3004976421314,79.0891660112613,77.1673479513431,72.5297937257195,91.6939650280946,93.0687712242928,97.9834896682404,100,99.6562638869062,98.8554157916971,98.5082238437114,NA,NA
250,"FRA","France",NA,NA,NA,88.7802120069668,92.4153226155726,91.5255150525632,92.7661152798233,94.4088186140897,94.8222203646881,93.9851942838071,91.1029540192978,90.3098747916921,88.3216943891297,89.7339791068254,91.9651600646039,98.4857707262108,100,100,100,100,100,100,100,99.4164681256488,96.1653600371655,90.8926420286327,84.3292160145429,80.9961019515836,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,12.9488771729741,25.1868221189605,31.6346855731167,38.1416319643511,41.1673808562712,44.4524177041601,39.9449828228911,33.2736537560857,23.5068390600329,12.4719261432254,7.775968644515,0.669775890534936,0,1.71687950651375,2.43520125023822,16.5619637147688,26.585401715777,35.525948754658,59.0135385097964,77.3330525790529,91.8629489398021,97.6238090653721,98.3223510725316,93.418943263087,78.6891043670706,NA,NA
270,"GMB","Gambia",NA,NA,NA,30.1871912323413,24.0612962011378,15.4347078592949,10.9303712889627,9.76156888294209,9.38849820542663,10.2522240620625,15.5017818280523,20.6013278843166,23.2265571662611,23.4581361823551,21.2057313705849,27.2229116720598,34.2949363916362,44.3648847417011,48.5093665740571,47.4228742826851,48.4967793934569,41.0227714646842,33.3261969368951,23.8227252411028,10.4856240131047,10.3905130394204,12.5357211863951,21.5358607810976,NA,NA
268,"GEO","Georgia",NA,NA,NA,59.1432519261188,68.9369799446788,100,100,100,100,100,100,100,82.9510181810454,40.2239547491961,7.92804113824637,20.2133777121828,35.7453247523025,45.5992892628326,51.8380008371167,51.3841502587183,57.2366470115284,50.3876010287497,42.9760588153264,31.0214984630005,35.3782158668909,41.4475395852787,46.1669606176263,46.3961572690825,NA,NA
276,"DEU","Germany",NA,NA,NA,100,100,100,100,100,100,100,100,95.5551313699596,84.5098423170259,79.5338837258024,77.0951543146049,74.3470646478579,72.4871043492323,71.2082917138153,72.4243727212108,71.9986306331784,71.6963052904121,71.6991392559768,70.5591576358136,74.8783517375183,77.6005228117486,78.1003588433973,75.6545938774297,75.1320653722207,NA,NA
288,"GHA","Ghana",NA,NA,NA,0,0,0,0,0,0,13.4870896648205,16.659557508527,24.2011412318057,23.2414715175528,22.0189711008675,27.3822661242854,44.182533457679,26.7001754865092,10.2759083667463,29.4945519444849,53.6100964737633,38.6445292746699,25.7923757991508,27.800264393452,35.9854448823571,51.4198833311494,78.5799158945005,89.8839306694461,89.5911640421763,NA,NA
300,"GRC","Greece",NA,NA,NA,41.7070579012765,40.9796701119241,40.9902456796664,41.7816904298632,43.45007656931,44.5686044586836,45.4071782888163,49.4660187174792,52.8683840021691,59.1141459510163,68.8227656524571,90.4447086999567,100,85.1595120171231,71.9614204116251,65.182311388438,56.3786375358738,53.8021552095979,52.7165943757268,53.7618399757835,57.085566761202,69.0051300129962,97.2741355398802,96.1917771200849,98.6312455462309,NA,NA
304,"GRL","Greenland",NA,NA,NA,70.1534056580042,71.4400527012343,72.6741837167982,73.9928276288232,75.5191358851317,77.2156623221416,79.1635859247188,78.5555681698577,76.0644672578231,71.9498061900966,66.7809574649592,60.5882779521504,54.1826329114133,48.2674484311694,44.030950945905,42.1318047824605,43.3264520736478,44.7156985111421,46.0045441026022,47.1064905826847,47.9328665921795,48.4204293579735,48.5347218193069,48.200028710343,48.0423041406582,NA,NA
308,"GRD","Grenada",NA,NA,NA,0.0415493471198118,7.02449000215898,16.5585439549822,66.745900368862,100,100,100,100,100,100,95.7266480387498,63.3141868510593,40.6388556843352,52.2936413659371,58.1877288079355,71.9387818098941,79.061551826817,82.7089564805829,80.4919399814319,71.3742743951248,60.1442235188397,48.5989798780553,52.1514712759585,49.9077312611776,45.9681197069947,NA,NA
320,"GTM","Guatemala",NA,NA,NA,0,0,0,0,0,7.70751004554852,10.4518548384107,17.62879911382,25.6225001291155,29.043870621981,32.8856887817427,43.5076391722089,48.1363757179292,49.8632533540225,49.3506975196054,53.7159011551876,48.9423221608926,41.6698207326598,38.0652439465983,33.0235193092782,23.708353287229,30.2153444592543,32.344296980507,35.9889922811761,38.4795204785795,NA,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",NA,NA,NA,37.6071415112619,36.606543388246,32.9826116822579,33.6417592814038,35.3337315100852,36.2373157430981,36.3775287034552,36.8293229067083,38.1990516593299,25.8940241641045,14.4645125861209,1.50663164956745,0,0,6.4400084466993,12.448354113462,16.2247372510442,24.0166456865685,30.5572421093547,25.2671111578398,19.9224288163691,9.73663301363406,9.5594006321746,11.8072424610584,20.8010993759563,NA,NA
624,"GNB","Guinea-Bissau",NA,NA,NA,57.6026618854021,67.5929399753249,71.0014661601296,74.6568186908398,70.2040854297957,61.6376932853809,49.9854970314026,38.072182935993,26.8742404522038,26.4613081561554,22.1359137334091,26.0450545108967,33.4716428436309,44.5648730240732,52.3844158355407,54.2680956954151,49.3377470627776,46.4330098108008,37.7581909474146,30.5684827199354,22.9575725726385,14.5901297928093,14.3588574268218,16.1726496238965,24.2224558514763,NA,NA
328,"GUY","Guyana",NA,NA,NA,42.6517268277657,46.9922129979432,51.9768513872746,56.8821076698729,61.3717902017102,62.9439151263294,68.9687876213098,80.4397109293425,75.1687627834432,62.8959982934018,59.3427592864217,49.2038950342973,44.3558642977685,35.1085815906022,25.2677372912062,15.5493352186729,16.5070499285825,25.0286711704794,25.5119831776574,25.2866456013333,30.0612514111402,31.2895117007468,37.5309063580898,37.9709052338359,36.4702211743833,NA,NA
332,"HTI","Haiti",NA,NA,NA,41.2613495558839,28.7974763480895,14.009500253073,0,0.530214212452918,39.3109167127968,51.7033954429314,66.0142004893407,56.2637037812303,50.1818425130257,47.4069837976142,41.3840633676726,18.9977157120372,0,0,0,0,0,0,0,14.9218667625619,36.1238952422063,41.0552785080168,45.1469529274088,48.3658418492994,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,13.6408083205367,21.1697908940273,29.8373402662785,36.6328457712107,38.8985716188713,40.3838499026857,39.9978970265665,45.9498581696845,53.2736229734447,54.8632148487641,62.6386592500751,62.6532412542875,58.6686616427858,50.8309449079306,NA,NA
344,"HKG","Hong Kong",NA,NA,NA,65.2263335456823,77.7187980369561,82.1318071086202,77.8900528640137,63.0076328948467,56.5458956359292,45.6340310797761,42.3198398143443,42.2194995249255,35.1835173821359,25.4372707629892,36.2966970371832,40.9692270239971,45.63439811745,42.2209741180351,41.8781065276845,45.8556920680932,49.5259457836418,51.1643865948784,53.9434489979845,56.2317750016196,82.4196469767354,95.0209197690561,100,100,NA,NA
348,"HUN","Hungary",NA,NA,NA,76.3839270093926,81.5675315076027,88.3658149834102,100,100,100,100,100,100,100,100,100,100,100,100,75.3644527034104,75.8972029267646,77.1206264186573,71.5585934919124,70.2583974993488,81.2252979522927,89.5081029777462,94.134861739687,97.2621230981358,100,NA,NA
352,"ISL","Iceland",NA,NA,NA,35.8277674308386,28.4368557180726,30.2720812688592,27.2355469450833,24.9080239684105,28.5488441239249,36.4430768109276,43.2525698289252,37.4617083593863,24.7640519514333,11.3515671547139,3.49893886139067,0,0,0,0,10.8319298752181,38.8703983842499,48.5764567414391,51.1817851686204,54.5088527651777,60.8902964936004,62.2261943935717,61.041974793122,57.6190935424278,NA,NA
356,"IND","India",NA,NA,NA,23.2623377407924,24.7659461049984,25.751339784462,26.8404466097236,28.0652074036247,28.4198229656485,27.1298738511181,23.2995652012365,19.3321245046659,16.4468570215202,14.3802054512371,14.4269766431765,15.8444772615839,17.1794827531483,19.7510332003289,20.4043381581936,21.8363218811601,21.860844562803,20.795639830152,20.4959251170353,23.1971073304899,30.3136920769718,37.0146748174427,42.8982385963411,48.824100720666,NA,NA
360,"IDN","Indonesia",NA,NA,NA,1.52045148376804,0,0,0,0,0,0,0,0,14.7340329735832,19.2319666220139,21.3081130025687,18.7642108804855,23.0168268304581,27.522668042966,32.4679958420941,34.9215908905469,38.823391760967,37.8879172478793,40.0193622377033,40.0588233878442,35.8073443960376,27.197659325174,16.6645915239467,14.9185606738759,NA,NA
364,"IRN","Iran",NA,NA,NA,17.5122043785831,20.6090331604066,22.148463088886,27.2649966846595,34.1501240050694,36.564643609572,38.0349810340942,38.5796699058062,38.5742976371942,41.0535708512968,42.7664731523883,45.5348671860203,44.6367810211792,50.502417108728,60.5974155982354,68.0546591318594,73.3247338887083,75.2948977447999,74.1194200715679,72.0976390773065,68.2440376333714,61.9408892867371,49.639212951162,42.3245315917565,35.7114901565308,NA,NA
368,"IRQ","Iraq",NA,NA,NA,13.0039274958489,38.9355060210519,68.1883508978544,82.8228988422496,85.4749778581615,79.4087395779677,80.4090619483144,80.5354198553838,70.4359636784995,59.6040584502484,66.5255097892565,62.1116205925396,50.6934601905058,40.0653215140096,23.0714822827573,8.04625334052869,6.08047655250363,8.9020996934502,21.0864747290992,26.3682981578007,30.5944288499707,37.4029968177396,39.4664177707327,36.1392190733205,26.8712148920194,NA,NA
372,"IRL","Ireland",NA,NA,NA,56.0573756298474,58.1097365611253,58.9398681082221,69.7574730585355,86.8820509604009,99.4664383758492,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.8488655973223,90.8880355179171,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,28.4464135363826,29.9892656429184,33.0031879580768,35.6055479189598,36.0166866665189,38.2258738837998,40.7855303854627,43.9672919799321,47.6947824092019,55.4169960368284,62.4221255493562,63.9376803358771,65.4901732999648,58.5240338010743,65.3979541656288,74.852444380468,82.0427917348092,89.8267449008533,95.7233615730579,100,100,100,100,89.0465397288907,89.2865182990389,NA,NA
380,"ITA","Italy",NA,NA,NA,92.3974129353971,98.1980815819032,100,100,100,100,100,100,100,100,100,100,100,98.947956009513,75.2702332555874,61.1245664373865,55.4688329928578,54.8632541283459,62.9991072752974,85.8235197151191,90.6796052129168,81.4512444506563,97.1276964672418,93.639485707691,95.0490980838434,NA,NA
388,"JAM","Jamaica",NA,NA,NA,35.4490381106751,35.0370928373135,35.2935435930708,35.3235554644674,36.0701598980826,38.9990974364548,43.0599333578193,42.3626148560308,43.8818329044936,50.159132228539,65.9485672997251,73.9718270139131,75.0981720007196,69.1819537665887,62.0438832837356,57.6290143145629,55.3002460283677,57.8251664466805,62.1254059355277,48.0950216535162,45.5909019747522,66.582083218478,92.394075657896,100,100,NA,NA
392,"JPN","Japan",NA,NA,NA,80.5978258405418,75.8039264104801,69.8053163410634,72.0953239945582,74.7271101802786,76.7611258137061,75.8806959102382,74.9812591948552,79.1581322216919,85.3712854097566,90.7719611006687,90.7106629677957,85.6347303652286,77.8608280309117,72.0838968204552,67.7647995256823,68.1003633080112,68.969079138031,71.3326184027477,75.8319727994789,83.8082897117408,99.8126682598707,100,100,100,NA,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,23.4875251588787,21.9657658904872,24.5111494117831,23.2521356933688,26.9966814629999,38.2181963755407,45.9778104107786,56.4897002913748,69.0299710648918,80.5933109506685,95.3841301915123,90.8800093613745,75.9042885537746,53.9269336202457,35.228106604448,18.1048102777516,12.1284096489966,32.1155424880284,49.553171661507,78.7408526883685,100,100,100,100,100,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,51.1056754516789,50.8819435523606,51.8167192851839,50.3958902061313,40.1102419543945,30.6935796302386,30.677758246908,33.4796003262271,41.5809799176096,50.6154295503599,70.7143480856018,86.5558805699821,93.34541104704,97.3142625858127,94.4123499599955,92.7654106914884,90.956601379254,84.1141560622951,73.6032926426246,63.4589615949404,63.2345599345516,63.3998925747626,54.1397759610942,48.6620812141825,35.8135456525227,NA,NA
404,"KEN","Kenya",NA,NA,NA,40.5508880510965,31.4748806560302,27.623472393107,27.6480652096242,33.3688790413291,36.5898434653331,37.7488989381151,31.1147924515485,31.267346407106,27.7591911928146,22.2652050479626,11.4246267330365,4.04233622194219,11.8007892542866,25.9895012705747,35.8058461240033,62.0829502247166,75.4571986341256,82.3716903384911,89.9756770122848,92.1711111731397,94.9945352153946,84.1147431537074,77.6999557561955,67.3177386644322,NA,NA
296,"KIR","Kiribati",NA,NA,NA,17.4070042405915,16.8987189871511,24.5753624007973,15.0355365912207,7.6002996122978,7.73485943486739,5.94946730397305,0,4.34214021422488,10.7102405691426,33.0611907821488,38.5225117979903,57.1517660069357,57.9700963366257,60.1862843652255,60.4435767021657,49.475192108263,33.224626059282,34.395038901216,30.0082652556432,39.8102998424353,41.6966941915509,47.5576184654585,51.5153677649464,55.4053299623942,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4080112109393,32.6054693677977,30.1294540312873,32.1917147432614,32.3623496967491,38.4219689084188,41.3650039498574,43.7676907358757,51.9868074768801,57.289518155076,56.3015035859889,52.4925324923224,49.0541281151435,48.6929922806414,48.860307581858,NA,NA
414,"KWT","Kuwait",NA,NA,NA,36.8635386229974,0,0,0,0,0,0,0,0,12.4261861190292,21.6298575514283,30.7398589860133,36.9380873798657,41.7807084343607,48.7336659341865,57.3918328230541,60.6529517734047,62.9164231855679,64.5609033699042,65.3274086985115,69.6797586812713,68.6515945186427,64.9439726607228,64.491192414682,60.8990459339119,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,52.5796944737283,56.1930826019099,73.1801563356942,80.8897502691201,58.7761448346135,45.042799226769,50.3698341264753,46.7675304221552,37.2083085043581,20.4202043049232,11.3819579771383,9.9901857043,19.2967309705392,12.0486511972701,9.11122578006329,11.3363328409015,16.7917409168343,29.2770823128999,37.606597651726,33.2381523439049,36.4231916875892,45.5103081291378,49.350655118517,43.6576456997724,43.8319945718235,NA,NA
418,"LAO","Laos",NA,NA,NA,0,0,0,0,0,5.56174976599446,13.4021162382496,13.5354029832668,9.47002663770633,0,0,0,0,0,0,0,0,0,0,0,7.44771638038381,16.6532556574742,22.1407750199463,25.164604357937,18.0522616843184,NA,NA
428,"LVA","Latvia",NA,NA,NA,74.7922712254587,100,100,100,100,100,100,100,100,100,100,100,100,100,100,88.4754132751673,79.4401171317277,82.0896678973148,84.0585986132882,73.5174203948293,61.4418228467448,61.7398215079355,57.5838376640171,51.4479440572992,48.9444305478811,NA,NA
422,"LBN","Lebanon",NA,NA,NA,0,5.04058646342637,6.79260508233756,24.3030175589405,39.5327789236373,48.2097120092425,55.4285551988857,64.3579179902227,66.2323668881229,64.7240853637562,57.8253719837761,55.0011656913254,46.7599661571251,43.0979717094031,40.3885662037113,31.9117523448888,25.1103773657514,25.2199568545064,24.4663721789851,23.2468633522072,21.1612807298979,32.6224592567623,51.4626551288113,60.040891180928,61.6952450315908,NA,NA
426,"LSO","Lesotho",NA,NA,NA,47.1151350933659,47.6320469097977,47.8226736353677,48.5405516409568,49.2934788884495,50.3408812716344,0,0,0,0,0,0,0,0,0,64.0882233735639,73.7890101098449,81.7806151794565,83.5143049109802,77.6160497357163,67.7253284613243,54.5050619878894,45.0304872466207,41.4572377169942,44.3987006231724,NA,NA
430,"LBR","Liberia",NA,NA,NA,37.6424253461087,20.0581237549801,10.0014514936814,7.60320500222834,5.56439092432501,3.60100918482154,0,0,5.8089960084631,21.560092404872,35.9667667295586,26.9235671289035,27.1415354402471,32.4580233693874,39.8884427209348,41.0530127843246,32.6738639093953,24.5353818091003,16.5017515018558,15.166908543159,19.1694484364157,11.2857972740324,11.2500725038685,13.3528328096836,21.8606116386053,NA,NA
434,"LBY","Libya",NA,NA,NA,17.0866710839639,20.9797820364696,27.9196005122397,37.0607627892714,45.9341594795003,54.359343439498,53.4769561224193,54.4490955073885,60.6483154672271,63.4713035724708,60.292902901132,56.5574172775421,61.3574345711405,58.1346219355678,54.6845185016827,54.6264904189819,53.1281339611006,54.1797350791341,59.0267885070194,63.1419244731501,66.9130732325344,72.4834424371554,74.0993075854782,82.7992884807473,86.7157175170396,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6740024499923,51.0058856777862,53.284028909172,55.114616444048,56.4910999123876,57.4792479560189,57.073744699116,57.7730137169052,57.1277467789004,55.8319211055716,54.3996304837544,52.9339133877562,51.6115050408361,50.5838639941033,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,58.9901890191067,73.8517792576878,100,100,100,100,100,100,100,98.6023007127729,87.8058766969046,88.7312960490496,82.5711491883006,66.2749155778192,69.1404524133202,73.1511228413838,69.2843494596948,63.2366747410542,67.5623391563547,70.127430676122,76.5415897997602,79.5114764116433,79.1462882189477,63.8672793571643,60.5543513185002,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,100,100,100,100,100,100,100,85.5679765241051,74.4537549419186,88.6653721557042,98.6468128052639,100,100,100,97.2325896265871,95.0764794242546,92.6323090630322,91.6256202992876,88.1393864462693,91.9298406940681,91.5887315571454,94.100096296504,100,100,96.5276519953309,NA,NA
446,"MAC","Macao",NA,NA,NA,14.5378049000991,16.8303345932258,16.3328385604867,19.1603898129639,18.3319552236057,19.1445051806371,25.6032276833315,36.969014369292,53.7702179908704,78.3937545191255,97.7466643071712,100,100,100,100,100,96.1884228521875,72.9678086263433,52.4534951324803,43.1580421711119,28.9702301483892,39.4697717642348,49.9625983922679,53.0550184508243,52.7036671445584,NA,NA
450,"MDG","Madagascar",NA,NA,NA,0,0,6.30818473335988,30.9112174299527,47.8336058110915,52.7801866913477,51.7522511899652,52.7784033923422,51.9666017793213,46.1704345057681,37.8730963528755,30.9185858829472,17.3858162836669,6.5167662707552,0,0,0,0,0,0,0,15.3860611653142,21.5049620852785,20.7641453141832,19.6104769412237,NA,NA
454,"MWI","Malawi",NA,NA,NA,3.86863799834816,27.9487024713255,52.7510234269611,69.8356432088527,84.9478445171322,91.8422762287146,100,100,99.6859908425866,89.3558507550559,61.618176173737,58.6462072465014,61.092952424174,60.9180362891233,61.5159166136029,54.5683547473323,53.3323309946191,51.2050886179825,45.1106518480356,39.4720972550207,35.6494016596956,27.6451224462681,25.172976015586,25.3426744046852,31.2237901695272,NA,NA
458,"MYS","Malaysia",NA,NA,NA,31.4166048622268,37.008214058784,39.5282775334872,39.4439493153423,40.089186353977,39.4785642494152,43.1033442210125,42.7506242123139,35.6535681740348,32.8977744084695,34.2376172322927,30.1581320369036,26.2284612059529,21.5190083211909,19.483219484421,16.6399282064006,19.5546268361954,27.9459369573989,30.8592840746527,37.3062830084947,47.3428161904904,50.7800269460153,56.3567784176348,58.8890806450178,60.2172214727512,NA,NA
462,"MDV","Maldives",NA,NA,NA,0,0,0,0,0,0,0,0,0,19.0579652120687,32.2369141239632,48.0514627977611,58.8123279279667,59.5438049428745,62.6854549611701,56.216429957658,54.5044833032098,45.8387757792128,42.6996451538899,35.5829628378917,32.4835496737948,38.6283740368337,48.2078500643415,57.1615449807827,63.2214192091685,NA,NA
466,"MLI","Mali",NA,NA,NA,20.8231211473614,14.2066567818342,7.34004417463942,5.94442388086321,8.41941170356256,11.580331238582,15.5507142861198,21.3082215414001,28.5645190211723,27.6623762006121,25.4807618352831,22.5537183926177,25.1405138176423,30.9701892420683,39.0455392909438,42.906034131536,42.7648930457171,42.4964539399043,37.6799947729371,32.1285128672849,25.4686241330882,16.2268507343019,15.8704581502087,17.7235844058036,24.3176232367947,NA,NA
470,"MLT","Malta",NA,NA,NA,25.2437314492937,33.4233170338272,42.6988614393285,53.1069552745024,50.6406400796119,80.5515025307969,100,100,100,100,100,100,100,100,87.6610742107564,93.8761298107328,100,100,100,100,100,100,100,100,100,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,26.3275519229301,29.744774204713,28.9252195416892,23.3630587117942,13.3632673713805,10.0932997612914,13.905373323295,22.2843375610823,35.2295491587226,47.0517875269688,59.7905713421237,73.4640553419028,81.522949896132,82.2668217598361,78.1835038915667,70.1320024184305,62.970151887797,52.8175668246745,45.4071610060733,36.5605596293319,31.9807807808504,36.5688389492373,45.527349868754,54.1839202928119,59.9621895931468,NA,NA
478,"MRT","Mauritania",NA,NA,NA,98.1056262562866,100,100,100,100,97.5068357550298,76.0273008141344,50.401050333435,17.131710931061,13.8397857083707,14.0086586976194,16.241425889952,19.952205493034,26.9678616373585,37.6077699209177,45.3197945056431,46.0945354107935,48.1200439439665,40.3726506624156,34.9966601315168,26.6663888797336,17.8242496089388,16.2052648028506,15.5877534264306,21.0612966152402,NA,NA
480,"MUS","Mauritius",NA,NA,NA,14.8011601498032,9.18114885616124,3.00558476161895,2.99311727427352,0,0,1.57857501555888,6.02445417338691,12.5170427776573,20.5549027389042,25.8544825860321,27.1285817908503,28.1796849475631,30.9197331838472,32.9476546531951,37.0261220949203,41.374135837888,41.6221779562156,40.4631247243053,41.3228539713829,43.446403571676,48.6994558487249,50.2971769803347,50.2125868806557,49.3111526962283,NA,NA
484,"MEX","Mexico",NA,NA,NA,36.9034338696044,39.5352294337047,42.4510106218737,47.0419389354005,50.8508297435208,53.5943833948932,58.4783607232151,65.2947499856526,65.4850503506784,57.5020691584683,55.792214514001,54.630103233065,52.3627651837775,50.1300314823053,47.804467754778,47.8298779294204,43.5404517839426,44.9390906774285,48.2693908863704,49.9823006015246,49.1498937073232,50.7923058268028,56.1214337679556,62.5312955355966,65.2092968831841,NA,NA
583,"FSM","Micronesia",NA,NA,NA,23.7066132450583,11.2378817866088,0,0,0,0,13.7990119833469,48.491137062689,63.8506865021536,78.4679796488064,73.3769637464318,76.5007132938459,91.1947548536927,89.518816302571,81.9394267645941,71.4686579089461,61.9640008661017,56.4029405599442,53.3410488502735,49.9627448705387,39.1130740803796,41.6537691195135,47.6013295411634,51.6000248532088,55.5894869171975,NA,NA
498,"MDA","Moldova",NA,NA,NA,52.2343917064534,57.0448187212457,66.7814862082857,83.3529062680104,100,100,100,100,100,81.9489920815067,69.1133446414692,66.6031002810565,67.5512968064805,65.5772750044614,53.2830819460596,55.3261433686796,57.9754783259061,55.5730201043298,54.2673454663019,53.782795139475,49.3208000256075,47.70002929038,40.9930663648608,26.5790175105245,24.7132689678336,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,82.1325136924415,80.6954317510317,71.8826833611793,62.2991227078418,55.9581943188739,52.1254135996612,42.9403429540309,36.9871035289984,31.7616980715682,29.8924648126238,26.7141958994784,23.8771403400882,21.2413527549643,17.0961616218401,15.2459822941398,18.1031420655304,21.374460497434,22.1442780445967,22.691503263029,23.8334517296425,23.5952000235609,29.0259827549027,30.4035004913909,30.0726380881357,25.8971291327966,NA,NA
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,16.0973385258609,67.1991033169777,72.9279156474386,83.680962606494,96.4740083591639,98.7669949276893,100,100,100,100,100,NA,NA
504,"MAR","Morocco",NA,NA,NA,41.9045722350925,44.6783495696092,46.0010412942789,43.8754723327954,43.648577035082,37.1608331198083,32.9948516682879,32.9805340265183,32.3650062839701,29.9717591622595,37.4467316271698,43.509529894079,45.8421575801621,47.0581327870959,53.8945059353747,56.9897382599336,58.7010995838601,61.2415074748729,60.518121179182,54.9964994259175,55.2676741241927,53.7213936838075,45.1739161377088,33.0935545333925,31.48632935394,NA,NA
508,"MOZ","Mozambique",NA,NA,NA,53.4749913305848,41.2218732137916,15.4992009147572,0,0,0,0,0,0,0,0,26.4820730339701,39.8518414940296,54.5724275287402,58.1314610290452,53.7587401560948,51.0717183573196,41.1278052323829,29.8505036145038,29.564179194358,31.7059221894924,35.0119838260054,38.2734820513205,41.5875416155905,44.8676267238844,NA,NA
104,"MMR","Myanmar",NA,NA,NA,21.208470758075,7.3368773925415,0,0,0,0,0,7.24122861979662,20.0142036242761,40.0017929133195,54.5269410277552,58.2200750865217,59.0315220176948,54.7519697584809,38.901928480049,31.1768375466244,19.413619584204,2.53181812885805,0,0,0,0,0,3.81625653468619,41.9773293776557,NA,NA
516,"NAM","Namibia",NA,NA,NA,100,100,100,100,49.5259220896897,0,0,0,0,0,0,0,0,11.120071765444,30.9514765534898,36.8896524027442,46.0999457601511,54.0288775073038,57.969109141217,65.6719943653607,71.3537401634291,81.8463580729214,88.2479582713929,89.6203016981833,93.657182325787,NA,NA
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,3.33764747319364,0,0,6.90036242688596,15.3649047341888,21.5077086340343,25.8715898524384,38.9105205536996,47.0086898145781,61.8612176066413,63.333118178986,54.6027993780576,41.7729396733414,33.0664137376614,27.093185929649,18.0657706869675,5.41679790877315,0,0,0,0,0,0,0,0,NA,NA
528,"NLD","Netherlands",NA,NA,NA,99.4238377212649,100,100,100,100,97.6874041027557,91.0662540185329,82.9260764096179,77.0545410919241,76.1300058276402,82.4664008655886,92.4042109971331,97.3977948532957,100,100,100,100,92.6889791740687,83.0583362848902,76.5681698881172,79.0142217165995,85.3813418379745,86.3756652454268,81.5289660018606,83.1874048002615,NA,NA
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",NA,NA,NA,41.4669558215928,40.5803449009316,39.7460596855316,37.1343089035011,30.9699616472345,28.2384487840871,22.5138808502482,21.5432812442734,26.438267737402,29.5876752894542,37.5062583468645,44.8954498484255,50.3581381767684,53.8920756709412,53.1495523157417,54.0406303332871,50.8733171548329,50.6350021510183,50.5821634983266,45.9679512318247,44.3672511167216,46.7038424061674,46.2498370050162,47.1391848294822,48.6224289381619,NA,NA
