"code","iso","country","BTZ.ind.1996","BTZ.ind.1997","BTZ.ind.1998","BTZ.ind.1999","BTZ.ind.2000","BTZ.ind.2001","BTZ.ind.2002","BTZ.ind.2003","BTZ.ind.2004","BTZ.ind.2005","BTZ.ind.2006","BTZ.ind.2007","BTZ.ind.2008","BTZ.ind.2009","BTZ.ind.2010","BTZ.ind.2011","BTZ.ind.2012","BTZ.ind.2013","BTZ.ind.2014","BTZ.ind.2015","BTZ.ind.2016","BTZ.ind.2017","BTZ.ind.2018","BTZ.ind.2019","BTZ.ind.2020","BTZ.ind.2021","BTZ.ind.2022","BTZ.ind.2023","BTZ.ind.2024","BTZ.ind.2025"
36,"AUS","Australia",19.7931533552917,26.4010981325693,24.6983448426956,24.3848891493017,29.0334044820117,19.4103498343532,27.2647707624404,34.5508577657558,39.6622120914069,40.235038332015,42.7926062241223,45.4961549080586,45.7951934065962,43.5903087022272,45.6274650154545,46.5749998716344,47.387593144944,47.2296247101873,49.0986071007448,50.7777813614242,50.5686050689694,50.7115061961336,51.0595869577664,50.4211127277609,NA,NA,NA,NA,NA,NA
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",18.0765506698252,21.6211309061522,26.3652264010531,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",56.4325134340195,57.2187475488723,56.3265871623398,57.6231086811709,58.9793635361859,61.0988330457765,62.5376586462472,62.3423586866726,64.1833903877113,66.1751476953828,60.4930946393584,60.6949384936521,61.9943238088231,65.3512909895218,69.4213020922563,64.1518875584048,54.2038990620983,55.806267041087,57.044014268198,57.1403614126216,56.3089138860153,58.4046179688062,58.3718162037944,58.0063592983221,NA,NA,NA,NA,NA,NA
52,"BRB","Barbados",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",0,1.36733927505688,0,0,0,0,0,0,0,0,0.810806042340033,0.786925443926663,0,0,0,0,0,0,0,2.59542121809156,0,0,0,0,NA,NA,NA,NA,NA,NA
84,"BLZ","Belize",86.9349890066013,80.392234040501,88.8478930879719,88.5333610990117,87.8188964363188,83.8174455882553,80.7147863487055,78.1194897818381,72.8356774717936,87.1334756707929,91.4199852167921,94.7131720116754,92.9197019827264,87.6585647989566,74.7342491707698,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",85.2799441430387,84.9700441856107,81.0754523615961,78.1171073182907,76.6758175134675,73.4963115738786,71.2928059765798,72.5703646149993,74.9799191911565,77.646815442937,77.6358774516788,79.9503205384348,74.3851450368997,70.1395936100781,72.3121412216533,73.5100047285056,74.7996697052081,73.590041975897,74.1409345567414,76.8947841572428,77.8202055687266,77.7618489483988,77.1102475912717,76.8603805593295,NA,NA,NA,NA,NA,NA
60,"BMU","Bermuda",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",56.6846297790483,59.4567241239178,54.9128942961699,57.1005933065483,50.5916683437768,55.6557413657389,53.2824714203603,53.549804561917,58.0829579292492,57.738603029398,56.5425679322882,54.2979882073819,55.0812033723122,57.5783614479482,58.3873861163082,51.263627057432,55.3504592203127,56.2666280533575,53.2695621969003,53.7725255566015,52.5793380275013,53.9327819101944,52.3144740700052,53.5992905803534,NA,NA,NA,NA,NA,NA
92,"VGB","British Virgin Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",8.21017931740715,2.08295759719353,11.9435115645256,21.503207172655,9.37285112760514,19.7822869458801,34.5644980441924,34.9440656907283,37.0038718232804,34.6251465778466,42.989165466344,33.4268435279966,33.1359714880156,37.5745107506655,23.7487947113575,26.8342315804193,26.8627455388998,26.9588390315243,26.5805252034283,36.5762026129604,33.3710634648287,46.5506719680553,33.3372604398397,33.2420895619337,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",3.40371423747747,2.4265278618919,1.97109835272279,3.1053425777247,1.45880069477684,0,20.366275215165,14.7257718392075,8.80393774649129,7.78963549723343,6.62552276233755,0,3.00686067142368,7.44542508281323,10.8604798631171,18.484657612024,12.7333092440245,9.91744011951454,6.61922681848985,0.171409653981769,0.0120406728372302,0.148087406079824,2.55724949833694,2.94914541350336,NA,NA,NA,NA,NA,NA
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",99.9771240659333,99.9598225816059,99.9915733851155,99.9911412432242,99.9970932690941,99.9865662580945,99.9639646004027,99.9709964654266,99.9648575625594,99.9870107539213,100,100,100,100,71.7505431488305,65.9326349015452,73.1529316745933,75.0851052481693,78.5953468684029,59.1850367005134,60.855361589075,71.185280571475,65.0418298345952,61.1283338027124,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",21.4024312715034,21.2540569568433,22.3637353801305,22.6270428312794,23.1179036641043,20.8271359259355,20.7490675126275,19.7017386217813,19.998678343562,19.3745679441756,18.8442030664286,18.6145952624675,12.0015863864239,9.39679256061056,14.3580641784751,12.7421189684152,12.95584037498,11.3172722294165,10.6873682174686,10.6819390321998,9.85309377045411,9.94644876616793,10.2492153426874,10.7244338451948,NA,NA,NA,NA,NA,NA
120,"CMR","Cameroon",50.4802580913206,51.8613951370039,52.4950047577039,50.930190627748,51.9437008673205,52.1298927512924,52.4701743763753,52.7920127365851,49.51907033533,59.3646784629547,65.329650980349,53.426368506863,53.712210333505,54.3766987170737,56.2142254029789,55.5234249531687,54.6499129586721,53.821259737613,53.657715480509,53.1430630521861,62.3501875322219,73.9592931305751,75.1117307266817,76.1897343272244,NA,NA,NA,NA,NA,NA
124,"CAN","Canada",37.2714494948942,33.1396869825527,32.6321737303657,31.4408304903811,26.0782160820876,27.7321247961407,26.8531304122707,27.0720405957859,29.3865893168312,29.304374564749,28.6850378328472,28.0846976483604,27.7670154768002,30.4015552258596,30.1151748881443,28.0988383754439,28.5667662129085,28.9350862811224,29.3091708087859,25.759498546477,24.703973742511,23.4608416134658,28.2529825644999,27.968242751965,NA,NA,NA,NA,NA,NA
136,"CYM","Cayman Islands",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",94.0228549954291,93.4612617435926,91.8309871069525,94.8305421673227,94.7340866437966,95.383600603092,96.2882397875186,96.5761101680851,97.1928258412121,96.8479365157274,96.8234175514033,96.406281695253,96.8035081539902,96.6722022536138,96.5938576606975,97.5216789586999,95.9057155676942,94.8157594033592,95.7405766903616,96.7114167631989,96.4414813521164,98.7107847951495,98.7548344707631,98.8044420561142,NA,NA,NA,NA,NA,NA
156,"CHN","China",22.9614523194577,26.9956134073405,25.2615903820376,25.5104807838453,26.4068263730281,26.3014128132797,26.7774931409699,28.3957850576984,27.9512796316428,28.0802963650141,27.2662618879184,28.3997410552969,28.8210986376355,28.1086354839724,28.6595873430793,28.7911034877889,30.1881404808492,30.5227628605145,24.320802829804,25.0291872193554,24.6886878133793,24.2960136935713,24.0474684437001,25.2854631142051,NA,NA,NA,NA,NA,NA
170,"COL","Colombia",44.3533874788759,40.6902126010431,34.0095524125991,42.0772853572895,40.754285519098,44.559578506272,72.5548976424669,36.7821836357065,41.7155331212584,69.577525974056,58.8682248288916,60.5098508529813,51.7730398176976,45.7225760361966,51.9661977544294,57.4088774181596,52.1507853251809,49.7725090071265,61.660663854202,56.661088975929,57.9007572185267,46.8502611057193,55.1238369621728,50.6151899621702,NA,NA,NA,NA,NA,NA
174,"COM","Comoros",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",25.1522024184907,24.0564073928346,33.5261589109984,44.3530113642015,50.6748994747474,59.887003045017,56.996233062203,53.330370364914,46.0470378514042,49.3282618242996,46.3827789355349,44.0035433373776,54.8568515668573,63.0454991522163,57.2656150922077,57.4125261771719,61.8958534646195,62.2079943200668,56.4735290751184,58.2770118990733,59.6243737891456,46.1526010457625,48.2864754867059,46.6345840609602,NA,NA,NA,NA,NA,NA
384,"CIV","Cote d'Ivoire",28.3296734548295,29.2599743723425,26.8010017200603,29.5568676071447,26.7868511217746,27.1600865681758,19.2058416036478,23.5004638939249,19.9588822557275,16.8468677155353,17.0228782174733,16.9980471444769,16.9626492470083,13.7546862457322,16.5243937783925,15.2336018364315,14.9239242887135,13.0982530094797,14.7373573277104,14.8391855526239,15.994332987227,13.1768249749767,14.8533087392053,14.7734776068173,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",35.0284483552809,38.0661696712647,38.612729228023,42.7073817384662,45.0435526656143,44.1778680257646,49.4290774034268,45.9450526368958,44.3748546357171,42.2619186139294,37.7562505032076,39.0967943779544,39.628635882824,44.240964531603,44.5261726609459,53.3868213072988,51.9395816097899,53.3604877900192,51.4984663586217,54.1610638735161,55.0124772545611,61.5331604014599,62.7056989324003,61.3274011676335,NA,NA,NA,NA,NA,NA
192,"CUB","Cuba",64.4300983494065,76.2633732713686,79.0229271927401,76.6096891709746,86.8532082269148,83.9284317301674,82.0630917474886,80.812534534121,80.4170826305234,77.2753859366041,77.7884514992311,91.9578276090735,90.8590508757365,89.8231091330922,86.2456674930867,90.5447927404581,88.9004197153429,87.7126348586908,87.698740027305,88.1244768706262,89.3870126935782,89.399762216152,84.5036973569873,88.704643057748,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",22.0325118214791,15.4349345485517,63.5469449168469,56.7550765986526,57.8665382268104,52.6071763212356,60.7826297242076,41.2767939746792,44.5867770044077,43.5076079962375,40.7768295963834,39.106950678149,38.4256917090603,39.8002378077122,39.8230072904176,48.2266489461247,49.3807329792118,70.4063304385574,87.7796238833594,73.0560066598091,93.2492134092195,79.2937018433799,93.6473893677175,74.521849116979,NA,NA,NA,NA,NA,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",27.6820768366098,24.0986449901021,33.2488056572876,34.645549190299,33.3503179854389,30.0677367783456,26.8458498084626,42.0636408137246,40.9232411689438,53.0507426893159,40.3161389371421,39.6814969688858,32.1862375867011,29.4116218062647,22.7625224188445,23.2078830933307,30.6821395522223,26.1838863554758,34.1810967516471,35.7543964628141,45.2901120317809,26.9931191132891,33.0139058287101,35.7837272638777,NA,NA,NA,NA,NA,NA
262,"DJI","Djibouti",39.9186238401343,51.1143545166826,50.6707954601149,53.0215005573521,48.03237701566,45.5653642774045,45.4873740816261,39.0455684178376,34.8030757306753,49.2585913078471,43.3519151862781,49.6978507432566,59.0588374099879,46.7997869946186,44.4832738382057,93.5087224438327,89.4105860208564,89.2352264531769,91.4442481620268,100,100,100,100,100,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
218,"ECU","Ecuador",90.1852499832048,89.1932995245151,86.3933223218214,95.8065833050395,94.4523491816445,93.866362232715,89.5302809603048,90.5505510561436,90.786753831547,90.5044332908961,89.7722242130875,81.5334223235743,82.8402763402877,78.6589148401655,72.1672885217121,78.396079191995,75.6694298907037,74.917756856806,76.7050195078998,70.4615263812869,86.0548474563926,95.3351088933743,83.1413022029264,83.1961365246383,NA,NA,NA,NA,NA,NA
818,"EGY","Egypt",26.3236190669235,26.1707078164618,26.0840275574649,25.0135478064147,29.3390803381093,28.2198539550552,28.6505285558427,28.0638693534879,28.7036195743983,25.9848780854982,25.9334528020903,27.8436376810683,27.7779382111109,27.1024188725931,28.0990621366074,25.581346093575,26.2565448629703,26.4176672800504,26.1658792672946,26.5398767267422,29.0245861690144,28.5105552862824,29.7578917195602,30.2880182281196,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",0,3.08468381680326,0,3.75696163919227,6.36991768390364,7.6833589091956,10.2873969303195,4.62130976665422,6.85646148609077,6.53498927332922,8.15545925724039,8.35974660077204,20.632513230285,27.2193557656972,20.1793677406728,45.5687896327304,45.7473803660188,47.5069600265804,49.4510718230981,31.255749664145,14.5894434887072,15.6765743763976,26.5428159977022,29.9371584184589,NA,NA,NA,NA,NA,NA
226,"GNQ","Equatorial Guinea",13.8583396741972,6.91521579683368,9.1358064555052,10.6074701745252,7.27540202478951,8.13339859422619,53.3748208843171,54.6510217880929,52.5009666054359,31.456757234916,33.0302819703537,27.1888049672272,32.7799145073569,32.4472727882607,31.0945035519603,24.6498985098242,21.1214194043785,26.0546423401148,15.5052149189832,14.8834596566547,18.460369430965,27.4438351486834,13.4523641818412,15.9439403275045,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",4.41111924347487,17.1054252584894,15.0662835506205,5.01254788033071,0,1.20456596283327,11.8305198876652,5.45040748525474,5.01646898082144,4.50068824913667,1.59409656486903,16.8245697050208,28.1219780514155,17.3140567491723,8.09362237272715,34.6535956568067,10.4383952293377,10.8051123077376,10.2632409521573,11.3742454971431,11.7649807543047,12.9059478889608,14.6349217972364,14.4905634162575,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",87.3774324777227,89.1639820291095,90.4074494052226,89.8786014711013,89.5081251583608,88.6359185236407,90.0210665516067,83.4350095834028,89.6365617305415,90.2766973482818,88.0053639877523,90.0900232425691,88.9000962000456,90.0031546375643,90.7002384527809,90.2469980732536,90.4725630141889,88.8167236995827,88.2313108592819,86.305664317329,85.2168651267603,88.120826205072,86.9386780882952,90.0595639006133,NA,NA,NA,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",59.8494713104956,65.0501335747745,63.6025458893889,64.4452661650105,65.5041542021922,67.6464209421215,62.7518335148464,72.0602976912696,69.1284218204804,63.0654020225165,64.24487327524,59.4218891232457,53.8984277655501,52.254362116093,61.9357574742636,64.3618770225832,60.3355170190585,74.3670440853166,73.2847710353118,63.7550508393275,74.3201583930613,76.629098926441,72.5422524902576,68.2731597601186,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",44.5874971960561,65.2016541104478,42.8813077301447,63.7242526557618,54.3791437867881,51.2094237230358,45.7337333240644,45.6175041958021,19.9211166302029,22.8707439117724,46.461555645875,56.3766427344649,45.4542738524148,25.630413117954,12.71770780616,23.2867386037534,15.2054318338825,31.3507774090976,39.89033032972,57.2876712688378,0,19.481739978203,20.5583961694169,14.5181516803788,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",100,100,100,100,100,100,99.9999999430317,100,99.9999999587576,100,100,99.9999999976852,100,99.9999999819725,99.998318531155,100,99.9999997921179,100,99.9998632269387,99.9998773859747,100,100,100,100,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",94.3314565223312,95.5448699134567,95.0892553253393,95.0207551513988,94.0173633417503,95.5653890848162,94.8470648482668,90.2345844949674,93.6388412722011,93.9951059878976,94.658433746834,94.1042088111472,93.566694585929,94.3087899763183,94.3532585680861,93.7931848079442,93.7043910188529,91.5541566788016,90.886762473369,88.8441873329357,87.8551697880924,92.3919414868575,88.2026156928438,91.3029105173349,NA,NA,NA,NA,NA,NA
250,"FRA","France",31.9387977540146,31.2245077363447,33.9423928253204,36.0236709066912,36.082706024664,39.4534380562244,38.529260090989,37.9536892001726,34.6409261717959,34.1385138126091,35.0903917539577,33.0972622798414,35.4818257447319,37.1514638113663,37.7759237631723,45.9125551952657,47.1197488649041,45.9008966980679,53.3513984360543,52.9493415312598,59.2107040513413,49.5141462014972,47.6782623249368,46.8688514398825,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",18.7416828778075,23.1048102979834,22.0857715847727,26.5522756588875,18.8253326161139,25.6040020468642,23.6751366057311,26.7172091362897,28.7618872091633,36.298600998748,34.8183305321218,42.9596758156901,38.9527984866736,41.0089652289922,50.7696487109397,45.4053893769785,29.801013930249,25.4296579842742,26.0187632560594,32.0507451456489,34.3568116501367,27.9197160256261,33.3424103083136,32.9702128198896,NA,NA,NA,NA,NA,NA
270,"GMB","Gambia",16.3262419150566,22.3859389933655,29.6433754709821,34.6990448902316,27.8001722464165,36.6419489827299,32.9617223091275,30.1383418408208,43.2425731191737,52.2788809303712,68.4040013317827,51.6455480567662,65.5464341423492,74.8303018337721,75.3762839717686,72.6076245655993,65.6363367402222,76.4488174646409,65.8059944285635,74.7464402640422,75.159488738753,74.4037870489898,72.2580530565082,73.5229832131325,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",71.0432215045942,79.4044914649265,76.0779614034692,80.5081145623486,79.0737678201951,77.2221236400195,76.7121041468575,77.6948422017259,79.1781840989539,79.2524158661885,78.8730655565304,78.3084923800825,79.0952195904088,78.6061304194232,79.1758154399291,80.0743492205606,78.9398900515824,79.6153488636029,79.6871821858822,79.614125915978,79.9292414127174,80.3346667973535,67.1055629724611,67.1036453278494,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",7.42462850337998,6.461887867671,8.89670050432476,9.53962490179536,10.656679256561,9.22572306802934,7.59132034299537,14.858907818221,15.2863548511141,19.3324128013641,11.7476368942208,14.7741717941777,10.3617775090749,9.91230252111511,5.57430017021476,8.04514537404437,12.6569507650273,10.7151226916605,15.6971763369898,27.0187825748437,35.2237197106329,19.4683614151744,23.5158004278134,25.5637949506939,NA,NA,NA,NA,NA,NA
288,"GHA","Ghana",76.1274220239449,76.474379252459,75.8670619255039,73.4741337972502,82.6145978020376,76.5924279116445,71.9283100656458,67.3323870682053,70.4580969279995,66.8875082380275,68.3207325499893,60.1205824115272,65.1647438857225,64.8098979718041,68.3134564897547,70.6988440506847,72.1113499546444,69.4530258895523,70.6100677937509,67.0365503072457,67.9121434280882,70.3991201403597,71.5757940799333,72.287828988581,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",44.4659831285795,41.3067388832451,49.60083423963,54.0688330035546,49.592650155886,51.3793022949887,51.5651586669483,56.1989226797497,52.6321823925346,51.2613552272383,49.9268866057188,46.8935515284403,50.7188097074348,50.653403398316,50.114639509771,47.0730011535858,47.8191904263986,45.3525964031775,50.4231448724388,49.3575023075039,48.0626296519989,47.852753946246,47.8334978879632,48.9572869255752,NA,NA,NA,NA,NA,NA
304,"GRL","Greenland",35.6051343547703,37.3375822593821,32.6375586932199,17.8778548229882,24.0074995238762,26.3212178733083,14.8469520510662,15.8610939934452,13.3057855588946,8.85182555596438,10.089340721147,12.2137531885454,9.46773790495614,12.7793958325347,11.958045241277,14.1206425071191,8.0046243034536,17.0280165766309,22.7992382192664,14.595273673331,16.7722368853096,17.8183345548629,14.1286379897577,6.4912638180103,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",100,100,99.9964204185238,100,100,100,99.9989895065106,99.9719464919075,99.9721983608395,99.9919357131773,100,99.9991268527158,100,100,99.9961214477767,99.9947703421334,99.9986416299728,99.9964031717785,99.9888983493214,99.9949871392701,99.9784681264702,99.9930919593417,99.995402765815,99.9898540148015,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",1.36526264246524,18.4025431334518,6.67154898740696,15.4749641659569,29.8033770415197,28.9204063760617,39.1898562152807,14.6555095218077,32.6705462326338,33.2265241264167,40.3899736400872,26.9818908529268,28.07977495839,43.6356483612608,20.250781805061,26.4232999667481,35.6927478144735,35.8894318055022,53.5361000692558,46.3668016147732,46.489109304896,48.7080989898159,44.9702081325262,43.2827722316911,NA,NA,NA,NA,NA,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",7.78251959927663,5.42826707060841,5.96583894566962,5.80709972466137,3.94061337176667,4.52849756887578,3.83268217951596,5.87916676877839,5.50132126889862,6.94607228618337,7.5810486507883,8.33014422240682,9.37381747505064,11.1658830540173,11.1401497693872,20.8799491689819,21.3812363015119,25.4902718218328,26.8382542453456,26.9087258603005,26.779562320023,27.1934508530898,26.0538519612095,24.5683000777925,NA,NA,NA,NA,NA,NA
