"code","iso","country","MKP.ind.1996","MKP.ind.1997","MKP.ind.1998","MKP.ind.1999","MKP.ind.2000","MKP.ind.2001","MKP.ind.2002","MKP.ind.2003","MKP.ind.2004","MKP.ind.2005","MKP.ind.2006","MKP.ind.2007","MKP.ind.2008","MKP.ind.2009","MKP.ind.2010","MKP.ind.2011","MKP.ind.2012","MKP.ind.2013","MKP.ind.2014","MKP.ind.2015","MKP.ind.2016","MKP.ind.2017","MKP.ind.2018","MKP.ind.2019","MKP.ind.2020","MKP.ind.2021","MKP.ind.2022","MKP.ind.2023","MKP.ind.2024","MKP.ind.2025"
36,"AUS","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.6615300527179,40.6773983109121,40.9066064848282,40.9066064848282,40.9083696246275,40.9101327644269,40.9401061410159,61.4930267820935,61.5617892342684,61.5617892342684,61.5617892342684,61.6340779660419,61.6358411058413,61.6816827406245,61.6816827406245
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8865187713311,14.867747440273,14.867747440273,14.867747440273,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891,25.4052901023891
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3126873126873,12.3126873126873,12.3126873126873,12.3126873126873,12.3126873126873,12.3126873126873,20.5794205794206,20.5794205794206,31.5559440559441,31.5559440559441,31.5559440559441,31.5559440559441,31.5559440559441,31.5559440559441,31.5559440559441
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364,36.3636363636364
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3849380612178,11.3849380612178,11.3849380612178,11.3849380612178,13.574097135741,13.574097135741,13.574097135741,13.574097135741,13.574097135741,14.8521989906273,14.8521989906273,31.5592842629613,31.5592842629613,31.5592842629613,31.5592842629613
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.5371125611746,54.5371125611746,54.5371125611746,56.0766721044046,56.0766721044046,56.086867862969,56.086867862969,69.1374388254486,69.1374388254486,69.1374388254486,69.1374388254486,69.1374388254486,69.1374388254486,70.9522838499184,70.9522838499184
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2116788321168,83.2116788321168,83.2116788321168,83.2116788321168,83.2116788321168,83.2116788321168,83.2116788321168,83.2116788321168,83.2116788321168,83.2116788321168,88.4671532846715,88.4671532846715,88.4671532846715,88.4671532846715,88.4671532846715
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3343949044586,5.3343949044586,5.3343949044586,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441,5.84622383985441
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.807486631016,27.807486631016,27.807486631016,27.807486631016,27.807486631016,27.807486631016,27.807486631016,63.1016042780749,63.1016042780749,63.1016042780749,63.1016042780749,63.1016042780749,63.1016042780749,63.1016042780749,63.1016042780749
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.286129114909,12.286129114909,12.286129114909,12.2870780705833,12.292771804629,12.7254955921009,12.8801753670086,13.9297203427628,13.9344651211342,13.9344651211342,13.9344651211342,13.9392098995056,13.9392098995056,13.9392098995056,13.9392098995056
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452,11.2903225806452
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.696748506967485,0.696748506967485,0.696748506967485,0.696748506967485,0.696748506967485,0.696748506967485,0.79628400796284,15.4445919044459,15.5275381552754,15.5441274054413,15.5441274054413,15.5607166556072,15.7929661579297,15.7929661579297,15.7929661579297
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.64629809246686,7.64629809246686,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,18.3478823149046,18.3478823149046,18.3478823149046,18.3478823149046
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.6372227961054,93.6372227961054,93.6372227961054,93.6548056001231,93.6548056001231,93.6548056001231,97.4614826699488,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00306255263762346,0.00306255263762346,0.00306255263762346,0.00306255263762346,0.00306255263762346,0.00306255263762346,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.078141499472,83.078141499472,83.1309398099261,83.1309398099261,83.1309398099261,83.1309398099261
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5126849894292,15.5126849894292,65.1162790697674,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.4376321353065,66.4376321353065,66.4376321353065
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9272296997486,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.61750405186386,7.61750405186386,7.61750405186386,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.94165316045381,7.94165316045381,7.94165316045381,7.94165316045381,7.94165316045381
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3049645390071,52.3049645390071,52.3049645390071,52.3049645390071,52.3049645390071,52.5123778937508,52.5123778937508,52.5123778937508,52.5123778937508,52.5123778937508,60.8624381105312,60.8624381105312,60.8624381105312,60.8624381105312,62.3578214906998
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"DMA","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,86.8421052631579,86.8421052631579,86.8421052631579,86.8421052631579
218,"ECU","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.0382506750775,52.0836277886468,52.0836277886468,52.1479740234622,52.5827760379085,52.8661970259393,53.1585446592625,53.1585446592625,53.1585446592625,53.1585446592625,53.5974380528011,75.9166548884541,75.9166548884541,75.9166548884541,75.9166548884541
818,"EGY","Egypt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215
222,"SLV","El Salvador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282
226,"GNQ","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309
242,"FJI","Fiji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6186883343006,58.6186883343006,58.6186883343006,58.6186883343006,59.532791642484,59.6343586767266,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878
250,"FRA","France",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9740301123237,34.8303194455509,35.3461323986298,35.561618736557,36.211264239624,36.475344539154,36.4996415199554,36.7688998645742,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0413826399825273,0.0413826399825273,0.0413826399825273,0.0413826399825273,0.0413826399825273,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,57.9678824733025
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.826486342373785,0.826486342373785,0.826486342373785,0.826486342373785,0.826486342373785,0.826486342373785,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.2805699076249,84.2805699076249,84.2805699076249,84.2805699076249,84.2805699076249,84.5154219508376,84.5154219508376,84.5154219508376,84.5154219508376,84.5154219508376,84.5571734251866,84.5571734251866,84.5571734251866,84.5571734251866,84.5571734251866
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"GRC","Greece",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"GTM","Guatemala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
324,"GIN","Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118
624,"GNB","Guinea-Bissau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.479803888796,12.479803888796,12.479803888796,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5.59809875891207,5.62450488513335,5.62450488513335,5.62450488513335,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.4680985470625,73.4680985470625,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,78.1427668982944,78.1427668982944,78.1427668982944,78.1427668982944,78.1427668982944
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,46.0131075914801,46.0131075914801,46.0131075914801,46.0131075914801,46.0131075914801
356,"IND","India",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773
360,"IDN","Indonesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1651817962918,22.1651817962918,22.1651817962918,23.0888514326993,23.0888514326993,23.1158198892367,23.1630146881772,26.0881290633277,30.2191187093667,31.6494100650132,32.3881531423068,33.5872862990609,34.6091981699976,35.02817240549,35.0782566819167
364,"IRN","Iran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2366040361865,30.2366040361865,30.2366040361865,30.2366040361865,30.2366040361865,30.2713987473904,30.3409881697982,30.5845511482255,33.0201809324983,33.0897703549061,33.8900487125957,34.0292275574113,34.0988169798191,34.0988169798191,34.0988169798191
