"code","iso","country","PSU.ind.1996","PSU.ind.1997","PSU.ind.1998","PSU.ind.1999","PSU.ind.2000","PSU.ind.2001","PSU.ind.2002","PSU.ind.2003","PSU.ind.2004","PSU.ind.2005","PSU.ind.2006","PSU.ind.2007","PSU.ind.2008","PSU.ind.2009","PSU.ind.2010","PSU.ind.2011","PSU.ind.2012","PSU.ind.2013","PSU.ind.2014","PSU.ind.2015","PSU.ind.2016","PSU.ind.2017","PSU.ind.2018","PSU.ind.2019","PSU.ind.2020","PSU.ind.2021","PSU.ind.2022","PSU.ind.2023","PSU.ind.2024","PSU.ind.2025"
76,"BRA","Brazil",39.2918423356416,38.4215018456716,38.2230897486758,38.7035402971848,37.4844588412423,36.9534512746757,36.568703678734,35.7375212220929,34.0353804929221,34.1450990448064,34.02106586972,33.1218140261827,33.3092017751513,35.0397677556865,35.0751105241838,34.4291048815319,34.7294950955755,33.901304889905,32.3820954395856,32.1460660979593,32.2820947680596,32.6255988322976,32.948475990663,33.427375394319,31.8504297558376,30.7165364854237,30.1862055730608,30.7098955194078,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",27.4189459558771,26.6245859037278,25.5865516032355,23.8095928606335,21.7049388168294,19.8507378442416,18.7909841880486,17.6438573022117,16.6778613795032,16.3266672196812,15.8439569953618,14.5495246905614,13.9998582935595,14.0130631329179,13.1597100586451,13.1786160380859,13.4233527559317,13.0902995524012,12.5900763634575,12.7481759931511,12.1582710677336,12.0523731443552,12.0181869191464,12.0863416959737,11.8723660622432,11.4871751006405,11.0071259669603,10.6950567229063,NA,NA
100,"BGR","Bulgaria",63.4644363931454,68.3171304127286,80.6555550623279,80.6555550623279,80.6555550623279,100,85.0837547681422,59.6571964476628,59.6571964476628,59.6571964476628,57.7607341267649,53.0855594439326,59.7191320872408,59.7191320872408,59.7191320872408,61.9615339673881,70.4309704913175,77.460024165591,77.460024165591,77.460024165591,70.7326373589804,72.7812612422258,63.4563528524353,61.5445142999786,56.3404364682561,58.1427361510448,59.8526222682516,66.1623230234895,NA,NA
854,"BFA","Burkina Faso",100,100,100,100,93.816165640245,93.816165640245,93.816165640245,93.816165640245,93.816165640245,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
108,"BDI","Burundi",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,89.5542630752005,82.1266196972417,81.0638276818562,81.0638276818562,62.1933579660395,54.5968369679906,NA,NA
132,"CPV","Cabo Verde",35.7819343260273,36.8523225924046,37.234794311993,36.7270488951728,38.1563836063563,37.7800577227052,38.0497397497651,39.2563630960649,40.4591668575688,41.5318500610635,41.9791369188779,42.7395425588874,43.5491841532157,44.233460418335,44.9797429904379,46.0819310247377,47.0351707076078,47.6880199636461,48.2772300915802,48.9473072870206,48.876077664572,49.2770808020125,49.675429498121,50.1323035093222,50.3061347268348,50.6880212379398,50.45049388908,50.1496187613199,NA,NA
116,"KHM","Cambodia",59.1953849128396,59.5315492807585,60.3896285139979,61.6210690288069,60.9502330659097,60.084225238039,58.7712404391456,58.5797882913514,57.601301871098,57.3566325093844,57.2534787223835,58.4247132323402,59.4035640170376,60.8435144420523,62.449970677047,64.8650766803669,67.1842717817534,69.7477879068964,74.4392632181272,80.6138487894476,88.7912166318827,100,100,100,100,100,100,100,NA,NA
120,"CMR","Cameroon",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
124,"CAN","Canada",63.5570503177115,63.3281820737415,63.9312899163088,65.1479446191906,67.3990499861861,66.0989441057719,63.6791771775538,62.3355858221063,62.4055514778912,62.5155680801245,64.9962379687781,68.8275940091189,74.5454872759665,76.5862323133008,76.5483936572485,74.1839835558257,78.0680118075028,78.0680118075028,73.2582104709848,69.9224832472331,73.5844396887409,73.4862811316174,68.8302554793884,67.2306916091159,67.4686320328986,61.1280934748378,61.1537067965004,59.8421296036127,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",81.3863699059865,82.0756746317261,82.9583159147458,82.4678017997854,81.6473823899652,80.6371383402462,78.8848757487416,77.0280677872933,75.8009693430653,74.8883062846467,73.8857161560315,73.4416602457889,72.3809851086415,71.4428165050276,72.4896391114726,73.9199984204634,76.3180246910464,78.1994599701481,82.4812728278399,82.9369739868059,84.5667141705564,84.6598574896557,90.5175498721367,94.4996057165819,99.8681246297068,100,100,100,NA,NA
148,"TCD","Chad",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
152,"CHL","Chile",34.9624590673622,33.6289402623867,32.5864543785401,31.410576809147,30.5015251725224,29.9336471256365,30.0205088945853,29.880543070583,29.7854853261926,29.8851999413839,30.0504388452858,29.0801569451535,29.511172257243,30.5358451548644,30.9711354371202,31.5554902270093,32.8802312644085,33.1877101163499,32.6636319964956,32.7580454878757,32.9717986230486,33.0034752933551,32.961285948991,33.4869745122879,33.2472181626981,32.5661074077046,34.0407331307782,34.4108999377169,NA,NA
156,"CHN","China",32.6789473342039,31.7703252464525,30.3095544671979,29.8416451489851,29.9814637132975,29.7299841063668,29.3301504700221,29.1599277005975,28.6368927554582,27.8970643938256,27.186812007458,27.4192331338856,27.4523763256492,27.0468470744963,26.4549968152084,26.1964476095297,25.4549734071512,24.8215221896504,24.8294514426588,25.4417753526523,25.8609249463431,26.4776072183341,27.3750840942851,28.5290227114999,29.4250032501987,30.3932153417457,31.4253025770856,32.2693682083946,NA,NA
170,"COL","Colombia",37.2634135141838,36.0971267871534,35.299751756694,34.617357412079,34.0872383491277,33.5888403381793,32.7539829447246,32.1108374805528,30.9733171058517,30.0316802547605,29.149624978052,28.9432913261949,28.7617413797526,28.5386109968797,27.8482537251385,27.3900298515965,26.2838058611773,25.5617030398268,24.9831892423589,25.2022715772311,25.3098145386215,25.882861686462,26.7248677240337,27.9412554575641,28.5889569368483,29.0589297920726,30.1860558068086,30.1981349456345,NA,NA
174,"COM","Comoros",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
184,"COK","Cook Islands",40.0343190870526,37.6264381140384,35.8290908659264,34.4760563109979,33.6860497220325,33.9176025667848,33.6811024941923,32.5933321573933,31.1220736247616,29.3872042009584,27.5983583089073,26.4160581152746,25.4962661987702,24.7965886737707,24.2634563261098,23.5885954228175,22.907924231041,22.5858685670117,22.4468331497386,22.1312533077297,22.2397979872988,22.4154849388977,22.5237833548273,22.810762945956,23.5658585741504,24.2774146344504,25.0453740227063,26.0267847991364,NA,NA
188,"CRI","Costa Rica",32.6192896437577,30.8704523707254,29.0969781777969,28.431067874635,27.464484538035,28.0316378288808,28.5208157160694,29.1599277005975,29.9226745195779,30.5918524746874,30.224072445971,30.1467629608618,30.8326950985353,31.3882415103083,32.0727252433473,32.0749710522076,32.5853130835261,32.9346631810212,32.4241586629072,31.7872258073361,33.3367999299639,33.0028711890289,32.2435875100609,32.8137968225201,33.418484880811,32.2848944216526,33.9670560442843,34.9668741183701,NA,NA
384,"CIV","Cote d'Ivoire",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
191,"HRV","Croatia",37.9106566690199,37.7536174196159,39.144028108343,40.1028843032636,38.4829288614713,38.8110496895745,40.0753082887935,37.3411145271934,36.7359051157233,35.9908993231941,34.5917876082187,32.719349008937,32.9836699069719,34.0730529326043,34.7417614578775,35.465034157102,38.2750608242949,41.6723172863987,41.2456058484075,45.227261864663,52.5344274600529,53.6960363085714,53.8931981873828,59.009191394659,62.200101536655,59.5013460880702,61.5816403570947,61.9225794892178,NA,NA
192,"CUB","Cuba",61.4653029265619,59.0230392069281,60.5417300440175,60.4338815310883,65.6441554995815,68.1807558538679,73.8482919666003,75.6941363220414,80.1473661629906,81.3383056774791,75.6303001031414,70.8793760362324,65.9773790437039,64.9275518164651,62.6721943059607,63.8480019449132,63.5235549400436,64.5660484842282,63.542365270935,62.8247457674521,63.1312914182128,64.2573530606718,64.9008912785688,66.21006577317,71.7080696986896,74.5777950284712,76.1192348756876,75.6543046411272,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",25.3600932136439,25.0974065666647,24.9856821110866,25.465135103863,26.4232847212352,27.3690202875342,28.0990920251721,29.0195238117839,29.8902524411678,30.3132194092578,30.5681565825737,30.8243332860209,30.2673965627188,29.8822413931498,29.1327656818988,29.2885636308651,29.376964007912,29.2787137201382,29.0909423698189,29.3569400427883,28.1259589249216,27.7146524111882,27.9368255611491,27.9287418496194,27.5628645043554,28.3324794130732,29.0152579642216,29.4210870312934,NA,NA
203,"CZE","Czechia",44.8834539692589,45.4848943353026,46.7765087727436,48.1333353672597,49.8163763651831,51.0674193426244,51.687252419478,51.1722667473658,52.4143699167891,53.6562220726921,53.793272339518,54.0262864090235,59.9321951293098,60.5395892520709,63.4100116070237,71.0131658315418,92.5915152466348,92.5915152466348,92.5915152466348,93.6065146473117,93.6065146473117,82.0681191439823,76.6461138866446,73.1234454304886,73.1234454304886,73.1234454304886,79.0667801426618,85.9961772796493,NA,NA
180,"COD","Dem. Rep. Congo",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
208,"DNK","Denmark",37.6783045156982,38.6442688271672,38.8229656371299,39.3477017360008,39.7323312783831,40.0502979049161,39.8621632707098,39.9389408619612,39.775690105657,39.5164098777975,39.3746664549479,39.186028522642,39.7703448801496,41.3669561612918,42.1688075091701,43.2159458781659,45.4146391462862,45.9022290746291,45.3353040114354,45.3529123784049,44.9859898831711,44.1940428410963,42.2862926657574,42.0948420334008,41.8619041962501,41.7695399884298,42.4081945468246,43.8967344268871,NA,NA
262,"DJI","Djibouti",21.1291712133759,20.8067673288033,20.5727850175262,20.2911842756326,20.0980989057381,20.0052575468177,19.9756940567052,19.8983199030633,20.0647424166943,20.1189763321952,20.5065610229877,21.1491034978108,21.5848392294624,22.0385168400862,22.8347286344535,23.7206582169756,24.4490401732574,25.5850763136682,26.5606505620393,27.258342563018,27.3197773819271,28.0436792008967,29.4513416291682,32.3888085204234,36.6290600002491,41.4672379006235,44.0902244269494,46.6806529120268,NA,NA
212,"DMA","Dominica",25.9263797827127,26.4289387268708,26.9090940053268,27.7820398591024,28.5720749807465,28.8800844438671,31.7509968776242,35.078311450352,38.4714826785469,41.4713856656001,47.2072252915792,42.4022208717563,44.0073592166953,45.877772376326,49.3689725187685,48.6322900367669,57.1805972917226,54.4849852049541,53.3463403799974,51.5054490873677,53.4353111330677,55.4035530561327,56.4314827583492,54.4945227967254,57.2737115229445,58.1663184709419,58.1802170697805,60.380920749157,NA,NA
214,"DOM","Dominican Republic",45.8270639605776,45.5281146136979,45.0578836874511,45.7671170453974,47.3719135514873,50.4928741364455,53.5721656025348,58.1264836128825,60.3768177311556,60.7342328500837,56.8985720902185,54.1371921234542,49.2820071189557,48.9873792883958,46.9779875559042,45.97984104719,46.3335075237078,48.8668882675418,50.6007139531143,55.5590011236898,60.3051669886286,65.9451445285825,65.6341817276043,67.1704638006741,67.1704638006741,70.1403311599091,71.5445969218349,100,NA,NA
218,"ECU","Ecuador",48.2653518937367,47.5964953859471,46.9766899453092,46.20530498621,45.4893174579399,43.1570688095437,42.9555967290671,42.65313728031,42.1650767766714,42.0689307450237,43.3738005727436,43.7614910168124,45.2990992510464,46.2515441530843,46.095562235756,46.0131117064965,46.3017658970039,44.8012194768347,43.4352972715286,43.5742678322466,43.5479956440194,42.6773726267724,41.6455483989958,41.6036169722923,40.9279949694746,40.534888341252,41.6071012497485,43.3264453035017,NA,NA
818,"EGY","Egypt",100,100,100,100,100,100,100,100,100,100,92.9036992609287,92.9036992609287,92.9036992609287,92.9036992609287,92.9036992609287,100,100,73.2568385649422,73.0456288138968,57.6728287955317,57.6728287955317,57.4907007960171,61.2037621301307,60.2189308317587,67.5335716908155,62.2524500222873,57.7274964495542,50.9251778588252,NA,NA
222,"SLV","El Salvador",44.8249267030935,45.8232324517967,46.1726234184914,47.4479044573638,49.0709141135403,52.9709462864952,52.5866052893687,53.1788470753285,53.0137441301393,50.7698668576156,50.3126021989221,50.0024729845992,52.6124040042997,54.1495158194673,54.2823338111088,51.1849140692769,50.114014969903,47.3076460124898,47.226972471433,48.342518802737,51.5383674535772,53.1682052073319,52.5212992945198,51.7093377996952,52.5722131448944,51.6106286885305,54.7537471304231,54.4164009401884,NA,NA
226,"GNQ","Equatorial Guinea",95.6912104421948,97.6601122286025,99.8988664868921,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
232,"ERI","Eritrea",81.1711800255361,77.7733438855784,77.7733438855784,67.7779821825487,60.8525455494184,61.6165449418459,61.4619172414014,60.9558268314409,65.0059016635615,76.1175161149373,79.2854749996245,86.8085769306017,78.543261975922,76.9884305907337,76.1162271971012,76.1162271971012,76.1162271971012,85.5475653938018,95.4071859167041,100,100,100,100,100,100,100,100,100,NA,NA
233,"EST","Estonia",42.5847768117271,46.7952981007363,48.873214679872,49.644277893187,50.6755119387584,50.1979153275104,49.6081460270024,48.1969814450469,46.9853431895338,46.5516741761238,46.3283281793342,47.1801229879804,48.1509722995972,50.4630109537359,50.7700418092731,51.482296546086,51.0940735703099,51.3772530761325,51.3875959367964,54.090667871684,54.5086860477667,55.6478466796442,55.2223759921569,56.2816902258487,54.478734934908,54.8620447599547,56.9933459328203,61.7500647606752,NA,NA
748,"SWZ","Eswatini",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,93.1134385303127,93.1134385303127,79.5355343261622,79.5355343261622,77.8012781308155,NA,NA
231,"ETH","Ethiopia",69.7660092273596,69.3015591401743,66.6083600370594,67.9026501006851,69.8292052444983,71.6122038208761,70.631282979286,75.806837788045,80.4859083965701,85.7984163421547,88.5921919992001,94.4375856999303,94.4375856999303,97.1768486974211,97.1768486974211,97.1768486974211,90.8835396642367,90.8835396642367,90.8835396642367,90.8835396642367,90.8835396642367,100,100,100,100,97.6906420709911,84.380805512418,80.4871208137025,NA,NA
234,"FRO","Faeroe Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",58.2770928596713,54.402417880724,52.1685553382182,52.6631437748126,53.1147785413675,54.7263186860883,55.84681155796,61.4596154912593,63.5541758191293,66.4102499703005,72.0234083470828,100,100,100,72.3047133502774,68.9218103102708,61.7776599529313,56.7779780817311,51.9504308640291,53.1049612698378,49.2969533332031,46.7401170817181,46.389050951894,48.0226700109646,46.8760116106531,47.5650157371053,46.1706343494338,46.9094823992969,NA,NA
246,"FIN","Finland",34.7400295993992,35.7774054770093,36.3771546494493,37.2428268982672,38.4651994166656,38.8929355771676,39.5227790636041,40.5486429440494,41.3965145122635,41.9728951981993,42.7305009721739,43.479383178484,45.1794199799848,47.0064818979515,47.8908632164265,49.665054950521,51.0575726411139,50.9965149051086,51.3166507860522,52.4301127245279,52.5063122854458,52.2462092109297,51.3338926717065,51.5266629905653,51.1210836529206,50.0339670610463,51.359952226381,52.1654954970045,NA,NA
250,"FRA","France",33.114353701686,33.2495644077871,33.7007966127332,34.3674232212594,35.5066450892599,36.3445482376136,37.720055071458,38.2600565236039,39.75787327125,40.9450595487476,42.564230280662,42.6698229889889,46.9193385050152,50.5499460493368,53.4920582487993,58.3609188292757,66.3745054586816,60.7042202646776,59.2611350456182,60.0531642006386,56.8322070605346,58.21780900019,58.6129575096103,58.526811223433,55.0726911517436,57.321210058136,58.9728569605296,63.1744545397388,NA,NA
258,"PYF","French Polynesia",53.6419545670781,54.0414455855629,52.7731548098897,52.7626428884853,53.2183209704542,53.8993158397828,55.663615292011,61.5645652629822,65.7724407891773,71.2261732106852,80.3346620665419,83.5207987386847,83.5207987386847,92.0917217696283,92.0917217696283,92.0917217696283,92.0917217696283,92.0917217696283,100,100,100,100,100,100,100,100,100,100,NA,NA
266,"GAB","Gabon",79.1069556388998,78.423157160448,78.4180056916132,78.1318031430909,76.7085298280006,76.0549401074469,76.7798521987417,77.6865043095798,77.6403993767334,77.3459149385515,77.1864638250338,77.2253186885921,77.4595465757529,78.5844205166202,81.2285723953641,84.4022450255245,83.2556542335678,82.9472725061129,80.3941019294477,74.7428921471802,67.3045028920859,60.7384530717773,57.8948688432642,56.2583934648888,56.2718805857263,57.1757662578182,57.2347338226297,57.2581449682967,NA,NA
270,"GMB","Gambia",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,97.9423569639649,97.9423569639649,97.9423569639649,97.9423569639649,97.9423569639649,100,NA,NA
268,"GEO","Georgia",58.1799033997139,63.7860553074994,65.4058132932994,68.4385519389826,67.7748644199591,69.7293329655314,68.7259094532208,72.4236285687598,73.2619839774021,82.0598819200646,74.1998582540328,75.9366348596116,75.9366348596116,75.9366348596116,72.4828612511083,82.0653728086387,75.2659294250685,65.6343698394551,58.3854417283934,56.0112562899005,53.1274119157801,51.7217148766033,52.4311097621124,53.5920349637788,52.1319507631548,52.0167814765145,52.7049145085751,51.373093828486,NA,NA
276,"DEU","Germany",34.2434293216883,35.5083446078447,36.3319217150958,37.3612327398913,38.3422200425745,40.0032955351539,40.8148758015515,41.5320472096833,43.8401261305114,45.2430983989293,45.6330391129814,46.0111474771263,49.6505768522567,50.7209169282976,50.3102397836068,50.1023905142076,51.2077714197367,48.7985534998647,48.0220594562107,48.3525893876142,49.1365299606109,50.6778275456614,51.3227406495383,51.3000403205433,52.5385830757993,55.7604550594071,58.8616048513901,64.578332280971,NA,NA
288,"GHA","Ghana",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
300,"GRC","Greece",45.682820491896,48.6057570524076,50.0816037624878,50.7727830334651,52.8157693853544,56.2431253668541,60.56719536435,60.2829359534859,63.5058858861487,66.4671693052489,70.6628344200331,70.9904824879734,86.0731396893037,92.2240045388446,92.2240045388446,92.2240045388446,100,100,100,100,100,100,100,100,100,100,68.4394904673773,60.6880301893103,NA,NA
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",64.0345159378344,62.0365443664254,60.0369359461874,58.4225815781543,58.6495765975425,59.2617043220461,60.2037156149876,62.7507885870243,67.5004065922019,67.3597672810156,66.1087041751084,65.1669680947317,61.4166359807118,58.7734314674519,56.9546489010303,57.3606506840917,52.4222720925405,52.5997338524815,52.4908086595959,53.0388228343413,53.0462863455672,58.19245625282,56.4825102793615,55.7580358374531,55.2249437436966,54.2585909133589,53.7331767065278,55.0442388170604,NA,NA
320,"GTM","Guatemala",45.3262241459573,44.1560979091834,43.6804708967508,44.1383782977721,44.1552667495372,43.6143922848294,43.8149840201784,43.3370580583562,41.9590518698763,40.5485126221951,40.3467199982569,40.1047466490834,41.2256855661272,42.9085493160248,43.9826013688551,44.8556660653298,45.2926584963895,43.9595966424705,42.7619575325123,44.2140320495532,45.230201441616,45.6857112328493,46.7443630685841,47.6433147213643,45.5156958677601,44.7156591400215,46.2040840120923,46.7700390729181,NA,NA
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
624,"GNB","Guinea-Bissau",70.6393727731463,71.0462585170213,71.3554196941566,72.3909117638968,72.4050145534133,72.9465138957304,73.4964123847803,73.3795226369702,73.8579972615693,76.6604558508004,79.9070729556003,83.6018992621714,91.8386333416636,100,93.3600894123545,85.7846049706939,80.2641762739678,77.555423967324,73.7452279791423,72.0867391730977,71.3271079943549,70.3017902682019,69.5426608081074,70.6081578883086,71.4036357228882,73.6628085726636,78.3871407096592,83.3146034119315,NA,NA
328,"GUY","Guyana",100,100,100,100,100,100,100,100,100,100,100,54.7206649547226,49.3331982566358,49.3331982566358,49.3331982566358,47.3135518036046,50.0289601610383,53.6495619074728,53.6495619074728,53.6495619074728,53.6882542835561,64.6260228840162,70.4931602492389,70.4931602492389,70.4931602492389,100,100,100,NA,NA
332,"HTI","Haiti",91.0510454861804,84.3306468184437,74.8723263123725,70.5025426564409,65.1188305563828,61.7471562018846,59.5164387002209,57.7217467821925,56.9706078264888,57.6342102869649,58.4133130460962,59.7128777137195,62.1121432375603,62.4073019234162,62.0119158224987,63.9802382516641,46.2892635179456,46.6895717100257,46.8663177103454,47.3962097869405,47.2871524851915,67.8293125159223,59.3260831424449,54.0715914321092,52.4860677976396,51.4726775141273,51.0990400699053,53.6468549272749,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",55.766159336305,54.1919032027084,52.7616194651847,49.9775201459461,47.5729916621097,46.8622879132709,48.1875093245119,49.2063530366089,51.8519318421472,52.6242768969162,51.7986980339443,49.3944304557207,48.2919975397352,47.8258164152045,47.9051876475349,47.8710774598017,48.3672517898334,46.7508196902598,44.5906122888754,42.3290456949071,41.619771684379,40.8985688478237,40.5286932202916,40.7097757061727,40.9319701756984,41.0229064542727,41.2909279995338,41.4630074558352,NA,NA
344,"HKG","Hong Kong",16.0670639577815,16.1680949362587,15.6607037188814,15.2182159828785,14.6899138648154,14.0618962805835,14.0558307430681,14.1961780948001,14.1754113462874,14.2274100865011,14.0565645319057,14.2533861431296,14.2235444628573,13.9518879717817,13.3602259821229,13.0844623247532,12.2736189049262,11.489593770914,11.015579132634,10.7674197466521,10.5296739722729,10.3468866553624,10.1783109202849,10.0131530831614,9.28707352823872,8.68660185733219,8.25526428745098,7.79798186237458,NA,NA
348,"HUN","Hungary",68.9613559547575,67.7692988909328,71.0416491468398,69.7062371434589,67.5909420669521,74.587312980729,72.0327477064012,63.4744290565835,64.2749175353924,66.948425072138,66.948425072138,64.3619151412545,73.8375170023947,73.8375170023947,73.8375170023947,73.8375170023947,92.3314490324519,92.3314490324519,92.3314490324519,92.3314490324519,92.3314490324519,100,100,100,100,87.8724683954878,79.7453648428354,79.7453648428354,NA,NA
352,"ISL","Iceland",29.3946489347932,29.7821258577901,30.3469516210885,30.5277120844116,31.0350985382465,30.4926114923042,30.1953792444768,30.2557610386086,30.0531062509683,30.034195735624,30.0597772187657,29.8197781677381,29.7073654695587,30.0409934420951,29.8295531601126,29.6623593102766,29.5646586700135,28.6231957846498,26.9456590139734,26.5979084743277,25.9234810657248,26.0440633480513,26.5992544756302,28.1234518123613,28.5313988792437,29.4127270732114,29.8156934887109,30.7343509469997,NA,NA
356,"IND","India",56.0416988154753,54.3845730272426,52.2104254923278,49.825034730326,48.3148538093782,46.8625450961366,46.5035388985396,46.5981454240162,46.74810071237,45.8626693035972,44.9457163469899,44.3731162302053,42.9744204582626,41.3030376012745,39.8215848365528,38.7348616109886,38.4147145198816,39.1744920298576,40.4253848602063,41.3123626772212,42.4557522346624,42.4806754498596,41.7074784517353,40.8922472495154,40.008190266762,39.7094507821803,39.35747457451,38.8921806650495,NA,NA
360,"IDN","Indonesia",67.916377834378,74.0778028973001,81.1497645389929,100,100,100,100,100,100,100,100,100,100,100,100,100,71.2765402671492,65.9796984520022,59.590302502728,54.0088870003494,50.7073886253662,48.116621878034,45.8057880402582,46.0083419623795,47.1510173339517,48.1674460764569,51.8772963306216,56.6873025466285,NA,NA
364,"IRN","Iran",47.5565468050435,48.9726917740976,49.1177259934793,48.8261935232079,47.5885046818867,47.8601759678965,48.4010784458559,48.1180414324544,48.1182307183735,48.8380076154421,47.2523627302578,46.9100847363741,45.4987457754119,45.4002297324421,45.4641454775353,48.0631259352322,49.7483435565066,52.5938074861561,55.2764913439454,61.7840472873996,64.8530429817424,65.1869280794237,72.2986695264999,78.9373494353906,78.9373494353906,77.3217983304203,80.5796050526653,79.7322197176688,NA,NA
368,"IRQ","Iraq",45.0988510159148,43.6908497799692,42.4183683319629,41.8800411249725,40.9911543812174,40.4668559631597,40.5028521172416,42.363400223462,46.2962305378816,49.8334281579056,52.603371856859,55.9468183107791,53.7211033499712,50.1673469535705,50.3141773867898,51.1103565844599,53.1696142137323,56.4364942656329,62.9243344037421,65.73635967294,69.3219171141827,63.0995158115103,56.0094056220208,52.7784140372133,53.4553275231885,53.5576290094795,52.7532986859985,55.734645023386,NA,NA
372,"IRL","Ireland",21.9571775489663,22.3075144603009,22.8666132215973,23.6844380863258,24.9235524718112,25.7781780400347,26.3850066016008,27.2609497885324,28.4142341787708,28.520290325693,28.5389246601948,29.0129260133619,29.9403007823263,29.7455974758452,30.2057133257487,30.6779641708859,30.4324810634235,29.5934545709257,30.0036794203587,30.2857290763718,30.161334051805,30.2705970430234,29.8593612596347,29.4080236294192,28.5862855952769,28.5411812409003,29.2717761611791,30.0595034690524,NA,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",33.9933091122125,33.608255932714,33.589262100661,34.4550905138726,35.2161554988974,35.7141528784549,37.5050723288931,39.1706098899072,39.1223927102295,38.7459373328366,37.7077967794047,37.1586773585458,36.6182698924729,37.4359465997859,38.3416724192664,40.0154359361436,40.9351404891765,43.8659612792353,47.0464295662314,50.9810294248842,54.6149040313197,60.1502391890364,59.6036297229902,56.8133225977254,55.1074436340388,54.421454166652,55.5459953937407,56.8983830608377,NA,NA
380,"ITA","Italy",32.5213976284633,33.1301358637059,33.6330509459389,34.3294749360122,34.6170307337337,35.7761706167778,36.5076282412046,37.0151765178225,38.1699474919395,39.7931144889345,40.2667296334752,40.6659786900981,42.9630030733128,43.4900589178901,44.3498153394425,46.015637591008,47.8149537127853,47.4738309637763,48.1846072251585,48.2294974191114,48.2581250449459,47.8405305495224,48.1958863159824,48.2947323616999,47.0021473264453,48.2604697303413,49.6298234626382,49.8996326023493,NA,NA
388,"JAM","Jamaica",48.8457728582281,47.6602832565482,47.2419355388542,46.5279803284935,45.2838361801744,44.5702362847766,45.379618709598,45.3144565830708,44.3448931336519,44.1212705207334,46.2494609921869,48.4463537248691,52.058734050591,56.547710729051,58.5789251046917,52.3867841016954,47.2610733488143,44.0296620723558,42.674506317088,43.7890504483821,44.3711787254152,46.3988002242525,44.5724549298877,43.8528680543794,42.2901488974767,42.2725811484406,41.8337522240679,43.4098660109682,NA,NA
