"code","iso","country","UWD.ind.1996","UWD.ind.1997","UWD.ind.1998","UWD.ind.1999","UWD.ind.2000","UWD.ind.2001","UWD.ind.2002","UWD.ind.2003","UWD.ind.2004","UWD.ind.2005","UWD.ind.2006","UWD.ind.2007","UWD.ind.2008","UWD.ind.2009","UWD.ind.2010","UWD.ind.2011","UWD.ind.2012","UWD.ind.2013","UWD.ind.2014","UWD.ind.2015","UWD.ind.2016","UWD.ind.2017","UWD.ind.2018","UWD.ind.2019","UWD.ind.2020","UWD.ind.2021","UWD.ind.2022","UWD.ind.2023","UWD.ind.2024","UWD.ind.2025"
36,"AUS","Australia",66.2174999586233,66.8174610285635,67.4070563464859,67.8035478650059,68.2341869217748,68.1015599430299,66.7797518156521,65.2212514002651,64.0335169962285,63.5390768373993,63.5364113979533,64.0471809029798,65.1060278689708,66.3249049054362,67.6112665312188,68.7011301852442,69.9814518067459,71.7306789930601,73.1104735516011,74.1775145852537,74.8533306981323,75.2997704829791,75.8394766880356,76.2229161934505,76.6015520390733,76.7495883362304,76.9313699184742,77.1422293481534,NA,NA
40,"AUT","Austria",75.5540688628557,76.5199581229928,77.4349076222949,78.3574897512063,79.1654131441937,79.9016436331611,79.7029368294078,79.4430568512109,79.2822355960343,79.2659879515772,79.5211561583323,80.0463398895374,80.9489300348562,81.9128592084779,82.8916390827443,83.9475253482086,84.8593488057672,85.7124568330473,86.5690228783049,87.2402625068969,87.9669883875715,88.7199008947809,89.4991570071191,90.1895602930953,90.6209781044003,90.6246837829728,90.7009271002267,91.8435089008992,NA,NA
31,"AZE","Azerbaijan",26.9499995842449,27.9182292264023,29.0648055504129,30.3397158228553,31.7848304461658,33.5559185372097,35.3326158053129,36.8241938973259,38.1639636421536,39.5869883354326,41.0142313032442,42.1718143812621,43.11177609823,43.6221340250107,43.8748852106436,43.9722503100219,44.0163372014609,44.0551324136589,44.0469143192006,44.0191256761685,44.0188494987149,44.212144382944,44.6540891554835,45.2057404190358,44.7805698435656,45.2480391888799,45.206635299555,42.7534358727487,NA,NA
44,"BHS","Bahamas",48.326848404508,49.5802078641702,50.781128015747,51.9716959626176,53.3781952154778,55.1014936330431,55.8548808397419,55.9551571620654,56.0054417579335,55.8397181105623,56.0578254689742,56.412291829065,56.819847219304,57.1540803244167,57.4519216291827,57.4066871934347,57.7961279621321,57.9600450914814,58.2491709987036,59.2758136328505,59.527742036702,59.9790454676099,60.4891128264582,60.8054883573537,61.0100877051337,61.1885409504525,61.0981188693085,61.2111951282624,NA,NA
48,"BHR","Bahrain",53.0720107672845,53.4859252841999,53.9932118851025,54.723413026735,55.3170120561887,55.9618006422996,56.3857365352823,56.7026677575378,57.0114919277179,57.3584368178039,57.7246829452294,57.94616987519,58.364777937655,59.0002607470994,59.412772478166,59.7402647400715,60.1766958106446,60.9095865525765,61.4746123550151,62.0516980822092,62.1860789647374,62.4167578816112,62.7148921039452,62.9082140294913,63.1782629817698,63.4174382629091,63.4795549183945,63.7623840552967,NA,NA
50,"BGD","Bangladesh",12.7075546841172,14.1909755152552,15.6831106093149,16.9954560315903,18.288103352863,19.5526960024999,20.631937078728,21.7455609120682,22.8658851044793,23.9372789440581,24.880194411322,25.1108662631789,25.8685567879302,26.5392677203154,27.1589251654449,28.0842756473413,29.0925154813826,29.5769562493892,29.9991069052263,30.039337990225,30.382191338828,30.6324493023276,31.1645157138467,31.5524005319366,32.071149632654,32.7287118233021,32.6132609314908,33.2807656972767,NA,NA
52,"BRB","Barbados",51.2450940588648,52.326209343559,54.9150212568811,55.8671491959146,55.9803137330196,56.9794294086881,57.3570174565506,57.1806800658584,57.115577207852,56.722344867239,56.8500580527266,56.9596498686403,57.0922419402533,57.3428927673174,57.5778315142864,57.4747275797155,57.62066186509,57.6051543394186,57.6051275608962,57.6928320510001,57.8285677219385,58.096730455407,58.4500597292003,58.6881615900457,58.8930372230467,58.6566337987358,58.3006385259146,58.2696790597492,NA,NA
112,"BLR","Belarus",56.9435140933541,58.2297557791311,58.0833894853762,58.2440436155456,60.0818786932533,61.477676772863,64.1056031286872,65.6766036685308,66.7581948797846,68.5441377449943,70.0310005113215,70.7934632233653,71.6611646155996,72.2976799353544,72.7777456166447,72.9842331126897,72.9807533512148,72.9520894911949,73.013179720721,73.2300694881959,73.4183005354311,73.660249773656,74.0043756926206,74.3851541945354,74.3891044636875,74.0281791003549,73.7178396744975,73.6793228349541,NA,NA
56,"BEL","Belgium",87.6355919291768,88.0287858755931,88.1234557232588,88.1203152317502,87.5611145168014,87.3242691682521,86.534190278729,85.5588117514695,84.8028824828375,84.3093909784438,83.9527803311398,83.7323725420374,83.7234914599796,83.6815340496388,84.2023542774523,85.3431234322223,86.0022521758835,85.8888595046449,86.2956140090726,86.2896467183762,86.7625920429966,86.8864423482202,87.2363711627062,87.8207284201608,88.9850236296282,89.2565386547926,89.47347899843,89.7618259964159,NA,NA
84,"BLZ","Belize",32.3146134616908,32.9744416793327,33.8269162791068,35.2775607218835,37.0017541833683,39.3603588965997,40.8126148468608,40.6194654924681,40.8257550755478,40.2968740547649,41.0152719621206,41.8012024605624,42.4790993787509,43.0700311800526,44.0517663737622,44.358428206326,45.1896177198793,45.7637628505579,46.4811999489858,47.2095584203067,47.5502579152593,48.068918837082,48.6145601071646,49.1061169333228,49.5093619040302,50.0777637193263,50.2679979496009,50.5330758711811,NA,NA
204,"BEN","Benin",6.4139455596829,7.11731397529402,7.55497200867974,8.02042694322425,8.44955469177924,9.16246888824719,9.69919041401135,10.5059045755546,11.1088129530722,11.8909037623887,12.4627133809648,13.4615629544288,14.3357929209701,15.1346204432981,15.9117081498277,16.7783991182726,16.5901397409937,16.3112263724989,16.261017263301,15.9160518069094,15.8403975886084,15.8733707804501,16.6344927346703,17.2371882082673,17.4098458798783,18.0682255141729,18.8448141966583,19.8702005441717,NA,NA
60,"BMU","Bermuda",56.124606468726,56.8992429307218,57.6843899727123,58.7897961287276,59.7807821542416,60.5028723126302,60.8526277456949,61.0267606619943,61.0571454542783,60.9889909612783,61.0650193719011,61.1959244264886,61.2995627273831,61.4421848001565,61.4453887182411,61.2759229416433,61.2412120560853,61.3036815468996,61.3872324333366,61.4613288997485,61.6645616858471,62.219157311667,62.8258091425421,63.3087441954369,63.6310781147469,63.6378460533214,63.4288071623686,63.3160468021671,NA,NA
64,"BTN","Bhutan",7.04812252484335,7.64999455341321,9.07288312659082,11.6417789987115,11.4146160792232,12.6395456378404,13.7866432018234,14.5326161526785,15.5434568292937,16.6734983907059,17.9480928636968,19.2624138149813,20.7264482736111,22.3462316273566,23.8483163618812,25.1278771667737,26.4505972878913,27.7385006358017,28.9559687454033,30.1200056135114,31.3395473849626,32.5579338182732,33.2972064491402,33.9994705994202,34.5629291629603,34.8870560815248,35.4072320052592,36.2282900866759,NA,NA
68,"BOL","Bolivia",24.8951460327611,25.8183516249991,26.5343640419314,27.2465643019755,27.9842041802906,28.9561584656704,29.9850493074937,31.0744238149576,32.2321292770564,33.3961674468496,34.6216759736648,35.7597268225226,37.0039868856883,38.2318704362502,39.5513261784649,40.8419645036776,42.1976219985108,43.3900007861128,44.4933685531844,45.4698557264965,46.3919684912523,47.3526198065823,48.2140094553367,49.0774426881691,49.7797235550766,50.1428424421154,50.7256753323455,51.4790422662993,NA,NA
70,"BIH","Bosnia and Herzegovina",59.2199516235862,60.507365426158,61.6901030595188,62.8190447908659,63.4035216859134,64.1911270541767,64.4853478241965,64.4722457734237,64.6373816306755,64.7601475431379,65.0664194439318,65.1348671766765,65.589319151992,66.0048003587454,66.3950321598273,66.8561066050078,67.20226103025,67.5958918033432,68.0077677282282,68.101985213029,68.3851563659022,68.8542441052326,69.4570645340524,69.9331665360959,70.075474471761,70.326001825663,70.3823998178224,70.777928844349,NA,NA
72,"BWA","Botswana",13.9252250203585,14.3685620514489,14.6872720989191,16.2708291934905,16.9148802150094,16.2626432500619,16.6953361639546,17.4065666614785,17.9190932334575,17.9885417215483,11.6740847906044,18.6112368783718,18.8534789547917,19.0792075110249,19.6275989235827,20.0264775896855,20.578700250009,21.5259934905101,22.457798749986,23.1538759333787,24.0816307153755,24.7323088614522,25.2452659552129,25.8122543634548,26.0231301317484,26.4811117568769,28.0597657549615,29.493849371305,NA,NA
76,"BRA","Brazil",27.6103230205223,29.3979160809032,30.236213295446,31.8885988156814,33.8946208462762,35.3116502259558,36.291171786813,37.1949821764302,38.4175494269836,39.6029584784065,40.9739784150782,42.9525129056339,44.696570419687,46.5129211014489,48.440625603065,50.3224139979399,50.9664867378071,51.3520078127995,52.4237316933531,53.2435142485812,53.7131113034201,54.6335092714019,55.8104290412853,56.6799354745788,57.9074796401833,57.6460947613199,57.103898181458,57.3387569638907,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",79.5766722451632,79.9328425315158,80.3145821407264,80.8367182259362,81.3504532349618,81.9493827487632,82.1203889960329,82.0115453846388,81.9602903964584,81.9632781315995,81.8527418276144,81.5869780578062,81.5185664710159,81.4668181695766,81.4807313224065,81.42571153158,81.6553989018017,81.7997972669247,82.0666220045725,82.3609416563738,82.5945461592888,82.9586076962239,83.4413512751863,83.9043341648323,84.0444451461906,84.0148809497268,84.0269683879963,84.0164966580518,NA,NA
100,"BGR","Bulgaria",66.5527369235924,66.5998814057136,67.9971711302063,70.6743652575598,69.8597682631415,71.8333677459915,71.7563998744582,72.8997314597155,73.9830008528217,74.5854438448004,75.3055246251774,75.7403991713257,75.247133724936,76.0380799835808,74.7840716648442,72.525969444625,70.8701038164381,69.8255377683263,69.2653992706196,69.5292141411804,69.8772532667729,69.4816627228349,69.5553980572291,69.5644242458297,69.5679609607563,68.5502019648811,69.1594822235257,69.6796684670792,NA,NA
854,"BFA","Burkina Faso",4.80267974753214,5.26319491623065,5.66757353046417,6.07916697902705,6.09396265537515,6.93061035157224,7.31700951239839,8.31793251105226,9.13502001662741,9.84860109474917,10.6318729038547,12.1419995855056,13.0335787443624,14.0193700895127,14.8675931054049,15.6756429848726,16.3514094086201,17.1583059866568,18.2307193108082,18.6384442112002,18.9952549391678,19.6766988738305,20.4087385048806,20.9353538079423,21.8496384341029,22.0292456624415,22.5550709122995,23.3332292517625,NA,NA
108,"BDI","Burundi",0.910899859070483,0.917613386558045,1.31482727797678,1.75548298942911,2.04995826459353,2.50148612480538,2.54144766626057,2.77552532968559,2.90667005809557,3.3431334343482,4.39033436240518,5.45113273277269,6.75499233243298,8.05524859037318,9.1650354633193,9.58147033237242,10.196616030465,10.5541310561788,11.1763657897385,12.0076576249226,12.9205097352826,13.4959467484114,13.9189743173914,14.0945038268626,14.6620680245764,15.0430594852534,14.94741426789,15.1283350983784,NA,NA
132,"CPV","Cabo Verde",15.3205670693063,16.3008977209314,17.2087570518221,18.2143386233757,19.1527995469685,20.0536712812969,21.0263445659363,22.0633407302921,23.107927461588,24.1253491006099,24.5291855695713,25.4176232719451,26.6690357716388,27.5554037589593,27.9304253826799,28.7380158860253,29.6065798613202,30.2314175354162,30.3243770672194,30.8503988762901,31.248394174227,32.0524161631947,32.3701485558053,33.4263797187813,34.5422985499367,35.0981563244981,35.2726017818566,35.7998264864625,NA,NA
116,"KHM","Cambodia",12.2882369788848,12.6808349913613,13.0476743636313,13.9845724814091,15.3855086718709,16.8120926232803,18.5215618910211,20.6009958633898,22.4394950329262,24.2217460238768,25.9295634416683,27.1785356311739,28.5045595097351,29.7287432187417,30.8153627401004,31.8383424739527,32.7999950769818,33.9935721548591,34.9882353972226,36.0162919736736,36.9862856038759,37.9936606192601,38.8802766856452,39.7585668779387,40.332327561729,40.7060354550336,40.8059257961397,41.6624445740666,NA,NA
120,"CMR","Cameroon",4.53078407496388,4.78377836417243,4.91800906267547,4.9485369584859,4.79795073008307,5.18286865290983,4.93777403279579,5.04945445798175,5.31680930908388,5.52890170846263,5.59247413570286,6.16644191786794,6.52816090324723,6.7264969878956,6.69589168348941,7.20873896023562,8.12475422795822,8.65774180405955,9.38823721640439,10.3281398858661,10.8825951717715,11.6980483214102,12.4877945961067,13.389721850536,14.3991100497613,15.2694178540498,15.6028818525319,16.3296497341439,NA,NA
124,"CAN","Canada",87.5052733915627,87.1416076547774,86.5859373025249,85.8011463355045,84.2200457992602,84.3662460809273,84.3556508482325,84.1138389566175,83.6641467611394,83.9789667396008,84.2266471826875,84.4445609035431,85.060535379164,85.49279136284,85.8741499476654,85.9594546099053,86.7051039642973,88.0154712712763,88.8655971579293,89.5514536088423,90.3445939502238,91.1509301317025,91.9809648674708,92.886960726996,93.4952069380417,93.9666425740868,93.7952905216408,93.9498545414814,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",1.80883267812276,1.61530889578158,1.49467339394205,1.364526560301,1.42438473453633,1.39078080242294,1.32582478739214,1.52771249019199,1.65805793660522,1.88526573866508,1.61221556488194,1.63076708625093,1.82187079459119,1.93050532068973,2.06904440100281,2.48563064841387,3.04079320959372,3.15275740346817,3.26012102895322,3.285563166725,3.45199093140211,3.36384045435069,3.52003576748044,3.80006131961603,3.24065731187846,3.17512414540958,4.0639032037588,4.80064072467849,NA,NA
148,"TCD","Chad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116619827320804,0.149553805992156,0.322899226476963,1.17665282471347,1.64570213252685,NA,NA
152,"CHL","Chile",56.3909358801738,57.1459637008769,58.3217710396622,59.395760499308,60.4936417022954,61.5452524622073,62.3373873512838,62.8707589933405,63.6512377553128,64.3886982137367,65.2004566268639,66.3132674151289,67.0146310313857,67.9835366639743,68.8252418355118,69.6692450122989,70.2620831343853,70.4672387470377,70.4738256148257,71.3675215648142,72.5403745030734,72.9478646596475,73.4629649483129,73.5939964225102,74.679660188024,75.2218187445059,74.900074629484,74.0490372777189,NA,NA
156,"CHN","China",36.7275164799476,37.8211073276713,38.6047398354989,39.5437987732649,40.3963285081988,41.6130244250093,43.0620551465235,44.5716569803585,46.1639719158775,48.0428699874336,50.1646739641796,52.6066351935651,55.2253043667671,57.7398043145763,60.0129919808772,61.9100344168119,63.254959327658,64.7298739407894,66.0926828118278,67.1740493287047,68.1850853260605,69.5059147552214,70.7905944099948,71.9246164373746,72.6112439150572,73.2134016522662,73.4522614538412,68.39037860308,NA,NA
170,"COL","Colombia",37.0960788110322,37.3792241813159,37.3123772792128,38.2140337922457,39.0823021519819,40.56371480664,40.2238764733097,40.5824941545426,41.9281500139098,43.3679989031387,44.5622229248898,45.4386380208775,47.1616516014689,48.6287619648372,50.5890094925753,52.424588017906,53.3852589301441,53.7178765208004,54.0193500785819,54.0589006510673,54.450934532501,55.1629822237766,54.9389784061743,53.9480831628289,54.6619059753987,54.2798159688353,53.845168326079,54.4689470883323,NA,NA
174,"COM","Comoros",9.69598959935006,10.0433282668714,9.1789470380612,10.0964011574052,8.50979555917986,10.992867039225,10.2912129020971,12.1622529661977,13.1404557844873,13.6733045629542,14.3258040935976,13.3758761632723,14.7511155667029,15.6189879283823,17.7227864780224,18.2373313867166,19.237854355681,20.0556402735288,19.029534775743,19.6047352342452,20.2900001089054,20.6862225149718,21.4129121082609,21.9779180468944,22.1257660197052,22.2297903304603,22.8402300683261,23.4911457272955,NA,NA
184,"COK","Cook Islands",49.7475546763797,50.0586839768923,50.3279310991057,50.423324438474,50.684805058607,50.9444652527753,51.145350961751,51.2916173088318,51.3928392039503,51.3835595569876,51.3747566191366,51.3016407680573,51.4783185643549,51.5150158051794,51.5012999948665,51.5038750005655,51.5227923143117,51.517724066145,51.4821069109606,51.4624720817127,51.3028109683872,51.6846837611657,51.7965482367849,51.6784484536127,51.948067125514,52.8570771633955,52.536359961589,52.5103689171212,NA,NA
188,"CRI","Costa Rica",49.4160533044206,50.4474284982265,51.3418438443926,52.5811318003867,53.7416102755529,54.5145901419416,55.3260520058716,55.6870580998803,56.5966993859568,57.4347451098924,58.4325451747428,58.9178921579845,59.4042670966454,59.3718762423835,59.6956737260396,60.2023029017649,60.4319138713006,60.9370692292832,60.8634845163633,61.1875484921737,61.3362017137465,62.1152351538624,62.7924029984904,62.8815410702014,64.0201513244615,64.2948078917867,64.3717980682348,64.6601496175471,NA,NA
384,"CIV","Cote d'Ivoire",10.5692974123206,11.1918124615721,11.7659386281414,12.1113342197548,12.3520422942909,12.77979384553,13.3092273890562,13.7380104320447,13.7450963710216,13.6839367224723,13.2274118124368,13.4336918311283,13.8119425900125,14.3340728620411,15.0279727375121,15.7022654049249,15.2795487421783,14.967843818108,15.3255549097199,15.47700249834,15.9401869647534,16.7503098680756,17.7944342705168,18.7581834627835,19.5565920805462,20.5615563941783,21.3359540500411,22.1488865271869,NA,NA
191,"HRV","Croatia",76.281994699612,77.245437364807,78.8170781811858,81.3879506124022,82.0423671896935,83.2802770064308,84.0565998270119,84.976606403124,85.603880682808,85.751780634105,86.0096089943142,85.8624765033685,84.9257135236394,83.5837090296204,81.4097749043409,79.0147578850106,77.278154561813,76.1184110812702,75.1678325404141,74.4739916644099,74.2951915918979,73.6512843966239,73.4439387619281,73.4019760561539,73.186539962365,72.4772745481457,72.9041746907353,73.4953019696557,NA,NA
192,"CUB","Cuba",44.4233695877485,45.7010475293364,46.8079888962326,48.2660293205002,50.1486316290573,51.6343245814937,52.9310236277107,53.4093827267171,53.818730362597,53.3241745348067,53.9767759920282,54.4962693270194,54.6593180600433,55.1556063639212,55.2787848037782,55.5989992751451,55.4069567389629,55.5759130834069,56.2325329872146,57.3220677316138,57.6909590085966,57.7910448744886,57.988188147076,57.7559322257202,57.1113897129034,56.3542661988675,56.4452914251874,56.4696663565119,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",76.0953626891559,76.9979142000491,77.8869947550449,78.8148801729924,79.610049115723,80.1899176791161,80.3285545760875,80.2508925080751,80.1915734732706,80.0960823524176,80.1185584762058,80.291092003138,80.3908997653606,80.3863269693739,80.4379905461083,80.4641993969844,80.7806290321039,81.043384556186,81.299158328442,81.51389063321,81.8754358311542,82.1973097458367,82.5710648435576,82.9673018385361,83.3716877275139,83.6304087409874,83.6595322712932,83.9835623704207,NA,NA
203,"CZE","Czechia",73.4081708934543,74.3635993019909,76.1933523809733,79.0280396496491,79.7092922978905,80.866095094794,81.6135874069899,82.3357179996983,82.9164607755527,82.9811004853931,83.05220501041,82.3824839563995,81.1448705345042,79.4222777288328,76.7700708159718,73.8810487443997,72.0203458052153,71.1100443490136,70.3603270156233,69.7399576604609,69.7363330957527,69.3293093372584,69.1806906052022,69.1075411942127,68.7900213783833,68.1462024555457,68.4447068046196,68.9893451374551,NA,NA
180,"COD","Dem. Rep. Congo",9.10687816486299,9.06742735251648,8.6581706783858,8.60138901997618,8.31080068159321,8.40712396547178,8.93300349185193,9.38015795877121,10.3900872980652,11.2901278455227,12.0929077101848,12.8447552187,13.6116512093139,14.3710305767667,15.2421752802727,16.3881144891724,17.6677870076217,19.0091020102993,20.1096595078347,21.4830513106461,22.7986448020282,24.1903713825477,24.9796486723896,25.7417014226883,26.7242443854667,27.3738154551464,28.7093467582895,29.5123465665901,NA,NA
208,"DNK","Denmark",90.4688821531788,91.1470780610167,91.3448994308048,91.1985611250272,90.8687894188449,90.5287975203615,89.4676713469361,88.6971486140943,88.2091829898965,87.4783119622265,86.5686512918846,86.0355981602225,86.1584243561398,86.0829824175807,86.3125300160535,87.0655247361538,87.3665792353151,87.3376894680659,87.4962199202515,87.6759082029433,88.1078051555874,88.3605765190483,88.5913775201804,88.7232997598282,89.0226882971295,88.7598497418697,88.8858641609035,89.0692133872613,NA,NA
262,"DJI","Djibouti",3.99909277565861,3.97878044943367,4.61729466393656,5.18184802996001,5.5721920771518,6.13243901497117,6.64772192640939,7.43185346132323,7.65060390424732,8.37723613153493,8.85174018042783,9.1377961284899,9.62101637474476,10.0358069102191,10.0793726200131,10.9799138344525,11.502435734553,11.9885452875162,12.9237836897823,13.5495674092539,14.1917428209695,14.9160647623377,16.1246233784013,16.7817155798361,17.6258481869401,18.3418929970237,18.6193346361457,19.2375098215658,NA,NA
212,"DMA","Dominica",42.1889619345662,43.4781223971324,44.4822657348567,45.4680757512027,46.3153407115863,47.2038818662172,48.0479197898174,48.7027180643753,49.3451438427186,49.9305217489151,50.4039508562312,50.8641139048538,51.3544504520797,51.7180742607955,51.9985244856952,52.2190956744126,52.4449887016231,52.9720111966011,53.4350700748048,54.0225728984791,54.6428809707193,55.0919455753672,55.4247307635179,55.7187897545101,55.8600883643444,55.9066049036095,55.6874862137237,55.9473391122951,NA,NA
214,"DOM","Dominican Republic",25.204098115858,26.6532055978819,28.1990279190545,29.6755577764759,30.8518227580867,32.135367447815,33.6473814357211,34.6565641507306,35.3076145621759,36.0070318172185,36.7559469157806,37.7306854294613,38.6731158109348,39.529817600808,40.0663143743865,38.1718873493375,37.6652627934192,41.1948268361518,42.3702386145571,42.7511241287207,43.0170225381484,44.5413415457401,45.1183602194204,45.8815970482576,45.5601396756324,45.9359604368955,46.7749642068251,46.9131308655903,NA,NA
218,"ECU","Ecuador",30.5438550055203,31.6554845475773,32.3697533874211,33.7918182285667,34.4479421842073,35.1494937974215,36.4255532772819,37.5539766330144,39.1268418997739,40.3867181365651,41.3831909509796,42.4529516813066,44.2543627678246,45.3563569715943,47.5131327671787,48.8126684466683,50.2198600844814,52.1510090545334,53.3473691608438,52.9223719382843,54.5736629121613,56.0413623142438,56.8303088932195,56.77627546599,55.844534361258,55.6830408616256,55.5016824353388,54.7108397605398,NA,NA
818,"EGY","Egypt",27.3317470004756,28.0695096898294,28.944773583487,29.9497515943824,31.1977065967765,32.3713251991134,33.6543164640417,35.2264387073352,36.9484097082932,38.6175094304303,39.7556673866647,40.4534553432516,40.9838858372195,41.2621580170004,41.5950624253991,42.0796779653756,42.9238132883212,44.2462500864102,45.5039430865679,46.6308864273851,47.6674672002886,48.8648215621302,50.0792268794635,51.1868399879858,52.1102295791292,52.6300273382709,53.5139433557294,53.7192076512655,NA,NA
222,"SLV","El Salvador",23.2689018165805,24.3666301837269,25.7552404189707,27.5992234181957,29.3031724886634,30.9298311456719,32.4255844891102,33.6617524098105,34.704102916839,35.7653097491764,36.8898178598561,38.0971243713196,39.3028295249792,40.1225544822412,41.2100091240744,42.1057843882925,42.6765458728794,43.1578263424453,43.6117551047525,43.9895370224548,44.7194373306459,45.2390640723605,45.8548386769482,46.2882992787597,46.522696330656,47.1470411742975,47.646027958496,48.2730746276469,NA,NA
