"code","iso","country","FCD.ind.1996","FCD.ind.1997","FCD.ind.1998","FCD.ind.1999","FCD.ind.2000","FCD.ind.2001","FCD.ind.2002","FCD.ind.2003","FCD.ind.2004","FCD.ind.2005","FCD.ind.2006","FCD.ind.2007","FCD.ind.2008","FCD.ind.2009","FCD.ind.2010","FCD.ind.2011","FCD.ind.2012","FCD.ind.2013","FCD.ind.2014","FCD.ind.2015","FCD.ind.2016","FCD.ind.2017","FCD.ind.2018","FCD.ind.2019","FCD.ind.2020","FCD.ind.2021","FCD.ind.2022","FCD.ind.2023","FCD.ind.2024","FCD.ind.2025"
192,"CUB","Cuba",60.9783901304153,88.562551309741,91.6933490719423,70.9659871928902,84.0184114068673,97.1276343222294,94.9291499657739,92.5863331614901,90.6539457994624,88.080204274793,89.8843474667931,98.4140804567471,99.2679664702129,99.1855311529412,98.8451425979703,58.9110730046583,64.7785231364448,98.976478619045,98.9744142158025,98.9538726475867,99.0740495849671,99.079888789528,98.6036636951847,99.0114138498106,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",58.380979866128,57.9155656065624,58.182400633001,57.4541324101936,57.0558868878079,57.9061739137971,59.2500508360603,60.2588846537031,60.6351572426152,91.5045779287773,61.1414591650919,62.8195234056044,52.1901102617078,53.6482900207703,58.0401774716815,57.8084546909128,57.8382751440622,20.516574510415,26.3295587395955,20.218255171571,23.1268350571005,24.9358879769437,28.20269468168,20.7457799642253,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",14.9246384194916,17.2205252803562,19.9928418605943,23.3146088829936,27.2422860358616,27.4660842984725,27.9433848904908,27.9122158295791,27.8193633137766,27.7156604451565,27.5047493488784,27.5148090721229,27.5318670111068,27.5933913365923,27.5880371839164,32.29193055219,13.0852406514685,14.1446787161329,14.1814926129345,16.5595178771161,17.907408895487,16.6022932902195,20.7950526770677,21.8905121794261,NA,NA,NA,NA,NA,NA
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",65.4288084776523,63.8804927012991,59.6590898265237,60.7511163811756,60.7561324426361,61.3436291318856,59.228711703906,52.3516259469164,55.8383415216243,53.5134215028633,54.7371317496802,64.2510697498688,67.5521295624959,69.938964968998,66.8914751322673,62.2096269937867,57.343580914062,61.2312755933933,60.6421881841316,74.8173781870104,71.233630316828,70.6943476140802,72.8634785702438,71.0125778025413,NA,NA,NA,NA,NA,NA
262,"DJI","Djibouti",83.4627792356115,83.4140992679476,83.6598503734566,83.6146722398049,83.6860634420042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",89.2990456838979,89.2771091285856,89.2306336707527,75.369681088613,71.4634375299898,83.439500169537,95.806681993801,94.0641140512461,NA,29.6867532073766,21.9690204614392,18.5419626973695,16.756977629619,14.7230091733314,13.1742124687696,13.6313978196786,13.9503168041344,14.4543060937332,15.5760744626805,17.2431662314598,28.7469160568092,31.9318437432101,37.5438592724626,28.8512317540655,NA,NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",NA,98.4830464612177,99.0025716837735,99.6398743698461,98.7427409056442,98.5868078855021,97.34523228473,99.3779005182575,98.7894509022822,NA,99.1736134069352,99.2460584319527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"ECU","Ecuador",78.5183502389444,62.7343987837562,57.6423673456418,55.7550167017808,65.6630149844053,69.8923147724333,66.2516773255404,61.7897499549268,64.4759718007543,64.8100515815162,64.1664487514388,69.7654570533598,64.8891194904972,65.1711639675941,62.5936092594778,56.3441825972209,56.0575045034705,56.2043413572945,62.7397193604283,68.8096806888446,77.3084235678918,83.4267442912202,71.9335284130237,72.4402237832202,NA,NA,NA,NA,NA,NA
818,"EGY","Egypt",31.4934619992463,31.9517777064579,31.063842990455,31.3786401720196,27.6862674476167,26.3692572234832,26.1609152449219,22.7341989075146,23.9904311431561,25.2999430956558,27.4516842863634,36.9055280440024,34.6742491396671,34.4992835751627,32.656449018095,28.4394617093358,25.1603700629857,25.5001375907562,26.2429851335021,26.4360401298311,29.7987679038814,29.9636548785792,31.2205459935592,30.5023266032909,NA,NA,NA,NA,NA,NA
222,"SLV","El Salvador",4.48100458299712,7.25055129655968,4.74690552054213,7.66861925775446,11.0562622612574,12.9995728815125,21.1140428122525,13.356051303466,20.9764713896674,21.2929934913829,19.1286833204916,20.4277310498541,26.7272437356665,30.6015409115842,24.4129516263864,43.2640559798156,43.4082445822384,44.942251378265,46.3506716658308,22.2721183825596,15.2188929875828,15.8202486113697,18.2096965248924,17.8387633036977,NA,NA,NA,NA,NA,NA
226,"GNQ","Equatorial Guinea",93.4287094793104,96.8022653189368,97.3628360030011,97.4101959546237,97.4537474490439,97.4935257784619,97.5295037928579,97.5616125460234,97.6770560030813,97.7890901219972,97.8977826248661,96.4400011548234,97.0056957583714,82.7106653399056,84.5166798254341,88.3197243381467,96.0282215410125,96.4208597355317,96.6740577939839,96.5882162705546,96.5575851744076,96.5650410228937,96.5703218765564,95.4543699345607,NA,NA,NA,NA,NA,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",82.4047796737017,79.4214470316346,80.5360847080592,77.9572656709861,58.4042422038346,73.4143011032594,70.7874229093587,72.9573203652948,71.8159360619829,67.6407047165786,72.0784731535085,71.4805263471879,72.8196498513563,72.1829619712368,52.8323207642892,42.115650062233,51.0690043388882,47.3246509380161,52.1530516984393,52.5776474925373,55.137469094605,51.1226505045396,53.9432312805908,53.9358916977503,NA,NA,NA,NA,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",61.7647862936757,62.7541358401834,65.7909088279872,67.5520877989846,69.9605315158013,70.4088417447059,70.8398633338095,73.5982900092345,75.5950265631964,77.6955668067929,79.4841343125293,83.0637494490789,77.9051257808643,81.8295214996543,76.3049040371533,76.9149588324335,79.5132838854397,80.0425069134607,83.2488329082115,84.4634702579915,84.6760397350875,91.7917363781197,93.4626247682336,96.3647877727927,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",59.4016272851901,59.4025585263475,59.4017997510251,59.4025062884434,59.4015813422411,59.401296571752,59.401824479203,59.4012514428312,59.4014346815663,59.4011774405131,59.4012364953182,59.2703741495525,59.3525063986922,59.2765216943241,59.3809704455947,59.2944213929391,58.1006572941506,57.0295415084776,59.3938985116138,59.8248369870877,59.9821415909766,59.4452521299157,58.0823876304214,58.5459336435254,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",65.5765618752648,63.2053201178173,58.4105409127889,60.4339988417539,42.9438843183419,39.4676381921894,39.0700148104542,40.9597124561076,33.1819064106214,34.5613617026708,35.6028653184851,44.2947479618445,37.853136043823,33.8045990924157,38.1209164071472,34.0399739691581,34.2031445182412,35.7849301965503,36.1562238913234,37.0691598975827,35.6959602709601,33.5527094119064,36.4898240348187,36.9685842550083,NA,NA,NA,NA,NA,NA
246,"FIN","Finland",92.5539354150612,92.312897983141,93.3749467543501,92.7227351822574,91.9856874905237,92.9743662720216,94.3256200354572,93.3556418415528,94.7940718525037,95.7921515008375,95.9994492349991,96.0895120701732,96.2411357244914,96.262832575347,93.7950779723225,92.2130611013498,92.2287133686582,93.8134736557966,94.3315637414077,95.3050574899599,96.2567897519015,96.0142504118802,95.1135785830533,95.5779785642192,NA,NA,NA,NA,NA,NA
250,"FRA","France",24.4987539480977,23.04377130859,24.0134752395049,26.0388336892034,24.6870745680884,24.4874754677027,24.0155421053947,25.479255442196,25.8734265808388,26.5768732062749,25.9610667715499,25.2004217644328,26.1605738375933,26.8596548882244,27.2690974805015,22.4102413706742,29.0034032542309,30.6690831254847,30.8847712585518,29.9295080404807,36.3535318340975,36.3338527386517,35.2410181246747,36.1462003906406,NA,NA,NA,NA,NA,NA
258,"PYF","French Polynesia",58.4230010862322,40.683386822796,36.931709221728,36.7067968688315,39.0961665915702,33.6992450542043,36.4947199245546,50.2859888398186,56.9510544524797,55.8191695048646,57.5584994426674,50.8712124319803,58.070434219264,51.1894696537728,55.4854107118879,53.3674015959928,50.7105927253341,49.450183037091,47.3593862985112,44.0675752293422,45.4290921604489,47.9597148038065,42.9588039982339,39.9895737952723,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",83.7598161399026,88.8086696866934,86.770412876126,86.369620740661,84.8182629279988,89.1045311224944,86.9245962383215,88.0870671304119,87.1598301143638,76.3976332984299,80.2196657133482,78.4486905765995,83.9137492599746,86.7922569525396,87.4359149754643,87.8198063744182,87.2004290525147,86.6048057193614,86.1331802455755,87.0437706291142,87.1521043993674,87.3205941020696,87.3670805821236,87.3785644329867,NA,NA,NA,NA,NA,NA
270,"GMB","Gambia",64.8763365822752,70.6532593471238,76.1086179083635,69.3405723493989,56.6706266552681,64.9727029429824,69.8593903564569,60.0190188252864,61.6484072990969,77.5066751308271,95.7886084387786,98.9919991668006,98.4153947464469,99.5761377646393,98.5642189297995,98.3475438568508,96.8311093840945,99.1651848668996,98.2634346224269,99.9838359696418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",59.5397945829074,59.4046744299016,58.4194681095206,61.4425779761432,58.9668939385346,57.7864719821968,56.543499852302,54.2570811739647,49.4413053692872,48.3685962432219,48.160390138203,46.6102715659968,45.4804837100859,45.8401919284431,45.2484542484215,47.3431515460563,50.6156145861088,45.5586838240001,47.235881880055,46.9202324886579,47.0997950169577,46.895881339,34.2380395111905,34.2615868477832,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",26.3785696739763,28.0018599542303,32.9525409501692,28.7217679005482,28.6976142724281,32.2265051359736,31.3482467253534,33.7966848567681,31.7723347135485,31.1496839279352,33.6990740410526,33.4520291557526,30.9645023928611,30.6429043998752,28.7274266526716,33.28999246001,34.0287494720519,34.3756478210978,35.1774505257253,37.3743111877957,41.7125087758809,44.5998666289806,44.0985341046371,45.4174958231342,NA,NA,NA,NA,NA,NA
