"code","iso","country","NXA.ind.1996","NXA.ind.1997","NXA.ind.1998","NXA.ind.1999","NXA.ind.2000","NXA.ind.2001","NXA.ind.2002","NXA.ind.2003","NXA.ind.2004","NXA.ind.2005","NXA.ind.2006","NXA.ind.2007","NXA.ind.2008","NXA.ind.2009","NXA.ind.2010","NXA.ind.2011","NXA.ind.2012","NXA.ind.2013","NXA.ind.2014","NXA.ind.2015","NXA.ind.2016","NXA.ind.2017","NXA.ind.2018","NXA.ind.2019","NXA.ind.2020","NXA.ind.2021","NXA.ind.2022","NXA.ind.2023","NXA.ind.2024","NXA.ind.2025"
36,"AUS","Australia",NA,NA,NA,50.9268906755088,49.8091457958707,50.2084859653466,51.5138198443896,54.6320214067262,57.3751137947247,59.1805717180324,60.1896753195678,60.4995127122625,59.9189824069812,61.2207220103966,62.7716894549808,63.2892699575364,63.8695176679992,64.7975944946118,64.6222827335807,64.1036948257496,64.5389427280507,62.7948048714694,59.7084834832992,60.356528457112,63.8977287399551,67.2232155873187,69.7486704055749,70.4304445465395,NA,NA
40,"AUT","Austria",NA,NA,NA,53.2793518242414,51.0354885105932,42.441477915873,36.5302482295826,30.5325327095178,28.7394372435367,28.5886223742135,27.3355428568142,33.7484128886482,40.6615266325345,53.6866732571876,64.615327617416,73.2948438227163,80.7292920604748,82.4887081114205,83.0936913161409,79.8793390158569,77.9068850155115,77.1936369171383,80.2947211760288,86.7432571680463,97.0958845868994,100,100,100,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,62.2098725645924,70.781808313037,100,100,100,94.6388023990227,75.3211246504249,63.2951840859115,59.1617235631148,47.8990622318829,58.015299564503,56.7116418896758,57.486251475992,56.6100525968273,52.20939876455,48.1628554932634,46.3882456697437,45.109327542052,45.5840973896903,35.1261714169759,35.5504550962693,44.6115337892598,45.1504499852217,36.5110456055204,25.9636781365701,NA,NA
44,"BHS","Bahamas",NA,NA,NA,0,3.06884145698301,21.7416292440904,37.9445556306783,68.6143537767951,88.7868453825251,99.6639389752304,91.8650078435252,72.023327958568,42.5497421821456,25.4480928388221,13.3843123501984,24.4014472113571,20.5451538623677,29.1688191602843,36.9267739828917,47.6117948468484,50.2485291385197,42.3634297057775,33.3404723947043,33.802198542016,30.3973829429071,48.805335098697,51.5012488377463,51.0780394592976,NA,NA
48,"BHR","Bahrain",NA,NA,NA,40.9035281355647,57.3439969020361,74.0547956431375,75.2753446607775,68.4700199447956,57.7159932778319,35.0257374190896,14.1702214941847,0.143923404054689,0,0,0,4.3385498146661,13.8257952376128,22.1969448676795,31.6610029586439,33.0548600413731,31.4990669907835,30.1543138869315,27.2253990503974,26.9514473159651,31.3395074007853,38.2564222994406,42.5640775261475,44.561853314186,NA,NA
50,"BGD","Bangladesh",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.510090655747092,1.624028224076,3.7495864474259,10.1518931210793,4.6499731794857,0,0,NA,NA
52,"BRB","Barbados",NA,NA,NA,50.2838063526093,60.6186587733881,58.1018909060758,64.0993979533607,68.8866406142295,75.9465242865347,76.0331380587215,73.4935438502822,62.4922555900222,40.0566724788507,13.49118438562,0.890478461890112,12.4110137331612,27.0869040206922,34.6595018959226,50.3610624491962,57.606742323146,60.96826061265,58.9203977569762,56.9559407044274,56.6826991979353,52.0232758582426,52.6453259199966,52.813847782992,50.1773116974331,NA,NA
112,"BLR","Belarus",NA,NA,NA,67.1154185912145,88.2815473879113,100,100,100,94.3327606818845,86.592915539607,72.3934546592157,59.8736291960871,39.6709453276296,30.9010119458612,26.0537421874775,28.1876735602262,31.4054429318257,38.041836657388,48.1822183474645,63.0622634692372,73.7773031608866,83.6392513366077,83.021779250706,87.2598686694231,89.978847792199,90.9121938933047,88.6315718912651,82.769731301808,NA,NA
56,"BEL","Belgium",NA,NA,NA,59.0289908776767,64.7848782021861,69.6631015530201,74.9042986450176,77.2346499053727,75.5993208609382,75.0372733149268,76.4604099582361,78.3238613542043,81.2857488077394,91.1014110779994,96.592866382561,100,100,100,100,100,100,97.5008822955448,94.6574235652737,97.470639748331,100,100,100,100,NA,NA
84,"BLZ","Belize",NA,NA,NA,18.7955730806974,31.4250477398732,39.6128608822865,49.7190166890286,58.7619047476273,71.2753213269923,76.860946635793,76.1201010551134,68.1402711954942,67.0096536973958,54.2134796837594,39.4106909267963,15.1932400538021,0,0,5.1553437571165,12.825263400702,12.9738451208849,15.6869586856538,32.4373398667463,49.1723423189842,62.8402723831175,55.4228032210231,41.3869664843529,40.8880653999246,NA,NA
204,"BEN","Benin",NA,NA,NA,0,0,0,4.47466508781261,9.84096874108741,18.3062786398986,28.729875001876,11.5617043899722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06345184480081,31.706060935301,59.0973224612593,NA,NA
60,"BMU","Bermuda",NA,NA,NA,53.411494707493,61.7471327840408,70.4660762119467,83.1729340673887,84.414130887982,83.6717213293954,77.135497938739,57.891709412267,27.5007247059264,0,0,0,9.41030434198841,36.518415573453,52.1117760131596,55.6511414441243,58.5936882698977,55.9351613921469,43.9352219571462,28.3165887887613,21.460569098552,33.1242438449771,33.662853485716,43.8730119153355,60.0822955232919,NA,NA
64,"BTN","Bhutan",NA,NA,NA,8.64390015459901,0.224884214021301,0,0,0,0,3.07938275606531,5.9230688207065,5.1895117910441,3.32865094250229,3.553219358162,0,0,0,0,0,0,0,0.612995203302006,13.0609283362308,27.0162221214547,36.0441401945339,37.9607542753885,41.1673663976286,41.3383349856013,NA,NA
68,"BOL","Bolivia",NA,NA,NA,17.0689286681156,20.8120440377852,24.1351574250399,28.9161710550141,29.4300210039304,25.8505324521671,18.5973831031696,14.4093714471529,11.7963718116098,11.2297935141159,11.6822958759312,6.15291064185669,2.10236119873869,0,0,0,0,1.45472840040981,5.17387401631231,11.5238470057159,17.8519224549325,33.4177869886602,38.1111817933383,36.6570415040059,35.1441667373388,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,100,100,43.2079786399886,0,0,0,0,0,1.64647773047491,7.6135183320276,35.4502453740186,47.8686734814111,54.7161283522338,66.8173808938635,76.6340159388776,91.0182441203949,100,97.5962849463545,91.790511660759,81.998614549397,86.9801428868518,95.7912114654468,92.3283778219076,91.9685856067911,90.7449445515675,NA,NA
72,"BWA","Botswana",NA,NA,NA,13.6473413843383,6.71201608639269,6.99328241126172,2.4678336733963,3.4281445427857,10.5765940357356,12.8303715432818,22.7536435530226,35.60109309043,33.1291917367817,33.515296841315,40.9121045969633,41.1333918817165,45.0551603459612,41.9439031451278,40.9544172632907,39.4047307049578,41.8005118656286,43.7163690736837,34.379872373506,34.6160973012634,51.3777399935166,60.6202243728436,71.1512282511495,72.645723827261,NA,NA
76,"BRA","Brazil",NA,NA,NA,8.55683336664632,15.2242902487884,20.9713363524848,27.1763938896445,34.4224705767985,36.5966070887311,39.9817571765761,38.8066357848144,34.6882592530455,28.5736989009368,26.2120985452438,25.3223892946106,24.8646928091131,24.5486367426019,24.8224539077488,22.9460224738731,27.5071575317704,36.7299734388697,44.0170170060256,50.2679150512458,55.8428092722461,55.9256717191495,57.8483726444148,62.3520229869839,65.5494263331565,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,12.9660475671586,24.0570007624358,34.9777421977532,42.1956442915831,41.9335267891112,41.7100963136547,41.1149367570109,32.646224653444,21.4569718441983,14.2289951954373,7.3739855104175,5.67720052566801,15.96989379251,20.6367389029358,21.5038880532425,27.3766945296934,37.3980483951527,39.0449989895198,48.2498437096976,51.1311187692887,50.0486278244097,35.2557999557159,20.6478967704657,10.0406496974698,2.93753873785249,NA,NA
100,"BGR","Bulgaria",NA,NA,NA,55.5780111908196,51.8628936283842,53.217902590209,54.0786691413571,52.9759419741104,52.7393965007917,49.7133689834272,49.0765911907491,50.4913994567769,52.404658408753,64.5553519529956,76.1020830394931,78.9890966193697,87.1899405104054,98.2991260858303,100,97.593808034823,100,100,100,100,100,93.3477038487972,84.4894885141172,89.6984364749335,NA,NA
854,"BFA","Burkina Faso",NA,NA,NA,17.5090162604036,18.0496654129773,14.717020846102,13.2689183735641,9.9691765414908,10.773468631686,11.8484340452234,14.3855510809798,6.10143769975679,0,0,1.15465300609661,0,0,0,0,0,0,0,0,0,1.6883925655883,10.1711803056749,16.4506470834899,21.1779813355259,NA,NA
108,"BDI","Burundi",NA,NA,NA,46.5333096983454,48.6252978271262,48.6354918979178,48.2659739451279,48.0760925159807,44.3257324168204,43.0847749351341,38.7794816304951,30.8118742486875,27.0607536174045,24.3454688752327,17.4116257880065,12.2132049589609,10.892831840751,10.50077014263,11.113210792639,13.654392515199,15.3341150883459,11.3808254786986,14.9525381808022,21.381491445714,25.1069148510147,27.0535816347867,30.4127482149636,32.4527775569634,NA,NA
132,"CPV","Cabo Verde",NA,NA,NA,2.907848450915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9052579475897,20.0902374802749,15.2190567325447,1.71588497277361,0,0,0,0,0,5.5119091696791,NA,NA
116,"KHM","Cambodia",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
120,"CMR","Cameroon",NA,NA,NA,40.5069957174826,38.6215114651689,39.7183795507749,39.3913373142695,37.0071134149507,32.0458085800536,27.8498462076353,24.0594033395369,19.9207754498638,14.7337039132264,9.7048798533434,4.01012696285541,2.57709030251461,1.15121650817503,0.642392795118596,0,5.5648051276828,13.3764229847599,21.2028698154098,28.2247780272804,31.6555705971162,35.317791412764,40.6907892742587,45.059596020228,48.5175953176166,NA,NA
124,"CAN","Canada",NA,NA,NA,16.3242073611706,19.9616435046163,30.6420301822396,40.7942611994494,50.2790992394327,59.7659240388891,69.6332819181912,79.4101087163483,84.3957690164035,88.078007956818,91.5740432649253,92.0319541832482,94.8659529196158,95.8729281729142,93.7907636126291,92.5109709975372,91.7591641061008,93.5821223910211,91.289090994292,87.6383951208861,84.9698133648805,84.619134637107,83.7249644792145,82.3246732989334,80.6168070729917,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.9341642190804,43.964458379206,46.8338256996003,45.0728059674501,41.905758943284,37.4457395334473,45.0613254230991,53.2510169067413,52.9741727375033,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,41.9611557646966,45.3024459890449,45.1149512281041,43.8560580347766,42.5395719594539,41.8434153951066,39.3263603714459,36.7845127878199,32.7012280303813,32.2280390077578,35.8904752909809,36.9422294815551,35.0314578358588,32.8490428029089,36.7649038490403,39.6267023341312,40.9442923151786,40.6078816582043,37.9240147603351,38.1385470852675,36.5791958501107,36.0950727397193,33.9739238922927,31.313881711239,34.3679611718104,NA,NA
148,"TCD","Chad",NA,NA,NA,19.3181936894757,20.0299341541541,16.5745612111214,11.4943495732626,9.55331888647639,7.34901384777029,4.1308403634599,2.1450982078143,0.734124557525391,0.668270492797618,1.38208231177201,0.295173766558804,0,0,0,0,0,0,0,0,0,0,0.464689623137701,2.88249613503662,7.57691102888141,NA,NA
152,"CHL","Chile",NA,NA,NA,0,0,12.7758208551114,28.8831936253601,44.8118274524216,53.4974945398074,58.3517392956693,55.9355015276642,39.2329681319729,22.5551841979871,9.76434061151549,6.9092712013645,12.2469630874,16.3649354628068,24.8405788891379,35.2320877326619,45.824793047003,53.2717293222636,46.7217005984832,39.1876790231646,35.4520019446322,40.523699954126,44.2961151674068,44.3133244320672,46.2749244183089,NA,NA
156,"CHN","China",NA,NA,NA,0,0.229303225066204,6.21592380597511,9.56361261778291,5.69724183623549,0,0,0,0,0,0,0,0,5.3360320731739,19.3478124674064,34.1677664390551,48.7051674403482,61.1770045071393,70.4974911193251,79.0946790256612,88.6924412487291,97.6242710751329,97.9193695935684,93.8013226157646,84.6905008350035,NA,NA
170,"COL","Colombia",NA,NA,NA,44.0937676082622,53.6186010617476,60.4977998043361,69.2861770289654,73.3456612701042,78.149896727573,76.5753911145626,74.5553479161187,69.2012509794994,65.3838301596172,63.8680871320511,57.9376031569022,44.0197578923258,34.2331906680353,18.7223672955694,9.9776856937861,4.42969172730159,6.81140764593529,14.2520401066863,25.651478255378,35.3148294017093,48.8279370476549,50.0398310308882,53.8132184623103,48.9252698571596,NA,NA
174,"COM","Comoros",NA,NA,NA,33.1799594359887,22.7549888806135,12.3909326657314,4.16292849495181,0,0,0,0,0,3.88418747803149,16.9314316147932,19.3655123291431,26.5944425292945,34.0214231869446,31.691871863319,31.0132540546908,27.4559541683205,16.0311075682644,14.9410574036041,16.3866415846689,14.5641576927744,11.3723830608329,14.3676165217425,18.2940842975314,21.3825938939626,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,6.8682164610285,22.6923015341566,37.0331234908722,38.4611769040828,40.0127343075262,31.3245284682437,26.3098260559788,25.616966546929,24.2192646145023,23.4763096755534,24.7554428703953,26.2042383797904,28.2526771365405,32.9363709482066,35.1194577878954,33.2106720020448,37.0164160473238,37.3675077020143,33.7401384028859,33.6347908101322,34.7180135438045,40.1214059369454,41.4609767412863,45.621294935227,47.0411739781593,NA,NA
384,"CIV","Cote d'Ivoire",NA,NA,NA,19.9804083820329,22.82316468736,26.9305107399928,31.8255243731557,46.4808184093004,51.1757121954231,51.3318871140448,52.8119659245987,53.3453305824997,51.7629367238529,47.5237727312276,41.0422326939905,32.2506465649343,9.3423608210372,2.95845333835059,0,0,0,0,0,0.26617737269099,15.1921897790448,9.76839554554209,0,0,NA,NA
191,"HRV","Croatia",NA,NA,NA,47.8065260996585,30.7995789488311,30.6446801591795,31.8249314882113,35.3852409934796,42.06380190767,50.3747896089192,54.9008664318062,56.1320009359446,58.8216385434612,62.4702835310476,73.7767226525446,84.9767442714513,94.336373938638,87.7500030977565,70.730146849647,58.7712019590219,59.6373505177867,72.0326228891283,86.1905567928166,79.4247119904991,79.5685474092499,77.5157737786115,78.1612239021874,79.6786925878914,NA,NA
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.0151993633268,56.8727833474146,59.2338509759382,62.6633424043944,66.2123417413239,68.8627307560321,70.3646560811611,63.5518374721215,54.7702924145155,55.0177102357123,54.0446191139098,51.513453009936,50.5202289000361,50.2541078294808,50.2578138544348,NA,NA
196,"CYP","Cyprus",NA,NA,NA,20.3735795414703,25.2330444939119,33.0627455594882,36.8531101394769,39.2548966671559,42.557831633186,50.7868016017918,59.559175589002,66.9981348820971,74.882058801507,79.2063020708651,84.1692271924661,78.0485482556587,72.5837941950194,81.5057807099024,75.6060902311485,67.6888607047923,72.6044306607629,93.0288338518078,100,100,100,96.8036372382409,81.0534794718308,82.8785117349086,NA,NA
203,"CZE","Czechia",NA,NA,NA,100,100,100,100,91.4348461046516,76.9370285595867,68.7471057085873,62.984340768293,59.2534887959293,59.2968972191763,66.8264332848364,70.8531206180326,76.1848808123544,83.5377499051324,89.7726256076174,93.0780195332821,94.2243109277414,95.6356919650759,93.2194478608456,91.7800547316761,93.6976835441166,95.8265191679929,94.0719070698165,92.8782006004662,95.3608018270724,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,46.7353260765967,48.2183394886749,48.2885614676007,48.0434425869043,45.5557063081953,38.5961020723979,30.1373410783456,25.0201360520796,19.2296316529474,12.6961258330955,7.36937863252591,6.1770699393999,5.4372233411068,12.7080448839438,17.2685547607012,18.2330241236679,18.8749413813353,22.9585610610811,36.4494797478718,45.0203234353314,51.3946802418742,52.2509095175558,47.2405024803637,39.7550103187343,31.9868781502017,NA,NA
208,"DNK","Denmark",NA,NA,NA,79.7431782576032,92.2165601618344,91.4340752073109,94.8030329025793,91.8254518334212,88.7303358752478,87.8363602943624,75.7114310461763,72.8634272485262,76.9100632167559,87.5470546278419,97.9219472695475,100,100,100,100,100,100,100,100,100,99.6259658987355,95.091151686784,94.3415520637346,94.9651286427269,NA,NA
262,"DJI","Djibouti",NA,NA,NA,46.0978345507294,58.0409406822539,75.0329445353807,85.5976608037941,91.1476819593317,95.070791261016,97.1265874937687,94.3578910767829,88.4456856485501,68.9122212625294,47.577500800646,45.4518483178265,55.4332957368127,49.4309009372957,41.0402305950659,34.1146557412142,24.4963461930678,15.4785911291652,2.9027652392454,0,0,0,0,0,6.7033463685646,NA,NA
212,"DMA","Dominica",NA,NA,NA,0,10.1220665500783,22.718441686639,41.8211397140468,55.5724608838698,54.5271276603852,46.2631800090052,36.500974047321,13.1522337878224,0,0,0,0,2.0842357868013,13.1444035160202,18.7324849526733,27.2362306481615,38.1829896537797,40.1123521059629,42.1738869566822,40.9124785614555,34.6756120292656,42.5802963289039,49.0117801451528,50.1871640840765,NA,NA
214,"DOM","Dominican Republic",NA,NA,NA,0,0,0,0,0,14.4163283813116,29.1749292925314,42.6042686424779,51.4410058027119,57.5283493860113,61.6262841152953,59.2155245329125,58.6846530629892,51.09262272845,51.2936456145406,53.3919843087018,46.3962211942186,38.2419374857379,34.7406783488541,29.0091754915236,21.3507133030708,23.0299548168686,22.299964900796,19.9805588859505,20.973896473357,NA,NA
218,"ECU","Ecuador",NA,NA,NA,17.7781180695788,38.1810339103785,51.1489974273101,60.5805855169695,72.8256820032757,77.1007747243127,78.1184135694629,68.4687321499124,53.7918216736922,42.7026740102185,30.0180757049732,25.727542303771,20.354433271837,15.9510583125941,12.0264886179124,4.6956123703572,0.232475128803387,1.3989564714354,8.70850005692999,19.4734502640148,27.4359546022835,38.7525920860463,44.8062453473971,46.6251245149071,45.4752906977018,NA,NA
818,"EGY","Egypt",NA,NA,NA,7.83501354569971,3.78506800345141,4.7458668520341,5.72173417304531,10.3341785199992,19.2092092110942,26.8978563623516,32.1468849306627,25.8689960568905,20.1010335688605,16.1708200791634,12.1657188695161,13.0686460197431,14.3020907318207,18.6972103547007,20.7752914143806,24.1578706870444,26.6753533760035,28.3055269359413,33.2009390962662,43.417062326617,49.8891560368613,52.9044575275837,54.6969727863968,57.2224568602766,NA,NA
222,"SLV","El Salvador",NA,NA,NA,0,3.2602264825416,13.9423510021261,23.7524743768287,30.4374849612096,34.5524829728278,33.7653471172385,39.5902030414827,36.8702865589074,38.9540020583498,40.166785347123,49.5474487068607,54.953518405859,64.443958234393,70.5956862808662,73.446772810775,68.9116007200035,62.1157235326931,59.5673110853072,60.5775885615359,52.9732667742739,58.0357724746505,53.2926720088151,51.0535872022992,53.1242424736967,NA,NA
226,"GNQ","Equatorial Guinea",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2324005766416,65.02895344066,62.669750122741,62.2086293899969,62.41356545882,54.6636532833539,50.1274807668562,46.1976495105288,44.5617284553303,45.5213341211378,44.3923316598567,44.3269806735247,NA,NA
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",NA,NA,NA,58.725958880705,63.8897926916418,48.2918523033686,47.5810345244789,51.1453666572341,54.6584340194692,61.3151626541129,63.7667985879214,58.6604975773138,58.6391928212374,70.8272299785903,73.8093552359057,72.4051723968766,72.234417944915,68.8791379082636,69.949378676057,78.4710271292573,86.4919328999747,83.7984790429722,84.5632656679374,98.824005999354,100,100,100,96.8106155326997,NA,NA
748,"SWZ","Eswatini",NA,NA,NA,56.2421922781258,52.6496514421976,49.6905963099625,52.9150795493175,63.5072768556035,56.6013680558895,46.5336446212618,32.9200266137954,27.708635288385,21.0800451016997,12.2278263787454,11.5420893800366,8.8467133241088,6.2905613103068,4.15334477938021,10.3391859714854,18.2169642178848,21.719745647702,21.9728851651457,24.4330696956942,25.6083651938661,31.7557791450471,37.4928244193377,40.1343191635277,37.7478693043851,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,93.1407583159539,69.2329254139538,30.5697276099365,14.7959823673184,14.0630344786558,13.7706802529278,13.8543653300549,12.1192185107406,10.6018905487521,7.15795675830549,6.1167852257408,9.66849565801459,9.28214176776972,7.73567442929111,7.9177224498228,5.51219536990861,6.51632806338532,4.8940852773142,4.26078320036329,1.1048374045552,0,0.894367769787607,4.23232727720442,9.35179606408209,15.7394694881143,NA,NA
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5396307124197,48.6439716047559,48.7112449399069,49.1794920181978,49.6484481665062,50.1813598572797,50.7309793885474,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",NA,NA,NA,53.8407074506479,36.7332544244451,30.1014844283678,28.8024417694519,21.3197998694614,3.2620468648629,0,0,12.0674897138539,50.6905540202744,89.4920937699049,97.1390392942447,100,100,100,100,86.6203854321115,53.9169285785991,32.9300529422671,20.9686582339787,24.8803485151805,21.4165336111114,32.1082179589471,47.5265421716539,53.408462426667,NA,NA
246,"FIN","Finland",NA,NA,NA,67.8010902599812,69.1826640447614,67.3378908518133,67.2860731730705,62.6008113591161,59.6620703367901,66.93115059233,66.9682879600612,69.1874264593421,76.375809306501,85.0923893539646,89.7968509461588,94.6413523184476,98.8945711907531,96.7679641407748,93.5076560811025,83.6641274122844,77.960050251012,97.195373732088,96.1293675464352,98.7890471224419,99.7698753314506,99.4109546367841,100,100,NA,NA
250,"FRA","France",NA,NA,NA,69.0766189229093,71.552806205243,71.0972113116857,69.6776328807342,69.237071010883,69.9201080728648,71.3473162535445,73.9938017628647,78.3715967197474,82.3741554068673,86.5500403656872,90.5989568215129,94.2983946809835,95.7323854280367,94.8380783269884,94.5030134871238,92.1724873777297,90.955693573862,89.0349969381624,89.623591518677,91.4996293368985,98.671789616064,100,100,100,NA,NA
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",NA,NA,NA,13.5241664373864,29.0074933653119,36.5824336628848,37.5820586464039,28.7109445508382,16.7185326877978,0,0,0,0,0,0,0,0,0,4.0963273963421,13.5315861454306,21.5488129514231,37.3245737773029,49.4900843836514,56.532764625497,54.2612867385489,63.5974355819303,78.6326251916734,72.5351125758148,NA,NA
270,"GMB","Gambia",NA,NA,NA,30.4115796466446,17.2241540438933,2.09563960772361,0,0,0,0,0,0,0,5.49797199577951,5.67922171578118,4.6571990209964,6.7460645335395,12.1533268581877,13.9579723865697,12.9807369120589,8.4530701427534,1.27121647824261,0,0,0,0,0,13.2799628455155,NA,NA
268,"GEO","Georgia",NA,NA,NA,62.7484838882273,82.1949690574337,100,100,100,100,100,81.0253259035994,45.2186376907266,32.331786508605,14.6861008541872,4.68447140936502,2.63650963763301,3.79987845983091,0,0,0,0,0,0,0,9.89532336393911,29.4876215005477,49.4946061642038,52.8523496388562,NA,NA
