"code","iso","country","OZD.ind.1996","OZD.ind.1997","OZD.ind.1998","OZD.ind.1999","OZD.ind.2000","OZD.ind.2001","OZD.ind.2002","OZD.ind.2003","OZD.ind.2004","OZD.ind.2005","OZD.ind.2006","OZD.ind.2007","OZD.ind.2008","OZD.ind.2009","OZD.ind.2010","OZD.ind.2011","OZD.ind.2012","OZD.ind.2013","OZD.ind.2014","OZD.ind.2015","OZD.ind.2016","OZD.ind.2017","OZD.ind.2018","OZD.ind.2019","OZD.ind.2020","OZD.ind.2021","OZD.ind.2022","OZD.ind.2023","OZD.ind.2024","OZD.ind.2025"
48,"BHR","Bahrain",12.5034208787201,11.8950396644835,10.8157140444788,10.2483557669035,9.95651862538772,11.1381271992312,11.8236521768322,11.0041071444174,11.3412126039619,12.1304938223077,12.6755334245246,11.1737512350575,11.2366992596174,13.6955285156122,16.7756324144362,17.8590112583841,17.0486862096904,17.4924586806674,18.4535198734949,17.621118681858,16.4098317687625,15.7894497504896,16.6257921137859,15.6156108037076,16.9360900095632,17.4505796284678,15.5592671341576,16.0261221355636,NA,NA
50,"BGD","Bangladesh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
52,"BRB","Barbados",93.3914357576724,93.1879388510208,95.3489333341069,96.3255198534326,100,98.0771095545428,100,97.5062941795345,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA,NA
112,"BLR","Belarus",31.7064654785173,33.9097753793541,34.3138426725036,33.9650959631834,32.7743828769321,31.741260360118,31.241823825418,34.1109594116731,35.9763471054482,37.8616685085527,39.9301584059191,41.3635395602384,44.846060878743,46.9131070921054,48.9576993182076,49.4667957899634,54.3292406787963,57.3929340582233,60.490671231183,60.9667374662821,64.0359568978602,68.5933778442906,64.8798446170046,65.3144611947157,65.0273149335822,66.8940192992324,70.5854720702097,70.4010381037389,NA,NA
56,"BEL","Belgium",38.0928326706224,39.8735932968359,38.6388636181799,41.1597957722985,40.9762116135774,44.2081221597868,35.9452140107693,35.6187728009084,35.9760809218072,38.3671702419647,41.4311423346038,42.1818901952246,45.1705269960735,44.4214696811408,44.6494878734201,46.3011332848529,44.2773599913919,42.3293120652606,41.9983838497499,43.5698917367893,45.6895447979351,47.4860253445783,44.4425517733207,44.5872467881681,45.9680172933054,45.3602404760692,44.3142023644474,44.6058615481637,NA,NA
84,"BLZ","Belize",45.5952756164032,46.014468487501,42.0904039008793,37.2508952079961,37.6107454812731,36.7059593641951,38.6358580353244,37.5053896979625,42.0264353293198,44.3895917269364,45.1613785207535,46.8700727225957,49.5285853636399,52.194092349953,49.7754272914611,48.2686791665092,43.7135578593357,46.1394728611301,47.8015965084958,50.6956607486606,48.1283210406536,48.0183458371833,45.5002027337559,45.1837941187441,47.1749003619622,49.5320705748145,47.3030544023605,45.4128931374056,NA,NA
204,"BEN","Benin",37.5464183220358,36.6818486069231,36.5785275900773,37.3697992051079,40.771499355057,42.6598416891723,47.0386113158069,48.2770449169811,47.7822825987173,41.8524515493088,34.9762348271695,34.3936499787629,36.5504714474354,39.9876956526456,36.8911384388848,33.6758501407927,31.4864790429115,29.4494015229815,29.1163361995569,28.0816007280779,30.9498582353117,31.3081394339275,27.8758224794202,26.7986520784596,26.8931487231956,26.0280207489063,23.7730032770178,23.3457406648428,NA,NA
60,"BMU","Bermuda",36.6373110983556,35.7050591754904,34.8555869952585,36.2664213206366,38.4948949334566,38.6191224921319,38.9382465437419,40.3103857160857,42.7123855707204,43.3115777260563,45.1360834013343,45.4380697379278,46.9223095683968,47.0856466814553,49.1803574383685,49.7777634258327,53.6882984466986,54.1975133989621,54.8038279922501,52.5596176304373,51.0344319479156,51.5020974091461,54.5295688922451,55.2518107858089,57.4343177461606,58.1876980340919,58.0738363997896,57.7002828958888,NA,NA
64,"BTN","Bhutan",0,0,0,0,0,0.734300312308321,1.24247530165707,0.443863758033245,0,0,0,0,0,0,0.698933979272297,0,0,0,1.00654889041019,1.52270022653677,0,0,0,0,0.967536343479708,0.550020464764657,0,0,NA,NA
68,"BOL","Bolivia",58.6811120756723,64.741519018047,63.8745344234926,63.6103084080641,66.7729241706707,69.1960190894856,66.8248486049455,64.5265405283653,61.3736337626656,57.350198229933,55.5301587095136,55.8526020839032,64.5615422814636,65.7075348934431,62.7965868769061,53.9278936705581,49.3428834382042,55.4209051551847,57.0823950845263,56.722515043543,49.1274831048748,49.2599699620423,47.4373121042561,45.9090877564115,48.5356695703577,46.8044229169273,43.6914405707832,43.7288068257356,NA,NA
70,"BIH","Bosnia and Herzegovina",23.3247003258944,23.6679700225745,25.458257114245,26.7914937571369,28.9913417878399,30.1228692326809,28.8161382221897,29.9243440585387,31.0120258258729,34.1158599120433,34.9854608192648,35.8464665730808,37.2606902713865,38.3337961157405,37.946897702284,36.661204699862,35.6909834710253,35.6840238645528,36.2658277885054,39.2862331552442,40.0746603623759,42.2549624514177,39.4007313729945,39.1480840169994,40.488073241751,41.1082281142553,40.3055107836852,40.1641799222657,NA,NA
72,"BWA","Botswana",35.335740431861,34.5246057032688,33.9886373708495,32.4554744642015,35.0574839403409,35.5534911701275,39.9206970376409,40.2737991350038,33.3722964259727,28.5890032271018,23.009683995241,25.4642717952316,28.4083137496161,32.5803943867351,34.4919263965557,33.0709299578648,31.3090233439683,31.2468157176297,33.5719549290946,36.1429275674508,33.7743207526858,31.9656278361039,33.0859559406088,32.9398883381897,34.5475219110682,35.5640738830811,34.0344124363644,33.9340125366157,NA,NA
76,"BRA","Brazil",40.8876744522997,41.2019834865647,39.7275583588084,40.8802654135076,43.7434599239968,42.522621864086,41.6216078038943,41.9462141171501,46.7233190616122,49.1051295447454,47.3607794324213,48.5108947494994,51.7914974951695,52.889198060978,50.232235461448,45.412769382841,44.2190497026866,43.2623648618107,43.8193804241744,44.0073641806646,42.5304085171364,44.5569784319118,39.6869420422893,38.366008919273,37.8620906239789,37.6740764741409,35.5065734003056,35.950546226976,NA,NA
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",60.4300919573505,43.7246716201159,43.0316112499429,57.5069075016417,80.9121128896277,73.0921251557618,73.3713642034188,64.0864991142009,69.0045353314758,61.1001208486467,61.6435686897505,62.7905778084421,67.0794933217956,71.1916582203316,72.3024996761055,70.3164503507779,69.6399576239463,67.2236778298066,66.5137758060982,65.7005788902481,68.3048804465389,89.4867829494371,69.6110598750839,70.1604861390251,70.6460590486111,70.337819078908,66.907850495253,68.0659823643111,NA,NA
100,"BGR","Bulgaria",30.6309720445914,31.2316767461299,36.9556226632258,43.7116699344114,52.5115845564186,51.9309924698735,43.8852042858309,39.9329447618174,40.1904915093191,44.8351088308475,43.5066722640384,41.241977523223,40.2318060272161,41.7675356632826,43.5605984661435,43.9697522519059,43.0675457896189,42.2489878646106,43.8108073335198,46.3531779881135,49.6109628236048,51.1882373226183,49.9240677876211,50.5207232892394,50.8737791825031,52.0689905180864,53.0107604522887,53.4730222175621,NA,NA
854,"BFA","Burkina Faso",50.0206326887296,48.6348650116166,48.544273378482,49.1376825402169,54.0829009039002,56.6294127117877,59.7865569093837,57.2884145705178,53.7719195969682,48.8274504139932,44.0733359464182,44.4339360239153,48.1152278898484,51.6411185186195,48.6249843267206,45.8484554169242,44.2687434894736,41.2827958733765,39.7364657727789,37.7339572674583,40.8269011822175,41.8446537927795,37.0035778473406,35.8941627105075,36.4724481649938,35.8555226621857,34.5414208113286,33.6243669230165,NA,NA
108,"BDI","Burundi",65.4377340134124,63.5802493983771,67.6652187717246,63.2554305740345,69.63012890008,69.4193313165394,76.4259043218769,76.3575656455497,65.4986757057597,57.2182115611081,50.0539538200967,53.7474400635799,59.7450833799717,62.3256271688317,57.49372023329,52.7529170219357,50.1482265244436,47.2333097807191,46.9052529727209,46.1621347915896,47.7007635848528,46.6499047562945,41.6618366519737,39.9855673658374,40.2021525294608,39.5487788060856,37.1022556606171,36.7949619188018,NA,NA
132,"CPV","Cabo Verde",60.9671045910904,61.246771583543,61.0894470170477,58.694186703074,63.2375117378781,68.1390458965428,70.8873222738465,66.7346102665923,67.7425212294246,69.7846571514079,70.9520467923478,70.6012020545006,71.1137974328945,70.0858152015553,64.9654039656796,60.7223795007125,60.3635293436189,55.6658318383636,54.2449232696697,52.9292937753737,60.8019686927567,67.5006496534521,53.8723377727385,53.4588445984083,57.0212988986441,56.9164835104543,53.9543745613152,52.1938344780322,NA,NA
116,"KHM","Cambodia",49.1124773319829,44.7747922304007,48.3766556958154,49.3226186170787,57.9789540449992,49.9181922546431,46.5489006616446,37.7576742012698,36.8224536483329,38.7047623968373,37.4749422639143,36.327743676287,34.6595363155883,38.1469354390093,32.5963192463178,26.9220315572768,24.2844499233114,26.9331652790502,31.3137918154801,31.9831248865979,34.6971471050132,38.1190061855231,31.7276882298647,31.5852740831033,32.4072003878117,34.0292387539269,31.2186527420924,30.2393111806685,NA,NA
120,"CMR","Cameroon",35.526433146643,36.9037112427144,38.5939912406473,39.8555335799638,45.5106344604525,48.4673539972293,51.3448240155254,48.9490233885307,45.0355819284539,38.4144935015754,32.5153365158757,32.8080934102246,37.1627749882773,41.0356577003416,39.1744674813947,36.4160571093168,35.6372692545262,33.3447300441263,32.3308051476168,30.0337797335855,30.791145913022,30.1462130345898,27.5338624858961,26.3976675335464,26.8677332487498,25.7578852526493,23.8520086257542,22.6676401387038,NA,NA
124,"CAN","Canada",47.3804788644075,45.5434044393277,43.482446340512,44.4498659511827,44.4890835882932,45.4682698960679,43.1402896178206,45.7548905296613,46.1682898990261,46.9766347080512,46.6129391647866,47.1239322768319,48.6928317876065,49.4341134144357,50.5922644775738,48.7854541233006,49.1175640284874,48.9123642858132,49.4206122183165,49.8065008258966,50.7079287875926,53.9716835283074,50.9184468892136,51.4252971670193,52.7309919923042,53.4071392239918,51.6526658652181,51.1260359345709,NA,NA
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",6.65717988438161,7.75879073809516,10.5472274406845,11.8033571396692,16.5221213506023,19.2342570917704,21.4711519745487,19.3018939789043,18.0042828888652,12.4236591232231,8.91964664330625,8.22820844613146,11.8000925645971,14.569170882177,14.7351966851574,14.4744296822499,16.0142903788545,15.2416704736511,16.1316611084352,12.8861223931011,10.2817799993695,6.83554342114188,9.40278128688441,8.6888688513032,8.40586888495014,8.00835983089898,7.18309188644999,6.94194483515356,NA,NA
148,"TCD","Chad",33.4378373912598,32.4761022942571,33.5849639510825,34.2692112387108,40.0820613528813,42.3386152396781,44.0138619930981,40.6850162652512,36.1665325921371,31.3593394491614,27.1081902756042,26.9419296245966,30.960934309292,33.7168088727937,34.0577225008783,31.7272162581302,31.8341420180169,29.159718491448,28.24310689604,27.3562193758717,28.1352908300761,27.7211096512969,26.0267209104214,25.2241098237683,25.8274818689089,24.5967807238677,24.5769312733301,24.4188090378398,NA,NA
152,"CHL","Chile",52.1547027202797,52.2439847886156,48.8154894144218,47.2770682639916,48.6092077244586,46.9917808713627,47.6699307381646,48.6396034436921,50.695291926492,51.8819560010075,52.3610342427072,51.9211890527117,54.1596464895742,55.7126116479969,56.3645727375496,56.8928907061657,60.67561829139,63.2973869553728,62.8305951643315,60.8948058528744,58.4471554245843,61.6551910694934,61.6998489407628,62.2883618864354,66.177936836829,66.0285703522219,63.2786405956756,62.126674197673,NA,NA
156,"CHN","China",4.34065708672175,3.51043211137446,3.76423985796438,2.70894020504352,2.8000097730956,2.29172703746974,2.32325269627293,1.49133110632884,0.561947494337957,1.08749438893901,1.09654566933531,1.66700608841178,1.80599911135727,4.06248571841213,5.73809393833589,8.39973449221547,11.6452901969399,15.1559924967529,17.4952210815222,17.4922846597898,16.2281372489026,16.1951020554511,20.7710140448961,22.3928105264064,25.0445794149325,25.432676214144,24.8868716343435,24.9648966856216,NA,NA
170,"COL","Colombia",49.1250585252216,49.9185105137357,50.6429894288567,50.0677654477369,54.129632799943,49.1688536973115,49.2523189909622,47.5742339176168,54.8443770916753,59.556339748543,59.6081648256269,61.0427870862316,62.0410957757462,65.7767043597841,66.7457917936804,63.7739365062427,56.9496632779866,58.145324096815,59.3530805511944,64.1595795528914,63.0921180701462,71.8995366830121,61.2917114288785,60.3079286874461,62.8579320903728,62.586805492801,60.4756598546957,59.4552394990602,NA,NA
174,"COM","Comoros",100,100,100,100,100,100,100,100,100,100,99.0012478805241,98.9845034140014,100,100,100,99.8338302150116,95.6439432502623,85.6903927210347,86.050688187576,86.8352532716042,98.3361655009366,100,85.48553489051,83.1176475149251,82.5295096065548,81.8458926755639,78.204325768602,76.9005072229254,NA,NA
184,"COK","Cook Islands",44.4706712818155,42.0350608862711,38.5293591362829,39.588777790904,42.8888589192765,44.4838741497329,44.176147235247,46.2293490806635,46.777218652014,47.4584477799579,45.2747875952565,46.4375855796816,47.1258890820756,49.5452241210329,51.192478965862,52.852531843852,54.1608896525519,51.5339116956575,52.3167478925377,51.8205538589693,54.2134491476895,61.7306646409055,54.7845994771311,55.2397788859601,57.3385304019711,62.165910694007,60.9768179145726,61.008654254249,NA,NA
188,"CRI","Costa Rica",52.3219752620177,48.8815806500927,47.4204035695756,45.8073222102241,48.6492851824388,44.8853500622648,47.7034070551384,46.1357986006198,54.0788091112248,59.5958538781479,60.4916515047368,63.0164755935739,63.8025700596939,69.1097091916008,65.7006410075477,62.2983198388084,55.9121186814891,58.5865312927885,60.9254440769377,65.5929023989296,63.3449386837383,70.2502556573826,60.7607395561911,60.3990930168724,61.2559654356664,61.074935106869,59.0847243445305,58.6711148760685,NA,NA
384,"CIV","Cote d'Ivoire",57.1569298196388,55.7149286783377,54.4327206900295,56.7739686242186,65.8164896111581,67.8197921341949,74.211676059861,74.3810586289983,70.153453581281,59.8983646609511,48.9848568662678,49.9068264212405,55.9514029177021,63.2931946848215,58.0944833854868,51.9382725390876,46.7968594241438,43.1032633844832,41.5369486266136,40.1041864215451,44.5939943021257,47.2313055348414,38.0103985696864,36.2946029402158,35.6177191229438,34.6326332556287,33.5607588525727,33.0460719107583,NA,NA
191,"HRV","Croatia",36.3720391485746,36.6264503629985,37.6438841949568,36.0428405390582,38.0274246577825,39.0821863064395,37.335049379031,35.517165971637,35.0630567963325,36.9986622395416,37.6576813441864,36.6602673031176,37.2741853407271,36.9916578090876,37.6625167787784,35.8990221401453,35.1636542305306,35.2839258272782,35.6575243861111,35.9512671350308,36.6147047021826,37.0654321688835,35.997525956483,36.1608701656386,37.740764913461,38.2094144843511,38.1869048733034,37.7180676076715,NA,NA
192,"CUB","Cuba",51.7556310935518,47.6249589116229,44.3927392895805,42.1195412478058,45.4788222102855,47.1076756565791,49.3053218291941,47.3254766840732,45.9251870425772,45.8276047541887,46.1981923603643,46.3723319425026,48.0674328893552,48.4357286759609,47.042537152956,45.7283883433596,46.4266923596052,45.3852047405915,49.4951993583601,50.3804685975519,53.3263997218755,54.0395969099314,52.3490599147699,53.3673084797139,56.1252788639171,53.0256778724791,50.27778855813,49.8907193091177,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",26.3785734538937,26.797847528294,28.3678506563861,29.4573106924748,28.221268135427,27.426209897389,26.5287159812756,27.1572690854298,27.0231643521499,29.0312234516488,29.0814850015549,31.3423265808998,29.9930295594255,31.1616635312981,29.3320876825948,29.9326284155274,28.8248770728216,28.1932331510585,28.7441517851924,28.2703219052675,29.1634289423364,28.9079666580048,27.9617257515079,27.71095521515,29.1804599080757,29.5557714609868,27.8809993262745,27.5373825856509,NA,NA
203,"CZE","Czechia",47.2084870871556,47.4857722170939,46.2713775310856,44.6764125473274,44.8953582542754,44.3481515394379,41.4793174082651,39.9471978388743,40.3118581467358,40.3591299557955,41.2071165185163,41.3915444633942,42.5423778756254,42.9879276715975,43.7320185460749,41.8356133970325,40.2796872370826,37.7330806366303,37.179128509944,36.3708209714399,37.5805100468105,39.0235453289926,37.8899700596314,38.1523164818319,38.8063907578902,39.5724932652002,39.034454151901,39.8153697669999,NA,NA
180,"COD","Dem. Rep. Congo",24.5691493034977,24.7873594112414,26.9422968404814,27.0978620683122,34.1190005836272,34.5282353811913,40.2552141082638,37.4906488031524,29.7730368646339,20.0047373246622,14.4210272401689,16.3548027446235,21.2116942889169,24.5489734841215,22.5402153743931,20.0941026014852,17.8201239509891,16.3486751231294,15.9728062903131,17.9592838972941,18.3347665012114,18.342930138389,14.8107333105797,13.874085918156,14.0477445846013,13.1676250530768,12.8003225730104,12.3000006542419,NA,NA
208,"DNK","Denmark",30.0511300219463,30.1780238173703,29.0378406341596,30.6792796284888,32.7741820817155,35.1753200718724,33.1818192903228,32.9545555776895,35.9705150406317,36.4948840271611,36.9521852666852,35.141047743191,37.4119297482156,36.7488349157005,37.5217577271152,37.2957248813131,35.413318367886,34.7927905627168,35.7251571212833,37.6591140021149,40.4438763848951,42.3095263323163,38.9669991083236,40.0693276651372,41.2166486355387,40.836416337844,40.9784006930635,41.1888951444476,NA,NA
262,"DJI","Djibouti",76.525171617703,75.6721318459418,75.9971826419508,71.6736858061068,74.3060355753629,77.3713467917383,80.4477039187367,79.0772594180258,77.4023464031062,74.3648376155797,68.8246877770737,67.8804454196428,70.8985653303345,74.8558085748217,73.0270079159439,68.8672033565878,67.6152683302954,65.2211027436584,64.8360655497544,63.0230351653349,62.836964021361,62.3000378170175,59.3925837281852,58.0673438556977,58.757735168984,58.1068698154647,55.3205101529538,55.8284787467851,NA,NA
212,"DMA","Dominica",68.5519818766529,67.1928785837583,68.3915652769281,69.0337210121084,76.0840341839464,69.6974346575522,70.36019400614,69.2813444460453,84.3504616179372,91.1520246552229,93.2386353971537,84.7526954369714,80.2462861356079,80.6100455098551,90.1201527153107,96.2241310589215,95.8746130007339,94.9883530155512,97.3992715905093,100,100,100,100,100,100,100,100,100,NA,NA
214,"DOM","Dominican Republic",49.6436710306301,50.6484249910629,51.6450836521518,51.0248683489054,53.2997334797669,49.2482409633852,48.4011436689517,46.4389492342917,53.404595613952,58.0074692476135,57.9065827050397,56.5942698077139,56.5569785437748,57.7582271674679,56.6973023442251,53.4735754266382,53.1665285120517,54.4416610188029,58.9458173840179,60.8035172271398,60.0613011945873,63.0836184656353,59.4093564071365,59.8501061137757,62.3715764029133,63.0648397434469,63.1310160348914,63.1121558526695,NA,NA
218,"ECU","Ecuador",66.894415908365,67.213882190546,67.3220654961447,66.2565214627369,71.9403673909148,65.0343854625551,66.1304054073664,63.1680223721318,69.5862659531627,69.7680183466657,68.3467392990774,71.8709998820409,77.9449326569347,82.3840455100747,81.1081966273624,73.8870189167103,67.8751393634903,71.2925235411113,74.2895986005319,76.9343585055436,73.4310039420915,80.0680289744358,70.8747779939389,69.4606011904578,68.6784463952415,68.6227728688692,67.1759852210252,66.2687079967867,NA,NA
818,"EGY","Egypt",15.964355631955,15.3519625773703,15.9251681586108,15.609654088515,17.3997895526378,16.2865325374,15.6031663782758,16.6903618327534,18.7998031926442,21.2387868120489,20.3010733544639,20.557473500869,20.9171872570941,21.714277106549,22.2064319447222,21.143464710695,22.325683150999,22.7757367762874,24.3806101160056,23.2716686551558,24.1248734267194,24.1475140174682,24.825096849196,25.0513215674875,26.274097108766,25.752227418691,28.5031106152425,28.785648310533,NA,NA
222,"SLV","El Salvador",34.6499892113621,36.6221365799189,35.9043159662193,34.955387578095,38.0953598833962,34.8790932418485,35.8801435236685,33.2177998864805,39.3772495162788,45.0513867994712,44.3478464659911,46.9248960782785,47.6895618626948,52.7251838612291,50.3068518470798,47.4959461021363,41.6570283876012,40.7865840871302,41.6601368533431,45.4867581806439,46.8754836253792,47.5876669789715,42.9110261386772,41.5962740956214,42.974347802126,43.9307690336831,41.5314479117135,41.1625132711005,NA,NA
226,"GNQ","Equatorial Guinea",50.7613599857437,52.3009434677012,52.6533081998537,51.0626399886967,59.9038935107572,66.2063764837968,71.2021717089572,64.5842473048036,58.6373246789926,49.1849427966002,41.7593888383671,42.7802453310355,50.6574563724031,53.894029544508,48.5634896327367,43.0886256669808,41.4129557989265,36.6950195178211,34.2905419446951,31.9829418788194,36.6336814595547,40.4445524780845,29.4020418867183,27.4456215131194,26.5023262391131,25.7880294478581,24.2452440922916,22.6389404187761,NA,NA
232,"ERI","Eritrea",56.2164794008456,55.5836550637667,55.0773352487876,52.4591470593113,53.8391300678694,55.2834062212743,56.5040974357357,55.5442589383478,55.1660565066186,53.6990711432827,50.715866230601,47.8824742971972,48.3223332133952,51.2373461057944,52.4732798786605,52.034214466447,51.7197900746034,51.3102604595641,50.7259013129157,48.7244442326317,47.8598111965699,47.8324532946866,48.1545750939566,47.7831355038469,49.5965339847062,48.7863038640846,49.2444171715056,47.6906906864397,NA,NA
