"code","iso","country","LUF.ind.1996","LUF.ind.1997","LUF.ind.1998","LUF.ind.1999","LUF.ind.2000","LUF.ind.2001","LUF.ind.2002","LUF.ind.2003","LUF.ind.2004","LUF.ind.2005","LUF.ind.2006","LUF.ind.2007","LUF.ind.2008","LUF.ind.2009","LUF.ind.2010","LUF.ind.2011","LUF.ind.2012","LUF.ind.2013","LUF.ind.2014","LUF.ind.2015","LUF.ind.2016","LUF.ind.2017","LUF.ind.2018","LUF.ind.2019","LUF.ind.2020","LUF.ind.2021","LUF.ind.2022","LUF.ind.2023","LUF.ind.2024","LUF.ind.2025"
328,"GUY","Guyana",NA,NA,NA,52.2932964225742,51.1637565289907,50.5832837054076,51.5642841887193,49.7061894911404,49.446839694757,49.6932776725802,49.6749573340437,49.5855349174212,50.4584261091715,51.3693723780338,52.4187206376784,52.9552221408571,53.1964548070203,56.1288327995104,57.5922376835497,57.6489314802417,59.3546280524617,60.3764824367604,61.5353420470775,61.8547931902138,61.1676191063412,60.9870229113693,61.1754425678725,60.9136589239849,61.3973389369,NA
332,"HTI","Haiti",NA,NA,NA,19.0177741234022,18.2501052898636,17.3248994738543,16.857990306937,17.1981797335748,13.2104973429642,10.6465106867764,12.1874582368957,12.064588244635,10.4971753328567,6.12875490975112,3.7438078291058,2.04147768761004,0.525128376838879,0,0.878670872716157,2.25719615151257,2.94849543243282,3.73432967249551,6.05209939545756,11.7910054982442,17.1984322649685,23.5907709287113,34.5684464239899,49.2374540507519,100,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",NA,NA,NA,17.123501994865,17.984280459968,18.4986797055843,20.4054509593976,22.3665588679094,25.2538509420797,27.7990285095437,29.6583817360079,31.5627027299375,35.5027782672217,34.8054995936642,33.7192202681712,33.3402100320504,34.8571380907025,35.26267685644,34.9471594871086,33.4809446359293,31.6813600903156,30.5566994959661,30.3149116213754,30.8916541591579,31.1988034031438,32.2577367328012,32.4689102729813,32.5110633272876,32.1561774642739,NA
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
352,"ISL","Iceland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,"IND","India",NA,NA,NA,15.379956304889,15.5515376081763,15.8635119836015,16.7471833385256,17.2847341032302,17.8732398501066,18.3226471507842,19.2158785770189,19.1831131541154,18.5818510291024,18.2920334438201,18.1783060827967,17.7889425524383,16.5121995256374,16.4360380783069,17.0877186024367,17.9211805556707,19.5629760760163,22.5208411785106,26.8610976983058,32.7181709311645,44.2611531400631,100,100,100,100,NA
360,"IDN","Indonesia",NA,NA,NA,10.895587268573,10.7771521278312,10.7866401126794,10.5322099980832,10.6835347281808,11.0046197320676,11.3289888644384,10.4343892921523,13.7938417785553,13.6608235506227,12.8512509625709,12.5139196979841,11.8075399842088,11.5891888514719,10.62413866868,9.66140902329111,8.002357231544,8.58434274465338,8.47358919270661,8.5517456105955,8.7684298549423,9.10555274489677,9.53481929091944,10.2595689966957,10.9915233001318,12.1942500926575,NA
364,"IRN","Iran",NA,NA,NA,8.92968652355836,14.6091508654452,24.2325571343491,36.6136059115205,51.9366919427164,51.9112691708262,33.2027262846679,100,100,54.439813247438,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,28.6775308722894,NA
368,"IRQ","Iraq",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,33.9364930522147,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
372,"IRL","Ireland",NA,NA,NA,41.1749247393287,33.7318840858515,27.2901124433898,23.2615433738134,20.7047357486333,18.3804757810151,16.3457320427424,15.3348487718842,9.58289833615835,7.69082981586779,6.85637200604225,6.42578243698787,6.41169342960102,6.65435272444228,6.86251935898287,7.43160241862188,7.56372581905188,7.41295253162096,11.4769040106209,13.497114098539,15.3144346392586,17.4055171590703,19.3290330717845,21.1471734885549,22.5730842756032,23.4668009845594,NA
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,24.1947255309739,26.767958111128,24.4480550680942,22.5169274046339,34.6959202900363,100,100,100,100,100,100,100,100,100,100,100,100,5.35834201740629,0,0,0,0,0,0,0,0,NA
380,"ITA","Italy",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
388,"JAM","Jamaica",NA,NA,NA,13.7422043633552,12.282091765122,11.9600660755613,13.1682059745393,13.3599706348264,13.3538002051312,13.2275246056613,11.3176235562154,8.73551269789375,6.93107875195135,10.2579668163897,11.5649051723361,11.9415351599795,12.9741580862095,13.6503502197694,14.8545366524189,15.667826388067,19.8130757093142,26.382344014934,37.4617842123114,43.8763405376221,51.6132442442237,81.7846906617442,100,100,100,NA
392,"JPN","Japan",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
398,"KAZ","Kazakhstan",NA,NA,NA,18.9870393640929,33.5620657589112,100,100,100,100,100,100,100,100,100,100,100,48.741086694128,29.2643601652203,20.6332027947029,15.9311585781819,12.5006589093079,9.67206807797542,8.24274095167929,7.64259719164073,8.49564803377194,9.03002420422284,9.45887171970095,9.79027367317968,10.7739880226225,NA
404,"KEN","Kenya",NA,NA,NA,10.3620022907146,11.9069027726771,13.5208357320396,14.5471058294716,16.0017291519628,16.6006811335132,16.0856527017476,15.1035010980213,14.2014085943953,13.9138692109365,13.0357134173812,11.1160002373265,9.37110829709995,8.39207671369751,8.07204037274744,7.90717599503925,7.69074108533218,8.3798175912026,8.18811968518636,8.55155445673049,9.38926673692212,11.4897471907944,14.175513628593,16.6406762781553,18.4454587557227,20.0988490537103,NA
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,"KGZ","Kyrgyzstan",NA,NA,NA,6.95099339475112,6.58482356247487,6.31445703998088,6.34754810980495,6.62896843131145,7.69870792275293,8.83084252993814,9.81999112121157,10.8414630325108,12.1759411890422,13.3353670835857,14.4767539825541,15.5814064147031,16.908077372267,18.0063047133285,18.6749670081684,19.1835050673456,19.6812960428493,20.3522178270645,20.9991631643015,21.5509960442201,22.2577267324485,23.0547870396541,23.8456694263574,24.9300340577963,26.0598409138044,NA
418,"LAO","Laos",NA,NA,NA,34.3757877347969,33.0888826302909,31.8628648239267,30.5772189417571,29.4020250208514,28.0934832977623,26.7520998914422,25.9414149708259,24.7822101605007,23.5943397616714,22.5006396427638,22.0950465177215,21.6383537151919,21.1133721306429,20.5082556780924,20.0374615650114,20.0384605756555,20.2034186327234,20.7271682677958,21.4717709295432,22.6363460559366,23.594712064318,24.4323649748124,25.6651680795465,27.392262436447,29.4889896818,NA
428,"LVA","Latvia",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,84.8835097173721,63.3248729744635,52.9949307113824,50.3323881476129,51.8888672709131,53.9519605299622,53.0095712274431,51.1747423278436,48.7336627072859,46.8517819651217,45.3136738217659,44.7708712499504,44.5719519491621,43.5559853208567,42.8113316012483,NA
422,"LBN","Lebanon",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,75.2960922626206,40.1589335145226,39.7860522333113,37.0586631280553,33.1344148039243,33.2042227039143,32.9551455689084,NA
426,"LSO","Lesotho",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
430,"LBR","Liberia",NA,NA,NA,35.9708505800737,34.3265418888793,32.9811145240673,31.8929365926581,30.5328560261282,29.4065630906941,28.4007190590625,27.5607225010015,26.8499666148937,26.3660997254967,25.9302728048389,25.4490896133611,24.8326171192056,24.279785078347,23.9075003156097,23.4858243251864,23.2441123152786,22.9474867563177,22.6255702929376,22.4410953466929,22.6521179828319,22.9174165444144,23.401194185658,23.8295874090851,24.2631399658062,24.7741593707891,NA
434,"LBY","Libya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,37.4875237684903,57.8504571542361,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,65.4744575693619,52.2928996763437,47.4980211146658,46.1618931884346,45.4150594833081,45.9420105176742,46.5796866205673,48.7034324261723,46.7649115763831,NA
442,"LUX","Luxembourg",NA,NA,NA,28.2658564453724,26.0456048142508,27.1901194061049,27.6303823640892,31.4214822072884,32.3233210057114,32.4624974707123,32.1815009526975,31.6596045884879,32.1705652319442,34.9323118830712,35.7643418904563,36.0975380706906,36.1279252698291,35.7457759094096,35.2101069390922,35.021901519061,35.6691605874501,36.2332462795569,36.0617760994369,35.58141500226,35.1256482596333,35.0425654598689,35.1194444819871,35.4323468946022,35.4946314646167,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",NA,NA,NA,14.3666424763594,12.6456619202492,11.6916446570879,11.2514652865384,10.9826144422152,11.060406928394,11.2164411593856,11.8993176678499,13.0041696503868,15.1472623898487,17.5482016297667,19.7863574420152,21.3558711785444,22.6972093716708,23.7528854509647,24.8709325831526,25.5546129289184,26.2776502682324,27.0982045788834,27.9339938240736,28.6724393754598,29.4373546962938,30.0965244838967,30.5373189658477,31.0905809114576,31.2999070615049,NA
454,"MWI","Malawi",NA,NA,NA,5.9888334361976,5.31324137386802,4.63998175856652,3.29674936775714,1.83502454473633,0.838851215214561,0.140963569084761,0,0,0,0.116482353278172,0.710247600799022,1.11571734860929,1.81622105519746,2.10560261345613,2.93994394683466,3.91764842417265,4.61369939986969,5.4349485111432,6.2220667892222,6.29848896699644,6.17307667467851,6.34684006595425,6.30985421959635,6.63518324990905,7.15459764035818,NA
458,"MYS","Malaysia",NA,NA,NA,13.5310865084912,14.5246329316496,14.975479987377,15.5205138808193,16.5884759075765,17.7738622770981,18.5448870126915,18.9897272708511,18.9432176615987,18.8958915705423,17.8052685061901,16.8629724339599,15.5865046440497,14.5629460137176,12.932782698763,11.5682761507784,10.8375294026238,10.6104974962325,10.6679419521098,11.0341129589109,11.8629952231136,12.6751130109452,14.061906864114,15.6739634957302,18.0233556881077,20.6312680290434,NA
462,"MDV","Maldives",NA,NA,NA,100,100,100,97.5999805680452,98.0516424391265,90.8275243461321,90.8275243461321,90.8275243461321,85.8920852978672,85.8920852978672,85.8920852978672,84.2821226457849,84.091963224185,85.0665619237795,84.8667627049648,89.4414542040491,88.6647714275669,88.4141534546505,93.3348655706628,93.3348655706628,93.3348655706628,96.3178012947097,96.7337148297761,96.3178012947097,95.9125786060175,95.517510903394,NA
466,"MLI","Mali",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
470,"MLT","Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,"MUS","Mauritius",NA,NA,NA,100,57.1815289151708,52.6319403850804,51.820754645634,50.7388379356073,39.3000217250461,37.3975860362462,36.8452186207827,36.3846794464963,35.9678762965992,35.0911987797524,39.2395273916909,41.2834134602396,42.0213309559684,30.1602967479259,31.2505621265559,29.8774538104674,29.0133628650687,28.2462441116687,27.6470875394516,28.3683976531138,27.970259714438,27.4260165099148,27.1511420961754,36.3505740693196,42.2409917802532,NA
484,"MEX","Mexico",NA,NA,NA,26.2628292854771,27.7095092159396,28.538377404675,29.0262306047676,29.4722402737428,30.1513485209324,30.8695744634217,31.3658961624355,32.322086623669,33.5322479094769,34.750496799576,36.1706814874915,37.4917461175904,38.8358901978722,40.1593164009322,41.3450943287746,42.696194432035,45.9285304185433,48.9392372873982,52.7089947303998,52.341341616056,53.8834990480483,57.2048485730939,62.1994231712181,70.3895882006016,89.0319234666607,NA
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,8.84400885439361,8.3826420132808,8.1677240366262,8.45647467400727,9.04451686597777,9.65310190222763,10.0898492580349,14.0551066016745,20.2821900525954,25.1109681558655,30.8953509248564,39.235318775784,53.7402805322537,66.9467365403439,67.2891575337287,65.7526197465226,72.4811137772715,83.7179893307842,93.2116885825252,100,100,100,100,100,100,100,NA
499,"MNE","Montenegro",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
504,"MAR","Morocco",NA,NA,NA,0,0,3.58913750694396,2.91689688747513,6.86428445704477,10.5640225984347,19.2525131223081,29.3217206172387,73.9776635705998,100,100,100,44.4722241343293,100,100,100,24.7685630732686,12.9320658135083,10.7008247458529,13.9506898575757,9.50016974571122,8.95512205922405,12.2905418920544,18.7364205447069,21.9180592723367,25.2342387757006,NA
508,"MOZ","Mozambique",NA,NA,NA,36.1136060569226,35.2269744309599,33.7351667360731,32.5125894116638,31.5052403913811,30.3295334288234,29.7265051398058,29.1118985479888,28.529616705123,28.0003050944249,27.5289262590248,27.421417165224,27.9109156633315,28.2861746999846,28.6463102770484,29.3525327865115,29.9792968762322,31.0875491643995,32.4265153949342,34.11462488441,36.0746425231621,38.019654140491,39.889640938703,41.584835552195,43.5968433386984,46.0467821418333,NA
104,"MMR","Myanmar",NA,NA,NA,26.429590672965,25.5465371568617,24.9202432756306,24.4190932563256,23.7937220128258,23.1991543946477,22.2968231014126,21.1425636878034,19.9760381317358,19.1940085528819,18.8344208396618,18.6305347343789,18.4011086156455,18.2765963011916,18.2321577856627,18.3682063466922,18.7375802576336,19.3810254230516,20.1735470802876,21.0926244764722,21.919568499036,22.6291819925925,23.291651041092,23.8599987381427,24.4194309453446,24.9526087723247,NA
516,"NAM","Namibia",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,18.4658562181602,18.4155987663541,18.5063241069045,18.6121958223151,18.5942378194131,18.7471628777247,18.711028931594,18.7359080923269,18.7265081513552,19.1942230073669,19.4913419372144,19.83817753789,20.2710535218803,20.9057566441248,21.8428936564721,22.7766766609377,23.6879690845442,24.4725923375582,25.4040572062178,26.5789670501114,27.682577456574,28.9648492158486,30.014037177454,30.8088538712642,31.4405188113252,32.1522380564161,NA
528,"NLD","Netherlands",NA,NA,NA,4.17923785539784,3.76159756708633,3.37650186720123,2.76248170064551,1.88639389640426,0.858148292040028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439047122868416,0.776219782069177,1.41870260295735,2.03400510368786,2.76920293362583,NA
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",NA,NA,NA,46.1002634360858,45.0686847081543,41.0555596429155,39.4655614231058,38.5849795422111,39.107174020772,39.9697924591349,39.3213888176925,39.6956842226491,39.2716801518016,40.3249715251972,42.3118771986967,47.7918913181332,52.2857515826138,54.6534881248887,54.7002457462886,53.1270415668645,54.6189771222016,53.7507739227512,56.1826136143489,55.9222055847949,53.1417247452336,52.5107189848339,52.1337428966092,53.1964682983159,53.8765727560123,NA
558,"NIC","Nicaragua",NA,NA,NA,5.47099634701799,4.15031989802824,3.13493576506947,2.4172436101146,1.81668669393687,2.18521100456714,2.91580656121371,3.84103010476917,4.83515682689253,6.17780304501633,7.77009255502671,9.44835437750632,11.1696882146326,12.9068215917619,15.0140535616375,16.9414246230366,18.242266868738,19.5550749139139,20.5236610628477,21.3153400570905,22.2090730328226,23.2338034333145,24.0269471841374,24.5603837717285,24.7992090244525,24.7166946979229,NA
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",NA,NA,NA,0,0,0,0,0,0,0,0,0.311369643023255,1.57073546049807,3.58694472113443,6.37219388130592,9.45037466200334,12.8962758870223,17.1568474888945,22.7187473712996,29.2035575154296,40.0330438635777,62.6473496483243,100,100,100,100,100,76.3612846081923,52.4104203019361,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",NA,NA,NA,5.54289597514361,4.77152255185938,11.6658674094445,15.4290399180488,18.0251210122096,20.1955909682261,22.8263674004974,25.6835274968705,28.5145983544103,32.3776116585212,31.9424267250448,35.3817144964048,33.3153073822454,32.6741365628367,32.0929609156946,31.7380918370327,30.7597588015529,29.714875073931,29.1439902998487,28.2696526103202,30.3818535861069,30.9577871777139,38.6838303896253,45.4820410246373,52.7629988563418,65.7634937085499,NA
578,"NOR","Norway",NA,NA,NA,64.9702707270665,64.8671478851402,64.2810924561897,64.0182366838398,64.2036153637821,67.5241488865004,69.536669910872,69.0838063370457,68.2403497463255,66.8384342875545,65.543761155097,64.0604812015247,62.9923770189646,61.7741814991228,60.5262450976705,59.2147037078925,58.0706171987091,56.9437487431422,55.8014074788133,54.8456100145212,53.8504695702048,53.0749828429867,52.027717848019,50.996518081053,50.1247653028813,49.4370105953856,NA
512,"OMN","Oman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,"PAK","Pakistan",NA,NA,NA,5.06945787248651,1.09460102593636,0,0,0,0,0.663183622796282,3.92520689325082,10.1599131388837,18.1433687490801,29.5221690821708,36.2926645983069,41.6241720502402,44.5812426556439,34.5590483405316,27.7020898325806,17.1895079924182,10.3955057390384,5.39289712131803,3.96332091206257,1.27127851884813,3.21111068044712,5.88390620550939,9.72669443017323,14.0341349277649,18.9973355652954,NA
585,"PLW","Palau",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
591,"PAN","Panama",NA,NA,NA,22.8139116510838,22.3765167556752,22.3694304806527,22.0674304730079,21.7438318575736,21.8828835561481,22.1862434312288,22.0952068878736,22.6216293856716,24.0377546768083,25.8316543653698,26.689683200832,27.9881504931464,28.7725106275908,29.466575089411,30.1765793996378,30.57283691984,31.5831932225218,32.22872715295,33.8101437275083,37.6505109503503,39.2022318000552,39.3946935086548,40.4189918662731,41.6037313342382,42.4451325974099,NA
598,"PNG","Papua New Guinea",NA,NA,NA,43.1257061840367,42.9690778691022,42.4612737805752,42.1814104929665,41.9597136383399,41.7514373254151,42.4024607674767,40.9395350628169,40.5769764456601,40.3097019047733,40.2612923697158,40.1362636912683,39.9968327304455,39.7100921117228,39.3034218718861,39.0155444787711,38.9177392759377,38.6575253871719,38.8565979494507,39.3965371619753,39.6540796714618,39.7010823713008,39.7777941230591,40.0619078013851,40.3865325857064,40.739512342557,NA
600,"PRY","Paraguay",NA,NA,NA,25.5656412238288,25.0265137055197,24.9489648875457,24.5725557775523,24.2909609479622,25.0974751647433,25.3782807694984,25.2985692552633,25.7084489711302,26.3112496764592,26.3400740873204,26.560135122115,26.7720538263818,26.9498663356298,27.116670244642,27.2355325123016,27.2344403626724,27.3341611978923,27.7637313285288,28.1027835374023,28.777280834093,29.5278673338764,30.343696251335,31.1709818994601,32.1119290602359,33.1126850262777,NA
604,"PER","Peru",NA,NA,NA,39.4381194027514,39.0625992390375,38.9662435144036,39.3629197003622,38.5111170009012,38.0857757884068,37.7858287417567,37.6279263192525,37.5350697788769,38.034192298012,38.4465880893386,39.0445361954684,39.503889516467,39.7784367735247,41.4864129225242,41.8168220237099,42.5197420692644,42.8425689751998,43.3806177718659,43.7707819156711,44.0475595185583,44.3883908753378,44.7787203754798,45.0824119148056,45.4883291750413,46.7461599744852,NA
608,"PHL","Philippines",NA,NA,NA,19.3408086735002,20.9584504399418,22.1546072203554,22.0197296956173,21.1370077124522,21.4075462521625,21.1914545734484,21.109683541192,19.7100184904769,18.5847179538293,18.0351410816348,16.9906550834379,15.6369745822399,15.2211963578495,15.3952723018518,15.0631151335474,15.5460104807265,16.5885184953213,17.9762440945019,19.1652854416391,19.860257477985,21.1565538133963,23.1740405102534,24.4159724402919,25.7086443301489,26.6374419304552,NA
616,"POL","Poland",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
620,"PRT","Portugal",NA,NA,NA,78.0762213102668,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,69.7981418538405,53.3742852281551,47.1631417504999,43.2241083280791,38.499712268077,34.3303860376334,NA
634,"QAT","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"COG","Republic of Congo",NA,NA,NA,46.2056862015558,44.4722326572168,43.4313721078704,42.8880843520444,42.1180626506062,41.9109133938228,41.7996319040807,41.8308102401296,42.4732435408698,43.4767654206978,44.5776369607152,44.8383232824232,44.1554189575139,43.323690050031,42.83578924278,42.8145572448536,42.2209539592108,41.9231336008629,41.7577240399189,42.1024039900301,42.6682460782488,43.0624888821773,43.871341767075,44.5826140437879,45.1912475064687,44.9974220160202,NA
642,"ROU","Romania",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
643,"RUS","Russia",NA,NA,NA,57.0323810655002,58.8238283775376,60.8615473803909,62.9191959962728,64.2932861442209,65.5958142329227,65.8356738658922,71.1655221092691,70.0852801073846,70.5739084271852,68.5961268099036,64.6960144142689,63.8483846978049,60.5849252616538,58.9189777075723,57.9368720656401,55.5654776260739,53.5601549846964,52.2182403416024,51.1374113393338,51.1117909226463,51.9193390182286,51.3380749480075,51.3366961381807,50.8166003718464,49.8274395743857,NA
646,"RWA","Rwanda",NA,NA,NA,21.0390236785708,16.5039382275568,13.6946137831175,11.5905131001936,10.1111240544872,9.18962042706121,8.98882451412578,8.93731233561086,9.18712896717916,9.68959476935133,11.4842957971489,13.4222077078017,14.6719856815613,15.1898954007035,15.3616844822549,15.4487210525645,15.5711221832562,15.92057797595,16.8560625053296,18.0541424458055,18.9923867001917,19.011991594703,19.9122101232473,20.659271817104,21.6058260351396,22.1885709701623,NA
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
662,"LCA","Saint Lucia",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,34.0200819828128,28.329966492132,25.1960033227848,23.1882827054119,21.7669547709424,20.305653527472,19.1515848459764,18.1555862037364,23.3886964992028,37.2842515028657,58.4522548345233,54.1710518341485,46.49708299292,46.6226915244061,39.6803695606459,36.6565427946156,24.5406637271659,19.5286100569904,15.5684426231251,13.9116548639246,12.400500032669,12.4542231189726,12.7587707528625,11.6375483601169,12.0251351766617,11.1646403472902,NA
682,"SAU","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,"SEN","Senegal",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
688,"SRB","Serbia",NA,NA,NA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,NA
