"code","iso","country","GPC.raw.1990","GPC.raw.1991","GPC.raw.1992","GPC.raw.1993","GPC.raw.1994","GPC.raw.1995","GPC.raw.1996","GPC.raw.1997","GPC.raw.1998","GPC.raw.1999","GPC.raw.2000","GPC.raw.2001","GPC.raw.2002","GPC.raw.2003","GPC.raw.2004","GPC.raw.2005","GPC.raw.2006","GPC.raw.2007","GPC.raw.2008","GPC.raw.2009","GPC.raw.2010","GPC.raw.2011","GPC.raw.2012","GPC.raw.2013","GPC.raw.2014","GPC.raw.2015","GPC.raw.2016","GPC.raw.2017","GPC.raw.2018","GPC.raw.2019","GPC.raw.2020","GPC.raw.2021","GPC.raw.2022","GPC.raw.2023","GPC.raw.2024"
100,"BGR","Bulgaria",14954.9612986603,13828.2442168123,12961.0385307712,12871.4500732157,13150.0344422673,13591.4105639206,14372.8310870084,12419.4307242506,12976.3210459232,11953.6477251515,12563.8880988668,13306.5595739168,14397.0609177208,15271.5472882443,16389.0282419117,17678.1074943214,19024.6223691231,20440.3375318666,21846.0454072872,21251.30543262,21724.3762726864,22321.1253679157,22618.9040490703,22954.4918743089,23455.5804023134,24562.750842738,25636.8508634131,26691.8686963122,27691.0089237623,29150.0422926763,28521.3251326769,30959.1118459807,32433.7937497004,33073.8179631314,34205.8906224032
854,"BFA","Burkina Faso",1107.85590454965,1178.07704639063,1152.04476095096,1162.64923453351,1148.60721370396,1183.52861008084,1280.69608533888,1326.94230829963,1385.09310679095,1444.56690170414,1428.57400617096,1477.28491846525,1494.67801269583,1561.83310184915,1581.25620933294,1664.99543180023,1714.76034904509,1731.93046335077,1779.32710911571,1779.32305627973,1873.97146230828,1939.86659989406,2003.6646118745,2057.0639319853,2083.19844698303,2101.70266192027,2162.72578977814,2232.28781490944,2316.39432079044,2391.53626844484,2380.93171826574,2486.43093147762,2469.19956941259,2486.20669812871,2547.67232852209
108,"BDI","Burundi",1460.27645878332,1501.8459320135,1476.99435502804,1429.12129549201,1365.48348262885,1184.2840262089,1088.78927818283,1071.55943349349,1101.22051819781,1064.28756095402,1033.47188177042,1028.61849315823,1044.4802745003,999.615791221937,1009.58916929728,981.533210986844,998.069458519996,994.963590921008,1001.61751311947,988.19632868896,991.038897704986,994.691231245018,1002.27452805218,1014.5231007912,1022.29153627273,995.319068450023,1009.63596796378,1023.97040626757,1046.59511246023,1057.95005999167,1030.77026419371,1035.53857384938,1031.25412243175,1036.16712196238,1051.25931339275
132,"CPV","Cabo Verde",1848.75865235574,1830.07599656211,1984.68062998835,2111.62140814748,2465.9939315017,2763.39733371857,3022.88825211584,3302.9740337536,3657.38118993776,4006.47964718798,4510.13573659759,4540.90731780518,4710.24104912281,4841.26539871499,5268.30312485708,5565.76951208068,5941.38218091511,6767.40677380346,7169.13944155367,6994.57409913651,7072.12150207341,7325.78441834691,7397.82220702474,7440.66242650113,7491.02198228243,7560.13649202469,7881.30336227785,8234.56000312459,8531.12961646549,9111.62993173268,7207.86853962048,7685.41921393668,8850.10669188119,9228.46045331141,9848.95276350936
116,"KHM","Cambodia",2646.09798836688,2731.37973720313,2769.4882552665,2714.59150059884,1650.39100001816,1672.73928514136,1643.01579058313,1595.17130656936,1602.38371208931,1775.41239802044,1922.03179092591,2032.08092022373,2126.34150468987,2309.83931482787,2491.30930003838,2781.89028895255,3041.10471220153,3308.15747246544,3501.92570219319,3587.60889588363,3711.53750580157,3921.97911563308,4159.16354123447,4419.3988680186,4702.73061823207,4968.57276699143,5283.72964943779,5632.03125629342,6050.59088262205,6448.88455952806,6128.78243783333,6225.5326547474,6458.3681488084,6695.29194763721,7008.88934551725
120,"CMR","Cameroon",4517.61887779618,4220.65297387084,3974.27759501197,3556.31854424592,3522.74885285749,3526.54367510339,3577.59204137871,3641.70750463278,3714.13212604236,3780.06217282191,3822.94425358926,3884.87304812714,3951.41936232132,4054.78133246516,4222.96638689885,4199.72270969362,4241.51744722821,4302.6192630847,4300.26640352464,4286.57718166156,4286.58302947378,4307.85195558527,4382.11120797355,4473.57231896434,4588.4864949903,4698.66677843587,4767.13186148952,4797.97544185546,4851.48003949959,4882.35560028895,4763.48194388067,4793.55628200194,4843.65038202915,4875.25120768005,4916.93354019493
124,"CAN","Canada",40475.1123914257,39139.3122852292,39023.182197815,39622.4790617507,40952.1359325295,41617.7233238778,41880.5520989427,43241.2407061886,44553.2827303697,46464.545784156,48399.3055389358,48774.167553414,49695.0066909866,50139.7862347006,51210.6796118734,52356.5578038533,53195.7818421551,53761.8620298112,53711.6792064973,51552.4223837896,52558.4408142169,53681.1296700569,54034.8034751988,54712.178423981,55723.4835404159,55660.8675272614,55606.1549191947,56612.3285367448,57337.4909099991,57583.8457980921,54092.8790317797,56995.117678135,58321.0611834623,57517.4431587431,56706.8238031978
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92213.0768210997,92343.7260001978,89380.1514801097,80631.8445943624,76294.7641308594,75094.8308085917,73982.6776694492,72988.7055776283,73051.8114153597,73315.3848584989,73941.8590538336,74599.6807673264,76124.5501254035,77476.8412822407,72183.1359045894,74160.4914000191,76818.8004032916,79675.8568481808,NA
140,"CAF","Central African Republic",1481.25255094259,1427.69018313539,1294.20254725767,1257.8284033824,1278.91509145063,1334.10322981784,1247.9687525828,1278.48826062781,1302.75142830782,1313.23570902088,1245.81399563599,1272.85710758505,1290.38314917126,1191.8731520062,1236.28534712166,1219.5939445674,1251.87082171335,1284.55283590666,1283.2728263106,1402.68164770801,1479.41367757692,1517.14839091011,1577.98053252253,996.896355923912,1001.85598053496,1043.92171697157,1073.94477703739,1103.86609318724,1125.70091748228,1145.09563657752,1136.57052993758,1128.55237996459,1136.80171107045,1132.67643369804,1111.21941638883
148,"TCD","Chad",1711.36988442036,1790.73791098353,1853.67667631479,1526.05432530002,1642.51653213297,1591.14154056727,1555.91392488297,1588.09860417439,1641.05715328511,1573.58531389989,1506.71577205516,1626.56683129335,1704.27295147383,1878.58578619739,2400.97004980578,2705.816508357,2596.03235458563,2613.47387385213,2601.36125803518,2474.70758351267,2717.40540184377,2741.07083398913,2886.27474563711,2864.1130140853,2820.67795067435,2822.57929900236,2622.59780843796,2496.26213644007,2552.37036388576,2604.53153663392,2513.02922729008,2435.07274651099,2449.48251052484,2433.09879153397,2412.865855392
152,"CHL","Chile",10952.6557541746,11607.5304034269,12735.6013333407,13377.3053213538,13846.3481640718,14908.0347974549,15744.7380005491,16683.9059031298,17156.9718740639,16896.1244715785,17525.2717273479,17870.3008332712,18240.2015602857,18902.8708740805,19961.9835794233,20918.5275760681,21968.5375355854,22878.8834428789,23509.781693144,23013.5817893814,24116.7694715613,25366.2690249825,26670.4971338402,27291.3576525958,27505.0495524158,27811.3745158617,27958.7284996682,27892.9946862827,28492.6611456516,28218.5343879081,26248.5616432825,29089.850459728,29569.4775527937,29563.6780243659,30182.7871224714
156,"CHN","China",1666.92774090575,1798.27610528654,2030.38636999332,2286.75974444182,2556.64057218096,2808.03403089611,3055.96977919745,3305.79061082131,3533.56587021506,3774.13766362641,4066.03627019859,4372.15705579934,4744.39855079795,5192.00604608587,5684.16873050982,6298.32318474516,7057.09993331646,8013.71568302249,8743.74491232185,9518.43214737204,10476.3123630451,11405.0172845617,12217.8543175465,13080.8288162668,13968.581485524,14856.7807604461,15772.7647598696,16757.9736318662,17806.7902349725,18820.5131033646,19215.1541703465,20843.2978347377,21499.3822834426,22687.0758723943,23845.6197217259
170,"COL","Colombia",9998.81069684463,9996.0978604328,10196.4329707468,10533.1149561734,10927.9389491607,11279.0004579347,11303.1308859186,11483.5050125907,11343.8799115733,10679.7092686089,10813.494225001,10823.4504878807,10925.1485602082,11183.2911819793,11607.9384935105,11999.2549591305,12636.6246577724,13318.3033138168,13591.0609028567,13586.7518430982,14037.0642668639,14852.3699513061,15279.4790008058,15912.2471293239,16480.3631474161,16821.380140063,17003.244366485,16986.0334182842,17104.1313545678,17336.7716030551,15861.4999291295,17383.0901728295,18458.7209460704,18382.9976800475,18477.2146664536
174,"COM","Comoros",3114.56170355536,2852.17677568216,2999.12250768542,3019.88376220682,2848.61899402647,2957.40898299766,2892.08263672469,2968.07724742895,2918.13300445376,2943.92006172568,2858.85692121458,2952.44235205824,3023.52434389433,3023.18985379148,3058.38338421433,3166.36268239584,3048.69236655028,3012.54746686893,3070.36952892496,3107.45297029798,3161.37481152565,3227.2165358292,3263.16316392713,3337.59859719238,3334.57512780965,3302.38635129322,3342.76677092883,3401.85239322573,3457.58685798732,3451.42139338772,3377.74564051638,3377.88518482587,3399.27830776976,3434.40177367723,3482.53486037479
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",10953.4262046389,10920.0994045315,11626.8361274299,12144.4487480733,12385.4545660782,12593.2255061637,12467.6212160351,12856.5832725459,13481.0594799651,13760.9236981946,14018.7425010386,14250.4627491739,14495.9925105457,14891.3398216888,15323.2892201469,15703.9624720506,16620.1356432064,17743.6227382356,18334.0135988616,17932.6147807275,18660.9198222783,19254.9142153099,19960.7933253035,20232.2670799446,20724.9217693423,21254.784093205,21925.6000803999,22622.5534502518,23005.3121471795,23364.783127574,22211.8613921697,23852.9253020001,24831.7193480342,25979.6286150717,26973.436158072
384,"CIV","Cote d'Ivoire",5255.50962638401,5052.85167051387,4843.29349256352,4645.46750871805,4502.45953404415,4638.75732482502,4807.42428178025,5072.59703802667,5093.13169438529,4987.35708530265,4838.34023729938,4609.14469395303,4368.92808837279,4060.00038038427,4088.94517328472,4032.24588029846,4049.26032962496,3999.69095682208,4096.72346918931,4151.05360874982,4338.65248394142,4017.40782040208,4234.18055593319,4597.18635239867,4907.57450294518,5110.8624080988,5320.84646239854,5556.11366322898,5670.20005356688,5894.87874674154,5787.81533309018,6045.20480490879,6272.26395759415,6520.89886460031,6747.03796777389
191,"HRV","Croatia",23399.7367551673,18812.9437548056,17020.237492582,15570.4034135024,16301.7534515002,17522.7498076067,18849.9814058229,20110.5137958092,20575.9739779999,20489.6776798468,21302.2503684537,22826.6244928741,24137.1144281542,25473.9055156884,26528.8871708586,27641.2061841193,29035.5295382035,30508.2798073417,31113.8644665737,29024.7588699632,28702.0030009382,28769.3294749331,28259.3454882463,28397.8562080945,28456.7371595257,29466.6996894142,30821.1637498178,32348.9341876483,33729.9071211239,35122.850825114,32493.3121954166,36930.2841941404,39864.0100879957,41320.2032633085,42828.0900803243
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34307.124787058,35339.0645793445,35435.9972909346,34812.7908924081,34288.7399622732,33651.5043118952,33334.8565140739,33490.2548894599,33795.1308443427,33397.3971262631,33004.5540214809,32704.3556352666,32320.8769567577,31753.384552981,31128.647036239,30861.3205298178,30209.7882652791,29729.1010079753,29256.8154066419,28659.6557023251,23751.4976048231,25163.8669323866,27327.2795662423,27414.7745555517,28774.4190393026
196,"CYP","Cyprus",20351.1316328448,20229.8025438923,21820.1376335649,21555.4378517694,22323.6498781847,23684.9427800853,23501.3401429403,23657.6507969408,24637.2597207193,25405.1007436843,26453.7763756477,27029.8969639729,27541.643063965,27750.9382754627,28622.2043193743,29481.8874873068,30336.7725769722,31339.6126519149,31937.3710386551,30776.3199783208,30964.0176678482,30586.5255865181,29053.0488897967,26715.1442874918,25849.6999308358,26345.4456894964,27677.6138649916,28868.7974904159,30281.9099626588,31664.1106196339,30277.7940731832,33343.0721606618,35720.5047288157,36638.9592269716,37709.75089958
203,"CZE","Czechia",27918.1375190567,24734.7702062546,24584.3299626051,24573.9914877529,25279.7917961728,26869.0197149398,28021.6704584336,27884.7397585343,27801.4387801408,28213.4555005997,29427.4070011513,30399.8730764283,30919.5496618701,31949.2963145034,33452.3408000614,35535.7479961511,37786.8781740905,39629.0061324727,40328.3426630096,38175.1422773334,39097.3886218756,39708.1626280195,39347.0492956846,39317.5535692377,40158.0164275736,42066.5759800801,43069.4659744727,45177.5226053634,46301.082036029,47763.6165520255,45119.9387309139,47796.0337408466,48390.6616786749,47558.4106763314,48064.6715233162
180,"COD","Dem. Rep. Congo",2403.9702501624,2129.44892037951,1842.5484850692,1538.39690696229,1410.05655375361,1362.1877957229,1322.58011961553,1228.39076846803,1176.05049796489,1088.65043725373,981.422080026496,930.857826074501,929.452807092197,953.044643237974,987.746920877671,1016.6338907666,1036.13329616563,1091.00407334551,1136.9467210438,1108.57506967795,1158.01422439658,1205.73984565432,1267.23827814087,1342.74156112017,1392.75841334673,1433.21579814709,1388.80163211633,1395.71961761711,1431.7285269693,1394.76461472893,1361.02791099008,1402.38560295221,1484.33841881449,1559.33806475859,1602.07497989499
208,"DNK","Denmark",46200.4747957389,46752.671630889,47540.9254822308,47345.4134295964,49684.1385778619,50927.5478357083,52106.5619034914,53534.6146433983,54581.41225433,56015.3553380175,57907.5020603903,58248.5539273591,58327.8281608343,58425.9658939096,59893.0929898783,61137.680358296,63262.7404572232,63604.5626658193,62968.1612290597,59516.5093273659,60190.6346060499,60729.0557255127,60497.6919146995,61085.0312821103,61552.7997775156,62405.7161942122,63823.4502019665,65352.3988081353,66238.705427981,67131.4657009734,65744.4367251959,69715.180968093,69475.3198650883,69379.22000847,71431.2926242287
262,"DJI","Djibouti",5392.48495434548,4731.27701393936,4796.48569783818,4558.36994402795,4406.93732409625,4210.76892365697,3958.10517358198,3773.4052461602,3628.96046731755,3606.67353752159,3520.11884003782,3471.76491500841,3474.74337535148,3506.37600081321,3548.81459003198,3602.35108246384,3702.92575048156,3805.25914661038,3944.06497238341,3925.18185775126,4005.69021347161,4214.86866304484,4335.82142659493,4469.07409933135,4705.04926772184,4961.8681860592,5226.50026106607,5421.95649149613,5590.50426604853,5809.30455041342,5791.47767679877,5960.10807396825,6180.67998594607,6510.67859061619,6871.12440453129
212,"DMA","Dominica",11311.5519762062,11518.7646744945,11747.6117144571,11982.8592553573,11979.3992504496,12343.9001238545,12737.8972359049,13037.1491313755,13563.4528199459,13661.6785774172,14054.6548016043,14091.5491387572,13640.70330575,14398.0017636834,14962.2456326016,15080.5206040984,15727.7053232323,16560.5179009944,17738.0405685048,17534.0339616962,17516.7879573151,17475.0411061699,17431.1288003063,17282.6368040367,17520.8546265613,16920.9126555668,17364.0773046793,16314.2295558891,16877.1244880642,17619.4335416769,14919.5307686718,15808.9743503945,17550.8009946467,18278.2253401989,18739.3640404986
214,"DOM","Dominican Republic",7327.7267013375,7246.24670144222,7900.76809265865,8318.49178576126,8372.07169739279,8685.01648557062,9036.88352149896,9671.14817881707,10150.4460178992,10582.0775939337,10896.3184155964,10991.1363420488,11313.0690271273,11000.8684059352,11131.2709216332,12022.5080544053,12961.9183632133,13754.9212674095,14030.1411084465,13992.4103270189,14975.0010126958,15258.0858148503,15487.2776356321,16054.7677297656,16993.587444403,17973.1870256816,18968.9752386179,19501.8743054079,20662.8485861529,21451.286441995,19545.4099552943,22053.4589869955,22986.9580810499,23282.4895071054,24229.8894872916
218,"ECU","Ecuador",9104.81599790272,9292.61779173762,9291.37104830419,9284.31503431232,9494.17506194696,9525.17701832404,9509.27540633175,9739.26682428014,9876.75075125923,9242.96681019582,9183.05155276918,9405.11680690108,9697.55517665981,9802.81408202123,10290.6634264766,10660.2046228939,10933.4897470283,10952.8226853948,11474.5257023541,11403.5277978831,11665.6978598204,12449.0785549218,12961.0267423765,13689.1520460125,14064.7992246727,13881.5700738105,13586.5160772568,14179.1537503305,14083.5069982305,13870.4895118068,12440.3263747814,13507.4445638375,14186.6388544625,14343.0190134813,13935.5391125402
818,"EGY","Egypt",8006.62143741369,7876.55257554108,8034.56230125827,8079.05480680471,8221.04684775661,8423.57817499546,8662.33147869592,8950.65410694495,9245.47890469794,9588.85938515273,9981.62775083138,10117.3331821699,10143.5063455702,10250.3765500459,10451.8217511537,10700.6090373232,11211.8320229508,11782.0060717966,12391.5847624704,12728.0814586736,13128.9878334084,13082.4263680702,13076.8052395914,13058.0748239257,13136.365629827,13425.9119599775,13727.3201600493,14018.3605934529,14488.2094340483,15026.5682438097,15309.2359881702,15579.0160861551,16360.3907750364,16691.3873992221,16798.151577864
222,"SLV","El Salvador",5976.01762522026,5960.05892897788,6275.18767116905,6553.0723407384,6795.50608897191,7057.92025248355,7062.30007824136,7234.94456228434,7381.11460417501,7498.46741097207,7545.44796218991,7580.32338410158,7675.67106195114,7780.27177685598,7841.53237886842,8050.5345128919,8404.24674903143,8548.83476118605,8704.80584632591,8494.49847423621,8648.92982717672,8943.06191543327,9165.42034804478,9327.56424468351,9451.74460786701,9646.15432339854,9863.76121214453,10064.7934942601,10297.203612692,10543.9383291317,9692.44931605799,10809.713399518,11085.6178074688,11424.6459176917,11669.0817135644
226,"GNQ","Equatorial Guinea",1122.81767364664,1070.82764283041,1390.47918482013,1487.81202528588,1672.34547535897,1892.11653062526,3033.84031220306,7296.10009809842,8684.6573083064,10492.4649475554,11767.4708814313,18031.964975074,20242.4309684399,21709.5751241959,28225.985816122,31302.9579538739,32251.7680082519,35540.4477563658,39994.6159790647,38706.6052512135,33668.8740654851,34341.9342607505,35711.4919273537,32894.3693189101,31765.8997056851,27797.7942803179,24435.0645564802,22250.4389230264,20165.4795550607,18446.591657968,17089.1537263791,16821.4486470413,16932.7706827155,15688.2384192658,15454.428493564
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",19163.2283645779,17718.9543942712,14225.2314074484,13758.2953399439,13824.8432137401,14710.9686602536,15667.5909129247,17915.4540304763,18873.3758453389,18737.8980935019,20528.5708195573,21874.6948334875,23539.9060675759,25487.5329152987,27384.0831488798,30164.0063711861,33304.5935377333,35989.864986622,34236.950125417,29284.4047394108,30070.2990791103,32456.1208864878,33768.5723698039,34484.2236457273,35723.6266134228,36356.4410152614,37470.0427676806,39533.4645582199,40853.6487755073,42218.962853871,40920.5270623016,44251.5374983455,43128.6327713627,41288.6165892158,41200.3253151916
748,"SWZ","Eswatini",5447.73900233346,5325.35245647887,5291.89629062785,5299.53230535423,5427.35001422929,5693.82195381247,5796.65255180591,5876.80341246512,5952.85422728074,6062.34805111048,6106.07478740465,6135.45299954297,6335.81351839193,6578.30152863605,6775.2217412302,7142.1921864324,7584.72030617794,7866.73073455273,7926.37961138221,7988.59750005303,8245.64153332215,8350.89190932866,8645.84478287802,8951.05749805892,9084.49405780635,9186.65344720518,9402.50834103681,9660.55161538083,9578.10061089801,10099.5863118406,9695.82498058754,9990.43491951205,9927.60567008139,10181.5040730396,10380.3966630516
231,"ETH","Ethiopia",874.346936189697,777.52356612229,680.834766978053,743.708485795209,741.17662360052,760.264345021168,826.991658780614,826.00521803882,772.78664639708,787.679577487053,810.270749126975,851.313428423251,838.298046963913,795.772138310177,877.114494970687,952.115666295786,1024.72911938972,1109.14330261241,1193.74728332974,1262.46398002755,1381.19044652656,1492.5339647204,1576.76875736149,1696.86515591049,1821.39161774961,1957.41454187301,2084.840556194,2222.82824481383,2311.16511659606,2437.97046055952,2516.54907642544,2588.41310215884,2655.59276743729,2757.95923634026,2892.22220168264
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54263.3264089169,51533.5447770644,51479.1939803424,53440.3360261047,57523.323894074,60948.7676649488,64018.0937166288,64006.2344787712,64155.0271269,65460.6067882316,66193.3474230922,68132.7151236632,66030.3985773708,68415.2411627322,70237.1770215966,71774.3376598516,72009.5380374113
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",7820.71719014994,7547.67819928126,7950.06640992603,8067.80447464731,8432.29836035248,8600.09284204425,8956.35010569934,8669.25168630675,8673.87816621436,9328.6066405707,9070.99316578265,9157.80841609434,9357.75384260711,9361.46421337988,9766.52768879045,9745.58145847385,9837.0859153994,9672.29015915617,9711.96604655314,9536.81721085631,9784.30356200221,10020.6957855058,10140.6936395636,10604.1558725865,11183.3135357122,11674.0633525273,11951.9196317982,12597.3274662764,13100.0959551236,13056.3310937088,10812.0355014178,10322.4279638854,12118.3182710082,13194.8047570404,13592.4635937434
246,"FIN","Finland",38807.1185244348,36326.0828945358,34926.3833591341,34486.7522555351,35699.7203086225,37069.62898136,38301.5126175582,40630.9217673159,42733.4455712896,44505.7114770222,46968.8417145071,48099.3014282794,48792.4864789774,49655.5451564066,51494.7058604009,52744.0480341349,54653.981203281,57313.2916474478,57494.585352886,52599.1487066912,54017.9458623339,55053.3906850322,53957.6680986278,53183.4286685125,52710.7334867778,52782.4873926278,53984.6316254714,55637.2262781223,56226.3372413429,56922.4873163103,55424.8574989208,56790.3766177691,57068.3056478073,56250.878789932,55950.8822201359
250,"FRA","France",38637.1682710532,38918.8099708351,39312.4766220254,39001.2913829698,39781.6653274061,40550.6463887435,40970.551982806,41856.466180748,43141.6799399702,44378.6557575825,45899.8780991084,46431.5634985569,46586.9625709332,46706.6695239109,47695.2115676552,48231.5648340176,49196.4476415568,50130.1121789936,50040.3458847786,48377.6751141005,49102.5922397433,50057.2846015374,49907.2929060256,50038.1601811828,50298.16177889,50654.4512513422,50955.6855930871,51867.014568935,52532.7842205544,53421.3875549932,49288.1581482431,52494.1528233353,53745.2055353402,54342.2523790129,54806.403773688
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",23884.8106998234,24665.6792295081,23268.9974721281,23551.6812533724,23794.3149295887,24344.1857401023,24595.9719625614,25359.6596581834,25585.5077964812,22713.7144403948,21717.2240797447,21604.7804442424,20981.4798585102,20875.4549326477,20438.9307067212,20385.2899909742,19224.1268658969,19751.8762216408,18493.0921103343,17911.1458491661,18530.5760936058,19153.0878201525,19450.4027067379,19836.4554852011,20008.9899779322,20147.7116202405,19988.1755963792,19555.7078829752,19225.5982575261,19491.4067631986,18681.4840738985,18523.5798032193,18662.0497970621,18701.4227766897,18923.6616611651
270,"GMB","Gambia",2653.78291392125,2623.64161607507,2604.26903326754,2586.13041645703,2508.1039153389,2456.00078113606,2439.04551648513,2486.93798396527,2502.76477124298,2589.97773860396,2658.61770579463,2737.69610805906,2578.557145742,2682.47993310133,2794.19352609118,2653.64239155191,2564.6865397052,2567.15728802982,2649.61119865306,2745.32540574768,2824.21259222517,2519.83983255673,2574.93509664061,2572.44728941685,2465.10971144823,2495.95741601525,2478.46055756999,2533.18683710277,2651.43281455826,2750.82132179634,2702.31919474482,2777.79620978324,2863.1804982986,2963.59873325179,3057.68417746891
268,"GEO","Georgia",12917.0944269361,10120.1628881435,5533.21082317729,3882.02029747649,3532.3200811072,3762.8115375031,4339.00466883469,4951.81291757472,5233.28837672817,5495.24505052867,5706.27236527835,6074.08643017281,6464.32539672647,7227.73705960702,7693.91525392067,8485.58670534954,9337.98906420101,10567.2747164758,10856.1031328003,10553.0896395853,11294.3685917112,12288.6828861156,13193.9596974054,13913.0018245661,14475.3135356035,14936.8434116647,15442.9564358054,16237.6242230275,17228.6790847503,18186.8816465807,17031.1440283426,18915.6534005263,20966.5280391135,22590.5293649146,25058.0280791297
276,"DEU","Germany",42287.6527205782,44125.144279152,44672.6920465936,43948.1489792698,44933.2942631645,45475.6859114917,45814.8523072639,46596.1810672852,47565.4526830045,48547.004077303,49875.8764172059,50606.7114616458,50406.3800683442,50111.5752591319,50704.9219887398,51182.9591615718,53222.0409282227,54832.9610328446,55425.1109251245,52484.8550055389,54738.7083006711,57858.4222602356,58017.5855783147,58089.1708538297,59108.6977289314,59573.7089539686,60407.9713703754,61866.4872205276,62381.3478772242,62849.3741865912,60203.2897602631,62530.765319924,63204.8339278554,62577.5571673634,62558.7816581821
288,"GHA","Ghana",2785.67114332501,2859.82702166411,2897.83543196858,2964.26600943658,2989.34731012131,3039.68873031674,3106.18555480387,3160.4450405325,3229.48228272631,3290.26865235748,3327.35199291767,3369.50702508212,3425.61820934278,3507.75105744843,3607.36522285021,3721.30785741996,3857.86154847605,3923.12567803728,4174.78124103365,4269.16005861556,4495.68916584105,5005.36732498189,5339.71321903046,5593.77481886917,5619.07233511592,5607.36635657415,5666.07795334591,5993.63085211078,6234.51208201488,6508.24652305902,6412.68541762468,6607.50297378321,6728.45414012286,6808.53775165028,7055.62496009323
300,"GRC","Greece",26916.3125225704,27419.6029332234,27401.424003405,26804.8537616148,27204.3958682198,27646.1476383588,27905.1065690594,28768.2401472216,29592.525483114,30263.0543705003,31386.639783624,32675.9292327768,34081.0289759343,35970.7016808475,37811.4913664482,38146.9629710829,40483.1569225337,41796.2336918303,41709.3877420311,39886.2135496664,37566.7483686263,33906.4917435676,31250.2268565955,30762.4432227813,31213.3765120298,31347.976574604,31468.6198471098,31995.4108838387,32722.3310444029,33502.7506488997,30487.1129331045,33531.15511226,35831.3441781205,36706.7315648827,37533.1814508176
304,"GRL","Greenland",38137.5684896955,38162.9342232622,36343.1257210521,34578.3464998855,36428.9123982243,37584.0719088916,38090.7089953714,38581.2151944518,41500.2312703294,42072.0565017419,44991.6751496134,45405.8543742044,44793.2704252565,46649.0480779757,49742.0582266726,52189.001485462,55243.7102798786,56763.2387284359,60506.1946272328,61035.567299707,61863.2826915138,61170.9203658321,62111.1033086807,61659.6415225985,64799.3056628017,63364.0536061165,66245.7294730698,66297.179069128,66887.6779268925,68534.9419039134,68533.7339902964,69302.0088788237,70681.2253902158,71037.5372239624,NA
308,"GRD","Grenada",8883.91901529785,8932.30359919008,8785.75882374894,8548.03859699697,8629.08629470409,8750.81831848402,9076.71902949207,9467.7770534851,10509.1098075011,11158.4897298503,11625.050939182,11333.2377092409,11677.7034172407,12726.5266219465,12593.3546257337,14211.8426569264,13594.355159621,14376.2824512778,14463.560012123,13463.5802939581,13354.9085012616,13397.8500405512,13161.3955324377,13386.3189064111,14287.9538720088,15136.6966673773,15640.8274503804,16291.4894625979,16964.8520016961,17036.9151689715,14647.7451384876,15290.250903138,16376.4273099595,17093.1562867447,17751.5098662481
320,"GTM","Guatemala",7594.72863203947,7662.16744667171,7822.25981413261,7915.4069288614,8018.27959123706,8195.34591091977,8222.06539206535,8364.16131429348,8559.98628929783,8668.42697938871,8770.4040870875,8771.15520620411,8901.53633819807,8926.15358002847,9003.85719003214,9099.72328845699,9386.00114713776,9772.80539017319,9889.57209974852,9740.70936130835,9825.01767968247,10032.0886324649,10126.8283621987,10297.8395710412,10553.5642244298,10785.9584615777,10872.5939962917,11005.4593976653,11192.372055508,11466.3765822795,11097.15041153,11825.141273764,12147.9309684074,12384.948508094,12640.8875023146
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
