"code","iso","country","KFL.raw.2005","KFL.raw.2006","KFL.raw.2007","KFL.raw.2008","KFL.raw.2009","KFL.raw.2010","KFL.raw.2011","KFL.raw.2012","KFL.raw.2013","KFL.raw.2014","KFL.raw.2015","KFL.raw.2016","KFL.raw.2017","KFL.raw.2018","KFL.raw.2019","KFL.raw.2020","KFL.raw.2021","KFL.raw.2022","KFL.raw.2023","KFL.raw.2024"
36,"AUS","Australia",0.00395990786047756,0.00413954058546316,0.00717779340371957,0.0067777603012191,0.00679390037863442,0.00638099356028912,0.00611591316306417,0.00283975140715098,0.0027178326288213,0.0034413180654312,0.00401614479319627,0.00477955122689584,0.00521761720593176,0.00477539869247656,0.0112058717435688,0.0228980791153958,0.0224579066602239,0.0219994304998704,0.0218362701053759,0.0153030381390152
40,"AUT","Austria",0.00333887637194939,0.00355951914108532,0.00491502496705275,0.0051683445626649,0.00511795428867818,0.00489700457281291,0.00537251291526738,0.00405185203029234,0.00327540924929448,0.00284409880681183,0.00237993441854166,0.00199717913154023,0.00222925546591442,0.00302243889467407,0.00395348108479886,0.00458620618206431,0.00457538043529123,0.00457011982838064,0.00433590517728577,0.00415229658389801
31,"AZE","Azerbaijan",0.000355685913418243,0.000368164376868347,0.000326986359759544,0.000303586388871655,0.000285810850093188,0.000311161705662465,0.000264505198243268,0.000258903411031299,0.000236379171582689,0.000212525286090464,0.000159083375094009,0.000138870593375718,0.000114473661194136,0.000111466645719046,8.01083468699919e-05,8.2594279639786e-05,8.57849858525965e-05,9.82899389509137e-05,0.00027997096251483,0.000314632074128523
44,"BHS","Bahamas",0.00110694852614069,0.00128217032873974,0.00127628167637081,0.00299584397797455,0.00303451865861014,0.00312263816873605,0.00324520557383357,0.00312573855034222,0.00186250130106686,0.00162563246616736,0.00141366866051834,0.00170951227144498,0.00312732527231413,0.00271403409862669,0.00277462566125121,0.00349442429493346,0.00303153978400925,0.00162182631135135,0.00184011189148548,0.00198949639214723
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",0.0019033580038754,0.00224082424083729,0.0021226331524818,0.00211833350400531,0.00222850705899026,0.00218715228241876,0.00181479190268534,0.00196937858031138,0.00237236122235966,0.00324869839542439,0.00439131394492874,0.00662723503823555,0.00944867466433348,0.0108594420794313,0.0124871505696541,0.0132611880019598,0.0124481224144208,0.0105055325189498,0.0108867197965052,0.0103806877283133
52,"BRB","Barbados",0.000669999880689046,0.000568156021946285,0.000552097036215464,0.000664661225707868,0.000589605350533224,0.000723603455493021,0.000948738155457333,0.00345211870343587,0.00344676192254954,0.00340389280457214,0.00322703316835513,0.00357001046207535,0.00189212242719395,0.00313572041596952,0.00688269238511786,0.00809948010750275,0.00819604953109448,0.00747239667041058,0.00638961096460844,0.00303394280372447
112,"BLR","Belarus",0.0026836827866442,0.00296941011439456,0.00295140389531941,0.00229259836999519,0.00193272159392542,0.00182287623033004,0.00168005333497511,0.00174645494209985,0.00167063626167737,0.00157785706804326,0.00158873742699016,0.00277782400617108,0.00317564441612205,0.00397762385671687,0.00477698692419252,0.00508524029636625,0.00395363824366701,0.00347038519479953,0.00280433306407832,0.00209573917258032
56,"BEL","Belgium",0.00364438626126617,0.00541679539444836,0.00666295731548839,0.00856303099555836,0.00843204067423309,0.0109416952006564,0.0104715512168124,0.0103324903399859,0.00886414712667061,0.00886968642383144,0.00655681510756553,0.00638741248929672,0.00599437842108826,0.006242289860108,0.00626651443923697,0.00669987825743899,0.00820914611721505,0.0083996059355778,0.00943774655202422,0.00992908290973401
84,"BLZ","Belize",0.00302641794117376,0.00248903949223539,0.00231855379030124,0.00231784102519075,0.00267495800831338,0.00269938525646161,0.00376843189449793,0.00356938929303058,0.00395686279612863,0.00419079934026592,0.00416035039851184,0.00383662320186578,0.00429311768592696,0.00412452267016528,0.00461598596153086,0.00572184767783426,0.00539214110728391,0.00468390510711786,0.00593778305365653,0.00700140393752178
204,"BEN","Benin",0.000972652616749592,0.000965491357227011,0.00083121911475748,0.000701486240393202,0.000711943961799503,0.000679690682882772,0.000537854874290061,0.000370622577172116,0.000999816491654956,0.00129168528399891,0.00131703872693272,0.00200761880956752,0.00230611634986455,0.00254595510164647,0.00232004778476104,0.00262421251329191,0.00227163854352209,0.00231996824559724,0.0020927639764611,0.00233291627657629
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.000204526343449743,0.000225242704913678,0.000250683647336909,0.000241099937920627,0.000257885054452088,0.000483106507448375,0.000510655183251434,0.000518870781404355,0.000497946054685873,0.000466292765504141,0.000235847995536817,0.000307028501129768,0.000374016432181075,0.00039772128305519,0.000384483012382182,0.0004132083538545,0.000334729575022924,0.000294493111465693,0.000309572764018931,0.000336301691753216
68,"BOL","Bolivia",0.000899827939191213,0.000925982361431434,0.000946283385300846,0.00109243080267206,0.00107838633625259,0.00145623831677286,0.00154198858195172,0.00166121553375275,0.00157599916744194,0.00162858611061225,0.00115294080410787,0.0012370625652126,0.00126448970581415,0.00128641684739187,0.00422985961355377,0.00489959420017529,0.00594006322872413,0.00625220178941558,0.00711978982068533,0.00879999507398525
70,"BIH","Bosnia and Herzegovina",0.000909569044234884,0.000772697388919552,0.00303524492141647,0.00404711585657298,0.00362947537935176,0.00359544674539225,0.00375541046303741,0.00175121738504312,0.000939857054985984,0.00106954480865318,0.0010477716736564,0.000949792700516016,0.000715902006785609,0.000580477695994537,0.000437736482041514,0.000488992229913448,0.000537534322439963,0.00135940473596312,0.00402655768438631,0.00415765077762721
72,"BWA","Botswana",0.00120810415841437,0.00109654644731257,0.00122807123217423,0.00132477953044064,0.00108348958561037,0.000995782414647969,0.000778110849357351,0.000670707425608799,0.000694475080716082,0.000725350675437701,0.000529488240998996,0.000438762603170042,0.000344319543410474,0.000200297868966811,2.52448451818688e-05,4.02484494532283e-05,5.11213560625113e-05,7.60126401196238e-05,7.13086628018529e-05,8.53285004794361e-05
76,"BRA","Brazil",0.00286570915706769,0.00306101037443989,0.00305465466763527,0.00309228716477854,0.00278194770513569,0.00266104253475393,0.00243421392986727,0.00262463254822381,0.00258551492415303,0.00283133035261065,0.00286989691266555,0.00468639591875793,0.00523925508182318,0.00572051650182077,0.00595622376424585,0.00630571296996633,0.00510071036366862,0.00492606215514168,0.00482225476516079,0.005581019781528
92,"VGB","British Virgin Islands",0.000111436584479149,0.000111441177928284,0.000111441954157826,0.000306386428373452,0.000306386467867454,0.000371343505570785,0.000584879748337714,0.000575592173461425,0.000464215470689017,0.000492057132400834,0.000352801021958249,0.000185704822481014,0.00437318311784867,0.0045960442861271,0.00456820236109367,0.00456820236109367,0.00456820228213655,0.000464303028996857,0.000176448186420052,0.000176449397124012
96,"BRN","Brunei Darussalam",0.000648385282573118,0.000732853920224999,0.000925493566405102,0.00109378356246138,0.00119839008164847,0.00116258999431799,0.002601939620415,0.0033574148773027,0.00331988484350117,0.00343314165433242,0.00358012584234737,0.00263239726354844,0.00168089183106614,0.00153369798386227,0.00127363075793,0.00107352736078054,0.000426562195144244,0.000486983609938678,0.00112674700905089,0.00110402310053757
100,"BGR","Bulgaria",0.00125422680874603,0.00111527206010198,0.00120574265020433,0.00123197173080305,0.00119250857375247,0.00108809514916065,0.00104157191100484,0.00120741451825391,0.00109490820330549,0.00106293776032826,0.00121244624646903,0.00125285920411155,0.00103088799717998,0.00124654547172963,0.00119223368235457,0.00108628807013441,0.00131717670032654,0.00118725188160752,0.00106752632174045,0.00116815842728739
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",0.000707802241919582,0.000601804880853823,0.000542370886873322,0.000656949901982317,0.000647378055653511,0.00065933073405877,0.000695297926163674,0.000584744683698005,0.000507732497660468,0.00074677567426655,0.00072599246842883,0.000802551325189399,0.000934589380276269,0.00100784048889031,0.000812734282900369,0.000839286046342803,0.000809779159064877,0.000689942683924599,0.000505166406284476,0.000550343699374417
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",0.0020463974812301,0.00238620680430269,0.00260314304555642,0.0029195478611187,0.0034550851643655,0.00460804077768497,0.0056354503984131,0.00703557640771588,0.00859506078628252,0.00994705425193798,0.0103583862818686,0.0111564980419454,0.0108985808001458,0.0103868865680105,0.0100050489132981,0.0100789810058486,0.00959355357075861,0.00932928349139285,0.00947953228057679,0.00875444310346697
120,"CMR","Cameroon",0.000146502207735057,0.000130928136995292,0.000126219298979504,0.000125525531357128,0.000143939868732424,0.000192662088869543,0.000192275572718339,0.000201315163898741,0.000288866252765055,0.000495769707181624,0.00050719374247855,0.000605382897741528,0.000746870965336225,0.000768771251084718,0.000639582272429335,0.000695413040145883,0.000718984869088166,0.000686629121480137,0.000735174104928964,0.000767403508182627
124,"CAN","Canada",0.00611508664426526,0.00660919008132009,0.00655127488488518,0.00610522849781883,0.00359378012701564,0.00248071414599382,0.00214273773559988,0.00246072676516693,0.00324609400772064,0.00543746246564394,0.00663513244601203,0.00689773875976243,0.00735903088481495,0.00695866814875496,0.00561024151509875,0.00468319785704395,0.00450877583150821,0.00383408967245842,0.00890990256908132,0.00956810116343829
136,"CYM","Cayman Islands",0.000206688039871082,0.000228073017283929,0.000253019354939668,0.000263710380747201,0.000231638687595563,0.000128296313433253,0.000160368286563172,0.000181746332163904,0.000402681585852934,0.000352789633751779,0.000338534944615265,0.000281514394920516,0.000231626279496562,7.12830442935829e-06,6.41500292648371e-05,6.77141070773822e-05,9.26592797298e-05,0.00013185677323106,0.00021738783971,0.000224513963999648
140,"CAF","Central African Republic",0.000195058250623075,0.000189878872374719,0.000189940628532238,0.000208958368929406,0.000230374016098601,0.000273947193693465,0.00027736665811839,0.000269973771713662,0.000299769380331603,0.000331521165364267,0.000287817565228065,0.000310420381993108,0.000361441241743727,0.000370874777401354,0.000394196742630734,0.000464624655045032,0.000466757753068027,0.000424825177716688,0.000412003554406653,0.000443206397613282
148,"TCD","Chad",0.00107141008252146,0.00239470601198528,0.00179249726689278,0.00368143431170134,0.00366680765047155,0.00367126339908771,0.0026036472486879,0.00345947601012424,0.00296427971699398,0.00472218422378602,0.00566923226710172,0.00632109609864051,0.00774494415470288,0.00847888078563775,0.00778662717311801,0.00925637593410114,0.0104151892939909,0.0100752507282684,0.0113431579988841,0.0139969972278051
152,"CHL","Chile",0.00106405206848404,0.00127140703945355,0.00104364787267983,0.00133956791768039,0.0014077067003182,0.00139982612587822,0.00142982456767414,0.00427065639743447,0.00395773339692028,0.0038481357311719,0.00384026632360282,0.00364808476840038,0.000694817589262837,0.000652105900994449,0.000949260824280618,0.00102728418315322,0.00103552067769588,0.000984868643904635,0.0010030465745907,0.00073781695087168
156,"CHN","China",0.00148261210290436,0.00212075357082403,0.00239621941930128,0.00281825851017202,0.00285652567172756,0.00304334606101494,0.00261016583032174,0.00245747170698078,0.00200060202534943,0.00187964054364374,0.00164279148385011,0.00165662319250677,0.00170467404272515,0.0018751633465869,0.00192290011340196,0.00191748512802259,0.00181407870818402,0.00170313044471806,0.00163272238818354,0.00164081282774746
170,"COL","Colombia",0.00136490903701846,0.00134200623789532,0.0014875980985495,0.00157956909408266,0.00154689390901352,0.0015945625812927,0.0015767998985929,0.00150535101525437,0.00141909648733323,0.00139019726708063,0.00129366317974187,0.0014090884307714,0.00173060185960013,0.00201853429770873,0.00211825102044755,0.00235605951691392,0.00234871238292515,0.00208015498564008,0.00185921202838079,0.00176972504649144
174,"COM","Comoros",0.000382119363458413,0.000334704385970567,0.000347880414890506,0.000361738069346488,0.000495405749608501,0.00048189820057559,0.000667130083342173,0.000677500282849287,0.00268261627740632,0.00435497569285581,0.00515529541826746,0.00506070980475617,0.0052049912545979,0.00329673944806633,0.00184162856180637,0.00133236434454984,0.00146841114308964,0.00138779378489803,0.00153990396031223,0.00243031143277177
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",0.00134412040767741,0.00122425149727957,0.0012235676001163,0.00155773735166991,0.00182754964157884,0.0017426514525628,0.00181818120606216,0.00178917381947171,0.00149115074176914,0.00126013900769399,0.00105129706584402,0.00111425333536038,0.00185833713091628,0.00203066879820876,0.00207910129829477,0.00225142625400748,0.00213024738277814,0.00141354792797972,0.00129969170521836,0.00120530316382416
384,"CIV","Cote d'Ivoire",0.00474370415629622,0.00523591372114896,0.00367960687985985,0.00360653903730067,0.00383157425804242,0.00381267890855193,0.00503817511765635,0.00626410792115853,0.00637997985027018,0.00916224365731172,0.00942401786688054,0.00888954422209175,0.00888057080020128,0.0112623875242483,0.00938755003997679,0.0102424995241244,0.00928364562698563,0.0086143326854445,0.00615475234643668,0.00583345595245843
191,"HRV","Croatia",0.00154061585223443,0.00145045996017421,0.00154905692045158,0.00175399057348226,0.00124098168703593,0.00131996138576227,0.00139470504945613,0.00152278457417789,0.00141105042249089,0.00157760954948943,0.00157795727564596,0.0017661385788569,0.00181897723987654,0.00228624705805735,0.00228025356423354,0.00242738629420583,0.00235374514248092,0.00247051783563854,0.00253345181196801,0.00272754013326317
192,"CUB","Cuba",0.00298940852073992,0.0031353908683126,0.00233144329086142,0.00275226924226193,0.00266506818337488,0.00245229071887035,0.00250005425579227,0.00240608454198383,0.00194043129488645,0.00154682410467982,0.00145876318625082,0.007851045510323,0.0146594499468261,0.0153494103022459,0.0153982912879763,0.0155831775573425,0.00891197749098131,0.00187773575193055,0.0017412739459896,0.00189892591741063
531,"CUW","Curacao",4.66762910024925e-05,4.66795208561659e-05,2.33339678688609e-05,2.33339678688609e-05,0.000110840439438697,0.000198319598149139,0.000198316314043958,0.000204155207570456,0.000355824805575136,0.000262485180220066,0.000175006021509624,0.000186669239013407,0.000215830375703216,8.16625979490793e-05,8.16625979490793e-05,8.16625979490793e-05,6.41666007744936e-05,4.08296895119678e-05,0.000139978647636908,0.000215832343926738
196,"CYP","Cyprus",0.000453959550104543,0.000363205244158226,0.00117929428570582,0.00123757874080975,0.00118794314339279,0.00123046200772807,0.00133200691339569,0.000577453812913252,0.000519654283724106,0.000549207737876595,0.000514087282382325,0.00078925047103804,0.00105138919039239,0.00108137155088297,0.00104303494870225,0.00107220503906996,0.000711052262483416,0.00181280863812003,0.0018654715151025,0.00195070540428361
203,"CZE","Czechia",0.00363495074994079,0.00387711859749042,0.00540498854824281,0.0061619166631462,0.0057293626388222,0.00505907114676856,0.00601068368851152,0.00491419400490988,0.00431097237784157,0.00427399955250761,0.00371163151018626,0.00392653473744832,0.00482627417141102,0.00690407594208705,0.00894705469301257,0.0127465363637534,0.0141928503254812,0.0140875284709202,0.0132650363164108,0.0118859991808521
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",0.0057922448976197,0.00545500718731163,0.00604318598636457,0.00685388129572531,0.0079211453973659,0.00687411383283068,0.00685110567052023,0.00724333249727998,0.00636281519555149,0.00636574956498896,0.00580056615731924,0.0059346553836914,0.00591066910907104,0.00628210930351551,0.00658983070974612,0.00647035650057407,0.00603651918294267,0.00548514517012552,0.00546953193421903,0.00405083287808483
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",0.000157231795113404,0.000154262121852888,0.000170573914263236,0.00033818439058799,0.000477624837675241,0.000811371699508928,0.000931540226015115,0.0010576065581986,0.000919650028677027,0.000735702460688827,0.00036487491384863,0.000215037825754989,0.0604755818666445,0.0616927336639326,0.0616660366258163,0.0617728204321661,0.0618173121107521,0.00149448518865476,0.000274381526038333,0.000312941514450532
214,"DOM","Dominican Republic",0.00499567535555752,0.00487237742804942,0.00522057792352605,0.00568337856810761,0.00542689567273255,0.00244212895936505,0.00237321876414879,0.00255290967809824,0.00271076689023944,0.00319662428479463,0.00436417936494119,0.00637060723770517,0.00685158858847729,0.00635264820307734,0.00622708924137304,0.00645614408213919,0.00499283225807682,0.00483802064697301,0.0067163391017455,0.00676933400290399
218,"ECU","Ecuador",0.000623338243919242,0.000593662036098483,0.000706311694198456,0.000842822157493709,0.000948299336253055,0.000898961887304804,0.000905919679204512,0.000972232583082151,0.0009835445760256,0.000880620077355927,0.000898112655401874,0.000965918978731533,0.000943086964970712,0.000932491364091828,0.000953372337726528,0.00105170482364828,0.00098855207367127,0.000988402013063376,0.000993085223554809,0.00115131968871595
818,"EGY","Egypt",0.000422821309988101,0.000315626527273859,0.000436269718918616,0.000609755451452385,0.000648747852772359,0.00067643048733531,0.000847005279938804,0.00153181154008112,0.00130277130302513,0.00127994841401468,0.0011862971245823,0.000957303654768369,0.000107713450799984,8.87686486396613e-05,4.27026315806833e-05,5.69284104603336e-05,6.45156293136207e-05,6.30943042618397e-05,5.69363630311954e-05,8.77380929695073e-05
222,"SLV","El Salvador",0.00370576451932562,0.00329383712096786,0.00302226837836449,0.00304393713795167,0.00302391581641112,0.00282684419593383,0.00277223233010122,0.00253036847885659,0.00257675585131374,0.00246446141262819,0.00251949094843655,0.00285477161293534,0.00323511083415949,0.00330650893252342,0.00323915882708646,0.00297591738821924,0.00223596577269498,0.00168708334398705,0.00130877131089951,0.00114423147219223
226,"GNQ","Equatorial Guinea",0.000259741109831511,0.000229435503588898,0.000229114490911902,0.000222069926227166,0.000331770896571626,0.000502726650093262,0.000530558373240872,0.000525657930001243,0.000547576453433518,0.000685556875651989,0.000494706339292189,0.000525659829709922,0.000613939928985888,0.00054494771661612,0.000357902700402742,0.000360718501694777,0.00041591926176842,0.000384604527629335,0.00040509985232351,0.000440036576021118
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",0.00114211907367433,0.00112475700644591,0.000981474415173225,0.00112400232295735,0.00121916024549238,0.00124008950216589,0.00120239229694917,0.00119657949394363,0.00117119294187549,0.00112676263548128,0.00128056082909325,0.00171711547326992,0.00230116168524847,0.00295998699290219,0.00374779455828478,0.00410403438930963,0.00407174026268031,0.00407134887377421,0.00386657724521528,0.00339087201222587
748,"SWZ","Eswatini",0.000482904887901085,0.000543113920310815,0.000584825335154838,0.000602165218708893,0.000581522870158892,0.000725720336451001,0.00052693560476095,0.000486274233622656,0.000503087889351157,0.000610313459784123,0.000601808720787994,0.000722127163791012,0.000992307298645852,0.000952274156391865,0.000949952423275786,0.000802941820178044,0.00126805628212598,0.00127477386504547,0.00144858114400858,0.00151694482330386
231,"ETH","Ethiopia",0.00152991839332651,0.00163293827746212,0.00218176433146855,0.00241980445011642,0.00265981613223581,0.00273557966589815,0.00281381698744574,0.00273131885293029,0.00284141679315236,0.00290848020854311,0.00264056649478715,0.00263188388649044,0.0027838417837895,0.00259321564515876,0.00280857381287245,0.00308169779760525,0.00318015772352948,0.00273099438914984,0.00343431582302416,0.00318772106822401
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"FJI","Fiji",0.000127821177893519,0.000141282503834992,0.000169878942776078,0.000190088241307878,0.000133833684970985,0.000157638989759367,0.000153291478397271,0.000146757822167303,0.000192258007416063,0.00028217351816046,0.000283403375993367,0.000881314241458137,0.00102707616585893,0.00103956222116719,0.000958794002929985,0.000967354728357841,0.000559267093320226,0.000402799185896919,0.000321632880150548,0.000305692365251203
246,"FIN","Finland",0.000564769804703073,0.000632022395437436,0.000639330959940983,0.000750752568570569,0.000751089211167145,0.000712862142092521,0.000699773060219066,0.00071372839292961,0.000679184798067622,0.000679713195124743,0.000679330471608704,0.000690177577684788,0.000830795276991611,0.000916661252530021,0.000955809834375498,0.000968250195982392,0.00102409137110672,0.000929936420209966,0.000887498977862697,0.000849884997776474
250,"FRA","France",0.00170624915026479,0.00193102886770295,0.00212792910484559,0.00268650242488778,0.00238683265142374,0.00283574326818469,0.00298961495731941,0.00302915963031124,0.00244406702918562,0.00245724945082541,0.00200993913192206,0.00181510143468132,0.00193221722917197,0.00225417867678467,0.00251514288843684,0.00295958960179706,0.00385672009849265,0.00385105350151192,0.00407709106565849,0.00407204538796449
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",0.00040415936832834,0.000483234983983469,0.000442572076308458,0.000419568598385832,0.000457531295352111,0.000443084384097882,0.000404734760617877,0.000432740181271971,0.00060003337713788,0.000750858688506692,0.000775815115212252,0.000725031452377194,0.000795847326489081,0.000695775696421558,0.000594349643065857,0.000612355018181751,0.000616414461001212,0.000555702361169048,0.000493719188195324,0.000462408223921293
270,"GMB","Gambia",0.00024175412610125,0.00024175412610125,0.00024175412610125,0.000138125700865572,0.00024189563802454,0.000241919154094314,0.000311002447327641,0.000311002447327641,0.000276447037431047,0.000103640908691262,6.90832932333267e-05,0,0,0,0,0,0,0,0,0
268,"GEO","Georgia",0.000266695117333534,0.000285496243394862,0.000333958544611623,0.000343292885653293,0.000206694457107383,0.000243597279312576,0.000257410766601407,0.000204458178278857,0.000194318064965427,0.00017506594850535,0.000111161439725557,0.000105967320925159,8.81397913781285e-05,8.77811625097737e-05,9.64095133751275e-05,0.000110901470377222,9.21615482537862e-05,0.000111954960074599,0.000132780074000592,0.000168164959573003
276,"DEU","Germany",0.00166615680885223,0.00189169658329834,0.00291992171190427,0.00364128565176995,0.00333021478002958,0.00385439891246966,0.00379810749382358,0.00295069708936314,0.00235704900264715,0.00227446682733172,0.00144133432977926,0.00141277188472442,0.00152953009561453,0.00190664041031035,0.00322518519367972,0.00571499258514568,0.00780800691379153,0.0083334473575614,0.00906609289830016,0.00843237355310613
288,"GHA","Ghana",0.00186187780554126,0.00193752412758225,0.0015554181279043,0.00167158749281378,0.00185331944919984,0.00168050133804894,0.00157333049561117,0.00166823053336379,0.00195323020032546,0.00276271821728398,0.00447377195777592,0.00600058082320811,0.00675149237629534,0.00753292595271752,0.00713192295602119,0.00671387430567077,0.00600752925016179,0.00621774209104047,0.00592779206764585,0.00627760276104703
300,"GRC","Greece",0.00110558781688943,0.000954313264084163,0.00209253911037386,0.00308657576734937,0.00316683032694775,0.0033382797552367,0.00340993778125111,0.00282612716904066,0.00186827169151761,0.00168025610920233,0.00148507316113836,0.00134236465705597,0.000876617941891436,0.000967848325497065,0.00101344838198909,0.00110075909122109,0.00196068529926045,0.00198275359567553,0.00809697322890767,0.00901359088958345
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",0.00779785399296869,0.00784490809704592,0.00777903871925974,0.00764723810897366,0.00103526732394267,0.00188241337703274,0.00206120594234546,0.00192002692854218,0.00194355259594212,0.00157182436211129,0.000663500676196219,0.00154807498146107,0.00143984289369325,0.00144456906174785,0.00138339361865652,0.00132221793548068,0.000160017872990057,0.000188265128592073,7.53121374288313e-05,0.000131779518153479
