"code","iso","country","CTH.1950","CTH.1951","CTH.1952","CTH.1953","CTH.1954","CTH.1955","CTH.1956","CTH.1957","CTH.1958","CTH.1959","CTH.1960","CTH.1961","CTH.1962","CTH.1963","CTH.1964","CTH.1965","CTH.1966","CTH.1967","CTH.1968","CTH.1969","CTH.1970","CTH.1971","CTH.1972","CTH.1973","CTH.1974","CTH.1975","CTH.1976","CTH.1977","CTH.1978","CTH.1979","CTH.1980","CTH.1981","CTH.1982","CTH.1983","CTH.1984","CTH.1985","CTH.1986","CTH.1987","CTH.1988","CTH.1989","CTH.1990","CTH.1991","CTH.1992","CTH.1993","CTH.1994","CTH.1995","CTH.1996","CTH.1997","CTH.1998","CTH.1999","CTH.2000","CTH.2001","CTH.2002","CTH.2003","CTH.2004","CTH.2005","CTH.2006","CTH.2007","CTH.2008","CTH.2009","CTH.2010","CTH.2011","CTH.2012","CTH.2013","CTH.2014","CTH.2015","CTH.2016","CTH.2017","CTH.2018","CTH.2019"
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",199697.826384507,196769.34518639,202860.706026112,194888.544800614,210910.073984118,204520.367930367,202806.44604991,209447.296643293,231532.046151251,242165.088088666,268569.892841323,297399.220723358,328685.49227975,388330.990034625,489056.77627867,548559.766151004,608509.893319508,681507.439466721,725753.125097533,694829.218708025,763893.526092352,955075.772363497,1076149.69373409,1233433.67748211,1382947.46154457,1416614.94832695,1646064.14443689,1708655.86441336,1900647.87471423,1944175.00998645,1962285.37435148,2052068.28541093,1983178.10386312,1983520.57033788,1891539.12415065,1879946.63482087,1831909.20190355,1943286.16921122,1859674.92865406,1968344.12199139,1975142.21116616,2032712.02773393,2187925.46958013,2177683.98242099,2197657.41004773,2314516.9787699,2263468.01197354,2296298.8905111,2285096.81095311,2445093.94080525,2459574.6897166,2367076.3981507,2414993.60416503,2484240.84071811,2550677.78426385,2415863.95085285,2429996.49478294,2481694.215987,2261735.35298991,2252276.55427683,2280166.31596211,2165173.35158624,2324132.42400153,2337919.799536,2291426.64879632,2342874.42924244,2453569.84276403,2262590.80515103,2109064.15176388,2266305.78139141
462,"MDV","Maldives",5190.9185651216,11593.4340980712,12072.741174687,11662.5562950168,12806.0552663559,13104.3133093064,14340.0041923029,15853.8729585567,14218.3378688973,16467.3809826296,17760.4995359357,17222.0674165748,20721.6294962952,17357.0949007765,17408.7958419982,21048.3695127242,16848.2659557939,22259.7133120603,17778.5660578607,21722.4459531005,13710.485120115,14166.257049466,23718.7342131241,15073.3006538772,16628.3415680654,18804.5156337705,16533.5006148278,22499.6587415505,25886.5106974228,45487.3910743792,50962.763502742,53912.8357965571,56202.3746368477,58956.6753703661,70188.6333371019,79818.9815975887,81218.5937001486,81221.6870306375,92789.1732697057,94773.4510599127,32832.0043187425,45602.8391533391,37545.6976092137,41039.7693332561,45011.3678830797,46272.5318141652,52943.9197519257,57769.7574860658,53835.2255804548,50391.203057936,58703.5552442925,59308.6931717324,69895.3846141429,76850.5068002159,96666.1934528224,100559.901781965,102408.073262423,82169.2385510302,83497.1687902007,80236.9400797815,69463.8789548595,76407.843676717,69246.1286072387,55124.4703440171,56000.8497885768,52574.6416029038,54110.4141824073,54229.5982460779,57144.1126859099,51028.4249362374
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",16119.8557623744,16006.9020493978,23604.2783518895,16757.2617233533,16192.7302313723,15421.0307514498,17212.5292591671,11591.3857214567,11683.0403903,11013.4526189303,10330.2907260071,10088.4806269322,7076.2485630051,9163.0469211233,9416.2139673932,9894.6637283558,11273.922899038,11647.3912393072,9236.1307591298,8818.5492739249,11036.1586278253,10294.1163040205,12973.1321570009,13806.2719722707,14999.559217344,15471.1951273249,15083.6988882247,13978.794429816,14100.4209956284,11026.7748441628,9210.9973051343,11654.9354929158,10554.6600528603,9037.575701259,11095.8304424126,11046.5818043792,9571.806525879,9192.5104338021,6600.4350300784,5549.5575435488,5509.4801622117,5752.2281897882,5194.8452786508,5381.2276008323,5717.0003503404,6011.2975293285,5677.7308480512,5954.6692160812,6477.8033016658,5329.676214641,5538.7521522158,4569.1826478313,4550.7006649916,4645.9341386641,4642.8816787171,5698.5300902128,5398.8111037287,4896.8235497903,4153.7265304489,6303.3629867525,4792.6902101144,5104.6896199595,4793.3987156319,7628.7774486842,5625.9537037742,7080.3454861935,8653.923936721,6844.0953107595,15626.4803217957,7732.9980884831
584,"MHL","Marshall Islands",8504.1884730204,14418.9716016683,3758.7469230596,5698.0360705358,1307.1653381781,3098.16691968,1614.493049038,10009.0140939804,8045.4411562386,9070.3441602877,7060.7882822719,10527.8851189595,16093.7579610241,16035.1869337009,12669.5831927297,15596.9374755354,23287.1819063147,18689.5152005463,16173.241270103,20735.9070352132,27227.7796631672,20776.2509795987,47075.4695460197,50799.2699405097,36412.5491049106,60350.3030439868,43862.9568941134,48642.6063850943,72181.2396063812,38312.3473933608,58617.4604166135,60075.1835360347,57174.0422612301,76239.0917605656,18377.4052766328,22084.2041239751,17267.9155444744,37122.2874863831,61125.7184612286,39424.8068518211,36873.3453842513,26869.637547626,66102.8363116762,37233.881422364,41350.3134654762,43542.4138146363,37963.2286434056,33781.9018855424,130956.424371864,86175.7021703317,71336.589263695,116504.86465542,91546.4592459357,33259.495642492,46210.6281286356,49315.427612996,53274.0753813121,31028.0398931526,39854.7560942652,41976.7210547384,40834.4637773707,40121.2346840886,66633.7254740303,73597.092357425,156892.782116533,72101.5974136071,127602.039615055,56334.0083198463,90265.1501512795,56340.9448327468
478,"MRT","Mauritania",68144.1020260591,75890.499835885,96166.5508089788,107106.73740848,113326.193301799,135836.404241721,127843.055498449,147730.7274148,179183.525718994,233740.416923278,210900.181121835,243369.257516466,274330.627919475,281075.090023128,371302.823741218,422007.889002889,422239.82512271,732912.679628173,1027411.32210572,1017621.16728205,1459776.68440212,1617594.13745883,1626758.35192103,1884213.20997808,2111461.59648162,2233873.56594516,2620516.09418112,2581934.0184545,1416829.26480367,1353517.34915294,1902518.3835939,1770854.68095368,1769163.65761013,2043241.8675828,1981026.6829127,2229989.50568813,2363413.11826109,2501352.65911402,2552591.43700821,2414478.96298707,2206148.61577754,2278172.94036546,2428529.67482656,2245013.65008197,1757043.99911863,1974941.02952047,2502812.08046266,2247424.74790918,2203844.70132178,1970886.72754461,2055789.74855315,2010202.30429892,2388117.83122059,2145222.32422746,2502234.8440124,2290904.09800634,1784326.07486285,2467823.75679053,2553258.75809194,2349037.83318449,2597870.32393368,2018622.99045424,1523406.63517955,1207181.1726638,1618642.40213355,1431667.68061399,1921336.28010279,2026684.81975585,2466855.17199032,2210253.93788207
480,"MUS","Mauritius",6224.799787321,6486.9434018897,7191.1342050947,8520.2602566655,10684.3062671983,9803.1158305148,11818.808204084,18742.5187293312,10801.0740018623,11054.8316123078,12180.656157533,11915.4874432526,19674.1079816256,11983.01283267,10449.4254851461,17237.5112577409,14151.497038485,19778.4389633577,11816.6102362807,11897.1141290018,15317.7726732807,16872.6382859163,14819.6811045405,15511.1666043553,16748.2362646451,18367.1420584281,16467.7467328401,24463.0891114685,14200.3815655385,12994.1727912066,10295.8460883632,10662.3853713191,13051.2089177778,14376.528761963,11551.3477493049,13466.5650155263,14347.0960744666,14142.4739319439,13143.1761483826,11317.8756910064,19123.335144498,14135.6149674329,15528.7021656761,17521.8007033026,18732.0052230509,18218.3137090822,18021.8608924727,18499.1825605469,19912.6050152966,20171.9714761278,20068.9759800092,21724.7899411126,25410.965986007,24053.1101499856,21385.0377612908,26158.5365263058,29903.9844395771,24839.6606120331,25066.746342307,25476.7891004223,27302.4181230347,22632.0698179164,15765.5865840152,14841.7045575269,18639.5370558555,15212.3149471469,17613.5944266984,14142.7643581361,17039.6817741442,15255.3620353874
484,"MEX","Mexico",505447.762980276,517749.691097904,480294.319681858,538971.01561766,537259.688881652,618844.163764413,685637.448755289,668783.306186153,793183.516561156,1003777.82084394,1075430.39717788,1148879.49557581,1096877.12253291,1150253.31480316,936735.302671288,840724.148928839,926134.699253272,1082143.36916532,945251.011303727,949168.890191463,1122190.15128957,1176771.86675301,1236295.6237863,1235441.65312465,1119753.46089589,1186139.19346526,1027991.76923749,1026883.65645207,1596665.47287287,1888477.52638029,2207747.36741022,2568924.29378685,2272102.62573935,1849071.71635427,1849159.43780078,1956557.41520922,2005000.22095293,2192766.40483245,2027674.92468331,2115452.73250486,2032594.66160258,2139564.72482646,1796139.53240694,1805148.43761325,1889257.22228061,2085721.99859697,2180656.14305867,2191284.96337003,1839781.55643073,1852780.94549061,1893276.61740306,1939793.05789442,2021228.72640954,2059719.69246532,1827871.72436221,1962673.72153709,2067999.61626953,2153986.60463691,2217694.54049252,2157964.12543684,2127091.67441792,2290046.28504705,2233821.06935247,2222647.65384636,2171167.42091324,2224858.52847879,2312610.42287994,2473824.6925228,2468814.15354061,2675543.29174358
583,"FSM","Micronesia",45950.7892452315,30372.8276745335,8663.8025825998,12698.7212757314,6220.0319307481,14328.2122927082,11810.7988198384,18158.6040771221,19617.1991972303,32243.6031267164,25855.6750169604,40400.3237125092,35048.1338860712,35261.2486970103,29099.8859356229,36807.4277718538,43259.47232764,39496.7582662164,42018.9838540244,50690.4685265057,45091.8446048629,40836.5171370076,94072.4180874349,130948.971289173,112102.5555629,93368.6109205328,76696.2832473115,130482.335839601,145709.66603818,190647.333623603,148941.052204448,172181.495023844,182737.227865353,213559.63529272,320034.807776192,248048.41745517,385849.751340393,476329.120948356,394586.292836339,313371.931068144,259728.137965284,279725.990611773,313757.577170112,328990.215688638,327041.289784452,418951.066358671,251854.328726119,166023.6073357,152032.52260959,262888.54558012,229642.180643089,168795.707540717,141940.5394832,396906.961363449,281685.452614357,351237.625973876,306619.606615953,308202.38434613,206418.656120565,295831.073995369,251215.960951764,206041.924207047,275532.984281268,297816.589290901,199458.117292473,205127.976396435,286431.572992014,269757.773652748,381308.626844154,227502.489463831
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",419.7922481068,419.480919535,406.0581371312,408.8951820784,477.807061086,534.0244153107,570.0033824015,564.958441933,566.0630958063,529.7542454619,571.5941919717,603.6080972555,577.7601362576,637.5663361757,810.4143714813,880.0188167999,791.5019109139,823.7355238349,864.7222804858,885.4294180823,959.81264795,961.8515650657,866.3879923093,824.7817658934,907.6195194858,875.2980336229,1013.2092484352,981.8092894915,1018.7672755888,1070.6676174239,1318.4866968305,1141.3963287459,1324.0840379874,1222.3520645262,1219.1072928094,1268.8502302886,1620.8868858347,1555.6522486347,1292.2215740752,1253.5930498372,1186.0616184183,1036.6334865889,953.3833233998,1062.6534647306,1004.8292620166,1297.8291128803,1166.6244214419,1213.7973945656,1159.8435133494,1030.7927050534,1059.9847704097,1143.5189919526,1084.9664406114,1195.7425589694,1201.3251732624,1188.8894789304,1319.4217381386,1283.9052788747,1366.2908639627,1205.1148625198,1264.1864638021,1113.9439461204,1270.7703466062,1170.0441980548,1454.1902835464,1505.5036237234,1557.2282441478,1443.3910439236,1653.3620014823,1698.0118630171
504,"MAR","Morocco",248198.66708211,232922.70297301,264749.120503865,260198.691191855,236127.477089953,248553.119832993,243352.996821224,278617.069145902,296530.837513444,286344.403997914,318137.780172247,330381.841239841,337118.321991369,332232.149589386,405027.915190347,493795.79124008,647703.083407861,811798.059790128,847774.920060325,854800.765691162,880093.226308199,881143.813230696,943915.219648866,1065305.82928589,1031625.25963223,1126906.82856021,1105818.97802489,1331032.65039616,1529445.04661236,1266446.61702511,1109625.96841177,1058132.58991066,1075305.31005506,1125786.23553527,1153443.68515877,1149356.98208467,1168967.50117877,1016434.47117113,1031475.6606575,1029906.62879713,1069168.0350784,1017674.42786287,971767.852927818,1001485.62925506,1094692.95758245,1090227.62648795,877329.035536603,1052257.47729897,983494.969413655,927831.376211915,1048866.83269429,1162005.1221514,1066537.21125686,1037238.71776335,1031239.63593621,1066872.88214169,971443.801275728,956014.299963026,992160.424747684,1053755.9503893,1016637.40350777,945265.774721706,989981.603305507,1097202.42672049,1111585.68215818,976429.054318408,1050562.02072753,984708.823220255,986113.194136214,1013695.07312573
508,"MOZ","Mozambique",55070.4570580769,55509.8863579224,56579.2074427567,57848.5069733599,58771.9874296787,59531.004257471,61944.6538635899,61120.2074255458,63835.3516107427,70930.6623987048,74274.9390936168,73290.2980149681,67025.2849322196,69736.3615595021,76510.4120502909,82150.8497078316,95895.2943710086,87716.7656119741,90197.4570821897,101909.897875364,105571.815909866,115142.618724051,124362.039005945,136693.401933402,154601.735508629,153451.505800176,166449.896950968,184263.268231564,176025.565963623,180986.405559865,203335.813594889,200048.251222138,197176.57019294,197303.804556585,184036.039556996,179667.985535035,198925.641518299,196718.110998066,196926.14277614,185542.973264154,194257.075136021,190394.274171793,174509.022828394,185794.288789798,182233.578029305,179865.461820515,175798.19858827,177205.236445784,172609.426036686,167413.382465973,164928.53687429,160886.176649599,155234.355693938,128757.188868095,122954.412883075,125353.686608664,129491.279399653,130000.474003727,124482.847307253,127407.842640228,144958.426985765,142083.601854841,158795.566933163,156306.243532216,197866.194824735,219056.938087206,226282.855004526,260603.027522782,272805.006766546,296238.554122473
