"code","iso","country","CDO.raw.1980","CDO.raw.1981","CDO.raw.1982","CDO.raw.1983","CDO.raw.1984","CDO.raw.1985","CDO.raw.1986","CDO.raw.1987","CDO.raw.1988","CDO.raw.1989","CDO.raw.1990","CDO.raw.1991","CDO.raw.1992","CDO.raw.1993","CDO.raw.1994","CDO.raw.1995","CDO.raw.1996","CDO.raw.1997","CDO.raw.1998","CDO.raw.1999","CDO.raw.2000","CDO.raw.2001","CDO.raw.2002","CDO.raw.2003","CDO.raw.2004","CDO.raw.2005","CDO.raw.2006","CDO.raw.2007","CDO.raw.2008","CDO.raw.2009","CDO.raw.2010","CDO.raw.2011","CDO.raw.2012","CDO.raw.2013","CDO.raw.2014","CDO.raw.2015","CDO.raw.2016","CDO.raw.2017","CDO.raw.2018","CDO.raw.2019","CDO.raw.2020","CDO.raw.2021","CDO.raw.2022","CDO.raw.2023","CDO.raw.2024"
100,"BGR","Bulgaria",77254.1112690153,80090.3404197489,89844.1826717131,90061.3030083218,87044.9322016847,89221.3333722215,91172.3823659648,91276.7095769109,86916.990837508,86467.1840509983,76637.9457721903,61520.7143661693,57355.6448277368,58389.1687983957,56382.5577079626,57916.5632730926,58460.4024402641,55806.1898132875,53113.8382165643,46371.3202573841,45499.3137355617,49019.6390629039,46141.0414099886,50491.2087840796,49537.2869783353,50600.3565146347,51837.4948532476,55669.2186539891,54025.9145693705,45750.2485317218,47815.699490017,53120.4612020745,48276.5596189631,42582.9899311804,45169.0615666622,48127.1232590701,45343.7492342008,47445.843280964,43503.3267625448,42194.9811245221,36571.0301812258,42365.0338370283,46931.7949228129,34500.9474249788,31621.8246540553
854,"BFA","Burkina Faso",432.352,556.928,575.248,593.568,465.328,476.32,479.984,516.624,553.264,820.736,593.568,637.536,633.872,633.872,659.52,660.750390887661,726.683702972641,763.702686743496,847.949769523467,1040.18183536549,930.781837708535,1064.37475379041,1067.26475323592,1184.46465419761,1107.47255515929,1103.76045612097,1217.23335253736,1616.44747374496,1817.81723292958,1836.30471601337,1985.07605183411,2149.25315836368,2611.58598410144,2808.88018094983,2867.51969222215,3743.77159429259,3987.63662413537,4621.63145905676,5226.24602054004,5618.02037506157,5618.0879064373,6328.71909842796,6542.19364482089,6308.44107674022,6507.66331321626
108,"BDI","Burundi",146.56,157.552,157.552,205.184,219.84,230.832,234.496,249.152,227.168,267.472,208.848,238.16,216.176,227.168,234.496,238.16,241.824,249.152,249.152,252.816,271.136,205.184,212.512,168.544,197.856,157.552,186.864,186.864,201.52,216.176,333.424,414.032,392.048,436.016,355.126153846154,355.408,428.688,516.497655172413,645.096634920635,685.168,739.429730937945,771.676721756335,877.523333606405,900.716494775915,916.663574541455
132,"CPV","Cabo Verde",120.912,32.976,36.64,36.64,84.272,84.272,58.624,80.608,73.28,80.608,179.536,164.88,179.536,168.544,175.872,197.856,219.84,227.168,241.824,285.792,296.784,348.08,384.72,414.032,428.688,447.008,494.64,505.632,472.656,523.952,556.928,615.552,501.968,494.64,490.976,494.64,531.28,571.584,571.584,630.208,520.288,589.904,597.6502029144,571.49345719782,593.786283425914
116,"KHM","Cambodia",285.792,300.448,337.088,366.4,410.368,417.696,432.352,436.016,450.672,450.672,1260.416,1304.384,1348.352,1384.992,1425.296,1498.576,1516.896,1465.6,1875.968,1894.288,1996.88,2235.04,2154.432,2253.36,2238.704,2209.392,2846.928,3489.462,3936.33199999999,4579.38,5067.38800000001,5271.034,5572.35200000001,5625.738,6702.34383830712,8186.07400000001,10643.5497725948,12087.1459047619,13937.5093333333,18626.2803809524,20990.7961904762,20775.3833836743,20865.1333056859,21411.501630452,21882.6906500769
120,"CMR","Cameroon",3885.94491272402,5319.12391642815,6315.88769057994,6554.47968411987,6052.928,6470.624,1993.216,1842.992,2153.96089582619,7577.69312535787,2604.7932736255,2668.44037557916,2712.29872907629,2865.80051216587,4879.76411916635,5374.67128833298,5974.65984422185,5378.78101252417,5373.17162018416,5219.44965944815,5588.56931160597,5562.42397029193,5350.64198873537,5704.62169027463,5698.45508810345,5423.85803469896,5485.91872591196,7409.37278689008,7320.61940915108,8554.96331658294,8383.32243978553,8105.27791143717,7607.03803596815,7853.18092325308,8775.17369085229,9849.95064594793,9964.9237429945,9581.7277726197,9843.86337669947,9605.29032737929,9716.26709767532,9733.52162172192,9792.43502520416,9694.86429004435,9631.5834504047
124,"CAN","Canada",442843.209854872,429622.392198208,414454.888352646,408334.838493363,425236.994011093,421726.023174795,404715.229964475,430982.05864157,455672.82295071,462888.813967664,458017.841148308,449776.472694887,463392.763963082,464071.598336954,478467.850758378,491305.353216099,507775.196253232,522018.649784091,529614.802806205,543859.520924789,566679.88565379,558980.579268906,564256.191243103,581190.404019242,576286.363390898,570396.139197827,566315.370508448,589956.261692491,574214.346426857,541129.887943743,554307.403533107,562832.438427054,561769.530853572,568589.748281842,564938.2411937,563002.591819986,553707.010396131,566660.291206883,575090.775465735,579007.021082091,524207.921279769,537478.662006369,547657.677991214,545478.503077811,533340.089677815
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",106.256,135.568,142.896,146.56,150.224,161.216,161.216,260.144,230.832,249.152,183.2,190.528,194.192,197.856,208.848,208.848,212.512,216.176,219.84,230.832,124.576,142.896,117.248,113.584,124.576,128.24,139.232,153.888,150.224,153.888,168.544,153.888,183.2,102.592,131.904,194.192,238.16,285.792,271.136,311.44,333.424,366.4,377.392,389.27906676491,394.681207592296
148,"TCD","Chad",208.848,208.848,205.184,205.184,216.176,179.536,186.864,197.856,65.952,102.592,377.392,388.384,403.04,399.376,415.768864000001,427.410967999999,443.217152000001,453.097387999998,463.839348000001,473.581148000001,487.512032,505.593580000001,531.21292,882.414175999999,906.194807999999,929.365583999999,957.287120000002,1088.955116,872.462584,1219.70952,1236.006024,1276.61303224731,1746.61147199415,2082.16123571682,2182.77962504063,2351.87382773333,2381.58260306721,2340.76175773366,2383.51029081782,2299.78510898755,2356.44574891762,2670.14177097275,2800.40139124559,2848.39370222674,2831.40058473623
152,"CHL","Chile",25099.9535159185,24347.1415518848,20475.2670287417,20674.0847053835,22004.6849995907,21292.2523789864,22022.4720841321,22410.1855864071,26600.0067205603,32017.8618499892,32908.1515818878,30891.7899865604,32000.6714346522,34097.8642334818,37974.8772193215,41562.6738025999,48226.2887805433,55942.0194598001,57258.4298057401,61407.9705086398,58502.62158234,52918.3883225805,54835.6130177421,55100.2129051325,59221.0899011801,61116.4544654601,64048.2823323399,70469.2448911469,70549.0137182466,65959.7605120497,71347.4799736752,78071.440838102,79620.8880905654,81733.2690096069,77586.2018852112,81778.462422093,84250.4970018361,84134.6222469462,84442.6424136067,91977.0515532588,80178.221082321,83630.3077426985,85743.7808004466,77604.2195187137,78725.5435496126
156,"CHN","China",1494297.83542085,1476279.98994812,1606239.12512587,1693746.71437767,1844212.75796744,1997193.34189849,2103430.02004405,2256629.39894769,2424444.09752336,2462149.95875241,2483534.5087476,2619143.29997368,2731290.30036467,2914284.43059346,3093890.91447688,3351197.38109391,3499310.58761065,3512349.77331983,3355335.96817429,3549949.06390212,3643809.53175996,3724114.2014678,4098180.51804364,4835252.00995442,5210961.46487547,5881990.92285998,6486184.58094285,6974663.10340819,7492404.42990806,7881490.87904381,8610047.98673378,9520153.11337984,9767310.89748233,9942370.99087844,9976027.80952438,9858040.44313999,9748174.77559696,10000013.6445853,10346790.2336036,10713514.487671,10896520.3995813,11284401.136777,11711807.355958,12172009.0267129,12289036.7547315
170,"COL","Colombia",44180.3852419803,44267.2427042428,45687.8211793525,49218.311925352,48711.9745658493,48090.918938155,48767.8548629654,50138.2980107849,52151.8512571274,53100.0709716719,56856.9292731998,56609.0323800001,61340.6719404,63260.2020057311,66981.8080134971,59349.8850847999,59628.169840968,65095.605645,65559.5691824334,55285.8500657842,56212.9413170768,56465.1324835441,55416.711141384,57033.4900086684,54324.0382683201,60256.4728390484,62465.7153278082,60669.939392,66982.2071928001,71770.9684788001,75431.1674604101,75191.3885398941,78674.8262846641,86445.0997092585,92041.6863450668,91026.5906218838,91582.8885587218,83458.8156087706,90810.6878865033,98961.9114491825,92305.1541123275,103733.526016732,89436.9399200004,89992.3484165185,92659.386200946
174,"COM","Comoros",47.632,47.632,47.632,47.632,47.632,47.632,43.968,47.632,51.296,51.296,62.288,65.952,69.616,69.616,73.28,76.944,76.944,80.608,87.936,95.264,102.592,106.256,106.256,135.568,150.224,142.896,168.544,106.256,109.92,135.568,161.216,142.896,153.888,183.2,164.88,179.536,205.184,263.808,285.792,311.44,370.064,498.304,531.67114116,542.130201491748,551.650226855194
184,"COK","Cook Islands",29.312,65.952,51.296,51.296,21.984,21.984,21.984,21.984,21.984,21.984,40.304,40.304,40.304,43.968,43.968,43.968,51.296,51.296,51.296,51.296,51.296,54.96,43.968,47.632,51.296,58.624,65.952,65.952,65.952,62.288,69.616,76.944,80.608,80.608,80.608,76.944,76.944,76.944,76.944,80.608,65.952,73.28,76.944,76.5805397824917,80.0834794848462
188,"CRI","Costa Rica",2447.31620921017,2235.0594952933,2069.38256351275,2087.54317633578,1979.19166370902,2240.47109648922,2575.01649175843,2720.96813203291,2902.90654930928,2929.79886055603,2909.15453308388,3282.46034167841,3735.31833955242,3881.49847169537,5188.11079311779,4788.61301170848,4673.41310681469,4900.02855598173,5213.7572065347,5415.41822448237,5367.23348381694,5637.90247710595,6214.32897270681,6551.01979932308,6796.82297930865,6659.58428497472,6976.07590924149,7906.67615796262,7934.12193049642,7693.12152903654,7461.20841077453,7276.38349048893,7216.78599194882,7583.54573231441,7701.8725816147,7352.82515372235,7828.94195087522,7986.78188354831,7966.99663130437,7660.39486826291,6754.06972107648,7665.43829318413,8010.13774270895,8472.52867190442,8760.45120654633
384,"CIV","Cote d'Ivoire",5569.28,3865.52,5554.624,4517.712,5133.264,6983.584,5576.608,7349.984,8804.592,8265.984,4781.52,4308.864,3843.536,5092.96,4132.992,6225.33682906578,7526.00850399999,7211.23791651002,6748.15739999999,6095.40738000001,6630.06439309446,7653.345324,7450.16474400001,5300.524773782,7386.261148,7568.01884800001,6887.23813600001,6653.26966799999,6712.605368,5659.94329600001,6224.74572800001,6523.16970873175,8540.00968946352,9679.76984573879,9903.22487257681,9554.74508438758,11979.4720460657,12001.9051961809,10415.1998315855,10538.7453096655,11018.6074360433,13665.82013732,14504.3209720268,14052.4362980296,14828.5852546791
191,"HRV","Croatia",17925.5397497828,19479.7164131296,17890.9094686777,19266.5617098669,20321.1026270702,20731.4704972057,21657.0449119243,21139.2253424445,21820.4880311523,21752.126305483,22885.2197538948,16999.4324069694,16379.1642793088,16811.0398927219,16054.5535249231,16814.4891607607,17338.4337659714,18569.1678236268,19040.0273905943,20082.2243391319,19652.6818815414,20775.9347288071,21915.519352379,23226.1893337677,22852.6898162836,23295.5521153151,23496.1979230561,24801.7592355398,23515.6558906498,21752.3166143583,20978.1335850665,20614.65917122,19050.0196625758,18401.3430064467,17649.9376393526,17793.8906026276,18079.2794281037,18713.124804131,17694.5118240266,17820.4223434531,16870.1045317053,17402.9714650627,17585.1640849323,18467.5977253342,18464.8487952377
192,"CUB","Cuba",31374.0229213224,32723.4796187594,34527.3433484402,30820.6182569604,32580.6931796808,32555.8659663837,33546.7517451476,33933.2620514163,35616.4471591685,35719.0588730568,29637.7556446877,26961.2346307199,20754.4937592713,19789.7110255468,21426.3676104764,22868.3043413346,23303.7372945931,24823.7339749865,24308.5070707843,24489.205219889,25299.1767413442,24680.939206823,25179.2338633485,25554.360554701,24539.8131840736,25706.1879578652,26781.426974691,25724.2210806097,27738.2041075645,28260.7497517105,33041.9902798299,29075.759096458,29475.8226929436,27893.9830162474,27366.4386277002,29091.2327772861,27772.2462772311,24559.1691472577,23019.4702069399,22486.9151783616,21280.835461199,22548.8662095748,23258.5367734896,23470.2704154835,24440.2343253885
531,"CUW","Curacao",8765.49208845175,8349.10825190639,9334.9582178447,4797.59905784278,11980.2202382507,14022.3380248373,2688.1250624033,2389.80479009799,2354.13606188757,4481.28930789065,4799.06525012893,3829.52436513665,3155.06114079422,4870.40270654976,4669.36078390925,4620.72160907684,4322.40133677154,4523.44325941206,249.681097472924,1870.98692521919,4964.43844455906,5055.23157091285,4873.64531820524,4876.88792986076,5116.84119236721,5071.44462919032,5285.45699845282,5950.19238782877,5723.20957194431,5856.15664981951,4033.80889943269,5146.02469726663,6287.424,5932.016,6796.72,7331.664,6203.152,4968.384,4323.52,2396.256,2007.872,2139.776,2209.392,2204.92256047421,2289.62824631458
196,"CYP","Cyprus",3260.64737176367,3095.65422855667,3157.20482487222,3151.34801137567,3234.55661072063,3144.99428234384,3606.06684224645,4184.95380546512,4197.55907292439,4429.73476952107,4647.75704159466,5136.09968350962,5508.84091532162,5752.77936777523,5994.99451024892,5865.76387497493,6215.67710449077,6302.38457890685,6596.84829274888,6863.43198872156,7106.90117357734,6979.65857452384,7171.93705532753,7560.7740201506,7787.1021894595,7951.67119836344,8183.13122227001,8475.066767744,8691.63582549466,8437.98805120632,8071.82140738,7792.36327597136,7261.66779186411,6578.17099883843,6929.78874225363,6952.47697711489,7349.92585201065,7469.28190259288,7324.20315315171,7324.48232274834,6903.17283143667,6950.78162869852,7070.77786289972,7188.08925631254,7299.32756196007
203,"CZE","Czechia",184691.10982211,182673.31087583,180876.57631173,181106.674925843,187201.027923983,184632.942695347,185887.492679921,183677.334776374,180664.25876948,172367.1490621,164252.30201691,148886.185900512,145708.173551126,140126.122095097,132670.148848252,131623.817205859,135019.224504072,130942.001523035,125716.775231718,116668.898446083,127233.492950446,127165.208064924,123988.122389617,127591.67334948,128313.662835477,125713.451865639,126532.55867354,128363.635137754,122927.723829325,114972.076393344,117464.092146432,115178.141560839,111275.534520693,106710.087156553,104232.56408746,104989.707464126,106636.418758791,107735.533520216,106322.056017905,100997.498646909,91661.457169621,96629.4088142765,95039.6754969154,83232.2430309723,75622.9991294615
180,"COD","Dem. Rep. Congo",3485.01992410785,3755.42409143837,3046.9654597627,3997.99992636615,3931.64024267806,3611.90817230704,3345.66337823412,3815.86314854603,3977.99232473065,4351.99207547383,4248.96526144448,3132.60418789787,2808.2230368698,2662.33017469793,2750.98238537484,3096.17284595336,3472.62822988023,3089.41210007343,2733.25833990362,2199.43657990618,1704.73132572742,1647.45715547309,1734.0941757906,2096.08412562901,2027.89271446553,2287.39623973709,2351.72667701523,2622.97596164678,2685.12040674571,2445.96668085583,2735.41251165863,3041.0447732436,2797.33004200145,3921.08873568401,5065.95678729663,3274.37956360124,2659.40430907964,2920.24634402167,3774.20452366661,4118.09172120325,4304.78908198736,4292.23703831999,5892.36580148737,5881.08623938797,5904.45075594479
208,"DNK","Denmark",60289.8127489566,51719.5367054021,53619.117968254,50101.8237037664,50784.3634648234,59984.2134660554,58801.9049805771,58245.9026695455,55013.9805111394,48685.2106455979,53476.9718844885,64104.6091434554,58326.550294636,60573.7170380642,64673.2738687059,61653.3948508508,74899.6500657798,65437.8217588578,61238.2977717922,58652.8052196881,54306.5765910731,55896.7479011246,55554.3830306519,60645.4465201823,55100.0087054691,51534.924586138,59500.2398630103,54709.3519563223,51256.3281112032,48851.4174146373,49189.6941226597,44236.8629540154,39861.2589926958,41763.0075892951,37571.3829806667,35110.5726511652,36916.5614163735,34664.6183966402,34608.9536674195,30950.2829463924,28299.6771332602,29603.5233955646,29094.3210301782,28831.1848384652,28369.1619852151
262,"DJI","Djibouti",348.08,300.448,348.08,348.08,351.744,359.072,377.392,388.384,348.08,388.384,296.784,300.448,304.112,304.112,300.448,311.44,304.112,333.424,388.384,388.384,366.4,366.4,399.376,421.36,406.704,414.032,414.032,454.336,494.64,443.344,516.624,315.104,293.12,380.818253693923,417.617815577583,504.921024593305,427.766094265212,413.742885249491,471.518439349286,540.217258202329,463.062327874236,557.615352467537,550.390416976472,557.5587886223,564.08356978985
212,"DMA","Dominica",36.64,36.64,40.304,40.304,43.968,47.632,47.632,47.632,54.96,58.624,58.624,58.624,58.624,62.288,69.616,80.608,73.28,80.608,76.944,80.608,102.592,109.92,102.592,117.248,142.896,150.224,142.896,172.208,168.544,186.864,168.544,150.224,164.88,157.552,168.544,175.872,172.208,153.888,164.88,172.208,157.552,161.216,164.870511156,164.536990088124,170.857946135001
214,"DOM","Dominican Republic",6424.9031049467,6132.87801417198,6300.72990850248,7861.93270096861,7386.20731054528,7237.3624033696,8116.18873256439,9681.86961444138,9731.70123039191,10248.5892000147,8929.41749204664,9528.66362125151,10405.4155621272,11194.8695040986,11780.510634062,15090.0672852899,16458.549090831,17234.1553193898,17756.3381514451,17774.8712131757,18937.0177113918,19082.6658751108,20870.1561389631,21260.4590201987,17253.6107638036,17851.8551202878,19030.026847806,19909.1704162939,20234.6867207611,19686.4732801643,20445.2399299689,20922.3282973539,20902.875860523,20841.6037497427,21264.2096683617,22986.1276428737,24140.3652763231,23455.1969385358,25203.1236846955,28471.1039697556,26227.6313248657,29362.701186997,31224.7956840435,31828.554470649,33130.8156909843
218,"ECU","Ecuador",13416.0025951354,16662.2236225696,19249.2532064528,19517.0452325363,21209.3588244078,19377.6382409637,15222.2476733129,15055.0079228657,17204.9337604045,20193.7584853696,16500.7319279212,16198.4572326985,21997.532915278,24121.470019648,14338.3875663939,23533.6372878942,25337.2440395707,19461.3901058935,23116.6947238859,21996.84847262,20949.2482065843,23435.9940701709,24861.36037436,27112.6073799638,29310.2724992799,30651.7129341067,29781.0346058185,34392.653172313,30487.721711404,33814.698548697,36469.475279185,38480.3708645549,37492.7620748434,39684.9225162567,43759.8161829262,41297.7333044522,39374.5159679794,39195.87385282,38451.1902343111,40082.6330772973,32473.2670817914,38184.9748591762,42065.6504224398,44599.5918277244,45979.547645429
818,"EGY","Egypt",44918.0779476101,50580.0758980898,56000.2335863232,56379.5604459348,62941.8592727419,63086.5854640713,73377.9414055808,73377.2878032651,72846.9550216362,69939.6959202705,72883.6993931854,74446.7638528729,77419.34906,90834.72138,87482.9891437693,97968.228572,97042.3353799999,110934.079503972,124256.27948,126987.199840372,142836.850324,126372.046954297,128361.888932,149953.990074445,151917.089541684,166933.892259256,178389.280998784,189201.137250244,195859.767052701,205242.862745886,202704.2378691,221675.047777545,212524.457386872,219086.55876485,227254.088984232,226653.968004442,245163.589431321,253363.894116098,241903.189675775,234060.164774562,246323.297357889,266838.988548062,249898.668817068,250230.198472572,258367.863862805
222,"SLV","El Salvador",2118.35043805229,1817.59582076483,1750.88065724529,1883.92414238098,1586.81596625449,1963.47669055142,1965.48199340674,2411.45239188267,2429.69621962223,2543.57144587733,2471.07988339802,3149.41861763045,3312.85622896067,3966.18953503454,4502.05712143631,4985.84802360759,4399.68313404859,5398.20596500142,5711.21908291193,5566.91298676484,5647.69345026783,5829.35159415705,6035.62717240926,6396.04519367998,6215.98398695358,6261.61750345455,6689.38065561694,6818.92800488419,6374.69726576139,6282.82181302418,6286.84568804152,6466.68977648681,6436.42482063528,6058.0551198111,6120.19772107648,6637.12783529427,6572.03063454728,5941.62914896883,6452.16193879136,7634.15515562509,6134.85372107648,6976.69083005128,7912.70603140525,8669.88210184378,8972.2907981224
226,"GNQ","Equatorial Guinea",58.624,69.616,73.28,62.288,80.608,65.952,80.608,98.928,106.256,117.248,62.288,65.952,65.952,69.616,1149.252128,1223.390816,1359.200336,1974.75426,2295.006112,2510.60950109091,2699.264648,3091.01694,2765.12284635781,3129.772424,6137.382884,6206.02199309259,6172.398832,5711.38983200001,5925.53985599999,4883.21800171233,6376.58016000001,6066.91991809716,6875.0309871842,8168.39390671097,7641.30942841065,7009.90546696639,7537.71308893823,6815.63116778102,7034.36768581173,5513.67056933315,6389.50560793334,7087.58825925677,7496.82479415667,6913.36250360006,7010.35176611184
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707.193618204026,789.810651479437,861.839134657139,768.162030115242,586.169490713902,615.453458841372,604.433426968842,637.337278411364,509.025129853886,780.088981296408,633.45683273893,585.752684181453,453.682028806037,424.127210617438,398.364580089384,446.017932896274,468.024678590351,577.818076844388,608.228965619622,569.509588997346,569.107397546143,557.482606561861,554.365827341083,553.396745905676,616.134710817957,644.580382269314,640.91088524949,681.636745905676,718.276745905676,731.03462000061,742.64706711488
233,"EST","Estonia",35207.1592930112,34533.9760531191,35186.0956017691,35689.556799761,36008.834770567,38841.5140845564,38839.066128977,37907.7957809055,38014.0287119035,38944.672757149,36906.1879936746,34135.4288054737,24413.1229679264,19433.1669715933,20038.9169454692,18053.4508164299,19032.8829489365,18673.2268674624,16933.1138182046,15929.5129089225,15470.9725410158,15869.9322162388,15358.0150826382,17250.7494743049,17322.0944766557,17089.781088867,16438.1797975847,19930.4897398301,17814.8052311221,14404.9872311703,18964.734602013,18948.0258442204,17761.4138226876,19633.8204072712,18783.9530108584,15779.6273216581,17432.9096924859,18616.037332192,17800.6879030853,12288.0942118197,9198.24512001154,10390.9148898355,11966.2268616671,8744.25712053403,8306.7774780128
748,"SWZ","Eswatini",465.328,436.016,436.016,271.136,333.424,439.68,458,436.016,436.016,436.016,959.968,872.032,831.728,707.152,1077.216,1058.896,787.76,1139.504,1161.488,1242.096,1205.456,1099.2,1080.88,1003.936,1003.936,1014.928,1014.928,1044.24,1018.592,1055.232,996.608,959.968,1110.192,1315.376,762.112,850.048,1022.256,970.96,1014.928,1099.2,989.28,989.28,1028.23508259717,1029.6129621954,1044.64350762564
231,"ETH","Ethiopia",1817.48298102696,1860.00694993867,1473.91369182776,1834.75403294888,1650.28142477228,1798.7102547763,2195.24628324437,2554.38076313747,2640.06581880875,2794.11373950267,2986.50741191133,2958.47237796153,2936.73654632724,2993.62261170654,2197.2006854815,2505.95336107873,2794.18916837077,2980.15771077772,3147.42217856504,3094.27579423989,3462.85457183512,4264.58556822728,4431.68659707772,4870.23234101572,5158.55062589938,4956.12925314329,5318.1772414056,5839.59631669519,6417.59679742062,6453.44470715259,6344.19911576848,7354.84792493761,7988.4249826888,9743.7109189786,11543.204582946,12563.6136632636,14323.2193564892,14602.656412915,16117.1973557376,17177.141385441,16735.0157215313,17905.5904998649,16959.7470493508,17570.6617474846,17837.2915246422
234,"FRO","Faeroe Islands",421.36,439.68,458,487.312,498.304,516.624,490.976,498.304,527.616,578.912,703.488,659.52,648.528,582.576,575.248,571.584,597.232,586.24,622.88,633.872,688.832,762.112,729.136,732.8,747.456,721.808,677.84,692.496,633.872,575.248,626.544,564.256,593.568,648.528,597.232,608.224,626.544,703.488,725.472,740.128,758.448,784.096,722.9215512468,713.658971753461,725.387786512655
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",792.419671908943,1077.17308697065,835.123371625574,708.925636405485,577.208783841804,572.991349465522,598.08591508924,471.995372746436,549.765098309236,625.202222744859,801.220111106124,655.032139264853,730.309434538524,728.647413608672,723.076517962156,736.696857439455,792.446833540843,764.284780904486,743.300100673085,756.467319824949,814.851573266438,1003.936,835.392,992.944,1300.58060869565,1022.256,1150.496,1084.544,791.424,703.488,1029.584,930.656,908.672,1036.912,1179.808,1461.936,1344.688,1454.608,1480.256,1509.45566037736,1370.24033420366,1088.32696103896,1388.656,1382.09640845545,1445.31612975032
246,"FIN","Finland",58142.8945311555,51403.3449258747,42980.0601261515,41463.3709583868,42147.2120181382,49549.0759886731,53217.9810758383,57533.4453676463,52058.0815308769,52451.5384707091,56921,55195.0000000002,54272,56320,61738.9999999999,58121.9999999998,64039.9999999999,62702.9999999999,59357.9999999999,58873.9999999999,57016.9999999999,62520.0000000001,65049,72658,68946.0000000001,57064.0000000001,68374.0000000001,66763.9999999999,58625,55920.9999999998,64091.9999999999,56645.9999999998,51153.9999999999,51719.0000000001,47622.0000000001,44191.9999999999,47252,44657.0000000001,45736,42444.0000000001,37720,37819.9999999999,36337,31799,29775
250,"FRA","France",515521.767575858,463565.96811832,444474.848519227,426606.16068116,416025.982771059,409395.59043468,393218.574161844,390451.92942827,387929.163506237,402070.596920728,395530.075651888,419647.541698794,408879.418869979,389505.084456242,382492.455618064,387542.73426558,403902.662617979,396574.248226305,414439.737914566,413333.460351144,408052.156955842,412209.270318013,407627.666024381,413594.191411989,414701.16096629,416969.692285298,407319.614681172,397185.749159851,390493.630465024,372118.308447849,377590.649309379,355765.571298583,358866.029095192,360793.767454024,328600.191446073,332940.766714615,336309.778526697,339137.492171857,323845.503285367,317075.57682781,282229.986631676,308008.316269568,296049.683436154,271007.028080254,264928.585900665
258,"PYF","French Polynesia",293.12,329.76,337.088,421.36,461.664,589.904,608.224,611.888,575.248,542.272,523.952,527.616,498.304,520.288,534.944,523.952,523.952,542.272,534.944,593.568,685.168,769.44,806.08,835.392,842.72,831.728,839.056,857.376,868.368,861.04,923.328,883.024,875.696,883.024,850.048,846.384,868.368,875.696,879.36,890.352,831.728,868.368,886.688,882.499553683953,922.866763587276
266,"GAB","Gabon",6624.65098102696,6564.03391083862,6543.61697122867,5508.58924031225,5979.46157253405,6298.54254140052,4950.76103281317,4009.48238540858,4320.70575888285,5757.46376141262,4484.72521112271,4521.70285593621,4916.93269124652,4974.69497355791,4541.73067497128,5220.39611324028,5885.63663233129,5526.93421371749,6452.91456889247,6014.01881394652,6128.18745118794,6480.01767419393,6250.31063005443,6746.06900292221,6386.33864361578,6223.08088238173,5542.53547665712,5037.63516511904,5378.8888200124,5304.44775512463,5528.29279479216,5446.85060571824,5016.16885494502,5190.34671088516,5663.48974672955,5772.06977622408,5613.02798729956,5500.51686450749,5563.36246988136,5607.27154605437,5636.10067024519,5545.12540294042,5783.25303481139,5320.94353770392,5398.79437995439
270,"GMB","Gambia",157.552,157.552,161.216,161.216,172.208,172.208,161.216,179.536,183.2,179.536,197.856,197.856,197.856,208.848,208.848,216.176,219.84,223.504,241.824,274.8,274.8,300.448,300.448,300.448,318.768,318.768,348.08,348.08,362.736,373.728,432.352,443.344,450.672,428.688,505.632,582.576,589.904,597.232,648.528,710.816,699.824,725.472,807.99819102,772.635359854037,802.77433274685
268,"GEO","Georgia",12940.3912546049,12720.7416346235,12967.4068113221,13169.0847079645,13302.3013430144,14340.0252627229,14157.2176153693,14515.791531333,15132.9997827388,15043.3322282455,14850.2848391348,14601.5070451217,14126.7113674237,9883.73149484045,5897.41993494,2265.66198152719,4045.67225431959,4412.00134603844,4863.53045286865,4245.7972422607,4497.43656571189,3722.91412170274,3346.54575246568,3730.51560729785,4277.99004820768,5045.53361387532,6272.76646833702,6609.30550301231,5746.69621774869,6170.55834786166,6289.89228493929,7814.20369414003,8293.62388781242,8028.03459026626,9058.11940442979,9790.61602798328,10042.9345881937,10059.7882234101,9888.3354133536,10517.0867145677,10377.978998287,10749.7587585235,11999.8638782567,11922.2025620235,11784.2577213982
