"code","iso","country","BTO.raw.1950","BTO.raw.1951","BTO.raw.1952","BTO.raw.1953","BTO.raw.1954","BTO.raw.1955","BTO.raw.1956","BTO.raw.1957","BTO.raw.1958","BTO.raw.1959","BTO.raw.1960","BTO.raw.1961","BTO.raw.1962","BTO.raw.1963","BTO.raw.1964","BTO.raw.1965","BTO.raw.1966","BTO.raw.1967","BTO.raw.1968","BTO.raw.1969","BTO.raw.1970","BTO.raw.1971","BTO.raw.1972","BTO.raw.1973","BTO.raw.1974","BTO.raw.1975","BTO.raw.1976","BTO.raw.1977","BTO.raw.1978","BTO.raw.1979","BTO.raw.1980","BTO.raw.1981","BTO.raw.1982","BTO.raw.1983","BTO.raw.1984","BTO.raw.1985","BTO.raw.1986","BTO.raw.1987","BTO.raw.1988","BTO.raw.1989","BTO.raw.1990","BTO.raw.1991","BTO.raw.1992","BTO.raw.1993","BTO.raw.1994","BTO.raw.1995","BTO.raw.1996","BTO.raw.1997","BTO.raw.1998","BTO.raw.1999","BTO.raw.2000","BTO.raw.2001","BTO.raw.2002","BTO.raw.2003","BTO.raw.2004","BTO.raw.2005","BTO.raw.2006","BTO.raw.2007","BTO.raw.2008","BTO.raw.2009","BTO.raw.2010","BTO.raw.2011","BTO.raw.2012","BTO.raw.2013","BTO.raw.2014","BTO.raw.2015","BTO.raw.2016","BTO.raw.2017","BTO.raw.2018","BTO.raw.2019"
36,"AUS","Australia",0.220501496964806,0.21738640765409,0.218603451543925,0.229918566494079,0.22772429772308,0.236221047163651,0.239032012440397,0.240386945902978,0.243367348155296,0.255594479328397,0.257413775843753,0.247998790934236,0.258905313505965,0.268284845018137,0.275742326471416,0.268421965219501,0.262929327211281,0.286282299192113,0.299782391200976,0.342980382524336,0.386347871919709,0.460917158563891,0.454083857668334,0.471269257696458,0.476346524466889,0.398899551214765,0.451939669771154,0.479744528356503,0.465327604356876,0.479161476878289,0.395477435192513,0.485601549620703,0.475663965081811,0.466931098862044,0.436073354995158,0.417761843344563,0.390759889065849,0.363744216704777,0.382404650724025,0.469010391263954,0.36817046969516,0.405887728330131,0.359036196620151,0.38057428242323,0.382427013824351,0.429275858088168,0.410716783982902,0.402148447970373,0.406642372196077,0.411616651581747,0.367417715916984,0.393945862488891,0.307881111139503,0.299049273639472,0.273013521162692,0.249723186686849,0.247970176978297,0.22141821537342,0.225619468126542,0.246259531508045,0.227304257285631,0.221267218612137,0.213775707685586,0.216432364376402,0.205691219709374,0.192350214224291,0.19149304293342,0.193876901583638,0.189175432888325,0.195739348455729
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,"BHR","Bahrain",0.250036062893688,0.250036062893688,0.262898455471573,0.276484954610388,0.292726863319074,0.305242203052422,0.317322321234516,0.330326515055268,0.341481697413902,0.352271330848313,0.362160963269396,0.381841119172415,0.400343082085568,0.428483374920762,0.451778703977986,0.480042292297395,0.509368530880561,0.524386033436682,0.472217008543186,0.382232667317614,0.215430845687492,0.220192835617295,0.224849974325173,0.229817487866071,0.232268548473137,0.293931142864752,0.336720511442808,0.346894290130634,0.383907051378666,0.403683960458458,0.448962021576868,0.466513023885815,0.506737188166285,0.555551305769953,0.58226091738864,0.60034301682996,0.597364748083138,0.591746737452255,0.554304278575331,0.498716120937324,0.480192376362999,0.49845852270761,0.498756612431191,0.536190502130425,0.562459473198455,0.576723826587581,0.584922979477109,0.559385850263316,0.521378040077665,0.214747132905943,0.221948164202785,0.220856535399845,0.213159443537788,0.195156302994597,0.178978238068611,0.172027541883834,0.155524742103322,0.123266784781364,0.141805100506048,0.103280478686021,0.122750335214692,0.132994972305507,0.0840962342834236,0.114910763340375,0.111687404671351,0.113620245062247,0.115572732222593,0.112466853190342,0.112466853191114,0.112466853191569
50,"BGD","Bangladesh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771945697608174,0.0858832442815934,0.0945982162851576,0.104572478337805,0.111087257059592,0.117894388700188,0.124475825432182,0.133359599366615,0.140880035668546,0.147653209467586,0.157715464128832,0.166236207311071,0.171006553081567,0.167649871965821,0.163958627110535,0.156894938477843,0.155263796957029,0.155742671968393,0.155269781708424,0.154867533491276,0.150933951385783,0.146339946507086,0.158865100508025,0.1571546004177,0.155238736566355,0.151027850322518,0.155503886899115,0.149018080396013,0.142290903578605,0.131238180940639,0.123867134861228,0.124988746657031,0.115124668738677,0.105971360903089,0.135626109533236,0.134463508182728,0.12944422524033,0.112990266189175,0.0952559965395441,0.119417293930131,0.173088201149307,0.163858015657441,0.15652879727876,0.156068380067616,0.161032471677368,0.149253502811245,0.149132005387031,0.151259631185659
52,"BRB","Barbados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",0.832655560598156,0.866494697810081,0.829955670302844,0.805628914591161,0.807661454553834,0.794034241241272,0.886041342960437,0.939007860628448,0.94143062186866,0.932642648047467,0.935512701457698,0.943750752091928,0.96063475734559,0.945782563367585,0.888253496693089,0.96165249026175,0.964242124192889,0.97633473465321,0.979169642829175,0.976705310122888,0.970626071328311,0.975358282528106,0.966366704356392,0.954862094283136,0.975892880247096,0.949914329882945,0.962506062015255,0.984707285179111,0.983529658474481,0.984463183934895,0.94350375687974,0.84737978671535,0.836036958471184,0.890989843103178,0.904935752212874,0.9301882629732,0.97664143624683,0.983507822123689,0.984068288609731,0.977598892872014,0.981608302963969,0.981634743341828,0.980620287393921,0.984322072914141,0.983289259826807,0.98604367326494,0.985041197983636,0.984305919683112,0.983187581420907,0.985014034561904,0.984441979119501,0.985417735703284,0.98468908077699,0.987333268261805,0.985271152371474,0.987702155624902,0.98822981599468,0.987735129124995,0.988370657898573,0.973870062650374,0.987118945229718,0.976360255839809,0.964104368384226,0.9644230171269,0.970346184212762,0.966302037832189,0.96860420436916,0.965772433927232,0.803103520841784,0.849176577103362
84,"BLZ","Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000284035366439225,0.183474296643123,0.0977877996687002,0.0929160853365594,0.000253640365362593,0.000240272814245147,0.000236822054399566,0.000247617789532245,0.00685237759648427,0.0126287943885696,0.0403695501700561,0.0330178342097025,0.0372258952051147,0.0323852990392409,0.0488593828076178,0.0350706793402248,0.0170388710490186,0.00829955778683774,0.00281628569868936,0.0404738847726305,0.0554195560389962,0.0629199549950502,0.00303329235826665,0.00352470327988812,0.00292196283827314,0.00172108706636847,0.00106888811324562,0.0377370024595334,0.0511114042959282,0.0218266216250332,0.0104974276101574,0.00184412417261877,0.00443997037275215,0.009779952013386,0.0124255880796359,0.00562003785081034,0.000956164171226632,0.00181348762363349,0.00597708459174889,0.000663028586199105,0.000376685107917504,0.000227806132300513,0.000151031018727421,0.000359039717616507,0.000733148561974908,0.00425725881702941,0,0,0,0,0,0,0,0
204,"BEN","Benin",0,0,0,0,0,0,0,0,0,0.0130260365804751,0.0133533670863364,0.0147263237831953,0.0142009910227113,0.00617252490948741,0.00764898239102162,0.00627292122529427,0.00558366685677936,0.0111240552596182,0.0112032203229858,0.0120657014034735,0.0197780921870536,0.0222773146440866,0.0232048653060195,0.0287420506726863,0.043711055780631,0.030403449589492,0.0317648972739875,0.0290918714284486,0.0135829114972186,0.0124820855828846,0.0377085485725961,0.0227008565817466,0.00993472212328511,0.00906440408908586,0.00881825498454592,0.010341843393181,0.0155446740710091,0.0142199743624215,0.0130384264091988,0.0132433529311395,0.0126749346816661,0.0130275985128734,0.0140279614215964,0.0148692173952855,0.0150056678309403,0.0159954669917712,0.0157639340678232,0.0162343660999479,0.0155976953926276,0.0143222875147534,0.0122327213272571,0.0114522158706257,0.0102180914122096,0.0130309029638709,0.0155491939124213,0.0173722457711101,0.0221306951649813,0.025584965063275,0.020531167587093,0.01584024167226,0.00614942780670273,0.00391714219859723,0.0404275455872422,0.0462097045260779,0.0150027621472002,0.00832453450122035,0.00157334215090165,0.000732412513212871,0.00254628396958951,0.00494920812891832
60,"BMU","Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",0.294017554991845,0.262495878364644,0.331387205204625,0.217215580228675,0.309123218916587,0.297982618232093,0.280627083555762,0.252469689056963,0.28142249590276,0.328969779641489,0.333157305781862,0.306988962671979,0.316911814315171,0.444988229903485,0.332140797907301,0.341712162107528,0.337081263417994,0.288275697105109,0.284249164012817,0.265980919213088,0.33059675624755,0.318034545439311,0.262935349363178,0.291152947499248,0.331650386889748,0.278275421795612,0.388158143085066,0.345116309350792,0.283407859059482,0.376057496303318,0.271522729588849,0.291277243418908,0.283914309668753,0.252843817017898,0.338160472364112,0.300833804409073,0.285056600068199,0.272815025881748,0.306669416680468,0.32800912677453,0.217477437840605,0.199790053772218,0.191708836954568,0.204300172795303,0.178191270891561,0.19423698660698,0.157399486947109,0.141560936887411,0.166364846493701,0.153767766700273,0.19127522596643,0.161357261148408,0.176114164756869,0.173577807269935,0.149001215795779,0.147756828904399,0.157503337400072,0.170470363199806,0.166108385214987,0.151853695773848,0.147728671485675,0.188697722797245,0.165096706110459,0.160044576146917,0.177827386257763,0.17465867275323,0.178592261370164,0.169903655228243,0.179773953741825,0.172958124609575
92,"VGB","British Virgin Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247461465590625,0.238945401248449,0.278528719119291,0.264165191452546,0.212129514861948,0.228211371230673,0.260795775431395,0.376458147673574,0.298437548367841,0.191638458143885,0.35484699231385,0.413623448246653,0.362605052848711,0.435772982990649,0.437266859633021,0.451885644020322,0.38253295281522,0.404735801494651,0.433679238909017,0.557788342604334,0.513564522230517,0.504249048652759,0.571637647142794,0.501037548606019,0.354832334660863,0.421649377743507,0.410206013592677,0.55882331710311,0.575642175061568,0.490459438803936,0.495019347931424,0.551069630033591,0.622113070376086,0.729542854987689,0.559693905816866,0.427138194280416,0.592172024916026,0.447638635109661,0.289437229034142,0.286064496730508,0.266766944789845,0.28243834590073,0.234373479985888,0.318250615081349,0.316453192476562,0.281045876131919,0.388889685489649,0.354455937241736,0.35473196562303,0.35422299977641,0.359204749071933,0.237473416033951,0.265487884999139,0.141003369062815,0.265824154247754,0.229395658662503
100,"BGR","Bulgaria",0.0626176627891962,0.0555502317338706,0.046836794473135,0.0283716993085469,0.0325329759676982,0.0372566699706158,0.0419900779685178,0.0790861786564267,0.0678608476945429,0.0493205614100067,0.0282984074719485,0.0277616677332583,0.0548938738410412,0.0736932295076709,0.331674517003668,0.366415838053221,0.517580119003079,0.582243197356632,0.611397199675597,0.638981460301903,0.587354488725361,0.633131656092978,0.53841839777442,0.399426503012513,0.433767636805811,0.289272036974927,0.482306449535687,0.321090762599045,0.352037618573472,0.603932888183656,0.0997263814143809,0.350624927332686,0.426066177182809,0.443770509490619,0.438059588522493,0.300010470604605,0.418156795910908,0.303036358377198,0.790569311518285,0.588230117378142,0.678938381984563,0.51228915466186,0.641002135150011,0.59438198316324,0.802289536869264,0.76012394410459,0.733348908040349,0.746111997994326,0.61221337705613,0.735026299096498,0.732889574481029,0.835203422384931,0.47221329311149,0.547464878969968,0.637141387432288,0.653702372859649,0.673168444743421,0.852298061785085,0.736948159643643,0.65327188952731,0.5960367028062,0.482482300572467,0.565137985663859,0.61084220145613,0.665188696334861,0.785682429976229,0.78160996722002,0.784957926186117,0.737728759950279,0.732486696385092
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222397891228719,0.0456505802419021,0,0.0860932867242874,0,0,0.0282939263212671,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"KHM","Cambodia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455062745295643,0.481715579560948,0.496774312954965,0.510757003145087,0.512207186881177,0.52514535694282,0.557226015446237,0.537106045891374,0.504793864860633,0.500405048173887,0.598573677199405,0.604743460876131,0.602551533997256,0.600365307279051,0.588274812121794,0.391361736127719,0.421782192913073,0.396603205991327,0.394476283752507,0.355193622604041,0.34225028649408,0.343721731671527,0.394130508698391,0.396821286528171,0.440970081975011,0.495197962869636,0.485240604202444,0.49563818789449,0.456820373767932,0.44414262848217,0.458201813819985,0.471314600575706,0.482458810350506,0.456422882239955,0.515333608967334,0.514347390625597,0.564185211483556,0.575699680447799,0.592523958640531,0.586925612846321,0.613007012653483,0.61616411808934,0.617406633869816,0.572121095971921,0.612907722351326,0.613735026134305,0.600858607918425,0.607022314523626,0.609636908520635,0.646948591001704,0.622113245779756,0.622623417338571,0.621854610393867,0.610584486764682,0.613524148904482
120,"CMR","Cameroon",0,0.00474471659918936,0.00931782950303798,0.0357903754463491,0.0810618083300901,0.110180789090947,0.114043635828659,0.101937342574994,0.0913192695441932,0.144952018946342,0.147098487284354,0.144614695457612,0.189609454667846,0.249073315077095,0.264675287976189,0.320029255771504,0.393448173647386,0.391965584215894,0.392489152074026,0.432374533886068,0.531531719637986,0.56087705728992,0.541163168613905,0.509036981489907,0.477797223234086,0.45773189947033,0.456404638140923,0.465228995304698,0.376319351853556,0.333792398525805,0.296009346533798,0.30220892572872,0.319303620162563,0.325697940831011,0.352705781641727,0.338161405607678,0.339344965127091,0.356751930014221,0.348555593756106,0.309982407873899,0.267487013183597,0.251832501237191,0.214203939013014,0.208254992769744,0.204388748265678,0.209050995065393,0.196781339576478,0.181404017239745,0.18190230847462,0.198245980963966,0.201095951089532,0.189619791857316,0.152018355993413,0.137591992368397,0.151258079070141,0.111766798852499,0.0825528814887545,0.137935639369204,0.137376695898678,0.0957433629500684,0.0787202326215702,0.076428782359082,0.051655951631699,0.0515540875421071,0.0497380959400352,0.047641183934775,0.08171642713173,0.0366155702563259,0.0343825465807539,0.0322394062892091
