"code","iso","country","FOG.raw.2005","FOG.raw.2006","FOG.raw.2007","FOG.raw.2008","FOG.raw.2009","FOG.raw.2010","FOG.raw.2011","FOG.raw.2012","FOG.raw.2013","FOG.raw.2014","FOG.raw.2015","FOG.raw.2016","FOG.raw.2017","FOG.raw.2018","FOG.raw.2019","FOG.raw.2020","FOG.raw.2021","FOG.raw.2022","FOG.raw.2023","FOG.raw.2024"
"428","LVA","Latvia",346.6205030503,350.47347128942,338.56209359982,329.77907761738,345.81448291296,371.77220150216,373.7252689104,374.19025269872,387.79315751916,401.10074550544,413.94022030851,434.44934240626,428.52857140653,423.85646370317,422.11768178443,414.75046428232,429.29557286637,430.92313289742,434.38960758438,436.93662494338
"422","LBN","Lebanon",845.331490456,891.924817527,911.020264479,947.390715182,979.336503127,973.575792946,980.29332239,999.603516353,1027.384945161,1119.861397221,1237.52360733,1411.872776036,1583.84139358,1794.306057104,1979.9002070287,2169.2426840262,2364.3764475083,2554.3999109764,2745.8998122923,2936.6614946843
"426","LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","LBR","Liberia",3.71914748,4.73427352,4.9034251,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575,5.072575
"434","LBY","Libya",1637.15624705,1729.825035303,1777.030394936,1851.824087698,1919.961357507,1927.603095282,1954.872429895,2002.658658722,2064.088777124,2229.48248439,2435.675672007,2732.934580791,3026.594349391,3382.256304581,3697.7831821057,4019.3471603217,4350.834462031,4674.6541435756,5000.2777973989,5324.9994650828
"438","LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","LTU","Lithuania",263.08045121212,268.19928891661,268.5017466785,273.63991646499,294.35029232048,338.26640529547,385.749992919,427.0319609883,483.7120476732,536.4336939315,639.33860599501,778.6315974409,771.32377754457,618.99056429627,620.19283543234,594.05558031676,607.39165296068,603.4735508404,597.90045597641,593.15485748428
"442","LUX","Luxembourg",71.395830563152,55.39812182113,56.421926318305,56.362884292226,57.808769165382,60.269583963273,63.404650398388,65.949427762528,67.266605145916,72.638678310916,72.797695766186,71.709739318771,71.154941311102,65.324929179787,62.754230551078,58.06105989657,55.448936785192,52.729079298752,49.949944678837,47.200448625659
"446","MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","MDG","Madagascar",288.239241304,302.7634866144,309.034423351,321.225376995,332.047829507,330.096245961,332.371979858,338.913794717,348.32546696,379.654226465,419.515301448,478.58053167,536.839285088,608.139559252,671.01431185333,735.15890524778,801.26544530104,865.64074065072,930.51621691651,995.14160272425
"454","MWI","Malawi",124.211972273,131.058340258,133.864202802,139.208431798,143.902505765,143.056033627,144.043101359,146.880518152,150.962686549,164.551064496,181.84020244,207.458858322,232.727718688,263.653132696,290.924109448,318.74585982333,347.41857353511,375.34038714815,403.47914638153,431.50943280474
"458","MYS","Malaysia",1423.69856397,1495.70846365,1638.06353906,1800.99876612,1927.64277919,2060.51680272,2122.22247865,2228.54425055,2353.23155773,2685.08846511,3368.31513971,4051.54181387,1682.6142875,1742.40969009,1886.5749708467,2016.9318382789,2128.3710218719,2257.0247991325,2380.5080752277,2506.5766019057
"462","MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","MLI","Mali",171.94157702,181.418723894,185.302762102,192.700560243,199.198376484,198.026641309,199.39299513,203.32071142,208.971498379,227.781333388,251.713985306,287.176841378,322.155493208,364.964293008,402.71439557533,441.22691364111,480.91738711881,519.56841848909,558.51975946034,597.3209456311
"470","MLT","Malta",39.174481084989,65.752795860311,77.435592023671,89.942083000911,104.37323678493,114.75946527897,137.55289526921,163.15713529446,174.30368887937,179.93147577461,184.50896844578,194.78681643135,201.079197187,183.9619733758,169.99545576769,167.66034632806,167.58793931985,162.21069142288,159.61576997461,155.62968530199
"584","MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","MRT","Mauritania",235.197674291,248.161390803,253.474344698,263.593743074,272.482061655,270.879253752,272.748280771,278.120976801,285.8506416,311.580485746,344.317792554,392.82718892,440.674236288,499.2320948,550.87019554867,603.55119775822,657.8435182483,710.71399273106,763.99525845853,817.07112856364
"480","MUS","Mauritius",10.79908364,416.1661545,458.75165801,501.6061239,545.1320115,588.6578991,632.183788,675.7096756,719.2355632,779.5411514,812.4319522,848.2786826,954.499132,984.8715026,1042.3513527333,1107.0422427778,1157.8899463704,1215.5627609605,1273.2998970362,1331.0048723691
"484","MEX","Mexico",4954.548310203,6386.965171899,7998.700366062,9240.872810715,9796.726712059,10856.657464181,11358.833157552,11050.489412418,11881.343611867,13451.331607809,12970.449730738,13907.794283697,15205.232433486,16197.21962511,17275.425903927,18360.914122103,19505.562908192,20659.200266834,21787.125054469,22927.906127608
"583","FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","MDA","Moldova",41.6806642,49.55638968,63.179684586,79.3624946,90.3769876,106.1214866,116.4648246,130.4905996,147.1119546,159.848061314,167.663415412,175.91956707,196.992490889,204.323557924,216.543605428,230.08527532511,241.11664278571,253.38179814918,265.6611957229,277.9334721915
"492","MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","MNE","Montenegro",215.773273089047,171.946257291344,169.029457520697,96.7922866736166,66.766185218605,73.9053622023337,71.3298653218192,65.2450401404455,52.1093639334055,57.0804776594615,49.1850069764466,52.9608074629497,57.9045700658836,63.1030325901818,78.761735113564,76.2095786578815,78.1902801938409,82.3845303667416,88.8349489059573,91.8321687277909
"504","MAR","Morocco",590.52442485,623.073196286,636.412722881,661.820082661,684.136497898,680.112234448,684.804908972,698.294451315,717.701767917,782.303180307,864.498632919,986.293982149,1106.426342633,1253.450944159,1383.1017145723,1515.3709587134,1651.6858307403,1784.430792934,1918.2071523879,2051.4678132117
"508","MOZ","Mozambique",310.647949978,336.119194716,427.559048778,288.013324393,258.457707155,259.23640892,266.432994235,243.847561877,235.954017936,233.988317373,267.532091392,269.195072046,290.555655368,314.41065267,336.64829698302,359.33012037795,382.49955253706,405.06489260023,427.87042447263,450.55586044042
"104","MMR","Myanmar",143,149.5436059,180.8638221,200.3203059,209.9009601,260.1618825,272.0157115,298.0159273,311.2271968,337.3759818,351.6375876,367.1808985,413.2385829,426.4081861,451.33171893333,479.38199241111,501.42979558148,526.43699874197,551.47209201152,576.49324022654
"516","NAM","Namibia",96.03425613,101.327514432,103.496859716,107.628739251,111.257958802,110.603508997,111.366654159,113.560399687,116.716520638,127.222348367,140.589413465,160.396431433,179.933003139,203.842933199,224.927439777,246.43777589167,268.60603347589,290.19373356819,311.94916483191,333.62073050993
"520","NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","NLD","Netherlands",2592.66950159,2135.335787771,2174.373506731,2004.523163009,1918.233470005,2244.974377218,1861.345733968,1899.546377327,2030.49592197,1630.05563908,1801.0016775,1614.0740173161,1595.7940196234,1294.6003378443,1298.7502053509,1247.7125636848,1250.113168153,1263.1056369014,1255.8047239256,1258.650501812
"540","NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","NZL","New Zealand",1079.1616475952,1031.6389594372,1232.9702846496,1274.201854785,1178.480177337,1264.3200606885,1270.7592304775,1261.3059662524,1255.5676943596,1313.2955738025,1328.6669507553,1336.9723154324,1356.3981331682,1389.8695310959,1413.3586862154,1456.4266057883,1487.1114090302,1519.9849484028,1555.5270357986,1589.7348491829
"558","NIC","Nicaragua",77.632482438,81.911461343,83.665127338,87.005269633,89.939069599,89.410021734,90.026938747,91.800323019,94.35167984,102.844417173,113.650126641,129.661781913,145.454822209,164.783284063,181.82766987033,199.21629918944,217.13679151626,234.58796066735,252.17472426635,269.6936906414
"562","NER","Niger",183.730211539,193.857128968,198.007460178,205.912470182,212.855791393,211.603719127,213.063751207,217.260763013,223.298976553,243.398445373,268.971969027,306.866224735,344.243080083,389.986930025,430.32525035767,471.47825889856,513.88998517041,555.19100355221,596.81292128373,638.27438934038
"566","NGA","Nigeria",4390.468616463,4614.03262935,4704.608119603,4879.028483003,5049.887751585,5045.710200619,5097.515051337,5209.814189744,5356.933105728,5811.398691562,6384.413575901,7223.417576961,8051.251453431,9059.718191971,9951.4863973277,10860.842670783,11798.084634289,12712.083586126,13632.282649059,14549.381656443
"570","NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","PRK","North Korea",1105.739716169,988.714891853,980.934476122,1004.749743754,1151.469664965,1144.12017726,1146.284417039,1164.283722803,1221.027163484,1284.382528883,1404.208503182,1589.113509352,1771.49383083,1994.700916484,2191.531720918,2392.33779144,2599.28577831,2800.8140655853,3003.9081804744,3206.2193815567
"807","MKD","North Macedonia",410.3463322,118.4840822,236.8411592,282.2676642,294.3521648,363.1873416,379.4218313,415.030598,433.12418,468.9364227,488.4684989,509.7559417,572.8345495,590.8710654,625.00525423333,663.42169174444,693.61740582593,727.8661859679,762.15316321276,796.42104190617
"578","NOR","Norway",2006.3819372727,1877.029649265,1646.4954154341,1787.624502866,1401.6544455597,1524.0372495169,1537.2909705791,1492.0635528578,1679.6391598806,1559.1292267126,1513.7470590213,1563.3717278361,1552.5656839542,1573.8616724656,1574.8828700241,1445.7942106622,1354.3843775839,1333.9018020858,1281.4553041465,1244.9907674278
"512","OMN","Oman",417.264515226,456.720529369,470.323885965,543.356980973,693.375538735,703.480280414,634.444023271,591.320609493,590.976677744,639.578095926,675.830112749,739.029884203,796.434284367,901.939803085,981.98647986367,1063.6456993131,1147.1088278507,1228.3853270676,1310.5182761356,1392.2230002781
"586","PAK","Pakistan",3659.062578804,3860.052002244,3964.930179276,4133.52647212,4283.191972792,4305.341258654,4371.021804049,4478.974856294,4615.758260358,4970.924763611,5411.107748852,6042.642005656,6666.140536536,7419.58546729,8089.0780401027,8771.2233849182,9474.1401706849,10161.065584192,10851.728098888,11540.52206299
"585","PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","PAN","Panama",285.227495015,300.948784328,307.391872709,319.663806363,330.442795412,328.499039965,330.765637795,337.281189959,346.65505494,377.857996569,417.558981494,476.387004784,534.411793296,605.4257147,668.047959102,731.93494387467,797.77599406756,861.89275385674,926.50768544165,990.8735311287
"598","PNG","Papua New Guinea",15.4160626,21.851539,24.290131,26.728723,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478,27.3915478
"600","PRY","Paraguay",207.019956518,218.430570639,223.107005278,232.014056365,239.837508034,238.426727018,240.071834871,244.800856843,251.604477138,274.251770294,303.067003759,345.764760581,387.879523909,439.421886033,484.87351345767,531.24309774989,579.03095569685,625.56731225147,672.46524518274,719.18238992568
"604","PER","Peru",381.092182654,377.249454728,363.936534582,370.974540206,382.010614416,379.904230181,382.360472256,389.421167955,399.579346942,433.393016438,476.415760364,540.165883712,603.045562312,680.001179358,747.86298568933,817.09535301511,888.44528324948,957.92665121331,1027.9478730546,1097.6991679572
"608","PHL","Philippines",2222.029586935,2344.217415847,2404.395136607,2502.643678282,2591.37610772,2597.245609961,2630.379767891,2691.265743907,2770.820726192,2992.951221008,3270.586307909,3673.148668343,4070.464749843,4552.853781513,4980.2762727143,5415.9593630603,5864.98149374,6303.3087494021,6744.3195749646,7183.988615577
"616","POL","Poland",4372.2195628854,4853.8974754875,5138.6854848363,5607.1592556962,5854.7620590002,5797.398849915,6308.7461566259,6552.6469505974,6181.5199580824,6724.9625166984,5840.054696113,5953.532913573,6046.2154607664,5890.008939604,5603.7171992524,5403.9984631125,5333.066295159,5156.1693066972,5015.1801303905,4856.2370480063
"620","PRT","Portugal",1227.4840979185,1270.2049549869,1472.5356677009,1697.1065824081,1879.6874147121,2017.2981103053,2163.8419841134,2303.8774787178,2456.9218505472,2568.7056261526,2697.4278698421,2826.8150799435,3004.2077302172,3111.6673741636,3235.090092687,3196.6428056508,3238.4845338637,3280.4745970871,3295.6027652205,3324.1618808989
"634","QAT","Qatar",999.446346701,1054.534243127,1077.111036273,1120.112287502,1160.31520383,1181.526814121,1276.178217285,1311.004889248,1332.546721016,1427.366462709,1590.165017094,1773.157957584,1977.525652898,2220.872122092,2439.6388056705,2611.7601272785,2841.6589331629,3065.5297272685,3274.1600344678,3490.4105851202
"178","COG","Republic of Congo",117.930720286,124.325361708,126.837474626,131.732832968,136.14004772,135.345304841,136.272046643,138.936065362,142.768770369,155.526745486,171.759328023,195.812397581,219.537047749,248.572580413,274.17699787633,300.29853130811,327.21902582782,353.43450763275,379.85367755156,406.17100341343
"642","ROU","Romania",2772.7283658422,2925.3583564492,3755.3215172848,2631.0496035084,2084.6010956193,2022.7748446017,2077.5050913221,2113.8628841351,2010.7208839741,2310.5916728688,2244.4821596015,2516.48902206,2708.7244438533,2785.4897075959,2799.7049087509,2773.7166161014,2828.3740247994,2885.7876851503,2916.5822718907,2960.6863954364
"643","RUS","Russia",38679.95979155,34830.050036294,33855.166192082,33751.738383458,27284.04730971,28053.190681506,25972.71813146,36564.308096735,39648.288285831,37940.639592631,35848.747531288,37317.914921511,46892.974320708,53999.215410196,48893.365860402,50477.736139232,52958.476973712,56479.077988928,59007.799289603,62032.460447549
"646","RWA","Rwanda",16.9761646,21.492294,23.976146,26.4599198,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102,27.1499102
"652","BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","KNA","Saint Kitts and Nevis",0.238690344,0.189547458,0.140537652,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056,0.094777056
"662","LCA","Saint Lucia",37.7200005,37.7200005,37.7200005,37.7200005,37.7200005,37.7200005,39.4386473,43.2083314,45.1237891,48.9150142,50.9827565,53.2363286,59.9140776,61.8234942,65.437073433333,69.503988377778,72.700625303704,76.326335671605,79.956089751029,83.583821974691
"882","WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","SAU","Saudi Arabia",18881.105936203,19905.571098963,20388.891953743,21226.68089287,21980.585711269,21981.093463408,22230.475252079,22731.487479569,23436.517510129,25471.684889297,27998.134185524,31570.78642451,35129.531563532,39452.600167272,43276.345876959,47167.247347525,51188.370744902,55111.351499374,59056.353373512,62990.344687817
"686","SEN","Senegal",415.765077961,438.681393256,448.073234473,465.961557313,481.673666812,478.840338923,482.14426846,491.641725099,505.305659852,550.788976448,608.659572733,694.410896919,778.991379403,882.505632249,973.78765208767,1066.9132371439,1162.8871897242,1256.3477088826,1350.5343944809,1444.3579968592
"688","SRB","Serbia",2777.77087195095,2214.15714145466,1958.5953014303,1157.36829624538,822.481991823395,837.465462031666,843.666553284181,781.728499515555,662.567025578594,684.965731913539,671.446775736553,694.50436160205,710.646996263116,731.921802426818,817.504616692126,791.634382957839,833.055321691389,874.570386058828,888.349489059573,918.321687277909
"690","SYC","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","SLE","Sierra Leone",1.308049924,1.71719722,1.95671446,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219,2.1962219
"702","SGP","Singapore",4562.424986159,4495.856172851,3566.862720839,3649.554952043,3998.619785077,4439.124036485,4448.299272356,4489.608566531,4796.837449351,5227.833804835,5548.917128132,6090.999810709,6935.321102008,7636.990950816,8333.0155583773,9080.3541409334,9795.6009698808,10515.537629369,11243.044986366,11966.766994609
"534","SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","SVK","Slovakia",450.951045127,475.3999814762,519.9899679008,546.52407347,593.4859709225,674.3525370839,684.7059339036,703.7742020936,722.3247713162,707.6715681377,792.9493752076,713.61793736045,778.3420508405,748.3345779897,753.63321403024,718.66604067339,743.26341798564,744.36249182873,741.53146392068,740.66548688819
"705","SVN","Slovenia",988.1186460279,830.79965024554,900.25926439052,536.22845202962,375.04520316037,385.90491577316,460.18064131827,492.27356514754,478.44689028472,524.44159275082,499.15462633938,533.21231827194,526.69425460704,500.76655050758,472.09852078415,457.85562285466,442.57766603229,426.04406166973,410.81477529825,394.93332993123
"90","SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","SOM","Somalia",519.053274706,547.4473060514,559.095964214,581.389896547,600.992002336,597.457202754,601.579117188,613.427950334,630.474792239,687.218848579,759.417015896,866.398614176,971.919496584,1101.061757962,1214.9433386507,1331.1249134756,1450.8600524394,1567.4594839319,1684.9648656923,1802.0172723187
"710","ZAF","South Africa",5831.319685106,6092.70295759,6369.386419895,6393.248487786,6561.216530862,6606.62251511,6717.421964666,6820.235660213,7056.290696703,7557.589603031,8239.023910405,9166.272614319,10106.746037633,11237.709248967,12240.32516798,13218.362373549,14274.805214585,15308.110978227,16330.70624831,17358.656765172
"410","KOR","South Korea",10834.161389,11279.5659793,13673.438093307,14313.212796122,14207.417489229,18062.352747551,16418.808317413,17322.829126,17476.3610929,18984.87150748,16568.28951996,14737.55539784,15976.949884547,17658.811795437,18022.319220595,19140.147954324,19779.187374846,20628.447979159,21497.157565346,22356.142660597
"728","SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","ESP","Spain",14938.506907738,16355.916785539,18614.199952371,18376.631243961,16527.234544298,16923.573950705,16278.307767302,16240.617002025,15834.526652373,15790.567203567,9478.2235563918,9365.1378007612,7489.3906275236,5786.4740041282,5630.3836078782,4724.2080751214,4820.8008629793,4548.015423267,4188.2078061823,3871.9112777837
"144","LKA","Sri Lanka",159.290353252,168.07018505,171.668442132,178.52192587,184.541640803,183.45612014,184.721937888,188.360664517,193.595664631,211.021500725,233.193225513,266.046774175,298.451746357,338.110734495,373.083237489,408.76205859367,445.53216267256,481.33930539841,517.42466136821,553.37091071604
"670","VCT","St. Vincent and the Grenadines",0.396374206,0.238556168,0.126993042,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784,0.113237784
"275","PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","SDN","Sudan",605.533370871,638.909414101,652.587989536,678.641101955,701.524718166,697.398170428,702.210119001,716.042516514,735.943096417,802.186430086,886.470989203,1011.361926667,1134.547610443,1285.309030257,1418.2550439417,1553.8860830332,1693.6655738966,1829.7844217765,1966.9608810548,1711.15434365391
"740","SUR","Suriname",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752","SWE","Sweden",1485.3434409505,1336.6105402966,1299.6571621721,1247.3911574804,1211.7794679955,1215.2376238741,1184.8268508481,1179.372903781,1179.7994084415,1181.3877038223,1214.8699620135,1254.2650736863,1207.391217919,1142.1325783583,1099.3587216042,1049.8870445331,1014.2567966028,973.87256183186,932.62931973302,891.81558129812
"756","CHE","Switzerland",1593.352906282,1402.8497715008,1429.857108267,1495.6069609214,1432.871864409,1433.5962285266,1502.7972157505,1604.650980178,1667.1579378286,1689.2407585804,1709.7448385631,1609.1955218624,1587.8200595476,1563.8995533914,1499.481663994,1460.04162143,1379.2343348101,1322.9239907829,1284.6188921591,1237.3111708335
"760","SYR","Syria",1552.649673374,1638.229259142,1673.30252618,1740.105392682,1798.781330182,1788.200438434,1800.538761531,1836.006450214,1887.033573846,2056.88828601,2273.002542828,2593.235709576,2909.096438802,3295.664192406,3636.551408932,3984.3233087173,4342.7322653558,4691.754956339,5043.4894721414,5393.8680755342
"158","TWN","Taiwan",43865.25637452,26266.58653104,29830.32039998,26277.77569473,21288.85765649,10449.7981063,10637.014736862,8545.688548777,8611.554068012,9117.487867017,8130.766559891,6894.556685181,6696.553974608,8070.306167491,8050.1527033577,8021.0746575766,8407.575376674,8909.9695619464,9196.5751814759,9591.0750838769
"762","TJK","Tajikistan",2957.42788842,3079.03346218,3735.13514922,1922.43579576,1465.71137916,1193.02095696,850.59812226,816.19136886,499.39958625,352.96823058,313.59754875,336.03605577,268.06091073,249.44212143,187.11662283116,140.48072642964,103.33663078446,76.144998399393,39.154456922138,7.0633699909774
"834","TZA","Tanzania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","THA","Thailand",11753.318378036,12411.655523069,12695.562850112,13209.068029163,13668.145160397,13651.376602838,13791.375008251,14090.524330436,14496.578462718,15719.066151432,17259.391168157,19515.090241783,21740.747433785,24452.214197779,26849.82187432,29294.732418499,31814.377509217,34271.23120119,36745.034310146,39210.362710611
"626","TLS","Timor-Leste",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","TGO","Togo",229.447120867,242.093880213,247.276931391,257.148912079,265.819910891,264.256291685,266.079616016,271.320952998,278.861627107,303.962379406,335.899263719,383.222613769,429.899809197,487.025930097,537.40148555633,588.79444281878,641.7593206927,693.33711755794,745.31566155847,797.09383199136
"776","TON","Tonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","TTO","Trinidad and Tobago",528.475944909,557.604698906,569.542598887,592.28031569,612.251866661,608.650446935,612.850046228,624.922194968,642.290318632,700.103824108,773.662715777,882.660598893,990.170232313,1121.746437931,1237.7743453157,1356.1455941232,1478.1373813933,1596.9343625474,1716.6543682913,1835.9128617403
"788","TUN","Tunisia",467.520069907,493.289033208,503.849983151,523.965070511,541.633045055,538.447019981,542.162226514,552.84194487,568.206774764,619.351918693,684.426318038,780.852085512,875.961259198,992.361105104,1095.006034126,1199.7240169973,1307.6449362638,1412.7395466504,1518.6507174918,1624.1536081059
"792","TUR","Turkiye",1909.027756796,1887.241797782,1890.33827026,2063.561103224,2206.234166386,3091.909448017,3434.9258453277,4163.9248569231,4356.4503590922,4777.3653080678,4708.0269572883,4979.7778547441,5136.9778630488,4926.5497780405,5508.7309419815,6246.5659553365,6905.0158319273,7563.2763682599,8248.124843686,8919.6793495654
"795","TKM","Turkmenistan",94.239658409,101.729193119,102.783880631,105.436745998,108.70924849,108.176286343,108.797775494,110.584293742,113.154546883,121.710194167,132.595951343,148.726214183,164.636230499,184.107798067,201.27841364167,218.79581346122,236.84900778196,254.42941102028,272.14641014649,289.79511132875
"796","TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","TUV","Tuvalu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","UGA","Uganda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","UKR","Ukraine",396.51834475182,498.65096033642,689.46955529728,768.78712678028,691.67386648647,755.19487555926,813.1895950774,835.86489033928,877.07249308737,854.77489281592,797.57856238783,914.40239509105,1038.7816401229,1368.6414580929,1646.0934512809,1710.2595871344,1854.229237204,2017.5163924692,2141.3241889726,2284.8716648569
"784","ARE","United Arab Emirates",7438.148701984,7889.844145318,8265.86944082,8381.93272784,8641.124071109,8740.104848504,8935.008916636,9064.085143471,9291.552201124,10067.518800968,11112.749820525,12403.132434111,13774.526869765,15423.077130011,16887.220443527,18290.041131402,19827.884667918,21328.880361739,22809.433667809,24300.208167755
"826","GBR","United Kingdom",13427.567703351,12278.468544638,12704.286255605,12060.730916737,12230.555161885,12875.736964162,13459.556929624,13884.741787585,14259.923204408,14320.575695501,14371.503478114,14453.677459867,14461.32400814,14064.898998334,13445.351986838,12551.678127022,11900.638338172,11221.613147041,10480.370989307,9770.2373148742
"840","USA","United States of America",214549.87867303,183308.66701817,186333.46475079,183333.34800509,176570.52547757,183642.30009475,187810.74564829,184284.18786703,183282.23938504,187964.87625471,188501.51804431,188362.09853236,189312.52147968,188697.16520111,193823.94244651,197986.52880611,205045.79544622,210453.2562863,216008.75352999,221490.23257188
"858","URY","Uruguay",28.55386822,27.1668242,80.6142733,134.37392042,87.27544392,39.38971742,20.230031285,1.07034515,151.385320285,301.70029542,215.23450542,128.76871542,143.43335542,148.731744886,160.76840804133,171.88147224844,181.58351119126,192.75343329301,203.41510837691,214.33090696973
"860","UZB","Uzbekistan",145.3711654,128.6281934,62.18168388,76.390656,62.48574,65.314456,121.637978,146.080502,152.979824158,163.279918655,170.558421499,177.989080959,193.53723707,200.478609343,210.452005291,221.27298006833,230.51822773444,240.53143386493,250.55791005623,260.57775121713
"548","VUT","Vanuatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","VEN","Venezuela",3639.921724494,3794.458784607,4099.303021521,4211.752621861,4139.188706305,3997.458428754,4084.149477986,4268.229841876,4083.748675145,4113.859082501,4122.932770128,4624.865316728,5120.001710692,5715.189278916,6244.7876585063,6788.8512921291,7351.1254689108,7899.414684808,8450.9570269085,9000.8728059073
"704","VNM","Viet Nam",2544.045242081,2684.268981652,2741.737177528,2851.194914388,2947.33652021,2929.999529579,2950.216096585,3008.330575069,3093.995486572,3378.605225172,3748.169579354,4443.381552024,5419.386850238,6115.423618338,6904.5082979993,7724.8838799911,8493.3828899088,9286.0359804324,10079.878541243,10873.126366911
"876","WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
