"code","iso","country","MPE.raw.2014","MPE.raw.2015","MPE.raw.2016","MPE.raw.2017","MPE.raw.2018","MPE.raw.2019","MPE.raw.2020","MPE.raw.2021","MPE.raw.2022","MPE.raw.2023","MPE.raw.2024"
44,"BHS","Bahamas",0.35930029493137,0,0,0,0,0,0,0,0.233577336348804,0.35082287482457,0.620303085839657
48,"BHR","Bahrain",0,0,0,0.020429112326454,0.311234647490032,0.968525686348712,2.26091244007084,4.34338044097788,6.67508518156471,9.16566078581193,10.5254421331879
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,0,0,0.267655154494245,0.524703145743337,1.39629514093366,1.39947117677525
52,"BRB","Barbados",0,0,0,0,0,0,0,0,0,0.043989193577716,0.043989193577716
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",1.29970066751556,1.44657206240638,1.4286576883679,1.34246747180578,1.5526467694273,1.61243688546322,1.81315402679939,1.7019664197643,1.86591825408215,1.79915707837917,1.61206575934345
84,"BLZ","Belize",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"BMU","Bermuda",NA,NA,NA,NA,NA,0,0,0,0,0,0
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",0.0327691797530544,0.804891235948424,1.36726184414181,3.2778792258352,2.54479456017614,2.01507743660115,0.127312140513166,0.121836445689305,0.112188749682815,0.107539727340878,0.118516110702402
92,"VGB","British Virgin Islands",NA,NA,NA,0,0,0,0,0,0,0,0
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",8.82987913847232,11.3873261207405,9.17737091692016,5.54084644504378,4.77826611835528,5.6314654352052,6.9500297806424,8.17970399375996,8.86870012896854,8.43396785124224,7.57609380912038
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",0.538505379664137,0,0,0,0,0,0,0.00073367190811598,0.00073367190811598,0.713624167375173,0.878434059140967
116,"KHM","Cambodia",NA,NA,NA,0,0,0,NA,0,1.84913407642682,2.84283863460286,4.04685882944319
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"CAN","Canada",2.39358491556166,1.91279581943562,1.79752311997439,1.08850344473949,0.863678315174872,0.605732148367598,0.544286997164013,0.392023632104761,0.379812663420805,0.363898806514411,0.32948940076635
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",0,0,0,0.000456642533635753,0.00680325060324675,0.013112118486463,0.0217884144469321,0.0220070524828226,0.0210570665366653,0.0172387866741116,0.0158979142534146
156,"CHN","China",0.553982946367642,0.739178140516479,1.03477317038531,1.47516998385044,1.69266399793419,1.76900089138919,1.50804967612525,1.10477009922363,0.679616912827259,0.449738415855454,0.369655760333106
170,"COL","Colombia",0.140173187030182,0.196139349714181,0.20154741419178,0.349700132174243,0.784245474120889,0.791925808003064,1.34218979953177,1.16343299271252,1.22297314427691,0.782517927282417,0.742256858114792
174,"COM","Comoros",NA,0,0,0,0,0,0,0,0,0,0
184,"COK","Cook Islands",0,0,0,2.70922522795663,10.8825269796414,1234,1234,1234,1234,1234,1234
188,"CRI","Costa Rica",0,0,0,0,0,0,0,0.0432253367670437,0.138089184939674,0.138089184939674,0.131190157184612
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",0.262900817529592,0.468177856519962,0.579052642094693,0.614195668234189,0.607128924533437,0.615409626915061,0.577120934064256,0.567961210381509,0.551691305881216,0.633785512529497,0.700018755567802
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",7.02994188973585,12.5759397659905,12.9549568005604,8.42659811794282,5.42527226045083,7.10949201100588,8.70706359126391,7.37309410771482,5.34556942182434,3.24875811316383,2.50453734714792
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",2.14112998220355,2.04304991836101,2.07963949685337,2.0785800521634,2.07077851844254,1.92769554747021,1.6566831572305,1.38167189628732,1.2827744992057,1.24642460923016,1.36396365189498
262,"DJI","Djibouti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"DMA","Dominica",NA,NA,NA,NA,NA,0,0,0,0,0,0.955749253352947
214,"DOM","Dominican Republic",26.2483339269694,26.2483339269694,26.2483339269694,0,NA,0,0,0,0,0,NA
218,"ECU","Ecuador",3.37762253932165,3.38368552060927,1.92354168801575,6.23123258983531,7.37253565461437,6.57939926130565,2.61043758686376,1.7835686847493,0.98986736036359,0.998700026760053,0.96646234189825
818,"EGY","Egypt",0,0,0,0,0,0,0,0,0.0211324704311689,0.187747685511081,1.52531441576555
222,"SLV","El Salvador",NA,NA,0,0,0,0,0,0,0,0,0
226,"GNQ","Equatorial Guinea",278.8450264825,433.696737069638,433.539356956535,216.678504678424,108.534704132286,123.960639603172,62.1338455118857,25.0323571892299,9.60642171834417,9.60642171834417,0
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",0.213247241417796,0.310719636345901,0.30817313022416,0.276490316514873,0.212404467592667,0.206988975264013,0.227177667125542,0.232508364731033,0.204003705235513,0.183071329169496,0.169177677698441
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",0.607380312752242,0.600402422947708,0.471672653659209,0.633554111804238,1.28242893505737,4.58902898851135,6.7348799730486,8.03540489561463,6.83932158724077,6.77611021877539,6.44678585232381
238,"FLK","Falkland Islands",0.274000598593061,0.0502495885340107,0.0502495885340107,0.529675095854167,0.542100453302419,0.720308655453315,0.401953146938162,0.495709989734507,0.317501787583612,0.27342377375326,0.299396961139065
242,"FJI","Fiji",0.0062359998810112,0.0366685076798004,0.0679450483591952,0.149307646863602,0.129643391733321,0.0957235902018273,0.0143609916974209,0.00154520691587799,0.000337025970363004,0.0194806674837124,0.0202030360846188
246,"FIN","Finland",0.410472932111269,0.442733309186568,0.42585418997927,0.45885531654025,0.501586918731641,0.611716093239179,0.616284603691102,0.6437149759961,0.523731866006984,0.41017607095992,0.254553615927639
250,"FRA","France",0.783588650912772,0.878707808979716,0.849517731404341,0.830438119804957,0.858726023446563,0.83258820943112,0.838411127017633,0.801385624598461,0.832122507056084,0.821582043141311,0.826948880537279
258,"PYF","French Polynesia",0,0,0.48163117749188,1.91012093438185,1.95422089793659,1.55704424540002,0.260796023803106,0.347293743501903,0.328313861142644,0.214061991447906,0.107016233328568
266,"GAB","Gabon",50.586181491069,50.586181491069,0,0.0618831143783833,0.190025110896923,0.31910329051376,0.768617968329777,1.26719963294198,1.59876161789224,1.45992431120917,1.3068132968104
270,"GMB","Gambia",0,0,0,0,0,0,0,0,0,0,0
268,"GEO","Georgia",17.1673809173482,13.568160266335,15.7750309965209,7.06499229400447,14.0726142884778,15.3098478677311,19.6526079603671,14.8806021103139,18.5941248962464,17.7270017089786,17.176816584519
276,"DEU","Germany",2.91171203534752,3.50068580921571,3.52889533181751,3.10821585393355,3.02563014636528,2.64651949732919,2.5181942150136,2.5791043133446,2.96312149671187,3.25616849266792,2.85759585277916
288,"GHA","Ghana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,"GRC","Greece",1.93821912125853,2.32452656135317,2.38085841784143,2.20558973836667,2.04000669777341,1.98828982750934,1.85935556452618,1.89719349911606,1.85870665347,2.04229468864312,2.1299171542907
304,"GRL","Greenland",0.0409676731272913,0.117603091165286,0.311694610085089,0.345919752689614,0.299075289879781,0.158060062635968,0.310077698685752,0.82544224637453,1.59328128184643,1.60979646795571,1.23939621463138
308,"GRD","Grenada",NA,NA,3.65324952797739,1.84512122539167,1.23008081692778,0.012330974268647,0.0378893937704853,0.223009759427647,0.278152371292447,0.352123317203404,0.942256557558142
320,"GTM","Guatemala",0,0,0,0,0,0,0,0,0,0,0
831,"GGY","Guernsey",0.0138444813055334,0.0254573954112921,0.128218344516153,0.169465031698448,0.157876147104549,0.0546849838480484,0.105544138838868,0.211486354482104,0.259106226062774,0.231708775986896,0.237326526643838
324,"GIN","Guinea",0,0,0,0,0,0,0,0,0,0.000325193635930646,0.000325193635930646
624,"GNB","Guinea-Bissau",0,0.0042502403893789,0.00704419678862746,0.00704419678862746,0.0030183595242419,0.000336147043675443,0.00078781793836851,0.000683268155687777,0.000704728833828961,0.000620955765410461,0.00137890333974148
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",1.63948537250008,1.20661015030182,2.91124564874949,2.85237382901278,1234,1234,1234,NA,NA,9.22316184159845,9.22316184159845
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",5.52044565613072,6.5171453385326,5.37174301300151,5.72151372177775,6.00114032406101,7.08953445230306,5.94523730731311,5.72468869469632,5.68621255278202,6.98893645239866,6.54774370723149
356,"IND","India",0,0,0,0,0,0.00160573959574205,0.0448361800449657,0.0448361800449657,0.0620173495214361,0.0858028577535734,0.155306763804178
360,"IDN","Indonesia",0,0,0,0.0777655260792277,0.0777655260792277,0.0777655260792277,0.0034765289151778,0.00477921115389744,0.0411851532650468,0.0585151972221895,0.0968208513620668
364,"IRN","Iran",0,0,0,0,0,0,0.00645046433248403,0.00645531448673982,0.0257695605867348,0.0249076781840398,0.0658232314466047
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",0.590762010954827,0.408294767188961,0.460307368916597,0.576373461264433,0.641369525790297,0.79154700798199,0.772662993773875,0.937933302980349,0.945173714366667,0.855874701982631,0.633361161242439
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",0.452695858234177,1.83379890971429,1.63298924441735,1.5320016708915,0,0,0,1.19365050926789,1.19365050926789,1.30024440439979,0.205655203462822
380,"ITA","Italy",2.42310960667557,2.70632318600627,2.61980966768775,2.68272710367866,2.60841409861337,2.54921717787926,2.54676854489395,2.49793270639808,2.4150466909108,2.25843255463561,2.1095310814525
388,"JAM","Jamaica",NA,0,0,0,NA,NA,NA,NA,NA,NA,0
392,"JPN","Japan",1234,1234,1234,1234,1234,1234,1234,1234,1234,86.9168309918976,28.4483248175186
832,"JEY","Jersey",0.506424736640904,0.692514758337985,1.00273078847477,1.08453815887105,1.23815280328117,0.996880250055203,0.840412986400116,0.672757477846533,0.611992844624686,0.529868686508614,0.656045458568033
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",88.296496763109,88.296496763109,61.6563469871856,2.79201581177957,2.86364219883425,0.438690432974956,1.12083460853814,1.72018881262697,1.91974105140708,2.31475989201417,6.60936736382298
296,"KIR","Kiribati",1.62511620518897,1.33242291640796,0.936928492130344,0.0174725500977998,0.0203920427605948,0.014287970113215,0.00707655618849246,0.00136480502253353,0.00180402233895254,0.249312148955927,0.557241610482624
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0,0,0,NA,0,0,0,0,0.0548424851078,0.0548424851078,0.146470714622337
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",2.9155874859829,3.47154019423954,3.72955512497416,3.49967515166212,3.35979604710386,2.96906974207163,3.27287238021697,3.16806529488768,3.0561296588588,2.32234099775267,2.20817555890783
422,"LBN","Lebanon",0,0,0,0,0,0,0,0,0,0,1.23562231443112
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0
434,"LBY","Libya",0,0,0,0,0,0.0690725407827293,0.665670474377949,0.723447932880066,1.20967753911877,1.07335502010821,1.63117907210308
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",1.0715134837548,1.09357559964484,0.91244038705899,0.909584569974321,0.916509167716905,0.670493901885448,0.437931206019888,0.243426529084198,0.171549833729831,0.180804473744439,0.150152477930385
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0,0,0,0.0063483926033412,0.0198917719168603,0.0946991923208026,0.475221640240955,0.956461343721429,1.6594546720162,1.48249174610375,1.07189733263514
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",0,1.21896794930734,2.50504579256302,3.52941199070725,2.31348015505202,1.04447400626279,0.0456914259100542,0.146731697797315,0.171760527504066,0.162931424626358,0.0763087756457027
462,"MDV","Maldives",0,0,0,0,0,0,0,0.0760310272415757,0.0801328900540709,0.0801328900540709,0.772854852951182
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",1.16674313333364,1.72439458678948,2.90311886272953,4.77521271565263,6.32815524896078,5.68593802383154,4.70776728589439,3.37390045750411,3.37333130966302,3.109495497757,3.43115315225594
584,"MHL","Marshall Islands",0,0,2.78848113485895e-05,0.000145364924252801,0.000197264295304051,0.000211090914915659,9.36108020114473e-05,0.151464272315348,0.20260550698152,0.205415719721763,0.0541849289414108
478,"MRT","Mauritania",0.00923930101419637,0.00154570892170622,0.00173911284629639,0.00145680811660369,0.00191058814002058,0.0014837405388979,0.000803763665561259,0.000256722264009114,2.40113934617481e-05,1.10147428338501e-05,1.36447958070605e-05
480,"MUS","Mauritius",1.93966090814904,9.96364916422038,27.236195380232,50.1411860083181,90.9495310605557,84.1329616160852,206.436653603546,480.603554327427,578.613758335979,527.581507462501,227.729313239972
484,"MEX","Mexico",3.07091320302066,4.98091540132759,5.25701623719488,2.76946125757406,1.18180094922063,1.08134615125734,1.01922851520292,0.918817551220828,0.837560561825404,0.802184878560694,0.867655097884471
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",0,0,0.300195575149384,1.82663555604586,3.04852668009836,3.59321906484612,2.32220939336144,1.52865011191653,0.95726611978277,1.07601643106653,2.42988613851724
504,"MAR","Morocco",0,0,0,0,0.0230483243436194,0.0230483243436194,0.0230483243436194,0,0.000199036519639054,0.0672546157348347,0.0716925674164023
508,"MOZ","Mozambique",0.879656512838465,0.514910296352837,0.78267657102034,0.862484104507758,0.930119510098699,0.807948757690312,1.07985552908428,1.51489060405224,2.13324207410052,2.01047495508446,2.13035722100245
104,"MMR","Myanmar",NA,0,0,0,0,0,0,0,0,0,0
516,"NAM","Namibia",0.00246116567326391,0.00263687919404719,0.016794928958365,0.0275719956395351,0.040533513591806,0.0400723317982762,0.0699917755573078,0.128635870255371,0.200894914456449,0.226020613436336,0.225097816285894
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",8.56790717482669,6.32736818444428,5.13245419785288,3.12550018966113,2.97285396594251,2.31140066130019,2.26060265846519,2.19422938252459,2.08557569013152,1.78136841114197,1.91968088499805
540,"NCL","New Caledonia",1.28998414397738,0.28998880774582,0,0,0,0,0,0,0,0,0
554,"NZL","New Zealand",0.0106072048402581,0.0140587229263085,0.0142128163863698,0.0173460215841856,0.0138491076802276,0.011951920032559,0.00842247503307848,0.0067970830158692,0.0111902551110973,0.0176293579156566,0.0222755128147559
558,"NIC","Nicaragua",0,NA,NA,0,0,0,0,0,0,0,0
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,0.0225426554935721,0.0495304730596667,0.888546080562921,1.3215477930976,1.43915536141499
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",1.4323673511025,1.16934030201155,0.740876624100135,0.7619279119508,0.734146526964368,0.6295981764431,0.635690752713486,0.657095001086534,0.753706382722772,0.837633102697547,0.937386852444847
512,"OMN","Oman",0,0,0,0,0,0,0,0,0.00132638800776245,0.292444508285154,1.02258216173297
586,"PAK","Pakistan",NA,0,0,0,0,0,0,0,0.114019959383166,0.472443428286633,0.51739218260093
585,"PLW","Palau",1.57217521005282,0.313545993115141,1234,1234,1234,1.92313210620704,1.45962528414279,1.67265183081308,1.72889628598318,1.80364911814984,1.82614766637983
591,"PAN","Panama",0,0.0453241670152583,0.0736191259456005,0.136021902465008,0.0991471501105248,0.0733442707798341,0.017865524429482,0.0113458686191914,0.0160439702908573,0.0177323786396604,0.0368278233885918
598,"PNG","Papua New Guinea",0,0,0,0,0.00476584509656153,0.00476584509656153,0.00476584509656153,0.00126597724451558,0.00418458464880847,0.00418458464880847,0.0029186074042929
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",1.54577201241271,5.61886309873884,5.50282584743366,6.86715961719686,3.67844028881672,4.49830571256641,2.70557721590087,1.90501358458051,0.526792628288003,0.250899715797974,0.183522841302381
608,"PHL","Philippines",0,NA,NA,0,0,0.106796986183064,0.774063467397481,0.774063467397481,0.819408360611985,0.161887433356874,0.173396743453429
616,"POL","Poland",0.20740081147339,0.19200466997617,0.268651478260119,0.29405003164544,0.269546597990641,0.243361783720562,0.364466374613939,0.455465307895851,0.480699975655463,0.363357854825934,0.301174144019971
620,"PRT","Portugal",0.637564520380877,0.958795291923546,1.07664513573215,1.11816188264096,0.938704351468575,1.31308378345915,1.70464876331441,1.98236880426429,1.91000888433328,1.79861555100898,1.81325005771953
634,"QAT","Qatar",0,0.0029126173267614,0.0209348695775464,0.039963736255341,0.0518866223870832,0.06361411766969,0.0565949114348904,0.0856497457296567,0.112716618422038,0.12460375770327,0.113711953052687
178,"COG","Republic of Congo",1.98052473389584,1.3877139554719,0.531051122430032,0.604505454692852,0.819390996651427,1.0003986504974,1.08075438570069,1.19061999691504,1.33725419531074,1.41038608119069,1.07180889077773
642,"ROU","Romania",9.10771437704759,9.22124583580594,12.2254468417401,12.4515854486362,10.3151918215381,3.83679195442633,1.97918727370241,1.41082144159477,0.93596874955368,0.867533146620709,0.66138109753945
643,"RUS","Russia",0.0810276880769847,0.0526896280833388,0.0240954248222785,0.0277052575744396,0.0302764610681829,0.0486079575109971,0.0622309612143237,0.0662698090447003,0.0483910042076002,0.0324004427448343,0.0231905538331807
646,"RWA","Rwanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,"BLM","Saint Barthelemy",NA,0,0,0,NA,0,0,0,166.199118997136,111.120825489662,112.355607011707
659,"KNA","Saint Kitts and Nevis",0,403.269518849807,1234,1234,1234,30.7650113916465,103.257703319852,95.8036777017145,138.868380112501,0,1234
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,0,0,0,0,0,0
882,"WSM","Samoa",0,0,0,0.062746636419964,0.119560256976291,3.28437510844846,4.44265179301405,4.83724606891301,4.32124757150253,8.18432659879245,47.3419854155298
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",0,0,0,0,0,0,0,0,0,0,0
682,"SAU","Saudi Arabia",0,0,0,0,0.0197973446763237,0.219706817407672,0.404746450754033,0.848110320901672,1.16778079443162,1.83449062187623,2.20022363825648
686,"SEN","Senegal",1.89781459952612,2.75309098192125,3.17488416970725,2.53190781886721,2.40050342127001,2.18372075142879,1.8760074043027,1.50579510355737,1.32039661023434,1.01589507658192,0.964330844093496
688,"SRB","Serbia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,"SYC","Seychelles",0.460752373081843,0.477417046615751,0.482264040123291,0.0215357679035023,0.236812376830583,0.236990124964891,0.552316050412152,0.630714472806329,1.09090728236659,1.29824114502359,1.60273589634841
694,"SLE","Sierra Leone",0.165549099887947,0,0,0.0174242137087655,3.39633997041697,3.41187959414978,3.39445538044101,0.0211346102972048,0.552716495889132,0.557584938866404,1.54089578149108
702,"SGP","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,"SXM","Sint Maarten",NA,NA,0,0,0,0,10.8064577637866,7.80160579882153,7.80160579882153,0.59730062296383,0
703,"SVK","Slovakia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
705,"SVN","Slovenia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"SLB","Solomon Islands",0.00573735757163233,0.039330018713899,0.04015734771525,0.0354495332999867,0.0023887371268459,0.00517225245630096,0.00414270929993196,0.0121716198378669,0.0187460256670055,0.020961696476983,0.0124009209699221
706,"SOM","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"ZAF","South Africa",0.202134939918168,0.178497910910462,0.0936343783106677,0.0550022773286861,0.0431238229618452,0.0949361638343684,0.137686352216219,0.195257770450692,0.180967786147219,0.182842121038588,0.159511975202249
410,"KOR","South Korea",9.54170241767474,9.79206418493562,10.143485414872,9.38834561944477,7.80427623074423,6.01358269741093,5.33799470556616,4.88550446827965,3.81460024808803,2.49828476677418,1.80606101123186
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,"ESP","Spain",1.98346538047013,3.30713336309387,4.79303968533414,5.27237340327107,4.96361959669917,4.58653266834164,4.07196900736356,4.04934017106728,4.07884444653389,4.29814095092092,4.51411663218075
144,"LKA","Sri Lanka",0,0,0,0.00782990539328327,0.00887256391268641,0.00887256391268641,0.00104265851940314,0.00188946297016696,0.857957941146597,2.98988980845522,4.58721172200058
670,"VCT","St. Vincent and the Grenadines",NA,NA,0,0,0,0.0039416814014049,0.0586234664891826,0.0586234664891826,0.086687249534699,0.050308166463423,0.970641909555436
275,"PSE","State of Palestine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,"SDN","Sudan",0,0,0,0,0,0,0,0,0,0,0
740,"SUR","Suriname",0,0,0,0,0,0,0,0,0.00431680234640067,0.00587577607504609,0.00587577607504609
752,"SWE","Sweden",2.40100835365644,2.45211423022834,2.14939452928941,1.88799664515276,1.62468544723875,1.47156861947491,1.39883156923221,1.32740307003302,1.31057464160071,1.23731529916151,1.12822048146295
756,"CHE","Switzerland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,"SYR","Syria",0,0,0,0,0,0,0,0,0,0,0
158,"TWN","Taiwan",0.111541788446982,0.118961314951885,0.0954875621999033,0.0791509670641155,0.0764612834078894,0.163846817018043,0.252259927106725,0.309214660738291,0.243150693882688,0.174470114069491,0.151766615119684
762,"TJK","Tajikistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,"TZA","Tanzania",0,0,0,0,0,0,0.0270996867173485,0.152494483834881,0.18037696508965,0.410341054466921,0.363848823003717
764,"THA","Thailand",0,1.398738048139,3.47939752831776,4.20885194019696,5.6375638626391,4.65986521691073,6.77676248939062,8.33520240551325,7.66240086749693,5.03664482004382,1.42795521492349
626,"TLS","Timor-Leste",NA,NA,NA,0,0,0,0,0,0,0,0
768,"TGO","Togo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,"TON","Tonga",0,0,0,0,1.16252321495331,1.18831537201438,1.18831537201438,0.0706743882134008,0.467561892662764,1.55960447991411,1.90131328677953
780,"TTO","Trinidad and Tobago",0,0,0,0,0,0,0,0,0,0,0
788,"TUN","Tunisia",0,0,0,0,0,0,0,0.0195739690798243,0.0195739690798243,0.0221036475949444,0.00649988239605331
