"code","iso","country","NRY.raw.1961","NRY.raw.1962","NRY.raw.1963","NRY.raw.1964","NRY.raw.1965","NRY.raw.1966","NRY.raw.1967","NRY.raw.1968","NRY.raw.1969","NRY.raw.1970","NRY.raw.1971","NRY.raw.1972","NRY.raw.1973","NRY.raw.1974","NRY.raw.1975","NRY.raw.1976","NRY.raw.1977","NRY.raw.1978","NRY.raw.1979","NRY.raw.1980","NRY.raw.1981","NRY.raw.1982","NRY.raw.1983","NRY.raw.1984","NRY.raw.1985","NRY.raw.1986","NRY.raw.1987","NRY.raw.1988","NRY.raw.1989","NRY.raw.1990","NRY.raw.1991","NRY.raw.1992","NRY.raw.1993","NRY.raw.1994","NRY.raw.1995","NRY.raw.1996","NRY.raw.1997","NRY.raw.1998","NRY.raw.1999","NRY.raw.2000","NRY.raw.2001","NRY.raw.2002","NRY.raw.2003","NRY.raw.2004","NRY.raw.2005","NRY.raw.2006","NRY.raw.2007","NRY.raw.2008","NRY.raw.2009","NRY.raw.2010","NRY.raw.2011","NRY.raw.2012","NRY.raw.2013","NRY.raw.2014","NRY.raw.2015","NRY.raw.2016","NRY.raw.2017","NRY.raw.2018","NRY.raw.2019","NRY.raw.2020","NRY.raw.2021","NRY.raw.2022","NRY.raw.2023"
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293304444444444,0.247781111111111,0.227301111111111,0.206587777777778,0.219893333333333,0.178727777777778,0.161037777777778,0.170968888888889,0.222917777777778,0.273824444444444,0.295177777777778,0.289687777777778,0.310252222222222,0.334458888888889,0.310331111111111,0.290748888888889,0.326032222222222,0.365708888888889,0.264086666666667,0.320273333333333,0.349304444444444,0.354356666666667,0.291643333333333,0.347986666666667,0.363062222222222,0.373976666666667,0.416212222222222,0.455677777777778,0.437142222222222,0.434005555555556,0.427153333333333,0.422601111111111
44,"BHS","Bahamas",0.136873333333333,0.141564444444444,0.146711111111111,0.150721111111111,0.155168888888889,0.206137777777778,0.254827777777778,0.23331,0.209601111111111,0.296787777777778,0.187007777777778,0.353376666666667,0.343801111111111,0.360247777777778,0.399427777777778,0.484916666666667,0.43502,0.374773333333333,0.38513,0.374385555555556,0.458824444444444,0.46122,0.365222222222222,0.445128888888889,0.377916666666667,0.345554444444444,0.354225555555556,0.406224444444444,0.464855555555556,0.485611111111111,0.40916,0.354188888888889,0.416917777777778,0.488015555555556,0.399944444444444,0.448676666666667,0.402575555555556,0.456223333333333,0.480851111111111,0.47891,0.539712222222222,0.456076666666667,0.449058888888889,0.464788888888889,0.464461111111111,0.505826666666667,0.522295555555556,0.524943333333333,0.51366,0.59419,0.546297777777778,0.545233333333333,0.546645555555555,0.5724,0.581122222222222,0.580986666666667,0.58434,0.586422222222222,0.590177777777778,0.593154444444444,0.592486666666667,0.59397,0.596184444444444
48,"BHR","Bahrain",0.124743333333333,0.127575555555556,0.128977777777778,0.128977777777778,0.129411111111111,0.117297777777778,0.118526666666667,0.119154444444444,0.120016666666667,0.121121111111111,0.123902222222222,0.125911111111111,0.125923333333333,0.138468888888889,0.195881111111111,0.260373333333333,0.321687777777778,0.318712222222222,0.305986666666667,0.310281111111111,0.145395555555556,0.117978888888889,0.119295555555556,0.121517777777778,0.136737777777778,0.145911111111111,0.161948888888889,0.16444,0.163688888888889,0.103506666666667,0.113384444444444,0.125528888888889,0.134025555555556,0.157751111111111,0.1817,0.188043333333333,0.1848,0.266077777777778,0.255316666666667,0.20522,0.194052222222222,0.187175555555556,0.185814444444444,0.190934444444444,0.170243333333333,0.296161111111111,0.246717777777778,0.235884444444444,0.246362222222222,0.248748888888889,0.24468,0.267146666666667,0.273315555555556,0.274606666666667,0.27981,0.29943,0.265328888888889,0.273501111111111,0.284046666666667,0.292222222222222,0.264406666666667,0.276447777777778,0.287464444444444
50,"BGD","Bangladesh",0.286265555555556,0.271297777777778,0.313437777777778,0.312257777777778,0.314244444444444,0.301362222222222,0.343952222222222,0.348285555555556,0.365978888888889,0.344986666666667,0.31699,0.301306666666667,0.339683333333333,0.331531111111111,0.369462222222222,0.349584444444444,0.3818,0.389047777777778,0.387298888888889,0.418936666666667,0.420175555555556,0.433584444444444,0.447537777777778,0.447444444444444,0.465487777777778,0.459718888888889,0.455767777777778,0.446627777777778,0.489053333333333,0.492987777777778,0.511238888888889,0.559746666666667,0.565302222222222,0.537883333333333,0.56165,0.595298888888889,0.597567777777778,0.62305,0.69715,0.747758888888889,0.723234444444444,0.74552,0.759951111111111,0.72494,0.813271111111111,0.813522222222222,0.861584444444444,0.932364444444444,0.945176666666667,0.989722222222222,1,1,1,1,1,1,1,1,1,1,1,1,1
52,"BRB","Barbados",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.960233333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.925686666666667,1,1,0.820526666666667,0.803648888888889,0.69162,0.616375555555556,0.855432222222222,0.960798888888889,0.641431111111111,0.676308888888889,0.674764444444444,0.715365555555556,0.592705555555556
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326568888888889,0.351368888888889,0.270401111111111,0.262673333333333,0.282066666666667,0.293648888888889,0.2387,0.191941111111111,0.248726666666667,0.270936666666667,0.30481,0.295928888888889,0.379966666666667,0.342621111111111,0.324948888888889,0.376568888888889,0.471175555555556,0.448348888888889,0.372251111111111,0.408948888888889,0.474457777777778,0.396147777777778,0.480035555555556,0.417093333333333,0.360327777777778,0.405721111111111,0.315572222222222,0.368437777777778,0.430923333333333,0.375132222222222,0.419092222222222,0.40322
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.952128888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90428,1,0.967793333333333,1,1,0.972525555555556,1,1
84,"BLZ","Belize",0.307928888888889,0.261313333333333,0.261295555555556,0.353435555555556,0.385675555555556,0.464403333333333,0.606781111111111,0.69752,0.588734444444444,0.745424444444444,0.700076666666667,0.72409,0.764286666666667,0.852305555555556,0.78102,0.653133333333333,0.915947777777778,1,0.933144444444444,0.953648888888889,0.915692222222222,1,1,0.925186666666667,0.885131111111111,0.783645555555555,0.666261111111111,0.620296666666667,0.680591111111111,0.72316,0.724733333333333,0.699844444444444,0.640206666666667,0.688554444444444,0.634507777777778,0.6765,0.723447777777778,0.688505555555556,0.70333,0.742265555555556,0.721265555555555,0.767812222222222,0.779225555555556,0.9172,0.86243,0.972284444444445,0.992674444444444,0.853762222222222,0.827824444444444,0.923256666666667,0.777548888888889,0.821757777777778,0.877287777777778,0.943777777777778,0.75104,0.776768888888889,0.870792222222222,0.850896666666667,0.819367777777778,0.760945555555556,0.898601111111111,0.926015555555555,0.819755555555556
204,"BEN","Benin",0.135572222222222,0.127872222222222,0.121677777777778,0.120092222222222,0.123353333333333,0.114647777777778,0.129713333333333,0.130863333333333,0.120825555555556,0.126177777777778,0.1234,0.122968888888889,0.129616666666667,0.112004444444444,0.0998466666666667,0.109007777777778,0.110658888888889,0.12531,0.12627,0.109323333333333,0.10448,0.105948888888889,0.10856,0.155194444444444,0.154265555555556,0.171402222222222,0.132514444444444,0.17299,0.175104444444444,0.189308888888889,0.212444444444444,0.204154444444444,0.246928888888889,0.241283333333333,0.261127777777778,0.270955555555556,0.257388888888889,0.241733333333333,0.248085555555556,0.242166666666667,0.244468888888889,0.25877,0.243276666666667,0.265536666666667,0.21277,0.214497777777778,0.231682222222222,0.233141111111111,0.230833333333333,0.244263333333333,0.271927777777778,0.262722222222222,0.278121111111111,0.297662222222222,0.266108888888889,0.331742222222222,0.347368888888889,0.36192,0.356258888888889,0.374242222222222,0.375926666666667,0.334455555555556,0.395307777777778
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",0.159632222222222,0.164637777777778,0.169548888888889,0.174057777777778,0.177011111111111,0.18166,0.186753333333333,0.191034444444444,0.195534444444444,0.184185555555556,0.188685555555556,0.191677777777778,0.196081111111111,0.193387777777778,0.197636666666667,0.192505555555556,0.197192222222222,0.201988888888889,0.200505555555556,0.203006666666667,0.211011111111111,0.211343333333333,0.208825555555556,0.226841111111111,0.208901111111111,0.206005555555556,0.192288888888889,0.144005555555556,0.152225555555556,0.179414444444444,0.158784444444444,0.162666666666667,0.176184444444444,0.184278888888889,0.192758888888889,0.197021111111111,0.199578888888889,0.196113333333333,0.182707777777778,0.129973333333333,0.139915555555556,0.12122,0.135948888888889,0.177903333333333,0.24182,0.26184,0.290163333333333,0.327472222222222,0.277037777777778,0.278064444444444,0.360941111111111,0.316442222222222,0.318064444444444,0.319292222222222,0.320848888888889,0.360871111111111,0.396971111111111,0.281507777777778,0.262031111111111,0.266532222222222,0.198072222222222,0.165902222222222,0.160681111111111
68,"BOL","Bolivia",0.100478888888889,0.101658888888889,0.116386666666667,0.116822222222222,0.117357777777778,0.115837777777778,0.116513333333333,0.129407777777778,0.13136,0.131664444444444,0.13103,0.147638888888889,0.18345,0.17602,0.182495555555556,0.188973333333333,0.180713333333333,0.184693333333333,0.179458888888889,0.175394444444444,0.187915555555556,0.188228888888889,0.134875555555556,0.183407777777778,0.207178888888889,0.212564444444444,0.196605555555556,0.197998888888889,0.224602222222222,0.248801111111111,0.294838888888889,0.270322222222222,0.321427777777778,0.357666666666667,0.381262222222222,0.37376,0.368317777777778,0.388703333333333,0.351345555555556,0.380598888888889,0.381914444444445,0.393297777777778,0.429105555555556,0.420662222222222,0.422348888888889,0.416641111111111,0.403282222222222,0.364941111111111,0.466372222222222,0.402488888888889,0.409152222222222,0.512898888888889,0.531655555555556,0.511983333333333,0.558672222222222,0.579351111111111,0.523808888888889,0.572465555555556,0.537465555555556,0.523787777777778,0.588147777777778,0.555698888888889,0.595885555555556
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.262303333333333,0.243955555555556,0.21896,0.190533333333333,0.197433333333333,0.274856666666667,0.285411111111111,0.28449,0.209538888888889,0.233691111111111,0.266885555555556,0.181292222222222,0.286231111111111,0.270525555555556,0.269291111111111,0.224837777777778,0.277357777777778,0.28191,0.226592222222222,0.236461111111111,0.204047777777778,0.256252222222222,0.219981111111111,0.235698888888889,0.318197777777778,0.23703,0.333965555555556,0.32076,0.373121111111111,0.293756666666667,0.772273333333333,0.655142222222222
72,"BWA","Botswana",0.04974,0.0250933333333333,0.0271822222222222,0.0310455555555556,0.0295966666666667,0.03494,0.0484577777777778,0.03473,0.04527,0.0260455555555556,0.0662444444444444,0.0537255555555556,0.0370711111111111,0.0679155555555556,0.0530633333333333,0.07425,0.0582866666666667,0.0441511111111111,0.0329433333333333,0.0468333333333333,0.0499077777777778,0.0349,0.0322555555555556,0.0285422222222222,0.0339933333333333,0.0344644444444444,0.0342788888888889,0.0668377777777778,0.0563011111111111,0.0377355555555556,0.0513155555555556,0.0428466666666667,0.0418155555555556,0.0416466666666667,0.0504222222222222,0.0646866666666667,0.0513244444444444,0.0484688888888889,0.0518944444444444,0.0378711111111111,0.0668522222222222,0.0612311111111111,0.0805344444444445,0.0618766666666667,0.0730788888888889,0.0795933333333333,0.0774488888888889,0.0604233333333333,0.0564288888888889,0.07402,0.0779611111111111,0.0573922222222222,0.0458733333333333,0.0452044444444444,0.0704866666666667,0.0711322222222222,0.05417,0.0977833333333333,0.07065,0.158772222222222,0.117664444444444,0.141147777777778,0.0998877777777778
76,"BRA","Brazil",0.264636666666667,0.279592222222222,0.27679,0.273313333333333,0.316478888888889,0.300517777777778,0.320666666666667,0.317517777777778,0.322306666666667,0.339183333333333,0.35232,0.358697777777778,0.37777,0.423427777777778,0.430466666666667,0.431561111111111,0.447251111111111,0.372475555555556,0.377593333333333,0.429111111111111,0.430091111111111,0.427574444444444,0.436114444444444,0.468688888888889,0.528054444444444,0.479985555555556,0.555952222222222,0.585168888888889,0.647276666666667,0.59117,0.570225555555556,0.65862,0.680337777777778,0.783605555555556,0.829313333333333,0.762972222222222,0.815782222222222,0.857648888888889,0.86257,0.86955,0.954631111111111,0.993241111111111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",0.0816377777777778,0.0848888888888889,0.0715033333333333,0.0553277777777778,0.0509833333333333,0.0595411111111111,0.0769744444444444,0.07372,0.0849944444444444,0.0830677777777778,0.0933222222222222,0.0967255555555556,0.126437777777778,0.16811,0.16713,0.147138888888889,0.137148888888889,0.128491111111111,0.139094444444444,0.114635555555556,0.112857777777778,0.138431111111111,0.151424444444444,0.143504444444444,0.07745,0.0877111111111111,0.0799033333333333,0.0948966666666667,0.0877266666666667,0.0858488888888889,0.0935377777777778,0.0865477777777778,0.0968133333333333,0.100971111111111,0.108102222222222,0.115525555555556,0.11379,0.109835555555556,0.115161111111111,0.139047777777778,0.125075555555556,0.132353333333333,0.133924444444444,0.135104444444444,0.129647777777778,0.111634444444444,0.11612,0.116165555555556,0.106605555555556,0.116757777777778,0.126923333333333,0.127691111111111,0.127926666666667,0.132514444444444,0.139917777777778,0.139498888888889,0.137285555555556,0.132417777777778,0.130461111111111,0.146833333333333,0.148048888888889,0.141854444444444,0.144771111111111
100,"BGR","Bulgaria",0.259276666666667,0.271491111111111,0.273877777777778,0.314018888888889,0.323511111111111,0.407703333333333,0.391398888888889,0.319166666666667,0.356342222222222,0.383836666666667,0.397033333333333,0.447695555555556,0.414223333333333,0.38558,0.443294444444444,0.481667777777778,0.44193,0.448833333333333,0.486283333333333,0.460111111111111,0.512603333333333,0.58908,0.461461111111111,0.544336666666667,0.349951111111111,0.501863333333333,0.446953333333333,0.473966666666667,0.557921111111111,0.489945555555556,0.504433333333333,0.386232222222222,0.331713333333333,0.383775555555556,0.400623333333333,0.216961111111111,0.33752,0.360547777777778,0.343996666666667,0.304042222222222,0.410634444444444,0.475231111111111,0.30979,0.542142222222222,0.45384,0.461876666666667,0.320213333333333,0.60467,0.545758888888889,0.631582222222222,0.631194444444444,0.563736666666667,0.708682222222222,0.738541111111111,0.662141111111111,0.710203333333333,0.773351111111111,0.76594,0.805627777777778,0.635342222222222,0.844543333333333,0.761762222222222,0.75559
854,"BFA","Burkina Faso",0.0686477777777778,0.0813511111111111,0.0833622222222222,0.09412,0.0886688888888889,0.0939788888888889,0.0946111111111111,0.105911111111111,0.102733333333333,0.102333333333333,0.0880277777777778,0.0874988888888889,0.0829144444444444,0.106732222222222,0.124355555555556,0.107891111111111,0.110038888888889,0.12112,0.127216666666667,0.112797777777778,0.131781111111111,0.130918888888889,0.125657777777778,0.120982222222222,0.163611111111111,0.188713333333333,0.159153333333333,0.186651111111111,0.167566666666667,0.142622222222222,0.197176666666667,0.183642222222222,0.180546666666667,0.167764444444444,0.159156666666667,0.176724444444444,0.160716666666667,0.198857777777778,0.189274444444444,0.141662222222222,0.217355555555556,0.215203333333333,0.240527777777778,0.202038888888889,0.250624444444444,0.249164444444444,0.178433333333333,0.270637777777778,0.212746666666667,0.24993,0.198138888888889,0.24964,0.264472222222222,0.265342222222222,0.243341111111111,0.252307777777778,0.232007777777778,0.23469,0.254154444444444,0.267245555555556,0.22549,0.255582222222222,0.25924
