"code","iso","country","GHN.raw.2014","GHN.raw.2015","GHN.raw.2016","GHN.raw.2017","GHN.raw.2018","GHN.raw.2019","GHN.raw.2020","GHN.raw.2021","GHN.raw.2022","GHN.raw.2023","GHN.raw.2024"
188,"CRI","Costa Rica",18915.6224949319,15800.5578628178,15183.0185741619,16869.6488087309,19505.1691549136,20391.7902947328,17392.5352628667,18454.6491884216,18494.6091783949,22173.7659923801,24452.8281556645
384,"CIV","Cote d'Ivoire",50072.2210603602,54340.9740259934,64753.4313846561,67970.8845928776,61978.9829977445,56381.8509726112,50492.0609894504,52694.1021372958,55049.4841302641,56465.3306352103,58541.1132975128
191,"HRV","Croatia",18448.3707507765,24059.8900927914,21697.3595391497,22660.2049063962,20808.2596841813,22378.4185761455,22565.7484700411,24811.4107588399,25147.8489225951,27927.3912541846,27888.705175254
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",10661.3110940435,11110.3137100435,8426.34672065349,7477.77698878436,4719.69400438384,-744.741972224449,-2033.91470201834,-95.228642450521,982.682675234817,2081.73596224051,2204.78632589486
196,"CYP","Cyprus",5001.52136224868,5389.778826907,6785.51851673659,7789.25441630093,8307.48264724025,9026.15831731981,9548.6578189595,10496.9490429741,10778.3307699817,10114.439700718,10172.2389915393
203,"CZE","Czechia",34641.7183700065,36397.7628413874,50394.8883133737,78559.7819120187,94224.3795196779,84493.3612016027,64058.1651559434,74837.2159518307,75051.0799973774,42096.6242799242,7901.03975884628
180,"COD","Dem. Rep. Congo",105294.537740474,111442.121081502,113244.379793822,114183.11486265,109966.155933417,103256.098329534,98312.3327703526,93791.460082445,99421.0515789019,103653.846007028,108500.000031258
208,"DNK","Denmark",-19710.195820094,-41587.0457762091,-23884.4533528825,-16502.818123821,-7681.11473965909,-8217.15870768524,-3866.7138315285,2461.6135730137,1830.19930260989,8049.6641866344,10465.9853272725
262,"DJI","Djibouti",1664.16051920755,1946.77709120322,1997.36428053926,2115.13553153272,2531.15590841877,2924.06009388147,3108.70580472506,3208.8242107199,3113.2438519363,3116.72922674854,3088.24075394189
212,"DMA","Dominica",292.127763847745,291.520365526972,245.907304554735,210.154172820767,220.74604870458,272.280943157772,248.13918649932,222.966908547577,228.005097162309,224.751388047814,235.811091246686
214,"DOM","Dominican Republic",57194.7150593467,57012.903584265,59538.2071680259,60000.5439297364,65819.7292681376,75751.2528325982,74771.7502686074,83168.2726541888,89841.3137082835,91300.9154248178,92231.501027591
218,"ECU","Ecuador",141853.329471047,132605.376686068,116192.37535198,104420.354502467,80548.2874540749,71549.3674480592,47460.3060165635,47784.1708100684,52858.1333372092,65676.644190178,81174.8510929206
818,"EGY","Egypt",561701.863185361,513250.79065089,530236.332023861,549489.34215327,522359.45906118,464605.867908776,439644.422247412,486568.342383423,438076.928438835,411715.751565601,411296.373036479
222,"SLV","El Salvador",6879.64881198585,7792.47452424483,8870.82904785985,8657.72534828544,9885.20838848573,13787.0654833818,12609.6630673328,14625.5378329509,18363.3354146746,20761.2336034678,22746.2133664459
226,"GNQ","Equatorial Guinea",15680.3742183021,14749.4195360217,15175.555434086,12875.4208720613,10829.8333441863,8648.09309391233,9573.44032136042,9754.85926709695,9801.23201769189,8739.382356087,9130.49297740679
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",34738.615829467,25128.3012840693,21773.7987329774,28088.5982623329,26822.0414550227,3317.89535092464,-12514.4992615115,-17437.2293024121,-18085.7881103438,-22693.5981608495,-22280.7335087352
748,"SWZ","Eswatini",1326.83339522212,1323.19842781002,1659.04543191301,1819.37386330602,2188.69960855476,2797.88868018661,2769.45621811655,2639.53493324039,3028.67205696701,3456.30821839741,3126.20963320372
231,"ETH","Ethiopia",315385.441437571,305908.357597838,300942.128111949,302051.138017243,305959.014181807,327518.145321406,349274.138651735,331582.496237967,319381.050294882,318072.715395394,313730.291558651
234,"FRO","Faeroe Islands",266.00030937283,452.61438212837,617.412826288004,1023.41645745838,1262.38639944009,1347.21420852527,1502.94156520269,1528.7683373065,1350.55754213869,1275.24750171311,1133.85306698429
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",1346.35948663638,1959.47423439993,2311.80902967372,3155.22998161914,3310.3449009728,3455.86222788781,3377.88401354007,2434.10228924208,2800.18063259392,3289.06345694272,3245.35729285655
246,"FIN","Finland",8878.0627053413,-9635.0592205889,18687.8543600135,-6259.47402235432,-759.785044450036,-7264.53719415843,-540.355912957668,8570.83480006119,10335.8783078415,6995.89966504689,3465.15731566864
250,"FRA","France",132609.285361927,160288.256377383,195964.7021135,244208.46560033,247705.319338858,230294.614001766,153197.635841839,176464.005248329,161619.271749972,124750.556051372,73564.3402355499
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",3336.60392491814,16019.440832683,20707.6291397885,16734.9560476,14488.093008147,17436.1391512588,19154.0643880743,18309.7993814047,19429.3348491609,23047.9738626165,25601.5755227143
270,"GMB","Gambia",3567.20983791395,3877.16671853437,3770.86032274262,3368.22297788706,2951.51353252767,3035.86812799974,3044.04318974676,2639.5193886099,2593.01527372028,2421.28988134861,2476.56182211782
268,"GEO","Georgia",31553.2548985295,31966.8772909188,33681.0800976669,33988.869123192,30401.9739741979,28610.9443045766,23998.6204808514,23101.4095737393,25642.5889214441,24754.1357381547,24770.1435034441
276,"DEU","Germany",550776.620793347,608574.228100313,705959.534965637,714150.835928874,699614.978167465,468261.444172858,235360.516886311,178278.174971005,132353.884984399,-5267.40478764975,-99626.9269882065
288,"GHA","Ghana",85472.2606955238,87843.3493748791,86927.8978854209,85073.8646498866,88823.41381036,86482.0907451291,87941.441267199,88036.698874422,89891.3150939045,87000.8368125969,85283.9151640898
300,"GRC","Greece",74297.2157547641,84947.5697016371,78766.7695149117,74148.8143210716,51044.4941331575,11681.1779437815,-2966.23666486963,-28279.3781853622,-13620.3410436878,-19249.8587416637,-11512.4305334559
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",442.905829517698,446.456436582741,427.49022906586,457.836107681558,537.277987879099,628.7976637408,555.04075977001,555.623840996589,628.978934520996,760.335100893787,771.88102593164
320,"GTM","Guatemala",52444.6736170953,63142.2774410284,72963.7930662794,79747.3512822717,84762.0092479667,89776.5393292915,83685.3269466776,84157.0752547963,76048.439270937,71229.1735948741,65497.5899299261
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",42734.8269404462,43507.1124234656,44894.5091862499,51156.344959238,51015.3689077919,52002.7559526988,55053.132447039,56104.1464375257,57598.6387589817,55038.0251755179,52667.2991115823
624,"GNB","Guinea-Bissau",5275.15589768558,5020.04211408129,4784.59169073114,4348.37008342337,4166.9991314256,4242.53798480032,4461.09847162846,4586.77460513092,4771.14920816208,4897.91531575449,4718.91956660328
328,"GUY","Guyana",8566.01517888802,8846.54281082548,8116.26613601878,7917.23099759022,7596.46154053273,8512.64525238795,11138.8206289594,11876.3567222103,18530.5974712413,22808.0068057866,25496.1036488711
332,"HTI","Haiti",22403.8375776401,21958.3932832608,22407.3379913274,22174.0930908997,22457.1252252702,20551.5896086883,19139.8758500621,18405.5835844054,15694.3915370283,14625.571024618,13724.3986764571
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",37094.3228851424,38112.8591358213,34785.9157658971,33685.7511470607,32115.3173516168,33295.9406767952,30338.8086099651,31345.0759375061,33017.8074020638,35356.139142945,37091.6147064575
344,"HKG","Hong Kong",59234.0210899036,55900.1758456861,55663.425039598,55105.1245105422,54621.525773642,49803.529252989,20833.2884933516,9859.29449784183,-5259.8850682663,-4268.18390493313,1261.47270449177
348,"HUN","Hungary",-18647.6713253435,-1340.29972577748,17623.7385110864,42738.0865449862,62843.790357325,71541.6617021768,76726.8728654838,84312.7369042058,73934.1207198096,50917.2332196591,34629.446403067
352,"ISL","Iceland",5988.68450608867,4743.05343117534,3501.4421468748,3608.90479401234,4410.745726466,4607.28078047238,4323.57739390028,4373.80400358493,4430.43894282885,4060.10908415618,4440.68174268443
356,"IND","India",7361675.67099618,7318635.46475486,7337941.05613379,7272910.16966393,7464738.90305669,7346082.839998,6503815.611552,6476840.65206366,6640835.9894399,7024235.17001676,7395718.72236524
360,"IDN","Indonesia",2094855.72180952,2117106.49987253,1989521.625831,1984013.85512381,1979461.52971097,2068821.15251459,1886998.01572553,1881777.31901409,2268904.69345779,2386860.83711116,2534523.4227352
364,"IRN","Iran",1392554.86671516,1306514.12195038,1356130.8950941,1466496.28006927,1377070.43541762,1432833.50645203,1460413.23687678,1568018.97047896,1553553.98871724,1593854.53464337,1602375.9497935
368,"IRQ","Iraq",696396.375004756,788883.75702226,914580.67840084,891386.683393471,918043.385891334,926690.328914007,784192.038066577,736515.069403644,770217.515337856,748065.615380597,701241.233005921
372,"IRL","Ireland",8436.46088946997,20515.2567245205,41928.671028182,55491.6280203846,65328.5558556234,64734.4452068806,59467.2033316505,57609.2483338591,52387.1421380251,39416.5609232592,30689.0103365512
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",111714.086784229,93694.4238922165,78574.0768651262,58310.5683307383,60485.5116948698,50601.9301322168,53821.4915687831,58941.831782268,87963.7090399407,77743.774545229,64271.4217646239
380,"ITA","Italy",338233.922966991,389631.783095845,372211.470669007,291155.222237425,200130.793746956,125372.787986239,164704.196311696,202951.598415355,287958.047839664,248318.111040328,194618.541509201
388,"JAM","Jamaica",6293.0823242002,6017.00510902847,6641.41636024232,5559.58453958384,9704.68171982793,13436.7976771329,7708.15402929561,7502.98838544377,7884.86945133238,9184.68881920403,9709.64440396215
392,"JPN","Japan",1350220.21923091,1317864.08868575,1246052.64434763,1246701.04919355,1028737.63699205,653875.016061811,295091.703478656,234300.301717406,230646.70810775,259636.187089723,278599.084538968
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",59963.3110394151,62714.6991615886,61889.3224504913,64869.0581279639,62176.5049008112,57184.5447448748,40260.1829866809,31149.716573938,30194.139974529,29927.7389052152,33228.9678408395
398,"KAZ","Kazakhstan",706487.363204654,707009.778540625,719345.454806885,767120.18630956,801598.084040894,680356.65256819,588585.534589215,397774.884299242,338752.532630712,272934.901907945,276237.11607775
404,"KEN","Kenya",170107.053400212,145038.466060144,121288.501492564,112438.477709323,122922.175862431,149073.785506754,196498.584546167,197783.757843917,201605.209465996,185759.334890648,173062.04272929
296,"KIR","Kiribati",131.832958972399,135.839838973407,129.945426821242,167.279554024566,174.16086426161,172.372111571592,184.87975840183,185.720199430051,181.454793085647,170.845032809325,163.747151810076
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",172108.02986073,196518.007587974,234668.329100914,227762.947560598,241317.814168591,249817.091119534,207063.649333201,177114.864393395,260548.700470356,287099.754140578,289035.664419354
417,"KGZ","Kyrgyzstan",51695.9779947417,51693.367870259,47467.1095660178,44085.7471956334,46586.4155071139,39123.9179849301,29696.6177085009,29134.6315937493,31941.6105581279,31503.8018947902,33912.2250553655
418,"LAO","Laos",40184.7452206928,54005.0231606552,81350.1439457854,102434.923238167,114557.419316264,113951.481355456,110930.306718062,109907.157532476,102797.146878531,95695.2701308646,80858.8958517875
428,"LVA","Latvia",9670.33347352905,9370.17471323087,9881.47454797851,10613.1761778149,12962.0374454041,12707.2856932589,12866.2452080331,13187.4110264014,11436.8526952395,9971.12046584907,8499.43545566774
422,"LBN","Lebanon",71387.1501317332,79530.2790753799,79585.5713656803,75631.51354532,67011.6167497301,63358.1773637907,52775.9161365871,32437.0339924356,21029.127929254,21162.2737846043,21340.3939770921
426,"LSO","Lesotho",5956.15360540846,4609.3666577769,3420.22833636319,3654.81431288801,2720.59043771316,2028.23438780177,508.359144025371,3847.18141871516,4755.4027850282,5093.85159101305,5607.33668935096
430,"LBR","Liberia",7951.03292146295,7685.85607623681,7518.24444593179,6818.47840453321,5845.20115592262,6281.82871471074,6019.29335695806,5943.93599141802,6454.06347675913,6658.60345140994,6648.85061741133
434,"LBY","Libya",55250.9689147672,62357.458771933,64114.3835922422,87108.6245149398,91645.2717913501,138762.196596743,55257.2968390922,87136.0398264977,108334.98534968,125600.45056185,142760.491813673
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",23009.5309762395,21733.9670442309,20002.4195573964,23117.7756387228,24730.2102749586,22605.3432468156,21348.4319887208,22159.5053472205,19323.4373441587,14617.0518705649,11788.9116186865
442,"LUX","Luxembourg",3564.40487781606,2516.0556588902,1946.70371446748,1994.37783916151,3177.82354923722,3993.71535652516,1570.26725853713,2703.64736161254,1016.36228960648,-337.520406777568,-448.05389589302
446,"MAC","Macao",-378.482535371275,1787.03862184115,2493.17284935069,3530.78042047017,1698.96294265071,1926.92394256158,1304.37546455333,690.528123108653,-48.6573718085053,155.862160540027,390.273932042586
450,"MDG","Madagascar",49043.778423415,48652.368479174,47421.0155438176,47105.5031886072,41773.273939107,42590.5691979492,41898.3620225584,43340.1383817001,45358.5212372543,47418.3666493997,48765.3439579423
454,"MWI","Malawi",22557.4841108487,22850.4324135627,23298.6534091886,23644.8676981692,27318.9705027198,31599.7857792568,33981.5595481895,34231.838848361,34686.8627606689,34937.938839862,34428.1192434776
458,"MYS","Malaysia",588505.412769521,568941.47719167,540776.154774217,508995.596351835,535773.915004204,559243.09297244,500976.623085764,474034.694513856,455027.556495469,445692.063629882,471413.583034546
462,"MDV","Maldives",4177.230105879,3948.95499378515,4257.7310052991,4416.35634106425,4929.25652303036,5659.09267690687,4943.75836183423,5265.23636500566,5719.08725584343,5507.04866558618,5617.29295638518
466,"MLI","Mali",69823.6090290222,73304.5222057977,79848.5329809276,87594.3020193909,93111.474892758,94482.0930987741,96268.8449033136,100307.373020362,94383.7751419301,92212.8074911993,88364.8767181172
470,"MLT","Malta",2159.23805921355,-175.054228334086,-2121.19510699792,-2561.33301092563,-2680.58658835818,-2460.96481254987,-2094.63075053063,-1356.32871821014,378.063436752954,1674.04032671025,2794.18609285899
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",23208.9737914962,25618.8901413759,26143.5640538744,28487.916282499,30286.9791923952,32006.2797671083,32842.1189740519,31723.9438910367,32498.1663687933,30786.8409712917,29703.7231242185
480,"MUS","Mauritius",10964.8900295141,9585.5078345828,9758.23467271545,10386.7462591771,10302.1689026062,10164.465619798,8157.99630386958,7480.47420888784,7650.07410875178,8200.11623939734,8788.57694573713
484,"MEX","Mexico",823979.359428322,774818.481882807,764462.020620321,711207.140385066,699863.504242083,654872.779966967,500819.129978806,504792.948476449,551537.585707783,608060.310052173,656115.6689511
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",8826.25714933034,9288.04124600068,10659.395390079,12215.0219545192,14144.6634637296,13217.8064309474,12329.0633802015,13791.8166460554,11415.4098224238,11040.7184231736,10055.2129403814
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",260311.499212919,223687.658084025,213361.044548129,228366.425420433,247564.428273518,251431.757195156,213421.195647184,171152.972418364,174611.152630835,229039.288172595,255915.742946113
499,"MNE","Montenegro",2649.85840245496,2719.8262561847,2127.51487962565,2217.07005606676,3973.32532791892,3634.28250520639,4150.39432193115,4558.64976171151,4678.3186652087,4275.05004502706,3752.13004366614
504,"MAR","Morocco",164690.402033923,159764.623920288,151302.400383276,152355.482476431,153624.766282429,166198.327178212,160968.048048522,173338.096202169,176029.292277757,170145.221849263,162458.343297174
508,"MOZ","Mozambique",77792.0486085322,81750.0936735953,88971.2501236827,90964.9933107667,95163.1006542097,80876.9568120604,59469.7758891441,54392.4005156419,57770.4213905189,51474.0881357213,51285.1735984207
104,"MMR","Myanmar",153519.30608776,167213.9265581,182131.333177601,213309.543481857,187251.593187778,169882.347322142,165066.887772428,143802.608666903,125421.139810927,103717.981766975,84984.2500495155
516,"NAM","Namibia",14640.7564200332,17789.0819829419,20561.9881053765,19278.6137499272,18891.9059959309,18441.2025700448,15066.2674539984,15024.7393669626,16275.8675336987,18900.3303886685,20560.2403983743
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",75735.5902349502,73442.5886466383,79917.2393398657,85471.7045824586,92239.1550679084,90230.4164069024,95438.284488609,94256.4604811102,93086.7785027031,75602.1097468219,62288.2559173683
528,"NLD","Netherlands",87408.1581082788,106083.067081999,118921.139580628,124044.235027089,118312.91078589,99378.536163822,76765.9722137942,67842.3051592611,29115.391109026,-9283.23338120946,-37359.7216504872
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",78193.8706397005,79890.0393895383,79353.7088159667,83165.4379514749,84846.8128763086,84495.0135075492,75370.0035832552,70634.2474416954,62448.6681101402,53304.9140824043,52055.1278474478
558,"NIC","Nicaragua",29138.7326776166,32874.2896742394,34297.359730129,34864.3997943669,32525.5138285204,30539.5290440373,27213.1408504455,26638.7003139311,25285.5642201139,24128.9276668294,23280.5411662078
562,"NER","Niger",60726.5923570567,63607.9386743778,66562.4264981569,69967.4685056637,72205.8282344579,77128.3859618905,80201.531282072,80382.711016414,83680.4027723229,79010.4668833771,76566.2131087584
566,"NGA","Nigeria",458177.800522258,514540.647984981,509249.785974596,454369.26540763,394867.028470657,374501.39305578,329332.055847126,397345.518760995,365646.587227207,367252.494497766,408446.787154978
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",4908.61180192277,2443.00151499534,553.443672180791,2124.1626367176,2426.66853758461,4887.88554318698,5001.27135299044,6010.66958720585,9790.57705775681,10742.1955635201,9470.69530127793
578,"NOR","Norway",56711.5429267611,56462.9678096014,54544.5470616954,56410.7672320382,57668.0298416755,48847.7598792555,44010.3200693752,40252.181522898,36425.8481807248,30298.1835431004,24827.0446533876
512,"OMN","Oman",230780.696519018,227997.653845698,219836.244616237,207000.708605165,202996.798531376,181087.910603483,159444.753363756,153079.780492028,162321.998697304,169773.171403195,175152.026512656
586,"PAK","Pakistan",654220.276956597,593473.689465716,675779.460635904,824482.944712934,885801.114740724,897810.408534052,965566.579056949,1060816.4120559,994120.832831001,890535.261644748,791368.904975767
585,"PLW","Palau",185.916034309957,57.9437686937312,64.6475690524319,123.17155841425,79.7581855074662,99.1242483972272,106.354664735699,153.234335458157,284.633780196518,297.026338577218,314.032921695915
591,"PAN","Panama",36601.1102758314,35149.4964709277,32935.2614640499,27056.5289965422,19978.7857267521,24305.4720458867,10593.788979581,15417.441043767,19493.7566098487,26059.2290766727,29597.3399542152
598,"PNG","Papua New Guinea",2374.5518587693,7495.75694903808,14469.3465342776,20007.8652887235,27168.1853234255,29310.3566209542,29090.9460515431,28090.4529301119,26000.0962236439,22380.5412511468,21214.4461772624
