"code","iso","country","KGL.raw.2020","KGL.raw.2021","KGL.raw.2022","KGL.raw.2023","KGL.raw.2024"
178,"COG","Republic of Congo",0.00195402003315117,0.00190756648490195,0.00203097719919645,0.0021045251808994,0.0021775722620315
642,"ROU","Romania",0.023703708479501,0.0334110328452689,0.0338502771109463,0.0305878366713912,0.0273744476759182
643,"RUS","Russia",0.00358497020684481,0.00368948455270338,0.00374018383265754,0.00381315634200125,0.00405864956486264
646,"RWA","Rwanda",0.203550372851152,0.162184587475988,0.143547046648129,0.0881815739995611,0.0704540373021851
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",0.0162401893286152,0.0161378563924709,0.0109817894644165,0.00746011081943864,0.00693806040356642
686,"SEN","Senegal",0.00808332268609051,0.00955825928609915,0.00855785511609705,0.006848685507927,0.00564941473122749
688,"SRB","Serbia",0.0437609131913909,0.0544145850854217,0.0578266102557744,0.0584909354680569,0.0459167634854066
690,"SYC","Seychelles",0.00767581569744624,0.00973059955400863,0.0107464000947385,0.010616621559991,0.0103921704530723
694,"SLE","Sierra Leone",0.00221864725165487,0.00221864744479452,0.00188914555037944,0.00139588623921746,0.00147842561796566
702,"SGP","Singapore",0.027728186513066,0.0314344693253719,0.0256692328600928,0.017570441860162,0.0210022146286932
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.0329931924484179,0.0378565018278628,0.0345645441637577,0.0297852218563072,0.0252700848916016
705,"SVN","Slovenia",0.010498511880936,0.0159882570947741,0.0153085336027011,0.0145625269559206,0.0139844196702657
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA
706,"SOM","Somalia",0.0013348047183222,0.00137472376009055,0.0013583612829404,0.00134807075062299,0.00121951960856931
710,"ZAF","South Africa",0.0057915401174035,0.00501677882341835,0.00402950964235712,0.00384832248780429,0.00508661724276484
410,"KOR","South Korea",0.547054510665719,0.62119812329091,0.579734202570549,0.389032149128105,0.430529998100293
728,"SSD","South Sudan",0.00174273511443472,0.00157767648208937,0.00147485623491196,0.00150357574096733,0.00164895779514328
724,"ESP","Spain",0.0262737134569418,0.0282249855801431,0.0272692193155492,0.0260002226439138,0.0194839876377358
144,"LKA","Sri Lanka",0.0225626941060249,0.0248935371029185,0.0248954082158642,0.0263135795237909,0.038535490935877
670,"VCT","St. Vincent and the Grenadines",NA,NA,NA,NA,NA
275,"PSE","State of Palestine",0.00587405028926442,0.00530722951663359,0.0053715595495738,0.00556290301546204,0.00417071071267805
729,"SDN","Sudan",0.0152788935013301,0.0171590589646025,0.0169881966758361,0.0147738059717349,0.0155350695844288
740,"SUR","Suriname",0.00738219642727888,0.00624811769522994,0.00490735993378032,0.00366687691783541,0.00312625457956664
752,"SWE","Sweden",0.000174237253423695,0.000171974796724703,0.000165940086523441,0.000166809104932982,0.000201281173492698
756,"CHE","Switzerland",0.0103804209275179,0.0182959832985204,0.0189980645553505,0.0192554766598897,0.0186079232143773
760,"SYR","Syria",0.0124136855345333,0.0130427481685836,0.012780116139433,0.0121371908907541,0.0033361225363448
158,"TWN","Taiwan",0.156961696497375,0.204973623212837,0.190871535121668,0.183762009506439,0.216043867870729
762,"TJK","Tajikistan",0.00512029102755397,0.00451577279238358,0.00485690200927501,0.00487460982440105,0.004275583640894
834,"TZA","Tanzania",0.00403240246367805,0.0043710376522462,0.00399007509307304,0.00340630003590155,0.00394609868488934
764,"THA","Thailand",0.131024380122071,0.112883700215924,0.0990723427330792,0.0962279673946335,0.107821617249795
626,"TLS","Timor-Leste",0.151007124645062,0.160635442716085,0.163274240547614,0.154301211467925,0.150770009369061
768,"TGO","Togo",0.0280823653534694,0.0273074504560353,0.022968388124701,0.0187378172210736,0.0194144198044604
776,"TON","Tonga",NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",NA,NA,NA,NA,NA
788,"TUN","Tunisia",0.0351246953174864,0.0263989165964396,0.0166059247284933,0.0109757580001044,0.00538283508819328
792,"TUR","Turkiye",0.00420664199225921,0.00495769902931624,0.00485051740728376,0.00458070292594404,0.00488236263095055
795,"TKM","Turkmenistan",0.00208016254325488,0.00238450579807944,0.00221656491488011,0.00190523949266435,0.00184266583386904
796,"TCA","Turks and Caicos Islands",0.0102056570697365,0.0105575554779585,0.00987534492175963,0.00952916477435395,0.0103390892037705
798,"TUV","Tuvalu",NA,NA,NA,NA,NA
800,"UGA","Uganda",0.021287990116877,0.0206829885067244,0.0205001181131344,0.0204580689917903,0.0195878991572544
804,"UKR","Ukraine",0.0249814806441723,0.0287802122172954,0.0269739067799976,0.023334309476879,0.0222124549895349
784,"ARE","United Arab Emirates",0.0386049929636765,0.0298931550353288,0.0212497242818338,0.0155670135367066,0.0158058231834801
826,"GBR","United Kingdom",0.00740897963827743,0.0073248124917929,0.00638692336188452,0.00624579597851266,0.00743489498950271
840,"USA","United States of America",0.001536233931132,0.00158999794153575,0.00152319185359527,0.0013173012668482,0.00159035836905451
858,"URY","Uruguay",0.0282752981302835,0.0249277744810492,0.0217900269692209,0.0185652038200349,0.0198811487415084
860,"UZB","Uzbekistan",0.0010619944377077,0.00116713543356745,0.00107357578822223,0.000938956309150854,0.00150117399466277
548,"VUT","Vanuatu",0.0200082667359065,0.0151670197660104,0.0139157465788387,0.0143524142334795,0.0122423585705352
862,"VEN","Venezuela",0.0222697225047431,0.0198925458450892,0.0182778886840993,0.0191121413399321,0.0215646375586647
704,"VNM","Viet Nam",0.18400972062319,0.235795134506314,0.225723374277386,0.207126516931453,0.192855692519144
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA
887,"YEM","Yemen",0.00698377763691667,0.00684313322412182,0.00630644558032251,0.00559897941837269,0.00486896830040293
894,"ZMB","Zambia",0.000845723323684351,0.00105959423966949,0.0010671013459044,0.000929014018897389,0.00157794184202205
716,"ZWE","Zimbabwe",0.00187102124530488,0.0020579327897107,0.00183733246401548,0.00181309579205457,0.00235144553571996
