"code","iso","country","KG5.raw.2020","KG5.raw.2021","KG5.raw.2022","KG5.raw.2023","KG5.raw.2024"
120,"CMR","Cameroon",5805.90295454264,5613.43059386611,4889.5827113986,3535.47302182019,3567.93890268505
124,"CAN","Canada",14964.8198936794,15782.6484776217,15818.2727212444,17191.587338439,16976.5344000828
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA
140,"CAF","Central African Republic",135.963607656956,157.050310614705,167.66993265897,160.506062307954,149.120396578312
148,"TCD","Chad",14076.4571237892,14229.7755331755,12886.9825775847,10644.5278226763,10225.6627848998
152,"CHL","Chile",2920.26033697054,3002.42753001228,2888.11458454728,3019.63489101529,3510.41662317663
156,"CHN","China",33951.6731802255,42416.0300360635,42754.7773373015,44239.0949592367,64002.1999974072
170,"COL","Colombia",7831.69148251563,7600.25244550407,7605.39593940377,7716.32305587232,7751.65443834811
174,"COM","Comoros",11.1801007807255,10.3494865134358,10.5741857588291,10.347555591166,9.48929738998413
184,"COK","Cook Islands",NA,NA,NA,NA,NA
188,"CRI","Costa Rica",69.1767141908407,81.6978267997503,75.6265184640884,76.9728491425514,79.140633174777
384,"CIV","Cote d'Ivoire",90.4195449784398,87.6780302762985,108.708012743294,117.187412120402,162.255082002282
191,"HRV","Croatia",761.259482938051,817.110092693567,924.235963465273,1056.19512431398,933.897958377749
192,"CUB","Cuba",453.732400123775,483.448332728446,454.030589854717,455.243022429943,488.990607583523
531,"CUW","Curacao",22.0294276252389,29.0854468673468,37.645391343534,45.9202107414603,57.895085246861
196,"CYP","Cyprus",45.0416852474213,43.5525778353214,33.843439014256,18.321936032176,10.4015249550343
203,"CZE","Czechia",62.2837101407349,74.4280864946544,74.2255081325769,69.623113013804,54.3062567308545
180,"COD","Dem. Rep. Congo",9546.29851637632,9546.93833301514,9847.24695238471,9368.51900704354,10601.5076334327
208,"DNK","Denmark",16.407763016969,17.1930242948234,19.0829053021967,21.3652953505516,25.61954164505
262,"DJI","Djibouti",96.3884837836027,97.7641599953175,115.735038293898,123.352531564236,88.8216304972768
212,"DMA","Dominica",NA,NA,NA,NA,NA
214,"DOM","Dominican Republic",95.4338251069188,90.8598298311233,82.9489516437054,86.7805230379105,90.0679056599736
218,"ECU","Ecuador",5054.86114164144,5142.45798917115,4627.90139966607,4190.67793214768,4557.12034487426
818,"EGY","Egypt",43.9811167672276,32.8343690529466,28.0501516550779,18.1644416332245,11.7439673617482
222,"SLV","El Salvador",155.839604063332,162.130656799674,147.864793522656,115.746532942355,115.238406288624
226,"GNQ","Equatorial Guinea",0.215363092720509,0.384585027396679,0.39996827095747,0.461502134799957,0.476882201433182
232,"ERI","Eritrea",1716.58900561482,1651.00518040657,1527.60361582339,1434.48015802503,1183.80651275516
233,"EST","Estonia",26.9410362035036,23.1612833894789,20.891199542582,21.023523042351,26.2544486984611
748,"SWZ","Eswatini",224.124266327918,164.345819243789,121.848177589476,145.686597262323,231.859147623181
231,"ETH","Ethiopia",14659.0355816647,16798.6382017106,16527.8843733877,15661.9870271936,17166.3543988138
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA
242,"FJI","Fiji",1.39237603843212,1.31908883303404,1.7883635148406,1.74447442740202,1.89149761945009
246,"FIN","Finland",45.059041377902,42.8733009193093,35.6944024194032,28.6645353384316,33.1706251632422
250,"FRA","France",1379.72911955193,1871.82129762024,1940.13052936792,1917.96291468963,1883.48527882695
258,"PYF","French Polynesia",NA,NA,NA,NA,NA
266,"GAB","Gabon",985.217047783732,1111.97142298371,1217.63532156199,1161.51038004458,1179.31420986801
270,"GMB","Gambia",542.753303457797,647.218900083005,597.351749649644,547.487259814143,505.525169789791
268,"GEO","Georgia",3716.92178543434,3990.72063315436,3589.41246434227,3364.69497080147,3600.31479199678
276,"DEU","Germany",226.952546194196,299.551734526455,294.081275514513,273.78581097275,246.766467810422
288,"GHA","Ghana",788.964295713604,774.806559664011,809.855505588651,751.761687333882,938.103523929417
300,"GRC","Greece",1227.6224068515,1365.78737759814,1362.69824925363,1350.72079080865,1186.13341581672
304,"GRL","Greenland",NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA
320,"GTM","Guatemala",3213.39548753053,3938.18972481787,4148.33208514601,4375.70111629069,4282.73901777416
831,"GGY","Guernsey",NA,NA,NA,NA,NA
324,"GIN","Guinea",56.2630552381277,66.9259081602097,76.4677483350038,74.3827035531402,65.4298828989267
624,"GNB","Guinea-Bissau",115.803223051131,101.43810018003,118.909224787354,137.723410750926,137.462961924076
328,"GUY","Guyana",0.429067973792553,0.490364152193069,0.490362121164799,0.398421603441238,0.352449049055576
332,"HTI","Haiti",144.211239233613,130.11992919147,138.174330823123,148.036477147043,156.402846953273
336,"VAT","Holy See",NA,NA,NA,NA,NA
340,"HND","Honduras",466.525390098989,535.683438040316,639.283297848702,660.902833913267,644.326351390779
344,"HKG","Hong Kong",NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA
352,"ISL","Iceland",891.403650479019,856.630336563662,656.411955287307,659.68345009163,1011.54607239179
356,"IND","India",19709.4240334243,18977.7894524097,18135.5767190218,14936.3823041171,11297.5120964363
360,"IDN","Indonesia",1876.82848804742,1942.89510877579,1929.97191756219,1945.24737617075,1958.14267115295
364,"IRN","Iran",4810.68194991499,5271.06388670579,5078.52279148325,4106.97942384779,4810.0920395419
368,"IRQ","Iraq",1170.86104570255,1232.45261327922,1127.37705552131,1053.00426148549,918.594267618656
372,"IRL","Ireland",1247.24953025356,1386.11548848152,1456.00091237351,1727.36535909772,1918.05813209563
833,"IMN","Isle of Man",NA,NA,NA,NA,NA
376,"ISR","Israel",7.74871279001236,6.7484152212739,5.81123273819685,5.20865509659052,0.781377622485161
380,"ITA","Italy",3937.57976258174,5205.7095759429,5478.63019044474,5309.37971183434,4981.15168802142
388,"JAM","Jamaica",18.9662084549665,22.4246454581618,23.0988223850727,26.0003226444125,25.7538509115577
392,"JPN","Japan",254.889090907574,247.012393098325,229.237152269483,201.673249240965,207.000454356521
832,"JEY","Jersey",NA,NA,NA,NA,NA
400,"JOR","Jordan",36.515695732832,37.5429761111736,32.8953363016248,29.5051407963037,30.4688372299075
398,"KAZ","Kazakhstan",14450.9856531009,16372.949603378,16812.5920624271,17163.2777084939,21988.040234334
404,"KEN","Kenya",24304.3569155484,25611.3258643404,27838.9976478592,27443.4580581978,25028.3311328873
296,"KIR","Kiribati",NA,NA,NA,NA,NA
689,"XKX","Kosovo",NA,NA,NA,NA,NA
414,"KWT","Kuwait",0.699576975405216,0.834120073914528,1.03593477606773,0.995576104521751,0.659257508814335
417,"KGZ","Kyrgyzstan",593.004025614262,744.4350503169,783.159575733542,730.587603588402,813.036136311293
418,"LAO","Laos",73.3824933320284,75.5289377376437,75.775989036262,73.7681066066027,62.8454912185669
428,"LVA","Latvia",NA,NA,NA,NA,NA
422,"LBN","Lebanon",254.300214757025,264.383405397832,252.277426670492,233.194296696782,284.135087820888
426,"LSO","Lesotho",588.845611588657,534.30177796036,403.070888547599,380.006556259096,639.551804360747
430,"LBR","Liberia",0.458717148005962,0.748948635160923,0.779385793209076,0.825177478790283,0.931817679107189
434,"LBY","Libya",8315.74801250398,8521.2532303676,7327.94256469905,5033.91521306783,3709.01957521588
438,"LIE","Liechtenstein",0.811477299034595,1.79157522618771,1.71781923174858,1.79157410338521,2.02334765717387
440,"LTU","Lithuania",0.202888794243336,0.0617660388350486,0.211778664588928,0.291136036068201,0.361601603776216
442,"LUX","Luxembourg",NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA
450,"MDG","Madagascar",30933.6261817887,31678.7557346836,30272.9687734902,29314.0836906865,30953.0919693992
454,"MWI","Malawi",685.300425228477,703.488227145374,647.648647029698,504.439244145155,725.156124678254
458,"MYS","Malaysia",35.9912591964006,38.192917022109,33.7620217517018,31.3115596696734,30.7313895940781
462,"MDV","Maldives",NA,NA,NA,NA,NA
466,"MLI","Mali",13197.7084788814,12679.8080241829,11553.2983096525,11157.9929050252,11540.3956809878
470,"MLT","Malta",NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA
478,"MRT","Mauritania",1668.20317223519,1822.12917347252,1704.40076827258,1469.74103366733,1609.57853838205
480,"MUS","Mauritius",NA,NA,NA,NA,NA
484,"MEX","Mexico",15110.457800886,18351.8902471229,17850.012573415,16804.7694955617,18626.2402528033
583,"FSM","Micronesia",NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA
496,"MNG","Mongolia",1631.83987109289,2035.91254689693,1718.2647275269,1702.25157541335,2537.41366932467
499,"MNE","Montenegro",211.332259105146,266.070469944179,291.366855607182,299.487121931463,270.708371172845
504,"MAR","Morocco",3898.49950894564,4286.39175777584,3842.86499747038,3818.22148087323,4166.43817000687
508,"MOZ","Mozambique",5155.56406973898,6404.33184639216,6288.91278847158,5580.89673441052,6242.83753778636
104,"MMR","Myanmar",279.872083698213,333.103938245773,319.598836946487,282.097761023045,330.724566823244
516,"NAM","Namibia",798.116254915297,794.717980973423,706.051247112453,863.439571285248,1366.06902339458
520,"NRU","Nauru",NA,NA,NA,NA,NA
524,"NPL","Nepal",631.988792298734,655.499967415631,651.238688711822,508.670584014058,549.266266228259
528,"NLD","Netherlands",52.4607260294259,49.8204967916012,49.2184801921248,53.42832833305,60.3799159511924
540,"NCL","New Caledonia",494.345133018494,689.703158274293,1015.1062766552,1102.09746904522,1129.84134797752
554,"NZL","New Zealand",2459.39760422185,2509.41737584174,2515.80393599421,2601.0719745256,2785.79540342763
558,"NIC","Nicaragua",735.26633348614,851.26332077831,759.250733712316,631.877384582162,569.679211848974
562,"NER","Niger",49440.3939215645,42350.9482983351,29649.3404330626,20847.378852199,19560.5582099572
566,"NGA","Nigeria",20465.5307856187,21444.7943653584,18978.9350824237,15475.1072545573,14978.9669950038
570,"NIU","Niue",NA,NA,NA,NA,NA
408,"PRK","North Korea",21.0296554081142,27.28779367432,27.5238417007029,35.0620373889804,65.3194965042174
807,"MKD","North Macedonia",1360.17312391251,1619.08920175359,1896.85149946883,1999.50568214208,1843.329141891
578,"NOR","Norway",138.16849100627,128.855933827534,117.89165494889,133.424067199975,193.986003212631
512,"OMN","Oman",1472.34605753273,1667.61965122223,2271.12240566015,3170.11830970496,3670.82275217921
586,"PAK","Pakistan",5706.45138152838,4659.67857445851,4367.52821851671,4112.79362327084,4004.22796024308
585,"PLW","Palau",NA,NA,NA,NA,NA
591,"PAN","Panama",71.1553824394941,71.0507154613733,64.9247495561838,73.4960838407278,74.5802520558238
598,"PNG","Papua New Guinea",2623.13805481941,2128.63918704093,1682.50862498879,1766.33874564469,1883.04497708231
600,"PRY","Paraguay",8070.94609143734,8227.00450708419,8769.04817058593,8430.29677430838,9372.04434023649
604,"PER","Peru",27548.4130637571,27086.0977686778,27484.022054112,26066.456658639,32874.3846255556
608,"PHL","Philippines",292.703035835922,330.470043812692,327.556608979404,338.074718865752,315.887395021319
616,"POL","Poland",10.994689694047,11.3854038305581,10.2145359180868,10.3177250139415,13.3696058705449
620,"PRT","Portugal",823.116450230032,822.51827352494,780.857806049287,714.413155464828,521.196486762166
634,"QAT","Qatar",0.0833422735333443,0.0833422735333443,0.0833422735333443,0.0833422735333443,0.0833422735333443
178,"COG","Republic of Congo",1476.04241718799,1440.95198490918,1534.17490276247,1589.7321329087,1644.91098899692
642,"ROU","Romania",866.427219570428,1221.25313497409,1237.30856310055,1118.05856466666,1000.60151379406
643,"RUS","Russia",124542.224674813,128173.063536125,129934.361608518,132469.433904633,140997.893097787
646,"RWA","Rwanda",34.4376332715154,27.4391703024507,24.2859813049436,14.918983758986,11.9197536468506
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",2389.84452377111,2374.78559791148,1616.03838980496,1097.80154823363,1020.97859363258
686,"SEN","Senegal",10365.2524395972,12256.5650575876,10973.7458301008,8782.07600090355,7244.24993275553
688,"SRB","Serbia",2247.06253562719,2794.1138934277,2969.31667992771,3003.42886331528,2357.76247479245
690,"SYC","Seychelles",9.86811831593513,12.5097724422812,13.8156974822283,13.6488526821136,13.3602957174182
694,"SLE","Sierra Leone",0.410816785693169,0.410816821455955,0.349804459512234,0.258469884097576,0.273753324151039
702,"SGP","Singapore",3.10712525993586,3.52243857085705,2.87640599161386,1.96888331323862,2.35343597233295
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA
703,"SVK","Slovakia",300.750831206888,345.082532074302,315.074553751945,271.508440566063,230.350519965589
705,"SVN","Slovenia",119.317428593338,181.709345655143,173.98416896835,165.505672604591,158.935381923616
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA
706,"SOM","Somalia",2450.42160349339,2523.70459462851,2493.66651718914,2474.77525739968,2238.782313025
710,"ZAF","South Africa",108729.138222836,94183.9350271821,75649.1541097224,72247.5851363197,95495.0666081533
410,"KOR","South Korea",255.38974737376,290.003333640844,270.646103179455,181.617773638666,200.990843340009
728,"SSD","South Sudan",9527.75417484343,8625.35767155588,8063.22632343024,8220.23951003104,9015.06166180223
724,"ESP","Spain",18101.2533191107,19445.5806466684,18787.106263227,17912.8320479728,13423.4772893853
144,"LKA","Sri Lanka",21.4942953959107,23.714767280221,23.7165497913957,25.0675672218204,36.7107412576675
670,"VCT","St. Vincent and the Grenadines",NA,NA,NA,NA,NA
275,"PSE","State of Palestine",1.22119315117598,1.10335322618484,1.11672720015049,1.15650679320097,0.867075204849243
729,"SDN","Sudan",47345.5445622176,53171.7163146392,52642.2559773386,45780.4021559179,48139.3714291349
740,"SUR","Suriname",700.59219379127,592.964780372381,465.722918049991,347.997424551845,296.690771618485
752,"SWE","Sweden",121.854412361607,120.272142633796,116.051713013276,116.659468964115,140.767824523523
756,"CHE","Switzerland",1000.7957010366,1763.94980119318,1831.63876183555,1856.45634191409,1794.02450904474
760,"SYR","Syria",2063.7109560512,2168.28936238512,2124.62814715132,2017.74515290037,554.613100986928
158,"TWN","Taiwan",42.0580479517579,54.9228930771351,51.1442240744829,49.2392193764448,57.8891765147448
762,"TJK","Tajikistan",940.11745108068,829.124122904241,891.757580289245,895.008845877647,785.023892729729
834,"TZA","Tanzania",22873.5137327701,24794.3975497708,22633.4147591367,19321.9926212579,22383.961738123
764,"THA","Thailand",52.8839564993978,45.5620296478271,39.9875004827976,38.8394559621811,43.5188757315278
626,"TLS","Timor-Leste",1065.13178771883,1133.04532268494,1151.65813620836,1088.36669530869,1063.45929035544
768,"TGO","Togo",2071.44418407232,2014.2840076685,1694.22103158236,1382.16072671413,1432.06907555312
776,"TON","Tonga",NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",NA,NA,NA,NA,NA
788,"TUN","Tunisia",143.340658228844,107.731556025147,67.7672549061477,44.7910611629486,21.9668560169637
792,"TUR","Turkiye",19702.9450683579,23220.7237553887,22718.709651234,21454.9605814852,22867.8653658755
795,"TKM","Turkmenistan",2130.09915501699,2441.74850763082,2269.77601704076,1950.97688235417,1886.90107339472
796,"TCA","Turks and Caicos Islands",101.083714093268,104.569153378904,97.8120796948671,94.3832779228687,102.405315984786
798,"TUV","Tuvalu",NA,NA,NA,NA,NA
800,"UGA","Uganda",3363.59777065963,3268.00480692834,3239.11046580821,3232.46651633084,3094.9757856667
804,"UKR","Ukraine",509.372072778642,586.828161266446,549.997616361082,475.786273615807,452.911674879491
784,"ARE","United Arab Emirates",24.3945195004344,18.8895035967231,13.4277142301202,9.83680571168661,9.98770967870951
826,"GBR","United Kingdom",8396.04423130825,8300.66387946382,7237.82405492291,7077.89491340965,8425.41216667593
840,"USA","United States of America",20063.2098257713,20765.3676156402,19892.8803382624,17203.9499876525,20770.0747977883
858,"URY","Uruguay",50628.3325271755,44634.424357751,39016.1308323145,33241.9240322292,35598.1890931606
860,"UZB","Uzbekistan",1548.83038022444,1702.16976018026,1565.72081475407,1369.38952378631,2189.33716258928
548,"VUT","Vanuatu",1.41228322386742,1.07056387513876,0.982242774963379,1.01306495517492,0.864126706123352
862,"VEN","Venezuela",44747.9654427663,39971.3536553994,36726.9206443235,38403.2374015614,43331.1935546294
704,"VNM","Viet Nam",10.7757697731256,13.8083687886596,13.2185577228665,12.1295095324516,11.2937976047397
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA
887,"YEM","Yemen",1151.03450341672,1127.85413023531,1039.39971091002,922.798352055252,802.481235969067
894,"ZMB","Zambia",3281.56426944137,4111.42332205921,4140.55229473561,3604.7477051273,6122.70871929824
716,"ZWE","Zimbabwe",1982.62192613333,2180.68217110187,1946.92371232808,1921.24139719307,2491.70205251574
