"code","iso","country","VOE.raw.2003","VOE.raw.2004","VOE.raw.2005","VOE.raw.2006","VOE.raw.2007","VOE.raw.2008","VOE.raw.2009","VOE.raw.2010","VOE.raw.2011","VOE.raw.2012","VOE.raw.2013","VOE.raw.2014","VOE.raw.2015","VOE.raw.2016","VOE.raw.2017","VOE.raw.2018","VOE.raw.2019","VOE.raw.2020","VOE.raw.2021","VOE.raw.2022","VOE.raw.2023","VOE.raw.2024"
52,"BRB","Barbados",0.000973653592480071,0.000961900024315465,0.00109111416672576,0.00100204294011782,0.000974385489782844,0.000967587338335144,0.000933625707742087,0.00106769208366932,0.00100669880194562,0.000992302911423553,0.000978690255670783,0.00091636385284579,0.000968728823914106,0.00106278641432737,0.000899417928973243,0.000869379695038403,0.000900630447672705,0.000897890818981716,0.000902031652585242,0.000876986007490756,0.000930885739192764,0.000944651263992579
112,"BLR","Belarus",0.00394237480445129,0.00376057970209294,0.00405079558182073,0.00379171262707101,0.00356064388367156,0.00338151782146917,0.00402343586863316,0.0050687380471997,0.00407864926936939,0.00387720601926687,0.00434667424188059,0.00449423486106671,0.00459631770933046,0.00418949497179452,0.00323609521597628,0.00395485308105096,0.00406212303101371,0.00408788429951225,0.00424330439796414,0.00401480937521729,0.00432065578396614,0.00436829271379717
56,"BEL","Belgium",0.00633715298357308,0.00512432516345597,0.00543134382234998,0.00466171638467256,0.00422115816535716,0.00435334608897689,0.00490499140248279,0.00459063844363802,0.00428050542157652,0.0040936600020051,0.00437823539497045,0.00424005489283719,0.00394148279177684,0.00386621908983407,0.00404934877896649,0.00387343142482411,0.00378637050496763,0.00358768615600216,0.00380836764703779,0.00367921365174092,0.00359531233402862,0.0038496657179318
84,"BLZ","Belize",0.033205605481581,0.0280523639479654,0.0366967389490132,0.0303768229858922,0.0350853678524044,0.0281960187650062,0.0315008740201432,0.0374244639346265,0.03588051746294,0.0364220007489998,0.0347561472792564,0.0322874594388717,0.0343243043988221,0.0431786890498007,0.0434468373976447,0.0351038014795733,0.0345641292936192,0.0370904120614205,0.0363033871332797,0.0386367313447535,0.0374873063320457,0.0403529579959128
204,"BEN","Benin",0.0297125561740429,0.0290224478430827,0.0272656585496049,0.0272666807425341,0.0249807556963823,0.0264834573253827,0.0232050445618037,0.0270471995777698,0.0268360911324267,0.027233112696917,0.0275970201543525,0.0303137724998437,0.0339916737848785,0.0479879487573059,0.0439674322234186,0.0348862298621854,0.0341426285005495,0.0332667239421311,0.0342116910725302,0.0363503272709195,0.0355816009665586,0.0341605395976839
60,"BMU","Bermuda",0.00110219236520685,0.00105862912360114,0.00109458319936155,0.00106584132797207,0.00101922645773176,0.00101049717069474,0.000973315894148254,0.00101500199689638,0.000982312179560974,0.000993445769455849,0.000960953741761872,0.000979727159144186,0.000997739695765917,0.00102455697818571,0.000906275628574743,0.000886663344868674,0.000893829456948376,0.000901995372422892,0.000914631415232928,0.000883496991620312,0.00098987708439625,0.000929430500856512
64,"BTN","Bhutan",0.0604394070235921,0.0581504187662041,0.06781432996747,0.0780117231425833,0.0736799709468669,0.0579973693042145,0.059124336751356,0.0622074133305925,0.063508462518158,0.058779483501642,0.0582267624786251,0.0627004798479124,0.0585043778475804,0.0521936181674442,0.0499261223407234,0.0544084456246565,0.0539860484704209,0.0551388114697605,0.0554216517502395,0.0536534649515322,0.0561258350097843,0.0533056694380372
68,"BOL","Bolivia",0.183207224739121,0.205703641695564,0.141358767535015,0.171304984304145,0.136703277229931,0.116059504325239,0.12839277343401,0.141734146813219,0.141475833567461,0.134049906905433,0.152245684645944,0.116655423331701,0.147479065977382,0.149046147137082,0.129623168685096,0.140867608663276,0.13555324581042,0.141033774516405,0.152486563428075,0.145363153070766,0.134591430770054,0.145546580353064
70,"BIH","Bosnia and Herzegovina",0.0190726635970386,0.0147033443475909,0.0146287831161221,0.013416977920328,0.0134944521601238,0.0172104737184709,0.0174128349656774,0.0142662761452168,0.0209366257762555,0.0234116952949347,0.0160949696215265,0.0119048683304679,0.0174379486628632,0.0150203253386281,0.0217269111356906,0.0173700694980058,0.0184534189003599,0.0171197900269102,0.0176667379386331,0.016967111334739,0.0177403439689021,0.017668950006294
72,"BWA","Botswana",0.0487488508011382,0.0482871788019203,0.056761425888739,0.0491541767772894,0.0467068174986564,0.0520810182938147,0.0479937975615119,0.0617843184375036,0.0584046001851101,0.0590535513249525,0.0502998760603098,0.0520381814090283,0.0674674381219394,0.0529425224335598,0.0413901742689346,0.051296527546873,0.052654260836824,0.0516853342581414,0.0593104871332656,0.0533135476241499,0.0530784101539571,0.0501544112721357
76,"BRA","Brazil",0.0551774974079494,0.0520490886331489,0.0521489621347426,0.047841563345948,0.0458241266882997,0.0380385922158971,0.0404324999286354,0.0451790961044381,0.0419542804043196,0.0445375519724835,0.0433699266256463,0.0457302898979358,0.0489084716759407,0.0525632175086762,0.0501664943324935,0.0489607492643422,0.0478607774628131,0.0483221080800181,0.0486681179574572,0.0485476185090893,0.0479895739025227,0.0493476940643462
92,"VGB","British Virgin Islands",0.00122514270944229,0.00110379005676597,0.00126692061471585,0.00126324246410641,0.00117156585707035,0.00104475804835944,0.00105073030977553,0.00135984321163802,0.00107167998040581,0.00114719437368549,0.00106681087673848,0.00108625320768728,0.00115118436782633,0.00124133915051513,0.000956727985345022,0.000939699126684004,0.000965849050807053,0.0010495997983536,0.000958993418463201,0.000944852617213965,0.000998246696778335,0.00100789192510651
96,"BRN","Brunei Darussalam",0.131450158072422,0.117703585177233,0.132482616188196,0.106526556660891,0.0903592941434992,0.080366395611981,0.110017043873431,0.123295586510394,0.121597052077501,0.122969159322749,0.122552042929638,0.110950895968727,0.130576815548036,0.125499976156336,0.10172364949738,0.11173368192721,0.113111225076787,0.107970159604102,0.112270390663409,0.111126935103719,0.113376201051582,0.112195641649448
100,"BGR","Bulgaria",0.0147003503050439,0.0115792631431386,0.0128071530368687,0.0104504477930143,0.0104669445285805,0.0120302895118754,0.0118839892639827,0.0132101565361871,0.0153688547728413,0.0177313994430487,0.0130890572919352,0.0101217390584095,0.0132193593751742,0.0128501457976695,0.0137346874389175,0.0123702490556595,0.0130886134952179,0.0123045819451057,0.0128299536099194,0.0128560432661471,0.0122925627825913,0.0122316888858306
854,"BFA","Burkina Faso",0.0469413037832755,0.0615989537378063,0.0515525002200464,0.0420379699148298,0.0339265917884662,0.0335073104435798,0.0334119933875093,0.0387153979299232,0.0337740745551548,0.0329447676236741,0.0371791735275351,0.0437549524686082,0.0450598320009467,0.0561116440216895,0.061890342853036,0.0482830663657158,0.0451755863728821,0.0455225402230535,0.0470115019866526,0.0500350453364571,0.0500994565426631,0.0461578577609248
108,"BDI","Burundi",0.0260840802239588,0.0243203596052706,0.0281444446148907,0.0244440563538077,0.0268238561420967,0.0314484843953919,0.0307760528207029,0.0402853551890767,0.0385352001005528,0.0392965773094114,0.0413524028397214,0.0479764461959887,0.0537726640776788,0.0325349132576709,0.0347226478728088,0.0411301538072334,0.0381796062210563,0.0411636190390611,0.0413322179764057,0.0409943652705768,0.0409774410704743,0.0406844249447089
132,"CPV","Cabo Verde",0.00103890250468639,0.00100052928924965,0.00102626847310968,0.00100778565560354,0.000984168484902391,0.000983857270645913,0.00095217827639498,0.000978981973326557,0.00096234251797743,0.000987105753210449,0.000978336872767893,0.000947081523286619,0.000987317850598213,0.00100894835311266,0.000929014803748157,0.000923670791214926,0.000923511720555731,0.000942680805774777,0.000976892446844856,0.000914153906174807,0.000996997181790248,0.000986956097235748
116,"KHM","Cambodia",0.0612640510575622,0.0734292436321191,0.0639790065982818,0.0564356289211382,0.0497751718765221,0.0515586867028621,0.0569957143912372,0.0668583322793104,0.0593280619274295,0.0630753129195552,0.0625388790206892,0.0708513005625458,0.0695004296608467,0.0974933022942552,0.0825584609401638,0.0743399731158468,0.0683105868616634,0.0745103142544407,0.0742262195974953,0.0778134545767549,0.0726842526758332,0.0688523692801602
120,"CMR","Cameroon",0.0837885284563782,0.099659693263491,0.0797508473103391,0.0872733945134815,0.0678475296612079,0.0579078115519705,0.0569556477434486,0.0673645685408703,0.0735870678362459,0.0663793892931417,0.0860267317307103,0.0752652826440065,0.0792279794955732,0.0767515507733092,0.0730205715109269,0.076869243812385,0.0770408325252648,0.0734875248306661,0.0804484233603956,0.0773882817063409,0.079422745926888,0.0775546423074756
124,"CAN","Canada",0.00742614659123156,0.00656484483782351,0.00762459338642724,0.00761602103000392,0.00672197177464427,0.00597894126804949,0.00550374044225239,0.00630650519844518,0.00623199059992383,0.00682474718936082,0.00589760650677185,0.00592001428864351,0.00655482217953599,0.00584965280078476,0.00546704037729336,0.00592384752204438,0.00591964800291305,0.00559655683593259,0.00591251046500695,0.0058908429666858,0.00685264847854813,0.00618116877469535
136,"CYM","Cayman Islands",0.00157915458700125,0.00162392876082606,0.00162280553375933,0.00158117963022691,0.00156245190262683,0.00149763521510439,0.00155454321886954,0.00164942342855753,0.00164308630506697,0.00161232127595856,0.001656494928751,0.00167276405549801,0.00173439506477519,0.00183130411498827,0.00143790162154902,0.00140907418764349,0.00133646614460785,0.00139170977100779,0.00137685752342685,0.0013367148830607,0.00137961001069115,0.00144666924548598
140,"CAF","Central African Republic",0.419186048859439,0.434490679807563,0.392115020745982,0.340529100532424,0.248191135546222,0.269360103776702,0.31773563006525,0.328263424232418,0.372763888283847,0.323458182246862,0.38163103258888,0.345637327465499,0.31626581102016,0.180378805120013,0.156197871519945,0.297383267973926,0.302891418670494,0.299510637991948,0.314851974948314,0.308640633653337,0.316772440579411,0.312143979097309
148,"TCD","Chad",0.129677603360722,0.202323390187099,0.114020055105585,0.14188104969176,0.0925580399680522,0.0700930345992527,0.0848134131388783,0.0870743865223311,0.107019128710705,0.0914427697630309,0.150090802639911,0.102853971965308,0.108876801431698,0.0902291125415069,0.0845150986856796,0.10677086594233,0.105688533866234,0.0998164083084523,0.101511494040589,0.103033720013358,0.105943050353053,0.0994865560178929
152,"CHL","Chile",0.0253887436635866,0.0221988058477634,0.0238665333579493,0.0222260255820498,0.0215391408506512,0.0234023365121732,0.0215668388803713,0.0257682067417741,0.0254659363542741,0.0249031543294239,0.0274707039170695,0.0231929126542374,0.0267865779619181,0.0251263372920152,0.0242561020081854,0.0242935950242242,0.0250011882271408,0.0241430053254446,0.0242617279195762,0.0252913753614733,0.0249910629085702,0.025160155995579
156,"CHN","China",0.0241769946338514,0.0235248087193116,0.0238139194402602,0.0251098674764341,0.024529900123735,0.0237932603481446,0.0235607812103002,0.0232842390055495,0.0248545102426639,0.0243048367442675,0.0247565552072385,0.0252823717709641,0.0247594424549366,0.0247028437098469,0.0251244508065566,0.0240185204958889,0.0249812081098782,0.023985413513219,0.0234417391516226,0.0232902159357043,0.0240202659591685,0.0230182899000444
170,"COL","Colombia",0.0548093883074458,0.0489848045128389,0.051949346673971,0.0529704506456651,0.0509164141142783,0.0445690495087491,0.0486625024503626,0.0529579511636154,0.0495274385479439,0.0542819012761619,0.0542291439432808,0.0577520544688076,0.069987200347677,0.0716267823316783,0.0585868986022148,0.0580184065312623,0.057390399992696,0.0587819318055336,0.0611166941054016,0.0613513537493178,0.0632616138857835,0.0617640422345957
174,"COM","Comoros",0.00155481239954186,0.00156105341828996,0.00171758725069962,0.00173448649292256,0.00172960904441473,0.00149835508134132,0.00159723850581121,0.00181368674708906,0.00166273384299492,0.00164579829662155,0.00172678485574433,0.00172753484964367,0.00185636563797019,0.00158090515454614,0.00136878857037997,0.00147815687735816,0.00141988642951889,0.00146899861832695,0.00139365644451213,0.00145892637386275,0.00141199594045473,0.00158196272478006
184,"COK","Cook Islands",0.000537669853581449,0.000562769042329697,0.000559019858077144,0.000532526536498186,0.000550372917229642,0.000526741414663619,0.00051630066089534,0.00054603672293305,0.000531270724281267,0.00053683699079018,0.000534158571714263,0.000532069799003728,0.000534566149856364,0.000550475668610325,0.000508638284097028,0.000514808180093449,0.000518347464470428,0.000523007027147138,0.000513673968112452,0.000516208226986865,0.000516591490278145,0.000541404481715026
188,"CRI","Costa Rica",0.0296186918956385,0.0286862591414282,0.0304298707012457,0.0327020451615852,0.0314699512648493,0.0283293277502144,0.0283522085673062,0.0305862807909997,0.0320039656849714,0.0349095166123154,0.0355288549010308,0.0340578744288381,0.0339919957644263,0.0380736475362785,0.0354474660865385,0.0342677020900745,0.0321095933657979,0.0341665102350843,0.0356629761759317,0.0358106674230808,0.0340162547012856,0.03540905158225
384,"CIV","Cote d'Ivoire",0.0342415296115664,0.0350619952391552,0.0361583432256751,0.0343698431150005,0.0332463946806336,0.0356505812786624,0.0324172834858318,0.0390162121123169,0.0398549252462869,0.0394423006804759,0.0415498983237158,0.0419486607885374,0.0495842417282586,0.0621553972372241,0.0607731325904343,0.048993037192615,0.0484075955594377,0.049378513014032,0.0471963363482925,0.0512423068141034,0.0520403598390402,0.0499808065808505
191,"HRV","Croatia",0.0179742176050919,0.013993465305152,0.0132741701704707,0.0121293913017086,0.0130395531329377,0.0164060078220622,0.0165043424401431,0.012891654050036,0.0187031468522875,0.0200241090058664,0.0149983875402591,0.0114858945296525,0.0165942977187838,0.0150908042674012,0.0196228849498231,0.0168050966316332,0.0170814185534728,0.016057956914698,0.0169476198576841,0.0157632041364179,0.0170159054353703,0.0163077099755146
192,"CUB","Cuba",0.0106765236320231,0.0097378692267261,0.0108431496100437,0.0105599487367487,0.010863056192052,0.00931650771275193,0.0107552153076764,0.0111915748580181,0.0121448596774304,0.011364352485113,0.0115404757523384,0.0121705692227521,0.0123895617730009,0.014170668353027,0.0135654570430402,0.0119363629798384,0.0121699798291527,0.0114901262319523,0.0117567725974138,0.011832431072066,0.0121328865351937,0.0112147208243767
531,"CUW","Curacao",0.00405122416696445,0.00422167105609776,0.00561579710159056,0.00424080448842381,0.00440030501350736,0.00398914310208455,0.00374749872739598,0.00601166039060139,0.00543464088079773,0.00484159855565689,0.00458024440415692,0.00374981366420598,0.00428883106664401,0.00689734571673442,0.00536911893796055,0.00377306968868275,0.0043755447715065,0.00411694755862838,0.00379992692861304,0.00418920526600677,0.00533291917549322,0.00497671209926284
196,"CYP","Cyprus",0.0153371188052372,0.0133683519677,0.0102862217348433,0.0137059475261812,0.0137655326668839,0.0136707854793173,0.0150543891297228,0.0187108476955695,0.0172491751768146,0.0222374703950456,0.0161047984789075,0.0128124883106224,0.0164742966805752,0.0277478304986542,0.0147647469890126,0.0107611592368097,0.012882235867382,0.014745485087515,0.0147817738911098,0.0122373220948523,0.0117442427596855,0.0111766584320284
203,"CZE","Czechia",0.00923568367855139,0.00668064827655766,0.00736481799835024,0.00611525222723348,0.00606049409157026,0.00749390819585898,0.00782114353766899,0.00691454364229221,0.00735400562211294,0.00768184204634725,0.00691343022171785,0.00689275452832438,0.00779777606040927,0.00757613107284091,0.00691163227025085,0.00670831366291576,0.00696980860009252,0.00736663036073193,0.00737784824605273,0.00719617578869869,0.00714786318510829,0.00713311741053874
180,"COD","Dem. Rep. Congo",0.175215921926779,0.175879809387613,0.200648798465088,0.177325641031733,0.192031436541738,0.210587916010048,0.191807270351362,0.230075004300842,0.239120110970749,0.238028110198906,0.249418357353686,0.269908911937985,0.264226397624968,0.119250724234761,0.106479439685591,0.209502174378785,0.208871840263227,0.211540869744306,0.214282943938535,0.213441573078032,0.218765085924095,0.214809245803304
208,"DNK","Denmark",0.00298238084313144,0.00242461174425569,0.00249650635516326,0.00266927082976043,0.00227973491991303,0.00235036335493572,0.00240885620037463,0.00236731223125058,0.00214837700712393,0.00202600083822711,0.00215096563394724,0.00232130333763408,0.00192152511502012,0.00220286734402875,0.00185433577666058,0.00199254772906123,0.00192581121428364,0.00185725031607789,0.00201176273925987,0.00191381192759828,0.00205586366593727,0.00202014767275427
262,"DJI","Djibouti",0.00498807950229147,0.00557896870492866,0.00524471017094245,0.00563445034342367,0.00508740356985142,0.0058595001172012,0.00594125724487365,0.00601026358989673,0.00619378108149617,0.00567990368720277,0.0062139439087288,0.00570696200785939,0.00638342321988933,0.0056227077501763,0.00603806496750432,0.00592369302500471,0.00619448999486476,0.00627478715866899,0.00659992946511934,0.00602525232380794,0.00584011128064192,0.00570098840393201
212,"DMA","Dominica",0.00220693127956679,0.00205473726865176,0.00274680154633657,0.00244379910607034,0.00229623954817702,0.00202315246260363,0.00201180445655552,0.00312275798536706,0.00238630697983631,0.00225200958107245,0.00214757876999854,0.0020346254904878,0.00232803309870784,0.0026776767353645,0.00168702109947568,0.00169531530059457,0.00176213458152525,0.00170845879739008,0.00170067770402957,0.00166743500310145,0.00177932218447685,0.00179984798919003
214,"DOM","Dominican Republic",0.0203471652800095,0.0184550366710597,0.0224414829496009,0.0216100123024094,0.0214715409638881,0.0186932116629641,0.0192954958389731,0.0232532875801241,0.0221774428067998,0.0230542683296841,0.0207346747610505,0.0212758701025049,0.0213135268319993,0.0272570194192434,0.0265751543432021,0.0215236999627119,0.02261665518625,0.0206895000353204,0.0220185864420062,0.0225799344301275,0.0225980769273111,0.0226711516714898
218,"ECU","Ecuador",0.0395310989882901,0.0376392346159628,0.040104056896948,0.0394685144477459,0.0350796418135714,0.0295218613888656,0.0374261995373881,0.0407694909912761,0.0374189306605207,0.0408000850903116,0.0442893931628929,0.0466429826067182,0.0584353991889488,0.0527592470008954,0.0443471232555302,0.0456219452952065,0.0463078514535298,0.0473364407940019,0.047791588370275,0.0482447774060495,0.0487249608192516,0.0473724939836224
818,"EGY","Egypt",0.0124810629099542,0.0128347296781363,0.013068092012631,0.0134956548336089,0.0136687663573243,0.013913132056264,0.01372905052366,0.0151557339351056,0.0134610938568099,0.0140646992409355,0.0142245787527248,0.0150819464789343,0.0139845310988853,0.0140184821007393,0.0147043588122106,0.0143739082058608,0.0146407198256629,0.0149593625722726,0.0154152964023658,0.0149188181372051,0.0158169824645524,0.0159265098626645
222,"SLV","El Salvador",0.0640906228835139,0.0731958957330646,0.0653046101796245,0.0659344403598796,0.0689358309938879,0.0565004753153803,0.0772069023097551,0.0721650885057528,0.0761974454250748,0.0866083078708088,0.0805911988959791,0.0883287683552176,0.0949583853892115,0.106560444597046,0.0895493979480815,0.0881566716225785,0.0918589106112233,0.0860660547587556,0.084815304858897,0.0882095992766242,0.0887529492155715,0.0840609660610665
226,"GNQ","Equatorial Guinea",0.0381411392203945,0.0344489848105481,0.0361663049194018,0.0368884009055203,0.0343713188641896,0.036147583380962,0.0356223790454538,0.0388819572753377,0.0371765608432033,0.0353424980542432,0.0388708095185262,0.0394171316119065,0.0424305362804797,0.041408764083455,0.037911409979005,0.0413959255792858,0.0424278043357974,0.0385650105394111,0.0407593207668693,0.0396894666726674,0.0412549936881949,0.0401263663939385
232,"ERI","Eritrea",0.0260344050326624,0.0328900547956004,0.0270084402128857,0.0332625035210162,0.0271627137882127,0.0283250078447424,0.03127515798224,0.0314949255600588,0.0294256410313171,0.0318813073303389,0.0361504604672255,0.0345381966236787,0.033451157414684,0.0268233558411243,0.029969325583379,0.0325368028148946,0.0324561614133888,0.0322662035194971,0.0319816425713183,0.0316517106681745,0.0319212412094416,0.0328818787053038
233,"EST","Estonia",0.00380080152923638,0.00299786018922938,0.00314057872525518,0.00376888177987804,0.00285758522548082,0.00308973117488011,0.00369878754281976,0.00493382992399633,0.00406346220406911,0.0029711591559717,0.00417280839360372,0.00387925055424692,0.00297034726769455,0.0035214724536802,0.00262583047327412,0.00316130082322093,0.00295068241090496,0.00307713004237102,0.00301621518188417,0.00308027935473818,0.00318205838983994,0.00316813139069365
748,"SWZ","Eswatini",0.0420957051924959,0.0335020710208718,0.0361353999955908,0.0369627676463136,0.0348445809936244,0.0302114211903047,0.0292734684121754,0.0378114941839364,0.0404725239166984,0.0380348963265492,0.0367291704223353,0.0368542229764977,0.0424779846761702,0.04191405564537,0.0391571699371884,0.0413255964874036,0.0402936836434501,0.0429832994964503,0.0432914016944171,0.0443730506707,0.0424603447750623,0.0422013978374284
231,"ETH","Ethiopia",0.0385673094376427,0.0391429142465114,0.0373154929789868,0.0406694342683075,0.0384973965665806,0.0401656802245769,0.0405613843778166,0.0450557120260346,0.0448970648185696,0.0459127307812981,0.0487226851008081,0.0497803052809646,0.0517743184292395,0.0531349385610654,0.0558693922183183,0.0512991633605455,0.051083192882301,0.0515096454332828,0.0503512231987321,0.0489753325713945,0.0509313076831239,0.0497659890678917
234,"FRO","Faeroe Islands",0.00111542764791,0.000939570568738359,0.000924582397001266,0.000963274358145262,0.000846364536313844,0.000909972004783676,0.000863243408683291,0.000866311232310757,0.000818595556158924,0.000833449969865706,0.000852469049912232,0.000910479473229974,0.000812648471729681,0.000848156842825057,0.000792517320894469,0.00082668828562385,0.000802295143057985,0.000769647774705952,0.000825563193768399,0.000789360878053132,0.000953171888395397,0.000885796175351192
