"code","iso","country","MHP.raw.2011","MHP.raw.2012","MHP.raw.2013","MHP.raw.2014","MHP.raw.2015","MHP.raw.2016","MHP.raw.2017","MHP.raw.2018","MHP.raw.2019","MHP.raw.2020","MHP.raw.2021","MHP.raw.2022","MHP.raw.2023","MHP.raw.2024","MHP.raw.2025"
188,"CRI","Costa Rica",38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,38.3572295667131,44.9705538668865,44.9705538668865,44.9705538668865,44.9705538668865
384,"CIV","Cote d'Ivoire",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"HRV","Croatia",0.536193029490617,0.536193029490617,28.0160857908847,34.82399960282,34.82399960282,34.82399960282,34.82399960282,34.82399960282,34.82399960282,34.82399960282,34.82399960282,34.82399960282,37.0581372256975,37.0581372256975,37.0581372256975
192,"CUB","Cuba",33.5162582949553,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132,36.6095004291132
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",20,20,20,20,20,20,20,20,20,20,24.1273109156321,24.1273109156321,24.1273109156321,24.1273109156321,24.1273109156321
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",48.3949913795622,48.3949913795622,48.3949913795622,48.3949913795622,48.3949913795622,48.4446684784197,48.4446684784197,48.4446684784197,48.4446684784197,48.4446684784197,48.6433768738494,48.6433768738494,48.6433768738494,48.6433768738494,49.9349814441425
262,"DJI","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"DMA","Dominica",2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909,2.47243839169909
214,"DOM","Dominican Republic",49.974469816454,49.974469816454,49.974469816454,52.7934856629928,52.7934856629928,52.7934856629928,52.7934856629928,52.7934856629928,52.7934856629928,52.7934856629928,52.7934856629928,59.6506285201357,59.6506285201357,59.6506285201357,59.6506285201357
218,"ECU","Ecuador",44.3512883362534,46.8817761411315,46.8817761411315,46.8817761411315,46.8817761411315,46.8817761411315,48.0098249216193,48.0098249216193,48.0098249216193,48.0098249216193,48.0098249216193,49.434704006503,49.434704006503,49.434704006503,49.434704006503
818,"EGY","Egypt",17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283,17.1669876536283
222,"SLV","El Salvador",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,"GNQ","Equatorial Guinea",37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144,37.7803335250144
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981,82.4882629107981
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"FLK","Falkland Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,"FJI","Fiji",21.0261374624994,21.0261374624994,21.0261374624994,21.0261374624994,21.0261374624994,21.0261374624994,21.0261374624994,21.1783444640214,21.1783444640214,21.1783444640214,21.1783444640214,21.1783444640214,21.1783444640214,21.1783444640214,21.1783444640214
246,"FIN","Finland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"FRA","France",65.5843361394835,66.2751153367738,66.4645092761678,69.4009282493963,71.482822887585,72.3398741380166,72.5311536520394,72.7806797670654,72.9791169330826,72.9791169330826,72.9791169330826,72.9791169330826,72.9791169330826,72.9791169330826,72.9791169330826
258,"PYF","French Polynesia",1.7392701315639,1.7392701315639,1.7392701315639,1.83469584481173,1.83469584481173,4.8889522489766,4.8889522489766,4.8889522489766,4.8889522489766,4.8889522489766,4.8889522489766,4.8889522489766,4.8889522489766,4.8889522489766,37.3228842079182
266,"GAB","Gabon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,"GMB","Gambia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,"GEO","Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"DEU","Germany",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
288,"GHA","Ghana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"GRC","Greece",34.1399350713076,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751,34.1438025751751
304,"GRL","Greenland",6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474,6.33991538370474
308,"GRD","Grenada",1.78571428571428,1.78571428571428,1.78571428571428,1.78571428571428,1.78571428571428,1.78571428571428,1.78571428571428,3.41614906832298,3.41614906832298,3.41614906832298,3.41614906832298,3.41614906832298,3.41614906832298,3.41614906832298,3.41614906832298
320,"GTM","Guatemala",20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863,20.0980392156863
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704,27.2054565680704
624,"GNB","Guinea-Bissau",13.8597198657605,13.8597198657605,13.8597198657605,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814,31.752539481814
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",0,0,13.0693069306931,13.0693069306931,13.0693069306931,13.0693069306931,18.3708370837084,18.3708370837084,18.3708370837084,18.3708370837084,18.4185697806057,18.4185697806057,18.4185697806057,18.4185697806057,18.4185697806057
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",18.9148208018393,18.9148208018393,21.2612095909158,21.2612095909158,21.2612095909158,27.1790353862676,28.9701488434189,28.9701488434189,28.9701488434189,28.9701488434189,29.2100027882397,29.2100027882397,29.2100027882397,29.2100027882397,29.2100027882397
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",15.2797074207257,15.2797074207257,15.2797074207257,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791,30.1763239620791
356,"IND","India",3.48632738408005,3.48632738408005,3.48632738408005,3.48632738408005,3.48632738408005,3.48632738408005,3.48632738408005,3.48632738408005,9.27679632006882,9.27679632006882,9.27679632006882,9.54031978065791,9.54031978065791,9.54031978065791,9.54031978065791
360,"IDN","Indonesia",6.69601240241796,7.07892985167162,7.0995573622568,8.44411151928471,8.44411151928471,9.13949721047829,9.35821933331666,10.6551118475747,12.3364600982284,13.7704257970439,14.4283964943888,17.8531951197141,20.1861898757593,20.527732770249,20.9785366766199
364,"IRN","Iran",24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442,24.281357956442
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",35.5880422158259,35.5880422158259,35.5880422158259,35.5880422158259,35.5880422158259,36.1574003938797,36.1574003938797,37.3769125890017,43.4744735646115,43.4744735646115,45.9134979548554,45.9134979548554,46.5232540524163,46.5232540524163,46.5232540524163
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"ITA","Italy",34.3510921007865,34.3510921007865,34.3510921007865,34.3510921007865,34.3510921007865,34.8056375553319,36.7365328519307,39.2866319490459,39.5167574720584,39.8933265097153,39.9351675138994,39.9874687691296,39.9874687691296,39.9874687691296,39.9874687691296
388,"JAM","Jamaica",10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654,10.0630465566654
392,"JPN","Japan",18.862814845381,27.1983549406694,44.7077501450568,45.4877272227758,45.4877272227758,45.4877272227758,45.5531594502941,46.0760352672875,46.0760352672875,59.6143779565058,63.7810446231725,63.7830452590109,63.7830452590109,63.7830452590109,63.7830452590109
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",12.8243633152469,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742,13.205051921742
296,"KIR","Kiribati",7.90572874451638,7.90572874451638,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728,7.95608121178728
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",7.82076838071678,7.82076838071678,7.82076838071678,9.40806996801836,9.40806996801836,9.40806996801836,9.40806996801836,9.40806996801836,9.40806996801836,9.40806996801836,9.40806996801836,10.1657046139978,10.1657046139978,10.1657046139978,10.1657046139978
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"LBN","Lebanon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,"LBY","Libya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",1.58604872640715,1.58604872640715,1.58604872640715,1.58604872640715,12.8168522632479,12.8168522632479,15.0456170041591,15.0456170041591,15.0456170041591,15.2448201914102,15.3166266917881,15.3166266917881,15.3166266917881,15.3166266917881,15.3166266917881
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",7.77635047398734,7.77635047398734,7.80938102724911,7.80938102724911,7.81943633142205,14.4931353797386,14.4931353797386,14.4931353797386,14.4931353797386,14.4931353797386,14.4931353797386,14.4931353797386,14.4931353797386,14.4931353797386,14.4931353797386
462,"MDV","Maldives",0.721910112359551,0.721910112359551,0.721910112359551,0.721910112359551,0.721910112359551,0.721910112359551,0.721910112359551,0.777465667915106,1.029747425416,1.0760437217123,1.15937705504563,1.15937705504563,1.35382149949008,1.3954361478463,1.3954361478463
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",56.6013483076254,56.6013483076254,56.6013483076254,56.6013483076254,56.6013483076254,57.8844152414682,57.8844152414682,57.8844152414682,57.8844152414682,57.8844152414682,57.8844152414682,57.8844152414682,57.8844152414682,57.8844152414682,57.8844152414682
584,"MHL","Marshall Islands",4.80704887130846,4.94305282778719,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289,5.0624434433289
478,"MRT","Mauritania",28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791,28.277289187791
480,"MUS","Mauritius",17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046,17.3046379713046
484,"MEX","Mexico",35.031570952464,35.4263306944115,35.4263306944115,35.4263306944115,35.4263306944115,48.7745984335999,49.8868141178659,49.8868141178659,49.8868141178659,49.8868141178659,49.8868141178659,49.8868141178659,49.8868141178659,50.0943684269827,50.0943684269827
583,"FSM","Micronesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,"MAR","Morocco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,"MOZ","Mozambique",10.5376309251448,15.1159532810229,15.1159532810229,15.1159532810229,15.1159532810229,15.1159532810229,15.1159532810229,15.1159532810229,23.6632646981721,23.6632646981721,23.6632646981721,23.6632646981721,23.6632646981721,23.6632646981721,23.6632646981721
104,"MMR","Myanmar",2.12377698400373,2.12377698400373,2.12377698400373,2.12377698400373,2.12377698400373,2.12377698400373,2.30108194854273,2.30108194854273,2.30108194854273,2.32444643452404,2.32444643452404,2.32444643452404,2.32444643452404,2.32444643452404,2.32444643452404
516,"NAM","Namibia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,"NRU","Nauru",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",72.2502137726798,72.2502137726798,72.2502137726798,72.2502137726798,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086,96.1784125009086
540,"NCL","New Caledonia",24.7425815680989,24.7425815680989,25.4364749405381,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352,68.7424649509352
554,"NZL","New Zealand",19.3339888484193,19.3339888484193,19.3339888484193,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735,19.3369507887735
558,"NIC","Nicaragua",44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458,44.3056999299458
562,"NER","Niger",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"NGA","Nigeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"NIU","Niue",0,0,0,0,0,0,0,0,0,22.7616623358258,22.7616623358258,22.7616623358258,22.7616623358258,22.7616623358258,22.7616623358258
408,"PRK","North Korea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"NOR","Norway",30.7609705449899,31.0649762674506,31.0649762674506,31.0649762674506,31.0649762674506,32.7996701450016,32.7996701450016,32.7996701450016,32.7996701450016,32.7996701450016,32.7996701450016,33.023203764458,33.023203764458,33.0321451092362,33.0321451092362
512,"OMN","Oman",2.6431718061674,2.6431718061674,2.6431718061674,5.06607929515418,5.06607929515418,5.06607929515418,5.06607929515418,5.06607929515418,5.06607929515418,5.06607929515418,5.06607929515418,5.06607929515418,60.0600168465545,60.0600168465545,60.0600168465545
586,"PAK","Pakistan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,"PLW","Palau",71.1516390275057,71.1516390275057,71.1516390275057,71.1516390275057,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971,93.9527501649971
591,"PAN","Panama",12.7829394403034,12.7829394403034,12.7829394403034,12.7829394403034,20.9773819279876,21.0013972978243,21.0013972978243,21.0013972978243,21.0299361106097,21.0299361106097,21.0299361106097,21.0299361106097,21.0299361106097,21.0299361106097,21.0299361106097
598,"PNG","Papua New Guinea",4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987,4.33302150007987
600,"PRY","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"PER","Peru",29.0625,29.0625,29.0625,29.0625,29.0625,29.0625,29.0625,29.0625,29.0625,29.0625,32.1495626983736,32.1495626983736,32.1495626983736,32.1495626983736,32.1495626983736
