"code","iso","country","PSU.raw.1965","PSU.raw.1966","PSU.raw.1967","PSU.raw.1968","PSU.raw.1969","PSU.raw.1970","PSU.raw.1971","PSU.raw.1972","PSU.raw.1973","PSU.raw.1974","PSU.raw.1975","PSU.raw.1976","PSU.raw.1977","PSU.raw.1978","PSU.raw.1979","PSU.raw.1980","PSU.raw.1981","PSU.raw.1982","PSU.raw.1983","PSU.raw.1984","PSU.raw.1985","PSU.raw.1986","PSU.raw.1987","PSU.raw.1988","PSU.raw.1989","PSU.raw.1990","PSU.raw.1991","PSU.raw.1992","PSU.raw.1993","PSU.raw.1994","PSU.raw.1995","PSU.raw.1996","PSU.raw.1997","PSU.raw.1998","PSU.raw.1999","PSU.raw.2000","PSU.raw.2001","PSU.raw.2002","PSU.raw.2003","PSU.raw.2004","PSU.raw.2005","PSU.raw.2006","PSU.raw.2007","PSU.raw.2008","PSU.raw.2009","PSU.raw.2010","PSU.raw.2011","PSU.raw.2012","PSU.raw.2013","PSU.raw.2014","PSU.raw.2015","PSU.raw.2016","PSU.raw.2017","PSU.raw.2018","PSU.raw.2019","PSU.raw.2020","PSU.raw.2021","PSU.raw.2022","PSU.raw.2023"
388,"JAM","Jamaica",0,0,0.49874,0.68214,0.95458,1.34044,1.84114,1.88388,2.51776,4.1325,4.9113,4.4543,5.03464,4.3948,2.79116,2.34996,3.1358,3.01882,3.54798,5.17332,5.05936,4.69212,5.28602,6.05196,5.72302,6.55572,7.00734,6.33878,5.9404,5.35314,4.8618,4.97536,5.47128,5.65764,5.99022,6.61642,7.00428,6.566,6.60026,7.13136,7.25972,6.12512,5.1373,3.84252,2.67102,2.2627,3.74218,5.64898,7.31296,8.14712,7.45464,7.11642,6.05242,7.00304,7.4168,8.40038,8.41214,8.71124,7.68344
392,"JPN","Japan",26.4475,29.3413,32.79884,35.7613,38.92084,41.19416,42.96598,44.96072,47.61202,48.4852,48.48322,50.03166,50.637,50.80156,53.44144,55.35142,55.40732,55.70282,56.15568,55.49382,56.15492,57.0466,58.05966,57.78296,57.66096,57.54494,57.32688,56.72908,57.67632,57.60952,57.07916,55.98404,54.6496,51.96596,50.36634,50.01786,48.70068,47.11964,46.12222,44.58576,42.60354,42.09776,42.73996,39.9682,37.22928,36.43104,34.76078,32.25748,32.93578,33.72586,32.56084,32.02244,32.03266,31.7878,31.52142,31.49016,30.9501,29.5793,27.67318
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",0,0,0,0,0,0.1882,0.1882,0.1882,0.54604,0.54604,1.19142,1.81694,2.6648,3.07118,4.73616,5.19912,5.27662,5.95466,6.49614,6.6701,5.95348,5.40542,4.258,4.55248,3.56084,4.40744,5.5064,5.71934,6.19022,7.24292,7.51266,9.40078,11.33984,9.84654,9.35692,8.26124,6.22874,5.60798,7.8174,6.48954,6.09836,5.0036,3.61778,1.91778,2.74174,3.25798,4.10432,4.28174,3.19456,2.28808,1.56244,0.70132,0.35894,0.49172,0.49172,0.49172,0.49172,0.28352,0.53814
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,2.5479,1.9512,1.6636,1.5033,1.00948,0.53738,0.38582,0.22566,0.05324,0.02106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,"KEN","Kenya",0,0.09406,0.14164,0.18958,0.31478,0.47856,0.61738,0.80196,0.92204,0.98482,0.85736,0.62448,0.39232,0.2243,0.03632,0.08834,0.45962,0.55324,0.91368,1.41452,1.6667,1.5401,1.90588,1.95524,1.76006,1.80548,1.91022,1.6445,1.59994,1.80734,1.48944,1.95176,2.4507,2.5207,2.8262,3.4382,3.0972,3.00078,3.33304,3.10614,3.0398,3.0968,3.2123,3.16222,3.2447,3.03946,3.12982,3.02736,3.41052,3.49568,3.58872,3.96298,4.75366,4.45702,4.75624,5.48892,5.68884,4.77606,4.5433
296,"KIR","Kiribati",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",139.70022,143.92112,150.4583,157.97518,165.35012,172.75384,179.51616,188.26804,193.07456,196.00434,200.4268,202.60818,199.18094,201.1122,211.0821,228.83372,221.29872,212.45732,206.04322,182.96216,153.09272,145.76176,148.27348,135.5894,133.64554,124.32036,109.60864,86.3095,75.91956,66.72648,61.0126,66.4964,72.6373,76.40424,77.07466,70.7882,61.9297,54.48902,45.59316,38.29766,39.43158,47.20228,57.95746,67.41728,68.8558,70.99394,67.15212,62.8759,56.43452,57.03534,68.04676,83.0072,95.36372,107.3812,118.30964,120.87012,123.12448,122.3651,130.55604
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6838,2.346,2.39686666666667,2.183725,1.74698,1.21022,0.80858,0.30886,0,0,0,0,0,0,0,0.01936,0.03012,0.03012,0.25172,0.3729,0.77042,1.31984,1.82568,1.68268,1.77774,1.55374,1.3042,1.26478,1.67498,2.5108,2.97026,3.39774
418,"LAO","Laos",3.75422,4.17014,4.55766,4.97272,5.17082,5.15942,4.96718,4.6273,4.0629,3.64852,3.28436,3.03958,2.91198,2.99534,3.0798,3.28392,3.32664,3.42938,3.51906,3.64382,3.72194,3.84022,4.11902,4.4424,4.61638,4.7302,5.1762,5.27404,5.54388,5.8414,6.64546,6.9174,7.27354,6.94418,6.5349,5.5211,4.91656,4.18344,3.71702,3.48612,3.31512,2.92824,2.57868,2.10454,1.68634,1.429,1.6302,1.84592,2.44056,2.95794,3.2376,2.77786,2.75316,2.9563,3.91734,5.17714,6.59664,7.04686,7.14498
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3012,11.7447,8.8747,8.114275,7.56236,4.96426,5.21064,5.967,5.98498,6.43764,6.5647,6.37866,6.17652,5.92968,5.42326,5.02154,4.36904,3.60744,3.3527,3.23846,3.02834,3.75796,4.4921,4.40532,4.3752,4.5168,4.46962,3.73704,3.468,3.33188,2.86298,2.277
422,"LBN","Lebanon",6.12828,6.62304,7.11874,7.17184,7.52332,11.42578,12.64208,14.68336,18.47928,18.45986,14.90852,15.18382,13.9884,10.98296,13.52446,13.99602,13.44738,14.9313,16.25176,16.6682,18.52826,16.90008,14.51414,12.03056,7.82778,7.19004,9.90502,11.91116,13.50602,14.13608,14.53312,17.93222,22.1287,26.5616,33.07712,34.03802,31.99342,25.51402,20.05562,13.41474,14.1081,12.59602,15.42136,18.14494,19.66722,19.2695,20.90688,21.9095,20.74442,19.89508,16.856,13.21502,9.50894,7.63992,5.60144,5.2988,4.64706,3.87212,2.59132
426,"LSO","Lesotho",0,0,0,0,0,0,0.12384,0.35754,0.53144,0.53144,0.7601,0.89142,0.81682,1.43918,2.33736,3.1718,3.9771,5.0201,5.44212,5.6759,5.39138,5.4142,5.1649,4.8051,4.7012,4.78138,4.8858,5.00872,5.15892,4.44246,4.22918,3.29772,2.58658,2.02398,2.20314,2.2859,2.76972,2.68098,2.41332,2.21794,1.96366,1.846,2.25204,2.30118,2.24628,1.77232,1.24162,0.69574,0.57036,0.3833,0.6078,0.79494,0.68788,0.87042,1.2288,1.18192,0.90938,1.02336,0.76276
430,"LBR","Liberia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757400000000001,0.0757400000000001,0.0757400000000001,0.0757400000000001,0.0757400000000001,0,0,0,0,0,0,0,0,0.01956,0.04242,0.04242,0.04242,0.04242,0.02286,0,0,0,0,0,0,0,0,0,0,0.0219399999999999,0.0219399999999999,0.0649599999999999,0.11102,0.15998,0.19418,0.20656,0.3475,0.4406,0.48886,0.55548,0.63304,0.46834,0.36958
434,"LBY","Libya",0.12466,0.14634,0.2087,0.28298,0.37432,0.63628,0.96924,1.13728,1.09946,1.26084,1.63308,1.81874,2.75976,3.41068,4.50706,5.09864,6.17384,6.8308,8.08104,8.32242,8.52334,8.57568,9.1316,9.2135,9.30208,9.37842,9.4445,9.2606,9.92442,9.8021,10.28604,9.8325,8.91916,7.08182,6.59798,5.04374,5.48468,5.67924,4.89974,4.51114,4.64422,3.61374,2.611,2.80336,2.83134,3.4025,4.53156,5.8752,6.55256,6.43766,5.58926,4.08246,2.72954,2.21776,2.0375,2.17098,2.03146,1.90044,2.09986
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.424,5.0672,4.75206666666667,4.863875,4.20802,3.30518,2.96456,2.689,1.99456,2.37574,2.95012,3.63892,4.06742,4.57294,5.32768,5.34474,4.42818,3.7395,3.57616,2.61808,1.64468,1.65008,1.36146,0.67386,0.1791,0.1791,0.4329,0.4329,0.4329,0.4329,0.4329,0
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.6291,18.84825,18.0766333333333,17.669975,17.35306,17.30218,16.59934,16.61884,15.60566,14.62226,13.75188,13.56406,13.05376,13.45486,14.01344,14.01404,14.4096,14.86174,14.83958,14.63144,14.60872,14.145,13.03786,12.71858
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248,0.05372,0.05372,0.05372,0.05372,0.02892,0,5.9999999999949e-05,5.9999999999949e-05,5.9999999999949e-05,5.9999999999949e-05,5.9999999999949e-05,0,0,0,0.000600000000000023,0.000600000000000023,0.000600000000000023,0.000600000000000023,0.000600000000000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,"MWI","Malawi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07902,0.07902,0.07902,0.07902,0.18464,0.22836,0.22836,0.22836,0.42582,0.35894,0.2362,0.2362,0.2362,0.0387400000000001,0,0,0,0,0,0,0.0155399999999998,0.0850599999999999,0.0850599999999999,0.0850599999999999,0.0850599999999999,0.0695200000000001,0,0,0,0,0,0,0,0,0.27938,0.7771,1.3737,1.84418,2.14122,2.54974
458,"MYS","Malaysia",4.19832,4.3431,4.38478,4.41684,4.5422,4.57408,4.63276,4.58108,4.70454,4.51636,4.39196,4.41102,4.56998,4.84884,5.5029,6.3674,6.65828,6.99636,7.2723,7.51672,7.16418,7.68154,7.96584,7.80896,7.56072,7.57838,7.23988,6.95174,6.8102,6.76248,7.21542,7.85764,8.70602,9.58576,10.13844,9.81772,8.69728,7.68076,6.68034,5.93304,5.63242,6.1748,6.84586,6.3029,6.50472,6.92736,6.60904,6.05696,7.02346,7.3914,7.11924,7.65284,8.3842,8.16028,7.1482,6.9101,6.49708,5.4145,5.02396
462,"MDV","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789999999999999,0.0789999999999999,0.73922,3.83438,3.83438,3.75538,3.75538,3.09516,0,0,0,0.68354,0.73304,0.73304
466,"MLI","Mali",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1615,0.1615,0.1615,0.1615,0.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,"MLT","Malta",8.026,9.1864,10.48282,12.2767,13.99328,15.48498,16.7314,17.52336,17.70038,17.49786,17.50928,17.9415,18.95166,19.96832,20.955,22.7139,22.86204,23.09772,24.87524,28.9978,31.50768,34.9897,37.99198,39.56632,39.05598,39.26084,39.55276,40.35584,41.03462,41.56674,43.01204,43.1716,43.70006,44.38026,45.5563,46.14262,48.44726,48.66898,49.04206,49.16914,49.03944,48.03678,48.60888,48.60534,45.97326,42.6966,38.8316,34.3842,30.29852,28.58836,27.58526,27.62296,27.32448,26.3172,25.5523,30.65088,33.82828,33.81658,34.94804
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",1.79,1.84762,1.93082,2.0533,2.03864,2.1437,2.309,2.38614,2.4441,2.50956,2.49514,2.43848,2.52746,2.57988,3.0512,3.409,3.51064,3.38976,3.25412,2.72582,2.15278,1.74034,1.4121,1.19422,1.04202,1.13724,1.31118,1.60324,1.62762,1.55148,1.31054,1.01102,0.77308,0.69926,0.76906,0.93176,1.21104,1.40598,1.54262,1.73294,1.79804,1.85256,1.74558,1.66018,1.58738,1.53496,1.44968,1.3776,1.3919,1.25722,1.33408,1.38734,1.52554,1.51396,1.6692,1.64604,1.44958,1.1454,0.95668
480,"MUS","Mauritius",10.03924,8.38044,6.77334,5.58378,2.7957,0.28918,0.28918,0.28918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10692,0.43602,1.25076,1.26376,1.26376,1.15684,1.033,0.21826,1.64042,5.7918,8.72148,10.46734,13.49608,13.79826,9.91546,8.28418,7.46968,5.50594,6.02516,7.20186,7.55894,9.2783,9.1382,7.9912,7.83768,7.7705,6.45472,7.80754,7.76898,9.04502,10.31332,9.68724,8.1574,8.18844,7.2842,4.5494,3.63528
484,"MEX","Mexico",0,0,0.0555,0.11996,0.3433,0.43106,0.67858,0.89972,1.21522,1.54908,2.22858,2.69308,2.97814,3.24976,3.44676,3.33338,3.63988,4.41338,4.69894,5.01094,5.37156,5.48966,5.30248,5.42664,5.27792,5.05596,4.74906,4.15794,3.78114,3.63054,2.97318,2.55668,2.30812,1.9847,1.7062,2.10066,2.18632,2.36756,2.40258,2.47614,2.6292,2.67636,2.42714,2.03104,1.80918,1.44378,1.30058,1.3653,1.72052,1.74464,2.0642,2.50014,2.84316,3.40298,3.93994,3.92726,4.11094,3.92508,3.82856
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8912,49.89985,49.899,49.8913,40.73032,31.64606,22.56052,13.47882,4.3822,4.4382,4.41876,4.3964,4.41826,5.0033,6.18794,7.91046,9.92142,11.87134,14.09182,15.67108,13.23422,10.34946,7.47992,3.79738,0.1602,0,0,0,0,0,0,0,0
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5872,8.2539,8.57876666666667,8.222125,8.25212,6.13468,4.95056,3.10486,1.67442,0,0,0,0,0,0,0,0,0,0,0,0.0874,0.0874,0.0874,0.23984,0.23984,0.47114,0.51824,0.72638,1.18202,1.18202,1.0115,0.9644
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",16.81716,15.67648,15.87302,16.17856,16.83304,17.45738,17.84928,18.4928,18.82892,18.9989,19.04332,18.84476,17.74752,16.60926,15.74694,14.80734,14.09664,13.776,13.31384,12.70248,11.9694,11.46172,11.25218,11.19964,11.15434,11.5698,12.0578,12.3803,12.6302,12.94286,13.29608,13.68394,14.41772,15.1849,16.46206,17.55136,17.8085,16.88848,16.08192,14.48288,13.13094,12.62406,13.35294,14.05668,14.89996,14.68592,14.31378,13.80572,13.81596,14.27166,16.08818,18.08212,20.25156,21.84318,24.33564,25.99188,27.4741,29.10562,30.33612
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.8025,108.31635,107.057866666667,104.266975,102.6903,98.38502,93.54384,90.72396,89.8168,88.92158,91.27022,91.14294,89.3131,87.007,85.05944,81.69062,79.03302,77.77656
504,"MAR","Morocco",0.00926,0,0.00504000000000007,0.00504000000000007,0.00504000000000007,0.00504000000000007,0.00504000000000007,0,0.10914,0.13062,0.3646,0.45422,0.8382,0.93224,1.12874,1.30332,1.72886,1.55354,1.83282,2.11502,2.18072,1.95698,2.30266,2.10018,1.83318,1.7753,1.48388,1.4469,1.67974,1.44656,1.45566,1.45566,1.28392,0.87116,1.29514,1.50626,1.93032,2.5333,2.99718,2.77264,2.70758,2.36328,2.1666,1.8677,1.66826,1.8261,2.51528,2.98358,3.72526,4.74236,4.7287,4.55974,3.61886,2.61214,1.78454,1.364,0.76402,1.18882,1.69182
508,"MOZ","Mozambique",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05948,0.1004,0.1004,0.1004,0.1004,0.0409199999999999,0,0,0,0,0,0.0101,0.0101,0.0101,0.0101,0.0101,0,0,0,0.03168,0.03168,0.03168,0.03168,0.03168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"MMR","Myanmar",0.31114,0.41026,0.58168,0.71754,0.88146,0.97706,1.04696,1.17642,1.22254,1.2548,1.31674,1.28212,1.19434,1.20344,1.28164,1.30024,1.30722,1.3932,1.3963,1.43046,1.51822,1.6721,1.56242,1.57436,1.37974,1.13342,0.8956,0.67378,0.43362,0.27108,0.34042,0.19282,0.25476,0.29874,0.29874,0.11324,0.11324,0.0511600000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526,0.89738,0.94714,1.36358,1.55738,1.50478,0.66,0.61024
516,"NAM","Namibia",1.01232,1.01516,1.01088,0.9995,0.99464,0.99148,0.983,0.97786,0.97532,0.98438,0.95018,0.90872,0.8864,0.86384,0.83238,0.85398,0.84538,0.79536,0.7343,0.67034,0.62172,0.60254,0.6084,0.62334,0.63314,0.62186,0.61498,0.68476,0.69726,0.65954,0.64764,0.61838,0.44866,0.36678,0.39096,0.35932,0.34912,0.43266,0.49428,0.46388,0.52218,0.49408,0.5083,0.5059,0.54374,0.55874,0.64994,0.7208,0.8119,0.8944,0.92798,1.06192,1.05682,1.06438,1.19192,1.10574,0.92188,0.8537,0.8513
520,"NRU","Nauru",0,0,0,0,0,0,0,0,0.0413800000000002,0.1487,0.2858,1.20794,1.33338,1.41358,1.42066,1.42892,0.78282,1.09806,1.68894,2.39362,3.10192,3.84474,4.58852,5.18894,5.67878,6.21766,6.61356,6.92918,7.20332,7.42846,7.51712,7.53098,7.40678,7.14288,6.8792,6.61564,6.35188,6.08812,5.82436,5.5606,5.29684,5.0331,4.90842,4.9228,4.93718,4.97504,5.36144,5.2715,4.96232,5.09432,5.2524,5.11342,5.39314,5.75208,5.7231,5.72968,5.73192,5.7086,5.7287
524,"NPL","Nepal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13728,0.13728,0.13728,0.13728,0.24684,0.13334,0.13334,0.13334,0.13334,0.19808,0.1743,0.1743,0.1743,0.1743,0,0.0162800000000001,0.17668,0.17668,0.17668,0.17668,0.1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461799999999997,0.3571,0.5353,0.83708,0.91766,0.87148,0.56056
528,"NLD","Netherlands",60.39726,62.32396,63.65234,63.9685,65.2608,66.18234,66.17886,67.1859,68.79434,70.06126,70.47376,72.1331,73.0987,73.20492,74.50662,76.55918,77.78158,78.69478,80.93614,82.101,82.86722,84.5203,86.0805,85.95286,85.72398,84.78302,83.50408,82.2565,80.9027,79.65548,79.35778,77.90518,76.5572,75.73392,74.59748,72.2039,70.72868,68.50138,65.72648,63.0138,61.54208,60.43208,60.52324,60.39246,59.8602,60.51614,59.83096,59.2383,58.72622,59.08688,58.64524,59.65562,59.14308,59.13458,58.81994,57.7863,55.64282,54.48696,53.28218
540,"NCL","New Caledonia",15.36176,15.16708,14.90558,14.3195,14.7378,15.2252,15.4192,15.0776,15.46222,15.6318,15.41306,14.3753,13.68272,12.14906,11.54756,9.85994,9.3913,9.50568,11.31702,11.83144,12.82394,14.40946,17.44914,19.34366,21.46526,24.44946,26.5293,26.445,29.67652,33.61288,37.23524,41.07714,45.8707,41.96474,37.93602,34.10744,30.13862,27.3337,38.94234,40.334,42.79296,44.23632,44.35254,34.5502,32.6256,30.16626,29.6475,28.11796,28.65976,31.52798,33.17926,33.82784,34.6411,34.09848,33.30114,32.97326,33.0532,33.47808,34.01748
554,"NZL","New Zealand",11.51616,12.36292,12.5594,12.43014,11.4158,10.843,10.71328,10.74974,11.8272,11.86434,12.38022,12.34374,12.66672,12.08896,12.5199,11.64822,11.2101,10.25514,9.30908,7.91338,6.64522,5.00002,3.92744,2.36292,2.40622,2.095,2.90332,3.98638,5.91662,6.67684,8.33736,9.19268,9.35836,9.04402,9.14288,9.5308,10.3902,10.7795,11.26584,11.71504,11.4671,10.9212,10.54368,9.24502,7.24208,5.77068,4.49174,3.33794,3.0914,3.3533,3.3186,2.93794,3.46162,3.76916,3.8292,3.90014,3.96638,3.63214,2.76622
558,"NIC","Nicaragua",0.66462,0.80488,0.97184,1.44656,1.93988,2.07712,2.28546,2.30272,2.5735,2.4054,1.81552,2.20522,2.56872,2.2825,2.1815,3.3875,2.74866,2.37456,2.31882,2.23332,1.47942,1.9766,2.33504,2.76188,3.14328,3.05122,2.62958,2.04328,1.58738,1.47216,1.20026,1.29018,1.66382,1.63384,1.86032,2.41746,2.30358,2.44498,2.78498,2.77392,2.62082,2.77576,3.08166,2.96402,2.79072,2.73766,2.87782,2.61102,2.73808,3.20492,3.96348,4.40706,5.18418,5.2213,5.23508,5.11432,5.289,4.53486,4.54468
562,"NER","Niger",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"NGA","Nigeria",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000540000000000074,0.000540000000000074,0.0231600000000001,0.0256200000000002,0.0256200000000002,0.0250800000000001,0.0250800000000001,0.00246000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",4.54242,5.33424,6.33004,7.0935,7.88838,8.95564,10.3996,11.8794,12.30682,14.03774,15.00576,15.79864,16.17694,17.62812,17.7075,17.7483,17.54542,17.62796,17.65492,17.64676,17.79878,17.97244,17.93416,18.35354,19.30278,19.9908,19.68676,18.69338,17.194,12.72818,8.42208,5.12256,2.50592,0,1.04356,1.98822,2.76424,2.76424,2.76424,1.72068,0.77602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4077
807,"MKD","North Macedonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6404,7.2864,7.49653333333333,7.00805,6.9597,7.2557,7.20536,7.19868,8.19986,8.34156,8.15828,8.17938,7.8591,7.25508,7.34804,7.93232,8.05416,7.69772,7.40906,7.16576,6.7536,6.15272,6.20008,6.02298,5.73986,5.31284,5.10704,4.92308,4.88186,4.32004,3.39552,3.02376
578,"NOR","Norway",16.21584,16.41672,16.54792,16.5678,16.77036,16.83938,17.05776,17.19056,17.58948,17.5301,17.94072,18.05834,18.1624,18.17524,18.5105,18.36386,18.3964,18.24898,18.17936,17.35136,16.58514,15.77998,14.70904,13.42392,12.47486,11.3301,10.16138,9.67788,9.07486,8.90832,8.86894,8.73456,8.44352,8.42104,8.28398,8.34766,8.40952,8.44706,8.4136,8.19102,8.1297,8.23914,8.1848,7.66352,7.50768,7.14072,6.9038,6.72716,7.19566,7.19748,7.22122,7.03138,6.8932,7.1384,7.12192,7.1537,7.33078,7.16536,6.8693
512,"OMN","Oman",0.00535999999999994,0.00273999999999992,0.00267999999999997,0.00237999999999996,0.00237999999999996,0,0,0,0,0.01982,0.0537,0.11874,0.17092,0.17092,0.1511,0.11722,0.0521800000000001,0,0,0,0.76598,0.92226,1.15118,2.31258,3.09142,3.52154,4.315,5.00404,5.4958,4.92764,4.0866,3.48724,2.9894,1.36276,1.15208,1.0158,1.64276,1.92716,2.8439,3.53652,4.394,4.58602,4.61688,5.09292,5.16024,5.24552,4.53046,4.32356,3.5404,4.31684,4.04874,5.70808,6.42096,6.7088,6.0176,5.12416,3.01052,1.76916,0.84518
586,"PAK","Pakistan",0,0,0,0,0,0,0,0,0,0,0.05146,0.11866,0.25366,0.51612,0.77368,0.9928,1.16702,1.35248,1.47392,1.60396,1.83276,2.22756,2.45294,2.68688,2.82032,2.8413,2.65136,2.93462,3.09552,3.27236,3.51104,3.66746,3.82774,3.70592,3.95362,4.33952,4.85244,5.0643,5.5963,6.09084,6.76672,7.59188,7.70256,7.55266,7.70514,7.46472,6.60212,6.68094,7.40612,7.77544,8.47916,10.26982,11.76608,12.8884,13.59604,14.3107,14.12022,13.13652,12.63932
