"code","iso","country","GHP.raw.2005","GHP.raw.2006","GHP.raw.2007","GHP.raw.2008","GHP.raw.2009","GHP.raw.2010","GHP.raw.2011","GHP.raw.2012","GHP.raw.2013","GHP.raw.2014","GHP.raw.2015","GHP.raw.2016","GHP.raw.2017","GHP.raw.2018","GHP.raw.2019","GHP.raw.2020","GHP.raw.2021","GHP.raw.2022","GHP.raw.2023","GHP.raw.2024"
212,"DMA","Dominica",0.00305195023671936,0.00294787781694556,0.00338447398825252,0.00333490296218774,0.00360528936573966,0.00334761441369254,0.00309842293466531,0.00331908231333244,0.00318565926648648,0.00332132030685243,0.00342325726805844,0.00341524237586821,0.00319700681629596,0.00337465591722009,0.00350645057606701,0.00330449987365593,0.00338238720147133,0.00346034779699136,0.00347482762120167,0.00359032743843564
214,"DOM","Dominican Republic",0.00302196335617648,0.0031572772566384,0.00330803708201531,0.00333128960923622,0.00327850149305035,0.0033456083164181,0.00336760841472987,0.00333661518025587,0.0032994024599136,0.0033298351867096,0.00347942018935531,0.00358680724669653,0.00351380173295445,0.0036851090388112,0.00398130319576892,0.00377676610740841,0.00406966130896365,0.00424800159017175,0.00428812178293589,0.00439602587102924
218,"ECU","Ecuador",0.00396229301771533,0.00386274280113049,0.00408855870352693,0.0037904025569427,0.00404459251806893,0.00422679681707339,0.00432180140926332,0.0041896416141838,0.00431553119657219,0.00448676871388516,0.00420528463483172,0.00405276637295421,0.00395228663420764,0.00381565026485049,0.00388626269752193,0.00338130077612952,0.00367568553341139,0.00382870531628947,0.00392130723942218,0.00396574728216418
818,"EGY","Egypt",0.00310607679198802,0.00320460614004253,0.00328768101224994,0.00333813890720243,0.00337515305079057,0.00326763575207348,0.00343150771581162,0.00326906924646636,0.00324426626433217,0.00326124383627442,0.00318894156667168,0.003331412730175,0.00335607334570519,0.0031933256140441,0.00299716985378123,0.00306288553972267,0.00321499360399885,0.00302154821608739,0.00299526402947383,0.00302277154858215
222,"SLV","El Salvador",0.00188122115453083,0.00197529033790068,0.00197198998080473,0.00192104069662968,0.0018858788547947,0.0018529302774553,0.00181411345366102,0.00184896723793623,0.00170784459542042,0.00175976766508148,0.00184514985491038,0.00181315084863627,0.00171600856153581,0.00177227674114791,0.00196503633289903,0.00177372142365445,0.00191267831865418,0.00206532546441183,0.00217683377732083,0.00222475785872641
226,"GNQ","Equatorial Guinea",0.0159893130060001,0.0165914177438426,0.0158292649638352,0.0147690517972153,0.0118904473581352,0.0129446091842553,0.0119972157466446,0.0122541601006433,0.0120357574425441,0.0112552848721724,0.0107550677472975,0.0100161218656833,0.00865104505511261,0.00756207623732763,0.00615703998430148,0.00647740692359264,0.00639136308662605,0.00633603823855647,0.00543468774610968,0.00540954092358183
232,"ERI","Eritrea",0.0020189192782761,0.00190611341419847,0.00195113398378559,0.00189640368885199,0.00188075810338639,0.00183713037290294,0.00190146712432318,0.00190425545384201,0.00189128533051601,0.00189481707773003,0.0019007314117454,0.00190935959355932,0.00189743584217174,0.00190578484279537,0.00190010107648265,0.00188120004389897,0.00187573020858771,0.00186941282384166,0.00184810850357047,0.00182519070256756
233,"EST","Estonia",0.0155606357360848,0.0151441900093123,0.0179746233226093,0.0165078026467773,0.0140524127151054,0.0176298690492286,0.0176714516137765,0.0169001151678363,0.0184893385571331,0.0179765285351224,0.0156892422636422,0.0168072508051068,0.0177647646593973,0.0171444405604274,0.0125751008793033,0.0098398608812598,0.0106559840799496,0.0116330390210739,0.00894523122033943,0.00859443424671534
748,"SWZ","Eswatini",0.00294303981801384,0.00285114395235669,0.00290208341892063,0.00281650071304239,0.00276708599315249,0.00261025285800436,0.00248637240147789,0.00262513118379142,0.00284290029883932,0.00233172801600513,0.00239411135044367,0.00251039814492949,0.00241100306924688,0.00243217272834898,0.00249984280182429,0.00239830051648076,0.00238690727940016,0.00243933913728711,0.00231383172671477,0.00229684522637219
231,"ETH","Ethiopia",0.00119532574030591,0.00123223799309832,0.00131086899032977,0.00133725353980101,0.00135228107432682,0.00137502445781385,0.00133457544165294,0.00134734318930641,0.00136622867850726,0.00138869247914136,0.00139441442415049,0.00141103797917582,0.00140905230434534,0.00141320383348183,0.00147159886318063,0.00149591936765785,0.00142006807695934,0.00140955439704974,0.00143403052782812,0.00142870541215824
234,"FRO","Faeroe Islands",0.0167801720420481,0.0158771097715178,0.0161670590672499,0.0149007039802266,0.0136276600511386,0.0147188628404414,0.0134766781286927,0.0141595107058051,0.0153138046776589,0.0142450766251985,0.0143363486143359,0.0145491397151718,0.0158825547475142,0.0160649490422734,0.0160973331388263,0.0162186868684553,0.0164805022447971,0.0151478887354755,0.0148496192985817,0.0149905315565642
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",0.00268367515604456,0.00281978101329797,0.00272585677995785,0.00238541248193507,0.00226240823868688,0.00262061924499795,0.00249732639438491,0.00247568681328102,0.00263813379661639,0.00227363615792819,0.00258118905341376,0.00247265220076735,0.00265361413370106,0.0027130849945383,0.0028764924785262,0.00265474243169998,0.00229533436792637,0.00268139861682754,0.00278863102726444,0.00287817395371139
246,"FIN","Finland",0.0141055148582816,0.0163214095429651,0.01594142378838,0.0142098308114386,0.0134739910218892,0.0151339645280849,0.0135685746411606,0.0124597443237623,0.0124916654970085,0.0116703375726609,0.010950505859395,0.0114738834583272,0.0109167623143587,0.0111120662554278,0.0104906041000781,0.00951358670894431,0.00972233992957408,0.009579416111054,0.00871891048169921,0.00837710960584196
250,"FRA","France",0.00871460343544879,0.00845622608636095,0.00827358335032486,0.00812215386165672,0.00777240914361194,0.0078519242637896,0.00741832790019088,0.00744320265562576,0.00742694142532287,0.00689316371976497,0.00694341447484858,0.00695558975265432,0.00696152064178737,0.00666052886527761,0.00649698230891336,0.00586386549299058,0.00621966495662972,0.00595515780438365,0.00552692491265484,0.00537709166600121
