"code","iso","country","FCD.raw.1950","FCD.raw.1951","FCD.raw.1952","FCD.raw.1953","FCD.raw.1954","FCD.raw.1955","FCD.raw.1956","FCD.raw.1957","FCD.raw.1958","FCD.raw.1959","FCD.raw.1960","FCD.raw.1961","FCD.raw.1962","FCD.raw.1963","FCD.raw.1964","FCD.raw.1965","FCD.raw.1966","FCD.raw.1967","FCD.raw.1968","FCD.raw.1969","FCD.raw.1970","FCD.raw.1971","FCD.raw.1972","FCD.raw.1973","FCD.raw.1974","FCD.raw.1975","FCD.raw.1976","FCD.raw.1977","FCD.raw.1978","FCD.raw.1979","FCD.raw.1980","FCD.raw.1981","FCD.raw.1982","FCD.raw.1983","FCD.raw.1984","FCD.raw.1985","FCD.raw.1986","FCD.raw.1987","FCD.raw.1988","FCD.raw.1989","FCD.raw.1990","FCD.raw.1991","FCD.raw.1992","FCD.raw.1993","FCD.raw.1994","FCD.raw.1995","FCD.raw.1996","FCD.raw.1997","FCD.raw.1998","FCD.raw.1999","FCD.raw.2000","FCD.raw.2001","FCD.raw.2002","FCD.raw.2003","FCD.raw.2004","FCD.raw.2005","FCD.raw.2006","FCD.raw.2007","FCD.raw.2008","FCD.raw.2009","FCD.raw.2010","FCD.raw.2011","FCD.raw.2012","FCD.raw.2013","FCD.raw.2014","FCD.raw.2015","FCD.raw.2016","FCD.raw.2017","FCD.raw.2018","FCD.raw.2019"
36,"AUS","Australia",0.120796243514969,0.127500540931498,0.131578578098879,0.136414700809015,0.140533439528505,0.149591259614174,0.15536543829159,0.1577016220026,0.161226659367891,0.172363711019447,0.166824940059412,0.158953764260676,0.161003538430376,0.174289774166067,0.181104478248574,0.180986914434209,0.182724378308079,0.203132223729365,0.21221295393517,0.252565119807861,0.285032131269145,0.362405747487586,0.358514130748809,0.364450615833668,0.379708971156963,0.309166089703302,0.35035800262537,0.374455621074895,0.333562332405418,0.350285350906921,0.23851946613535,0.334073712125344,0.299437068345497,0.295356702845299,0.30475008337099,0.312022252152191,0.279579651622159,0.286261391513774,0.296552846855566,0.345527895782939,0.289121084844461,0.315699194604518,0.26735396036119,0.287804464018281,0.262891745282018,0.297706950304117,0.301147772976441,0.295299272054486,0.293699478441291,0.295414953207208,0.251886283443988,0.292537737138423,0.154606340730856,0.136920226725631,0.115433392613454,0.101313430175047,0.106733322813316,0.083596181705479,0.0909658721926349,0.0948010500654551,0.090578807781645,0.087046957756113,0.0822553684126662,0.0834377432877484,0.081922002788764,0.0817010694499374,0.0876483451758824,0.0851025649968786,0.0846755185854312,0.0809563755854185
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000038189485025629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"BHR","Bahrain",0.230802519594173,0.230802519594173,0.244119994366461,0.258052624303029,0.270209412294529,0.283123202831232,0.295587915670508,0.304916783127939,0.31649523174947,0.327694261254244,0.334302427633288,0.354842252160224,0.374152413164082,0.396612710670458,0.421207212731355,0.448039472810902,0.473831191516801,0.487537285141132,0.425058186118766,0.328040890287707,0.199252244627957,0.203773102177382,0.208194420671457,0.212519397381528,0.214703392679354,0.210828659770992,0.196483084456083,0.151780694244491,0.137051716617199,0.117135460610533,0.133644479403061,0.133052145397988,0.143844779505909,0.169751058421663,0.199093180030216,0.222069793574791,0.215302091605197,0.211494740806101,0.204571895817158,0.19217881252779,0.163392991136804,0.207791875759144,0.223395242001763,0.25639301533692,0.317970471500322,0.35183507263121,0.355235435444932,0.318650135849787,0.266722697462311,0.186020546638034,0.113016435814818,0.104732824468971,0.110572779303325,0.0986946538705648,0.102124824594092,0.129253679287095,0.149548440506192,0.150257245760683,0.209109101668209,0.171395252907323,0.208741504374362,0.200173026313912,0.133254589915164,0.188692787888118,0.17924384330296,0.177126885064632,0.154730777387373,0.177446377356711,0.17744637735793,0.177446377358648
50,"BGD","Bangladesh",0.000161973385874269,0.000182487162055217,0.00020061844901809,0.000211493673352409,0.000221610514733549,0.000238232135477705,0.000254732637957374,0.000263014337456559,0.000278843997332533,0.000286097692305994,0.0002955169318085,0.000290857248389029,0.000298228156363613,0.000310202567483352,0.000314081665487705,0.000317744222498971,0.000329309556338814,0.000340778386781843,0.000344107168802814,0.000355205738705244,0.00344890467024723,0.00363427240700597,0.0715630415193418,0.0804144437250809,0.0879380235074834,0.0958795991381105,0.100786912491815,0.105691201072684,0.110525488045164,0.118211811410573,0.124009770160158,0.130123632038649,0.134857089724353,0.137536953392435,0.132919332424696,0.133000756218154,0.131624015118622,0.127238800852534,0.125732879869564,0.127126540676902,0.127726748270847,0.128317730285544,0.125239245992069,0.120038369473349,0.135706029041677,0.134793536697622,0.133252222865445,0.12810510946149,0.132096756796329,0.127319311267113,0.119444281721699,0.108109066317605,0.0996363966249626,0.0896251481291103,0.0841593170761767,0.0794508627878203,0.0757879594338043,0.0724790471783296,0.0690650795993902,0.058075615397655,0.0435851728160898,0.0538504704727724,0.0650899512110895,0.0586260825817875,0.0511644173879777,0.0457836504772705,0.0467106363403229,0.0453494209440787,0.0470388063905458,0.0479908259097239
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000972518950717774,0.00103342070961995,0.00121854432016794,0.00118320212239432,0.0069944051981393,0.00796529223401084,0.00693041335373463,0.00751771110862779,0.00689508746331978,0.00665987011899274,0.00400318185788545,0.00392241586457806,0.00474566985486465,0.00466268689599834,0.00563979265204253,0.00547182791471044,0.00373421474599285,0.00513583765592816,0.0188730424805785,0.012342367780912,0.0102768918894689,0.00758994610607042,0.0128336607891548,0.0146604565363644,0.0154494153022064,0.0276393323413738,0.0170372513069905,0.0261199210102709,0.0164250150765188,0.0151779148501582,0.0159800375146584,0.0164147365476732,0.0110188276683644,0.0123765820034517,0.0171698732804186,0.0271457365128241,0.0185501851765673,0.013671248056821,0.0100208216306355,0.00591318934223472,0.00779637843469501,0.0132981558609245,0.0194572733730485,0.0141365726797643,0.0150463923115508,0.0396033363794665,0.0376778724025802,0.0288900478707833,0.0276320246325225,0.0160214055356111
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",0.293631860500427,0.332223919664727,0.305654424767421,0.291979351770509,0.278664251758269,0.295257119244882,0.342944822044625,0.287320066231902,0.294019166981763,0.303397893433515,0.272364449836521,0.297707180870912,0.29495730549899,0.337036488014204,0.25923304528816,0.275045029944985,0.317447172842105,0.327139437937148,0.309404133189765,0.30907907413335,0.29832479861989,0.290543818989079,0.28325602184754,0.306998491359541,0.297816141456897,0.31216803173082,0.323172265263228,0.304876581283649,0.296586374983305,0.310591149912244,0.298653948020668,0.26698357762548,0.308336275189553,0.281726250714544,0.285478682148254,0.305360522549016,0.277601608882341,0.286423118586764,0.281282563919766,0.306916417250708,0.311016374342285,0.330115909924294,0.318198911000523,0.335831923604521,0.335482354356161,0.341453481132331,0.308602234867441,0.280019425532412,0.269436974341479,0.314442566042308,0.279436583071603,0.295519357182479,0.248279192878058,0.290885425851402,0.258347231143658,0.279896612867533,0.256995118215822,0.22548484932883,0.287076148847935,0.341191649189326,0.349271270225534,0.271073838542265,0.271674918141765,0.297634918598768,0.300338791430326,0.341975367494849,0.371600719537751,0.359694264561639,0.345807583647496,0.342961968832235
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000236557083328893,0.15280542357818,0.0814419590239329,0.0773845821286686,0.000211242796264557,0.000200109714693641,0.000197235770879627,0.000206226931548783,0.00570695994101558,0.0105178126371604,0.0336215280628379,0.0274986972799875,0.0310033546331489,0.0268870953333357,0.0404322895528371,0.0202764859068824,0.00989171614440724,0.00613012558171428,0.00119599619324672,0.032123495104422,0.0437934183660682,0.049280873204354,0.393242731006276,0.396546852811792,0.397801674369447,0.377885224494716,0.3624597672333,0.327863351725059,0.297588296093075,0.292254568393235,0.277688670522282,0.246618882504292,0.21744514332715,0.176449928073537,0.158774283341625,0.167472983462095,0.148942842015977,0.152834565737538,0.154093207078271,0.138216950557224,0.12065984300765,0.121056909986697,0.120534473319609,0.123288347257755,0.113853546564557,0.0752121586118515,0.0569608852732579,0.163830264903416,0.104881993896504,0.0634949257281524,0.0625043811007949,0.0614308302535392,0.0587510435864342,0.058804662355996
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00000342387878531442,0.00130445551157134,0.000614427608644333,0.0000236970363700159,0.0000294913477041915,0.000437794299566269,0.000462805675407791,0.000383528887739251,0.000335375467003975,0.000301694360079039,0.000289655171744115,0.000268822244020982,0.000263262676300809,0.00026837667906184,0.000267719924184071,0.000250273076250359,0.000247016916405294,0.000222622764183174,0.000204719622072701,0.000185758921279434,0.000162461268699771,0.000129838277997411,0.000111285964565086,0.0000871308796696372,0.0000535167029169067,0.0000278193363156494,0.000009785117643904,0.00000564517146373485,0.000000577086667631034,0.0000130631024673308,0.0000265409437212195,0.0000103036065179841,0.00000471392243344019,0.000000407584195169622,0.000000158409378509822,0.00000987261326306023,0.00000223767826364,0.00000167562370669115,0.000000779402774875241,0.00000276008159038654,0.00000695416379514896
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152442714955872,0.00828342440380551,NA,0.0848333013256206,0.0708439323664317,0.0619862406979386,0.0570296883265903,0.0628320421576496,0.0765549110394494,0.103564769007203,0.122309738827423,0.133591372416605,0.141137313855546,0.190640664622232,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0112929797436911,NA,0.000146769655585123,0.000163244067618336,0.000360798315460029,NA,0.00198391694994731,0.000721521758272315,0.0000432349771316249,0.0000621482991939494,0.000221710458762056,0.000164800602947062,0.000406502496198747,0.000454937137959607,0.000640057469907267,0.000119946121185258,NA,0.000367331084527131,0.000520960170236914,0.00046878539636027,0.0151596830180222,0.0169626976189626,0.0172939027653814,0.0174755101604147,0.0196238377856715,0.0220937433821498
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",0.341390747018584,0.331770002548958,0.339287028258681,0.329826104337233,0.339786833504249,0.331069844415424,0.321985512308572,0.315274262957513,0.331213255087397,0.339501429654936,0.324760403063082,0.309766150383371,0.315274927733884,0.325822441541082,0.294917153059784,0.298540892450078,0.299809405898404,0.300918438087583,0.297875252353782,0.282310648975302,0.286932174210756,0.277564476186544,0.243616778126361,0.267717005041654,0.278824438921604,0.259551289535662,0.302207378294426,0.291824246574336,0.284012359028845,0.279673797731488,0.262296721854614,0.270927634534331,0.276028628739565,0.263021288821881,0.27509938431593,0.278299957021401,0.260084442305181,0.265915252661448,0.284900757927992,0.280567455924,0.313986686152467,0.303938920078708,0.301140322260868,0.305713981899208,0.289556766656681,0.309376408424235,0.285128380774779,0.281039833434015,0.302217051885637,0.326917591881554,0.331385926851235,0.32247060240373,0.335341312517353,0.33290736755188,0.318377078768821,0.324737057385206,0.31952564776413,0.324439954649256,0.317137373980256,0.30124626286897,0.305425098984318,0.324836690699957,0.317415014803639,0.312005305343819,0.33165842944475,0.330889286987819,0.330162543517782,0.329780356257803,0.343388753288739,0.33086287274022
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00424927844732682,0.00160595523021107,0.00369743580273874,0.00102146994395671,0.000736010461429036,0.000948493155354763,0.000204111586926396,0.000650495520943318,0.000689550026910855,0.00027768684518675,0.000286028257083404,0.000250434177122806,0.000494436772911062,0.000324851717556085,0.00024826275732084,0.000243919751272941,0.000238926857776295,0.000234463154841009,0.000137596131289505,0.000301380042566816,0.000345252295762208,0.0000449207045972403,0.0000447856832443829,0.000044785683245146,0.0000447856832448415,0.0000447856832453327
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0330594875554043,0.0287763024045087,0.0268992921875224,0.0226330757949751,0.0233074350886242,0.0255047263272661,0.0598537021551182,0.0542651024092954,0.0430366397667918,0.106887384553313,0.106907685481144,0.11529841188263,0.104257637788888,0.101711087775155,0.128661073643721,0.134404261136102,0.175907189536032,0.206896364036159,0.173924590102814,0.138912634955602,0.163654476644158,0.179514979009127,0.265501823702052,0.188205124420814,0.159573252147125,0.167638014018577,0.18156131524371,0.113457519243895,0.113045825805889,0.107077340414431,0.111619486262915,0.118185013649592,0.144462139619434,0.143363156013779,0.105334381296889,0.133200808828763,0.103670823516605,0.103676677684422,0.103684090467734,0.103724106094574,0.0801789285569491,0.127365551702807,0.103553657932406,0.134882147000673,0.142216130850458
100,"BGR","Bulgaria",0.0335913020758488,0.0423895705836259,0.0385337442587574,0.0320904163971082,0.0288216589662333,0.0332320807808543,0.0397223649559556,0.0495662862481229,0.0458038106822876,0.0378786860588023,0.0269403669579186,0.03221033175373,0.0388196406046291,0.0434958854412751,0.0319176781564974,0.0222207020307193,0.0148004104156983,0.011765573484767,0.00800609902446266,0.0444915750146361,0.141417450199641,0.145223236406225,0.140781655085337,0.0950636993128367,0.106937367765273,0.0807797266609393,0.100575959091967,0.0548706717990834,0.206795937600717,0.0437803466153451,0.0273431962840288,0.0143626868595665,0.0175772518836517,0.0301088413346267,0.0341313670598314,0.0211330894148079,0.0204716010551382,0.0189561250056198,0.0190657196618302,0.0214161085716447,0.0322425862112661,0.0251630268431561,0.0219265768179685,0.0150719805710923,0.015708856366297,0.0184422754689839,0.0194068687525693,0.0249886675695567,0.0201917666618027,0.0235404182055269,0.022255888830982,0.021211333915152,0.0227545853847872,0.0162243201052196,0.0179103802464539,0.0094199319318739,0.0169661990534475,0.0250401680017695,0.0246255601457156,0.0271055232249463,0.0510774006781723,0.047835261242342,0.0486424420789039,0.0516204207046712,0.0515045693699433,0.0542956473551227,0.0560230904652689,0.0577504597611643,0.063695297160968,0.0556125893559208
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
