"code","iso","country","PTI.raw.1961","PTI.raw.1962","PTI.raw.1963","PTI.raw.1964","PTI.raw.1965","PTI.raw.1966","PTI.raw.1967","PTI.raw.1968","PTI.raw.1969","PTI.raw.1970","PTI.raw.1971","PTI.raw.1972","PTI.raw.1973","PTI.raw.1974","PTI.raw.1975","PTI.raw.1976","PTI.raw.1977","PTI.raw.1978","PTI.raw.1979","PTI.raw.1980","PTI.raw.1981","PTI.raw.1982","PTI.raw.1983","PTI.raw.1984","PTI.raw.1985","PTI.raw.1986","PTI.raw.1987","PTI.raw.1988","PTI.raw.1989","PTI.raw.1990","PTI.raw.1991","PTI.raw.1992","PTI.raw.1993","PTI.raw.1994","PTI.raw.1995","PTI.raw.1996","PTI.raw.1997","PTI.raw.1998","PTI.raw.1999","PTI.raw.2000","PTI.raw.2001","PTI.raw.2002","PTI.raw.2003","PTI.raw.2004","PTI.raw.2005","PTI.raw.2006","PTI.raw.2007","PTI.raw.2008","PTI.raw.2009","PTI.raw.2010","PTI.raw.2011","PTI.raw.2012","PTI.raw.2013","PTI.raw.2014","PTI.raw.2015","PTI.raw.2016","PTI.raw.2017","PTI.raw.2018","PTI.raw.2019","PTI.raw.2020","PTI.raw.2021","PTI.raw.2022","PTI.raw.2023"
308,"GRD","Grenada","3.0416","3.0667","3.0173","3.0627","3.0695","3.1254","3.1732","3.3656","3.4869","3.5664","3.5512","3.883","3.9822","3.9629","3.8787","3.8213","3.7139","3.8647","4.0469","4.334","4.2453","4.2236","4.1413","4.0754","4.7232","4.6776","5.0294","5.1078","5.2049","5.3426","5.9742","6.1933","6.3386","6.5338","7.3617","7.3186","7.3027","7.286","6.8585","5.7933","5.3569","5.4427","4.6326","4.0057","5.8885","6.9044","7.0707","8.0997","6.5063","8.7603","7.5108","15.1786","9.8416","9.6964","9.8198","9.5003","9.3131","11.9106","10.0361","9.6886","9.8605","9.5713","9.4561"
320,"GTM","Guatemala","3.689","3.8781","4.5284","4.8271","4.4638","5.903","5.8637","6.6882","6.3846","6.9284","6.3725","7.3043","5.837","7.0368","7.4623","9.8184","9.9379","9.2521","8.8527","8.3331","8.7198","5.6302","7.0808","8.5648","8.5444","10.0298","9.7237","10.6147","10.5514","10.7227","10.7949","13.1139","12.4087","12.8533","13.623","13.3404","15.3365","13.7523","11.4788","12.9912","14.4856","14.5852","14.6916","16.752","19.4821","16.2524","16.9168","12.1052","12.1674","17.2124","14.9721","17.2737","17.8168","18.1349","14.6703","14.1299","16.3418","15.0836","15.0689","18.8821","15.2706","12.5456","13.6706"
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea","0.2532","0.2605","0.2703","0.276","0.2767","0.2816","0.281","0.2841","0.2842","0.2849","0.2266","0.2303","0.2409","0.2982","0.3011","0.2918","0.3252","0.3444","0.401","0.2737","0.29","0.2916","0.2925","0.2829","0.2541","0.247","0.2747","0.259","0.2724","0.2816","0.2955","0.3051","0.3467","0.46","0.5385","0.4936","0.4657","0.5852","0.6043","0.6269","0.645","0.5246","0.5304","0.5803","0.5653","0.5677","0.5808","0.6158","0.67","0.5689","0.8487","0.7055","0.8444","0.5574","0.5772","0.5819","1.1048","1.1728","1.3657","1.2844","1.2461","1.0889","0.7502"
624,"GNB","Guinea-Bissau","2.8327","2.8326","2.843","2.8339","2.8106","2.8147","2.7094","2.7123","2.7146","2.7182","2.8044","2.9013","2.9354","3.0132","3.1346","3.33","3.5164","3.749","3.6703","3.8252","4.1806","4.3403","3.8621","3.5911","3.5965","3.9823","4.1223","4.0129","3.8746","3.7584","3.7487","3.6625","3.6268","3.6327","3.5962","3.6128","3.3161","3.463","3.1693","3.3377","3.366","3.3384","3.5484","3.3534","2.2755","2.8384","2.8185","3.0232","3.4999","4.0069","4.1202","4.4884","4.3661","4.3596","4.5568","4.6455","4.9053","4.6567","4.359","4.5249","4.255","4.0894","4.0607"
328,"GUY","Guyana","12.227","10.6335","13.2415","12.1646","13.8595","13.3345","13.4687","10.9699","14.8758","14.2154","20.6454","22.4676","26.9539","19.3163","23.2733","21.0592","16.4042","13.4265","23.5245","14.1116","23.7235","11.0497","7.9857","20.0414","19.2459","33.7624","17.7685","11.1807","10.9909","11.5463","9.1069","6.9768","8.1973","8.0839","8.5309","11.1193","9.0538","9.6122","16.8014","10.9889","10.5857","12.0122","12.362","11.9739","15.1417","14.1053","35.9052","29.1646","17.0409","17.3059","28.7598","34.0817","30.3293","30.4124","30.291","37.1415","23.8937","24.8203","21.0458","27.7826","25.6064","23.0977","25.9946"
332,"HTI","Haiti","4.7747","4.8612","4.9473","5.0339","5.1486","5.156","5.2707","5.3937","5.4989","5.6219","6.3098","7.2978","7.1238","6.8102","6.7721","6.9252","7.5218","7.8523","8.1088","6.1098","5.3103","3.4456","3.1485","3.2479","3.2203","3.2038","2.9855","2.8175","2.8459","2.582","2.6781","2.9713","2.8493","2.8522","3.0735","3.7597","3.9057","4.646","4.4938","5.4507","5.5229","5.3049","6.3776","5.3194","4.8943","5.0567","5.0337","5.0461","5.8352","5.958","4.5086","28.2271","4.712","5.5068","4.2141","3.9369","4.8685","9.1606","10.5499","6.0659","5.5872","5.2751","5.1097"
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras","3.2457","3.2933","3.3247","3.3115","3.4724","3.4621","3.7754","3.9793","4.1358","3.8125","3.9816","4.0053","3.618","3.4055","3.7769","5.1435","4.1242","4.5274","3.3687","3.9395","3.6979","3.1924","3.2003","3.6899","3.3099","4.0587","4.326","4.8804","4.3253","3.4417","4.899","5.6957","5.3825","5.1272","4.1955","6.7346","8.0998","7.7606","9.7635","10.0255","9.1227","5.8627","7.0474","6.6899","9.499","11.1466","11.3015","10.0321","8.7639","9.5501","11.3882","10.0482","13.4961","13.7312","16.8532","14.3503","13.3671","15.6788","13.674","16.2693","13.8619","11.9191","14.597"
344,"HKG","Hong Kong","45.1376","53.3489","60.9597","55.7667","49.2542","48.1382","51.2721","58.1805","67.2409","76.3718","93.1487","96.1557","77.3617","68.7247","83.9854","91.3909","112.8232","132.8698","142.451","147.0855","132.554","133.9942","140.8229","135.3146","132.3084","115.0954","118.8628","114.4711","126.2815","117.9419","105.3167","92.7119","74.0699","73.0963","74.4784","72.2178","89.6652","85.9799","82.1074","84.7111","86.2779","83.835","77.2565","79.6897","81.6991","92.4068","78.7654","79.1858","88.9865","102.0824","102.1271","108.4026","109.5001","108.6869","112.5935","112.6562","115.7014","116.6081","115.9299","147.0861","142.7603","138.9702","141.7143"
348,"HUN","Hungary","13.9313","14.0466","14.9166","16.4819","17.9531","16.856","20.3058","22.1811","21.731","24.9749","28.637","29.5741","33.4852","37.6722","43.4215","38.0617","41.798","42.5912","44.6988","41.7172","42.617","42.2267","44.2084","46.3127","38.0139","38.8154","37.1549","35.923","35.501","19.2335","10.8051","9.5088","8.91","8.6077","10.3756","12.3349","12.3562","8.9717","10.2809","10.1986","10.8548","11.8983","11.9903","12.452","11.2698","11.6346","12.5234","9.9403","9.2166","9.0913","10.0009","10.6704","11.8161","12.3051","12.094","13.1166","14.6956","14.5803","14.0137","15.6891","15.3245","11.0617","9.6428"
352,"ISL","Iceland","20.6173","23.5212","24.8962","26.6577","27.8061","27.2564","28.4586","31.204","29.0281","29.9794","32.6075","32.5358","34.1323","32.9827","34.5063","34.6481","34.645","35.8435","36.0737","32.7948","34.0907","35.9441","33.7595","31.8245","30.4089","29.4242","28.2997","26.2778","24.2297","26.3035","27.555","24.1589","26.4353","23.1453","24.9036","18.5142","20.6228","21.507","21.5981","20.7226","23.0193","23.1742","20.9598","23.3823","20.9143","22.8137","25.3345","22.0087","20.4074","22.7872","24.2805","26.2078","30.8754","38.0096","26.8498","32.4875","24.9546","24.4521","21.6964","22.8149","24.047","21.328","16.6526"
356,"IND","India","1.857","1.8731","1.9669","2.0605","2.013","2.3473","2.6866","2.6364","2.5849","2.8462","3.1307","3.2459","3.3441","3.0435","2.9011","3.5073","4.0218","4.584","4.7346","4.9559","5.2429","5.1288","5.6473","6.7982","7.4469","7.8772","6.6939","8.8622","9.9397","10.2197","10.7477","9.5745","9.1187","9.8106","9.7678","10.0188","12.3921","12.9166","14.6762","13.2308","13.6331","12.7422","13.0434","14.3732","15.9538","16.8705","16.9032","18.8392","21.3435","23.6204","23.728","19.8519","17.3638","18.4329","20.7265","20.0657","20.5259","20.7867","22.4564","26.2294","23.2851","23.5396","24.5653"
360,"IDN","Indonesia","3.1708","3.1649","2.7634","2.5029","2.6949","2.6874","2.271","3.2162","2.9705","2.6349","2.5187","2.901","3.4488","4.0076","3.928","3.7204","3.7171","4.1189","4.3259","5.9739","7.0287","8.6856","8.3334","9.1894","9.3906","9.8046","9.4448","9.9938","9.974","9.7782","10.6293","11.1135","10.2109","10.1993","8.3062","7.6561","6.8649","7.3106","6.519","5.9616","6.1393","6.6888","7.9112","7.1012","7.3457","7.4714","7.7828","7.1484","8.1202","9.6537","10.3894","15.0672","13.2982","15.3354","17.2726","15.9691","20.5016","19.0722","14.9568","14.3204","14.3334","13.6778","12.7268"
364,"IRN","Iran","1.3919","1.5004","1.4489","1.6031","1.6907","1.6039","2.0171","2.0179","2.0882","2.1672","2.8188","2.9322","3.8476","4.4636","4.9677","4.9682","5.6504","5.0331","6.4977","10.5568","9.6338","12.2896","12.7964","12.7536","12.6123","11.0485","12.1212","13.3485","14.9021","16.0951","12.6802","12.5406","8.7959","9.8367","10.0815","10.1539","9.7808","9.3899","10.3069","12.5477","9.6313","9.8779","10.758","12.1154","12.814","14.6866","11.5459","12.2215","11.5963","12.2709","7.3022","6.7736","9.0063","8.525","6.4178","5.4071","7.5903","6.4411","7.4391","6.1476","6.176","6.4693","6.5861"
368,"IRQ","Iraq","0.6631","0.6574","0.6029","0.6108","0.6214","0.7521","0.8006","0.7934","0.9399","0.9894","1.1364","1.1384","1.0728","1.0283","1.0894","1.121","1.2042","1.5645","2.0808","1.9744","1.6059","1.9432","3.144","3.9834","5.0803","5.5916","5.9778","6.3966","7.2229","7.2175","3.4999","6.8241","8.7022","12.0282","9.8131","9.378","11.011","12.984","13.574","12.077","10.981","12.618","7.1676","2.4903","6.5133","7.3273","7.1972","8.8412","8.8786","7.2241","6.7483","5.3014","8.0316","2.9921","3.7909","4.011","6.9714","10.4371","9.5867","5.7165","4.9734","8.0091","8.2828"
372,"IRL","Ireland","27.785","30.4476","32.7396","33.9738","34.0936","43.863","46.4142","48.3473","51.2773","52.3287","52.0011","60.4763","61.8058","49.1969","54.3214","54.6655","56.5995","58.0512","51.5773","46.4037","46.7668","48.4937","51.8309","50.1509","47.7599","54.8328","56.2615","59.6521","60.1606","62.5637","63.7734","63.4791","62.0211","63.8288","64.7722","60.8942","55.4199","54.0681","51.7427","46.3825","44.705","44.1008","42.6016","41.3971","43.3523","43.9464","40.1781","36.2709","39.8526","40.4915","44.1269","42.8101","44.1058","40.432","42.6675","43.6166","45.4968","43.2792","43.014","44.5659","45.5836","39.9412","38.9266"
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel","16.1749","15.2834","12.9975","13.9588","14.9662","13.2324","14.6421","15.4349","17.6635","18.8921","19.8336","20.2494","18.5183","21.4667","24.8944","25.4519","26.498","27.2854","26.8916","23.995","20.9058","23.677","25.4934","25.4964","24.0706","22.7747","23.3584","27.0088","25.3226","24.8986","24.2336","26.0011","26.6142","26.8918","27.5417","24.5255","29.0324","29.0204","21.1145","20.553","18.5146","18.6699","19.4515","25.1623","24.8903","26.1005","22.8917","22.4208","18.9443","19.7997","18.8189","20.2915","15.3145","12.6868","13.2905","13.1547","10.8004","10.6837","11.6643","13.7332","13.3421","13.8452","12.4018"
380,"ITA","Italy","16.4983","15.994","15.7815","16.6018","18.343","18.7181","18.8914","19.1641","20.3472","21.4756","27.1321","27.4932","24.3321","20.733","24.5022","24.6366","29.2581","35.4444","36.4114","32.9414","31.637","31.8797","31.5474","32.6854","32.7679","33.0816","35.8233","33.2842","29.8818","31.0135","31.1784","30.0265","29.4654","29.6395","28.3974","29.7125","26.762","26.7136","26.227","26.2393","22.8285","22.584","23.3163","22.2433","20.9434","22.1894","21.6354","17.0951","18.7458","17.1776","18.0146","16.5703","17.3274","17.2404","17.3992","17.0105","17.161","15.2701","15.7694","18.8211","13.1215","12.8401","14.2198"
388,"JAM","Jamaica","5.018","5.4739","5.5428","7.1972","6.6152","7.6065","11.2251","9.337","8.9722","10.0926","11.281","11.3054","11.6312","17.3593","13.3253","7.7092","13.1156","9.2287","9.3538","11.4633","11.3809","11.906","10.5742","17.208","10.571","10.3139","15.9896","16.0673","14.6517","14.3881","12.2076","12.8708","13.2954","13.524","12.928","13.7617","15.2439","14.1642","14.3987","14.8721","14.5856","13.0655","14.5418","17.3217","15.9035","10.1496","6.4198","7.5692","11.8727","13.0179","15.7986","16.6397","15.4826","15.359","10.5273","14.1408","11.273","20.2889","16.6281","14.3502","13.9086","13.0388","14.2514"
392,"JPN","Japan","36.7127","37.7495","41.7045","42.1121","45.2376","50.0804","55.07","57.4306","58.5453","55.8473","57.0387","62.7722","68.184","60.925","55.8479","65.2485","66.6154","69.4792","74.532","63.6095","64.9778","66.8355","70.7486","71.5485","68.7444","70.9824","72.3764","69.4874","70.1779","67.474","68.43","69.2656","72.293","70.6222","64.7516","63.2746","62.2068","59.9203","61.0035","62.57","56.3995","54.0298","54.6304","53.3769","52.7171","53.526","57.2579","41.8933","39.4014","47.8459","45.0543","44.6618","44.9539","43.9024","42.7903","42.6014","44.7733","43.4864","42.5547","42.4844","40.3766","37.9247","34.1816"
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan","1.4511","2.6535","2.0063","2.4177","1.9224","1.3705","1.9183","1.5723","2.1152","2.4466","2.4168","2.3861","3.161","3.3678","5.5918","5.196","5.9885","6.4168","9.4016","10.4069","5.7895","10.3256","9.5474","12.7464","5.6751","2.9808","4.7225","12.0208","6.776","13.2525","11.4934","8.0973","13.8434","14.8593","12.8868","21.3784","17.3492","9.7978","10.3427","9.5329","9.9446","18.6322","21.0515","7.9404","8.6849","8.0207","11.0107","12.5412","11.879","13.3446","13.3576","11.4414","5.7292","7.03","7.9954","7.9124","10.7151","8.8716","8.7604","9.0244","8.9144","9.1242","11.6824"
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.9744","4.8969","2.6677","1.9754","2.2713","1.7215","0.9845","0.9579","1.0579","1.1415","1.3788","1.5112","1.6518","1.5935","1.6109","1.7486","1.6977","1.9216","1.8501","1.9957","1.7766","1.8673","1.9375","1.9752","2.0148","2.2362","2.1866","1.9088","2.3612","2.0956","2.0095","2.0524"
404,"KEN","Kenya","1.5913","1.7432","1.7143","1.8358","2.0983","2.8529","2.9362","3.2469","3.7075","3.7806","4.0909","4.2654","4.2005","4.4376","3.4241","3.6493","3.1764","2.8308","2.2429","3.7697","5.2419","4.4457","5.6461","5.4924","5.0735","4.9924","5.643","5.5912","4.998","5.3849","5.5776","4.7548","5.4376","6.472","4.2247","7.8957","7.1567","6.3227","8.024","7.1153","6.6819","7.3362","8.3246","7.1689","7.8804","7.7596","8.5616","8.0255","7.7072","7.3977","7.8399","8.2081","10.7481","8.8675","7.8309","9.7575","11.7976","9.2998","10.3429","11.9061","10.8942","7.4058","8.5166"
296,"KIR","Kiribati","0.8886","0.8944","0.8163","0.9912","0.9963","0.9076","1.031","1.0428","1.0509","1.0589","1.0689","1.0829","1.0947","1.1008","1.1068","1.1128","1.1188","1.1248","1.1326","1.1386","1.1507","1.1685","1.1903","1.181","1.2024","1.2236","1.2235","1.2288","1.2338","1.2479","1.253","1.2742","1.3655","1.3732","1.4075","1.4368","1.4368","1.5635","1.5635","1.849","1.9568","2.1769","2.1613","2.2256","2.2427","2.2882","2.4408","2.4992","2.7334","2.6247","2.6793","2.7353","3.2688","2.705","2.7483","2.768","2.8005","2.8379","2.8735","2.9188","2.9283","2.9067","2.9379"
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait","136.1982","136.2395","142.1634","148.1266","154.0498","159.9737","171.7938","183.6339","189.6894","196.0097","199.6745","220.1695","218.1889","220.2104","226.6463","217.5057","212.2471","227.7952","265.5541","321.0043","175.5116","159.3905","189.0603","139.2013","164.2107","140.3399","178.6051","131.3143","137.5642","113.1563","55.3849","48.2203","70.626","84.7669","86.3798","93.6249","91.1429","100.5495","95.7256","54.4094","44.9327","49.3353","51.345","55.3877","62.5849","91.9618","110.8425","101.9834","66.03","76.6047","81.544","94.9082","77.5836","80.039","136.1241","148.6216","152.497","135.1921","135.1337","149.608","161.9522","149.9601","177.9683"
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.9066","6.9463","6.224","5.1094","4.7731","4.629","4.806","4.9142","5.117","5.05","4.9161","5.5155","5.491","5.9515","5.9889","6.5143","6.4594","6.7501","7.5588","7.3154","8.1156","9.7762","8.4754","7.5573","8.4484","8.3607","9.2126","10.1029","10.1682","11.3769","10.9107","10.6178"
418,"LAO","Laos","6.0756","6.3194","6.6251","7.5912","8.2131","9.1725","9.6964","9.927","9.3055","8.8518","8.5019","7.7697","7.2022","6.7805","6.4776","6.2809","6.5454","6.6821","7.0215","8.0468","8.2775","8.4171","8.643","9.1588","9.3719","9.5588","10.0506","9.9761","10.3442","10.658","11.3564","11.7084","12.3031","12.4704","14.1717","13.224","13.6963","11.8057","11.6675","11.5943","12.4832","11.8212","10.6015","10.7759","10.7314","10.744","10.6094","10.2782","10.7184","10.9732","13.6593","13.5493","13.8326","15.3837","15.3708","14.3756","15.2298","16.3976","19.9251","21.0283","20.1359","17.0459","17.6115"
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.5417","8.6262","5.6429","9.2825","9.7157","9.8416","10.6556","10.8571","10.3746","12.138","11.1292","10.3906","11.2925","10.8511","9.956","10.4402","9.26","9.0432","9.7276","10.8167","11.8828","14.0778","14.2291","14.711","14.7039","14.3103","13.4082","13.8425","14.5573","14.6089","12.8169","12.8038"
422,"LBN","Lebanon","8.4385","7.1343","12.8373","19.0537","6.235","9.8748","10.9635","12.0475","20.0499","25.1631","16.0989","20.4366","31.015","21.8223","7.3472","17.0751","13.4756","16.7011","32.7564","11.0922","13.8743","22.4898","22.5385","35.7526","20.0396","7.9346","12.2531","12.6996","17.2021","19.8246","23.8262","25.1985","22.6892","22.8248","23.9436","43.8115","46.1597","45.7043","56.2419","32.2556","32.951","16.8443","19.309","25.7477","32.7047","28.0219","28.4552","34.3224","30.7494","34.579","34.0918","33.6787","28.6876","28.3553","18.1863","19.3171","18.837","21.1554","18.8619","16.6194","13.9124","13.1638","13.5749"
426,"LSO","Lesotho","1.5745","1.8174","1.6703","1.7502","1.9646","2.0157","2.2327","1.7496","1.9554","1.9276","2.7655","2.3087","2.5359","2.4683","2.9601","2.7847","4.4329","7.7719","7.4372","7.8502","7.4632","7.7825","7.7993","7.3986","6.014","7.2036","6.4807","6.858","7.688","7.1394","6.8713","6.5692","6.8312","4.0942","4.3752","4.2801","4.4373","4.4486","4.7504","5.6645","6.7964","3.4659","2.61","3.0481","3.8911","4.4919","4.542","2.1608","2.3067","2.1196","2.0749","2.3227","2.4734","2.1511","3.0086","2.0381","2.1976","3.0178","3.7613","1.612","2.2701","2.2957","1.8131"
430,"LBR","Liberia","0.7671","0.7907","0.8117","0.8323","0.8239","0.8511","0.8855","0.9117","0.928","1.1001","1.1177","1.4894","1.3397","1.3891","1.1788","1.7365","1.5473","1.8056","1.3491","1.4542","2.7467","1.2696","1.883","1.1001","1.202","1.3973","1.3571","1.2186","1.2208","1.2827","1.3084","1.3285","1.3632","1.3989","1.4404","1.4869","1.4644","1.3917","1.3526","1.4072","1.4432","1.478","1.5683","1.418","1.4816","1.9598","1.828","1.8951","2.1699","2.6127","2.276","2.6485","2.5232","2.5051","2.736","2.932","3.1994","3.0528","2.9797","3.1803","2.9753","2.751","2.7522"
434,"LBY","Libya","0.5472","0.547","0.5681","0.6447","0.7571","0.9873","1.3378","1.4218","1.3438","1.8435","2.15","2.0485","1.5409","2.4341","4.4233","4.229","6.5432","4.843","8.0259","7.3686","9.4984","10.5968","11.4037","9.4915","8.3729","9.8073","13.1644","11.4047","9.9451","8.7156","10.0119","12.2985","14.7669","9.3531","11.2958","7.8891","7.9773","5.9811","7.5247","3.6848","10.1929","8.9898","2.0179","5.3184","4.5007","5.2262","4.1355","3.0727","5.4791","7.4476","11.1011","11.1516","6.7326","5.182","3.2157","3.6056","4.1769","4.0096","4.0184","3.8566","2.7336","3.4984","4.9042"
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.7195","7.9331","7.5922","8.3668","5.8709","6.6663","6.598","6.3808","6.1789","10.0601","12.2042","13.4677","13.1156","11.0826","11.9732","12.578","9.3235","10.2502","10.1435","10.0562","9.9332","10.2864","10.2472","11.4312","12.033","12.6689","12.2208","11.6088","11.4256","10.3423","9.6539","9.571"
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28.9805","28.9184","28.3279","27.8321","28.8669","29.9442","27.3336","27.6538","24.4992","24.3914","25.6306","25.2274","24.7327","25.2253","25.5024","25.842","26.1231","26.5592","23.91","23.6466","23.5976","23.4238","21.7336","21.3578"
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar","2.2214","2.3154","2.4445","2.6254","2.5876","2.8525","2.9355","2.7981","3.0083","2.9831","2.9128","3.1493","2.7848","2.4412","2.4244","2.1893","2.1377","2.3647","2.575","3.0472","3.2298","3.1987","3.1709","3.016","3.0083","3.1847","3.1609","3.2834","2.9132","3.1406","3.1287","3.0703","2.9948","3.1789","3.2337","3.5267","3.3573","2.8935","2.555","2.1649","1.9437","1.8416","1.8291","2.0388","3.0044","2.7475","2.8534","2.8948","2.8824","2.9584","2.9588","3.0883","3.0499","3.3945","3.2872","3.5437","3.5278","3.5202","3.7544","3.9859","3.9085","3.7401","4.03"
454,"MWI","Malawi","1.1327","0.9766","1.0045","1.0077","0.9235","0.8958","0.9763","0.9456","1.0086","1.0886","1.3149","1.143","1.2641","0.987","0.8581","1.4774","1.9023","1.9015","1.7687","2.223","1.8629","1.8292","3.4665","4.0503","2.4741","2.5108","3.0438","4.179","4.2072","3.1982","3.6191","3.404","4.5772","2.3238","2.8272","3.3782","3.1989","2.9407","3.5847","2.7977","1.7655","3.6275","3.8104","4.3165","3.6459","4.1474","4.664","3.2339","4.3987","4.4741","4.3706","5.5613","6.3188","4.5077","6.5622","5.2542","6.7245","8.5251","10.3787","11.2281","11.3342","9.9595","12.0083"
458,"MYS","Malaysia","6.6054","7.0277","7.3353","6.7158","7.1813","7.2412","7.206","7.7667","7.9362","7.9941","8.2291","7.6884","8.9846","7.6997","8.0732","8.8767","8.9978","10.6399","11.4398","12.9821","11.0735","11.8133","12.726","13.4213","11.8638","14.107","12.9225","12.3073","12.333","12.0469","12.5161","12.2128","12.8069","12.824","15.2892","16.9413","17.7349","17.3094","17.0326","15.0092","12.6656","13.7079","14.5134","14.6651","15.1094","17.265","18.865","13.7844","17.0153","17.6502","16.414","16.6997","18.0754","18.4896","16.2888","17.2971","20.0621","16.6526","13.2564","14.9638","15.6725","14.0381","14.3615"
462,"MDV","Maldives","0.5646","0.565","0.5653","0.5657","0.5661","0.5716","0.5744","0.5757","0.5761","0.575","0.4574","0.4461","0.3737","0.3729","0.3797","0.3749","0.383","0.3767","0.3698","0.3811","0.3804","0.3267","0.3288","0.3309","0.331","0.3312","0.3283","0.3294","0.3335","0.3333","0.3319","0.335","0.3333","0.3321","0.3324","0.3355","0.336","0.3339","0.332","0.2965","0.2715","0.2226","0.2752","0.3451","1.3861","8.5842","0.445","0.2273","9.098","8.8814","3.1156","8.9726","20.194","2.2697","0.2513","1.0587","4.7725","1.7847","1.9463","4.6918","8.1958","4.3692","6.5046"
466,"MLI","Mali","1.0074","1.1206","1.1462","1.2055","1.2767","1.5277","1.4749","1.6313","1.7871","1.9595","2.3991","2.1963","2.0464","1.996","1.1896","1.9068","1.9089","1.8456","2.0156","2.1932","1.9383","2.0205","2.043","4.3436","2.1845","1.9533","2.0581","1.9815","3.1881","2.641","2.5456","3.9943","2.3861","1.7758","1.9804","1.5521","1.8776","2.2642","2.2578","2.1153","2.1641","2.5123","1.9848","2.4482","2.1474","2.3079","2.0432","1.4082","2.1399","2.8442","1.2895","0.9327","1.7913","2.3389","3.1035","4.4108","4.1777","4.9126","4.1875","3.4341","2.5872","2.7738","2.2979"
