"code","iso","country","BCA.raw.1990","BCA.raw.1991","BCA.raw.1992","BCA.raw.1993","BCA.raw.1994","BCA.raw.1995","BCA.raw.1996","BCA.raw.1997","BCA.raw.1998","BCA.raw.1999","BCA.raw.2000","BCA.raw.2001","BCA.raw.2002","BCA.raw.2003","BCA.raw.2004","BCA.raw.2005","BCA.raw.2006","BCA.raw.2007","BCA.raw.2008","BCA.raw.2009","BCA.raw.2010","BCA.raw.2011","BCA.raw.2012","BCA.raw.2013","BCA.raw.2014","BCA.raw.2015","BCA.raw.2016","BCA.raw.2017","BCA.raw.2018","BCA.raw.2019","BCA.raw.2020","BCA.raw.2021","BCA.raw.2022","BCA.raw.2023"
36,"AUS","Australia",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00424364273715694,-0.0100865843616974,-0.0158317723469255,-0.0185182894448568,-0.0149241111355312,-0.012809638944895,-0.00761819943036612,-0.00300124708851401,0.00340034949160417,0.00924833057962138,0.0101969909558706,0.00890752473055634,0.00569227007042339,0.00625393372620464,0.00875601424420425,0.00894417264847625,0.00808690405326251,0.00521447974562328,0.00479197976888357,0.00776229834164122,0.00661056841280838,0.00320471802975075,0.000678944773478518,-0.000216679833229826,0.00138701238399186
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0239135601071121,-0.000662505056604146,-0.014707182952171,-0.0270447961759428,-0.0338985801941938,-0.040511283074419,-0.0465990430090588,-0.0369390951897653,-0.0281956994542925,-0.0158113121983968,-0.0115186634435247,-0.0182879811896358,-0.0250698183098171,-0.0325951303363472,-0.0397938297534576,-0.0480613109610627,-0.0520331367713626,-0.0534238188899133,-0.0533197813191025,-0.055047717240934,-0.0566953189407279,-0.0552510440740075,-0.047730714508045,-0.0440807743387465,-0.0436397134367519
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0111059619538454,-0.0143335450841334,-0.0261044442414968,-0.0385875707973851,-0.0201508783089782,-0.000979820634065496,0.0150214959125443,0.0235701128408465,0.0230235966820556,0.0253426314835612,0.0160902557883824,0.0188750396555211,0.0199812604540324,0.0206727905234672,0.0223649406988515,0.0266549104463121,0.0273373494549602,0.0214752654425028,0.0141930299319624,0.0156147683798804,0.00965706709269076,0.00218292542107879,-0.000847448376259467,0.000905090038447076,0.007198384379141
44,"BHS","Bahamas",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0115584015300915,-0.00931727298791263,-0.0100627916142333,-0.0208683355357255,-0.0326281172448729,-0.0382915872327919,-0.0409424941721409,-0.0414031694981007,-0.0453470268617852,-0.0439356056648544,-0.0225369572508046,0.0051852783717752,0.00245130450424073,-0.00479670040698976,-0.0155439144878458,-0.0239366146872608,-0.0309660940995277,-0.035340280473084,-0.0355068078113954,-0.0436970283858729,-0.0342405844049506,-0.00312877246500011,-0.00542942156246487,-0.00776837010128006,-0.00862871732418179
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00919068047790705,-0.0104466168588485,-0.0153543131892845,-0.00423448580747576,0.00787693986096594,0.0201571003170191,0.0457437484246233,0.0635797393020847,0.0786748731200713,0.0908452392821337,0.0848531258188636,0.065020664463679,0.0303690169892725,-0.00120483625927785,-0.0315406855321709,-0.0597868698417124,-0.068555810905345,-0.0693111092096816,-0.0608410180704394,-0.0503433325368714,-0.0431319598884967,-0.0371333007767481,-0.0425581645254652,-0.0524692115774493,-0.0598161921036018
50,"BGD","Bangladesh",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176515301853331,0.018074769630948,0.0195957633791561,0.0214687011582919,0.0222966419983626,0.0233116737249299,0.0257311380225898,0.024459176945117,0.0236762496160838,0.0217302140705695,0.0190413834208591,0.0161008032561232,0.0162347077356622,0.0158247446546109,0.0135982369483685,0.0113615455414839,0.0103757964280975,0.0095070562394286,0.00893673264565686,0.00775377020486778,0.00675484702277074,0.00518175918789043,0.00630232757458415,0.0064722005585236,0.00678992376255105
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00208694674932206,-0.00143427980349885,0.00673335814153897,-0.000942843437830983,-0.00155594659761163,-0.0137426176865445,-0.0205196267621413,-0.0257438167099735,-0.0273192354622361,-0.0150229134875782,0.00161476364333279,0.00978168443130456,0.00237795883810366,-0.00382724478361807,-0.00657839160242599,-0.0080829759836215,-0.00864929380684165,-0.00877521724182949,-0.00737497305833989,-0.00599275549439223,-0.00662710976575695,-0.00162398762375423,-0.00124722659273523,-0.00271237844512423,-0.00430086094006099
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.014778954634877,-0.0256892825934308,-0.0380814409344776,-0.0261886111380836,-0.00989642638640797,-0.00462511306212332,0.00338461718226668,0.0217091732436714,0.031764261885429,0.0457476175975238,0.047361051026497,0.0503638250552763,0.0506478961814434,0.0482163579339288,0.0396532308115354,0.0233837424684729,0.00690683500550682,-0.00371921442820854,-0.013229525195197,-0.0118771649994581,-0.0210273643145505,-0.0274181200781731,-0.0270747493784455,-0.0232350873397245,-0.0166609549017784
56,"BEL","Belgium",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0246201905488479,-0.0594552693424646,-0.0817889628219747,-0.102474932441909,-0.112366157203149,-0.111528597333862,-0.103921184581575,-0.0897656742351827,-0.0720936696841371,-0.0510018165257138,-0.0366671331021358,-0.035280796505905,-0.0364418408696224,-0.0423716444392945,-0.0462861340799812,-0.0529718027512195,-0.0576067956297353,-0.0620211926653144,-0.0681723905529896,-0.0707285379850673,-0.0730837663476577,-0.0720699655607794,-0.0722999846494935,-0.0714200651889365,-0.0679842375750553
84,"BLZ","Belize",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0353052100701359,0.0400006512371855,0.0448836540312914,0.034395919953337,0.0245054473131612,0.0147431319966702,0.00626166165973752,-0.00279780291725462,-0.00680608617736811,-0.00833777190534046,0.000660877272312308,0.0131216560750436,0.0184180491914894,0.0162919415488179,0.0145889616503736,0.0125840178329775,0.00979624293205061,0.00730809168815361,0.00610644569160845,0.00513754179556458,0.00664342487903835,0.00992608476459189,0.00456019177517342,0.0022691072168155,0.000519781898807636
204,"BEN","Benin",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0284012439086798,0.00941885507134721,-0.00518504349399251,-0.0151545448153522,-0.0213846817887567,-0.0241962321149315,-0.0248949781621254,-0.00907625551759683,0.0117484875562512,0.0327138572965795,0.0525593052955682,0.0461585025870108,0.0392995032169083,0.032890305925072,0.031464438454919,0.0294903464856731,0.0264524769347478,0.0285114490782747,0.0328733525722786,0.0395017314702129,0.0474178416276589,0.0457474804369902,0.0303479533661761,0.015437066904965,0.00577569360252106
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00889342923748616,-0.00110767223439068,0.00251617487162215,-0.0144907226697744,-0.0259266698322682,-0.0276992714206094,-0.0406931069916309,-0.04336586091004,-0.0432197084107611,-0.0448817932770987,-0.0315176403529244,-0.0217260647469496,-0.0339509626226144,-0.0251811397232654,-0.0205339831462295,-0.00972539232049462,-0.00956497289095305,-0.00951714842303841,-0.0104427293899291,-0.00618978119628271,-0.00702144439165807,-0.00452622076679541,-0.00551611086731333,-0.0140463840473391,-0.0172585339483564
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00647368553103544,-0.0108304920309631,-0.0113260014361903,-0.0068478244665322,-0.00693215536241354,-0.00719632254733316,-0.00918271866236597,-0.00640338061399093,-0.00606043752954677,-0.00289810343711805,0.00411325186256684,0.00378849775805268,0.00583563214969285,0.0126811270197469,0.0164710634078671,0.0178424896851037,0.0184664880084111,0.0179842846102631,0.0138639637182798,0.0101801486081796,0.00636293153031953,0.00407083857280366,0.00336389932499515,0.00249726757827462,0.00325594824675512
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0159715628192568,-0.020868420324143,-0.0225536194102041,-0.0268032101942277,-0.0100599233974039,0.0146459516513875,0.0310961989632887,0.0455361095509315,0.0481442590669581,0.044604626615349,0.0336941623355758,0.0346981297527222,0.0346319912976245,0.0311061366240579,0.0286132551427887,0.0263149122998085,0.0197800605204421,0.0146282054224618,0.011277861232369,0.00802815757703268,0.00134029446896933,-0.00982040915916327,-0.0133382462653675,-0.0129498236150269,-0.0117045268795006
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0587322510069068,-0.0443818212915638,-0.0273737012037372,-0.0129763933496755,-0.0046105350982425,-0.0070437672864383,-0.00977358101184389,-0.0118400782342133,-0.0108789230299057,-0.00817141698818957,-0.00591339819747716,-0.0032519647478223,0.00115396003287982,0.00663991160141197,0.0125872861314775,0.0179818618401528,0.0229584769342679,0.0235186502296338,0.0206263740551349,0.0138677055427709,0.00327173547602268,-0.00762948101621663,-0.0181562101245691,-0.0255461016828582,-0.0304370317504971
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0265533510233036,0.0239354987018143,0.0233784476379022,0.0242469819415747,0.0218975267370483,0.016621883692598,0.00847555168521796,0.00128413766726715,0.00133268003708964,0.00723703982425272,0.00963534530853316,0.0128087883235264,0.0193307207773348,0.0271544412810802,0.0341536425155236,0.0368884064945725,0.0317272870138721,0.0216904567730922,0.0180034508440183,0.0177771722482118,0.0124755494434763,0.00433560420002177,-0.00077367636639972,-0.00261206743611653,-0.000499478767916648
76,"BRA","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0066742962893257,-0.00910358029329428,-0.00803656827530375,-0.00378706299409037,0.000339734488927768,0.00750835705812491,0.0136153199046485,0.0194467331102068,0.0255058232605008,0.0311115346425643,0.0326779960595298,0.0308983704928985,0.0263257259624585,0.0221480667289318,0.0159639086118668,0.0101285809492355,0.00150843301231429,-0.00701332034254492,-0.0128299384983922,-0.0174639215132278,-0.0224726467879134,-0.0137070062976314,-0.0132751286250312,-0.0155490200761579,-0.0157221574960594
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0393106965604713,0.0323858487510464,0.0256316824691483,0.0209508267436411,0.0167726295860129,0.0117611342140791,0.00643917276024575,0.00858783885859582,0.0165003732468603,0.0238722664469424,0.0253166242366494,0.0245391582474459,0.0266993520152799,0.0302089901333137,0.0301943630059596,0.0251515165915012,0.0187653909455846,0.0164580490395865,0.0168761163711035,0.0152774123694568,0.00947619077379156,-0.00369163764675651,-0.009961921738872,-0.018361756807215,-0.0236974714185337
100,"BGR","Bulgaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0124041524422616,-0.0141501032881711,-0.0155460029151382,-0.00981400550068851,0.00164074543253734,0.00849776241026978,0.0089992779086443,0.0170301568762092,0.0143371756308495,0.0147327543136697,0.0111645686438877,0.00397061327889836,-0.00545354491639738,-0.0102554079491699,-0.0135966745404954,-0.0134510039751932,-0.0102080299556359,-0.0070237898651746,-0.00929065819027952,-0.00910518472904376,-0.0101631633352203,-0.009550890769354,-0.00558300412623147,-0.00766122924447543,-0.0170623700649462
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0185257875513785,0.020221598830797,0.0222786915890187,0.0227790031639876,0.0225004791962338,0.0210132217680892,0.0223115928039304,0.0230233802574507,0.0234219961530626,0.0238478601520737,0.025129452466641,0.0259555739139963,0.0245066844313158,0.0211161304509302,0.0169146907118838,0.0120969559498836,0.00818012300393978,0.00525992462183789,0.00399208424814956,0.00375107558867427,0.00420476488233956,0.00571447220759436,0.00651808826264966,0.00679871485810546,0.00659997094830711
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00203080457593591,0.00196163755111631,0.00273968988546278,0.00523432019045517,0.00953067135706653,0.013003098468783,0.0166754721621398,0.0195998978739684,0.0214896880002953,0.0232128281328059,0.0257052756385638,0.0274979976472502,0.0265514609206199,0.0235435129581965,0.0197917493557758,0.0157800473917535,0.0124598233409958,0.00971084094609442,0.00762224842315073,0.00639708954347729,0.00599459037779648,0.00681459700448417,0.00703474706321883,0.00653198150638845,0.00579818973682511
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0300894559886655,0.0320337131132526,0.0345149060471939,0.0361347661759284,0.0343763747987267,0.0312168940005093,0.0312973553994695,0.0303590763132804,0.0300463694553526,0.0242811789693309,0.0201880201260687,0.0142344594313664,0.0119219380780302,0.0108781389797197,0.00780153925534566,0.00444954230691086,0.00459066011777121,0.00586348388175795,0.0131362504515524,0.0158178909134192,0.0178468645685679,0.017288155309374,0.0184669239940187,0.0202383232821119,0.0201740875829539
116,"KHM","Cambodia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0431768785192149,0.0560923074266548,0.0551528940640889,0.0483902023635148,0.0371452290391885,0.0220659847734241,0.020168127250785,0.0178962610284055,0.0153306006721772,0.0150777115950993,0.0163145858195792,0.0164064665703778,0.0177911095460392,0.0184034414233423,0.0191551692419261,0.0209800930249542,0.0214657842972117,0.0218526682017024,0.0202779047984558,0.0157553958314032,0.0146476454806874,0.013798180810892,0.0105572550826971,0.00615455261868214,0.00304925929227773
120,"CMR","Cameroon",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0247591512999037,0.0240243445595869,0.0235823014375283,0.0261832701119327,0.0280409799278523,0.0300384748531977,0.0310949054161016,0.023601846270068,0.00745533330181747,-0.00511947280545655,-0.0131352335526252,-0.0190492035413823,-0.0220775206984333,-0.0146723211849513,-0.00322755707568667,0.0121217139841403,0.0309405928332365,0.0426234759291029,0.0418009137236852,0.0394547890692134,0.0373434535021873,0.0317357702991785,0.0242640925792363,0.0204404668974623,0.0159691619830724
124,"CAN","Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031281380240167,0.03391895634001,0.0276610718523431,0.0208690316954616,0.0160746572049146,0.0151830361305076,0.0115668251531476,0.00482065164300183,-0.00138411194951182,-0.0099794211657751,-0.0186170668725771,-0.0225508502558727,-0.0326637914362312,-0.0427961704684029,-0.0475361736931542,-0.0486915179445901,-0.0516533324274147,-0.0605747527244126,-0.0655497260047122,-0.0673275990791578,-0.0701717734205125,-0.0690430221287616,-0.0648685327019154,-0.0598226104214271,-0.054064889579568
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0390874133281911,-0.0533307250936133,-0.0509703697421081,-0.0396560754692927,-0.0243826022706879,-0.0101105358859417,-0.0164141725874435,-0.0153930164767915,-0.0142345365097958
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015331661287586,0.0159194572406263,0.0165180490137504,0.0155250023830744,0.0136895741971492,0.0106413750670464,0.0106429923451044,0.00991785961184499,0.00871911981284512,0.00810208717528638,0.00922090467572967,0.0104230251796369,0.00956426571434954,0.00698816264199298,0.00375827024344,-2.01352608396758e-05,-0.000883207873541229,-0.00145630622956062,-0.0018280828573664,-0.00197122866606829,-0.00218242036190136,-0.00203366719944233,-0.00308733102473816,-0.00330399412395921,-0.00290082911434275
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0231317966535616,0.0252856874102494,0.0276377017180531,0.0286132097181377,0.0296660222469922,0.0299261285825547,0.0329053018777428,0.0342542412798124,0.0340417736309679,0.033171799247163,0.0330276262563549,0.0323034969736833,0.0289655442449843,0.0224622572038931,0.0164264362654674,0.0110799358669389,0.00732092049198019,0.00458411230014888,0.00292254339520182,0.00245764509142532,0.00305182668734405,0.00521210946097383,0.00687565433503989,0.00681503213593437,0.00639109577496
152,"CHL","Chile",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00838899741886223,0.00246372616952506,-0.00254309472754743,-0.00496541795404637,-0.00881234609276416,-0.00779987438080654,-0.00353768110484576,0.00506777593835528,0.0123693823549833,0.0200129947246324,0.0241727348294989,0.0247267431435878,0.0288994962602929,0.0330592270041774,0.0352965332968629,0.0370154336039135,0.038714646429812,0.0410004136389441,0.0387859176121115,0.0394734754104391,0.0305205716767973,0.0131514458087099,-0.00129802377913623,-0.011168927436544,-0.0179673839639657
156,"CHN","China",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0188546182796798,0.00798048714647792,-0.00285787332097176,-0.0139016102344052,-0.0192750556280114,-0.01640832058617,-0.00379949990483941,0.00693228139273527,0.018977171918344,0.022112344987413,0.0192164785974052,0.0135251311820683,0.00701951399231726,-0.000641430686437849,-0.00942019100708902,-0.0186635357177962,-0.0279801364673895,-0.0363843092651346,-0.0419620073648076,-0.0477666849793791,-0.0527006116114545,-0.0538272440964155,-0.0513012181863018,-0.0448947934895172,-0.03486321267396
170,"COL","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0344399561795958,-0.0413348719052276,-0.0447365915371193,-0.0498799902907653,-0.0469032547030231,-0.0411222815511055,-0.0276984906653828,-0.00646922600221941,0.00529503358233074,0.0147552520800176,0.0230267449919768,0.0256237486386113,0.0307412226982047,0.0326133013291996,0.0504118273436784,0.0580726198995989,0.0569664661896809,0.0515750671597568,0.037925794445516,0.0225210547699883,0.007744499560707,-0.0101449527621243,-0.0218717753393772,-0.0391717299770288,-0.0389784421542587
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0170071270826464,0.0176516101382971,0.0190815198270555,0.0194561004632938,0.0194219419843882,0.0187135381409416,0.0212096736024558,0.0222723030190453,0.0217589496121231,0.0213501375931087,0.0216358816432853,0.0212732830849123,0.019277299254242,0.0158615010147254,0.0117086548870675,0.00724686377451689,0.00448651540563016,0.00286392050834117,0.00230899038781018,0.00264532566074371,0.00319287671728996,0.00458486997163532,0.00532075458677528,0.00577812807200795,0.00570302247121712
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0563530613914828,-0.0434936425258939,-0.0177176101050307,0.0172579508369772,0.0322202644264526,0.0459515069953784,0.0647122029898006,0.0859170941162355,0.0889035769680817,0.0800757949390258,0.0643339648663577,0.0461307223266472,0.0279241433528199,0.013165574919523,0.00423333871945197,-0.008133339212966,-0.0136159497799023,-0.0155451260102601,-0.0150820087831262,-0.0152227817257041,-0.0171020960998981,-0.0202267603751016,-0.0202205680789126,-0.020530031218129,-0.0184989862842668
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0267116756491745,0.0252650988591896,0.0231620629804425,0.0204424706376218,0.0178260563877795,0.0305072474749888,0.0395884444932571,0.0343802440585015,0.0428084454247994,0.0545981759473511,0.050782002937636,0.0487362312290394,0.0491902191646854,0.0466039772906437,0.0382239462793137,0.042592047715972,0.0326327832044744,0.0210290475687058,0.0138776853158509,0.000802539934910664,-0.0124446295352203,-0.0196680637565493,-0.00609488621771448,0.010944150433799,0.0282616958308359
191,"HRV","Croatia",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0198614739483283,0.0277962927176254,0.031620913137566,0.0269484657949748,0.0316858506239421,0.0279841367404012,0.0271240232190504,0.023712941279846,0.0168413751997962,0.00839557641715949,-0.00281079140653391,-0.0114454790657418,-0.0217272166101645,-0.0355182109709283,-0.0395262513635992,-0.0282977542107244,-0.0116460980992008,-0.0136742720649651,-0.0306375409678452,-0.0438443437462003,-0.0440490407898162,-0.040614868203153,-0.0342329830353649,-0.031866972082672,-0.0316875800796051
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0330763163670231,-0.0316675603098447,-0.0316317829425244,-0.0337868567937364,-0.03683528234373,-0.0410036729637311,-0.0451664680829656,-0.0306110255494192,-0.00746622074906429,-0.00823629714933591,-0.00723096403819963,-0.0116064278415568,-0.00742933902366972,-0.00594563912715662,-0.00619330590955868
196,"CYP","Cyprus",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0138575003748216,0.00799013194208764,-0.000417803802527539,-0.00459218663998051,-0.00639882552396509,-0.0120907332722707,-0.0281774886723514,-0.0433157332474955,-0.0594245438217726,-0.068923203194685,-0.0774888129551208,-0.0821556202800103,-0.0835470883886384,-0.0866259960565022,-0.0882160778421107,-0.0798903766424774,-0.0427437323973258,-0.02034533234712,-0.0237384367089265,-0.0314988189868167,-0.0253134550069812,-0.0205475560715916,-0.00886299830933979,-0.00392722691753278,-0.0130426309077631
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0752706143507537,-0.0672200940796329,-0.0557795435489065,-0.0482743979635537,-0.0378958669012662,-0.0261765638422881,-0.0163632792580967,-0.0148644718775104,-0.0180626552652888,-0.0149464069515474,-0.0156175614555292,-0.0124704275729218,-0.0108243190090876,-0.00998342388886619,-0.00904969213699425,-0.00762994329240663,-0.00654856976392171,-0.00708913234770403,-0.00989683147721698,-0.0130566716598286,-0.0158660275241178,-0.0185258818954418,-0.0188219626741289,-0.0204962457667699,-0.0237257227810426
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00342204813357514,0.00298946483692185,0.00184190267849093,0.0012411017646078,0.0044906644153273,0.0136897507487534,0.031678579743898,0.0335369403164472,0.0343379129548158,0.0353190426020769,0.0360113487577765,0.033974091981303,0.0332089338825277,0.0154063677748715,0.00705676812677236,0.0071732453502904,0.00869915140963506,0.0114335187993331,0.0192677800953329,0.0188831820098956,0.0202943907146109,0.0282656271053934,0.0423385756151438,0.0360656440153051,0.031800223803089
