"code","iso","country","GTI.raw.2014","GTI.raw.2015","GTI.raw.2016","GTI.raw.2017","GTI.raw.2018","GTI.raw.2019","GTI.raw.2020","GTI.raw.2021","GTI.raw.2022","GTI.raw.2023","GTI.raw.2024"
203,"CZE","Czechia",57.2593953177261,58.0195615321004,56.9438415720506,54.1834756473902,52.4131213261605,53.9620589456827,56.3543405036389,55.8317073553636,56.1945896172979,61.2455400365769,67.7540960763687
180,"COD","Dem. Rep. Congo",7.17795050456948,4.44499224668454,3.26201410524322,3.47996249731681,6.62263357089504,11.4503257045347,16.0088699760639,21.8510391586133,21.503400169019,20.8133550661304,19.0148659206972
208,"DNK","Denmark",71.7721804295546,76.527191262634,73.3321902467974,73.1199320757827,71.8425475304223,76.5263980475344,78.2148914553349,80.1876193688993,83.4248546703014,83.2128413402664,87.1000706489811
262,"DJI","Djibouti",43.9540554950392,42.1552321817138,42.3064804604345,41.4318686830383,37.2862622169269,33.5931915062075,30.6124271590437,30.5698336690685,32.5731671198708,33.3054118658498,34.2136575428286
212,"DMA","Dominica",44.7161026102292,44.9782315511051,48.6642952259476,49.9877443994366,50.0137075030557,46.1938938365041,46.3014615909482,49.1370639725098,49.5360280339126,50.0120910529176,49.5452092853928
214,"DOM","Dominican Republic",36.5340693312532,37.9733849079818,37.6644816495938,37.1982839824256,35.1283750945292,31.6607556193018,30.6457610459081,28.0010860000046,25.5234977620126,25.1266231306559,25.5753088406056
218,"ECU","Ecuador",25.3162790209718,27.1827845252496,31.4600829859185,35.0570885096415,42.2335698815189,45.3448449934971,51.0920809307016,52.023043531097,51.7023044765233,48.3604038458421,43.3021905361134
818,"EGY","Egypt",32.8186605402932,36.1204352893703,36.3033106358699,35.8142534300103,37.1945083659729,40.1333597401831,42.397609793795,40.4392099539929,42.8928556785213,44.8503710930556,45.4014822980207
222,"SLV","El Salvador",55.6284095144166,55.098205223029,53.4126602069126,53.2117272059477,51.7790030557264,46.8326954012897,46.7636951901681,44.6451871934903,39.0806348568283,35.8402360571402,32.403867934947
226,"GNQ","Equatorial Guinea",43.829931234542,43.3869354300447,41.3790910453287,43.3916699953345,45.0868445334757,47.0840443905305,45.0760755487908,44.8974721255551,44.7026700027438,46.0512324585693,45.0991722226894
232,"ERI","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"EST","Estonia",29.233150898217,37.039494126854,40.1974521654314,35.750300551983,37.013909736013,59.1490220308363,76.2487584258795,84.2367575515443,86.2393663182131,92.9420754007551,95.6908274814029
748,"SWZ","Eswatini",55.3358808260052,56.0197003496205,54.8082849690032,54.0450131671067,51.9373439529607,48.7709336979508,48.3368196837122,49.6271800529596,47.1162609955317,43.3863886374098,46.307067161627
231,"ETH","Ethiopia",1.9991575338801,6.4156493052902,9.81863417247295,11.9149774812781,12.8735483676352,11.8140959695561,10.1333980687446,13.5801614627509,16.3208940466948,17.9624605575018,20.0250622252427
234,"FRO","Faeroe Islands",58.4530572535319,54.5472287980104,50.9003143166692,42.0309646482009,36.0577604950089,34.1948292111334,29.6103502758409,29.6621266132158,33.2794012011935,34.7960726521911,39.1321738108264
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",54.6704973165262,51.6770586442174,48.581652504795,42.8654969634905,41.9404770835468,41.7722465927949,39.5078293150106,45.7538870944505,45.5168600192334,41.9183032889,43.4469330841562
246,"FIN","Finland",60.0117558259245,64.2922087534297,60.8203186057378,67.5319861253986,66.8001148384788,68.6907437382537,67.2194799875483,65.7794059185156,65.7937796472515,66.8114004138993,68.8648890077779
250,"FRA","France",61.4429577594824,61.1439422408917,60.4033523165985,59.304260308147,60.350153528505,62.6576684848038,66.0576195939222,66.7874642476776,71.2103402064786,79.2172997797803,85.6256991508296
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",51.0989374231234,42.036965172368,38.3738614229304,42.237828861533,44.7253132186425,42.657174109649,40.5698737204965,41.5529098845305,40.9876089961692,37.8008174098539,35.3546677944453
270,"GMB","Gambia",26.1452341132764,24.3171412946345,25.5053430596377,30.0678661525073,34.9633496858599,34.9285481872882,34.2798279137524,38.9639130500666,41.00318849181,43.6981323618013,43.6772449612536
268,"GEO","Georgia",25.1516810921627,25.2237240787837,23.0682723096638,22.4501348383825,27.4735304581758,30.7220245361565,36.8130052391007,39.4062223695617,37.9007854690777,39.3843825581316,39.4239982584892
276,"DEU","Germany",55.8920944714423,55.2047366714708,53.6018424732144,53.4436824189076,53.4876369295895,57.8044140657624,62.3998369860469,64.9829260287904,66.4797132283799,70.5925785608615,74.7288661883926
288,"GHA","Ghana",7.4832493742973,8.5965876745007,9.05857792796721,11.3055875676249,11.000984849657,16.2703553463934,19.0118489772921,20.2460107095255,19.9523938554743,21.6053285068341,23.2920092965493
300,"GRC","Greece",48.1604550674013,47.7255818743498,48.6041210007636,48.7159869264486,50.7178446560461,56.2593953151865,59.7499998012455,72.9268961259517,71.5167780213643,73.5401799381283,73.1296316665273
304,"GRL","Greenland",61.1751359925514,63.0597387029869,65.6384310116144,65.3837090990104,63.7180840688733,65.0359311788172,59.3569562830609,50.0889124346445,99.9001678602058,99.8531185848571,99.8531185848571
308,"GRD","Grenada",40.1442460742773,41.551077094257,43.6840439349937,42.9603534138369,38.9537155662511,34.8127187521901,35.9703944865153,37.0070806889011,34.1223836495213,26.602488446949,27.1980274075465
320,"GTM","Guatemala",36.5370968746665,31.5183328279988,26.2731036218878,22.3675792902945,20.4700348006384,17.9672135849065,20.5899226756841,22.5130570313518,27.4262276681449,31.2519782714286,35.2205658759491
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",7.06587084841777,7.28487151772003,8.36016810677108,5.0980535860398,7.0580171168546,8.05711317851263,5.98448775291875,6.14364698505374,5.87666711227713,9.60026359912881,13.3876227114256
624,"GNB","Guinea-Bissau",10.5486317818354,13.8035566774074,16.7906995777203,21.2105085648762,23.3817948481603,23.9475680060533,22.782876826449,22.8208410795318,22.295141612296,21.9694625508181,24.1369109502254
328,"GUY","Guyana",18.8668584987065,17.5591277309595,21.8440212039877,23.3228701375073,25.7762447725954,22.93360790116,19.3043163126227,18.1292965704547,5.26388863890247,0,0
332,"HTI","Haiti",28.1810926809902,28.8820923765532,28.5882594633213,29.2679513500804,29.368390272953,31.8239901779497,33.4903070661036,34.4193519592096,38.3293574177401,39.9020454783443,40.9391034084646
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",24.9627496761993,25.4212781700637,29.1027336160356,30.6865587660977,32.427606493501,32.0076085799001,33.3124160282241,34.3473951237439,33.507154585047,31.8906823882199,30.6632121834709
344,"HKG","Hong Kong",54.657138625413,60.9042115821999,61.2771429943386,66.0061002369281,68.5126643155086,69.7276760397932,94.1161908909984,100,100,100,100
348,"HUN","Hungary",66.8798840812888,65.2866849719833,61.6361608607979,55.971524976883,50.6314129559493,48.3289422362832,45.9942157263551,43.9232351559255,46.1312747996797,52.7343409606483,58.8297346373895
352,"ISL","Iceland",42.5093978096229,47.9608647629042,53.1181925747376,53.3190224922723,50.684065913862,49.5618171719645,49.9192015526781,50.3760871987618,50.6225262761377,52.1029163095174,51.3528822303919
356,"IND","India",13.259935123605,15.4531967801225,17.2264598685132,19.0495933418025,19.483830750037,20.8530830223646,24.8240977005213,27.0346781515827,27.4963093304279,27.2790601508163,26.2285902067238
360,"IDN","Indonesia",13.9074319723722,14.5596975243241,18.4265583300505,19.7597725198711,22.3552279863278,22.7761935392065,26.2437811384147,26.4642312975166,20.2818265602595,18.7212854386319,17.1311778801097
364,"IRN","Iran",18.4914711705089,20.2182009481944,20.7016815322747,18.6828996487645,19.8629547250294,17.7055094454792,17.8294288980261,15.9202488942792,17.0278733758876,17.0910453309054,17.455932906217
368,"IRQ","Iraq",0,0,0,0,0,0,0.955974022039705,4.88585106769494,4.76013415588103,6.62263146952876,10.1195740751721
372,"IRL","Ireland",62.5281863671236,61.4201623219649,57.2992880809005,53.611979707864,50.5853119555206,50.6963425036336,54.5543377238892,61.9984080762864,70.7492520421418,77.4445827148053,84.4592076978648
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",39.8344102846646,44.7584589305934,48.3601555486746,53.0732968967718,53.1484512608834,55.8452468574448,55.2045533106488,54.2377127832478,47.5106310404737,48.7601551006772,52.3247154257425
380,"ITA","Italy",51.6456178214212,50.7447321344208,51.1949088110858,53.2378417536702,57.8509521494356,60.1566457362485,56.8875386454627,57.7432261720287,56.1912985311123,60.8025763564696,65.3522784501587
388,"JAM","Jamaica",48.8296729992335,47.0418817410404,48.27149554526,51.3227854114026,44.7532747335384,38.4107563812857,47.1126589890398,48.4563473726133,48.9165028120047,46.9083450549234,45.9232295455852
392,"JPN","Japan",47.7535548484338,48.001532421514,48.751999973318,48.884809234612,51.7547387355546,57.2836102870412,62.4879932145995,64.4319204433568,64.955367579652,64.9039581963827,65.1003966451503
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",26.5042513371615,24.927120149742,25.3694155550824,23.7410862040344,25.2989808353473,28.3219186551181,38.5103919601502,45.5469430183164,47.0276867812363,48.0182970376771,46.0615597910678
398,"KAZ","Kazakhstan",12.033090420379,12.7292756328981,12.0626565330278,9.99252299364267,8.77351686634378,16.6326340157377,21.0218484007524,33.5064558856024,37.9882268837047,43.4096511158134,44.2180461785564
404,"KEN","Kenya",17.2555718362562,25.3485422968955,34.5068565766613,36.8066786256493,35.095289752993,30.3002051202443,20.2746381136112,19.478329276928,18.8737078691999,22.6525303632027,26.3900794800394
296,"KIR","Kiribati",34.6011496631598,35.2333171775321,36.5856316875802,30.4181116302125,29.4418904128476,30.4975782783644,26.9712701282107,27.2262247781084,28.3257685962169,30.8088415919869,33.5320882483661
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",29.3414336496377,25.4710928633557,20.7075352186045,20.4872624109352,18.8644691778466,17.8371606324732,22.678906409707,27.2536058708338,15.9376267356886,11.6050197272475,11.4104319481846
417,"KGZ","Kyrgyzstan",0,0,3.89765411538094,8.71051887746222,6.99960220027964,15.9117263081579,25.6028162833786,27.947395171709,26.8690330030361,28.7798485579866,27.5424767465749
418,"LAO","Laos",9.72691598393973,0,0,0,0,0,0,0,0,0,2.03546002785571
428,"LVA","Latvia",51.4847869153544,52.9130570841501,52.6208584160766,51.7415381918556,48.9258063979274,49.1801415063421,47.9761428852069,47.890724791369,50.0991661965723,52.7052725150771,55.601277258304
422,"LBN","Lebanon",13.4047151605164,7.81334713212715,9.02846322265601,14.8858209690476,20.4009669621857,21.2284757084671,24.5879319081362,37.7746626937756,46.987467942894,47.2226320436703,44.0231630011097
426,"LSO","Lesotho",24.1596899045362,30.4645192450145,36.1586046256392,33.8406074298419,37.8279302885515,40.8406617524859,47.079377752621,31.0660051155191,27.4934600173278,25.7429424643371,23.2500430334494
430,"LBR","Liberia",15.5976527850328,17.1563425177289,17.3552470489656,21.6441063561582,27.5616406205052,25.5331640510308,26.3045559508692,27.4747800918827,25.4410544503061,24.8303871256692,25.365562493857
434,"LBY","Libya",21.8663297185447,23.8789079222482,24.9608100389645,25.6141121841456,26.7988855722919,11.6077284968793,28.9896974968319,22.9342463224472,15.5112214509564,12.5667380241868,7.1770799570241
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",48.5158112321237,49.736926482484,51.2243334900129,49.5416703273858,48.3135785170682,50.4324843872139,51.345948794051,50.987795812776,52.5104403993262,56.5431120366725,59.7953709902511
442,"LUX","Luxembourg",60.3954325305684,62.166115619145,64.8234343331298,65.4120271950861,64.019083582235,63.446197234562,73.9894040352432,75.4117062421152,88.9573554894797,99.0641836048334,98.4347452164967
446,"MAC","Macao",100,100,93.0264522164284,84.32704018809,96.2573395976434,91.7310409685878,96.7411600892044,100,100,100,100
450,"MDG","Madagascar",17.1375392783831,17.9854167853571,19.5801638309806,20.5304845130945,24.7483248092859,24.9572598842268,23.4878310137305,23.4549245739428,22.8351169763952,22.2865051352055,22.0116695862606
454,"MWI","Malawi",13.1968063648681,13.7606043522788,14.248924079839,14.9327924642623,10.1846262668093,4.81565132046055,1.36604429575287,1.67591747283621,1.48460910854417,1.91606452485824,3.99900978534014
458,"MYS","Malaysia",21.4801644394208,23.0992879342473,25.7200540690031,28.8962010612033,27.92617685711,27.2913552257111,30.2101415315308,33.0765268894737,35.9216602739964,36.3842657296332,35.1789360517448
462,"MDV","Maldives",2.3725902694036,8.2899039044872,7.05511269161708,7.20502927005994,4.51000391722382,0.247668863603167,4.24203401242299,7.09046295696852,5.56965573945077,9.88052551844311,9.73062953726449
466,"MLI","Mali",4.4710252855715,3.68278184893927,1.5513077382162,0,0,0,0,0,0,2.6522949655153,6.65432325510756
470,"MLT","Malta",53.964121313435,79.1932312200333,100,100,100,100,100,100,100,100,92.4673082578294
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",19.5294322402214,16.9755701385207,15.9753529465085,13.5734308334411,12.4251662806478,10.7112248109791,9.42793075929418,11.0015958492605,11.2618717735678,15.235119937599,18.0857078971075
480,"MUS","Mauritius",30.0283759500645,35.7274077990815,35.6604565175561,34.4617481050556,34.5891111441923,35.4860133210093,39.7853916421481,42.9142613627025,43.8881716540902,43.0824153886834,41.3816782394096
484,"MEX","Mexico",43.1665658276823,44.5708740180779,44.9588370627666,46.3186065461037,46.8455339984384,48.1701828522801,51.6641517601132,52.5405584060541,51.6570041643085,49.6427507894687,48.555581237682
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",46.2118537530222,45.1194281784569,42.5794673780926,39.5506621563564,35.6560021488341,37.9683199506104,38.7023466114089,36.8476972560644,41.0130587764302,42.2755897790852,44.8572982591014
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",0,0,0,0,0,0,0,0,0,0,0
499,"MNE","Montenegro",49.5994074012244,49.7571311116891,52.6733309390921,52.8193254983596,43.6317699146271,47.1833000459742,41.9216146503733,39.619044259704,39.1093567169718,41.3445625547866,44.9178588111078
504,"MAR","Morocco",28.2959448227599,30.0303046835515,31.9366919801968,32.6037741513709,32.7496455446352,31.2352258317674,30.8741844337997,29.6463642414516,28.9553179378027,30.277401997454,32.2656904700629
508,"MOZ","Mozambique",0,0,0,0,0,0,4.87996484382835,10.9907244653018,10.8065379212642,17.6952307238673,17.5665008035736
104,"MMR","Myanmar",33.8117763431934,33.0800601317123,31.6224554530827,27.7455658243311,32.1145109337228,35.5305871821854,34.7696069557031,36.0742694254093,40.2063850759219,44.6846447285065,48.1070298039212
516,"NAM","Namibia",35.6596999611978,30.4527622503774,25.9530614441435,27.8733214800795,28.180718936047,28.6492686061615,33.2842992813261,34.4921923865821,32.6490320859046,29.5963851645975,27.1380372195315
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",22.8587028439896,24.194853248426,21.8582410174845,21.0410369554716,19.3596005714658,20.9304169497091,18.4890080603773,19.4200934000276,21.141609796175,28.7151286753296,35.7887054235941
528,"NLD","Netherlands",58.2181077581304,57.432101577881,56.6463265620214,56.2004161812656,56.5807425971936,58.2967428635342,59.8567656045465,61.8767977810613,69.1490647533716,77.2915750589728,83.6812023134034
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",42.4083472258593,42.6984270267641,43.4088184476452,43.1574336523197,43.2827690441451,43.741641976131,45.6855833055055,47.5535670657733,49.9428839604079,52.6206631939622,53.5070699830273
558,"NIC","Nicaragua",26.1941077809009,22.900681569881,21.6306465017851,21.3136476460524,23.3251065710131,25.3633955183983,29.1635674545349,31.5660708733957,33.8508829687483,36.1197123137833,37.8170536768782
562,"NER","Niger",0,0,0,0,0,0,0,0,0,0,1.2301902664228
566,"NGA","Nigeria",42.6375407165684,38.7659791436752,38.3108576000386,41.3725551942803,44.9153233074405,48.0964583002511,49.5055105435021,45.8723671967479,47.0271907984318,47.4086527548649,45.3124367145415
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,"MKD","North Macedonia",54.7343273359354,59.3091927173901,63.1745773107607,61.44541587318,61.2543547176417,58.0810517377954,56.9991117559658,55.1090641280674,48.5104872530121,46.2520471695333,48.158568061214
578,"NOR","Norway",51.3041635594782,51.6549939777384,52.5117154962478,52.7776512442202,52.6214431777746,56.7117807245014,58.7791797248067,62.4094783053611,66.4135581284866,71.402919105721,78.1777769818802
512,"OMN","Oman",3.19850864291863,5.4752174302466,8.16712589825343,10.7575617053197,11.817361845715,17.1390915070957,21.4777000085789,23.6187692380024,23.3439198378455,21.8215632693296,20.7591433682448
586,"PAK","Pakistan",28.778921336711,32.4155115222375,30.0680292778719,24.354721431567,22.1203439531636,21.2956249555499,18.2195573406488,15.1766358203877,18.2424349225004,22.6528302971809,27.8931896414521
585,"PLW","Palau",31.6297720767916,42.1982877001095,42.4503550936938,38.1458725987805,41.0485003207034,39.7205781059104,37.7572763316913,30.4322220229509,21.2590532147557,21.2434494215285,17.4016178099149
591,"PAN","Panama",24.5913088176615,26.3574637118273,29.5710742774379,39.9781853765993,52.4010895926199,44.0797547994608,62.4518043547868,55.3694115146538,52.8025966642167,45.4057307783591,41.246770256646
598,"PNG","Papua New Guinea",60.6519343310058,52.6714741913681,40.9139308482662,29.4843260432995,15.0492494291631,10.0773563935381,10.1806935309422,11.3389879060282,18.3307122050178,27.9808686227429,30.8384813561542
600,"PRY","Paraguay",7.6322951966207,12.636104719116,17.6429986377218,21.1821523666243,26.5918943381989,29.7383639876903,31.1774648705005,33.6106636824412,37.7524080682248,41.6651336532733,42.9282202240063
604,"PER","Peru",25.6133095029368,26.4053058191617,29.7988002352346,30.6092032144427,32.4917380134802,32.2987979197367,37.278052754169,36.9374832896043,34.9132420975323,35.4360812524992,33.0825128028807
