"code","iso","country","MKP.raw.2011","MKP.raw.2012","MKP.raw.2013","MKP.raw.2014","MKP.raw.2015","MKP.raw.2016","MKP.raw.2017","MKP.raw.2018","MKP.raw.2019","MKP.raw.2020","MKP.raw.2021","MKP.raw.2022","MKP.raw.2023","MKP.raw.2024","MKP.raw.2025"
152,"CHL","Chile",0.696748506967485,0.696748506967485,0.696748506967485,0.696748506967485,0.696748506967485,0.696748506967485,0.79628400796284,15.4445919044459,15.5275381552754,15.5441274054413,15.5441274054413,15.5607166556072,15.7929661579297,15.7929661579297,15.7929661579297
156,"CHN","China",7.64629809246686,7.64629809246686,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,17.151632719043,18.3478823149046,18.3478823149046,18.3478823149046,18.3478823149046
170,"COL","Colombia",93.6372227961054,93.6372227961054,93.6372227961054,93.6548056001231,93.6548056001231,93.6548056001231,97.4614826699488,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129,97.5252203345129
174,"COM","Comoros",11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651,11.7685589519651
184,"COK","Cook Islands",0.00306255263762346,0.00306255263762346,0.00306255263762346,0.00306255263762346,0.00306255263762346,0.00306255263762346,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911,99.6248373018911
188,"CRI","Costa Rica",83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.0253431890179,83.078141499472,83.078141499472,83.1309398099261,83.1309398099261,83.1309398099261,83.1309398099261
384,"CIV","Cote d'Ivoire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"HRV","Croatia",15.5126849894292,15.5126849894292,65.1162790697674,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.0940803382664,66.4376321353065,66.4376321353065,66.4376321353065
192,"CUB","Cuba",71.9272296997486,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799,80.8904008282799
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"CYP","Cyprus",7.61750405186386,7.61750405186386,7.61750405186386,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.77957860615883,7.94165316045381,7.94165316045381,7.94165316045381,7.94165316045381,7.94165316045381
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",52.3049645390071,52.3049645390071,52.3049645390071,52.3049645390071,52.3049645390071,52.5123778937508,52.5123778937508,52.5123778937508,52.5123778937508,52.5123778937508,60.8624381105312,60.8624381105312,60.8624381105312,60.8624381105312,62.3578214906998
262,"DJI","Djibouti",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,"DMA","Dominica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,"DOM","Dominican Republic",82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,82.5910931174089,86.8421052631579,86.8421052631579,86.8421052631579,86.8421052631579
218,"ECU","Ecuador",52.0382506750775,52.0836277886468,52.0836277886468,52.1479740234622,52.5827760379085,52.8661970259393,53.1585446592625,53.1585446592625,53.1585446592625,53.1585446592625,53.5974380528011,75.9166548884541,75.9166548884541,75.9166548884541,75.9166548884541
818,"EGY","Egypt",26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215,26.606308411215
222,"SLV","El Salvador",12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282,12.6760563380282
226,"GNQ","Equatorial Guinea",7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171,7.47398297067171
232,"ERI","Eritrea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,"EST","Estonia",94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673,94.1728167281673
748,"SWZ","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"ETH","Ethiopia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FRO","Faeroe Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,"FLK","Falkland Islands",0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309,0.0339627767966309
242,"FJI","Fiji",4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233,4.28908233587233
246,"FIN","Finland",58.6186883343006,58.6186883343006,58.6186883343006,58.6186883343006,59.532791642484,59.6343586767266,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878,59.6778874056878
250,"FRA","France",31.9740301123237,34.8303194455509,35.3461323986298,35.561618736557,36.211264239624,36.475344539154,36.4996415199554,36.7688998645742,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305,36.7784593324305
258,"PYF","French Polynesia",0.0413826399825273,0.0413826399825273,0.0413826399825273,0.0413826399825273,0.0413826399825273,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,15.2242134424609,57.9678824733025
266,"GAB","Gabon",0.826486342373785,0.826486342373785,0.826486342373785,0.826486342373785,0.826486342373785,0.826486342373785,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725,98.1773673622725
270,"GMB","Gambia",0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847,0.273224043715847
268,"GEO","Georgia",47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961,47.5138121546961
276,"DEU","Germany",84.2805699076249,84.2805699076249,84.2805699076249,84.2805699076249,84.2805699076249,84.5154219508376,84.5154219508376,84.5154219508376,84.5154219508376,84.5154219508376,84.5571734251866,84.5571734251866,84.5571734251866,84.5571734251866,84.5571734251866
288,"GHA","Ghana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"GRC","Greece",72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204,72.1871448415204
304,"GRL","Greenland",7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137,7.59713228492137
308,"GRD","Grenada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"GTM","Guatemala",55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166,55.0295857988166
831,"GGY","Guernsey",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
324,"GIN","Guinea",81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118,81.055900621118
624,"GNB","Guinea-Bissau",12.479803888796,12.479803888796,12.479803888796,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091,47.6238230542091
328,"GUY","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
332,"HTI","Haiti",0,0,5.59809875891207,5.62450488513335,5.62450488513335,5.62450488513335,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041,16.1341431212041
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",73.4680985470625,73.4680985470625,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,74.9210360075805,78.1427668982944,78.1427668982944,78.1427668982944,78.1427668982944,78.1427668982944
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,45.9584926269798,46.0131075914801,46.0131075914801,46.0131075914801,46.0131075914801,46.0131075914801
356,"IND","India",4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,4.20796100731113,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773,17.9691307879773
360,"IDN","Indonesia",22.1651817962918,22.1651817962918,22.1651817962918,23.0888514326993,23.0888514326993,23.1158198892367,23.1630146881772,26.0881290633277,30.2191187093667,31.6494100650132,32.3881531423068,33.5872862990609,34.6091981699976,35.02817240549,35.0782566819167
364,"IRN","Iran",67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383,67.1934865900383
368,"IRQ","Iraq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"IRL","Ireland",30.2366040361865,30.2366040361865,30.2366040361865,30.2366040361865,30.2366040361865,30.2713987473904,30.3409881697982,30.5845511482255,33.0201809324983,33.0897703549061,33.8900487125957,34.0292275574113,34.0988169798191,34.0988169798191,34.0988169798191
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"ITA","Italy",69.6139734380652,69.6139734380652,69.6139734380652,69.6139734380652,69.6139734380652,69.6243088212495,69.8930287840422,70.0583949149915,70.0687302981758,70.3374502609684,70.5493256162472,70.5958348405767,70.6010025321689,70.6010025321689,70.6010025321689
388,"JAM","Jamaica",75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283,75.9736369083283
392,"JPN","Japan",36.928813414868,36.990177487056,41.837939189909,41.9487354313596,41.9615196130654,41.9615196130654,41.9662071463576,41.978139049283,41.9870879764771,42.4174887605736,42.4839665054439,42.5461828564123,42.5466089958025,42.5474612745829,42.5474612745829
832,"JEY","Jersey",36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25,36.25
400,"JOR","Jordan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"KEN","Kenya",33.0316742081448,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742,50.6787330316742
296,"KIR","Kiribati",23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459,23.6135984721459
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"LAO","Laos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"LVA","Latvia",85.5218855218855,85.5218855218855,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293,85.5429292929293
422,"LBN","Lebanon",4.80769230769231,4.80769230769231,4.80769230769231,4.80769230769231,4.80769230769231,4.80769230769231,9.61538461538462,9.61538461538462,9.61538461538462,9.61538461538462,9.61538461538462,9.61538461538462,9.61538461538462,9.61538461538462,9.61538461538462
426,"LSO","Lesotho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"LBR","Liberia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"LBY","Libya",0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495,0.943228332443495
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",30.7262569832402,30.7262569832402,50.768156424581,50.768156424581,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609,60.4050279329609
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",1.12809391746773,1.12809391746773,1.12809391746773,1.12809391746773,6.8895051817253,6.8895051817253,8.66192630898513,8.66192630898513,8.66192630898513,8.71614154346602,14.8654002543946,14.8654002543946,14.8654002543946,14.8654002543946,14.8654002543946
454,"MWI","Malawi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"MYS","Malaysia",5.3733702094034,5.3733702094034,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881,8.81074674041881
462,"MDV","Maldives",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,"MLI","Mali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,"MLT","Malta",41.6031697653154,41.6031697653154,41.6031697653154,41.6031697653154,41.6031697653154,99.2075586711368,99.2075586711368,99.2075586711368,99.2075586711368,99.2075586711368,99.2075586711368,99.2075586711368,99.2075586711368,99.2075586711368,99.2075586711368
584,"MHL","Marshall Islands",0.176935111375996,0.18159129851747,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765,0.182522535945765
478,"MRT","Mauritania",45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786,45.3960279456786
480,"MUS","Mauritius",0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963,0.462962962962963
484,"MEX","Mexico",53.0709280709281,53.8252538252538,53.8252538252538,53.8252538252538,53.8252538252538,57.6648076648077,57.6648076648077,57.6648076648077,57.6648076648077,57.6648076648077,57.6648076648077,57.6648076648077,57.6648076648077,57.8149578149578,57.8149578149578
583,"FSM","Micronesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,"MNE","Montenegro",32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129,32.258064516129
504,"MAR","Morocco",4.70807726075505,4.70807726075505,4.70807726075505,4.70807726075505,4.70807726075505,4.70807726075505,4.70807726075505,4.70807726075505,5.21290605794557,5.21290605794557,5.21290605794557,5.21290605794557,5.21290605794557,5.21290605794557,5.21290605794557
508,"MOZ","Mozambique",23.3088060764301,34.2867315452172,34.2867315452172,34.2867315452172,34.2867315452172,34.2867315452172,34.2867315452172,34.2867315452172,36.0669356752908,36.0669356752908,36.0669356752908,36.0669356752908,36.0669356752908,36.0669356752908,36.0669356752908
104,"MMR","Myanmar",4.76213051413943,4.76213051413943,4.76213051413943,4.76213051413943,4.76213051413943,4.76213051413943,5.13665347144855,5.13665347144855,5.13665347144855,5.14850546376846,5.14850546376846,5.14850546376846,5.14850546376846,5.14850546376846,5.14850546376846
516,"NAM","Namibia",7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806,7.49574105621806
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"NLD","Netherlands",38.9850825785828,38.9850825785828,39.4246137453383,39.8508257858284,40.8630793819925,79.2754395311668,79.2754395311668,79.2754395311668,79.2754395311668,79.2754395311668,92.6345231752797,92.6345231752797,92.6345231752797,92.6345231752797,92.6345231752797
540,"NCL","New Caledonia",5.68586555430772,5.68586555430772,7.25364992780363,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663,86.1851435905663
554,"NZL","New Zealand",16.357038563944,16.357038563944,16.357038563944,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177,16.4281113115177
558,"NIC","Nicaragua",0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759,0.300633945493759
