"code","iso","country","GEL.raw.2020","GEL.raw.2021","GEL.raw.2022","GEL.raw.2023","GEL.raw.2024"
242,"FJI","Fiji",0.0404972176514056,0.0274417153619971,0.0219536217775443,0.0166824969085759,0.0166416980495243
246,"FIN","Finland",0.00194239130877534,0.00188534365508437,0.00166514656207284,0.00134176799851058,0.00131344451907797
250,"FRA","France",0.0158354145229724,0.0203372572468364,0.0208697416870267,0.0208877228546418,0.0180173348522432
258,"PYF","French Polynesia",NA,NA,NA,NA,NA
266,"GAB","Gabon",0.00364165162083925,0.00401167130101201,0.00438413556302515,0.00431133262669094,0.00420318081847096
270,"GMB","Gambia",0.0407995164673637,0.0485052892410115,0.0475762455488126,0.0439980986248486,0.042122537334084
268,"GEO","Georgia",0.00795811146066878,0.00890528596623468,0.00894696204989453,0.00915666434279924,0.00968009545067475
276,"DEU","Germany",0.0281976860912871,0.0383418415560253,0.0381083299695454,0.0353400689634235,0.0300737835260265
288,"GHA","Ghana",0.0504998641654656,0.0506261736632,0.0478625075530257,0.0435074847328748,0.0463934174354756
300,"GRC","Greece",0.0137625659678039,0.0150779764267744,0.0151751506977582,0.01543555052487,0.0130446054893929
304,"GRL","Greenland",NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA
320,"GTM","Guatemala",0.272046887638657,0.330974697000385,0.348391972606055,0.368029444364087,0.359792543613347
831,"GGY","Guernsey",NA,NA,NA,NA,NA
324,"GIN","Guinea",0.175638188113407,0.174435392204881,0.191005186524617,0.200210029160335,0.199972090081823
624,"GNB","Guinea-Bissau",0.125712125153001,0.111065630378195,0.133521311774466,0.156622302537426,0.174631335491537
328,"GUY","Guyana",0.00978430065026138,0.00894693109296304,0.00666397752850438,0.00503524778455405,0.00491017823702963
332,"HTI","Haiti",0.066301086608974,0.06430471934471,0.0686252670482045,0.0674652595766685,0.06802389412713
336,"VAT","Holy See",NA,NA,NA,NA,NA
340,"HND","Honduras",0.0280718880875757,0.0327442933469364,0.0365923958607558,0.031274280737863,0.033150466335093
344,"HKG","Hong Kong",NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA
352,"ISL","Iceland",0.00114453771950812,0.00105141004633842,0.000756681697576685,0.000799680615531747,0.00116648669823606
356,"IND","India",0.0641320517049313,0.0577486151698917,0.0476264586282538,0.0356337279077745,0.0260114871140532
360,"IDN","Indonesia",0.0147559056841388,0.0148428070980725,0.0151176038112201,0.0158678388048966,0.0162919075210887
364,"IRN","Iran",0.00414370577528413,0.00420960210662316,0.00396699711883728,0.00328353820533368,0.00318307100133006
368,"IRQ","Iraq",0.00707249125150824,0.00742518961856672,0.00670873933199326,0.00631778931020239,0.00391460884202086
372,"IRL","Ireland",0.0326614584616396,0.0340788224337243,0.0336479557853797,0.0357241201591146,0.0384247064889615
833,"IMN","Isle of Man",0.0830625247052725,0.0722734592343354,0.0680732719131866,0.0774591025464874,0.0856951811269981
376,"ISR","Israel",0.0557568872573173,0.0483445965022959,0.0408265998063783,0.0321443568161605,0.0142947956841616
380,"ITA","Italy",0.0114301760587523,0.0155047622786246,0.0158091477632077,0.0150842210013788,0.0144135051319265
388,"JAM","Jamaica",0.249773626004177,0.27774682733439,0.266742981104434,0.270818650521496,0.255944921062099
392,"JPN","Japan",0.0142946051098557,0.0139040370737471,0.0117308121168509,0.00934763993566681,0.0100631153325873
832,"JEY","Jersey",NA,NA,NA,NA,NA
400,"JOR","Jordan",0.0115347429877767,0.0122725670426022,0.0109347610134145,0.00973263285216095,0.0115059765951082
398,"KAZ","Kazakhstan",0.00367135963055113,0.00397253007276973,0.00371989058999256,0.00353135757923442,0.00430634330923728
404,"KEN","Kenya",0.00300235201876292,0.00315323702543209,0.00321961793768623,0.00305717286394652,0.00327391311025793
296,"KIR","Kiribati",NA,NA,NA,NA,NA
689,"XKX","Kosovo",0.018589472988929,0.0263856314932672,0.0281565200551261,0.0276168135170133,0.0259148390000525
414,"KWT","Kuwait",0.0304476572833503,0.0347255235481649,0.035888591301725,0.0354969148311942,0.0263368090398014
417,"KGZ","Kyrgyzstan",0.00131759587175065,0.00165493379890679,0.00172781352078873,0.00173500669041111,0.00220886610865228
418,"LAO","Laos",0.254421290980937,0.268946224158675,0.270682198332398,0.263249853950832,0.229230940322517
428,"LVA","Latvia",NA,NA,NA,NA,NA
422,"LBN","Lebanon",0.00400352475848358,0.00398450379364907,0.00377864543317583,0.00299258633613708,0.00345455458398287
426,"LSO","Lesotho",0.00473443840950607,0.00518591415837253,0.00421116210637014,0.00364847545792595,0.00426983946802816
430,"LBR","Liberia",0.0879369949717881,0.089402711264721,0.0794862489100256,0.0800184470873658,0.0822917935850906
434,"LBY","Libya",0.0245610613501803,0.0246400749617877,0.0207023065872425,0.0141416461083112,0.0104349078454178
438,"LIE","Liechtenstein",0.0275548570252284,0.0343285818360334,0.0322951049259588,0.0307666448547295,0.0227518223535631
440,"LTU","Lithuania",0.0217792849146372,0.0195194622036034,0.0203398924459406,0.0245726013321893,0.0234320609767838
442,"LUX","Luxembourg",NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA
450,"MDG","Madagascar",0.0064750407296007,0.00682028267346674,0.00647025493792292,0.00609851264320966,0.00668281181287122
454,"MWI","Malawi",0.0136138974538538,0.0148798635818967,0.0129594867155556,0.00926620926738336,0.011773211269802
458,"MYS","Malaysia",0.117353185636841,0.0922763772702405,0.0775542384329156,0.0756733470198777,0.0846497965600325
462,"MDV","Maldives",NA,NA,NA,NA,NA
466,"MLI","Mali",0.0172517512229215,0.0183596069116184,0.0167383810294097,0.0150324366255602,0.0152775168854128
470,"MLT","Malta",NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA
478,"MRT","Mauritania",0.00124811989232126,0.00132692930310978,0.00121205640545546,0.00102329357529492,0.000941781814369855
480,"MUS","Mauritius",NA,NA,NA,NA,NA
484,"MEX","Mexico",0.00282918444507638,0.00341720990464852,0.00322359189918154,0.00295427520921984,0.00306911790313327
583,"FSM","Micronesia",NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA
496,"MNG","Mongolia",0.000652324574855678,0.000793285934010388,0.000719359057710655,0.000641975210608838,0.000918352903242022
499,"MNE","Montenegro",0.0343765860486442,0.0404170968145366,0.0431471966108307,0.0463573335490835,0.0382694961589637
504,"MAR","Morocco",0.00715439847484122,0.00746317495289245,0.00631751832152146,0.00538311267781331,0.00494309376123646
508,"MOZ","Mozambique",0.0127227865772347,0.014538766590481,0.0142340046219254,0.0121984802527371,0.0123964592757031
104,"MMR","Myanmar",0.0358189545624875,0.0365841965099784,0.0362328383066625,0.0339130343830388,0.0281337208459235
516,"NAM","Namibia",0.000513984381569642,0.000584829976225862,0.00057694142770736,0.000647281033336148,0.000852293310682837
520,"NRU","Nauru",NA,NA,NA,NA,NA
524,"NPL","Nepal",0.00311255852686761,0.00314387740960602,0.00308838895913139,0.00246126835349427,0.00268909216263471
528,"NLD","Netherlands",0.0381151190007197,0.0349145711206967,0.0355792036970748,0.0395417654622093,0.0438061479662945
540,"NCL","New Caledonia",0.326496106750733,0.471389869728986,0.692156750424595,0.703819427807826,0.694144963433086
554,"NZL","New Zealand",0.0217077774909142,0.0213129275212334,0.0194345954423368,0.0184142046129556,0.0197797638232059
558,"NIC","Nicaragua",0.0446272708207027,0.0455808575921208,0.0373964167140969,0.0296644567395804,0.0263913150740021
562,"NER","Niger",0.0235624114117514,0.0226354007983798,0.0180812814804946,0.0138506057311551,0.0137774104645599
566,"NGA","Nigeria",0.0915187273113518,0.0857830150693347,0.0695945461574781,0.0546766539249179,0.0547394077502151
570,"NIU","Niue",NA,NA,NA,NA,NA
408,"PRK","North Korea",0.0331291618427631,0.0336343540157899,0.032583637668292,0.0341739604503677,0.0358192496083156
807,"MKD","North Macedonia",0.0252708712650242,0.029503134473272,0.0347203320933755,0.0355169112067329,0.0319565106131279
578,"NOR","Norway",0.000575102386673912,0.00054158277562863,0.000514117720955072,0.000521327889698266,0.000647730944253126
512,"OMN","Oman",0.0158760380747176,0.0136344561393787,0.0160509602034673,0.0222743883136695,0.0273393465708135
586,"PAK","Pakistan",0.00517166070429065,0.00478212975071361,0.00425347406219941,0.00370837763890796,0.00331332251004595
585,"PLW","Palau",NA,NA,NA,NA,NA
591,"PAN","Panama",0.295977768645623,0.275165367335256,0.238123052800791,0.26773665449835,0.272011728906142
598,"PNG","Papua New Guinea",0.0473859168446283,0.0482314538271491,0.0502666600531884,0.0542302761309148,0.055145427392545
600,"PRY","Paraguay",0.0884978866371561,0.106956319770572,0.135809996258488,0.152862656585846,0.164798091641544
604,"PER","Peru",0.00553649873097289,0.00529308926441324,0.00528879295085982,0.00507020987969534,0.00640152642102578
608,"PHL","Philippines",0.226036477965425,0.249676170006415,0.235499282616425,0.227952765285744,0.216527289555503
616,"POL","Poland",0.0176515852653805,0.0161813364910876,0.0139034424325611,0.0145452157453274,0.0158995378506791
620,"PRT","Portugal",0.274851752809269,0.240202628322844,0.261791923256828,0.275487764642442,0.213689001030494
634,"QAT","Qatar",0.0532528983746921,0.0460271673063568,0.0437711376618724,0.0458010756259999,0.0451255069323768
178,"COG","Republic of Congo",0.00289633738565788,0.00282357736156683,0.00285906983383168,0.00293904576698306,0.00299075633441826
642,"ROU","Romania",0.0328443680623804,0.0457321894267411,0.0458018542769725,0.0419616600450108,0.0366299249806488
643,"RUS","Russia",0.00374537986727727,0.00383163622140939,0.00391186383872892,0.00392044946899516,0.00408200855493019
646,"RWA","Rwanda",0.179095768631743,0.170745975641226,0.162997120746397,0.137047790283131,0.133909939671428
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",0.0101734294602147,0.0104115948166471,0.00889834014556663,0.00681715173775493,0.00651541398478208
686,"SEN","Senegal",0.012662171088833,0.0127995787788677,0.0111935560354088,0.00955217889802287,0.00836387049229899
688,"SRB","Serbia",0.117394343302154,0.135725099698802,0.141200715104881,0.142370653160288,0.0964982075953238
690,"SYC","Seychelles",0.00665839566187505,0.00790591664597648,0.0085899320260412,0.00839808670966915,0.00814606808543248
694,"SLE","Sierra Leone",0.0072993349777888,0.00684341031999119,0.00696690805483785,0.00826505592478533,0.0105688838590997
702,"SGP","Singapore",0.128960209970216,0.130728450202562,0.122569623541412,0.111742775148227,0.132279802163622
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.03729435434408,0.0427897186405933,0.0386132315814136,0.0342826188043782,0.0283705494376503
705,"SVN","Slovenia",0.0121929933449785,0.0188643711325963,0.0181145124020015,0.0171094578225534,0.0162004666711972
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA
706,"SOM","Somalia",0.00102869130362762,0.00108026741439249,0.00103102454759746,0.000985987087212629,0.000985666026813541
710,"ZAF","South Africa",0.00733343499277299,0.00648121796595148,0.00509817498746538,0.00473798160781892,0.00612253377619124
410,"KOR","South Korea",0.257401484807104,0.270340066303913,0.272311979208114,0.158444306755259,0.158358940597854
728,"SSD","South Sudan",0.00143713320632546,0.0013683593443124,0.00117927379350027,0.00107699917402821,0.00110904946500777
724,"ESP","Spain",0.0323371768124628,0.0347273300958546,0.0338804724487046,0.0324558747760002,0.0240048512752986
144,"LKA","Sri Lanka",0.0238681038558789,0.023329850537421,0.0220926917884265,0.0213185010217037,0.0325047751518204
670,"VCT","St. Vincent and the Grenadines",NA,NA,NA,NA,NA
275,"PSE","State of Palestine",0.00848751573588985,0.0118419962958081,0.0106878036196058,0.0105552020514551,0.0108661622457268
729,"SDN","Sudan",0.00740646694560717,0.00809573263298005,0.00764893704535501,0.00653057276786163,0.0067467216519925
740,"SUR","Suriname",0.0113886390569857,0.00953608138075634,0.0066813891735226,0.00477289182486528,0.00466809156972578
752,"SWE","Sweden",0.00147360305142369,0.00158768138913683,0.00167800968664167,0.00159301381904941,0.00161507038729282
756,"CHE","Switzerland",0.00617747891905411,0.0103504965454816,0.010646727041753,0.0108366280810964,0.0107661003156315
760,"SYR","Syria",0.0170197168686425,0.0180666677993307,0.0175275394548018,0.016469076011956,0.00692469037428872
158,"TWN","Taiwan",0.146023879406992,0.19809598126473,0.186030310410853,0.179534964609007,0.202162407820036
762,"TJK","Tajikistan",0.00298833464487716,0.0029803858445059,0.00294197110231659,0.00283337237267608,0.00282863142304862
834,"TZA","Tanzania",0.0128204751065743,0.0142532978861877,0.0134232077996328,0.0115059923927031,0.0137077948706585
764,"THA","Thailand",0.136492353425812,0.119224717699521,0.103015267705204,0.0989923439742267,0.114365292997487
626,"TLS","Timor-Leste",0.135297292581353,0.150170798634047,0.154215345447122,0.147399060661924,0.138833847672038
768,"TGO","Togo",0.0252781315236621,0.0258076848327748,0.0268215353734882,0.0285768808144755,0.0298689262739186
776,"TON","Tonga",NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",NA,NA,NA,NA,NA
788,"TUN","Tunisia",0.0196080968994123,0.0186156021738383,0.016108747654853,0.0117400939571606,0.00481664696354241
792,"TUR","Turkiye",0.00668344602411816,0.00783835727179833,0.0077932760987309,0.0073205389266407,0.00755941347980756
795,"TKM","Turkmenistan",0.00165344498962772,0.00191873847429688,0.00176463241615934,0.00151964990230296,0.00140708233354812
796,"TCA","Turks and Caicos Islands",0.0150360595982797,0.0158350246202842,0.0142767057128988,0.0135848113340571,0.0136768374903431
798,"TUV","Tuvalu",NA,NA,NA,NA,NA
800,"UGA","Uganda",0.0667013622081277,0.0827512411982768,0.106480772764453,0.116558668979611,0.116351137985843
804,"UKR","Ukraine",0.0403999747256119,0.0451452482467908,0.0454243908698593,0.041678948347613,0.0413736700207951
784,"ARE","United Arab Emirates",0.0671307776163124,0.0552934883643505,0.0494914847307216,0.0462007466139268,0.0406657240090033
826,"GBR","United Kingdom",0.0120150328954193,0.0115965646490332,0.0105427785028801,0.010255868160327,0.0108562133650756
840,"USA","United States of America",0.00527981785661484,0.0051858442890106,0.00543314856188755,0.00560536595272695,0.00590519296952935
858,"URY","Uruguay",0.0195172183846318,0.0177397929519323,0.0149657694556175,0.0130304227510734,0.0142842177095485
860,"UZB","Uzbekistan",0.00209642979161733,0.00232073606642426,0.0021982652973224,0.00202480480789803,0.00198068105627184
548,"VUT","Vanuatu",0.0160264218133876,0.0107922236416748,0.00837872410633013,0.00828670221608524,0.012364875927072
862,"VEN","Venezuela",0.042247395096081,0.0386537969076998,0.0378120496261612,0.038473938972792,0.0399075411680519
704,"VNM","Viet Nam",0.0316657376368376,0.0334734880680186,0.0323885225199439,0.0324517583925917,0.0395807456123211
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA
732,"ESH","Western Sahara",0.0197860621400714,0.0147575516030381,0.012454479308016,0.00820601551247533,0.00741235298980167
887,"YEM","Yemen",0.00422257835338839,0.0043571096299714,0.00413302703648093,0.00366734996667039,0.00324929969407874
894,"ZMB","Zambia",0.00416619341372813,0.00533983149896272,0.00557285375594872,0.00476814595171618,0.00689202403638694
716,"ZWE","Zimbabwe",0.00533604568768449,0.00590960286863221,0.00532356768586166,0.00462257763517878,0.00523389523572919
