"code","iso","country","PCR.raw.1961","PCR.raw.1962","PCR.raw.1963","PCR.raw.1964","PCR.raw.1965","PCR.raw.1966","PCR.raw.1967","PCR.raw.1968","PCR.raw.1969","PCR.raw.1970","PCR.raw.1971","PCR.raw.1972","PCR.raw.1973","PCR.raw.1974","PCR.raw.1975","PCR.raw.1976","PCR.raw.1977","PCR.raw.1978","PCR.raw.1979","PCR.raw.1980","PCR.raw.1981","PCR.raw.1982","PCR.raw.1983","PCR.raw.1984","PCR.raw.1985","PCR.raw.1986","PCR.raw.1987","PCR.raw.1988","PCR.raw.1989","PCR.raw.1990","PCR.raw.1991","PCR.raw.1992","PCR.raw.1993","PCR.raw.1994","PCR.raw.1995","PCR.raw.1996","PCR.raw.1997","PCR.raw.1998","PCR.raw.1999","PCR.raw.2000","PCR.raw.2001","PCR.raw.2002","PCR.raw.2003","PCR.raw.2004","PCR.raw.2005","PCR.raw.2006","PCR.raw.2007","PCR.raw.2008","PCR.raw.2009","PCR.raw.2010","PCR.raw.2011","PCR.raw.2012","PCR.raw.2013","PCR.raw.2014","PCR.raw.2015","PCR.raw.2016","PCR.raw.2017","PCR.raw.2018","PCR.raw.2019","PCR.raw.2020","PCR.raw.2021","PCR.raw.2022","PCR.raw.2023"
344,"HKG","Hong Kong","12.7056","10.4704","8.4904","7.2527","9.3661","11.3957","12.0761","11.6769","12.1468","12.1956","12.4389","10.7037","10.0947","10.022","10.6789","11.6114","12.5772","12.867","13.6232","14.276","12.5074","11.9029","12.1013","11.6841","10.8823","11.3749","10.3901","10.526","12.8341","11.7008","11.5541","10.7162","10.3625","10.7001","10.794","9.3437","10.3264","8.713","7.4355","5.7986","4.4572","4.3086","4.3075","4.3819","4.3769","5.3365","5.2806","5.3268","5.2956","5.869","5.9465","6.9545","6.8497","6.7064","6.5291","6.8556","6.7336","6.926","6.9691","9.2337","9.2617","9.2816","9.2823"
348,"HUN","Hungary","4.7923","5.2707","5.1987","5.3858","5.7027","5.9718","6.1855","6.3439","7.3319","5.8457","7.3248","7.8839","8.4745","9.2562","9.0028","8.7717","9.5416","10.3251","9.1707","10.9832","10.2791","11.7511","10.949","12.6097","11.8662","11.6811","11.5814","12.5666","12.9214","10.9307","12.848","9.0528","7.614","10.0152","9.837","9.8842","11.389","10.7953","9.792","8.7722","12.5356","10.1881","8.067","14.4819","13.6197","12.5018","9.4381","14.7982","12.1459","11.213","12.6777","10.297","13.1932","15.7158","13.9262","16.5168","14.8513","15.0637","15.3576","16.2035","14.6045","10.0121","15.5831"
352,"ISL","Iceland","0.0893","0.0694","0.0628","0.0597","0.0869","0.0266","0.0469","0.0404","0.0328","0.0386","0.0782","0.0587","0.0419","0.0891","0.0429","0.047","0.0511","0.085","0.041","0.0969","0.0697","0.0898","0.0336","0.121","0.0818","0.1035","0.1124","0.0659","0.0525","0.0546","0.0968","0.0733","0.0627","0.0776","0.0537","0.0804","0.0629","0.0848","0.0687","0.0754","0.0858","0.0661","0.0601","0.0894","0.1011","0.1047","0.1023","0.1002","0.0826","0.102","0.069","0.0884","0.0584","0.0773","0.2142","0.2991","0.2927","0.17","0.3023","0.279","0.2783","0.3253","0.2907"
356,"IND","India","3.0784","3.0801","3.1204","3.1358","2.9528","2.8936","3.135","3.365","3.4821","3.7089","3.775","3.5445","3.8384","3.5669","4.0419","3.9668","4.3076","4.4787","4.1399","4.2134","4.5773","4.4284","5.0562","5.0911","5.0676","5.0306","4.8609","5.6447","6.162","6.0389","6.2027","6.5515","6.6476","6.8366","7.0493","7.2888","7.3654","7.3868","7.685","7.5498","7.7016","6.866","7.7398","7.7371","8.114","8.5388","9.4378","9.3384","9.0459","10.0997","10.7866","10.9515","11.2105","11.2282","10.5247","11.0743","11.7077","12.0066","12.3032","12.6087","13.0835","13.2585","13.788"
360,"IDN","Indonesia","4.2256","4.5075","4.0822","4.4687","4.3032","4.5189","4.2682","4.9387","4.8888","5.1301","5.2107","4.9832","5.4113","5.4477","5.3936","5.4041","5.5316","5.9564","5.9949","6.4091","6.8845","6.5085","6.974","7.3846","7.1107","7.1511","6.8063","7.0924","7.4435","7.4992","8.114","8.9457","8.729","8.6622","9.0597","8.9658","8.6337","8.915","8.7853","8.8445","8.6537","8.7866","9.0695","9.5072","9.859","9.7016","9.6512","10.1746","10.4336","10.7254","10.5079","11.1915","11.0579","11.0389","11.273","10.9596","11.6731","11.4752","11.1698","11.0476","11.5515","11.6208","11.4214"
364,"IRN","Iran","1.5641","1.5371","1.5314","1.5641","1.9808","2.1555","2.0047","2.3504","2.2663","2.3001","2.0421","2.3268","2.2889","2.474","2.7465","3.0851","2.8928","3.0568","2.8173","3.1929","3.373","3.7029","3.377","3.5079","3.6319","3.9979","3.8937","3.7318","3.4757","4.4507","4.2422","4.6405","4.6835","4.7372","4.913","4.8498","4.8405","5.5624","4.6314","4.781","4.9194","6.0796","6.339","6.4403","6.526","6.6024","6.9627","4.3329","5.6643","6.1498","5.3394","5.5398","5.8551","6.1845","6.4595","7.4215","6.5428","6.2881","6.7241","6.6322","5.8549","6.03","6.2896"
368,"IRQ","Iraq","1.7322","2.1087","1.351","1.5596","1.8581","1.7635","1.9185","2.5319","2.2519","2.0285","1.6475","3.257","1.5849","1.7959","1.405","1.9139","1.4685","1.6467","1.4185","1.7133","1.7865","1.8393","1.6525","1.2304","2.5219","2.0805","1.6594","2.2054","1.6207","3.0135","2.1722","2.437","2.6145","2.6027","2.5759","2.9411","2.6321","2.8873","2.3277","1.659","2.5608","4.3779","3.7346","3.4205","3.6259","3.5011","3.3194","2.6338","3.3051","4.5992","4.2938","4.5969","5.9124","5.695","2.826","3.2037","3.0742","2.1533","5.4112","6.8507","4.3075","2.9688","3.8961"
372,"IRL","Ireland","11.309","11.7918","11.0955","10.217","10.7917","11.4043","12.5752","13.7727","13.3633","12.8559","14.3133","13.1911","13.6411","14.2237","14.6676","13.5942","17.3434","15.9764","16.3049","15.9844","16.4478","18.5926","17.4174","21.1138","17.8207","17.9124","20.9884","21.2902","20.2192","22.1318","22.2917","22.9368","18.2735","19.0784","20.7806","23.6881","20.6136","19.1528","19.2308","19.4944","18.3591","16.5737","17.5985","20.9349","17.5183","17.7848","17.2492","19.7823","17.654","18.7184","21.983","17.8114","20.2329","21.9048","23.3507","20.3961","21.4443","15.8023","20.3946","17.4144","21.9182","22.9041","18.5747"
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel","5.1259","4.9373","4.8041","6.9971","7.3173","5.9891","8.3256","7.8126","8.2014","7.5969","8.9932","10.9731","9.4313","11.0474","10.4535","10.8331","11.7004","12.4196","11.3372","13.2765","13.7149","13.1288","15.9801","12.1058","13.9021","11.9048","12.3387","11.5102","10.366","12.2799","8.222","10.0242","9.0127","8.3392","11.0736","11.9551","10.5414","11.2929","8.1182","8.6655","8.7962","9.5582","9.3354","11.9594","11.3625","11.5983","11.0869","9.5381","9.8824","10.5579","11.4755","12.0365","12.1713","11.9359","11.8279","11.1405","8.2276","7.0831","8.2453","10.3258","10.4691","12.6564","10.3111"
380,"ITA","Italy","6.2369","6.0775","6.5617","6.3189","6.7046","6.5767","7.3745","6.7972","7.2789","7.1932","9.0764","8.1431","8.7267","8.6759","9.5311","8.5259","8.7204","8.9981","9.1554","10.0283","10.003","9.0664","10.4925","9.5551","9.9744","9.9189","11.2758","9.9854","10.6654","9.1729","11.6627","11.0131","10.9796","11.0176","11.7481","11.2773","12.0408","11.6218","12.0884","11.3706","11.1755","11.8346","10.849","13.699","13.1254","12.4294","12.4278","12.615","11.8391","11.8892","12.694","11.5465","12.099","11.8705","12.205","11.7498","11.2499","10.7986","10.6063","10.7912","10.625","9.6415","10.2491"
388,"JAM","Jamaica","7.6477","7.4025","7.84","8.2238","8.9171","9.1414","8.7314","8.42","7.61","8.1633","8.7775","8.598","7.5448","7.9234","7.502","7.4907","7.5065","8.3415","7.9361","7.846","7.2332","6.8818","7.0412","7.6636","7.5235","8.0024","7.9959","8.7046","6.752","7.1771","7.638","8.2199","7.9246","8.5606","8.1737","8.6243","8.1134","7.8616","7.7724","6.9868","7.5089","8.1264","8.0679","8.0399","7.3764","8.7459","8.9547","8.8746","8.4484","6.5324","6.9975","7.1057","7.1627","7.7639","7.5042","7.0308","7.059","7.2159","6.9642","6.4092","6.7398","7.3293","6.3174"
392,"JPN","Japan","14.7536","14.8047","14.0995","13.7871","13.834","13.6523","14.8375","15.0133","14.4226","13.0771","11.7515","12.566","12.5102","12.4364","13.0876","12.2191","13.3825","12.9826","12.844","11.2993","11.6689","12.1251","11.9877","13.1698","13.1287","13.2151","12.6007","12.11","12.4092","12.4384","11.753","12.4789","10.1794","13.1875","12.3678","12.0732","12.0923","11.2249","11.5669","11.9286","11.784","11.8205","10.9221","11.6226","11.9868","11.4394","11.8376","12.0438","11.3417","11.1068","11.319","11.758","11.7129","11.8923","11.8763","11.5581","11.8184","11.4697","11.8765","11.7267","12.0336","11.8238","11.6955"
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan","7.1038","3.7505","3.6437","9.5614","7.9085","3.8816","7.108","2.6885","3.9768","1.5056","3.6816","4.7845","1.3718","5.5781","1.4239","2.0684","1.7492","2.5957","1.0767","3.9242","2.2744","2.6961","3.0189","3.5517","2.7755","2.206","2.8301","4.0199","2.5395","6.1199","5.2238","5.1402","3.4881","5.3593","4.4055","5.6682","4.6968","6.909","3.2908","6.53","4.3969","9.0836","7.1156","7.5278","7.6379","7.9468","8.3912","7.1053","7.3466","9.7164","9.052","7.9348","7.2375","7.9128","9.4421","7.9761","8.9204","8.2077","10.0801","9.4179","9.6755","8.3705","9.7454"
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.3444","2.4311","1.9099","1.1746","1.4092","1.5606","0.8792","1.8581","1.6587","2.3367","2.4205","2.3099","2.007","2.2135","2.5501","3.0367","2.3788","3.1097","1.9652","3.998","2.1303","2.9262","2.784","2.9516","3.3037","3.4712","3.547","3.0857","3.3998","2.864","3.7652","2.9492"
404,"KEN","Kenya","2.0768","2.2082","2.386","2.4184","2.48","2.3826","2.6983","3.0072","3.0815","2.9617","2.9265","3.1046","3.3604","3.4977","3.2425","3.6999","3.7625","3.6815","3.4723","3.328","3.3855","3.9776","3.8439","2.9882","3.3709","3.769","3.346","3.5422","3.4697","3.4552","3.8305","3.7864","3.6114","3.9067","3.8845","3.837","3.6936","4.1465","3.9312","3.7151","4.3282","4.3552","4.4871","4.2106","4.8119","5.1209","5.0031","4.4384","4.3365","5.3554","4.7494","5.1619","5.2452","5.071","5.3234","4.7957","4.798","5.2801","5.0503","5.7352","4.9328","4.9701","5.6607"
296,"KIR","Kiribati","4.336","3.8682","3.0249","3.2721","4.7392","4.5633","6.0688","3.9388","4.0142","4.2964","5.1341","3.3455","4.9742","6.4654","3.0231","4.6175","4.6896","5.797","5.1086","4.4868","6.2179","5.5373","4.1622","6.9514","7.0171","7.6891","8.3601","9.2632","5.8877","4.2394","5.5341","5.7028","6.0138","6.0241","6.0264","7.3636","7.3683","8.5067","8.5136","7.7244","7.7305","7.7405","7.7492","10.3045","10.3115","12.5581","13.0147","13.0205","13.0205","13.02","13.0173","13.2872","13.4542","13.2993","13.3179","18.7552","18.7534","16.5151","13.8378","13.8411","13.8393","14.3405","14.9887"
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait","2.6737","3.2943","3.4669","4.0363","4.8052","5.3447","6.1627","7.353","8.7244","9.7465","11.2339","10.779","17.8754","24.5965","18.2708","18.1582","19.9928","17.8254","20.0907","23.8707","13.8391","11.3432","11.161","9.1432","16.4243","15.3222","17.9992","16.8354","17.2254","11.9958","3.9258","4.1101","8.0968","10.3935","13.7887","14.7468","16.3282","19.1856","18.0001","13.2506","10.3471","11.724","14.4604","14.1397","15.7565","18.5227","19.4553","17.7997","17.5894","19.0856","27.314","24.9021","25.6068","28.5943","23.5479","19.5894","20.7083","23.1279","29.0468","24.2294","21.6482","21.9683","24.9494"
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.2228","4.9381","3.7254","3.5651","4.8099","5.6891","5.9634","6.2451","6.1947","7.0024","6.8684","6.8821","7.2771","6.9901","6.7376","6.4175","6.4056","7.2137","6.4508","6.7095","6.0312","6.9753","5.9462","7.1643","7.3672","7.3963","7.6594","7.7708","7.7242","6.1166","7.649","6.9272"
418,"LAO","Laos","2.8559","2.7433","2.782","3.8129","3.8592","3.8732","4.1827","4.0086","4.5367","4.5549","4.1638","3.9554","4.1058","4.0836","4.0015","3.1667","3.3691","3.1689","3.9023","4.5501","4.9497","4.7271","4.6814","5.4158","5.4846","5.6396","4.9666","4.3976","5.7313","6.2016","5.2072","6.1352","5.3754","6.3699","5.695","5.7151","6.3424","6.5248","7.6134","8.1866","7.997","8.1329","7.6527","7.8763","8.1787","8.1922","8.6689","9.7001","9.9098","9.7072","10.1015","10.5302","10.2813","11.9882","12.7065","13.1165","12.3342","11.8306","11.7244","12.065","11.7793","11.8992","12.5539"
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2405","3.438","2.5082","3.4495","4.361","4.5309","4.2355","3.9406","4.4517","4.52","5.1832","4.9007","5.3867","6.1624","4.8701","6.5028","7.0326","6.9454","6.3126","6.302","8.996","8.2023","8.4606","11.7299","10.3398","10.7155","7.7686","11.7369","12.9214","10.9254","11.5666","10.0941"
422,"LBN","Lebanon","5.2622","3.982","4.9942","4.3643","4.4547","4.2247","5.3327","3.9389","3.6031","3.8705","4.3673","4.5994","3.9268","5.4726","3.8113","3.967","3.6155","4.6401","3.6992","5.1985","3.5094","5.2101","3.8752","4.6132","4.8456","5.7106","6.9031","6.4542","7.0766","7.8193","8.0273","9.8178","8.4695","9.549","9.9531","11.0171","9.7966","9.3201","10.3885","13.4606","10.3796","12.8782","10.2168","13.0987","10.4429","13.0109","10.3624","11.6123","10.489","14.3058","10.8939","10.5728","11.8029","12.3416","13.1085","14.3241","14.2615","13.6158","13.0406","13.0548","12.1781","12.463","12.4393"
426,"LSO","Lesotho","2.4958","2.3906","2.3664","2.3274","2.2825","2.3653","2.2762","2.2043","2.1784","1.9489","2.1463","1.1402","1.6664","2.8921","1.8168","1.5089","3.6374","3.7906","2.9463","2.5347","2.1609","1.772","1.7079","1.7388","2.1211","1.7872","1.7167","2.5656","2.5477","2.8456","0.9328","1.1906","1.7878","2.5362","1.1478","2.9989","2.6144","2.2182","2.2966","2.0233","3.0961","2.0867","1.7179","1.5712","1.5213","1.3799","1.1326","1.023","1.1043","2.2278","1.6164","1.6427","1.9625","1.884","1.8861","0.6439","2.0529","1.5942","1.7023","0.7239","2.2386","1.5811","1.6925"
430,"LBR","Liberia","1.2123","1.2672","1.2944","1.3452","1.3938","1.4828","1.4888","1.5691","1.6113","1.8078","1.9448","1.9599","2.0248","2.2061","2.1265","2.2256","2.2742","2.2185","2.2256","2.2369","2.368","2.4424","2.4505","2.526","2.5069","2.4683","2.5005","2.5473","2.5238","2.0973","1.5595","1.6742","1.4398","1.3011","1.3261","1.6249","2.1734","2.2815","2.1922","2.1375","1.9659","1.8129","1.774","1.835","2.047","2.0577","2.4559","2.6406","2.489","2.503","2.3807","2.4334","2.2929","2.2603","2.4553","2.8701","2.2796","2.357","2.4936","2.5665","2.5256","2.6547","2.5502"
434,"LBY","Libya","0.4199","0.4567","0.4437","0.3634","0.772","0.7516","0.9357","0.926","0.6058","0.5337","0.2495","0.8062","1.2342","0.8892","1.2523","1.4002","0.5958","1.2817","0.9991","1.2397","1.2936","1.3646","1.5912","1.2578","1.2394","1.3408","1.1526","1.1827","1.2685","1.2004","1.215","1.2062","1.2258","1.2881","1.3609","1.3599","1.4517","1.6267","1.8789","1.5211","1.459","1.4914","1.561","1.6156","1.6716","1.6447","1.6508","1.654","1.6364","1.7627","1.8743","1.9487","1.9271","1.9138","1.7728","1.9128","1.7386","1.763","1.6515","1.7463","1.7384","1.7152","1.6605"
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3.2955","4.2227","3.4704","3.1675","4.2863","4.7565","4.5907","3.6368","4.4518","6.5696","7.4225","8.0164","8.2291","6.8279","4.709","7.711","8.455","8.8071","6.7055","7.5824","10.1127","9.3909","10.3561","13.6085","12.6655","13.5626","10.0563","12.147","15.1186","12.542","13.1748","12.9183"
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.3514","9.851","11.7945","11.3821","12.7815","11.5695","11.7804","11.0229","13.1151","13.223","11.6078","10.6133","10.6533","11.8357","11.5411","11.8162","9.5312","10.2191","10.6312","10.726","9.6854","9.1505","10.9292","9.6754"
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar","3.1123","3.1873","3.2394","3.3986","3.2869","3.2964","3.4472","3.5281","3.6389","3.7013","3.639","3.6248","3.5992","3.8488","3.3981","3.573","3.3133","3.0497","3.1741","3.2207","3.1058","3.0541","3.2786","3.3082","3.3465","3.4764","3.3098","3.2831","3.5235","3.4965","3.4391","3.4552","3.5162","3.3467","3.4519","3.5237","3.5987","3.5013","3.6274","3.5066","3.6325","3.4963","3.773","4.0018","4.4697","4.6053","4.7046","4.9737","5.4947","5.6558","5.4064","5.6686","4.8188","5.1312","4.8844","4.961","4.7542","5.0678","4.9909","5.2382","5.565","5.8176","6.0568"
454,"MWI","Malawi","3.1054","3.111","2.7585","3.0503","2.8107","2.7948","3.5059","3.0269","2.9924","2.839","3.3349","3.4256","3.3628","3.3578","3.1244","3.3644","3.8014","3.7209","3.6431","3.6058","3.6142","3.6773","3.5747","3.6552","3.697","3.4771","3.301","3.6509","3.5935","3.3815","3.8204","2.4167","4.3835","3.2261","4.1351","4.5106","3.8234","4.2537","4.959","5.1437","4.6106","3.9533","4.4746","4.2388","3.2983","5.083","6.0197","5.3885","6.4729","6.2288","6.7348","7.4152","7.5319","8.2558","6.867","6.274","7.815","7.1282","7.8901","8.2451","8.9818","8.4743","8.5688"
458,"MYS","Malaysia","2.9084","2.8034","2.8114","2.6273","2.7234","2.8203","2.7733","3.0825","3.2209","3.3768","3.5148","3.5141","3.6831","3.9253","4.0779","4.0671","4.0287","3.9441","4.3951","4.6643","4.8095","5.1538","4.6505","5.1545","5.3087","5.2562","4.8415","5.0162","5.3074","5.4035","5.3578","5.5725","6.2235","6.037","6.3811","6.5719","6.8527","6.3273","7.4822","7.7047","7.8984","7.9083","8.5334","8.8512","9.308","9.7859","9.7101","10.5192","10.1923","9.7356","10.5265","10.3052","9.9777","9.8269","9.735","8.7416","10.0108","9.6745","9.6541","9.6005","9.1821","9.3997","9.3361"
462,"MDV","Maldives","7.8978","8.18","8.4801","8.7665","9.0331","10.7812","11.3638","11.6686","11.7455","11.9965","9.1721","6.4884","6.4914","6.3978","9.0748","6.806","8.7766","7.1784","5.6179","8.4675","8.4857","7.5217","8.1973","8.7378","8.8379","8.9297","8.1591","8.4409","9.0432","7.0976","6.3388","7.1655","7.0616","7.0385","7.2187","8.116","7.8732","7.3672","6.7379","7.3939","8.2272","6.7946","10.1519","13.612","8.7765","8.7686","6.0928","7.4061","9.2297","8.4864","8.706","5.6715","4.7182","6.4469","7.2218","8.0314","7.8383","9.6118","14.3268","14.9536","4.7781","4.1217","6.8155"
466,"MLI","Mali","3.1713","3.3109","3.1739","2.9473","3.039","3.111","3.4098","3.1629","3.5951","3.2292","3.3298","2.9304","2.9666","3.5092","4.0695","3.616","3.4223","3.6593","3.5391","3.1435","3.4668","3.8179","4.0992","3.5361","4.7801","4.9818","4.7424","6.2034","5.8377","5.5923","6.9814","5.9373","4.3348","4.7402","4.5865","3.4819","3.65","3.9739","4.1946","3.1339","4.0912","3.4629","3.8262","4.1024","3.8581","3.6472","3.563","3.9171","4.4557","4.2537","5.0835","5.0923","5.2235","5.254","5.5889","6.0412","6.0264","6.4699","6.4623","5.5775","5.5851","5.7382","6.0695"
470,"MLT","Malta","4.3481","4.7738","5.2307","5.496","5.5298","4.5339","5.0164","4.9251","5.3743","4.3082","4.6781","5.0096","4.8718","4.7217","5.2831","5.956","5.4618","5.0175","5.7177","6.9747","6.4325","7.2302","7.4915","6.7428","6.7236","6.6027","6.6006","6.5382","6.8117","6.9404","6.5897","7.1076","7.3513","7.8755","9.6599","9.8677","12.6752","14.3647","14.1433","14.4728","12.4769","13.1185","11.6773","12.7915","13.6879","14.1564","14.0508","15.7666","14.3933","13.2853","13.4261","12.5663","12.7","12.9164","11.9719","11.5909","12.4672","3.7888","3.5202","3.6471","3.7095","3.7176","3.7252"
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania","1.675","1.7051","1.74","1.7532","1.9018","1.7572","1.7691","1.8333","1.9815","1.6575","1.3718","1.1202","0.9338","1.5455","1.5845","1.4631","1.1837","1.4464","1.341","1.4598","1.5674","1.4029","1.0196","1.0923","1.7573","1.8445","1.9913","2.1081","2.1269","1.2762","1.2914","1.2631","1.7349","2.0578","2.2308","2.3133","1.6777","1.9202","2.047","1.9775","1.5685","1.4702","2.0049","1.4451","1.9609","1.9144","2.0461","2.1083","2.0567","2.7281","2.0512","3.1374","2.9009","3.221","2.9107","2.8892","3.2381","3.6887","3.1468","3.5646","4.0313","4.5045","4.5032"
480,"MUS","Mauritius","17.1678","15.9946","19.7333","15.1735","20.3101","16.9391","18.9152","15.7978","17.7361","15.4976","15.9763","18.8297","18.6138","17.8381","13.0053","18.8945","17.787","18.5044","18.5996","13.6229","15.8281","19.4523","15.7135","15.2037","16.8762","18.1508","18.5518","16.6554","16.609","17.1482","18.2516","18.8532","18.1047","16.4389","17.7813","18.2146","20.2131","19.8815","13.9641","17.8757","19.7121","16.9757","18.2509","18.719","18.0153","17.6279","16.2372","17.4501","18.0295","16.9716","16.9318","16.2771","15.9312","16.8327","16.5051","15.7266","15.4387","13.2126","14.2006","11.0402","11.3313","9.8353","10.8646"
484,"MEX","Mexico","2.873","3.022","3.276","3.8216","4.1139","4.2552","4.2411","4.5556","4.2763","4.7301","4.8041","4.7699","4.9609","5.1133","5.2132","4.8405","5.6159","5.8618","5.3541","6.1094","6.7978","5.8782","6.2713","6.7564","7.2535","6.5033","6.4961","5.6784","5.3326","5.6926","5.2949","5.3864","5.0793","5.5753","5.6771","6.1599","5.935","6.1662","5.7928","5.7531","6.3583","5.9968","6.4323","6.4965","5.9806","6.5134","6.7435","6.896","6.2987","6.9087","6.2072","7.1121","7.238","7.9724","7.4767","8.1853","8.8989","8.9828","9.0058","7.6157","7.7793","8.1475","8.176"
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.0492","0.0512","0.0526","0.0549","46.1842","46.1563","46.1566","46.1522","46.2501","46.2588","46.2669","46.2742","46.2806","43.7485","40.6135","37.8946","38.0014","37.8867","47.3391","47.3134","68.2889","75.9788","76.1712","99.7458","98.1743","99.7255","99.7635","128.0832","128.0758","128.0838","128.0815","128.0802","130.0362"
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.2601","7.5664","4.3117","6.111","4.9013","7.1657","5.2991","4.8804","4.387","5.6658","5.6848","4.73","6.2601","6.2133","5.5076","3.8995","7.105","4.9802","5.765","5.9424","3.4738","6.4678","7.7351","5.7002","7.7203","8.7991","9.2015","9.2989","4.247","10.4185","5.1427","8.2149"
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia","0.7981","1.7695","1.7347","1.7093","1.4691","1.1812","1.5841","1.1034","0.7057","1.5019","1.8711","1.0311","2.2586","1.5491","2.2798","1.5503","1.4719","1.2171","1.1426","0.9655","1.1259","1.7401","2.4245","1.7866","2.5632","2.6286","2.08","2.3644","2.4486","2.0988","1.7334","1.4465","1.4065","1.0145","0.8098","0.6852","0.8131","0.6236","0.6239","0.5408","0.5502","0.4924","0.6468","0.5749","0.371","0.6567","0.5657","0.8727","1.423","1.3253","1.5415","1.7098","1.5569","1.9734","0.9068","1.6761","0.8977","1.6046","1.9236","1.8705","2.6369","2.0003","2.1635"
