"code","iso","country","NTI.raw.1961","NTI.raw.1962","NTI.raw.1963","NTI.raw.1964","NTI.raw.1965","NTI.raw.1966","NTI.raw.1967","NTI.raw.1968","NTI.raw.1969","NTI.raw.1970","NTI.raw.1971","NTI.raw.1972","NTI.raw.1973","NTI.raw.1974","NTI.raw.1975","NTI.raw.1976","NTI.raw.1977","NTI.raw.1978","NTI.raw.1979","NTI.raw.1980","NTI.raw.1981","NTI.raw.1982","NTI.raw.1983","NTI.raw.1984","NTI.raw.1985","NTI.raw.1986","NTI.raw.1987","NTI.raw.1988","NTI.raw.1989","NTI.raw.1990","NTI.raw.1991","NTI.raw.1992","NTI.raw.1993","NTI.raw.1994","NTI.raw.1995","NTI.raw.1996","NTI.raw.1997","NTI.raw.1998","NTI.raw.1999","NTI.raw.2000","NTI.raw.2001","NTI.raw.2002","NTI.raw.2003","NTI.raw.2004","NTI.raw.2005","NTI.raw.2006","NTI.raw.2007","NTI.raw.2008","NTI.raw.2009","NTI.raw.2010","NTI.raw.2011","NTI.raw.2012","NTI.raw.2013","NTI.raw.2014","NTI.raw.2015","NTI.raw.2016","NTI.raw.2017","NTI.raw.2018","NTI.raw.2019","NTI.raw.2020","NTI.raw.2021","NTI.raw.2022","NTI.raw.2023"
276,"DEU","Germany","131.0333","143.6008","143.8442","151.2835","161.1658","164.8569","169.1482","176.6058","185.8154","192.1243","197.4725","204.8749","200.839","208.4914","210.0189","219.9687","221.7426","226.0116","233.2645","238.4709","224.6871","231.5347","224.7781","231.94","241.538","242.0882","248.4328","248.7933","236.2979","204.1192","202.1302","192.4935","183.4946","192.5825","190.5603","189.4908","191.6145","199.5602","208.0276","196.2641","192.7252","191.5893","191.7568","186.8678","187.5765","174.0545","187.4012","169.6476","170.8935","186.2397","175.4567","177.5748","180.2731","189.8578","183.6927","181.5036","170.606","152.4552","153.9021","153.5318","134.428","128.2893","134.3522"
288,"GHA","Ghana","6.9952","7.2855","7.5555","7.8003","7.0546","7.7363","8.2379","9.017","9.6464","11.1427","11.2176","11.6497","12.1604","13.9322","15.4353","15.7056","14.9611","14.4484","14.0018","13.7365","16.831","15.1234","13.7323","13.8333","13.0511","14.7635","14.4733","15.0114","15.6938","14.2964","13.4622","14.1482","14.4161","14.3397","14.3883","15.1903","14.9388","16.4425","15.0742","15.1511","17.9793","19.539","20.3271","18.2538","20.6124","24.9545","20.7871","22.3495","24.0062","24.7446","22.7598","27.1945","29.4832","25.9219","28.3006","27.974","33.9644","30.6516","33.8209","34.2719","29.3663","33.2134","32.7022"
300,"GRC","Greece","54.7228","57.3596","57.5173","63.1211","63.7752","67.3504","69.9003","75.0624","76.1478","80.233","81.0732","83.4855","92.3521","97.6176","101.7331","106.6737","107.7836","117.3262","120.7681","115.8167","119.2088","125.7523","135.1269","136.1583","144.5879","137.3679","126.9087","133.1846","129.3392","135.7728","129.9173","125.7174","109.9533","114.5653","107.0445","113.6352","104.0485","100.514","100.5975","99.5802","93.3802","91.3818","90.8583","90.0175","85.849","82.1391","87.2481","73.2114","73.8177","81.1093","73.7998","73.7426","76.4745","81.7612","79.9124","82.6653","86.8697","85.0453","82.5342","97.9437","90.0162","80.4254","82.5511"
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada","32.0426","32.5384","32.5795","32.9781","33.1796","33.6852","33.76","34.7109","34.9322","34.9387","33.8489","37.3321","37.8802","37.7993","37.9649","38.3345","38.6361","40.5432","40.8813","44.3791","42.5423","41.6015","40.3612","39.9828","44.8873","45.0932","47.2736","47.7249","47.7119","48.6604","52.6077","53.6424","54.5499","55.4662","61.0689","60.959","60.9359","60.5503","56.275","52.3899","48.5679","48.91","40.7081","43.8697","49.2948","53.842","52.5809","54.0079","49.1299","59.3409","57.1936","68.3376","69.0875","71.0006","68.7093","65.1984","65.3595","75.7872","76.144","75.4419","72.6564","69.9168","69.6828"
320,"GTM","Guatemala","23.2134","23.8977","26.756","25.8261","25.048","31.5544","28.6024","36.2698","34.9989","42.5728","33.6482","39.3592","44.7703","45.7128","45.9433","51.384","52.2734","53.7204","56.6818","52.7186","49.9677","56.5358","47.3906","55.912","59.2531","70.2259","68.835","61.2667","72.9759","76.2822","87.1189","89.0851","88.8249","90.7044","93.8691","92.6801","92.9728","85.0812","87.4214","85.8545","81.7688","72.4018","77.2531","93.8526","95.9378","102.6252","86.8486","78.9764","88.63","95.016","105.7337","113.0136","128.3713","121.5994","111.9437","107.1544","111.237","118.2406","108.265","124.9901","112.4375","102.0494","105.3117"
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea","7.8513","8.1098","8.1003","8.4956","8.5665","8.9525","9.2452","9.2921","9.421","9.6983","9.7738","9.9549","9.8092","9.8598","10.098","10.4422","10.4556","10.6948","11.2797","11.0476","11.4078","11.6478","11.6083","11.7544","11.6626","11.7174","11.7507","11.2931","12.0746","12.5472","14.1374","14.4648","15.0736","15.5876","16.4543","17.0839","17.5166","19.477","19.1701","18.9808","18.5242","20.0154","20.0405","20.9885","21.7629","21.8246","21.9137","21.6312","22.5734","23.5377","25.0017","24.4003","23.9745","25.3781","25.8595","26.2629","29.7323","29.3335","28.7229","28.0298","28.6909","31.137","30.7114"
624,"GNB","Guinea-Bissau","47.6073","48.0357","47.7358","48.852","45.1616","41.5253","39.3199","38.9703","39.2813","39.2444","37.3052","37.9136","38.2967","40.0083","43.9592","46.4878","44.0039","44.9293","44.0493","44.3294","50.1851","49.554","45.1501","42.414","33.0814","36.3352","32.1935","29.6825","29.0893","28.837","28.7767","29.0031","28.7548","28.4521","28.2998","28.0361","26.3348","26.7959","25.012","25.4409","25.5209","27.4959","27.9925","27.2281","24.9992","25.4861","25.6084","30.4414","30.6213","34.8582","34.0115","37.5942","40.6945","39.6455","41.7836","44.4354","46.4543","47.2082","47.0268","47.9815","45.8715","45.3143","46.7418"
328,"GUY","Guyana","105.3947","109.1452","106.7145","119.4713","130.8106","124.5541","135.2358","130.7339","144.6602","141.7696","151.4443","162.0991","164.9025","186.5068","158.3878","144.0773","146.9157","205.617","143.5541","119.8513","167.2318","159.9569","146.7055","149.8652","121.56","168.5096","129.4924","152.5773","156.9085","117.1307","162.8418","145.1042","148.1117","132.1017","170.9438","168.1141","198.0922","193.4116","210.8714","162.3041","164.5146","184.8929","168.2022","242.7695","134.0649","145.6049","137.6857","234.1334","148.3984","204.526","150.7462","197.5713","260.0758","267.842","275.1166","231.7237","164.8455","235.2138","262.6076","248.6149","239.8109","200.4846","236.7205"
332,"HTI","Haiti","29.2493","29.7719","30.366","30.854","31.4668","31.5415","32.1349","32.4856","33.1706","33.8113","36.658","41.6047","41.4313","40.5359","40.6892","41.4448","44.8833","47.3522","49.3627","41.3368","38.7434","32.2856","31.3164","32.0298","31.3812","30.8401","30.4133","30.2244","30.4994","28.9022","30.8716","32.8331","30.6827","29.7967","30.1629","30.9187","34.9197","34.3565","33.1047","38.45","38.2074","38.6344","39.1544","36.0506","36.5673","38.5249","40.2078","43.9042","39.3688","38.2181","39.5883","43.3946","43.3193","42.7592","38.2546","36.1032","39.3724","49.9526","50.5984","39.1816","37.0282","34.8497","34.7184"
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras","21.8185","22.7288","23.5195","23.4627","23.6836","25.2949","24.7838","26.5965","28.6616","29.7278","30.4372","29.1723","27.6004","23.789","24.9627","24.5747","26.7011","24.2798","23.7836","27.3974","26.3698","24.3622","26.6676","29.474","25.131","23.9202","27.3552","30.7105","30.1795","25.7702","31.3553","30.7837","33.8927","23.2898","53.9093","43.2523","62.8271","70.4338","78.1078","120.1319","100.6064","54.4404","60.7758","49.3164","62.8749","77.4885","75.6449","71.5063","66.6598","70.5024","87.61","80.2793","86.6525","85.341","83.4575","93.9853","80.6879","90.1916","89.3752","118.821","105.8174","88.056","97.6209"
344,"HKG","Hong Kong","227.9097","249.8211","265.4486","253.6041","231.022","231.3954","238.6648","271.5036","301.787","338.9415","395.0832","406.6992","336.8623","300.1143","360.994","388.1771","475.7604","554.4998","598.3084","616.8504","566.0473","578.4654","597.93","575.1253","564.0291","507.8284","528.4803","506.8496","557.4693","526.571","483.4831","437.7646","362.8186","356.5641","366.8156","356.5764","429.07","408.2185","384.1809","392.9951","397.7673","390.3355","375.3388","380.7035","383.9277","424.4302","401.0934","402.0609","417.8337","466.3995","478.013","498.7576","497.5223","499.5567","567.8167","574.1725","566.8532","569.1455","555.2961","678.5282","660.6481","641.1517","655.4135"
348,"HUN","Hungary","56.6226","65.5792","64.6496","72.7634","76.7804","75.9347","86.6642","99.5282","105.3552","114.6646","120.0457","122.8395","134.2027","149.7103","148.5021","143.4116","157.8281","157.9524","158.8148","153.9338","159.5736","176.709","173.705","176.0575","160.7425","164.9848","170.0973","176.641","163.4621","118.8285","97.3547","71.6296","82.0299","81.9294","80.3312","95.7418","90.0663","89.3958","98.6268","99.867","103.9478","99.4955","97.0377","101.0007","93.8257","98.1788","98.3238","88.962","85.4164","89.5027","95.4194","99.4461","105.7432","105.5229","107.8475","116.6573","123.3377","125.8393","123.7951","139.1806","137.4149","111.0629","88.0718"
352,"ISL","Iceland","105.2631","114.7992","118.6874","120.4245","122.1115","126.3707","132.5458","136.5682","134.1707","136.0294","145.1987","148.8296","152.5733","148.376","156.6569","154.6625","154.9227","159.5082","157.5647","146.9296","149.8587","144.1604","146.4755","138.2539","134.2824","131.1568","119.5123","120.909","124.0644","128.2408","123.3005","113.2183","121.9186","115.7273","107.0884","119.3976","121.3812","129.8704","138.2993","133.3446","117.0042","128.1506","125.1597","122.335","122.4304","129.487","140.0577","144.7976","117.0749","117.774","122.9242","126.8076","99.7247","115.5807","116.1175","107.1533","120.9536","113.848","103.9634","110.171","116.0892","107.0784","88.4614"
356,"IND","India","34.9918","34.7461","35.0629","35.6235","36.5094","36.7617","37.8374","40.2432","39.8856","42.0282","44.0733","43.2342","43.3775","43.3964","47.6293","48.9814","51.8858","54.1168","55.6232","55.6238","59.4386","59.7761","65.1632","69.3762","71.4653","77.0357","71.3336","82.2143","83.5236","85.5096","89.6111","91.6086","94.4796","99.1225","102.4655","105.9539","110.2352","112.757","113.0713","107.717","109.4883","104.333","110.0085","114.1107","121.4689","127.1894","134.2572","136.7338","138.7453","147.2631","152.3928","149.5508","152.0012","151.5405","151.983","150.8342","156.0481","159.9635","165.9937","175.5768","173.4096","178.5722","179.6588"
360,"IDN","Indonesia","30.0077","31.1088","29.5785","30.1274","30.4034","31.6286","29.9992","34.8316","32.2883","35.593","36.687","40.3061","42.3439","42.2786","42.0884","41.4262","47.5515","51.9386","54.6765","65.5959","70.991","72.3961","72.9787","84.2483","81.8069","83.1397","82.546","86.2403","85.0095","90.103","95.0234","105.2286","97.7325","102.4708","108.8635","116.4196","104.2632","100.5603","91.2886","90.4759","87.9434","95.1949","92.366","98.8218","101.3238","101.7882","98.4752","102.4771","113.85","107.0457","107.2184","109.8551","104.541","107.948","110.6569","107.7059","118.5123","120.9874","113.6507","116.6148","116.5102","108.0207","111.6806"
364,"IRN","Iran","11.5424","11.6131","11.5285","11.9746","12.3161","13.1537","14.4417","14.8739","15.2444","16.1437","17.8195","18.4893","21.4553","23.6448","24.2072","25.8092","29.2097","27.2736","32.8121","38.6551","45.2031","49.611","56.1265","48.7827","47.1386","51.3857","49.7161","48.6041","62.2441","53.5634","55.7106","65.9616","49.9378","53.0849","54.5185","58.6215","67.6665","69.3409","68.7288","76.1262","72.8659","75.771","78.8399","84.7669","80.502","93.3217","82.8574","95.0955","89.6551","86.5875","71.5014","76.2958","72.2545","74.3397","64.3848","72.2259","72.1817","76.2874","80.538","83.4127","83.7355","86.1468","86.8804"
368,"IRQ","Iraq","5.8491","5.9548","6.1244","6.1526","6.2789","6.8948","7.4511","7.9644","8.376","8.9506","9.5175","9.3391","9.4768","10.346","11.3913","13.3488","17.18","16.4928","20.1297","18.7159","18.3259","19.5826","17.2064","27.6144","29.7113","31.8806","35.0889","37.686","35.6554","34.4401","22.9076","30.58","45.5822","52.4792","52.6058","55.2381","60.6179","62.746","65.4496","64.8601","99.4557","118.9643","19.7226","21.7532","38.6791","40.9687","32.1044","44.9613","52.4314","37.467","40.235","43.9284","46.1139","38.4187","32.8307","41.9065","42.1957","45.0509","53.3374","51.5929","36.4769","47.0476","56.8516"
372,"IRL","Ireland","74.0245","75.8529","80.6866","83.6709","90.4459","111.7548","112.6739","116.7117","123.8308","127.4661","134.5906","155.0939","169.0269","181.2579","195.6288","192.5988","211.4248","225.8019","213.8343","211.6859","215.939","230.3173","256.5456","247.2383","250.2717","293.755","293.0236","310.553","332.6956","347.871","341.0369","344.3284","366.2279","387.0276","387.393","364.5296","352.5126","363.4062","339.4001","298.2571","285.6572","284.2593","278.1602","270.8364","283.9098","290.3271","278.464","260.4476","306.854","304.8509","270.252","286.5589","291.1385","294.0915","310.1524","317.3531","335.2514","334.7032","322.9726","337.5879","348.1635","311.4315","284.1631"
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel","64.7318","60.437","63.3566","65.2261","70.0629","69.8328","78.6857","77.5589","83.29","88.1548","92.6088","95.6115","85.0704","91.2084","105.6909","107.7769","113.2696","112.4754","108.9562","119.3976","122.6374","130.3055","141.3507","152.7459","146.3432","139.0536","143.5271","130.3195","132.3576","132.4075","117.9473","123.3034","126.202","140.0514","144.0802","177.8133","171.8431","171.888","137.3009","140.0193","137.1291","137.0502","148.3499","174.4045","160.2356","163.2138","171.8567","156.7434","146.7333","140.36","158.4967","155.7467","162.9168","152.5903","152.6189","158.1285","137.1832","135.169","122.5129","137.9932","145.9446","131.2813","129.4849"
380,"ITA","Italy","62.4734","64.5822","65.011","66.0242","71.6428","73.013","74.0511","76.6633","82.3371","85.9451","101.7265","107.516","108.3168","105.8433","109.9055","108.7839","117.8538","136.9739","141.758","134.7157","131.7556","132.9538","133.3111","138.6895","142.9652","142.2113","147.7052","140.0494","130.1254","134.7267","133.4928","134.6287","133.8164","132.7479","132.9874","133.9918","131.0848","129.3041","127.3833","124.8727","120.8614","126.1723","126.4775","125.0517","121.7428","128.9494","131.6397","116.4935","112.984","111.2012","114.2561","115.6132","122.6849","120.727","126.1859","125.2676","124.2461","116.5784","112.7109","121.4937","102.435","99.9933","108.4233"
388,"JAM","Jamaica","49.4864","47.5891","50.4936","61.5922","54.3806","48.1774","70.7577","70.3246","70.6939","71.9182","76.0475","91.0966","69.8376","75.4252","63.0816","68.0152","56.7053","65.3368","67.9102","79.1333","83.9688","55.9312","73.704","84.4715","71.5613","72.8832","97.5657","115.0062","115.6735","80.6908","77.2014","56.3263","56.224","65.487","65.0805","67.3446","71.6462","71.1112","74.8703","78.2715","73.2533","71.0239","76.9949","78.8108","69.6744","61.0417","58.6435","62.8462","63.3251","70.4626","70.4766","80.5431","74.6058","81.865","64.527","62.0633","66.4674","78.7178","72.0812","65.1141","73.1111","64.6539","63.4268"
392,"JPN","Japan","128.5752","130.7655","136.3701","132.8813","138.9588","146.683","154.5961","146.0787","147.1353","139.3345","138.4084","147.5887","164.7725","145.2975","138.7227","149.3967","150.9598","153.8613","163.287","139.8644","144.0682","151.1106","154.4436","155.8148","153.931","156.9496","154.0524","150.3161","151.5259","147.7943","142.3136","142.5071","146.5399","144.4272","136.3708","133.96","132.1939","129.4902","130.7435","133.2517","133.3861","132.957","134.3974","132.3743","133.1144","132.5278","135.474","123.0585","117.819","125.29","121.0021","120.9491","121.9314","122.495","117.317","121.1177","123.2322","120.6479","119.1825","119.7449","119.3373","117.4614","110.9912"
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan","12.5329","15.0655","12.2969","22.0362","25.9016","14.0201","21.4786","16.4503","19.5249","15.2098","19.4929","21.084","18.1914","25.7046","17.4808","24.5455","15.4609","21.2344","28.2127","27.478","20.7952","32.9456","37.7363","39.8377","44.2573","28.4019","31.0211","49.0106","43.6409","45.6123","83.2089","42.9968","36.2176","29.9657","32.6435","36.6966","59.0599","70.8185","63.3905","50.3369","52.0849","54.5412","59.5378","33.8375","61.4035","34.9998","50.4535","54.4485","47.7002","61.4375","61.6145","55.0254","75.5918","64.9272","89.4521","69.6443","79.0957","77.3977","73.0987","65.9968","66.7688","98.3342","106.4511"
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19.1096","16.7014","15.7254","13.4116","12.6652","9.6202","8.4548","8.5958","8.9672","9.6076","10.3055","10.8238","11.1694","11.242","11.8267","12.0706","11.9058","12.4511","12.9427","13.158","13.9321","12.4634","13.5457","14.1285","14.4756","16.7501","15.8692","13.1201","13.6577","13.8123","13.9225","14.1953"
404,"KEN","Kenya","14.8524","15.0135","16.0794","17.1814","18.1226","18.0274","18.2288","18.2632","20.006","21.9484","21.6578","23.1516","23.1838","23.023","22.4124","22.3684","23.5332","24.6354","23.0503","21.0496","24.7418","26.0387","28.241","26.8329","27.0617","29.2683","28.7866","31.4521","31.3175","32.0647","31.9321","31.524","29.6494","30.6319","27.8448","31.4488","29.8193","30.9886","30.4609","34.0132","34.5876","32.634","35.398","34.9843","35.1345","37.7531","39.5621","35.8059","36.7061","38.304","38.4398","41.7732","48.14","46.1067","43.9168","43.8432","50.815","41.2233","45.7794","52.4753","48.2241","42.4018","50.8538"
296,"KIR","Kiribati","4.2154","4.2609","4.0628","4.48","4.5173","4.355","4.7164","4.7857","4.8296","4.8754","4.9296","5.0202","5.1083","5.1868","5.1389","5.2077","5.2027","5.2176","5.2464","5.3487","5.3431","5.4289","5.5235","5.5379","5.797","5.8242","6.0082","6.0354","6.0851","6.37","6.2561","6.3728","6.7187","6.7507","6.8413","6.958","6.8368","7.0445","7.2867","9.7121","8.357","9.0475","9.6008","9.4378","9.4771","10.57","11.3748","10.2795","11.05","11.2284","11.1501","11.2343","12.3967","11.1376","11.2322","11.3485","11.4778","11.5862","11.7077","11.8538","11.8355","11.8171","11.9183"
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait","328.0208","328.227","355.2148","382.3043","409.2953","386.2979","440.0147","493.7844","521.3912","550.4145","566.8992","661.2558","652.8064","660.678","690.2791","647.3163","622.3658","695.0185","936.7287","1164.71","817.8466","876.8706","1027.8954","745.6886","930.6645","704.9755","873.8145","745.398","717.9316","569.594","315.3192","377.1424","488.0192","554.8046","565.132","717.4764","596.6731","610.3743","584.5815","317.0538","334.7969","306.9269","315.1812","333.2309","365.1576","353.057","326.4845","369.2592","381.6765","311.3791","367.1042","449.1518","463.4051","482.6462","773.393","717.1835","665.2592","614.6126","602.3869","662.7264","706.2532","690.5014","690.8047"
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.151","51.4558","47.3639","41.6952","42.0702","41.2025","43.8774","43.3549","44.641","38.284","32.5897","41.3487","38.4743","40.8153","41.3554","41.577","42.0636","55.6116","57.2321","56.5022","59.0238","64.1436","64.7025","53.8714","54.1653","70.7527","74.2085","82.6373","77.9752","78.8359","69.6467","72.8023"
418,"LAO","Laos","52.0249","51.9308","53.6004","69.4589","71.98","75.0554","79.3734","67.5253","66.4191","64.6222","63.2995","59.4164","56.5952","54.9518","53.0977","47.0583","49.3895","50.742","55.4036","65.5278","66.7461","62.2859","62.3193","62.8356","63.2638","63.2019","62.1025","60.6779","64.4264","68.6369","67.3412","71.7513","70.5731","71.212","72.449","73.3581","76.5596","72.6951","71.5853","70.2698","70.654","70.1064","66.8074","68.4977","66.9186","64.8112","65.354","64.1728","65.9321","67.8827","66.1274","79.9673","71.9821","76.7024","77.0032","76.9897","79.2422","85.2574","93.5648","96.7711","96.6152","96.8752","112.3807"
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77.8792","57.0027","44.5625","43.4729","43.5156","44.7396","55.0626","58.249","52.4239","58.4419","55.0183","61.1151","57.4058","56.3422","54.5255","61.1497","62.6628","59.7643","59.9178","65.1293","69.4705","73.9742","77.7959","81.1686","80.1199","86.6831","83.3134","88.3621","95.9247","88.5017","85.3468","79.2157"
422,"LBN","Lebanon","41.9134","34.2512","49.8858","53.1077","47.8953","53.249","55.0512","55.3655","63.336","72.2136","101.4947","112.5394","127.2485","70.9387","34.7909","66.0504","56.3471","59.9653","68.8335","69.055","77.3833","93.6001","78.4854","80.5315","64.6141","61.688","60.014","65.5429","76.1524","65.667","71.6409","79.0203","92.6257","67.8945","117.0769","105.7434","104.379","105.9529","120.8565","126.8264","151.0455","115.5456","130.9955","131.9093","81.1041","77.9169","92.7818","81.1705","125.757","127.631","128.5001","138.4214","137.8833","121.2805","133.1273","131.1173","141.9847","119.1274","119.2765","105.2341","83.13","81.2698","102.7495"
426,"LSO","Lesotho","11.6967","11.3444","11.1684","10.9187","11.6045","11.6114","12.1298","11.8428","12.1344","12.7517","13.1151","12.5689","13.5495","14.9394","15.7038","15.3881","19.2462","16.5916","16.3784","16.919","15.1832","17.0219","15.7891","15.7027","14.2227","15.6954","16.0217","16.5565","17.8856","16.8506","15.4931","14.5631","16.1322","17.0317","19.9495","21.1936","21.0804","20.5358","23.9841","29.0287","33.2589","28.6918","22.5758","18.345","18.4861","25.0529","23.9413","15.3367","16.1244","16.7852","21.4214","18.722","33.9151","32.1721","26.5466","17.1649","15.1729","18.656","48.9401","19.7687","34.6074","26.0738","19.1103"
430,"LBR","Liberia","13.3189","13.8992","15.1297","16.1567","16.3985","13.1144","13.7411","13.4925","14.4612","15.4466","15.2188","17.5872","17.8144","17.0427","20.0974","22.9727","23.2953","19.4714","24.0201","19.3513","20.9983","18.8762","20.1232","19.2205","20.5288","20.4946","22.3522","22.6858","20.3065","18.4228","15.6476","16.2232","13.8584","13.58","14.5101","16.5306","22.8972","26.9642","23.6754","22.899","22.7235","21.9535","21.7207","21.4788","22.1502","23.6475","23.5873","26.1647","29.4761","30.2988","27.909","28.9591","29.1934","29.2573","29.9169","33.3686","31.8946","32.0638","32.5059","33.4649","31.2034","29.7107","29.1139"
434,"LBY","Libya","4.1762","4.4846","4.0046","3.9537","4.136","4.7411","5.1795","5.5525","5.1193","5.7416","7.3257","7.121","7.4116","9.1181","11.9297","11.1832","12.7893","11.53","16.1271","16.4293","19.3733","22.6295","21.9385","20.928","18.8886","20.6112","23.4373","20.5289","19.9299","21.9832","22.405","18.4577","22.2349","17.7708","20.3314","13.6478","17.1481","19.6842","27.8824","21.8268","21.3871","21.8904","18.7476","22.0015","24.1305","23.855","24.0972","23.9828","24.1261","24.2231","24.2429","24.4641","21.5905","17.2554","14.4615","15.3046","24.14","15.7973","15.6432","15.0553","15.4274","15.4991","17.6328"
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77.2243","52.9237","53.0512","45.1073","58.7972","58.8565","59.5256","59.6439","61.1771","99.2061","106.6298","114.3427","110.6443","95.5469","98.7986","104.7162","97.5168","96.7826","97.1277","96.5528","95.0965","95.0382","98.088","112.3512","118.4601","123.3184","115.0459","111.6758","118.4282","109.6164","99.6346","101.598"
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"138.3694","139.2335","137.7281","135.8745","156.9362","145.5122","143.5354","138.6907","137.3329","139.2307","142.1895","144.4766","137.6573","137.7037","134.4268","136.9853","143.985","143.4612","131.4064","135.2759","130.4033","133.3263","102.138","110.8582"
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar","23.717","24.7408","25.3007","25.3163","24.9588","27.1151","27.4613","27.6648","28.4242","28.4137","28.0152","28.9043","27.5189","27.5489","24.9366","25.0821","24.6037","24.4175","25.5337","27.0058","27.6259","27.519","27.3201","26.2389","27.0548","27.6459","26.3431","25.7954","25.461","25.9","26.8453","26.8934","27.7266","26.9718","28.3437","28.9354","28.9755","27.7163","26.4286","24.007","23.8721","22.9297","24.0697","23.9295","28.4559","27.5911","28.0362","29.1778","29.0868","29.321","29.9092","32.752","28.7476","32.4894","31.7378","32.4591","35.8296","36.5501","37.2657","37.2802","35.7146","36.7551","40.7482"
