"code","iso","country","GEC.raw.2016","GEC.raw.2017","GEC.raw.2018","GEC.raw.2019","GEC.raw.2020","GEC.raw.2021","GEC.raw.2022","GEC.raw.2023","GEC.raw.2024"
218,"ECU","Ecuador",13485.7869040966,15968.3209571615,12741.4706012905,9945.08926043659,12455.5217030644,13306.4300582111,9667.12401830405,7851.7891663909,14002.4989708364
818,"EGY","Egypt",3112.89097114652,4473.57571422309,4045.76555222273,3753.48670794815,1797.02558302134,528.667906343937,189.370147690177,248.010015413165,528.962781094015
222,"SLV","El Salvador",217.282501593232,233.275249712169,249.404933966696,96.5601361468434,207.063222981989,261.836268141866,151.023239836097,109.918175555766,105.239710174501
226,"GNQ","Equatorial Guinea",10.5358430072665,12.9209976345301,10.8443301767111,7.69152544438839,10.4592356905341,10.0749688595533,6.15224161744118,6.45997048169374,7.76718524843454
232,"ERI","Eritrea",8125.63408091664,9472.14680677652,10641.5286112353,21327.6704430133,13076.1074798703,17621.6156933829,13680.777384378,11491.6570391655,31599.4488045052
233,"EST","Estonia",62.8541160449386,81.8573023080826,126.47276231274,67.4766503572464,31.3171768337488,21.0735843479633,30.0430852174759,45.0914018154144,62.1719301976264
748,"SWZ","Eswatini",5710.36292263865,4355.65488211811,3314.67293681949,1260.05380078405,930.983705669641,1054.05194272846,1371.67223540694,3383.1332429871,4463.02932848036
231,"ETH","Ethiopia",42027.0282486379,64047.1246659011,81740.1288392767,87426.9539359957,96758.0372412354,85390.898033075,60089.6636584103,52561.5923315287,147221.108548619
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",247.761949889362,161.735284730792,105.261643752456,30.6360694617033,24.3417964056134,64.0900879651308,84.5258181989193,31.1046103686094,30.0620890632272
246,"FIN","Finland",2864.94083888456,3419.93429203331,4807.71449233778,2778.95028021559,2170.39800911024,2393.79225289449,1601.35732524842,2136.97620418295,2545.03062845767
250,"FRA","France",4791.18489740789,5201.89006255567,5457.65111216903,19399.7523064204,23662.7020732611,21425.8701015748,7169.46458303556,5524.09302967414,8793.4286824055
258,"PYF","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"GAB","Gabon",4028.62519135326,3608.29930761456,5413.19310102612,6604.35756623,6388.88569074869,6674.83000671118,6271.98660994321,4892.54111675918,5830.90725794435
270,"GMB","Gambia",2176.6596005559,3134.74199237674,3138.94022832066,2546.78302489221,3305.02766062319,4877.89596151561,2809.06841284037,1884.63117200881,1889.3104384765
268,"GEO","Georgia",6601.97006034479,9839.43551998213,8833.72428622842,12302.0152484626,12778.1713681035,12595.2603313141,10103.1428571865,10160.6251946464,15614.0496707559
276,"DEU","Germany",114.030597545207,195.026581637561,223.086872518063,548.09188683331,927.882744628936,836.453992418945,178.396884504706,25.9431555382907,173.049546711147
288,"GHA","Ghana",50197.5196942613,62846.6944679171,57895.809548378,48345.1274258792,50552.4222264364,50872.4333583787,48079.5070887357,34625.473892048,63765.6258812174
300,"GRC","Greece",2220.60591415316,2249.6428293027,1937.9236333631,4855.4663396664,3360.8902220726,3618.40181706101,2352.90321994573,2214.63255640119,2314.7740775086
304,"GRL","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"GTM","Guatemala",1732.26435150206,2320.07249890268,3224.39359208941,4855.05451539159,6633.76602631807,5797.05193486065,3521.50059176236,4578.96882974356,4286.88046888262
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",19171.526667282,18394.5303875059,19842.9610537961,18208.5583773777,17784.2798699439,18531.8971432,27206.1081287861,24737.9636661261,18082.025805667
624,"GNB","Guinea-Bissau",2206.45128405094,1099.31279700994,1307.69688849896,1110.31206091493,2078.69196434319,1297.40004783869,2493.05001858622,2741.48596456647,2228.06302601844
328,"GUY","Guyana",14298.4638217241,19715.8976756036,16562.6609606594,10786.4954738021,9079.3577651307,8269.7529566735,3279.58608713001,4836.48747130483,9886.04699979722
332,"HTI","Haiti",705.286297336221,412.025384172797,485.581196911633,518.771772071719,756.153545789421,618.633388109505,599.560030058026,435.230730876327,543.019469305873
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",3214.44157810509,4675.2987632975,9645.946185112,4388.24745957553,5875.5458830446,7841.50604711473,8486.05947998166,4379.43778926134,6246.22664424032
344,"HKG","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"ISL","Iceland",8118.48257126473,11473.6108093131,4408.89894016273,4599.21198043227,4507.4754260499,5424.60789637081,2948.09731070139,5652.71500669234,15209.6952359695
356,"IND","India",227597.11241442,243160.702830948,267041.448011577,257216.57161583,162875.44025325,112345.4516185,60407.2054230198,50515.1106028035,83488.9523362666
360,"IDN","Indonesia",14199.1567523107,11128.2633128762,9516.87549452484,13093.5895160809,17911.1238410398,14586.9589044452,12354.5581674054,12864.8388012722,14986.0185727328
364,"IRN","Iran",61640.4221516922,65431.8049012572,130606.782725818,117729.727154702,106170.023742449,69298.8504524231,37236.4127359651,51175.637179438,106053.494763583
368,"IRQ","Iraq",2827.42683145031,12811.934481632,9714.21268629655,39969.2523456663,10344.7364049107,6600.89573683962,5146.73630907014,5531.49484982714,14257.9714958221
372,"IRL","Ireland",10418.9859848768,11415.1400324441,11574.5206642486,13341.2949159369,13465.8136580847,13032.0855239369,10620.7798946388,15402.2066185065,18320.1860354394
833,"IMN","Isle of Man",396.814262352884,328.431772124022,202.100836034864,242.944978933781,246.351330712438,212.805215265602,256.796979598701,362.177513260394,383.412471268326
376,"ISR","Israel",19.3506568595767,16.5387129560113,19.4333525076509,42.7575488612056,18.7357228547335,3.82120112329721,0.787793196737766,1.24322577565908,5.36101671308279
380,"ITA","Italy",5956.77640866861,6247.69393438473,6313.31471062452,8785.3342060186,17077.1514504366,21777.2885810286,7429.54014012963,3498.6208887957,6181.12656277046
388,"JAM","Jamaica",43.9756645411253,44.4126059263945,43.5247030183673,39.1192645952106,40.3053526431322,67.6442522481084,35.1020698696375,46.9731942340732,26.5343564152718
392,"JPN","Japan",564.734212227166,1009.34034858271,1403.58029282466,645.019869700074,457.45829212293,453.25372524187,389.033118791878,723.347476091236,849.239207435399
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",64.4011255949736,265.912230543792,604.795245155692,381.568352282047,402.475372321904,174.36733301729,66.5239694342017,425.628580875695,645.869691595435
398,"KAZ","Kazakhstan",505956.61714156,948359.995956212,795530.444710936,676091.552150618,644452.622530639,798844.379330359,702668.512402743,612182.40028502,1429763.90630561
404,"KEN","Kenya",75354.5681529194,78487.6022539139,105968.51423806,117601.942015365,121424.483986229,100423.927207537,89516.7095218152,78978.4641984031,153613.068477258
296,"KIR","Kiribati",NA,NA,NA,NA,NA,NA,NA,NA,NA
689,"XKX","Kosovo",321.059227991849,312.702447328717,320.380197096616,890.007446404546,1599.84520116076,1765.42116239667,640.787622533739,220.391006398946,574.689690325409
414,"KWT","Kuwait",1.14702174812555,0.674935631453991,0.605847209692001,3.63383540511131,4.44655750691891,2.62341328710318,1.07633747160435,0.470670513808727,0.472469002008438
417,"KGZ","Kyrgyzstan",12244.1572166868,12105.3535680287,12450.3287888356,12165.3301274031,25379.8541231789,31278.3669989966,16217.5739959888,12856.2016201131,38902.7315520309
418,"LAO","Laos",80.4196240529418,102.787544943392,93.0183046609163,165.911247357726,144.973016001284,113.937768958509,106.793527841568,75.8672174289823,87.4082441031933
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA
422,"LBN","Lebanon",623.917918875813,592.113678894937,1357.25473116338,1112.93708897382,997.504404909909,601.665272124112,351.279766611755,437.643367357552,1653.39422767609
426,"LSO","Lesotho",9184.43727771938,15996.6800684109,10798.5462420806,7558.30365566164,10276.7030738592,14316.2008535042,4917.02166273445,4402.68809396029,14621.1264149174
430,"LBR","Liberia",127.439547672868,199.611326158047,135.180075891316,128.281021408737,125.103369809687,139.367281444371,118.912951245904,139.511008284986,146.781103536487
434,"LBY","Libya",7028.63866749406,12504.8486377895,18522.5497799888,15987.478485927,8856.55722647905,7230.98993608356,2420.35294406116,1720.91340760142,6494.64333301038
438,"LIE","Liechtenstein",6.01278311014175,14.5037753768265,8.17520361021161,44.6711012721062,47.4045673049986,35.7006650231779,5.59145253151655,1.47626862674952,9.54373625293374
440,"LTU","Lithuania",2.72230911627412,1.75352520495653,1.31282509118319,2.97334337607026,1.87545344978571,1.61856465041637,2.15424041822553,3.38016824424267,2.41627971827984
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",148397.702222824,221703.272263885,234114.067742594,176735.756695189,196216.378499903,200499.165349357,168879.571434021,178013.359805174,264914.039154395
454,"MWI","Malawi",3968.30629523098,10124.0295157209,12870.4972757846,7424.21086225659,7979.10237472504,7907.96475110948,4147.85938575864,1377.09993577003,15225.9453786463
458,"MYS","Malaysia",552.37142495811,281.965759925544,159.980452813208,132.095526732504,251.963627994061,257.830714426935,109.046257160604,137.88836337626,237.528793476522
462,"MDV","Maldives",NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"MLI","Mali",309470.90425127,483874.15745236,565256.487133816,464541.411886536,321270.861494221,447178.72423815,282353.793181926,353205.506785214,495005.188577354
470,"MLT","Malta",NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",12264.0069959611,18261.4905221164,25430.428137809,30650.9679978192,13053.1692069024,18556.792554073,9089.102299124,10358.0655905232,24142.4047839418
480,"MUS","Mauritius",NA,NA,NA,NA,NA,NA,NA,NA,NA
484,"MEX","Mexico",96550.9058827087,124165.12478134,156396.802249447,168239.239717126,154757.642527454,242063.630485445,76252.4314633533,89751.7196269482,196658.201889649
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",35264.2439390495,60826.7329875119,60642.7649269439,46077.5253881365,52536.3396249302,90442.5203803107,31888.6066714302,30351.4330819808,154263.519179344
499,"MNE","Montenegro",2277.50391675159,2437.74986276031,2086.42151160911,9923.19062811881,8099.27216177806,6639.49824394286,4409.21888013929,4404.53659439832,4082.77378553152
504,"MAR","Morocco",20859.7275534421,37538.5320366174,41572.3836661726,37261.9369185865,38856.513185963,28459.551670365,9340.82425862551,18574.1339586154,26431.881484285
508,"MOZ","Mozambique",18332.574964419,24744.9408601895,30880.1803758815,31391.1811556891,38087.0055690259,38805.8175982758,21309.0739000365,7931.80870133638,33623.1840103641
104,"MMR","Myanmar",2580.58531549573,2828.96613700688,2450.33148698509,5024.7527859658,4360.74624298513,2949.01844940335,2659.80133312196,1333.43946030736,2242.24640965462
516,"NAM","Namibia",36878.5150320008,21055.2062220946,19601.2544821054,18986.2591244355,49334.2686770558,56982.6665442586,18816.6397255138,39561.8193660006,77163.4528603479
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",1672.80055999756,1774.46137773991,5518.14177697897,3023.36791218072,2846.11448020488,1822.07070364803,1509.9957183972,2529.1978969723,4109.20781909674
528,"NLD","Netherlands",167.906928554177,102.382930018008,85.7956084311008,142.889974974096,122.044844813645,115.759507413954,113.211974345148,150.35873477906,212.370750978589
540,"NCL","New Caledonia",2483.31943122298,4600.77278641611,7002.48073194176,3663.21423602849,6459.0916499421,13226.8336093128,20970.0909962133,7867.23941613734,2945.87662922591
554,"NZL","New Zealand",70388.3201776035,128489.205041736,104810.236631528,58740.8950878009,38602.702140484,63093.8276833929,93788.7357414067,85959.4481862374,83968.3540581614
558,"NIC","Nicaragua",12158.3122297749,24337.6064155847,22198.4594759047,12522.6463627219,9781.68847248703,13889.0768442526,9482.80653208494,8164.9146265462,6581.87836682051
562,"NER","Niger",257192.094612047,399285.22486227,419774.926211581,305188.596105874,181228.648075677,195712.342943825,97254.0283555314,139194.649452738,300334.253826886
566,"NGA","Nigeria",445514.237054035,576650.731007062,511428.553719841,273900.698804058,211535.986815035,318976.460384689,219510.627502359,182319.13608329,275285.135330081
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",3681.19830969721,2689.5902829878,1541.03753375635,3722.22941026464,5776.40744252503,3946.69339428842,2137.40432197228,2376.80440445989,4586.8829173632
807,"MKD","North Macedonia",1278.0451583378,2365.04842679948,3431.26766200364,5005.38298369944,3368.69782845303,3865.28769012913,5554.39533537254,3918.22777308524,2828.85959828272
578,"NOR","Norway",8927.76019561663,5155.41055505164,4828.71528287604,3999.02983197942,11080.5374234784,6946.58202715032,3532.08722228743,5254.8726414945,11470.0882453136
512,"OMN","Oman",10391.9996471703,8281.95538625121,3570.26198206097,1904.64514757693,3586.02610587329,6476.03369712085,12503.5042326003,14442.3751927912,10752.9516764209
586,"PAK","Pakistan",24951.5075248964,24206.7011082135,20884.5682051852,34667.5580821671,25459.4914924316,15147.0792166926,10900.5267203636,7164.58329989761,24724.0872150958
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"PAN","Panama",542.572897203267,717.254286594689,400.637175984681,454.922647893429,468.146155171096,360.905438765883,393.919029131532,659.128624200821,492.238952279091
598,"PNG","Papua New Guinea",29673.8784822747,21246.5750700608,14182.2099577636,20436.6750737578,23205.7175218612,31614.2855214626,25917.1318509504,23278.2385134026,22536.838622719
600,"PRY","Paraguay",87894.219439365,125977.489730649,82905.7914343551,52463.84832187,106626.268998832,182976.73793678,274607.669147886,170746.935874231,113945.297817364
604,"PER","Peru",204573.99089127,141310.599942006,164382.798753306,101890.79925555,174892.288471863,169971.700500272,140699.85011667,133309.747199923,291146.386626743
608,"PHL","Philippines",785.66507280618,1051.30497322977,722.286307409406,716.437709838152,1118.71289031953,1245.24765001237,775.690111912787,575.573402784765,494.313429504633
616,"POL","Poland",19.0751543566585,18.4073931351304,10.2291760705411,27.5353347398341,26.971421469003,10.5610978379846,5.21634744480252,13.945618044585,35.3780720718205
620,"PRT","Portugal",6877.58880409971,5709.461794734,3736.61004124582,7487.33116029203,2430.5089809522,3569.45990192145,7770.70206003264,5044.22197658196,1587.08753065392
634,"QAT","Qatar",3.54670060425997,0.83411430567503,0.139141596853733,0.62489253282547,11.2667401209474,1.31985975056887,0.138846389949322,0.764732107520103,0.416694365441799
178,"COG","Republic of Congo",26810.9064797461,21074.729591392,19815.1603810489,21855.8743587136,27971.0159180984,23858.4475016892,22514.9444580153,23060.426786758,23954.1876975521
642,"ROU","Romania",1034.28142277524,2137.50054760277,3946.05316700041,6085.26584893465,7397.73185949028,9117.85462989286,2181.196134381,1537.38452348113,2741.06441292539
643,"RUS","Russia",1271792.64627973,1472171.56871028,1606151.78592807,1487834.01123569,1391162.08103715,1438279.59149428,1627022.20045518,1622723.26486607,1799665.86362049
646,"RWA","Rwanda",106.663330450654,75.364718593657,133.349140867591,91.198581263423,98.1993209421635,83.1297341063619,53.5248450264335,60.2118703722954,82.3546602502465
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",4669.04494132847,11018.1014185175,13902.0339975655,11995.9421387389,10150.4130116999,5880.20115002245,3322.65898445249,3318.44493431598,10461.4975058809
686,"SEN","Senegal",96776.6035410389,132520.83107201,128897.215141006,144387.17625168,87695.3305745646,103182.189123236,57652.2692936733,52380.5243827701,88991.3596930355
688,"SRB","Serbia",957.932094201446,1082.50795889646,771.523980099708,5705.17873442918,4565.564307414,3000.75553573668,1692.72366774827,901.904681965709,593.043419718742
690,"SYC","Seychelles",6.0724001377821,1.51793283224106,3.87095879018307,7.21191008388996,23.4550749734044,13.9655792191625,5.84576054662466,2.65713597089052,5.61736525595188
694,"SLE","Sierra Leone",270.58889285475,297.546342864633,181.149896740913,145.073965527117,127.266903199255,206.776985824108,314.831273257732,362.840642727911,467.521219573915
702,"SGP","Singapore",55.2225629091263,50.2232535481453,64.8368056491017,36.917418435216,112.521765559912,59.6064341887832,29.9956593438983,37.9945763796568,87.833397641778
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",171.172473024577,304.362614691257,311.046838410199,570.327585574239,656.046240206808,467.783725962043,78.9375122487545,77.3028293736279,251.224754951894
705,"SVN","Slovenia",55.4729204066098,95.7729412615299,95.9800287894904,169.93227500841,297.086796980351,446.270966675133,51.8474829494953,37.1056285463274,116.685108181089
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA
706,"SOM","Somalia",33424.0858791247,29652.1986059025,35091.6044495702,40570.8982301354,64751.7808385864,43626.6141185835,19911.2210172936,26182.5193209052,40507.3876679838
710,"ZAF","South Africa",642990.104757167,789311.193857662,564860.434668593,312419.597625591,261355.318822689,344222.066322245,304447.567869551,438584.772358038,797812.311495945
410,"KOR","South Korea",35.3146556951106,93.2289016470313,349.061591051519,187.51034520939,72.8506226874888,72.40937076509,98.8823457546532,22.6047173701227,187.265601743013
728,"SSD","South Sudan",49294.7613527775,57893.7789125293,50608.4613802582,41234.7008836791,43373.6040870026,37694.4802966565,26000.1863634363,33357.5131848752,46640.7137555853
724,"ESP","Spain",21401.1672805399,21336.3709578663,25119.8291390389,70734.6921873838,39445.4435127601,34560.5387685224,16673.8606269509,17276.4786199331,24206.229568623
144,"LKA","Sri Lanka",405.424143187702,372.415505513549,334.45324794203,205.447814248502,544.452758163214,363.429528936744,275.892172262073,274.050754375756,1078.20279947668
670,"VCT","St. Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"PSE","State of Palestine",3.94861940294504,6.32304438203573,2.89636573195457,5.33179693669081,19.2918244972825,18.8848342373967,1.18386725336313,2.30594182759523,6.71638336777687
729,"SDN","Sudan",215100.668024652,391316.46158836,396205.145232335,409641.689370818,351504.00014288,379241.647421211,284917.047419988,129879.095360972,461115.149005726
