"code","iso","country","RMS.raw.1989","RMS.raw.1990","RMS.raw.1991","RMS.raw.1992","RMS.raw.1993","RMS.raw.1994","RMS.raw.1995","RMS.raw.1996","RMS.raw.1997","RMS.raw.1998","RMS.raw.1999","RMS.raw.2000","RMS.raw.2001","RMS.raw.2002","RMS.raw.2003","RMS.raw.2004","RMS.raw.2005","RMS.raw.2006","RMS.raw.2007","RMS.raw.2008","RMS.raw.2009","RMS.raw.2010","RMS.raw.2011","RMS.raw.2012","RMS.raw.2013","RMS.raw.2014","RMS.raw.2015","RMS.raw.2016","RMS.raw.2017","RMS.raw.2018","RMS.raw.2019"
36,"AUS","Australia",0.000844459905817121,0.0000223019305545059,-0.000897125445046203,-0.00170924312670948,-0.00677024443774896,-0.0167939269559206,-0.0209028367971369,-0.0227529190312317,-0.0221304668741232,-0.0225212522524782,-0.0191419979459893,-0.0144555961625425,-0.00556479516031696,0.00478799856447171,0.00333280508430494,0.00177078695547943,-0.00024603332019492,-0.00236740940345224,-0.00447715305688048,0.00144319750403532,0.00644632588728592,0.0109567061064268,0.0142213852014737,0.0168472272020834,0.00899085245199823,0.00960967744761832,0.00759234940348012,0.00409888822804594,-0.000659455133660081,-0.00058026294815208,-0.0006566039827227
40,"AUT","Austria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"AZE","Azerbaijan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"BHS","Bahamas",-0.00217587122713925,-0.000124032968241594,0.00165928632427392,0.00275051191075493,0.0030571412804441,0.00278038451118734,0.00161067091433398,0.000242591832310346,-0.00110929364532031,-0.00201376307889378,-0.00254873378580767,-0.00216144950262565,-0.00154327347973227,-0.00101966335448656,-0.000846200835237454,-0.000625933831638115,-0.000540791940349727,-0.000762781311711258,-0.000488458721441098,0.00037706716261332,0.00157096700123116,0.00271188697621572,0.00410286004427696,0.00492066974093519,0.00520696568815948,0.0050625779227742,0.00483227768609495,0.00398111853721717,0.00335370450387518,0.00294800780731919,0.00284878343279416
48,"BHR","Bahrain",-0.00978443215480451,-0.00911135685839615,-0.0076732724419879,-0.00571843003900352,-0.00386835175518507,-0.00260469503969274,-0.00263044324161077,-0.00377088449218743,-0.00517763133818683,-0.00632650694072678,-0.00687939021408623,-0.00562679068235661,-0.00239056677547955,0.00178508622330442,0.00591842057860004,0.0092723635100509,0.0104023223213396,0.00949114047794586,0.00549281808432323,0.000894969410992319,-0.00512833444930061,-0.00938990268467343,-0.0113041018671808,-0.0123239494111382,-0.0116011643273105,-0.00822339650500226,-0.00503605573856003,-0.00197333741004502,0.00155620450210248,0.0043693522919821,0.00476607403515317
50,"BGD","Bangladesh",-0.0017913470468276,-0.00174486483934977,-0.00181817124125749,-0.00197802783342593,-0.002181169254732,-0.00235517216884029,-0.00251894428522648,-0.00261672615300546,-0.0026411743379301,-0.00259174237256166,-0.00245606339833815,-0.00222821931628503,-0.00197854655877627,-0.00174351832707587,-0.00157520143516265,-0.00149121405234964,-0.00146800560738225,-0.00146169677699681,-0.00138805695470523,-0.00131933433033005,-0.00146930106437082,-0.00175843907111728,-0.00207714649396962,-0.00244880206756748,-0.00279648248873177,-0.00279927068182462,-0.00251425031746577,-0.00208857538855634,-0.00142695943467019,-0.000674337898983635,-0.000154519047946278
52,"BRB","Barbados",0.00211870258876967,-0.000233500037560508,-0.0021681149655074,-0.00341777787983621,-0.00343354422340414,-0.00343840756021341,-0.0026666326305762,-0.00147721791195432,-0.000143912118103273,0.000699067369555051,0.00206766880090736,0.00300743641835233,0.00339296251673749,0.00345507042202819,0.00369253645964496,0.00338532854402485,0.00317987117348806,0.00349026448541623,0.00380243465079477,0.00375070312623182,0.00339259547439608,0.00250721836250745,0.00172202703948887,0.00113318616445657,0.000736984216615388,0.000510852787952265,0.00123427555790645,0.00196821857246943,0.00253491745895928,0.00312364065921678,0.00370082994367071
112,"BLR","Belarus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"BEL","Belgium",-0.0049554473356519,-0.00363044645090305,-0.00228668969181933,-0.00135504036346312,-0.00105375199753532,-0.00120770387951785,-0.00146945191120429,-0.0015857363640438,-0.0012268891561068,-0.000484791886774749,0.000274730594004735,0.000751764508309716,0.000969223115119933,0.000671605719985369,-0.000149697252123548,-0.00119594231056208,-0.00202145664455033,-0.00270167012040246,-0.00310952404562492,-0.00312138877641965,-0.00263463626027793,-0.00203612673430031,-0.00123185736507692,-0.000472507621906204,0.000148210518083225,0.000413125919620505,0.000592314821433293,0.000712834634714499,0.000688009609992379,0.000645143489814259,0.000815511257568735
84,"BLZ","Belize",-0.0014627168235789,-0.00181560154563798,-0.00200542625322142,-0.00180047199837874,-0.00136538727349211,-0.000603023027269445,0.000489368758258113,0.001695954018474,0.00265713089583697,0.00349033539885379,0.00402133961140949,0.00416097967362705,0.00407482182632157,0.00394044190140774,0.0036436161892448,0.00337514729541311,0.00338767622905101,0.00343584309945455,0.00341722206437289,0.00330443099465461,0.00303370524596702,0.00251473738839603,0.00199533865529933,0.00151221572604254,0.00100887550633999,0.000623040389106322,0.000420800610951177,0.000296375257367254,0.000232866958271183,0.000273094079299208,0.000361124661483414
204,"BEN","Benin",-0.00166216556518428,-0.00181584964499448,-0.00237769403197396,-0.00328279928419084,-0.00428430498704568,-0.00517768156165421,-0.00533202618277662,-0.00510687836998092,-0.00449581714997893,-0.00378580626918668,-0.00314548709046336,-0.00293592165769418,-0.00278634644684828,-0.00271928408434474,-0.00237650058967875,-0.00185602928803785,-0.00114752259794648,-0.00052641434820222,-0.000241753296690406,-0.000383880091398336,-0.00110184616944387,-0.00229338941651214,-0.00365210103917468,-0.00501203856908472,-0.00582772337604509,-0.00618991054647322,-0.00616486097272295,-0.00596707761712101,-0.00561415433228896,-0.00564372958931425,-0.00624480882745593
60,"BMU","Bermuda",-0.000185177513218893,-0.00179344053616437,-0.00167059842964623,-0.00126509814456277,-0.000646521988084459,0.000457074207838248,0.00161470230309702,0.00210012367036594,0.00215793534346043,0.00181023413178805,0.0010039840513183,0.000384724587580765,0.000322230033235948,-0.000457947461592001,-0.000781236359673865,-0.000620115280333899,-0.000519280350247953,-0.00062361199586014,0.0000612620240585393,0.000445906689882536,0.000627329589382608,0.00100631972799636,0.00143677907413076,0.000919640578358916,0.000466828049961565,0.000121459405409974,-0.000401912344582978,-0.00088114079011703,-0.000335161693413966,0.000266257148087368,0.000776734949609059
64,"BTN","Bhutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"BOL","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,"BIH","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,"BWA","Botswana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,"BRA","Brazil",-0.00178655694096437,-0.00147506417308916,-0.000793244631151049,0.000214658956393665,0.00146809607039719,0.00284082007101926,0.00357623070570742,0.00401627119471745,0.00408551524088283,0.00372507384367092,0.00291811821982835,0.00183614679763221,0.000354507134962766,-0.00133859976155506,-0.00289962407892362,-0.0040522585654508,-0.0047365149792295,-0.00481559370322466,-0.00431240789406467,-0.00335476576241938,-0.00214298020184212,-0.00101303675330464,-0.000349281875005213,-0.000236846712073799,-0.000408230324050942,-0.000901321626938002,-0.00126754941785849,-0.00136160091171994,-0.00117726092295628,-0.000918005976872217,-0.000438711653914247
92,"VGB","British Virgin Islands",-0.00587401787864483,-0.00669142263489775,-0.00692182057344781,-0.00681001947657689,-0.00627152448453516,-0.00558701720742849,-0.00492258215322894,-0.00424290925253845,-0.0035008196187446,-0.00290620039715506,-0.00230562295599657,-0.00174260648460745,-0.00178094932388062,-0.00253143597594341,-0.00381568073036498,-0.00544988792232037,-0.00728835722054244,-0.00878979517819223,-0.00963506160146321,-0.00978501218508954,-0.00911222025625424,-0.00756097492305263,-0.00576658709628552,-0.00420942455522122,-0.00312657369626912,-0.0025417600665637,-0.00243207530832812,-0.00242331273371166,-0.00240671058546116,-0.0022055474933067,-0.00189208767855997
96,"BRN","Brunei Darussalam",-0.00755555553029619,-0.00722576084594739,-0.00688869019480232,-0.00617435128992705,-0.00430848984450594,-0.003072533680887,-0.00241465452349343,-0.00168400667998514,-0.000991695974590145,-0.00118257303699687,-0.000921301464438362,-0.000288435259820918,0.0000965048442009842,-0.0000744343663421354,-0.000433890083582966,-0.00150751320867726,-0.00294375314574613,-0.0045614249097683,-0.005595934156711,-0.00639485356304159,-0.00657088414232321,-0.00630969466212372,-0.0054667813903867,-0.00473423959234465,-0.00400897529742417,-0.00357988733122117,-0.00291561199551005,-0.0024046343750872,-0.00199232726807064,-0.00145400320006284,-0.000371235109734913
100,"BGR","Bulgaria",-0.002501780103075,-0.00111699109338192,0.0013168552142655,0.00531173592007805,0.00829518795525819,0.00970454681177091,0.00992556260503341,0.00986435754670012,0.00799105891717899,0.00520160737911013,0.00258342506000231,0.00105306802945337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,"BFA","Burkina Faso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"BDI","Burundi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"CPV","Cabo Verde",-0.00264284350303612,-0.000475458900623948,0.000660738571014452,0.00157141590548915,0.00140119487079682,0.000233378677445106,-0.0017646896497443,-0.00330631925896496,-0.00510764360222615,-0.00605534998832313,-0.00685353376752229,-0.00666257656557434,-0.00627428098037797,-0.0049753220555262,-0.00354136484142853,-0.00184730580864767,-0.0000682986053853751,0.00193415870094582,0.00299284486404994,0.00396140262156019,0.00434427091738754,0.00405428524693652,0.00332727232948593,0.00239996018997757,0.000603464742974236,-0.00143091324092892,-0.00349346433825759,-0.00547932736396206,-0.00794697895471552,-0.00981104417842193,-0.0106310320782081
116,"KHM","Cambodia",-0.015812412781306,-0.0155053358733909,-0.0147179788574566,-0.0133159419179956,-0.011758794126027,-0.0102788869526028,-0.00894469182317359,-0.00772719184594872,-0.00675441310823133,-0.0057718428767537,-0.00504477050830365,-0.00467861242591383,-0.00443272960161112,-0.00428884054189271,-0.00417125325615986,-0.00393638669640983,-0.00340058123173936,-0.00252429394326559,-0.0011200197422857,0.00143627394781953,0.00476709783252693,0.0086284590056207,0.0122347010352397,0.0151905499287965,0.0162315768580212,0.0155851707934218,0.0134615652791941,0.0104921281128427,0.00695405902844848,0.00334593379334747,0.000378575162513606
120,"CMR","Cameroon",0.00781618670735429,0.00569525707142216,0.00249679201022235,-0.00176717291162498,-0.00618404802247541,-0.0102923363618603,-0.0129694087640552,-0.0142700364099675,-0.0136673265139351,-0.0116812533295582,-0.00889025551319833,-0.00649276920076391,-0.0043514652710932,-0.00308664585543983,-0.00251736224869759,-0.0024165282634836,-0.00230485186680507,-0.00255739705458857,-0.00295103374022465,-0.00353690712711008,-0.00427583987651003,-0.00536079567916004,-0.00640643816875364,-0.00712182288491614,-0.00736709276403458,-0.00720926119119125,-0.00661053752413332,-0.00598565486394664,-0.00572950640149339,-0.00591085394337487,-0.00638563760792721
124,"CAN","Canada",0.0000708964576884008,-0.000773946448693305,-0.000838944990321118,-0.000505674734603967,0.00043145273153702,0.00205973414335779,0.00431069143650019,0.00662530886909773,0.00876635998660426,0.0100945171217632,0.0104277230323434,0.00978693115065895,0.00840446237343355,0.00650006551643807,0.00433048549055512,0.00227892946486859,0.000955653728309246,0.000310153687844733,0.000295974686768906,0.000566018985534262,0.000868101922156051,0.000978518983272613,0.000936099134807574,0.000654061141236338,0.000263698707005789,-0.000251610123871452,-0.000526086447676594,-0.000651078593270536,-0.000593854716578256,-0.000436459508230497,-0.000101473400325083
136,"CYM","Cayman Islands",-0.00970170285323546,-0.0138542686953426,-0.0146997683646911,-0.0139112940266736,-0.0126868355177266,-0.010702301498321,-0.00759296092002948,-0.00395239191287922,-0.0031336958397955,-0.00348012643020679,-0.00547648266439937,-0.00837894495893987,-0.0116194757155185,-0.0135701624621852,-0.0144251550604627,-0.0130718885566951,-0.0100268338551943,-0.00602612178670836,-0.00236146296934836,0.0000839498022049412,0.00125615153582359,0.0014489360360066,0.00101184220548967,0.00128500382565067,0.00192925895835616,0.00342067384234634,0.00537890605542746,0.00781978574681563,0.010008222316896,0.0120764210270747,0.0132821499338878
140,"CAF","Central African Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"TCD","Chad",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,"CHL","Chile",0.000467393328246798,0.00063292520480801,0.000726812902842997,0.000788451847311133,0.000646228751540455,0.000405973792696361,-0.000117470262559626,-0.000516799186995818,-0.000979271664860194,-0.000744128419164504,0.000204501938189972,0.00136648862411361,0.00239135954568532,0.00318988505007176,0.00353081455152132,0.00318547518978542,0.0028700433029474,0.00254230325261416,0.00203645459152023,0.00164688317069214,0.00165369678285291,0.00153182531297971,0.00184057232902926,0.00240445025005724,0.00281430711474641,0.00281341863130675,0.00332890259046874,0.00364361500050667,0.00384645234409109,0.00376104701517488,0.00317330172110531
156,"CHN","China",-0.00172226959290145,-0.00223696346990832,-0.00253596086240127,-0.00256194589954273,-0.00223000298000942,-0.00158695720369895,-0.000721194369839417,0.0000707385777294345,0.000682933000006436,0.00125673629889511,0.00159384830295672,0.00170676344624221,0.00169813331596824,0.00159742224150206,0.00127561736756165,0.000875399567120461,0.000405943048504609,-0.000101227217021549,-0.000557270684374944,-0.000832553520413115,-0.00104488100054367,-0.00116260767152621,-0.00121792901727702,-0.00123647768004387,-0.00133081166303828,-0.00141537766779443,-0.00149654406552735,-0.00154581699246448,-0.00149934064647328,-0.00135705112105378,-0.00121773827989791
170,"COL","Colombia",-0.00351877314712698,-0.00247110234651641,-0.00244470051380546,-0.00173046790558959,-0.000654634290827463,-0.000930244243769029,-0.00126774472021985,-0.000408960216674278,0.000861402740929415,0.00156609190294664,0.00267280777250945,0.0041773493451983,0.00459451123961145,0.00494554145306806,0.00583604871706694,0.0055202564445873,0.00460390600168999,0.00401203815959125,0.00310044333375379,0.0017981300764655,0.00113527385391801,0.000879956029268659,0.00121482012443725,0.002288622212318,0.00311086792563749,0.00370899058459052,0.00435334424917908,0.00448905197721228,0.00364570783915696,0.00290796606649957,0.00183709940219126
174,"COM","Comoros",0.000853032652198493,0.000740996203976607,0.000356228736463793,-0.000305673470513579,-0.00111154607396369,-0.00196921863883193,-0.00279264280146185,-0.00326505830035184,-0.00335610235451977,-0.0030662330812129,-0.00250240341774088,-0.00173947920760653,-0.00110294195888916,-0.000675080980235943,-0.000560669865106944,-0.000675777904594832,-0.00104969748400718,-0.00139843401914841,-0.00158478607540458,-0.00154012084488664,-0.00137828163071885,-0.00111030277687929,-0.000784573395358312,-0.000470179815535876,-0.0000344373590583924,0.000786299342752761,0.0018822776373113,0.00308789798167863,0.00436458655427607,0.00536191272374809,0.00576441742092371
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",-0.0116985052962264,-0.014318602192225,-0.0131634162138193,-0.01093326162313,-0.00403549996870612,0.00554430058490964,0.012349275875767,0.0147677688031022,0.0157640944846649,0.0130523902894349,0.00680923677483752,-0.000127541447853388,-0.00601066271317922,-0.0117972404844195,-0.0150260254522601,-0.0150050291996276,-0.0138979118731115,-0.0113141554943716,-0.00736118065218901,-0.00269351863784211,0.000478005481657832,0.00317585900170472,0.00497692237386185,0.00486788375985724,0.00323560368877163,0.00258019307598939,0.00188248162096136,0.00166905647501242,0.00248575002048186,0.00400277196962236,0.00464863565273281
384,"CIV","Cote d'Ivoire",-0.00121033880795651,-0.00244980584693799,-0.00381703680055545,-0.00500681039280182,-0.00613008837656848,-0.00622979654159606,-0.00594756756239978,-0.00532689843047074,-0.00440108101697978,-0.00292474957966848,-0.00196125027469596,-0.00139495881806551,-0.00112858330297461,-0.000924112103996455,-0.00104911947927822,-0.00128551533046783,-0.00134050641892314,-0.000997696983562779,-0.000626225330208507,-0.000314569822454258,-0.0000314046877643026,-0.000277174381149936,-0.0012024458238975,-0.00224257248135917,-0.00334265852411975,-0.00460612514938619,-0.00564880750215735,-0.00612513563283112,-0.00617816259168658,-0.0061599182543689,-0.00570242470594573
191,"HRV","Croatia",-0.00401109867455673,-0.00411988299458654,-0.00258309923935107,-0.000271236338318936,0.000691315458686725,0.00152091160647139,0.00184172321678333,0.00161142822450144,0.00122915676778668,0.0017776756770016,0.00277925679375013,0.00459443949557992,0.00713108385734573,0.0097791309278028,0.0106521088026221,0.00995267968809554,0.0075608411942123,0.00400528438708281,0.000251271945288956,-0.00252398330333758,-0.00410958461955135,-0.00407934737455284,-0.00297292383102044,-0.00102236269065692,0.000900710756825518,0.00237331858410861,0.00269114196320253,0.00217771825957058,0.000991573730966921,-0.000582001172289126,-0.002503736179851
192,"CUB","Cuba",-0.000566674960561175,-0.000304859950808423,0.0000661059232729411,0.000215449288424319,0.000155602136723054,-0.000110405576903894,-0.000593271958427954,-0.000885721799836925,-0.00107463977483913,-0.00112021800940942,-0.00105966263684021,-0.000577706413380619,-0.0000124193770210113,0.00058645134519919,0.00109896284958477,0.00130216083524659,0.000862015576413855,0.000435713438180718,0.000013052466608654,-0.000372784026507755,-0.000409207754261121,-0.0000544487872244925,0.000198179699268941,0.000583026828975264,0.00116685690559981,0.00153603370529654,0.00158221497671018,0.00154801761841128,0.00128835950790829,0.000818696014934561,0.000685273669718045
531,"CUW","Curacao",-0.0128510801165339,-0.00736081203247252,-0.00135089566230673,0.00230715133558212,0.00238527133009359,-0.00164842029993395,-0.00643252230826052,-0.0112177745745257,-0.0146517496844413,-0.0149547959654647,-0.00913502373477493,-0.00125012278067693,0.00799742322422992,0.0165929929707482,0.0213324918152189,0.0196468325199262,0.0157941080886257,0.010798495013183,0.00520787957621915,0.00153514373735675,0.00400694505615884,0.00853650098377323,0.0129804699224347,0.0184006640778855,0.0202227968751736,0.0180276466632103,0.0122682829926231,0.00455358262692451,-0.00571137653853382,-0.0151575508313988,-0.0221358915946314
196,"CYP","Cyprus",-0.013953080805748,-0.00248416570703505,0.00574349760059597,0.0102177343715297,0.00884528814798584,0.0066653717133877,0.00260950414200703,-0.00246823928333067,-0.00764172096208593,-0.00991733171628269,-0.0105600422209584,-0.00841011217426685,-0.00326943962379654,0.00414750636856428,0.0118637163882876,0.0181458929806684,0.0224594850734366,0.0239456770331806,0.0238618806332783,0.0209042932557455,0.0172538001621129,0.0131569410765057,0.00896999566057848,0.00485881487601535,0.00358595751250802,-0.00389485012950823,-0.0137842756366452,-0.0340128863960273,-0.0443939660147378,-0.0560493054626188,-0.0586210557042591
203,"CZE","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"COD","Dem. Rep. Congo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"DNK","Denmark",0.0000793624542034584,-0.000295994871519239,-0.00029856066030386,-0.0001658867593642,0.00026999601344342,0.000668781304700741,0.000889326857756145,0.0013120569367315,0.00209313194098121,0.00296444845542578,0.00407993948903581,0.00548137878340613,0.00653812559790756,0.00694328183208769,0.00696386244372418,0.00657730987998715,0.00556734943629927,0.00447262814099227,0.00367958225643875,0.00328331168421568,0.00328178344014855,0.00400031232185408,0.0048133118187845,0.00504609241968408,0.0048128827913929,0.0041004147644628,0.00296139217890023,0.00162947984796217,0.000331414190517188,-0.000804004402179866,-0.00157874087161598
262,"DJI","Djibouti",-0.0129905596703207,-0.0130444894246803,-0.0126824887020694,-0.0113489560580583,-0.00875521058170237,-0.00559366294600228,-0.00104935101660741,0.00361435626844031,0.00644030921937877,0.00690714906400913,0.0058556364627973,0.00285923524863563,-0.00116027604761193,-0.00498466319448865,-0.00772894081771824,-0.00947577844649161,-0.0101314251223913,-0.00941878189292134,-0.00921980983414439,-0.00982415156224992,-0.0103946333752465,-0.0109486151526713,-0.0110170795318,-0.0105744440381629,-0.00914245364073607,-0.00755742431856954,-0.00581029652234044,-0.00472077043879238,-0.00385193362899383,-0.00366037030293198,-0.00337061273956218
