"code","iso","country","GTP.raw.2014","GTP.raw.2015","GTP.raw.2016","GTP.raw.2017","GTP.raw.2018","GTP.raw.2019","GTP.raw.2020","GTP.raw.2021","GTP.raw.2022","GTP.raw.2023","GTP.raw.2024"
188,"CRI","Costa Rica",38.7063486375491,42.6043702886074,44.1206606806942,42.2384654462117,39.0414837234024,37.4925225124619,40.3329090571582,39.6677984347983,40.0049333258151,36.1078471057732,32.8464356470049
384,"CIV","Cote d'Ivoire",28.0547243394031,23.7288243355713,17.6462935072422,14.6074633241133,17.2613964410981,23.4468859265113,29.5589279052682,31.6660024755028,30.9151479821492,29.7684687998261,28.8007351222371
191,"HRV","Croatia",42.0225290295828,39.6948713394764,39.4807794513524,39.6738752187441,42.8589012363107,40.8658475901906,39.7078374416519,37.313331975408,36.8686560919938,34.8647499379682,34.9086405033358
192,"CUB","Cuba",92.5051718483289,92.2200621484131,92.4797788746809,47.8147355192335,53.1902107393291,57.2601945752967,58.4968241247557,58.9969914493191,58.187311645067,57.0730221084891,54.1571753535717
531,"CUW","Curacao",0,0,0,0,9.65282784537067,29.9442669914853,37.5900595067468,35.0716140599049,34.6320867071107,37.2879228767164,40.1170167604557
196,"CYP","Cyprus",40.7595351847222,40.1313173565456,38.3635045705855,37.8755812923165,37.6185496429048,35.856419797706,34.3676553001853,32.1743708761913,31.5131064605749,33.5717145705795,33.7623945469545
203,"CZE","Czechia",38.7066390631788,38.8941084353749,37.51080101543,34.2017684809248,32.3418652174911,34.0226566643549,37.6699608405344,36.1010313601037,36.6304273646884,43.1269139625794,50.4862905808378
180,"COD","Dem. Rep. Congo",14.8596590703173,11.4356668841816,10.543733061071,10.7032712134901,13.4014748953673,18.6142555817072,23.6800303801285,29.3083962790899,28.3526017548186,26.9190238666757,24.7038828326358
208,"DNK","Denmark",53.7584847363149,59.1124062934842,55.5342664680045,54.6717380035415,52.8678723652368,54.2608575867505,54.2928650860429,52.9752192407122,54.1408384334752,52.4411875460575,52.0706416369118
262,"DJI","Djibouti",48.3225634579404,46.1417854278304,45.3486999731492,43.9082818895992,39.5823295855443,35.7218816675369,32.4959954094958,32.4530174698795,34.0729866623069,34.306590175558,34.6996032589621
212,"DMA","Dominica",39.2563036903306,39.5661533771466,43.133154822312,44.9864718195353,44.663559980468,40.4927503781744,41.7158568189548,44.1391979596891,43.9041971516558,44.1815579960273,43.4622497576824
214,"DOM","Dominican Republic",31.1985684621708,32.2099720397911,31.5348719589837,31.0689492793587,28.5440052375663,24.4987106330322,24.1437965452015,20.6062983771948,17.7119712804889,17.2083360062961,17.3512247577253
218,"ECU","Ecuador",21.3012132816489,23.2151153618372,27.6797862326287,30.7961590190197,38.0213600184288,41.2952785522803,47.9798031141817,48.1945075135806,47.4210378912826,43.9811218802995,39.2218779743367
818,"EGY","Egypt",29.1899798941491,32.3211698029459,32.3136769162488,31.6559963119998,32.85670487321,35.7236192028846,37.8357254171822,35.6540690577438,38.0876185616397,40.0110058080931,40.5011945497712
222,"SLV","El Salvador",54.0969326544817,53.4624700960396,51.6994067164953,51.5090078000379,49.9605860140268,44.7861963728497,45.1330618249008,42.5517606737178,36.7757341470059,33.3385804728851,29.7807900186793
226,"GNQ","Equatorial Guinea",28.6283938200593,30.2263429895201,30.2883847283062,33.7575702007381,36.8716068589062,40.0038508219271,39.1130803465598,39.1432196933563,38.8339179263376,40.9786144015523,40.2215032964146
232,"ERI","Eritrea",97.6468854487484,97.6318700272142,97.6099483228895,97.6402380169223,97.6190330485272,97.6334707714149,97.681421018583,97.6952792919452,97.7112744033215,97.7651294556707,97.8229078631428
233,"EST","Estonia",11.0743278996451,18.8172001837395,21.2843015101914,15.7525440963471,16.5737014893943,39.8519701663818,59.0678383276633,65.7687126521491,67.2776516564224,76.521611076546,79.6528251094964
748,"SWZ","Eswatini",54.377704296576,55.0359724125738,53.7470995491703,52.6395490947763,50.6247217575616,47.0662798585833,46.8899354294979,47.9325460737225,45.5082895377047,41.5141584781884,44.2987557386153
231,"ETH","Ethiopia",22.1876464406649,24.8821308352519,27.0057534220525,27.5778807020994,27.7143871179012,26.2339882696846,24.1598685302906,26.080677105977,28.173003352382,29.3480969160587,30.4301729225619
234,"FRO","Faeroe Islands",34.2894947062935,30.3078144958167,26.4682484208469,16.4178650930076,10.2235542933653,8.11269102340717,3.68570283046215,3.26566731259858,7.75212210496522,9.40700992021076,13.5973064703852
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,"FJI","Fiji",52.2245398120855,48.9268483020384,45.7131090727172,39.6301243309977,38.4558278131792,38.2377462325647,37.3362311552904,43.7819800564088,42.5124360537761,38.3539024586599,39.6637683833555
246,"FIN","Finland",39.4008782593366,44.3719923695615,40.2467967868083,47.3788110948683,46.382603218602,48.936731210451,48.8164002419443,47.0258309887567,47.2276197143213,49.5697822601502,52.1958795904402
250,"FRA","France",47.1167852865418,46.7230305805476,45.8978939706429,44.4971260862541,44.6317491267179,45.6591506142289,49.3314427253424,49.1227919179555,50.1707200858074,52.4496002554512,55.8526754856863
258,"PYF","French Polynesia",93.7051289180739,93.7831225555022,44.3738001425308,44.8730542388415,44.9124527575986,44.9052398595113,45.2376608279534,44.4048155944502,93.4713523767236,93.5147631188247,93.1693683189377
266,"GAB","Gabon",43.4935712361993,34.3231608542159,30.6974659994875,34.7561617511411,37.3704752021002,35.2057815559841,33.8035024843532,34.7638333126411,34.1144421817047,31.0324577953451,28.3479955682027
270,"GMB","Gambia",32.3801186515103,30.9538917220456,31.609120861984,35.2003569235978,39.0565288910914,38.888207019136,38.0589344129157,42.0569386011706,44.2143132084464,46.4129640256772,46.0340832819742
268,"GEO","Georgia",20.7209639851474,20.4669190059433,17.9721189890689,16.8637573802183,21.3875917341325,24.1225283394844,30.777969210851,32.4160987884827,29.904216103583,30.9452883371916,30.4093886411922
276,"DEU","Germany",35.079019834196,34.3707895439245,32.8831388914795,32.9204099155259,33.4448514136338,38.6943838588006,44.5886570657969,46.5925575872097,48.4516595071149,52.9629681943348,56.7015478552346
288,"GHA","Ghana",7.64152214042328,8.86150776843314,9.17691571018364,11.2089090923917,10.8682605415267,16.0271501612073,18.9509148764268,20.0307097067487,19.6717877145037,21.2395561399127,22.7992589280582
300,"GRC","Greece",33.942535857594,33.6078386442501,34.6248746441825,34.3578177461357,36.342305818283,42.1532116149065,47.2162412609864,59.5024689461541,57.6246306901957,60.2111424459695,59.5652963719398
304,"GRL","Greenland",41.7148321390829,42.4439362573196,45.9374703400077,44.9871304954232,43.5853260685848,44.8673117444133,38.6353023105259,29.504405780906,78.2768686532518,77.7731415623758,77.5055305242637
308,"GRD","Grenada",36.4111778637621,37.4229050932432,39.2817894786996,38.2044621719783,33.8755068184784,29.4383099746494,31.7135096176516,32.3741992062231,28.882629226158,20.9442599325165,21.2082796632185
320,"GTM","Guatemala",34.4572233044111,29.2905861545799,23.9897390788282,20.0174629664431,18.0108943968582,15.3650179487813,18.1965408104912,19.737875552273,24.5780160318785,28.3016014159294,32.2065936498699
831,"GGY","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"GIN","Guinea",19.6002396377922,19.8872637969795,19.8712936395033,16.8280024202177,17.488435996323,18.2766226840272,16.1044478922953,15.7630009950571,15.6000499807548,18.4121154173562,21.7165613487673
624,"GNB","Guinea-Bissau",27.4471972519971,30.3868718162572,32.6824095820104,36.1177644909301,38.0354863006219,38.3106292275856,37.1161916218274,36.5860230001608,35.2940963307252,33.8878405268171,35.5285838872596
328,"GUY","Guyana",18.2465426393492,16.9966289085896,20.6013553975714,21.6187911633722,23.8170028299498,20.7936081841626,11.7723942397291,8.26740460572593,0,0,0
332,"HTI","Haiti",33.3051655859882,33.8839475316086,33.8496534544442,34.3729271001612,34.7286801959091,37.0918705014376,39.2434886149224,40.6672700918754,44.2830048067344,46.2801661964528,48.1216090212343
336,"VAT","Holy See",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,"HND","Honduras",29.0289563995083,29.751474632934,32.618547616703,33.7078600645458,35.0028630967343,34.8501497028401,37.2826430232252,37.2491957985709,36.2811188202336,34.6031554082206,33.1923872055857
344,"HKG","Hong Kong",32.7738252797671,33.6907457190478,33.8695910111862,33.9661628257263,34.1716527409947,36.0765448041516,48.0413437577928,53.5585075894134,61.2103924820473,62.2926686978144,59.8784054467004
348,"HUN","Hungary",55.1583443437695,52.9525648163665,49.0511270519825,42.8264345692012,37.1744029920536,34.6782412266274,32.7454500962016,30.1943261293613,32.9372349816486,40.4821442370817,46.6349015120273
352,"ISL","Iceland",19.0303966705545,24.09665115223,29.2881135023946,29.4052789889003,26.8450635352962,26.4233394166431,28.0274104989479,28.2584161076275,28.3665943207444,30.5744099420703,29.5601170063795
356,"IND","India",17.364185785224,18.7419594986082,19.7591440821086,20.9299353264526,20.9601155118262,21.9489318723005,26.4525849625609,27.9837191299217,27.845717497113,26.9366560874967,25.3602327803207
360,"IDN","Indonesia",12.5010119900432,12.8765181312787,16.2744509320402,17.2826185192833,19.5727654361487,19.6796359093401,23.3494979930259,23.2551447508011,16.8510208677541,14.8283958502247,12.8245790877883
364,"IRN","Iran",16.5834177668901,18.8417521900002,17.898951637473,15.866068881659,17.8470221452642,16.8321454944433,16.1510074536725,13.7961991982918,14.060218587848,13.3707665351168,13.174238015372
368,"IRQ","Iraq",0,0,0,0,0,0,1.24500029494607,5.67340706193019,4.98355006721253,7.18800131591274,11.554267198859
372,"IRL","Ireland",38.1596747857532,35.7624057161058,31.2268489971407,27.7353244246981,25.5329602056733,26.1015593985116,27.9867902052745,28.950075858575,31.0341384981962,35.8016520656121,39.4622415576191
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",23.4578171390649,28.076456465486,31.8110735501324,36.9158527933821,36.8095654655205,39.688965579708,39.2937652830299,38.2750206807542,31.0576016120791,33.7534200537968,37.9053459684004
380,"ITA","Italy",37.3117783723677,36.0564574004156,36.5543824633566,38.7199157783334,43.4461598872514,45.8939216922175,43.7976561246476,43.4893521407226,41.2843988974842,44.4135156251334,47.6018834205308
388,"JAM","Jamaica",48.147613329597,46.404368479293,47.391233930679,50.0320169135721,43.3036033210362,37.2838574500178,45.9720834240852,46.9167912350462,46.9012382396755,44.6493793121603,43.8170995460764
392,"JPN","Japan",29.6039173888164,29.9740503185469,30.7931432680622,30.9023197550227,34.0680080487541,39.8957591884103,45.8486818684093,47.3820254985946,48.049489459366,48.2766588577062,48.670574011294
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",26.1776416853721,24.9549508518269,25.4733069298691,23.9196678574109,25.3465314777339,28.2364161391227,38.1674346536726,45.0789801960708,46.6092654932554,47.5239935036251,45.409969787151
398,"KAZ","Kazakhstan",0,0,0,0,0,0,5.07078137370344,16.9998743628067,21.1047482725349,25.8366942077301,25.9758434076924
404,"KEN","Kenya",22.0419173632602,29.9078566419793,39.2782834993646,40.7202835509895,38.7772031930458,34.3541086554027,25.7840321386098,23.2353637977062,22.2916179553277,25.2052078642058,28.6248279238371
296,"KIR","Kiribati",38.621892266286,38.6494261126305,39.0478381949683,34.0619060095372,32.7995041896543,33.6261533694918,30.3448807957384,29.9060160054362,30.6902858450225,32.9829534936293,35.5674641545725
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",0,0,0,0,0,0,0,0.867771122961159,0,0,0
417,"KGZ","Kyrgyzstan",6.02642245657084,6.6705223780815,12.0227650877303,16.1981676102091,15.1708196183872,22.3290263819309,33.2363056871811,35.9984704981671,34.0431025188289,34.2632454973118,31.9347930975618
418,"LAO","Laos",13.2278496204328,3.59881875648465,0,0,0,0,0,0,0,0,7.17614444046278
428,"LVA","Latvia",40.3794608348108,41.3373622821907,40.7403784585401,39.6575669206672,36.1919433494899,36.4252945899813,35.7096472796298,35.1189250979591,37.8067449931984,40.5255456064908,43.4067061815456
422,"LBN","Lebanon",8.50158585494415,3.14200929378145,3.95008074490614,9.45946439249968,14.8130757569795,16.1880766125571,22.8701457542577,36.5447073379295,45.1854815048073,45.6524744212829,45.0445882269831
426,"LSO","Lesotho",41.2988935540642,45.9117369657659,50.6548267419187,50.9085711180889,54.1980571634511,57.0704934754594,63.1587122996648,52.3681349942137,46.0874699430814,44.3368997877284,41.4217801538533
430,"LBR","Liberia",25.4575687697789,27.4821329890445,28.0323292110462,31.9033026819426,37.6457720199798,38.2843644022531,39.1874449439515,39.4147557963987,37.4143138165347,36.1290219141423,36.1321047121283
434,"LBY","Libya",28.4537520796731,29.6775278555867,30.8688187704661,26.2589869227439,25.6357011214545,15.5885850895299,35.2182532622748,28.3366814257846,23.8134626717496,19.1844592232729,13.4690453235338
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",34.2892972372427,35.0097068378698,36.1527451957313,33.9274062382242,32.4223509285208,34.196248705437,35.2354080708008,34.5903239491461,37.0359206561532,41.7847346389695,45.0772750792373
442,"LUX","Luxembourg",28.72211800784,31.6735939319669,33.8457593320472,34.6996877477323,33.4381128402885,32.6568152078965,38.7748813693639,37.647783978777,43.0335901895439,47.9843260621898,49.713688815393
446,"MAC","Macao",67.8393909376238,47.2775985865398,38.1340399692926,28.827650957113,43.5918907697844,39.2721849160559,45.0408973126003,53.750147011593,61.2905430921166,66.1659144399611,67.9187510452029
450,"MDG","Madagascar",37.5596515581897,37.8603980805886,38.7366009083712,39.2550181932031,41.8181668283044,42.1993880011608,42.6565922329224,42.3861237261075,41.1801403901608,40.4744641685372,39.3206853357761
454,"MWI","Malawi",19.4733843034171,20.2098986026364,21.0435407629793,21.7068269402783,18.3723829449438,13.7845374008053,10.757074811843,10.2898087612222,10.6300211702993,11.4731564370113,13.935048480252
458,"MYS","Malaysia",9.12984454098665,10.4633630363677,12.8014884984009,15.5411549242235,14.0454000340141,12.958877599289,16.9419425234149,19.4746846752422,21.4350043047029,21.8295019096302,20.078024555553
462,"MDV","Maldives",0,2.53176884127937,0.848057212172428,0.7821763298778,0,0,0,0.270797828794819,0,1.77787869620197,1.25007052129361
466,"MLI","Mali",19.7562141296534,18.6659373096218,17.1281346372278,14.405033315208,12.3318344323823,12.4319901457135,12.5533995325096,12.2360885168396,15.6145478055926,18.4172445272391,21.9715791991526
470,"MLT","Malta",40.7651938671354,55.8425891699693,70.7353769452692,75.723541879309,78.3863429823933,78.1559421652835,76.3497424455671,71.2991950827893,58.1659850051372,47.4855552697887,35.3749078968775
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",28.1653195917325,25.4701702653763,24.1388990441353,21.6923076215853,20.6892008574414,19.0235684056775,18.3681881593635,19.8873972993928,19.6828576281938,22.5481773814735,24.639338942946
480,"MUS","Mauritius",22.1200922861618,27.6440510526528,27.2315128291742,25.5512656424917,25.5532994022467,26.1878970902319,31.8989162819854,34.6413822440411,34.7589740048763,33.3637652065389,31.2703889288401
484,"MEX","Mexico",34.7033886319825,36.01097324861,36.3464862097546,37.731229603454,38.1800550094689,39.638272697491,44.1161630845998,44.4900311528972,43.3487835907743,41.1431943447241,40.0287007643864
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,"MDA","Moldova",43.5014317739597,42.3849940747385,39.4151796244044,35.9336081521068,31.567014635705,33.4989172560322,34.8169689380217,31.7830014766298,36.2081458633312,37.0908899431343,39.4139468473272
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",0,0,0,0,0,0,0,0,0,0,0
499,"MNE","Montenegro",41.8802652429231,41.6512739597378,44.6516636498525,44.4247889158687,34.51373972894,37.6437201455167,33.7311448428243,30.5154835303256,29.4499936789117,31.6132901206481,35.1790248101151
504,"MAR","Morocco",29.0391221076313,30.4520373990056,32.4032925662237,32.7704183278331,32.7326966318683,31.3109452689198,31.7863948528173,29.9851206510444,29.1522284590627,30.0673944857615,31.7131132336173
508,"MOZ","Mozambique",0,0,0,0,0,0,19.4672570260149,27.6331378727127,29.5229689824073,34.2651444645988,33.323883749333
104,"MMR","Myanmar",40.6971753357728,39.5712935514568,37.2865326228273,33.0676965423662,35.5622356221876,38.0356847832139,38.814496560795,41.8299524347947,45.6167413607498,49.7344876135364,53.282563944347
516,"NAM","Namibia",33.9217106747124,28.4470042398863,24.6760710267666,26.8682184028362,27.2133075915396,28.2016453189358,34.1408374489494,35.6539279240832,33.2379613642098,30.5518497956069,27.846735991044
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,"NPL","Nepal",28.9777612028929,29.5249056905541,28.4149986664454,26.9093603849585,24.7001114179953,25.175216642436,23.8169050487407,24.1102840801786,25.448142980049,31.7462363482622,38.2928289156173
528,"NLD","Netherlands",37.2836240950011,36.0178060422003,35.200580536707,35.0524511644144,35.9302490421264,38.187009865888,41.3220051525297,42.9866885412722,48.277958457048,54.213771899355,59.151285598424
540,"NCL","New Caledonia",68.5995937825272,69.2195394862197,66.8640046736535,66.5642748731827,65.1757603800678,66.0057055734486,68.1706775996581,70.754671207642,68.6143406336402,21.7365287709305,22.618839711424
554,"NZL","New Zealand",20.2070332747251,20.3568491975789,21.0265158256252,20.6223002782488,20.6288332960009,21.030205831472,23.6928307547977,25.0371559443868,27.3194158534793,30.4953371361971,31.5212105229216
558,"NIC","Nicaragua",29.6587992340464,26.4070693075602,24.5283479981269,23.69070720038,26.1693199609781,28.9171421360192,33.1248612947136,34.3814167560174,36.3193218095836,38.1690843372759,39.5391366672054
562,"NER","Niger",24.2766594575741,23.1568664891193,22.1464476484854,20.9211712925159,20.0631982522394,18.0978006033354,17.9875857884468,19.1974701002901,18.9310221369057,21.2971295273895,23.5010189647998
566,"NGA","Nigeria",41.4060572944468,37.4932077224686,37.2107303671474,40.335885878965,43.8866586134608,47.1154733778471,48.8759566903049,45.3676249048835,46.2829751588294,46.6078559522968,44.4441927150326
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"PRK","North Korea",80.7075684536652,86.3029158773404,82.9182735697889,64.7564533782573,50.8602543392811,93.0558712288064,93.567259499647,94.8866612445843,94.6498861629449,94.1083393235083,94.0785356950305
807,"MKD","North Macedonia",47.7478051458462,52.0269330200723,55.6512735284522,53.6230616039291,53.2859727426742,49.4075053585258,48.7941496559142,46.6889019161765,39.4826798662943,37.0455425205756,38.9504276695894
578,"NOR","Norway",28.970686521857,29.1966216830749,29.9400532915963,29.5365349077682,29.268204166314,32.3207943246278,34.1909194805152,35.8229206301556,37.6122371391591,40.379464637932,43.1292597863603
512,"OMN","Oman",0,0,0,0,0,0,2.13773864990701,3.59987240691493,2.72981777101065,2.34691982885764,1.91712183008251
586,"PAK","Pakistan",34.6835928606387,37.6331710999119,35.5143722440129,30.1842312972338,27.0496615979347,25.7994218363107,23.7836947012742,20.5808838247347,22.4956950996001,26.78056827073,31.6950085607232
585,"PLW","Palau",27.8255962061195,36.0958923921708,36.1789949445256,32.8981258275318,35.9726952729449,34.8636693977168,34.6283341029144,31.4600447514046,22.1381968393646,21.3897771532648,19.9988801827021
