"code","iso","country","GE5.raw.2020","GE5.raw.2021","GE5.raw.2022","GE5.raw.2023","GE5.raw.2024"
233,"EST","Estonia",73.9956015713513,65.6394952319562,55.2766518138349,39.0003797143698,37.9394356824458
748,"SWZ","Eswatini",3114.34564960599,2183.08345362395,1586.28692428172,1599.97898551524,2240.5740910545
231,"ETH","Ethiopia",74399.8545862094,83072.6285430968,82281.1363415986,76445.429040049,88404.2599625736
234,"FRO","Faeroe Islands",NA,NA,NA,NA,NA
238,"FLK","Falkland Islands",NA,NA,NA,NA,NA
242,"FJI","Fiji",113.947348847985,77.2129764631391,61.7710831567645,46.9396764799952,46.8248804003
246,"FIN","Finland",3208.3875825163,3114.15786531828,2750.4424719613,2216.29481433034,2169.51088397875
250,"FRA","France",11702.6360903628,15029.5731311962,15423.0880352922,15436.3764187932,13315.1116939902
258,"PYF","French Polynesia",NA,NA,NA,NA,NA
266,"GAB","Gabon",5208.67217139453,5737.91313446611,6270.65059493184,6166.52019807845,6011.83013642132
270,"GMB","Gambia",2860.43050135374,3400.67777354568,3335.54305763841,3084.68124637604,2953.1867290929
268,"GEO","Georgia",10071.0632966243,11269.7213508181,11322.462818259,11587.8429999426,12250.2498844013
276,"DEU","Germany",401.623736632615,546.108415607363,542.782476180792,503.353732784837,428.345264760405
288,"GHA","Ghana",53967.5146725744,54102.4974053979,51149.0599295616,46494.9927982956,49579.0924893633
300,"GRC","Greece",2924.90578771159,3204.46496829316,3225.11704642177,3280.45883102939,2772.32037859783
304,"GRL","Greenland",NA,NA,NA,NA,NA
308,"GRD","Grenada",NA,NA,NA,NA,NA
320,"GTM","Guatemala",3753.11019684076,4566.06771351248,4806.35333208442,5077.26837961525,4963.63357031345
831,"GGY","Guernsey",NA,NA,NA,NA,NA
324,"GIN","Guinea",18680.3712711811,18552.4453663647,20314.7609146208,21293.7614370868,21268.4549227446
624,"GNB","Guinea-Bissau",1560.49299896359,1378.68275172114,1657.4301960364,1944.1880112499,2167.7382042706
328,"GUY","Guyana",14088.575139384,12882.8329663739,9595.57064867914,7250.33595080823,7070.24625600725
332,"HTI","Haiti",575.563639256358,558.233057411015,595.739986588061,585.669893381,590.51943282783
336,"VAT","Holy See",NA,NA,NA,NA,NA
340,"HND","Honduras",5559.89597382695,6485.30886762887,7247.46101096571,6194.15933179557,6565.75516872853
344,"HKG","Hong Kong",NA,NA,NA,NA,NA
348,"HUN","Hungary",NA,NA,NA,NA,NA
352,"ISL","Iceland",6621.53594544455,6082.76101046577,4377.65831074342,4626.42152404934,6748.51817515679
356,"IND","India",231578.255025205,208527.922866021,171977.223384435,128671.955902681,93926.4320467681
360,"IDN","Indonesia",13169.8017833665,13247.3622137934,13492.6211846992,14162.2138460487,14540.6996573791
364,"IRN","Iran",96315.7521351837,97847.4377953298,92208.3593622714,76322.1302529953,73986.8837747715
368,"IRQ","Iraq",15133.5125499912,15888.206331069,14355.1666965567,13518.6231292628,8376.36695929393
372,"IRL","Ireland",12043.1510511182,12565.7709589303,12406.8989313692,13172.4361222208,14168.2143461213
833,"IMN","Isle of Man",283.328636031598,246.526826614141,232.199868109077,264.215203554183,292.308702021092
376,"ISR","Israel",23.3631988078356,20.2573076605797,17.107123708725,13.4690983623266,5.98979193270206
380,"ITA","Italy",8876.0541420266,12040.1565764986,12276.5258176476,11713.5870532818,11192.7455246322
388,"JAM","Jamaica",42.267518144846,47.0012356862426,45.1391284748912,45.8288267180324,43.3118450820446
392,"JPN","Japan",816.026603091508,793.730505694449,669.669059736282,533.622496389598,574.466363936663
832,"JEY","Jersey",NA,NA,NA,NA,NA
400,"JOR","Jordan",343.830465179682,365.823706664145,325.946054442227,290.112721586227,342.972989448905
398,"KAZ","Kazakhstan",714078.246497993,772655.798935753,723517.502225059,686847.893339876,837582.364170875
404,"KEN","Kenya",99767.4221292973,104781.293940221,106987.115393801,101589.10538587,108791.330678248
296,"KIR","Kiribati",NA,NA,NA,NA,NA
689,"XKX","Kosovo",688.798903996497,977.671290877461,1043.28832591847,1023.29048777893,960.226936563104
414,"KWT","Kuwait",2.10163950026035,2.39691780805588,2.47719817608595,2.45016283690929,1.81788955628872
417,"KGZ","Kyrgyzstan",14869.0047648266,18675.8467212886,19498.2908068806,19579.4653731361,24926.9456580617
418,"LAO","Laos",117.421947403252,124.125576384366,124.926772964001,121.496555517614,105.795954866707
428,"LVA","Latvia",NA,NA,NA,NA,NA
422,"LBN","Lebanon",936.745564563572,932.295035213232,884.128252756596,700.20597999543,808.297407735884
426,"LSO","Lesotho",10762.9340635464,11789.2867787033,9573.35509756804,8294.18346794397,9706.74801979512
430,"LBR","Liberia",143.123068188131,145.508614942431,129.368939960003,130.235126438737,133.935142864287
434,"LBY","Libya",12580.0145595357,12620.4848132536,10603.5856745079,7243.25840003043,5344.69136944711
438,"LIE","Liechtenstein",24.1534861348569,30.0910625174642,28.3085979484022,26.9688109517097,19.9433379478753
440,"LTU","Lithuania",2.12749124765396,1.90674235448241,1.98688539713621,2.40035402774811,2.28894129619002
442,"LUX","Luxembourg",NA,NA,NA,NA,NA
446,"MAC","Macao",NA,NA,NA,NA,NA
450,"MDG","Madagascar",195433.435484879,205853.728110185,195288.987944213,184068.846356729,201704.50284857
454,"MWI","Malawi",8473.22926474363,9261.16095591933,8065.92692992687,5767.24746192396,7327.59436520189
458,"MYS","Malaysia",275.675358484685,216.76721637845,182.183315825462,177.764897938073,198.851551286876
462,"MDV","Maldives",NA,NA,NA,NA,NA
466,"MLI","Mali",428882.76444364,456424.328441016,416120.25558693,373710.059517209,379802.814855373
470,"MLT","Malta",NA,NA,NA,NA,NA
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA
478,"MRT","Mauritania",19932.0125721216,21190.569683744,19356.0920391455,16341.6195296884,15039.9068869129
480,"MUS","Mauritius",NA,NA,NA,NA,NA
484,"MEX","Mexico",140021.943031615,169124.487952162,159541.949288565,146212.932764065,151896.72519857
583,"FSM","Micronesia",NA,NA,NA,NA,NA
498,"MDA","Moldova",NA,NA,NA,NA,NA
492,"MCO","Monaco",NA,NA,NA,NA,NA
496,"MNG","Mongolia",51069.5213733144,62105.1766615666,56317.5513983503,50259.2850293577,71896.4837875992
499,"MNE","Montenegro",4964.82761620358,5837.22648164183,6231.52028511763,6695.14330167547,5527.05993315801
504,"MAR","Morocco",35217.8186721563,36737.7834955409,31098.2419399425,26498.5919984311,24332.5809115708
508,"MOZ","Mozambique",28687.176585041,32781.8251118124,32094.6517197818,27504.9773848727,27951.3779558077
104,"MMR","Myanmar",3449.07639368773,3522.76302046925,3488.93005969226,3265.55165435672,2709.05037909448
516,"NAM","Namibia",29171.1007075384,33191.93100999,32744.2177106738,36736.3306874528,48371.7694346353
520,"NRU","Nauru",NA,NA,NA,NA,NA
524,"NPL","Nepal",2966.97722142041,2996.8312501505,2943.93811828196,2346.14934228063,2563.31732366383
528,"NLD","Netherlands",124.204057358205,113.774573130161,115.940381995589,128.85300726518,142.749162466079
540,"NCL","New Caledonia",4841.77576711029,6990.47860272825,10264.3422446877,10437.2939815268,10293.8264601663
554,"NZL","New Zealand",80206.2718158305,78747.3733169883,71807.2794569224,68037.1217678644,73082.6135619365
558,"NIC","Nicaragua",16199.7425912946,16545.8955141902,13574.9355374902,10768.2265676185,9580.07296843827
562,"NER","Niger",312533.89797349,300237.947639845,239831.708338498,183715.652986729,182744.784530932
566,"NGA","Nigeria",403806.041480006,378498.486146137,307070.465445197,241248.581917886,241525.469223091
570,"NIU","Niue",NA,NA,NA,NA,NA
408,"PRK","North Korea",3482.09259584621,3535.19161276445,3424.75442056134,3591.90779470205,3764.83849612176
807,"MKD","North Macedonia",3089.68841185868,3607.13691821694,4245.00629993156,4342.39832214788,3907.09364506453
578,"NOR","Norway",6798.29065780044,6402.05502410717,6077.39035755433,6162.62182927802,7656.83351194486
512,"OMN","Oman",5546.97765378654,4763.78446377665,5608.09423304647,7782.51687519252,9552.17818096131
586,"PAK","Pakistan",26033.9652825788,24073.079620938,21411.844743368,18667.8477623105,16679.1535888962
585,"PLW","Palau",NA,NA,NA,NA,NA
591,"PAN","Panama",516.706632569432,480.373140881956,415.706089389324,467.404379032552,474.867639909685
598,"PNG","Papua New Guinea",21749.0112211436,22137.0926289812,23071.2039851591,24890.4096962869,25310.4424060792
600,"PRY","Paraguay",91173.523585014,110190.027284497,139916.063167945,157484.29205592,169780.581955019
604,"PER","Peru",157410.095462799,150489.637384599,150367.487419532,144152.877108856,182003.994583094
608,"PHL","Philippines",878.881390720606,970.797906161845,915.674933898449,886.332352973521,841.907496906817
616,"POL","Poland",20.4436959542334,18.7408846504986,16.1026755124331,16.8459639072418,18.4145113736391
620,"PRT","Portugal",5248.30015626475,4586.6743758291,4998.92242888883,5260.44481595606,4080.39609002844
634,"QAT","Qatar",3.28231783211231,2.83694966137409,2.69789607822895,2.82301418036222,2.78137454688549
178,"COG","Republic of Congo",23505.5373457998,22915.0455501884,23203.0885235131,23852.1418046549,24271.8044724226
642,"ROU","Romania",4120.16656916067,5736.88121058419,5745.62032793984,5263.88659923598,4595.04631203413
643,"RUS","Russia",1445822.41863819,1479119.80768109,1510089.93403007,1513404.22981767,1575770.60029463
646,"RWA","Rwanda",100.955018423498,96.2482991546392,91.8803244411945,77.2528703421354,75.4840861395001
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA
662,"LCA","Saint Lucia",NA,NA,NA,NA,NA
882,"WSM","Samoa",NA,NA,NA,NA,NA
674,"SMR","San Marino",NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",NA,NA,NA,NA,NA
682,"SAU","Saudi Arabia",10347.1071015701,10589.3383433089,9050.24985649586,6933.53204384595,6626.64311727434
686,"SEN","Senegal",118055.43131606,119336.548432499,104362.836076832,89059.4979251847,77980.3346134558
688,"SRB","Serbia",2616.54141500816,3025.1061033152,3147.14924508557,3173.22538545877,2150.79832251668
690,"SYC","Seychelles",8.42565536350012,10.0042911797762,10.8698567226529,10.6270921587944,10.3081831932068
694,"SLE","Sierra Leone",204.325200237334,191.562818831205,195.019804909825,231.357954107225,295.847404916584
702,"SGP","Singapore",63.9443612203002,64.8211354762316,60.7756166353822,55.4071707814932,65.5903666228056
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA
703,"SVK","Slovakia",402.591150381416,461.913400968909,416.828380480409,370.079578673094,306.259012548625
705,"SVN","Slovenia",142.848992489278,221.008601742983,212.223510080576,200.448630031943,189.799196666479
90,"SLB","Solomon Islands",NA,NA,NA,NA,NA
706,"SOM","Somalia",40698.1136006638,42738.6192485556,40790.4237308338,39008.6067051008,38995.9045926705
710,"ZAF","South Africa",514187.329946341,454433.722259356,357460.997061734,332205.864599623,429284.407373694
410,"KOR","South Korea",147.593223258108,155.012166272104,156.142855093628,90.8514803573489,90.8025316640735
728,"SSD","South Sudan",48481.0613232493,46161.0051120251,39782.2866022065,36332.0969631299,37413.2995375112
724,"ESP","Spain",35607.5006155178,38239.3749131143,37306.8728469312,35738.2027431101,26432.5102193579
144,"LKA","Sri Lanka",372.438693810999,364.039770960808,344.735104310513,332.654605597258,507.205602642894
670,"VCT","St. Vincent and the Grenadines",NA,NA,NA,NA,NA
275,"PSE","State of Palestine",7.55833019018173,10.5455731570721,9.51773773133755,9.39965295046568,9.67657023668289
729,"SDN","Sudan",352753.592871809,385581.788751121,364301.905917446,311036.695943174,321331.387870155
740,"SUR","Suriname",2232.27679199576,1869.15864541233,1309.61302010864,935.530189168453,914.988386397064
752,"SWE","Sweden",6601.52111110948,7112.57498956472,7517.2322426375,7136.46347744986,7235.27360189743
756,"CHE","Switzerland",3346.86661593393,5607.74578114077,5768.2390780963,5871.12464957908,5832.91375046894
760,"SYR","Syria",6973.42204587758,7402.38515715376,7181.49020852968,6747.81012066081,2837.22631167322
158,"TWN","Taiwan",51.3661267280579,69.6832827568054,65.4389990091324,63.1541620567441,71.1137103185058
762,"TJK","Tajikistan",11195.4071507744,11165.6280038275,11021.7121675812,10614.8611489154,10597.0997976385
834,"TZA","Tanzania",233663.184889099,259777.500566404,244648.459578694,209705.709456125,249835.281505443
764,"THA","Thailand",239.027268670499,208.787949760258,180.401740118861,173.356741279364,200.278059025109
626,"TLS","Timor-Leste",3510.4726215139,3896.38600372374,4001.32728216946,3824.46948507428,3602.23336249739
768,"TGO","Togo",6286.08583734036,6417.7734802112,6669.894627662,7106.40838287771,7427.71016328037
776,"TON","Tonga",NA,NA,NA,NA,NA
780,"TTO","Trinidad and Tobago",NA,NA,NA,NA,NA
788,"TUN","Tunisia",1782.95206843913,1692.70513968542,1464.75841579735,1067.51944933608,437.974715784192
792,"TUR","Turkiye",153708.524963929,180269.628877175,179232.834296829,168360.638552989,173854.369644135
795,"TKM","Turkmenistan",14255.8004134998,16543.1283815727,15214.4448020756,13102.2355394498,12131.6917334758
796,"TCA","Turks and Caicos Islands",152.085314364731,160.166610248387,144.404673461616,137.406365598738,138.337183065712
798,"TUV","Tuvalu",NA,NA,NA,NA,NA
800,"UGA","Uganda",158366.983687329,196473.715545151,252814.009266929,276741.646914394,276248.91248714
804,"UKR","Ukraine",2232.46891084611,2494.68876819611,2510.11395674944,2303.14392656833,2286.27450082228
784,"ARE","United Arab Emirates",312.004743762314,256.988393124938,230.022331933677,214.727917964757,189.002708591521
826,"GBR","United Kingdom",48090.598430872,46415.6643238917,42197.847624781,41049.478728126,43452.3818589591
840,"USA","United States of America",1292983.97430863,1269970.62039744,1330533.40310922,1372708.02588974,1446133.19666615
858,"URY","Uruguay",199857.336501682,181656.407157704,153250.261546139,133432.210123296,146271.136038958
860,"UZB","Uzbekistan",18936.3135163069,20962.3932640776,19856.1578491978,18289.3502110094,17890.7958698861
548,"VUT","Vanuatu",2.28008219152689,1.53541178554296,1.19204273074865,1.17895075827837,1.75915333628654
862,"VEN","Venezuela",374401.991799089,342555.050315581,335095.374799901,340961.125556026,353665.897439173
704,"VNM","Viet Nam",691.868082742393,731.365814936161,707.660286828876,709.041934162378,864.803937125206
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA
732,"ESH","Western Sahara",8.29017390906811,6.18327529728413,5.21830967068672,3.43824330568314,3.10570617467165
887,"YEM","Yemen",15528.6381941289,16023.3803504646,15199.3109718293,13486.7718246073,11949.3814231187
894,"ZMB","Zambia",55170.2023608327,70711.9317600042,73797.6946605295,63141.4701428294,91266.612709403
716,"ZWE","Zimbabwe",34768.0330983922,38505.1553454965,34686.7302749589,30119.2946287394,34102.4521602839
