"code","iso","country","GDP.raw.1990","GDP.raw.1991","GDP.raw.1992","GDP.raw.1993","GDP.raw.1994","GDP.raw.1995","GDP.raw.1996","GDP.raw.1997","GDP.raw.1998","GDP.raw.1999","GDP.raw.2000","GDP.raw.2001","GDP.raw.2002","GDP.raw.2003","GDP.raw.2004","GDP.raw.2005","GDP.raw.2006","GDP.raw.2007","GDP.raw.2008","GDP.raw.2009","GDP.raw.2010","GDP.raw.2011","GDP.raw.2012","GDP.raw.2013","GDP.raw.2014","GDP.raw.2015","GDP.raw.2016","GDP.raw.2017","GDP.raw.2018","GDP.raw.2019","GDP.raw.2020","GDP.raw.2021","GDP.raw.2022","GDP.raw.2023","GDP.raw.2024"
4,"AFG","Afghanistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32567375969.9946,29495629513.1972,37931379899.2707,41281584746.4411,41865355064.2988,46566715049.4503,49061481753.757,55844878995.5875,58036781460.4599,70451155676.9393,80569661676.7348,80913174277.9269,91231454557.6403,96341095375.7699,98965950294.897,100402257640.593,102671664129.973,105389386367.805,106642706595.941,110814146350.335,108208794210.783,85767546197.7544,80415503801.351,82238478027.9442,83677383312.3115
8,"ALB","Albania",18275990072.2438,13158321443.5783,12212618287.5811,13380072745.5126,14491002336.1528,16421541969.7812,17626280306.9721,15561965572.0664,16855168833.3166,18920049754.206,20332026336.6924,22134202388.9962,23158660899.0993,24393773483.9486,25678413443.5364,26995927111.9177,28620806900.4525,30481185855.164,32586540354.1344,33463363185.2088,34458280649.1101,35307166195.385,35654634567.7671,36263340585.6236,37075721715.7806,37901659079.1223,39383210491.1182,40676230579.7237,42169625552.0073,43039406929.8984,41613185841.6268,45345712251.0862,47534459372.723,49443166215.7366,51443601344.7113
12,"DZA","Algeria",297621347987.272,294049890066.048,299342794857.839,293056593899.881,290419094656.528,301455005124.495,313814655727.401,317266616742.205,333447225652.787,344117542052.763,357194008656.222,367909828911.016,387776959672.211,412982462053.311,431566672844.747,454871273177.049,468062540094.901,482572478843.865,494636790811.553,500572432299.784,524599909054.858,540337906323.456,553306016077.079,567691972498.468,590967343363.326,609878298356.214,633663551993.181,643168505266.462,652172864345.87,658042420119.891,625140299119.911,648895630480.26,672255873183.709,699818363984.642,725711643445.634
20,"AND","Andorra",2631759311.90244,2698763996.90569,2723841290.8748,2695745293.15108,2759989816.43446,2836096580.14852,2967967659.48467,3237093233.43958,3340511674.18327,3477441884.0993,3600138634.67129,3892446768.89736,4069411497.98481,4423214423.66702,4783072832.92882,5041253346.26448,5283671526.22279,5365736885.77917,5067445572.25505,4798726709.88385,4703953872.84549,4703574275.36736,4469597620.27972,4311034330.8461,4419002699.26687,4482377402.04324,4648659173.53205,4664746876.17637,4738858764.76253,4834372720.68675,4293699379.34509,4649508748.84024,5094216232.49801,5225828100.9848,5402033635.11601
24,"AGO","Angola",97297784927.487,98262355569.0491,92525523395.9401,70334740879.4429,71276778681.9252,81968295504.7868,93070384529.9102,99840582435.6121,104524250375.134,106804436150.307,110066910340.27,114696323000.03,130370365521.361,134916787445.384,150324100262.442,171602142235.172,191922955389.468,216878100294.342,240271951644.505,245066792516.81,258039809323.47,267313423592.843,290043412365.186,304206409978.552,318369419488.554,320799143936.46,315343857089.858,314872745269.793,313001106321.2,312360454887.6,299733448280.164,306036100914.862,318938590839.705,322967768020.026,337255560567.664
660,"AIA","Anguilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"ATG","Antigua and Barbuda",1329089237.51845,1358021545.47963,1373754914.64808,1446287619.53479,1542847660.8934,1475582825.14792,1573044257.44848,1659109532.84019,1737606636.23234,1802032675.8295,1913822712.19418,1826779954.41738,1845545274.936,1957692355.7647,2070594497.83697,2204638354.72935,2484807048.41132,2716271365.28872,2715890908.07296,2390992152.19408,2203526249.02176,2160364841.19134,2233237030.97826,2219815671.04401,2268613698.85554,2300864764.37569,2395668849.3539,2460656794.99278,2625816198.94599,2709112916.44459,2197936454.54413,2377570792.25983,2594115333.09169,2657083928.89311,2754237217.77357
32,"ARG","Argentina",557088925124.231,607968472614.51,656224702857.102,710080926887.272,751522674939.001,730140279566.018,770492868120.735,832987905019.268,865059429174.392,835773213823.75,829178972033.759,792621800475.08,706269738674.223,768683083609.037,838091886093.454,912276929668.686,985689236302.599,1074476681421.66,1118070705029.3,1051897409980.83,1158406210935.09,1227956360246.09,1215352364993.03,1244585524448.65,1213313877880.72,1246451419104.46,1220521143173.66,1254921567938.2,1222075295207.81,1197623267200.44,1079052757506.56,1191725417699.43,1263476170672.42,1240028731129.33,1223376004342.6
51,"ARM","Armenia",21801542439.2043,19250762304.759,11203943132.7907,10217996272.3038,10769768354.9844,11512882201.2876,12188158880.2036,12592937350.635,13512221775.6837,13958125094.3598,14781654475.3627,16200693304.8905,18339184820.8016,20906670695.9981,23101871118.8312,26313031204.1439,29786351322.9505,33867081454.6554,36203910075.1721,31099158754.3195,31783340246.9814,33277157238.1681,35673112559.6373,36850325274.1053,38176936984.1905,39398598967.2899,39477396165.156,42438200878.1907,44644987323.7094,48038006359.6591,44579269902.145,47164867556.762,53107640868.8087,57515575060.7049,60908993989.5524
533,"ABW","Aruba",2074802538.63492,2240016403.48547,2371782096.95312,2545104657.04574,2753902530.91639,2824048385.38005,2857535626.68876,3058902590.16516,3119835454.0732,3158460322.39841,3399227246.51454,3541382985.38743,3507918563.58589,3546874160.57922,3805573516.87108,3790992931.08987,3833733019.99881,3952177903.24836,4024730213.51047,3554732628.36121,3457565547.87583,3574059131.98348,3536860328.67059,3764332114.51418,3818015203.70139,3955902057.40891,4004731155.84984,4144633629.57693,4277778787.92377,4330186379.95047,3295358879.02298,3780785538.74098,4182926182.33152,4505295870.27862,4812141511.37331
36,"AUS","Australia",618913643446.503,616533107500.768,619203101930.394,644255029953.675,669888934759.576,695948765791.245,722851881792.893,751172915991.526,786303874098.678,825840965575.829,858181372548.649,875614973582.609,910200060722.256,938336894067.504,977924778471.004,1008783011135.19,1036735643627.06,1076022442250.27,1115017334537.73,1136814231533.92,1161938371187.43,1189763715381.94,1236788785736.22,1269618763083.48,1302643956617.56,1330837702518.83,1367510807305.48,1398872073529.42,1439078040530.65,1470651657904.5,1468687868740.01,1498163677059.36,1561881261293.28,1617856290055.37,1640076053462.49
40,"AUT","Austria",332129779743.786,343560449539.57,350752971469.65,352600772390.153,361070660537.193,370703967587.6,378917904254.25,387048857474.411,400568009722.02,415637075225.692,428893915045.131,434542394276.151,440992605895.5,446026823337.324,457468550243.844,468083491022.37,483386713174.917,501635647705.785,508925946772.946,490674515064.845,499550730832.998,514174918630.35,517405203220.992,516107931660.893,520008669474.779,526787103738.366,537940343785.742,550163692819.116,563830975585.136,573726074995.109,537476598047.029,563937063927.258,594000344626.187,589330050842.331,585445837925.664
31,"AZE","Azerbaijan",77320440974.017,76779197751.3472,59427098808.9013,45699439745.4021,36696649548.9196,32366445229.598,32787208824.8853,34688866985.2399,38157753549.0105,40981427807.5299,45530365943.133,50037872110.1904,54760904961.4934,60351062094.3736,65935829763.1458,84372501929.3344,113452505308.198,142341161487.557,157417136589.874,172166339299.871,180411096889.001,177573235113.827,181485065016.474,192089992170.555,197463873390.025,199536348388.484,193423355966.906,193720482600.912,196627067960.229,201503043278.675,193042009776.134,203884098954.124,213496582468.561,216388345622.489,225198385162.317
44,"BHS","Bahamas",9126097084.28185,8744463323.18584,8409936682.32087,8435823022.14948,8701460000.66375,9082475357.5023,9466076461.8695,9587976164.94212,10040221686.1403,10757505555.8684,11203771993.358,11497984146.8797,11808999587.3754,11659625582.3113,11762507057.1588,12161971701.4813,12468038934.77,12648339234.8784,12354436344.3072,11838585742.9678,12020741620.7789,12094449290.6346,12641123099.3681,12279182359.6993,12505975190.0244,12630711246.7032,12484636046.4438,12905542921.9971,13215012047.7406,13104192823.8318,10471643502.0086,12313201284.2481,13652619122.6178,14068783966.2643,14544121121.0956
48,"BHR","Bahrain",21547623542.9407,23967421295.4797,25570841331.3228,28861810335.4429,28789655410.9651,29921086678.5728,31150845231.2916,32114340635.5879,33652618705.9848,35099680719.4909,36959988157.876,37880642522.1453,39149095031.5121,41614094816.0339,44519158861.3608,47532659557.3472,50606596422.5285,54803887940.4744,58226396743.3597,59705280668.7909,62293086037.1284,63494195104.0003,65908897751.0461,69397206737.5295,72387433086.8861,74202817290.9218,77033649779.8554,80849769947.2943,82509283148.6207,84203097859.2666,79225547127.628,82671890844.1512,87781147010.6722,91185401848.1927,93559684338.3106
50,"BGD","Bangladesh",231057491642.193,239110371611.813,252124397255.285,264003393854.592,274273459684.511,288319765753.339,301360235844.557,314890998518.98,331192990133.438,346660220655.243,365009967807.802,383542574281.815,398244236516.444,417119290521.284,438974393023.351,467665517646.591,498867716635.171,534080790061.383,566199285910.257,594764746496.571,627903778372.382,668493859146.43,712089410611.241,754911659700.223,800667303501.53,853132148522.175,913819518032.847,974042508801.188,1045336699213.33,1127729250889.44,1166613553390.4,1247561124482.2,1336135828193.28,1413299173688.33,1472986459828.03
52,"BRB","Barbados",5071632908.49785,4873843946.11643,4596399357.53896,4632851941.58974,4726008520.0206,4821190245.16665,5012903736.44653,5250520553.27028,5446284337.98051,5464510658.41701,5707527809.65889,5572518255.93686,5616396377.94318,5738580002.46919,5819585700.60907,6049776922.65484,6417031426.75402,6550453308.63634,6591947848.86917,6261211672.22004,6122356101.2304,6103357194.27772,5894994181.84277,5790583522.14232,5834164348.1785,5765876610.24991,5852163312.65998,5893619260.94488,5818415254.2572,5831664492.00052,4993962686.75816,4989129631.48072,5848580185.47154,6019028712.5404,6168436783.44456
112,"BLR","Belarus",125855114628.672,124344858608.043,112407750829.689,103864759496.476,91712578624.9464,82174470101.1084,84475359016.0183,94105554506.1518,102010412963.17,105478766191.919,111596538085.329,116869816052.306,122766210996.041,131412871519.541,146459307851.861,160226485010.038,176249125067.474,191406561452.395,210930029736.889,211351879738.658,227731686506.756,240370737529.069,244475915260.204,246917543408.931,250994459962.421,241382449996.074,235284051666.778,241241875588.79,248839058903.42,252438405112.393,250740143618.208,256855349956.29,244890010830.859,254995495258.99,265220428363.568
56,"BEL","Belgium",415042243228.462,422650276394.009,429119592931.53,424992007099.32,438706377851.312,449168459997.637,455103916410.219,472369064689.755,481636154069.937,498699164738.036,517234342061.054,522921869631.946,531847593236.428,537367932888.758,556558452616.107,569480281308.209,584015359292.993,605489163853.542,608195125992.801,596600244415.433,612769969464.046,624603507515.608,625951424446.066,627863671927.576,638948858596.221,648368014803.355,656106304760.982,665780379748.382,678283525385.04,694853246102.295,661549041829.952,702925341289.817,730734740583.4,743260425205.666,751216687125.378
84,"BLZ","Belize",1510673148.38676,1688610855.91378,1903676106.20911,2020521564.48886,2020117736.19706,2034896069.34544,2057387893.35196,2144510367.7568,2227996585.17754,2437945041.63714,2736364436.57441,2873006492.94189,3028122216.72729,3320797096.63832,3479553282.9095,3556771200.08346,3717233318.06985,3841366510.22863,3778849124.42206,3761968641.22207,3815291198.27093,3810328606.16329,3960603897.65161,4121660493.33908,4282086263.77528,4400282989.79565,4399458310.94336,4318805800.60372,4354309346.66209,4539654316.6193,3925761416.40417,4632002927.90342,5060486974.58827,5085795883.93117,5264035959.20123
204,"BEN","Benin",11656583104.9364,12149166926.2602,12508504151.8532,13238521979.4165,13505993136.7465,14322457251.5743,14941800983.3964,15798666707.4387,16424453813.4141,17301757698.4924,18315245216.9866,19292022099.3023,20187756640.9639,20882937540.2307,21807985798.8406,22181592483.5838,23056376559.0627,24436611800.8323,25633169334.4503,26227677415.8337,26782147492.6578,27575904170.7536,28902642501.7287,30981156880.988,32950839416.3041,33536755116.7638,34656773215.4406,36622353578.7467,39075045480.191,41757815652.7983,43364987288.175,46467947984.7692,49373564169.2145,52510156788.1442,56423799507.9997
60,"BMU","Bermuda",4590185345.38926,4427950656.44693,4425305477.79097,4558443763.51373,4585776801.63321,4787511925.21814,4912009996.49314,5137962497.72207,5338343039.97476,5518920341.71899,6033126782.14776,6468865474.88561,6373269189.12062,6590642706.88919,6743629135.8445,6856531387.14938,7236648325.58591,7478724322.30957,7339174630.08064,6926221459.19911,6752866566.01595,6500124036.35431,6155273013.91577,6138056189.30173,5910882580.79991,5956723230.72066,5917575270.12109,6131283757.29927,6104747481.47019,6123495555.42821,5705409424.09851,5968282122.23481,6354801543.59174,6667280834.70371,7065486356.13778
64,"BTN","Bhutan",2010284101.73056,2002084640.92525,2094198377.9646,2135796834.24767,2241550894.04795,2400120837.16429,2533691711.12436,2669848212.92984,2827743862.1805,3053510134.54544,3155957487.60289,3387237866.8337,3740993528.13294,4032288249.08933,4240243731.6635,4534307664.85762,4790079125.31122,5561511005.30764,5813416797.51818,6259160087.80709,7005995172.77908,7600752212.39253,7993317392.44933,8132108591.23954,8610364850.97851,9183884143.93099,9962304965.18771,10170202850.8859,10526350322.3541,11132157416.348,9994629330.03013,10436528611.9245,10980675420.6109,11489317550.7216,11320194174.4008
68,"BOL","Bolivia",44542741932.5124,46888597314.9785,47660617217.8837,49695390097.9216,52014805697.5963,54448202179.5742,56822874463.5842,59637998278.2815,62637404780.7338,62904794730.8307,64482327972.4666,65568080848.077,67197818600.5949,69019779825.9125,71900179253.0367,75079197596.8165,78680753330.1942,82272045257.8331,87330540211.9189,90262226075.0718,93987097749.7024,98878273201.1704,103943090844.187,111007075176.687,117068693673.678,122754939254.254,127989112720.487,133358520083.661,137183354525.027,139250324972.744,121538423042.526,133727570900.831,138738901712.879,142230080127.765,140632330052.604
70,"BIH","Bosnia and Herzegovina",10738815665.2236,9734948492.21835,9108318842.11995,8909634666.54836,9901452122.54636,11482545796.7342,17706005259.9324,24193685393.604,28213798763.4695,30900195414.8107,32573229623.6973,33362580987.6523,35039866279.6848,36394905394.7882,38696980680.642,40205072912.7441,42381776764.8134,44864974607.2713,47306458017.3274,45885156519.1645,46282369285.467,46726454038.3001,46342438632.0247,47431420472.7132,47978706937.7683,50034177192.7287,51656414416.7279,53332199616.0123,55374291669.1259,56972312005.7822,55254543612.5314,59338761977.1417,61846900680.5647,63080371648.772,64954815907.2616
72,"BWA","Botswana",13737121068.3867,14761732983.9952,15192343096.0312,15483444653.4393,16045171042.8656,17173212392.227,18174376330.6385,19687555072.7688,19774901585.6152,21686588920.6307,22117652345.0963,22173073420.1559,23518874957.6575,24606833359.4871,25272650397.7149,26424235523.5188,28634324519.9699,30292983739.234,31278133671.5794,26854081061.458,29571639765.7295,31593869891.8653,31539889522.2001,35041734083.9438,37038112212.1504,35241272987.4299,37780203983.9733,39334624598.2957,40982231018.239,42224719394.7416,38538973278.1699,43131382328.6508,45497577323.3414,46957170597.845,45553212807.2757
76,"BRA","Brazil",1884169357410.64,1903617557290.44,1893260506202.72,1986497717113.44,2102764853287.64,2191581301291.38,2239990352793.4,2316034575356.68,2323865039664.45,2334739277183.97,2437186456307.81,2471060823233.97,2546513722930.64,2575565089939.52,2723916728319.35,2811140139223.47,2922517194133.53,3099910206294.44,3257825690919.3,3253726955163.58,3498674867853.39,3637727009276.17,3707614146981.68,3819021377397.02,3838267554850.67,3702171668947.24,3580891601343.17,3628262108191.33,3692978213430.52,3738061272457.94,3615574020907.98,3787769507579.26,3902034936460.01,4028525459883.49,4166273441898.55
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",30166243054.8788,31044278629.3994,30075505025.988,29884931691.0154,30181609855.3671,30588244802.7798,30579889481.2155,32519860848.9052,30354961903.9354,31648302493.2464,32747978551.9656,33228083834.8158,34544394073.5811,35782267943.1599,35819674143.7482,35818268108.1303,37286248511.7355,35882934589.017,34483245006.226,33827975876.7617,34755323962.8481,36056704487.345,36385950944.2523,35612828470.8911,34719698877.079,34583464420.8093,33726514628.313,34174647802.9999,34192545422.1039,35515401787.8129,35917994917.4561,35346624887.2816,34771064644.0957,35163158531.4447,36588151541.3938
100,"BGR","Bulgaria",130381674585.536,119370479045.151,110689394663.105,109050953784.156,111033512466.418,114250307824.824,120197485508.042,103231152701.26,107142705943.484,98146906899.6746,102649126756.495,106574125158.959,112832084338.986,118741273962.063,126471836478.879,135396130311.998,144606573169.397,154229255512.019,163682827822.869,158204131968.73,160664775437.903,164022950532.565,165251179665.254,164354276592.511,165914736777.553,171551778504.622,176744013374.64,181597274535.562,185828767303.566,192877842739.051,186834530461.326,201460259474.462,209687622669.807,213213542585.851,220435278526.734
854,"BFA","Burkina Faso",10147246626.4723,11067600318.4869,11093355815.5061,11477339562.9845,11628267412.8817,12292982651.9561,13647023204.9982,14509083107.0829,15569366222.1532,16720757878.4085,17036525024.9961,18163219549.8152,18953857927.1605,20432731533.6007,21347801635.5542,23196921150.2789,24647462832.3919,25660813447.6573,27149138508.3087,27953282649.4762,30314295612.087,32321878819.7076,34407503766.8525,36400587615.628,37975584844.5378,39464694412.0733,41815991712.8466,44410042330.9491,47343134249.8795,50131268465.3998,51139294287.7971,54689652540.5665,55579306937.4917,57246838520.8113,59994577724.1268
108,"BDI","Burundi",8158640509.59827,8566314432.23675,8652834068.45676,8112897222.46474,7802173259.15277,7184241136.73547,6609501845.94456,6504410766.80169,6813370277.90581,6744555238.33755,6686763568.59967,6824230529.36167,7127671264.58629,7040447958.40795,7380759118.05818,7447185950.18727,7850362235.25358,8120767463.68481,8519394979.43694,8842030927.60846,9292420726.15253,9666387502.032,10093934835.7003,10590952601.5367,11040528799.0652,10995867034.2271,11347753989.7665,11782583759.9642,12412038220.086,12965533456.4181,13005265531.0616,13426255704.0112,13737436196.5632,14184558007.7479,14767865865.0483
132,"CPV","Cabo Verde",694075763.336612,703821607.213835,780803130.046865,848797899.326003,1011619758.53208,1155387478.81707,1286483805.22371,1429520555.86049,1608457729.23559,1788969285.58273,2044521201.70721,2090147852.0345,2199899241.02861,2291772738.2399,2525466468.96274,2700038276.85302,2915602594.87611,3357919567.09354,3594283904.72014,3540240729.11105,3605254387.81299,3746750463.41027,3787352067.99735,3811293311.41454,3837845328.09483,3873768577.6945,4039593563.54896,4223448183.68258,4380009912.03763,4684325394.4235,3709738572.10333,3970664151.46117,4599763302.14502,4820310977.0386,5169488779.6525
116,"KHM","Cambodia",19514316431.9046,20995706332.9199,22469088082.5023,23389954628.5213,15248229812.5098,16758333509.9709,17746657168.3519,18457698475.2305,19321820012.7551,21776730888.1836,23953005981.2005,25723063815.3573,27334632491.0909,30145638982.9605,32996721516.8066,37386385535.0717,41477712320.6486,45790754857.6479,49214239315.3323,51219610560.8403,53819988410.352,57741666976.1537,62159052652.6501,67043200062.8067,72406871106.3382,77625259450.4716,83761925237.7963,90525733498.0315,98470474432.232,106286026886.488,102506791315.638,105674090069.142,111095066386.193,116657963460.597,123628404396.599
120,"CMR","Cameroon",51192848469.4072,49243117963.6864,47716579725.7047,43931668854.7992,44756182468.9157,46051427006.0364,47992527880.2293,50165300201.7225,52535878944.3715,54905932268.9424,57010156987.347,59475425081.572,62138155821.9261,65526644958.2901,70145528271.0204,71708560180.5984,74440357496.4561,77661830226.2754,79873388993.9853,81933524799.2723,84308797938.1703,87157770352.3957,91189670263.5506,95745076833.6667,101221521111.431,106957697125.582,111809078187.605,115768435044.329,120347671976.682,124529825764.752,124853519772.037,129022200845.744,133843481810.674,138323976561.878,143199513689.651
124,"CAN","Canada",1120801922796.48,1097365337052.13,1107137004254.31,1136561460981.26,1187639093309.48,1219495471948.22,1240092277610.05,1293170296014.76,1343511948452.21,1412581945244.22,1485168021955.29,1513016379420.16,1558395604128.98,1586546230479.85,1635608012462.46,1688118461712.15,1732650077166.73,1768167751446.19,1785768204658.82,1733711521883.99,1787297187601.06,1843368175269.74,1875731476781.95,1919357493594.25,1974509593521.01,1987343333305.37,2007982905874.52,2068901792299.98,2125651012259.85,2166217615236.3,2057078515077.34,2179485548675.88,2270784989049.25,2305499512574.39,2341345308573.89
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4447621121.23528,4588282713.77183,4571884128.35909,4242686398.86616,4127470444.71536,4175723161.94255,4227074271.32165,4281152525.65579,4394796974.74804,4519306953.44759,4665731306.2969,4814290398.31941,5019728959.81923,5216283293.00942,4957826506.47082,5199243731.07254,5499534739.67205,5819365232.47743,NA
140,"CAF","Central African Republic",4254024013.57752,4230518701.45514,3958746871.83074,3972019587.50868,4166646537.85194,4466646986.79807,4287976954.96817,4515236990.05924,4727459557.33197,4897646915.00793,4775723303.89492,4988946886.03721,5169374255.08257,4890358043.7725,5183529346.83071,5230606705.4001,5480163419.84512,5732663859.49915,5850420282.78479,6352811108.50702,6646998256.28472,6925814264.62087,7275828382.42044,4628010583.77193,4631762535.80156,4832647682.81084,5062213759.5644,5291394260.22005,5491908660.98135,5662157829.47177,5713117249.75906,5769272621.61696,5795459458.30387,5836025843.19088,5923566230.74976
148,"TCD","Chad",10238840219.7163,11112739276.4806,12001918814.3616,10116436926.3453,11141928769.8974,11279704214.14,11529490222.0867,12181297538.1067,13028090170.786,12939127828.5312,12825304776.3003,14320496076.9937,15536479446.0421,17823708215.6145,23817709328.9951,27945921833.4299,27794223105.9121,28961628888.9122,29853991800.1441,29433563220.2341,33458257815.6066,34962350264.3188,38130569892.0624,39212797540.77,40021691183.8183,41344071814.2322,39639661078.2959,38998501758.4284,41237450907.6015,43457189499.2696,43286121757.6896,43413141699.6577,45205973768.2093,47005191271.9674,48979060781.1025
152,"CHL","Chile",147172763036.257,158587779669.046,176828437354.071,188650451778,198227864981.982,216574701463.885,231983693958.038,249131323760.696,259547221959.492,258837019267.071,271705416136.621,280275099853.599,289251748327.894,302913817845.164,323131055958.837,341992363428.016,362682870039.799,381427158507.514,395880931813.472,391454835583.877,414361406471.93,440150832727.996,467243613076.906,482702406549.607,491355568689.018,501929257996.829,510728272382.438,517662406507.422,538317289123.074,541732199234.256,508451018132.847,565981846554.521,578173059090.967,581187468274.136,596555875617.396
156,"CHN","China",1892271367560.09,2069420176441.64,2365339209451.12,2694809153240.02,3047093716345.3,3383273842295.33,3720796004661.86,4066370385606.02,4388459129025.54,4727994346043.03,5133960366384.9,5560727951418.39,6074727904441.69,6689380589777.04,7367108987395.51,8211249902415.96,9251999154576.55,10561155692920.1,11582445416831.7,12671507980510.5,14014215429607.2,15340147423340.5,16545296138278.3,17832309075487.5,19162938196730.9,20500277500109.2,21889285206099.4,23397734154416.1,24978653070010,26494483218696,27114504049776,29438240129870.1,30360890176120.6,32004884803945.3,33597882047418.8
170,"COL","Colombia",324362108923.578,330854565533.009,344237399255.639,362775994368.943,383870191922.137,403840799094.197,412143179194.874,426280900614.625,428709781358.363,410686756804.185,422698775564.672,429791231167.284,440553119642.857,457815188748.605,482230573793.389,505516336190.343,539471204741.433,575821824818.307,594728624564.412,601506441278.546,628542104500.866,672212530981.313,698513758899.827,734375410017.75,767415180035.221,790099215895.953,806591608674.065,817556099366.045,838520888947.413,865243337113.698,803067693827.328,889808627041.398,955016270619.415,961819615833.414,977192682078.988
174,"COM","Comoros",1384721675.1539,1299326243.22266,1394930866.91709,1430464580.24965,1373438859.01791,1450863443.33289,1443458688.56775,1507121360.46773,1507498755.7018,1548166345.58067,1532576018.32471,1615635503.89331,1689917296.86245,1722607532.31068,1776015464.7468,1876630335.51432,1843705854.74838,1858521871.09305,1932205037.13918,1994820111.92388,2070182036.08021,2155961370.05991,2224269907.42765,2323609442.57656,2372560207.16195,2399784718.53046,2479467167.43552,2574076248.52972,2667839443.75444,2714812136.76813,2709502576.23354,2763697833.20972,2835637173.00184,2920570621.11206,3018062220.97688
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",34193376303.5786,34968080230.8049,38185529566.2007,40895629625.5196,42743714732.9928,44519268571.9778,45120483259.907,47591355722.3993,50996664081.0724,53146077175.7211,55202149077.2972,57129349886.9125,59081389155.1935,61632038992.5686,64359009941.1763,66918353044.4009,71821256960.4137,77721468011.9111,81404047083.707,80693018596.7846,85018441595.3465,88761938961.9047,93095822656.8559,95418345692.2794,98798168340.1452,102406357442.857,106711851740.106,111148609293.048,114056150658.905,116813471579.812,111821618043.828,120695515793.017,126188962272.663,132639643384.964,138371299881.655
384,"CIV","Cote d'Ivoire",64063495622.484,64089713718.0807,63932975522.8212,63809914071.8432,64327544357.2551,68911360958.1642,74237745675.6266,81400827010.7104,84871681712.3883,85862015402.3599,85633803213.3227,83789240395.7837,81501353004.0622,77649707795.0553,80122880670.5141,80920957094.4427,83199350239.2588,84115732649.5223,88138707177.7418,91314628222.062,97567899071.286,92328066528.4805,99363845372.1675,110055606909.495,120370018325.665,129030580269.806,138285633654.093,148533653433.383,155727355215.77,166194369560.793,167357279085.387,179178274483.428,190645475535.602,203228077783.126,215461462281.624
191,"HRV","Croatia",111789153582.56,88214307151.0461,77881509082.8317,71631064798.8917,75836148298.4618,80955629793.6371,85901193714.5313,91199571222.8909,93253091824.7826,92461658029.0436,95184887925.8622,98146313387.7901,103842066127.83,109624379522.308,114196247715.678,119137606628.451,125176784488.392,131497306266.361,134091577260.915,124956840416.547,123287358644.311,123150624675.647,120395211219.069,120234308152.288,119563769935.989,122337633768.033,126578420305.723,130735209068.501,134541010277.061,138713835820.197,127185517555.173,143251870713.671,153701311719.69,159483010052.546,165586244677.558
192,"CUB","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4592351723.99558,4560400266.77067,4578508029.97521,4591702680.33595,4601274593.01737,4632398780.56687,4708181799.19129,4824472158.35603,4930033687.57271,4903840012.24059,4907876196.65628,4932830664.8229,4915617534.59936,4884369118.70865,4853236230.77299,4875471417.30061,4823415633.58753,4761858753.95244,4661663939.6327,4512204853.42976,3680223299.37452,3834193240.62081,4098982625.81808,4271221875.75495,4485931928.22728
196,"CYP","Cyprus",16043834973.8848,16162479363.6275,17681752150.1206,17805524550.4485,18856050371.6566,20432881711.6657,20687994714.4289,21234350310.5086,22531956603.0644,23658093585.9441,25069370896.5809,26060253470.1843,27030470168.6978,27739560390.7698,29133826221.5831,30547687201.8604,31987639067.0659,33618441246.2862,34844502174.8197,34142356870.6697,34921714550.0819,35067237479.2639,33858336017.0224,31627925746.2401,31066195226.5784,32128323709.2323,34240308243.7475,36209410972.2914,38480343420.2192,40741292875.075,39429166498.4206,43923129044.8892,47557208380.8034,49278520825.2553,51220475871.3833
203,"CZE","Czechia",288488025923.232,254980307983.252,253688724756.707,253845768839.722,261230927867.638,277483164458.171,289050284001.323,287328011372.846,286198380739.434,290143226484.397,301779912723.448,310583495272.003,315284050659.918,325691062731.455,341116897824.647,362863198510.266,386896255871.086,408132317969.282,418793828203.317,398698742735.364,409522078354.86,416780369262.004,413568375531.342,413395452601.536,422677057731.912,443636592213.908,455086276548.982,478630462236.121,492177168365.082,509727106573.064,482686697512.017,502134232985.641,516430851532.897,516676571040.913,523047638122.857
